"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Special Education Statu"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Redding School District","=""1170011""","N",577,573,99.3,573,21,3.7,65,11.3,205,35.8,282,49.2,487,85.0
"Redding School District","=""1170011""","Y",85,81,95.3,81,24,29.6,26,32.1,23,28.4,8,9.9,31,38.3
"Regional School District 01","=""2010012""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N",265,263,99.2,263,"*","*",50,19.0,124,47.1,"*","*","*","*"
"Regional School District 04","=""2040012""","Y",46,45,97.8,45,22,48.9,12,26.7,"*","*","*","*",11,24.4
"Regional School District 05","=""2050012""","N",673,659,97.9,659,"*","*",76,11.5,294,44.6,"*","*","*","*"
"Regional School District 05","=""2050012""","Y",83,79,95.2,79,36,45.6,29,36.7,"*","*","*","*",14,17.7
"Regional School District 06","=""2060012""","N",283,272,96.1,272,"*","*",43,15.8,115,42.3,"*","*","*","*"
"Regional School District 06","=""2060012""","Y",48,41,85.4,41,21,51.2,10,24.4,"*","*","*","*",10,24.4
"Regional School District 07","=""2070012""","N",278,267,96.0,267,"*","*",45,16.9,133,49.8,"*","*","*","*"
"Regional School District 07","=""2070012""","Y",47,45,95.7,45,22,48.9,12,26.7,"*","*","*","*",11,24.4
"Regional School District 08","=""2080012""","N",503,497,98.8,494,"*","*",89,18.0,256,51.8,"*","*","*","*"
"Regional School District 08","=""2080012""","Y",64,64,100.0,64,29,45.3,24,37.5,"*","*","*","*",11,17.2
"Regional School District 10","=""2100012""","N",1035,1027,99.2,1027,67,6.5,198,19.3,389,37.9,373,36.3,762,74.2
"Regional School District 10","=""2100012""","Y",100,91,91.0,91,41,45.1,30,33.0,14,15.4,6,6.6,20,22.0
"Regional School District 11","=""2110012""","N",75,75,100.0,75,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N",263,262,99.6,262,"*","*",30,11.5,109,41.6,"*","*","*","*"
"Regional School District 12","=""2120012""","Y",48,48,100.0,48,"*","*",18,37.5,15,31.3,"*","*","*","*"
"Regional School District 13","=""2130012""","N",713,707,99.2,707,"*","*",141,19.9,289,40.9,"*","*","*","*"
"Regional School District 13","=""2130012""","Y",114,111,97.4,111,47,42.3,43,38.7,"*","*","*","*",21,18.9
"Regional School District 14","=""2140012""","N",577,573,99.3,573,"*","*",130,22.7,216,37.7,"*","*","*","*"
"Regional School District 14","=""2140012""","Y",87,87,100.0,87,45,51.7,24,27.6,"*","*","*","*",18,20.7
"Regional School District 15","=""2150012""","N",1602,1586,99.0,1586,50,3.2,206,13.0,590,37.2,740,46.7,1330,83.9
"Regional School District 15","=""2150012""","Y",219,210,95.9,210,75,35.7,73,34.8,48,22.9,14,6.7,62,29.5
"Regional School District 16","=""2160012""","N",920,862,93.7,862,63,7.3,181,21.0,338,39.2,280,32.5,618,71.7
"Regional School District 16","=""2160012""","Y",149,138,92.6,138,64,46.4,47,34.1,21,15.2,6,4.3,27,19.6
"Regional School District 17","=""2170012""","N",874,870,99.5,870,45,5.2,115,13.2,311,35.7,399,45.9,710,81.6
"Regional School District 17","=""2170012""","Y",188,185,98.4,185,55,29.7,66,35.7,50,27.0,14,7.6,64,34.6
"Regional School District 18","=""2180012""","N",531,525,98.9,525,15,2.9,57,10.9,210,40.0,243,46.3,453,86.3
"Regional School District 18","=""2180012""","Y",76,75,98.7,75,21,28.0,24,32.0,18,24.0,12,16.0,30,40.0
"Ridgefield School District","=""1180011""","N",2152,2102,97.7,2102,56,2.7,207,9.8,708,33.7,1131,53.8,1839,87.5
"Ridgefield School District","=""1180011""","Y",231,221,95.7,221,86,38.9,61,27.6,55,24.9,19,8.6,74,33.5
"Rocky Hill School District","=""1190011""","N",1037,1034,99.7,1034,"*","*",202,19.5,366,35.4,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Y",102,100,98.0,100,55,55.0,24,24.0,"*","*","*","*",21,21.0
"Salem School District","=""1210011""","N",203,203,100.0,203,"*","*",16,7.9,68,33.5,"*","*","*","*"
"Salem School District","=""1210011""","Y",43,43,100.0,43,"*","*",12,27.9,15,34.9,"*","*","*","*"
"Salisbury School District","=""1220011""","N",146,146,100.0,146,"*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",50,48,96.0,48,"*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","N",924,917,99.2,917,"*","*",232,25.3,364,39.7,"*","*","*","*"
"Seymour School District","=""1240011""","Y",139,139,100.0,139,94,67.6,31,22.3,"*","*","*","*",14,10.1
"Sharon School District","=""1250011""","N",85,84,98.8,84,"*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","N",1975,1959,99.2,1959,99,5.1,307,15.7,749,38.2,804,41.0,1553,79.3
"Shelton School District","=""1260011""","Y",340,332,97.6,331,157,47.4,106,32.0,55,16.6,13,3.9,68,20.5
"Sherman School District","=""1270011""","N",188,153,81.4,153,8,5.2,"*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Y",34,21,61.8,21,14,66.7,"*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",117,117,100.0,117,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",1717,1715,99.9,1715,57,3.3,185,10.8,567,33.1,906,52.8,1473,85.9
"Simsbury School District","=""1280011""","Y",218,215,98.6,215,62,28.8,74,34.4,54,25.1,25,11.6,79,36.7
"Somers School District","=""1290011""","N",608,586,96.4,586,"*","*",106,18.1,210,35.8,"*","*","*","*"
"Somers School District","=""1290011""","Y",80,79,98.8,79,35,44.3,26,32.9,"*","*","*","*",18,22.8
"South Windsor School District","=""1320011""","N",1636,1623,99.2,1623,70,4.3,206,12.7,613,37.8,734,45.2,1347,83.0
"South Windsor School District","=""1320011""","Y",228,222,97.4,222,76,34.2,79,35.6,54,24.3,13,5.9,67,30.2
"Southington School District","=""1310011""","N",2737,2724,99.5,2724,214,7.9,543,19.9,1099,40.3,868,31.9,1967,72.2
"Southington School District","=""1310011""","Y",373,363,97.3,363,190,52.3,101,27.8,53,14.6,19,5.2,72,19.8
"Sprague School District","=""1330011""","N",188,188,100.0,188,"*","*",46,24.5,84,44.7,"*","*","*","*"
"Sprague School District","=""1330011""","Y",32,31,96.9,31,24,77.4,"*","*",0,0.0,"*","*","*","*"
"Stafford School District","=""1340011""","N",593,587,99.0,587,"*","*",126,21.5,254,43.3,"*","*","*","*"
"Stafford School District","=""1340011""","Y",87,82,94.3,82,45,54.9,19,23.2,"*","*","*","*",18,22.0
"Stamford School District","=""1350011""","N",6282,6242,99.4,6242,1323,21.2,1505,24.1,1995,32.0,1419,22.7,3414,54.7
"Stamford School District","=""1350011""","Y",773,750,97.0,750,545,72.7,144,19.2,48,6.4,13,1.7,61,8.1
"Sterling School District","=""1360011""","N",253,249,98.4,249,"*","*",65,26.1,"*","*",58,23.3,"*","*"
"Sterling School District","=""1360011""","Y",33,30,90.9,30,18,60.0,"*","*","*","*",0,0.0,"*","*"
"Stonington School District","=""1370011""","N",838,825,98.4,825,50,6.1,120,14.5,304,36.8,351,42.5,655,79.4
"Stonington School District","=""1370011""","Y",157,147,93.6,147,73,49.7,37,25.2,29,19.7,8,5.4,37,25.2
"Stratford School District","=""1380011""","N",2868,2856,99.6,2856,565,19.8,731,25.6,990,34.7,570,20.0,1560,54.6
"Stratford School District","=""1380011""","Y",361,351,97.2,349,238,68.2,82,23.5,23,6.6,6,1.7,29,8.3
"Suffield School District","=""1390011""","N",923,909,98.5,909,"*","*",167,18.4,336,37.0,"*","*","*","*"
"Suffield School District","=""1390011""","Y",109,101,92.7,101,52,51.5,30,29.7,"*","*","*","*",19,18.8
"The Bridge Academy District","=""2690013""","N",84,84,100.0,84,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",144,141,97.9,141,19,13.5,"*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",28,27,96.4,27,19,70.4,"*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N",389,387,99.5,387,"*","*",98,25.3,143,37.0,"*","*","*","*"
"Thomaston School District","=""1400011""","Y",67,65,97.0,65,43,66.2,14,21.5,"*","*","*","*",8,12.3
"Thompson School District","=""1410011""","N",450,431,95.8,431,106,24.6,"*","*","*","*",44,10.2,"*","*"
"Thompson School District","=""1410011""","Y",50,45,90.0,45,39,86.7,"*","*","*","*",0,0.0,"*","*"
"Tolland School District","=""1420011""","N",1077,1073,99.6,1073,"*","*",191,17.8,420,39.1,"*","*","*","*"
"Tolland School District","=""1420011""","Y",136,133,97.8,133,63,47.4,49,36.8,"*","*","*","*",21,15.8
"Torrington School District","=""1430011""","N",1714,1655,96.6,1655,314,19.0,491,29.7,572,34.6,278,16.8,850,51.4
"Torrington School District","=""1430011""","Y",362,344,95.0,344,218,63.4,85,24.7,35,10.2,6,1.7,41,11.9
"Trailblazers Academy District","=""2780013""","N",94,89,94.7,89,50,56.2,25,28.1,"*","*","*","*",14,15.7
"Trailblazers Academy District","=""2780013""","Y",35,35,100.0,35,35,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"Trumbull School District","=""1440011""","N",2692,2656,98.7,2655,60,2.3,282,10.6,876,33.0,1437,54.1,2313,87.1
"Trumbull School District","=""1440011""","Y",314,309,98.4,309,104,33.7,94,30.4,70,22.7,41,13.3,111,35.9
"Unified School District #2","=""3470015""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Y",24,24,100.0,23,"*","*","*","*","*","*",0,0.0,"*","*"
"Union School District","=""1450011""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","N",1182,1172,99.2,1171,"*","*",294,25.1,381,32.5,"*","*","*","*"
"Vernon School District","=""1460011""","Y",228,218,95.6,218,146,67.0,51,23.4,"*","*","*","*",21,9.6
"Voluntown School District","=""1470011""","N",136,136,100.0,136,"*","*",26,19.1,"*","*",45,33.1,"*","*"
"Voluntown School District","=""1470011""","Y",38,38,100.0,38,"*","*",13,34.2,"*","*",0,0.0,"*","*"
"Wallingford School District","=""1480011""","N",2394,2373,99.1,2373,"*","*",612,25.8,932,39.3,"*","*","*","*"
"Wallingford School District","=""1480011""","Y",300,293,97.7,293,183,62.5,68,23.2,"*","*","*","*",42,14.3
"Waterbury School District","=""1510011""","N",6888,6861,99.6,6861,2657,38.7,2011,29.3,1575,23.0,618,9.0,2193,32.0
"Waterbury School District","=""1510011""","Y",1548,1534,99.1,1533,1297,84.6,174,11.4,56,3.7,6,0.4,62,4.0
"Waterford School District","=""1520011""","N",1031,1030,99.9,1030,67,6.5,199,19.3,405,39.3,359,34.9,764,74.2
"Waterford School District","=""1520011""","Y",183,183,100.0,183,96,52.5,50,27.3,26,14.2,11,6.0,37,20.2
"Watertown School District","=""1530011""","N",1143,1133,99.1,1133,"*","*",266,23.5,433,38.2,"*","*","*","*"
"Watertown School District","=""1530011""","Y",176,173,98.3,173,98,56.6,47,27.2,"*","*","*","*",28,16.2
"West Hartford School District","=""1550011""","N",3981,3963,99.5,3960,292,7.4,633,16.0,1393,35.2,1642,41.5,3035,76.6
"West Hartford School District","=""1550011""","Y",443,432,97.5,431,228,52.9,114,26.5,65,15.1,24,5.6,89,20.6
"West Haven School District","=""1560011""","N",2278,2263,99.3,2263,"*","*",579,25.6,762,33.7,"*","*","*","*"
"West Haven School District","=""1560011""","Y",359,349,97.2,349,237,67.9,77,22.1,"*","*","*","*",35,10.0
"Westbrook School District","=""1540011""","N",273,272,99.6,272,"*","*",35,12.9,95,34.9,"*","*","*","*"
"Westbrook School District","=""1540011""","Y",50,50,100.0,50,15,30.0,20,40.0,"*","*","*","*",15,30.0
"Weston School District","=""1570011""","N",1014,1003,98.9,1003,36,3.6,133,13.3,404,40.3,430,42.9,834,83.2
"Weston School District","=""1570011""","Y",95,82,86.3,82,35,42.7,21,25.6,19,23.2,7,8.5,26,31.7
"Westport School District","=""1580011""","N",2381,2335,98.1,2330,52,2.2,243,10.4,822,35.3,1213,52.1,2035,87.3
"Westport School District","=""1580011""","Y",280,268,95.7,268,79,29.5,87,32.5,73,27.2,29,10.8,102,38.1
"Wethersfield School District","=""1590011""","N",1393,1377,98.9,1377,117,8.5,242,17.6,532,38.6,486,35.3,1018,73.9
"Wethersfield School District","=""1590011""","Y",231,226,97.8,226,110,48.7,68,30.1,37,16.4,11,4.9,48,21.2
"Willington School District","=""1600011""","N",236,226,95.8,226,"*","*",42,18.6,103,45.6,"*","*","*","*"
"Willington School District","=""1600011""","Y",52,50,96.2,50,23,46.0,20,40.0,"*","*","*","*",7,14.0
"Wilton School District","=""1610011""","N",1710,1681,98.3,1681,39,2.3,191,11.4,638,38.0,813,48.4,1451,86.3
"Wilton School District","=""1610011""","Y",277,268,96.8,268,75,28.0,89,33.2,85,31.7,19,7.1,104,38.8
"Winchester School District","=""1620011""","N",271,267,98.5,267,"*","*",80,30.0,84,31.5,"*","*","*","*"
"Winchester School District","=""1620011""","Y",62,59,95.2,59,37,62.7,13,22.0,"*","*","*","*",9,15.3
"Windham School District","=""1630011""","N",1301,1294,99.5,1294,391,30.2,354,27.4,367,28.4,182,14.1,549,42.4
"Windham School District","=""1630011""","Y",274,270,98.5,270,215,79.6,36,13.3,19,7.0,0,0.0,19,7.0
"Windsor Locks School District","=""1650011""","N",606,602,99.3,602,"*","*",162,26.9,210,34.9,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Y",114,111,97.4,111,74,66.7,25,22.5,"*","*","*","*",12,10.8
"Windsor School District","=""1640011""","N",1153,1144,99.2,1144,"*","*",291,25.4,372,32.5,"*","*","*","*"
"Windsor School District","=""1640011""","Y",214,209,97.7,209,155,74.2,43,20.6,"*","*","*","*",11,5.3
"Wolcott School District","=""1660011""","N",959,957,99.8,957,"*","*",195,20.4,393,41.1,"*","*","*","*"
"Wolcott School District","=""1660011""","Y",131,127,96.9,127,67,52.8,35,27.6,"*","*","*","*",25,19.7
"Woodbridge School District","=""1670011""","N",389,377,96.9,377,"*","*",42,11.1,113,30.0,"*","*","*","*"
"Woodbridge School District","=""1670011""","Y",49,40,81.6,40,14,35.0,"*","*",13,32.5,"*","*","*","*"
"Woodstock School District","=""1690011""","N",526,507,96.4,507,"*","*",88,17.4,202,39.8,"*","*","*","*"
"Woodstock School District","=""1690011""","Y",61,58,95.1,58,31,53.4,14,24.1,"*","*","*","*",13,22.4

