"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, English Learner Status (EL)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Regional School District 17","=""2170012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","N",2816,2502,88.8,2502,"*","*",602,24.1,817,32.7,"*","*","*","*"
"Ridgefield School District","=""1180011""","Y",21,20,95.2,20,"*","*",6,30.0,6,30.0,"*","*","*","*"
"Rocky Hill School District","=""1190011""","N",1267,1163,91.8,1163,195,16.8,329,28.3,"*","*","*","*",639,54.9
"Rocky Hill School District","=""1190011""","Y",47,47,100.0,47,21,44.7,19,40.4,"*","*","*","*",7,14.9
"Salem School District","=""1210011""","N",266,266,100.0,266,27,10.2,49,18.4,96,36.1,94,35.3,190,71.4
"Salisbury School District","=""1220011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","N",68,67,98.5,67,12,17.9,21,31.3,17,25.4,17,25.4,34,50.7
"Seymour School District","=""1240011""","N",1237,1216,98.3,1214,341,28.1,"*","*","*","*",223,18.4,"*","*"
"Seymour School District","=""1240011""","Y",24,24,100.0,24,15,62.5,"*","*","*","*",0,0.0,"*","*"
"Sharon School District","=""1250011""","N",109,87,79.8,87,25,28.7,33,37.9,22,25.3,7,8.0,29,33.3
"Shelton School District","=""1260011""","N",2663,2633,98.9,2632,505,19.2,810,30.8,760,28.9,557,21.2,1317,50.0
"Shelton School District","=""1260011""","Y",72,72,100.0,72,26,36.1,29,40.3,11,15.3,6,8.3,17,23.6
"Sherman School District","=""1270011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","N",123,123,100.0,123,"*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","N",2304,2273,98.7,2271,275,12.1,514,22.6,"*","*","*","*",1482,65.3
"Simsbury School District","=""1280011""","Y",28,28,100.0,28,14,50.0,6,21.4,"*","*","*","*",8,28.6
"Somers School District","=""1290011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","N",2147,1957,91.2,1956,272,13.9,468,23.9,530,27.1,686,35.1,1216,62.2
"South Windsor School District","=""1320011""","Y",61,59,96.7,59,13,22.0,24,40.7,16,27.1,6,10.2,22,37.3
"Southington School District","=""1310011""","N",3515,3474,98.8,3471,"*","*",992,28.6,"*","*",752,21.7,"*","*"
"Southington School District","=""1310011""","Y",27,27,100.0,27,15,55.6,"*","*","*","*",0,0.0,"*","*"
"Sprague School District","=""1330011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","N",34,21,61.8,21,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford School District","=""1350011""","N",6959,6785,97.5,6778,2081,30.7,1857,27.4,1617,23.9,1223,18.0,2840,41.9
"Stamford School District","=""1350011""","Y",1098,1065,97.0,1064,788,74.1,223,21.0,44,4.1,9,0.8,53,5.0
"Sterling School District","=""1360011""","N",315,310,98.4,310,128,41.3,122,39.4,50,16.1,10,3.2,60,19.4
"Stonington School District","=""1370011""","N",1182,991,83.8,990,"*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Y",13,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","N",3575,3505,98.0,3504,1503,42.9,1155,33.0,"*","*","*","*",846,24.1
"Stratford School District","=""1380011""","Y",196,196,100.0,194,115,59.3,66,34.0,"*","*","*","*",13,6.7
"Suffield School District","=""1390011""","N",1265,1221,96.5,1221,"*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Y",8,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","N",277,229,82.7,229,"*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","N",1463,1419,97.0,1417,"*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","N",2171,1994,91.8,1992,764,38.4,723,36.3,"*","*","*","*",505,25.4
"Torrington School District","=""1430011""","Y",163,159,97.5,158,109,69.0,36,22.8,"*","*","*","*",13,8.2
"Trailblazers Academy District","=""2780013""","N",133,131,98.5,131,108,82.4,16,12.2,"*","*","*","*",7,5.3
"Trumbull School District","=""1440011""","N",3514,3118,88.7,3117,"*","*",785,25.2,932,29.9,"*","*","*","*"
"Trumbull School District","=""1440011""","Y",52,50,96.2,50,20,40.0,15,30.0,"*","*","*","*",15,30.0
"Unified School District #2","=""3470015""","N","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Unified School District #2","=""3470015""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",54,54,100.0,54,9,16.7,16,29.6,18,33.3,11,20.4,29,53.7
"Vernon School District","=""1460011""","N",1542,1494,96.9,1494,549,36.7,515,34.5,"*","*","*","*",430,28.8
"Vernon School District","=""1460011""","Y",61,58,95.1,58,37,63.8,14,24.1,"*","*","*","*",7,12.1
"Voluntown School District","=""1470011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","N",3099,3039,98.1,3039,"*","*",1022,33.6,807,26.6,"*","*","*","*"
"Wallingford School District","=""1480011""","Y",159,155,97.5,155,75,48.4,56,36.1,"*","*","*","*",24,15.5
"Waterbury School District","=""1510011""","N",8208,8077,98.4,8073,4737,58.7,2149,26.6,944,11.7,243,3.0,1187,14.7
"Waterbury School District","=""1510011""","Y",1284,1267,98.7,1265,1121,88.6,109,8.6,29,2.3,6,0.5,35,2.8
"Waterford School District","=""1520011""","N",1378,1367,99.2,1367,336,24.6,453,33.1,"*","*","*","*","*","*"
"Waterford School District","=""1520011""","Y",28,28,100.0,28,18,64.3,"*","*","*","*",0,0.0,"*","*"
"Watertown School District","=""1530011""","N",1496,1344,89.8,1344,390,29.0,466,34.7,"*","*","*","*",488,36.3
"Watertown School District","=""1530011""","Y",30,29,96.7,29,12,41.4,9,31.0,"*","*","*","*",8,27.6
"West Hartford School District","=""1550011""","N",4970,4704,94.6,4698,794,16.9,1236,26.3,1398,29.8,1270,27.0,2668,56.8
"West Hartford School District","=""1550011""","Y",254,251,98.8,251,141,56.2,73,29.1,27,10.8,10,4.0,37,14.7
"West Haven School District","=""1560011""","N",2748,2692,98.0,2690,1067,39.7,913,33.9,"*","*","*","*",710,26.4
"West Haven School District","=""1560011""","Y",328,322,98.2,322,216,67.1,86,26.7,"*","*","*","*",20,6.2
"Westbrook School District","=""1540011""","N",381,324,85.0,324,"*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Y",17,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","N",3155,2761,87.5,2761,243,8.8,"*","*","*","*",1222,44.3,"*","*"
"Westport School District","=""1580011""","Y",23,23,100.0,23,8,34.8,"*","*","*","*",6,26.1,"*","*"
"Wethersfield School District","=""1590011""","N",1824,1699,93.1,1698,390,23.0,543,32.0,"*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Y",108,105,97.2,105,76,72.4,24,22.9,"*","*","*","*","*","*"
"Willington School District","=""1600011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",2362,2308,97.7,2307,"*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","N",300,299,99.7,296,"*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","N",1159,1138,98.2,1135,519,45.7,351,30.9,"*","*","*","*",265,23.3
"Windham School District","=""1630011""","Y",422,406,96.2,403,316,78.4,77,19.1,"*","*","*","*",10,2.5
"Windsor Locks School District","=""1650011""","N",844,832,98.6,829,286,34.5,301,36.3,"*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Y",36,35,97.2,35,22,62.9,"*","*","*","*",0,0.0,"*","*"
"Windsor School District","=""1640011""","N",1554,1387,89.3,1383,504,36.4,412,29.8,"*","*","*","*",467,33.8
"Windsor School District","=""1640011""","Y",51,50,98.0,50,31,62.0,12,24.0,"*","*","*","*",7,14.0
"Wolcott School District","=""1660011""","N",1323,1319,99.7,1318,"*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",430,407,94.7,407,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","N",597,582,97.5,581,108,18.6,197,33.9,165,28.4,111,19.1,276,47.5

