"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"East Granby School District","=""0400011""",07,75,75,100.0,75,11,14.7,20,26.7,28,37.3,16,21.3,44,58.7,2575
"East Granby School District","=""0400011""",08,63,62,98.4,62,14,22.6,14,22.6,16,25.8,18,29.0,34,54.8,2582
"East Haddam School District","=""0410011""",03,71,69,97.2,69,"*","*","*","*",26,37.7,20,29.0,46,66.7,2465
"East Haddam School District","=""0410011""",04,75,73,97.3,73,12,16.4,25,34.2,23,31.5,13,17.8,36,49.3,2482
"East Haddam School District","=""0410011""",05,70,69,98.6,69,"*","*",20,29.0,"*","*",23,33.3,"*","*",2546
"East Haddam School District","=""0410011""",06,78,77,98.7,77,20,26.0,20,26.0,14,18.2,23,29.9,37,48.1,2542
"East Haddam School District","=""0410011""",07,103,95,92.2,95,23,24.2,24,25.3,29,30.5,19,20.0,48,50.5,2552
"East Haddam School District","=""0410011""",08,101,94,93.1,94,45,47.9,26,27.7,11,11.7,12,12.8,23,24.5,2521
"East Hampton School District","=""0420011""",03,161,158,98.1,158,32,20.3,43,27.2,54,34.2,29,18.4,83,52.5,2436
"East Hampton School District","=""0420011""",04,157,150,95.5,150,9,6.0,56,37.3,58,38.7,27,18.0,85,56.7,2493
"East Hampton School District","=""0420011""",05,133,124,93.2,124,28,22.6,36,29.0,33,26.6,27,21.8,60,48.4,2517
"East Hampton School District","=""0420011""",06,154,148,96.1,148,36,24.3,59,39.9,39,26.4,14,9.5,53,35.8,2520
"East Hampton School District","=""0420011""",07,132,119,90.2,119,30,25.2,48,40.3,33,27.7,8,6.7,41,34.5,2525
"East Hampton School District","=""0420011""",08,148,131,88.5,131,40,30.5,46,35.1,25,19.1,20,15.3,45,34.4,2551
"East Hartford School District","=""0430011""",03,505,503,99.6,501,216,43.1,156,31.1,87,17.4,42,8.4,129,25.7,2390
"East Hartford School District","=""0430011""",04,503,501,99.6,501,197,39.3,171,34.1,102,20.4,31,6.2,133,26.5,2434
"East Hartford School District","=""0430011""",05,515,512,99.4,510,299,58.6,140,27.5,55,10.8,16,3.1,71,13.9,2441
"East Hartford School District","=""0430011""",06,419,413,98.6,412,250,60.7,111,26.9,38,9.2,13,3.2,51,12.4,2443
"East Hartford School District","=""0430011""",07,476,473,99.4,471,290,61.6,126,26.8,39,8.3,16,3.4,55,11.7,2455
"East Hartford School District","=""0430011""",08,494,481,97.4,478,318,66.5,112,23.4,38,7.9,10,2.1,48,10.0,2468
"East Haven School District","=""0440011""",03,196,196,100.0,196,51,26.0,41,20.9,76,38.8,28,14.3,104,53.1,2431
"East Haven School District","=""0440011""",04,212,212,100.0,212,48,22.6,83,39.2,62,29.2,19,9.0,81,38.2,2461
"East Haven School District","=""0440011""",05,204,204,100.0,203,80,39.4,59,29.1,48,23.6,16,7.9,64,31.5,2481
"East Haven School District","=""0440011""",06,215,214,99.5,214,62,29.0,98,45.8,33,15.4,21,9.8,54,25.2,2508
"East Haven School District","=""0440011""",07,243,237,97.5,237,96,40.5,88,37.1,40,16.9,13,5.5,53,22.4,2498
"East Haven School District","=""0440011""",08,249,244,98.0,244,132,54.1,66,27.0,30,12.3,16,6.6,46,18.9,2495
"East Lyme School District","=""0450011""",03,164,161,98.2,161,18,11.2,29,18.0,50,31.1,64,39.8,114,70.8,2475
"East Lyme School District","=""0450011""",04,190,190,100.0,190,10,5.3,46,24.2,55,28.9,79,41.6,134,70.5,2527
"East Lyme School District","=""0450011""",05,203,200,98.5,200,26,13.0,52,26.0,57,28.5,65,32.5,122,61.0,2543
"East Lyme School District","=""0450011""",06,205,202,98.5,201,17,8.5,54,26.9,48,23.9,82,40.8,130,64.7,2582
"East Lyme School District","=""0450011""",07,220,218,99.1,218,25,11.5,43,19.7,64,29.4,86,39.4,150,68.8,2603
"East Lyme School District","=""0450011""",08,215,195,90.7,195,37,19.0,51,26.2,52,26.7,55,28.2,107,54.9,2593
"East Windsor School District","=""0470011""",03,86,84,97.7,84,21,25.0,25,29.8,31,36.9,7,8.3,38,45.2,2421
"East Windsor School District","=""0470011""",04,78,78,100.0,78,17,21.8,35,44.9,13,16.7,13,16.7,26,33.3,2469
"East Windsor School District","=""0470011""",05,81,79,97.5,79,35,44.3,26,32.9,8,10.1,10,12.7,18,22.8,2471
"East Windsor School District","=""0470011""",06,76,76,100.0,76,33,43.4,22,28.9,"*","*","*","*",21,27.6,2488
"East Windsor School District","=""0470011""",07,70,70,100.0,70,32,45.7,21,30.0,"*","*","*","*",17,24.3,2492
"East Windsor School District","=""0470011""",08,75,72,96.0,72,21,29.2,27,37.5,13,18.1,11,15.3,24,33.3,2555
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",04,7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",06,12,10,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",07,12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",03,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",04,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",05,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",06,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",07,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",03,104,98,94.2,98,"*","*","*","*",33,33.7,56,57.1,89,90.8,2505
"Easton School District","=""0460011""",04,104,102,98.1,102,"*","*","*","*",37,36.3,48,47.1,85,83.3,2542
"Easton School District","=""0460011""",05,121,120,99.2,120,10,8.3,24,20.0,23,19.2,63,52.5,86,71.7,2571
"Easton School District","=""0460011""",06,99,98,99.0,98,9,9.2,25,25.5,25,25.5,39,39.8,64,65.3,2577
"Easton School District","=""0460011""",07,97,95,97.9,95,8,8.4,22,23.2,29,30.5,36,37.9,65,68.4,2607
"Easton School District","=""0460011""",08,107,96,89.7,96,7,7.3,12,12.5,34,35.4,43,44.8,77,80.2,2640
"Education Connection","=""2420014""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",03,197,196,99.5,196,22,11.2,31,15.8,68,34.7,75,38.3,143,73.0,2474
"Ellington School District","=""0480011""",04,209,207,99.0,207,16,7.7,40,19.3,83,40.1,68,32.9,151,72.9,2517
"Ellington School District","=""0480011""",05,217,216,99.5,216,17,7.9,46,21.3,69,31.9,84,38.9,153,70.8,2556
"Ellington School District","=""0480011""",06,220,218,99.1,218,22,10.1,64,29.4,67,30.7,65,29.8,132,60.6,2568
"Ellington School District","=""0480011""",07,208,205,98.6,205,27,13.2,70,34.1,63,30.7,45,22.0,108,52.7,2572
"Ellington School District","=""0480011""",08,212,212,100.0,212,30,14.2,58,27.4,70,33.0,54,25.5,124,58.5,2598
"Elm City College Preparatory School District","=""2890013""",03,59,59,100.0,59,"*","*","*","*",21,35.6,20,33.9,41,69.5,2474
"Elm City College Preparatory School District","=""2890013""",04,62,62,100.0,62,"*","*","*","*",18,29.0,25,40.3,43,69.4,2511
"Elm City College Preparatory School District","=""2890013""",05,68,68,100.0,68,23,33.8,26,38.2,13,19.1,6,8.8,19,27.9,2486
"Elm City College Preparatory School District","=""2890013""",06,70,70,100.0,70,22,31.4,25,35.7,10,14.3,13,18.6,23,32.9,2508
"Elm City College Preparatory School District","=""2890013""",07,58,58,100.0,58,22,37.9,24,41.4,6,10.3,6,10.3,12,20.7,2503
"Elm City College Preparatory School District","=""2890013""",08,59,59,100.0,59,14,23.7,14,23.7,10,16.9,21,35.6,31,52.5,2589
"Enfield School District","=""0490011""",03,384,381,99.2,381,69,18.1,113,29.7,137,36.0,62,16.3,199,52.2,2436
"Enfield School District","=""0490011""",04,380,378,99.5,378,36,9.5,139,36.8,150,39.7,53,14.0,203,53.7,2486
"Enfield School District","=""0490011""",05,395,395,100.0,395,120,30.4,144,36.5,90,22.8,41,10.4,131,33.2,2490
"Enfield School District","=""0490011""",06,341,337,98.8,337,74,22.0,136,40.4,79,23.4,48,14.2,127,37.7,2525
"Enfield School District","=""0490011""",07,378,376,99.5,376,94,25.0,159,42.3,96,25.5,27,7.2,123,32.7,2529
"Enfield School District","=""0490011""",08,352,348,98.9,348,121,34.8,126,36.2,65,18.7,36,10.3,101,29.0,2538
"Essex School District","=""0500011""",03,39,37,94.9,37,"*","*","*","*",14,37.8,10,27.0,24,64.9,2465
"Essex School District","=""0500011""",04,54,53,98.1,53,6,11.3,9,17.0,21,39.6,17,32.1,38,71.7,2508
"Essex School District","=""0500011""",05,56,54,96.4,54,7,13.0,12,22.2,19,35.2,16,29.6,35,64.8,2548
"Essex School District","=""0500011""",06,81,79,97.5,79,"*","*","*","*",28,35.4,27,34.2,55,69.6,2585
"Fairfield School District","=""0510011""",03,730,722,98.9,722,62,8.6,142,19.7,291,40.3,227,31.4,518,71.7,2468
"Fairfield School District","=""0510011""",04,864,860,99.5,860,57,6.6,221,25.7,334,38.8,248,28.8,582,67.7,2510
"Fairfield School District","=""0510011""",05,769,761,99.0,761,85,11.2,187,24.6,229,30.1,260,34.2,489,64.3,2544
"Fairfield School District","=""0510011""",06,765,756,98.8,756,77,10.2,199,26.3,207,27.4,273,36.1,480,63.5,2575
"Fairfield School District","=""0510011""",07,808,792,98.0,792,98,12.4,212,26.8,242,30.6,240,30.3,482,60.9,2585
"Fairfield School District","=""0510011""",08,795,780,98.1,780,110,14.1,183,23.5,209,26.8,278,35.6,487,62.4,2608
"Farmington School District","=""0520011""",03,306,306,100.0,306,16,5.2,48,15.7,97,31.7,145,47.4,242,79.1,2492
"Farmington School District","=""0520011""",04,324,324,100.0,324,15,4.6,56,17.3,104,32.1,149,46.0,253,78.1,2538
"Farmington School District","=""0520011""",05,312,311,99.7,311,30,9.6,65,20.9,85,27.3,131,42.1,216,69.5,2559
"Farmington School District","=""0520011""",06,342,338,98.8,338,38,11.2,85,25.1,90,26.6,125,37.0,215,63.6,2579
"Farmington School District","=""0520011""",07,326,325,99.7,325,21,6.5,64,19.7,97,29.8,143,44.0,240,73.8,2617
"Farmington School District","=""0520011""",08,293,290,99.0,290,32,11.0,50,17.2,62,21.4,146,50.3,208,71.7,2643
"Franklin School District","=""0530011""",03,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",04,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",06,20,20,100.0,20,9,45.0,7,35.0,"*","*","*","*","*","*",2490
"Franklin School District","=""0530011""",07,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",08,21,20,95.2,20,9,45.0,"*","*","*","*","*","*","*","*",2535
"Glastonbury School District","=""0540011""",03,423,422,99.8,422,27,6.4,51,12.1,143,33.9,201,47.6,344,81.5,2491
"Glastonbury School District","=""0540011""",04,436,433,99.3,433,29,6.7,86,19.9,147,33.9,171,39.5,318,73.4,2528
"Glastonbury School District","=""0540011""",05,447,445,99.6,445,39,8.8,67,15.1,107,24.0,232,52.1,339,76.2,2576
"Glastonbury School District","=""0540011""",06,484,482,99.6,482,29,6.0,77,16.0,137,28.4,239,49.6,376,78.0,2604
"Glastonbury School District","=""0540011""",07,522,520,99.6,520,55,10.6,116,22.3,153,29.4,196,37.7,349,67.1,2600
"Glastonbury School District","=""0540011""",08,516,515,99.8,515,51,9.9,88,17.1,133,25.8,243,47.2,376,73.0,2633
"Granby School District","=""0560011""",03,121,120,99.2,120,12,10.0,28,23.3,35,29.2,45,37.5,80,66.7,2469
"Granby School District","=""0560011""",04,132,131,99.2,131,7,5.3,36,27.5,47,35.9,41,31.3,88,67.2,2516
"Granby School District","=""0560011""",05,124,124,100.0,124,10,8.1,33,26.6,33,26.6,48,38.7,81,65.3,2556
"Granby School District","=""0560011""",06,155,153,98.7,153,13,8.5,35,22.9,39,25.5,66,43.1,105,68.6,2591
"Granby School District","=""0560011""",07,151,149,98.7,149,17,11.4,40,26.8,46,30.9,46,30.9,92,61.7,2590
"Granby School District","=""0560011""",08,157,154,98.1,154,22,14.3,45,29.2,46,29.9,41,26.6,87,56.5,2590
"Great Oaks Charter School District","=""2940013""",06,105,105,100.0,105,70,66.7,26,24.8,"*","*","*","*",9,8.6,2432
"Great Oaks Charter School District","=""2940013""",07,105,102,97.1,102,63,61.8,29,28.4,"*","*","*","*",10,9.8,2455
"Greenwich School District","=""0570011""",03,699,697,99.7,697,58,8.3,110,15.8,220,31.6,309,44.3,529,75.9,2487
"Greenwich School District","=""0570011""",04,674,673,99.9,673,63,9.4,153,22.7,193,28.7,264,39.2,457,67.9,2521
"Greenwich School District","=""0570011""",05,690,687,99.6,687,96,14.0,158,23.0,159,23.1,274,39.9,433,63.0,2552
"Greenwich School District","=""0570011""",06,626,620,99.0,620,97,15.6,148,23.9,125,20.2,250,40.3,375,60.5,2571
"Greenwich School District","=""0570011""",07,642,639,99.5,639,95,14.9,131,20.5,163,25.5,250,39.1,413,64.6,2596
"Greenwich School District","=""0570011""",08,639,638,99.8,638,96,15.0,128,20.1,134,21.0,280,43.9,414,64.9,2622
"Griswold School District","=""0580011""",03,139,138,99.3,138,18,13.0,43,31.2,52,37.7,25,18.1,77,55.8,2447
"Griswold School District","=""0580011""",04,142,140,98.6,140,41,29.3,46,32.9,30,21.4,23,16.4,53,37.9,2463
"Griswold School District","=""0580011""",05,124,124,100.0,124,33,26.6,31,25.0,31,25.0,29,23.4,60,48.4,2509
"Griswold School District","=""0580011""",06,131,131,100.0,131,24,18.3,40,30.5,32,24.4,35,26.7,67,51.1,2546
"Griswold School District","=""0580011""",07,148,146,98.6,146,34,23.3,51,34.9,37,25.3,24,16.4,61,41.8,2544
"Griswold School District","=""0580011""",08,139,136,97.8,136,28,20.6,34,25.0,29,21.3,45,33.1,74,54.4,2593
"Groton School District","=""0590011""",03,372,372,100.0,372,80,21.5,107,28.8,114,30.6,71,19.1,185,49.7,2436
"Groton School District","=""0590011""",04,344,342,99.4,342,49,14.3,98,28.7,117,34.2,78,22.8,195,57.0,2492
"Groton School District","=""0590011""",05,306,303,99.0,303,76,25.1,93,30.7,72,23.8,62,20.5,134,44.2,2507
"Groton School District","=""0590011""",06,317,316,99.7,316,80,25.3,103,32.6,87,27.5,46,14.6,133,42.1,2527
"Groton School District","=""0590011""",07,332,330,99.4,330,103,31.2,94,28.5,79,23.9,54,16.4,133,40.3,2533
"Groton School District","=""0590011""",08,282,276,97.9,275,91,33.1,94,34.2,48,17.5,42,15.3,90,32.7,2545
"Guilford School District","=""0600011""",03,257,257,100.0,256,22,8.6,33,12.9,71,27.7,130,50.8,201,78.5,2491
"Guilford School District","=""0600011""",04,264,264,100.0,262,26,9.9,46,17.6,84,32.1,106,40.5,190,72.5,2527
"Guilford School District","=""0600011""",05,295,293,99.3,293,26,8.9,52,17.7,86,29.4,129,44.0,215,73.4,2562
"Guilford School District","=""0600011""",06,262,262,100.0,262,24,9.2,80,30.5,85,32.4,73,27.9,158,60.3,2568
"Guilford School District","=""0600011""",07,262,260,99.2,260,21,8.1,68,26.2,72,27.7,99,38.1,171,65.8,2603
"Guilford School District","=""0600011""",08,290,290,100.0,290,22,7.6,58,20.0,72,24.8,138,47.6,210,72.4,2637
"Hamden School District","=""0620011""",03,399,393,98.5,393,95,24.2,94,23.9,120,30.5,84,21.4,204,51.9,2440
"Hamden School District","=""0620011""",04,399,394,98.7,394,85,21.6,124,31.5,121,30.7,64,16.2,185,47.0,2475
"Hamden School District","=""0620011""",05,420,416,99.0,416,132,31.7,140,33.7,81,19.5,63,15.1,144,34.6,2492
"Hamden School District","=""0620011""",06,397,393,99.0,393,136,34.6,124,31.6,69,17.6,64,16.3,133,33.8,2510
"Hamden School District","=""0620011""",07,394,382,97.0,382,126,33.0,119,31.2,86,22.5,51,13.4,137,35.9,2524
"Hamden School District","=""0620011""",08,423,413,97.6,413,205,49.6,101,24.5,64,15.5,43,10.4,107,25.9,2517
"Hampton School District","=""0630011""",03,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",04,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",06,9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",03,1564,1530,97.8,1529,801,52.4,411,26.9,237,15.5,80,5.2,317,20.7,2377
"Hartford School District","=""0640011""",04,1649,1625,98.5,1624,817,50.3,535,32.9,188,11.6,84,5.2,272,16.7,2414
"Hartford School District","=""0640011""",05,1463,1442,98.6,1442,882,61.2,343,23.8,131,9.1,86,6.0,217,15.0,2440
"Hartford School District","=""0640011""",06,1508,1484,98.4,1484,861,58.0,389,26.2,149,10.0,85,5.7,234,15.8,2451
"Hartford School District","=""0640011""",07,1620,1595,98.5,1594,941,59.0,431,27.0,151,9.5,71,4.5,222,13.9,2458
"Hartford School District","=""0640011""",08,1565,1506,96.2,1504,1029,68.4,273,18.2,110,7.3,92,6.1,202,13.4,2465
"Hartland School District","=""0650011""",03,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",04,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",05,22,22,100.0,22,"*","*",11,50.0,7,31.8,"*","*","*","*",2503
"Hartland School District","=""0650011""",06,32,31,96.9,31,6,19.4,7,22.6,7,22.6,11,35.5,18,58.1,2553
"Hartland School District","=""0650011""",07,25,25,100.0,25,"*","*",6,24.0,9,36.0,"*","*","*","*",2561
"Hartland School District","=""0650011""",08,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""",03,91,91,100.0,91,13,14.3,25,27.5,43,47.3,10,11.0,53,58.2,2437
"Hebron School District","=""0670011""",04,118,118,100.0,118,9,7.6,44,37.3,44,37.3,21,17.8,65,55.1,2494
"Hebron School District","=""0670011""",05,108,108,100.0,108,17,15.7,33,30.6,39,36.1,19,17.6,58,53.7,2521
"Hebron School District","=""0670011""",06,120,120,100.0,120,17,14.2,22,18.3,51,42.5,30,25.0,81,67.5,2562
"Highville Charter School District","=""2860013""",03,40,40,100.0,40,14,35.0,16,40.0,"*","*","*","*",10,25.0,2400
"Highville Charter School District","=""2860013""",04,42,42,100.0,42,19,45.2,14,33.3,"*","*","*","*",9,21.4,2430
"Highville Charter School District","=""2860013""",05,40,40,100.0,40,23,57.5,"*","*","*","*",0,0.0,"*","*",2445
"Highville Charter School District","=""2860013""",06,39,39,100.0,39,24,61.5,"*","*","*","*",0,0.0,"*","*",2453
"Highville Charter School District","=""2860013""",07,33,33,100.0,33,11,33.3,16,48.5,6,18.2,0,0.0,6,18.2,2505
"Highville Charter School District","=""2860013""",08,37,37,100.0,37,"*","*",13,35.1,11,29.7,"*","*","*","*",2544
"Integrated Day Charter School District","=""2640013""",03,33,33,100.0,33,12,36.4,10,30.3,"*","*","*","*",11,33.3,2417
"Integrated Day Charter School District","=""2640013""",04,33,32,97.0,32,10,31.3,11,34.4,"*","*","*","*",11,34.4,2455
"Integrated Day Charter School District","=""2640013""",05,33,31,93.9,30,19,63.3,"*","*","*","*",0,0.0,"*","*",2433
"Integrated Day Charter School District","=""2640013""",06,33,30,90.9,30,8,26.7,11,36.7,"*","*","*","*",11,36.7,2518
"Integrated Day Charter School District","=""2640013""",07,32,32,100.0,32,"*","*",10,31.3,10,31.3,"*","*","*","*",2544
"Integrated Day Charter School District","=""2640013""",08,35,35,100.0,35,12,34.3,14,40.0,"*","*","*","*","*","*",2529
"Interdistrict School for Arts and Comm District","=""2650013""",06,91,91,100.0,91,55,60.4,32,35.2,"*","*","*","*","*","*",2435
"Interdistrict School for Arts and Comm District","=""2650013""",07,85,85,100.0,85,46,54.1,31,36.5,"*","*","*","*","*","*",2473
"Interdistrict School for Arts and Comm District","=""2650013""",08,86,82,95.3,82,56,68.3,13,15.9,7,8.5,6,7.3,13,15.9,2477
"Jumoke Academy District","=""2610013""",03,68,68,100.0,68,24,35.3,23,33.8,"*","*","*","*",21,30.9,2399
"Jumoke Academy District","=""2610013""",04,64,64,100.0,64,21,32.8,25,39.1,"*","*","*","*",18,28.1,2447
"Jumoke Academy District","=""2610013""",05,76,76,100.0,76,45,59.2,23,30.3,8,10.5,0,0.0,8,10.5,2441
"Jumoke Academy District","=""2610013""",06,53,53,100.0,53,23,43.4,17,32.1,"*","*","*","*",13,24.5,2483
"Jumoke Academy District","=""2610013""",07,72,72,100.0,72,37,51.4,26,36.1,"*","*","*","*",9,12.5,2488
"Jumoke Academy District","=""2610013""",08,86,86,100.0,86,43,50.0,27,31.4,9,10.5,7,8.1,16,18.6,2498
"Kent School District","=""0680011""",03,23,23,100.0,23,"*","*","*","*",11,47.8,7,30.4,18,78.3,2468
"Kent School District","=""0680011""",04,27,26,96.3,26,"*","*",7,26.9,13,50.0,"*","*","*","*",2508
"Kent School District","=""0680011""",05,27,25,92.6,25,0,0.0,6,24.0,9,36.0,10,40.0,19,76.0,2568
"Kent School District","=""0680011""",06,32,32,100.0,32,"*","*","*","*",9,28.1,16,50.0,25,78.1,2598
"Kent School District","=""0680011""",07,29,26,89.7,26,"*","*",10,38.5,"*","*","*","*","*","*",2564
"Kent School District","=""0680011""",08,20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""",03,160,159,99.4,159,40,25.2,60,37.7,47,29.6,12,7.5,59,37.1,2413
"Killingly School District","=""0690011""",04,170,165,97.1,165,33,20.0,67,40.6,44,26.7,21,12.7,65,39.4,2469
"Killingly School District","=""0690011""",05,159,156,98.1,156,64,41.0,47,30.1,30,19.2,15,9.6,45,28.8,2481
"Killingly School District","=""0690011""",06,165,161,97.6,161,35,21.7,59,36.6,45,28.0,22,13.7,67,41.6,2532
"Killingly School District","=""0690011""",07,179,169,94.4,169,39,23.1,64,37.9,53,31.4,13,7.7,66,39.1,2540
"Killingly School District","=""0690011""",08,179,171,95.5,171,69,40.4,58,33.9,34,19.9,10,5.8,44,25.7,2527
"Learn","=""2450014""",03,102,101,99.0,101,48,47.5,18,17.8,25,24.8,10,9.9,35,34.7,2394
"Learn","=""2450014""",04,86,84,97.7,84,18,21.4,35,41.7,21,25.0,10,11.9,31,36.9,2464
"Learn","=""2450014""",05,87,85,97.7,85,23,27.1,35,41.2,11,12.9,16,18.8,27,31.8,2504
"Learn","=""2450014""",06,44,44,100.0,44,19,43.2,16,36.4,"*","*","*","*","*","*",2475
"Learn","=""2450014""",07,49,49,100.0,49,18,36.7,17,34.7,"*","*","*","*",14,28.6,2509
"Learn","=""2450014""",08,50,50,100.0,50,32,64.0,13,26.0,"*","*","*","*","*","*",2480
"Lebanon School District","=""0710011""",03,80,80,100.0,80,19,23.8,15,18.8,35,43.8,11,13.8,46,57.5,2433
"Lebanon School District","=""0710011""",04,72,72,100.0,72,7,9.7,15,20.8,28,38.9,22,30.6,50,69.4,2512
"Lebanon School District","=""0710011""",05,64,63,98.4,63,"*","*","*","*",22,34.9,18,28.6,40,63.5,2540
"Lebanon School District","=""0710011""",06,80,73,91.3,73,"*","*",20,27.4,30,41.1,"*","*","*","*",2563
"Lebanon School District","=""0710011""",07,81,73,90.1,73,15,20.5,28,38.4,19,26.0,11,15.1,30,41.1,2548
"Lebanon School District","=""0710011""",08,81,78,96.3,78,15,19.2,25,32.1,17,21.8,21,26.9,38,48.7,2584
"Ledyard School District","=""0720011""",03,171,171,100.0,170,31,18.2,52,30.6,54,31.8,33,19.4,87,51.2,2441
"Ledyard School District","=""0720011""",04,183,182,99.5,181,22,12.2,71,39.2,56,30.9,32,17.7,88,48.6,2487
"Ledyard School District","=""0720011""",05,169,167,98.8,167,38,22.8,58,34.7,43,25.7,28,16.8,71,42.5,2512
"Ledyard School District","=""0720011""",06,165,165,100.0,165,28,17.0,60,36.4,42,25.5,35,21.2,77,46.7,2543
"Ledyard School District","=""0720011""",07,163,161,98.8,161,29,18.0,58,36.0,48,29.8,26,16.1,74,46.0,2552
"Ledyard School District","=""0720011""",08,159,158,99.4,158,36,22.8,46,29.1,35,22.2,41,25.9,76,48.1,2579
"Lisbon School District","=""0730011""",03,37,37,100.0,37,"*","*","*","*",20,54.1,6,16.2,26,70.3,2452
"Lisbon School District","=""0730011""",04,36,36,100.0,36,"*","*",16,44.4,11,30.6,"*","*","*","*",2458
"Lisbon School District","=""0730011""",05,45,45,100.0,45,21,46.7,14,31.1,"*","*","*","*",10,22.2,2465
"Lisbon School District","=""0730011""",06,42,40,95.2,40,10,25.0,22,55.0,"*","*","*","*",8,20.0,2505
"Lisbon School District","=""0730011""",07,51,51,100.0,51,"*","*",21,41.2,18,35.3,"*","*","*","*",2558
"Lisbon School District","=""0730011""",08,41,40,97.6,40,9,22.5,15,37.5,10,25.0,6,15.0,16,40.0,2566
"Litchfield School District","=""0740011""",03,52,51,98.1,51,"*","*","*","*",17,33.3,25,49.0,42,82.4,2489
"Litchfield School District","=""0740011""",04,73,73,100.0,73,0,0.0,"*","*","*","*",32,43.8,"*","*",2540
"Litchfield School District","=""0740011""",05,69,68,98.6,68,"*","*","*","*",16,23.5,33,48.5,49,72.1,2568
"Litchfield School District","=""0740011""",06,75,75,100.0,75,8,10.7,19,25.3,17,22.7,31,41.3,48,64.0,2580
"Litchfield School District","=""0740011""",07,80,80,100.0,80,9,11.3,25,31.3,22,27.5,24,30.0,46,57.5,2585
"Litchfield School District","=""0740011""",08,88,85,96.6,85,14,16.5,26,30.6,17,20.0,28,32.9,45,52.9,2595
"Madison School District","=""0760011""",03,174,169,97.1,169,"*","*","*","*",72,42.6,73,43.2,145,85.8,2497
"Madison School District","=""0760011""",04,196,180,91.8,180,"*","*","*","*",74,41.1,61,33.9,135,75.0,2525
"Madison School District","=""0760011""",05,204,179,87.7,179,11,6.1,54,30.2,69,38.5,45,25.1,114,63.7,2543
"Madison School District","=""0760011""",06,211,198,93.8,198,41,20.7,68,34.3,56,28.3,33,16.7,89,44.9,2543
"Madison School District","=""0760011""",07,269,228,84.8,228,39,17.1,58,25.4,70,30.7,61,26.8,131,57.5,2573
"Madison School District","=""0760011""",08,279,250,89.6,250,34,13.6,67,26.8,56,22.4,93,37.2,149,59.6,2610
