"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Gender"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Essex School District","=""0500011""","ELA","M",123,119,96.7,119,"*","*","*","*",38,31.9,49,41.2,87,73.1
"Essex School District","=""0500011""","Math","F",107,104,97.2,104,8,7.7,28,26.9,40,38.5,28,26.9,68,65.4
"Essex School District","=""0500011""","Math","M",123,119,96.7,119,12,10.1,23,19.3,42,35.3,42,35.3,84,70.6
"Fairfield School District","=""0510011""","ELA","F",2324,2294,98.7,2294,137,6.0,361,15.7,826,36.0,970,42.3,1796,78.3
"Fairfield School District","=""0510011""","ELA","M",2410,2391,99.2,2389,286,12.0,432,18.1,837,35.0,834,34.9,1671,69.9
"Fairfield School District","=""0510011""","Math","F",2323,2290,98.6,2290,226,9.9,598,26.1,773,33.8,693,30.3,1466,64.0
"Fairfield School District","=""0510011""","Math","M",2408,2381,98.9,2381,263,11.0,546,22.9,739,31.0,833,35.0,1572,66.0
"Farmington School District","=""0520011""","ELA","F",954,951,99.7,951,58,6.1,115,12.1,293,30.8,485,51.0,778,81.8
"Farmington School District","=""0520011""","ELA","M",949,944,99.5,944,71,7.5,161,17.1,344,36.4,368,39.0,712,75.4
"Farmington School District","=""0520011""","Math","F",954,951,99.7,951,84,8.8,204,21.5,247,26.0,416,43.7,663,69.7
"Farmington School District","=""0520011""","Math","M",949,943,99.4,943,68,7.2,164,17.4,288,30.5,423,44.9,711,75.4
"Franklin School District","=""0530011""","ELA","F",52,52,100.0,52,7,13.5,12,23.1,20,38.5,13,25.0,33,63.5
"Franklin School District","=""0530011""","ELA","M",58,56,96.6,56,14,25.0,10,17.9,20,35.7,12,21.4,32,57.1
"Franklin School District","=""0530011""","Math","F",52,52,100.0,52,12,23.1,20,38.5,14,26.9,6,11.5,20,38.5
"Franklin School District","=""0530011""","Math","M",58,56,96.6,56,14,25.0,13,23.2,15,26.8,14,25.0,29,51.8
"Glastonbury School District","=""0540011""","ELA","F",1456,1451,99.7,1451,82,5.7,177,12.2,485,33.4,707,48.7,1192,82.2
"Glastonbury School District","=""0540011""","ELA","M",1371,1366,99.6,1366,115,8.4,211,15.4,499,36.5,541,39.6,1040,76.1
"Glastonbury School District","=""0540011""","Math","F",1457,1452,99.7,1452,113,7.8,261,18.0,446,30.7,632,43.5,1078,74.2
"Glastonbury School District","=""0540011""","Math","M",1371,1365,99.6,1365,117,8.6,224,16.4,374,27.4,650,47.6,1024,75.0
"Granby School District","=""0560011""","ELA","F",420,415,98.8,415,17,4.1,48,11.6,143,34.5,207,49.9,350,84.3
"Granby School District","=""0560011""","ELA","M",420,416,99.0,416,43,10.3,78,18.8,153,36.8,142,34.1,295,70.9
"Granby School District","=""0560011""","Math","F",420,415,98.8,415,27,6.5,99,23.9,138,33.3,151,36.4,289,69.6
"Granby School District","=""0560011""","Math","M",420,416,99.0,416,54,13.0,118,28.4,108,26.0,136,32.7,244,58.7
"Great Oaks Charter School District","=""2940013""","ELA","F",104,104,100.0,104,46,44.2,35,33.7,"*","*","*","*",23,22.1
"Great Oaks Charter School District","=""2940013""","ELA","M",106,106,100.0,106,61,57.5,28,26.4,17,16.0,0,0.0,17,16.0
"Great Oaks Charter School District","=""2940013""","Math","F",104,103,99.0,103,67,65.0,32,31.1,"*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Math","M",106,104,98.1,104,66,63.5,23,22.1,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","ELA","F",1932,1927,99.7,1927,127,6.6,254,13.2,611,31.7,935,48.5,1546,80.2
"Greenwich School District","=""0570011""","ELA","M",2038,2029,99.6,2029,234,11.5,337,16.6,641,31.6,817,40.3,1458,71.9
"Greenwich School District","=""0570011""","Math","F",1932,1927,99.7,1927,235,12.2,445,23.1,520,27.0,727,37.7,1247,64.7
"Greenwich School District","=""0570011""","Math","M",2038,2027,99.5,2027,270,13.3,383,18.9,474,23.4,900,44.4,1374,67.8
"Griswold School District","=""0580011""","ELA","F",419,415,99.0,415,58,14.0,94,22.7,158,38.1,105,25.3,263,63.4
"Griswold School District","=""0580011""","ELA","M",404,399,98.8,399,84,21.1,100,25.1,134,33.6,81,20.3,215,53.9
"Griswold School District","=""0580011""","Math","F",419,415,99.0,415,89,21.4,125,30.1,117,28.2,84,20.2,201,48.4
"Griswold School District","=""0580011""","Math","M",404,400,99.0,400,89,22.3,120,30.0,94,23.5,97,24.3,191,47.8
"Groton School District","=""0590011""","ELA","F",985,978,99.3,978,175,17.9,235,24.0,325,33.2,243,24.8,568,58.1
"Groton School District","=""0590011""","ELA","M",967,960,99.3,960,256,26.7,221,23.0,290,30.2,193,20.1,483,50.3
"Groton School District","=""0590011""","Math","F",987,981,99.4,980,241,24.6,315,32.1,254,25.9,170,17.3,424,43.3
"Groton School District","=""0590011""","Math","M",966,958,99.2,958,238,24.8,274,28.6,263,27.5,183,19.1,446,46.6
"Guilford School District","=""0600011""","ELA","F",796,794,99.7,794,38,4.8,86,10.8,269,33.9,401,50.5,670,84.4
"Guilford School District","=""0600011""","ELA","M",834,832,99.8,830,65,7.8,109,13.1,288,34.7,368,44.3,656,79.0
"Guilford School District","=""0600011""","Math","F",796,794,99.7,793,79,10.0,180,22.7,232,29.3,302,38.1,534,67.3
"Guilford School District","=""0600011""","Math","M",834,832,99.8,830,62,7.5,157,18.9,238,28.7,373,44.9,611,73.6
"Hamden School District","=""0620011""","ELA","F",1162,1144,98.5,1144,238,20.8,259,22.6,361,31.6,286,25.0,647,56.6
"Hamden School District","=""0620011""","ELA","M",1270,1259,99.1,1259,404,32.1,286,22.7,340,27.0,229,18.2,569,45.2
"Hamden School District","=""0620011""","Math","F",1162,1136,97.8,1136,339,29.8,354,31.2,277,24.4,166,14.6,443,39.0
"Hamden School District","=""0620011""","Math","M",1270,1255,98.8,1255,440,35.1,348,27.7,264,21.0,203,16.2,467,37.2
"Hampton School District","=""0630011""","ELA","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","ELA","M",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Math","M",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","ELA","F",4536,4490,99.0,4489,2046,45.6,1111,24.7,947,21.1,385,8.6,1332,29.7
"Hartford School District","=""0640011""","ELA","M",4840,4780,98.8,4778,2622,54.9,1096,22.9,767,16.1,293,6.1,1060,22.2
"Hartford School District","=""0640011""","Math","F",4532,4454,98.3,4451,2537,57.0,1236,27.8,460,10.3,218,4.9,678,15.2
"Hartford School District","=""0640011""","Math","M",4837,4728,97.7,4726,2794,59.1,1146,24.2,506,10.7,280,5.9,786,16.6
"Hartland School District","=""0650011""","ELA","F",55,55,100.0,55,6,10.9,8,14.5,21,38.2,20,36.4,41,74.5
"Hartland School District","=""0650011""","ELA","M",71,71,100.0,71,8,11.3,18,25.4,30,42.3,15,21.1,45,63.4
"Hartland School District","=""0650011""","Math","F",55,55,100.0,55,15,27.3,15,27.3,12,21.8,13,23.6,25,45.5
"Hartland School District","=""0650011""","Math","M",71,70,98.6,70,7,10.0,23,32.9,22,31.4,18,25.7,40,57.1
"Hebron School District","=""0670011""","ELA","F",203,203,100.0,203,27,13.3,36,17.7,78,38.4,62,30.5,140,69.0
"Hebron School District","=""0670011""","ELA","M",234,234,100.0,234,41,17.5,54,23.1,88,37.6,51,21.8,139,59.4
"Hebron School District","=""0670011""","Math","F",203,203,100.0,203,25,12.3,70,34.5,78,38.4,30,14.8,108,53.2
"Hebron School District","=""0670011""","Math","M",234,234,100.0,234,31,13.2,54,23.1,99,42.3,50,21.4,149,63.7
"Highville Charter School District","=""2860013""","ELA","F",121,121,100.0,121,35,28.9,43,35.5,29,24.0,14,11.6,43,35.5
"Highville Charter School District","=""2860013""","ELA","M",110,110,100.0,110,46,41.8,30,27.3,28,25.5,6,5.5,34,30.9
"Highville Charter School District","=""2860013""","Math","F",121,121,100.0,121,52,43.0,50,41.3,"*","*","*","*",19,15.7
"Highville Charter School District","=""2860013""","Math","M",110,110,100.0,110,50,45.5,33,30.0,"*","*","*","*",27,24.5
"Integrated Day Charter School District","=""2640013""","ELA","F",93,93,100.0,93,23,24.7,23,24.7,36,38.7,11,11.8,47,50.5
"Integrated Day Charter School District","=""2640013""","ELA","M",106,106,100.0,103,27,26.2,26,25.2,35,34.0,15,14.6,50,48.5
"Integrated Day Charter School District","=""2640013""","Math","F",93,91,97.8,91,37,40.7,28,30.8,18,19.8,8,8.8,26,28.6
"Integrated Day Charter School District","=""2640013""","Math","M",106,102,96.2,101,32,31.7,37,36.6,20,19.8,12,11.9,32,31.7
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","F",129,127,98.4,127,31,24.4,46,36.2,41,32.3,9,7.1,50,39.4
"Interdistrict School for Arts and Comm District","=""2650013""","ELA","M",133,132,99.2,132,58,43.9,40,30.3,27,20.5,7,5.3,34,25.8
"Interdistrict School for Arts and Comm District","=""2650013""","Math","F",129,127,98.4,127,68,53.5,42,33.1,"*","*","*","*",17,13.4
"Interdistrict School for Arts and Comm District","=""2650013""","Math","M",133,131,98.5,131,89,67.9,34,26.0,"*","*","*","*",8,6.1
"Jumoke Academy District","=""2610013""","ELA","F",219,219,100.0,219,59,26.9,64,29.2,69,31.5,27,12.3,96,43.8
"Jumoke Academy District","=""2610013""","ELA","M",200,199,99.5,199,78,39.2,56,28.1,44,22.1,21,10.6,65,32.7
"Jumoke Academy District","=""2610013""","Math","F",219,219,100.0,219,104,47.5,69,31.5,31,14.2,15,6.8,46,21.0
"Jumoke Academy District","=""2610013""","Math","M",200,200,100.0,200,89,44.5,72,36.0,32,16.0,7,3.5,39,19.5
"Kent School District","=""0680011""","ELA","F",74,69,93.2,69,"*","*","*","*",23,33.3,34,49.3,57,82.6
"Kent School District","=""0680011""","ELA","M",84,82,97.6,82,"*","*","*","*",34,41.5,29,35.4,63,76.8
"Kent School District","=""0680011""","Math","F",74,69,93.2,69,"*","*","*","*",29,42.0,18,26.1,47,68.1
"Kent School District","=""0680011""","Math","M",84,82,97.6,82,"*","*","*","*",31,37.8,27,32.9,58,70.7
"Killingly School District","=""0690011""","ELA","F",513,504,98.2,504,71,14.1,113,22.4,205,40.7,115,22.8,320,63.5
"Killingly School District","=""0690011""","ELA","M",499,478,95.8,478,89,18.6,136,28.5,170,35.6,83,17.4,253,52.9
"Killingly School District","=""0690011""","Math","F",513,503,98.1,503,141,28.0,187,37.2,130,25.8,45,8.9,175,34.8
"Killingly School District","=""0690011""","Math","M",499,478,95.8,478,139,29.1,168,35.1,123,25.7,48,10.0,171,35.8
"Learn","=""2450014""","ELA","F",216,214,99.1,214,43,20.1,54,25.2,61,28.5,56,26.2,117,54.7
"Learn","=""2450014""","ELA","M",202,199,98.5,199,56,28.1,50,25.1,57,28.6,36,18.1,93,46.7
"Learn","=""2450014""","Math","F",216,214,99.1,214,83,38.8,70,32.7,41,19.2,20,9.3,61,28.5
"Learn","=""2450014""","Math","M",202,199,98.5,199,75,37.7,64,32.2,36,18.1,24,12.1,60,30.2
"Lebanon School District","=""0710011""","ELA","F",224,211,94.2,211,13,6.2,45,21.3,70,33.2,83,39.3,153,72.5
"Lebanon School District","=""0710011""","ELA","M",234,228,97.4,228,38,16.7,51,22.4,78,34.2,61,26.8,139,61.0
"Lebanon School District","=""0710011""","Math","F",224,211,94.2,211,25,11.8,58,27.5,78,37.0,50,23.7,128,60.7
"Lebanon School District","=""0710011""","Math","M",234,228,97.4,228,42,18.4,62,27.2,73,32.0,51,22.4,124,54.4
"Ledyard School District","=""0720011""","ELA","F",467,464,99.4,463,69,14.9,91,19.7,156,33.7,147,31.7,303,65.4
"Ledyard School District","=""0720011""","ELA","M",543,540,99.4,540,124,23.0,129,23.9,194,35.9,93,17.2,287,53.1
"Ledyard School District","=""0720011""","Math","F",467,464,99.4,462,86,18.6,158,34.2,121,26.2,97,21.0,218,47.2
"Ledyard School District","=""0720011""","Math","M",543,540,99.4,540,98,18.1,187,34.6,157,29.1,98,18.1,255,47.2
"Lisbon School District","=""0730011""","ELA","F",127,124,97.6,124,9,7.3,33,26.6,38,30.6,44,35.5,82,66.1
"Lisbon School District","=""0730011""","ELA","M",125,125,100.0,125,23,18.4,30,24.0,47,37.6,25,20.0,72,57.6
"Lisbon School District","=""0730011""","Math","F",127,124,97.6,124,29,23.4,47,37.9,38,30.6,10,8.1,48,38.7
"Lisbon School District","=""0730011""","Math","M",125,125,100.0,125,30,24.0,47,37.6,34,27.2,14,11.2,48,38.4
"Litchfield School District","=""0740011""","ELA","F",218,214,98.2,214,14,6.5,32,15.0,74,34.6,94,43.9,168,78.5
"Litchfield School District","=""0740011""","ELA","M",219,218,99.5,218,21,9.6,30,13.8,75,34.4,92,42.2,167,76.6
"Litchfield School District","=""0740011""","Math","F",218,214,98.2,214,19,8.9,54,25.2,61,28.5,80,37.4,141,65.9
"Litchfield School District","=""0740011""","Math","M",219,218,99.5,218,21,9.6,44,20.2,60,27.5,93,42.7,153,70.2
"Madison School District","=""0760011""","ELA","F",619,547,88.4,547,40,7.3,82,15.0,202,36.9,223,40.8,425,77.7
"Madison School District","=""0760011""","ELA","M",714,664,93.0,664,88,13.3,140,21.1,245,36.9,191,28.8,436,65.7
"Madison School District","=""0760011""","Math","F",619,546,88.2,546,55,10.1,146,26.7,181,33.2,164,30.0,345,63.2
"Madison School District","=""0760011""","Math","M",714,658,92.2,658,81,12.3,159,24.2,216,32.8,202,30.7,418,63.5
"Manchester School District","=""0770011""","ELA","F",1299,1284,98.8,1283,394,30.7,301,23.5,356,27.7,232,18.1,588,45.8
"Manchester School District","=""0770011""","ELA","M",1379,1360,98.6,1360,582,42.8,300,22.1,318,23.4,160,11.8,478,35.1
"Manchester School District","=""0770011""","Math","F",1299,1283,98.8,1282,497,38.8,415,32.4,242,18.9,128,10.0,370,28.9
"Manchester School District","=""0770011""","Math","M",1379,1358,98.5,1358,592,43.6,353,26.0,265,19.5,148,10.9,413,30.4
"Mansfield School District","=""0780011""","ELA","F",386,360,93.3,360,34,9.4,34,9.4,103,28.6,189,52.5,292,81.1
"Mansfield School District","=""0780011""","ELA","M",429,400,93.2,400,38,9.5,63,15.8,138,34.5,161,40.3,299,74.8
"Mansfield School District","=""0780011""","Math","F",386,359,93.0,359,36,10.0,81,22.6,105,29.2,137,38.2,242,67.4
"Mansfield School District","=""0780011""","Math","M",430,402,93.5,402,32,8.0,75,18.7,114,28.4,181,45.0,295,73.4
"Marlborough School District","=""0790011""","ELA","F",155,155,100.0,155,6,3.9,23,14.8,45,29.0,81,52.3,126,81.3
"Marlborough School District","=""0790011""","ELA","M",186,185,99.5,185,25,13.5,36,19.5,56,30.3,68,36.8,124,67.0
"Marlborough School District","=""0790011""","Math","F",155,154,99.4,154,7,4.5,33,21.4,53,34.4,61,39.6,114,74.0
"Marlborough School District","=""0790011""","Math","M",186,185,99.5,185,14,7.6,33,17.8,54,29.2,84,45.4,138,74.6
"Meriden School District","=""0800011""","ELA","F",1686,1679,99.6,1679,500,29.8,410,24.4,495,29.5,274,16.3,769,45.8
"Meriden School District","=""0800011""","ELA","M",1728,1714,99.2,1714,694,40.5,427,24.9,422,24.6,171,10.0,593,34.6
"Meriden School District","=""0800011""","Math","F",1685,1663,98.7,1663,693,41.7,533,32.1,287,17.3,150,9.0,437,26.3
"Meriden School District","=""0800011""","Math","M",1725,1691,98.0,1690,772,45.7,496,29.3,281,16.6,141,8.3,422,25.0
"Middletown School District","=""0830011""","ELA","F",1040,1040,100.0,1039,217,20.9,220,21.2,352,33.9,250,24.1,602,57.9
"Middletown School District","=""0830011""","ELA","M",1052,1050,99.8,1049,325,31.0,242,23.1,300,28.6,182,17.3,482,45.9
"Middletown School District","=""0830011""","Math","F",1039,1037,99.8,1036,323,31.2,295,28.5,243,23.5,175,16.9,418,40.3
"Middletown School District","=""0830011""","Math","M",1052,1047,99.5,1047,362,34.6,299,28.6,224,21.4,162,15.5,386,36.9
"Milford School District","=""0840011""","ELA","F",1307,1287,98.5,1287,125,9.7,266,20.7,488,37.9,408,31.7,896,69.6
"Milford School District","=""0840011""","ELA","M",1445,1410,97.6,1410,236,16.7,341,24.2,509,36.1,324,23.0,833,59.1
"Milford School District","=""0840011""","Math","F",1305,1282,98.2,1282,224,17.5,409,31.9,367,28.6,282,22.0,649,50.6
"Milford School District","=""0840011""","Math","M",1446,1407,97.3,1407,271,19.3,398,28.3,414,29.4,324,23.0,738,52.5
"Monroe School District","=""0850011""","ELA","F",720,713,99.0,713,30,4.2,80,11.2,265,37.2,338,47.4,603,84.6
"Monroe School District","=""0850011""","ELA","M",728,723,99.3,723,71,9.8,128,17.7,251,34.7,273,37.8,524,72.5
"Monroe School District","=""0850011""","Math","F",720,712,98.9,712,67,9.4,160,22.5,244,34.3,241,33.8,485,68.1
"Monroe School District","=""0850011""","Math","M",729,724,99.3,724,90,12.4,160,22.1,225,31.1,249,34.4,474,65.5
"Montville School District","=""0860011""","ELA","F",521,520,99.8,520,64,12.3,112,21.5,192,36.9,152,29.2,344,66.2
"Montville School District","=""0860011""","ELA","M",527,524,99.4,524,97,18.5,140,26.7,170,32.4,117,22.3,287,54.8
"Montville School District","=""0860011""","Math","F",520,519,99.8,519,111,21.4,165,31.8,150,28.9,93,17.9,243,46.8
"Montville School District","=""0860011""","Math","M",527,524,99.4,524,107,20.4,175,33.4,146,27.9,96,18.3,242,46.2
"Naugatuck School District","=""0880011""","ELA","F",903,901,99.8,901,181,20.1,233,25.9,290,32.2,197,21.9,487,54.1
"Naugatuck School District","=""0880011""","ELA","M",1055,1050,99.5,1050,321,30.6,276,26.3,302,28.8,151,14.4,453,43.1
"Naugatuck School District","=""0880011""","Math","F",903,901,99.8,901,300,33.3,318,35.3,188,20.9,95,10.5,283,31.4
"Naugatuck School District","=""0880011""","Math","M",1055,1050,99.5,1050,379,36.1,327,31.1,228,21.7,116,11.0,344,32.8
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","F",120,120,100.0,120,40,33.3,35,29.2,33,27.5,12,10.0,45,37.5
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","M",117,117,100.0,117,46,39.3,41,35.0,23,19.7,7,6.0,30,25.6
"New Beginnings Inc., Family Academy District","=""2800013""","Math","F",120,120,100.0,120,50,41.7,46,38.3,"*","*","*","*",24,20.0
"New Beginnings Inc., Family Academy District","=""2800013""","Math","M",117,117,100.0,117,59,50.4,35,29.9,"*","*","*","*",23,19.7
"New Britain School District","=""0890011""","ELA","F",2042,2034,99.6,2034,1009,49.6,495,24.3,378,18.6,152,7.5,530,26.1
"New Britain School District","=""0890011""","ELA","M",2311,2298,99.4,2297,1384,60.3,483,21.0,296,12.9,134,5.8,430,18.7
"New Britain School District","=""0890011""","Math","F",2031,2018,99.4,2018,1278,63.3,498,24.7,185,9.2,57,2.8,242,12.0
"New Britain School District","=""0890011""","Math","M",2303,2286,99.3,2284,1427,62.5,556,24.3,224,9.8,77,3.4,301,13.2
"New Canaan School District","=""0900011""","ELA","F",981,973,99.2,973,26,2.7,96,9.9,302,31.0,549,56.4,851,87.5
"New Canaan School District","=""0900011""","ELA","M",1050,1043,99.3,1043,67,6.4,147,14.1,357,34.2,472,45.3,829,79.5
"New Canaan School District","=""0900011""","Math","F",981,973,99.2,973,38,3.9,180,18.5,286,29.4,469,48.2,755,77.6
"New Canaan School District","=""0900011""","Math","M",1052,1044,99.2,1044,49,4.7,155,14.8,274,26.2,566,54.2,840,80.5
"New Fairfield School District","=""0910011""","ELA","F",515,465,90.3,465,32,6.9,76,16.3,165,35.5,192,41.3,357,76.8
"New Fairfield School District","=""0910011""","ELA","M",556,520,93.5,520,63,12.1,104,20.0,182,35.0,171,32.9,353,67.9
"New Fairfield School District","=""0910011""","Math","F",515,459,89.1,459,55,12.0,136,29.6,143,31.2,125,27.2,268,58.4
"New Fairfield School District","=""0910011""","Math","M",556,513,92.3,512,62,12.1,121,23.6,163,31.8,166,32.4,329,64.3
"New Hartford School District","=""0920011""","ELA","F",153,148,96.7,148,9,6.1,21,14.2,50,33.8,68,45.9,118,79.7
"New Hartford School District","=""0920011""","ELA","M",142,135,95.1,135,16,11.9,40,29.6,34,25.2,45,33.3,79,58.5
"New Hartford School District","=""0920011""","Math","F",153,148,96.7,148,20,13.5,45,30.4,58,39.2,25,16.9,83,56.1
"New Hartford School District","=""0920011""","Math","M",142,135,95.1,135,26,19.3,43,31.9,40,29.6,26,19.3,66,48.9
"New Haven School District","=""0930011""","ELA","F",4492,4454,99.2,4447,1551,34.9,1247,28.0,1130,25.4,519,11.7,1649,37.1
"New Haven School District","=""0930011""","ELA","M",4571,4517,98.8,4513,2128,47.2,1158,25.7,893,19.8,334,7.4,1227,27.2
"New Haven School District","=""0930011""","Math","F",4495,4444,98.9,4435,2147,48.4,1448,32.6,575,13.0,265,6.0,840,18.9
"New Haven School District","=""0930011""","Math","M",4574,4513,98.7,4508,2383,52.9,1312,29.1,557,12.4,256,5.7,813,18.0
"New London School District","=""0950011""","ELA","F",704,697,99.0,697,260,37.3,185,26.5,162,23.2,90,12.9,252,36.2
"New London School District","=""0950011""","ELA","M",749,744,99.3,742,403,54.3,180,24.3,122,16.4,37,5.0,159,21.4
"New London School District","=""0950011""","Math","F",704,695,98.7,694,334,48.1,224,32.3,96,13.8,40,5.8,136,19.6
"New London School District","=""0950011""","Math","M",750,743,99.1,740,422,57.0,199,26.9,89,12.0,30,4.1,119,16.1
"New Milford School District","=""0960011""","ELA","F",909,856,94.2,856,140,16.4,199,23.2,312,36.4,205,23.9,517,60.4
"New Milford School District","=""0960011""","ELA","M",1068,1012,94.8,1012,271,26.8,259,25.6,306,30.2,176,17.4,482,47.6
"New Milford School District","=""0960011""","Math","F",909,842,92.6,842,184,21.9,267,31.7,239,28.4,152,18.1,391,46.4
"New Milford School District","=""0960011""","Math","M",1068,993,93.0,993,239,24.1,288,29.0,275,27.7,191,19.2,466,46.9
"Newington School District","=""0940011""","ELA","F",933,930,99.7,930,130,14.0,209,22.5,325,34.9,266,28.6,591,63.5
"Newington School District","=""0940011""","ELA","M",968,965,99.7,965,222,23.0,241,25.0,316,32.7,186,19.3,502,52.0
"Newington School District","=""0940011""","Math","F",932,927,99.5,927,175,18.9,284,30.6,277,29.9,191,20.6,468,50.5
"Newington School District","=""0940011""","Math","M",968,965,99.7,965,195,20.2,278,28.8,278,28.8,214,22.2,492,51.0
"Newtown School District","=""0970011""","ELA","F",1017,1009,99.2,1009,65,6.4,144,14.3,395,39.1,405,40.1,800,79.3
"Newtown School District","=""0970011""","ELA","M",1065,1056,99.2,1056,97,9.2,207,19.6,400,37.9,352,33.3,752,71.2
"Newtown School District","=""0970011""","Math","F",1017,1007,99.0,1007,87,8.6,235,23.3,303,30.1,382,37.9,685,68.0
"Newtown School District","=""0970011""","Math","M",1065,1055,99.1,1055,78,7.4,203,19.2,328,31.1,446,42.3,774,73.4
"Norfolk School District","=""0980011""","ELA","F",29,29,100.0,29,6,20.7,"*","*","*","*",10,34.5,"*","*"
"Norfolk School District","=""0980011""","ELA","M",28,28,100.0,28,6,21.4,"*","*","*","*",9,32.1,"*","*"
"Norfolk School District","=""0980011""","Math","F",29,29,100.0,29,"*","*","*","*",8,27.6,"*","*","*","*"
"Norfolk School District","=""0980011""","Math","M",28,28,100.0,28,"*","*","*","*",11,39.3,"*","*","*","*"
"North Branford School District","=""0990011""","ELA","F",439,422,96.1,422,42,10.0,84,19.9,163,38.6,133,31.5,296,70.1
"North Branford School District","=""0990011""","ELA","M",438,420,95.9,420,91,21.7,118,28.1,121,28.8,90,21.4,211,50.2
"North Branford School District","=""0990011""","Math","F",439,422,96.1,422,69,16.4,147,34.8,127,30.1,79,18.7,206,48.8
"North Branford School District","=""0990011""","Math","M",438,420,95.9,420,97,23.1,134,31.9,109,26.0,80,19.0,189,45.0
"North Canaan School District","=""1000011""","ELA","F",74,74,100.0,74,11,14.9,12,16.2,29,39.2,22,29.7,51,68.9
"North Canaan School District","=""1000011""","ELA","M",83,81,97.6,81,18,22.2,23,28.4,22,27.2,18,22.2,40,49.4
"North Canaan School District","=""1000011""","Math","F",74,74,100.0,74,13,17.6,24,32.4,25,33.8,12,16.2,37,50.0
"North Canaan School District","=""1000011""","Math","M",83,81,97.6,81,18,22.2,24,29.6,28,34.6,11,13.6,39,48.1
"North Haven School District","=""1010011""","ELA","F",723,704,97.4,704,48,6.8,115,16.3,249,35.4,292,41.5,541,76.8
"North Haven School District","=""1010011""","ELA","M",758,740,97.6,740,105,14.2,149,20.1,252,34.1,234,31.6,486,65.7
"North Haven School District","=""1010011""","Math","F",723,702,97.1,702,86,12.3,179,25.5,241,34.3,196,27.9,437,62.3
"North Haven School District","=""1010011""","Math","M",758,738,97.4,738,95,12.9,215,29.1,180,24.4,248,33.6,428,58.0
"North Stonington School District","=""1020011""","ELA","F",161,159,98.8,159,11,6.9,21,13.2,58,36.5,69,43.4,127,79.9
"North Stonington School District","=""1020011""","ELA","M",179,179,100.0,179,17,9.5,29,16.2,72,40.2,61,34.1,133,74.3
"North Stonington School District","=""1020011""","Math","F",161,158,98.1,158,17,10.8,34,21.5,45,28.5,62,39.2,107,67.7
"North Stonington School District","=""1020011""","Math","M",179,179,100.0,179,12,6.7,41,22.9,49,27.4,77,43.0,126,70.4
"Norwalk School District","=""1030011""","ELA","F",2479,2459,99.2,2455,576,23.5,621,25.3,746,30.4,512,20.9,1258,51.2
"Norwalk School District","=""1030011""","ELA","M",2603,2586,99.3,2579,804,31.2,665,25.8,659,25.6,451,17.5,1110,43.0
"Norwalk School District","=""1030011""","Math","F",2477,2456,99.2,2454,862,35.1,802,32.7,488,19.9,302,12.3,790,32.2
"Norwalk School District","=""1030011""","Math","M",2602,2576,99.0,2573,920,35.8,740,28.8,538,20.9,375,14.6,913,35.5
"Norwich School District","=""1040011""","ELA","F",1074,1064,99.1,1063,369,34.7,293,27.6,282,26.5,119,11.2,401,37.7
"Norwich School District","=""1040011""","ELA","M",1132,1103,97.4,1102,526,47.7,257,23.3,220,20.0,99,9.0,319,28.9
"Norwich School District","=""1040011""","Math","F",1074,1064,99.1,1062,473,44.5,374,35.2,152,14.3,63,5.9,215,20.2
"Norwich School District","=""1040011""","Math","M",1128,1099,97.4,1099,527,48.0,332,30.2,163,14.8,77,7.0,240,21.8
"Odyssey Community School District","=""2630013""","ELA","F",99,99,100.0,99,13,13.1,26,26.3,39,39.4,21,21.2,60,60.6
"Odyssey Community School District","=""2630013""","ELA","M",117,116,99.1,116,29,25.0,27,23.3,39,33.6,21,18.1,60,51.7
"Odyssey Community School District","=""2630013""","Math","F",99,99,100.0,99,34,34.3,27,27.3,28,28.3,10,10.1,38,38.4
"Odyssey Community School District","=""2630013""","Math","M",117,116,99.1,116,35,30.2,39,33.6,28,24.1,14,12.1,42,36.2
"Old Saybrook School District","=""1060011""","ELA","F",300,296,98.7,296,21,7.1,57,19.3,131,44.3,87,29.4,218,73.6
"Old Saybrook School District","=""1060011""","ELA","M",317,314,99.1,314,41,13.1,65,20.7,110,35.0,98,31.2,208,66.2
"Old Saybrook School District","=""1060011""","Math","F",300,295,98.3,295,39,13.2,106,35.9,91,30.8,59,20.0,150,50.8
"Old Saybrook School District","=""1060011""","Math","M",317,313,98.7,313,44,14.1,88,28.1,86,27.5,95,30.4,181,57.8
"Orange School District","=""1070011""","ELA","F",357,353,98.9,353,21,5.9,52,14.7,113,32.0,167,47.3,280,79.3
