"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Danbury School District","=""0340011""",08,776,683,88.0,677,319,47.1,200,29.5,102,15.1,56,8.3,158,23.3,2507
"Danbury School District","=""0340011""",11,657,115,17.5,115,70,60.9,24,20.9,11,9.6,10,8.7,21,18.3,2516
"Darien School District","=""0350011""",03,392,390,99.5,390,10,2.6,56,14.4,167,42.8,157,40.3,324,83.1,2490
"Darien School District","=""0350011""",04,366,362,98.9,362,14,3.9,77,21.3,129,35.6,142,39.2,271,74.9,2525
"Darien School District","=""0350011""",05,408,408,100.0,408,45,11.0,99,24.3,105,25.7,159,39.0,264,64.7,2550
"Darien School District","=""0350011""",06,382,376,98.4,376,19,5.1,62,16.5,104,27.7,191,50.8,295,78.5,2611
"Darien School District","=""0350011""",07,376,368,97.9,368,20,5.4,41,11.1,127,34.5,180,48.9,307,83.4,2633
"Darien School District","=""0350011""",08,370,363,98.1,363,21,5.8,39,10.7,76,20.9,227,62.5,303,83.5,2668
"Darien School District","=""0350011""",11,329,261,79.3,246,57,23.2,44,17.9,78,31.7,67,27.2,145,58.9,2634
"Deep River School District","=""0360011""",03,50,50,100.0,50,"*","*",10,20.0,22,44.0,"*","*","*","*",2440
"Deep River School District","=""0360011""",04,46,46,100.0,46,"*","*","*","*",20,43.5,16,34.8,36,78.3,2522
"Deep River School District","=""0360011""",05,58,58,100.0,58,"*","*",23,39.7,16,27.6,"*","*","*","*",2509
"Deep River School District","=""0360011""",06,45,45,100.0,45,12,26.7,"*","*",17,37.8,"*","*","*","*",2521
"Derby School District","=""0370011""",03,133,132,99.2,132,44,33.3,35,26.5,42,31.8,11,8.3,53,40.2,2412
"Derby School District","=""0370011""",04,112,111,99.1,111,26,23.4,53,47.7,23,20.7,9,8.1,32,28.8,2451
"Derby School District","=""0370011""",05,117,116,99.1,115,48,41.7,45,39.1,"*","*","*","*",22,19.1,2466
"Derby School District","=""0370011""",06,113,112,99.1,112,58,51.8,33,29.5,"*","*","*","*",21,18.8,2468
"Derby School District","=""0370011""",07,100,100,100.0,100,48,48.0,29,29.0,"*","*","*","*",23,23.0,2482
"Derby School District","=""0370011""",08,121,114,94.2,114,52,45.6,43,37.7,13,11.4,6,5.3,19,16.7,2506
"Derby School District","=""0370011""",11,82,79,96.3,79,58,73.4,13,16.5,"*","*","*","*",8,10.1,2483
"East Granby School District","=""0400011""",03,50,50,100.0,50,"*","*","*","*",15,30.0,14,28.0,29,58.0,2454
"East Granby School District","=""0400011""",04,74,74,100.0,74,"*","*","*","*",23,31.1,33,44.6,56,75.7,2529
"East Granby School District","=""0400011""",05,62,62,100.0,62,8,12.9,13,21.0,16,25.8,25,40.3,41,66.1,2544
"East Granby School District","=""0400011""",06,73,73,100.0,73,12,16.4,25,34.2,22,30.1,14,19.2,36,49.3,2543
"East Granby School District","=""0400011""",07,62,61,98.4,61,14,23.0,18,29.5,18,29.5,11,18.0,29,47.5,2552
"East Granby School District","=""0400011""",08,77,75,97.4,75,9,12.0,20,26.7,23,30.7,23,30.7,46,61.3,2605
"East Granby School District","=""0400011""",11,71,71,100.0,71,18,25.4,17,23.9,18,25.4,18,25.4,36,50.7,2610
"East Haddam School District","=""0410011""",03,72,71,98.6,71,"*","*","*","*",32,45.1,22,31.0,54,76.1,2469
"East Haddam School District","=""0410011""",04,73,73,100.0,73,"*","*",25,34.2,29,39.7,"*","*","*","*",2501
"East Haddam School District","=""0410011""",05,83,81,97.6,81,16,19.8,25,30.9,17,21.0,23,28.4,40,49.4,2520
"East Haddam School District","=""0410011""",06,102,98,96.1,98,18,18.4,38,38.8,23,23.5,19,19.4,42,42.9,2534
"East Haddam School District","=""0410011""",07,104,100,96.2,100,28,28.0,31,31.0,28,28.0,13,13.0,41,41.0,2534
"East Haddam School District","=""0410011""",08,92,91,98.9,91,27,29.7,21,23.1,25,27.5,18,19.8,43,47.3,2561
"East Haddam School District","=""0410011""",11,75,68,90.7,68,24,35.3,25,36.8,10,14.7,9,13.2,19,27.9,2584
"East Hampton School District","=""0420011""",03,161,154,95.7,154,22,14.3,56,36.4,58,37.7,18,11.7,76,49.4,2438
"East Hampton School District","=""0420011""",04,132,126,95.5,126,16,12.7,43,34.1,47,37.3,20,15.9,67,53.2,2483
"East Hampton School District","=""0420011""",05,150,146,97.3,146,26,17.8,52,35.6,34,23.3,34,23.3,68,46.6,2518
"East Hampton School District","=""0420011""",06,134,126,94.0,126,24,19.0,54,42.9,35,27.8,13,10.3,48,38.1,2519
"East Hampton School District","=""0420011""",07,139,136,97.8,136,31,22.8,42,30.9,43,31.6,20,14.7,63,46.3,2547
"East Hampton School District","=""0420011""",08,157,157,100.0,157,52,33.1,51,32.5,35,22.3,19,12.1,54,34.4,2543
"East Hampton School District","=""0420011""",11,147,142,96.6,142,48,33.8,41,28.9,39,27.5,14,9.9,53,37.3,2585
"East Hartford School District","=""0430011""",03,513,512,99.8,512,230,44.9,146,28.5,112,21.9,24,4.7,136,26.6,2389
"East Hartford School District","=""0430011""",04,519,516,99.4,516,171,33.1,218,42.2,95,18.4,32,6.2,127,24.6,2438
"East Hartford School District","=""0430011""",05,486,484,99.6,484,294,60.7,136,28.1,39,8.1,15,3.1,54,11.2,2435
"East Hartford School District","=""0430011""",06,457,452,98.9,450,253,56.2,142,31.6,43,9.6,12,2.7,55,12.2,2449
"East Hartford School District","=""0430011""",07,472,468,99.2,468,276,59.0,137,29.3,49,10.5,6,1.3,55,11.8,2456
"East Hartford School District","=""0430011""",08,514,498,96.9,496,347,70.0,98,19.8,32,6.5,19,3.8,51,10.3,2466
"East Hartford School District","=""0430011""",11,490,461,94.1,461,275,59.7,98,21.3,66,14.3,22,4.8,88,19.1,2525
"East Haven School District","=""0440011""",03,225,225,100.0,225,72,32.0,71,31.6,56,24.9,26,11.6,82,36.4,2414
"East Haven School District","=""0440011""",04,205,204,99.5,204,65,31.9,67,32.8,65,31.9,7,3.4,72,35.3,2449
"East Haven School District","=""0440011""",05,217,217,100.0,217,84,38.7,83,38.2,35,16.1,15,6.9,50,23.0,2473
"East Haven School District","=""0440011""",06,247,243,98.4,242,91,37.6,97,40.1,37,15.3,17,7.0,54,22.3,2487
"East Haven School District","=""0440011""",07,243,238,97.9,238,125,52.5,78,32.8,27,11.3,8,3.4,35,14.7,2476
"East Haven School District","=""0440011""",08,222,218,98.2,218,116,53.2,67,30.7,"*","*","*","*",35,16.1,2486
"East Haven School District","=""0440011""",11,212,205,96.7,205,133,64.9,39,19.0,"*","*","*","*",33,16.1,2522
"East Lyme School District","=""0450011""",03,180,180,100.0,180,16,8.9,38,21.1,61,33.9,65,36.1,126,70.0,2472
"East Lyme School District","=""0450011""",04,189,187,98.9,187,9,4.8,39,20.9,76,40.6,63,33.7,139,74.3,2521
"East Lyme School District","=""0450011""",05,204,201,98.5,201,39,19.4,65,32.3,49,24.4,48,23.9,97,48.3,2522
"East Lyme School District","=""0450011""",06,214,212,99.1,212,27,12.7,49,23.1,64,30.2,72,34.0,136,64.2,2575
"East Lyme School District","=""0450011""",07,224,216,96.4,216,34,15.7,60,27.8,62,28.7,60,27.8,122,56.5,2578
"East Lyme School District","=""0450011""",08,208,204,98.1,204,39,19.1,49,24.0,53,26.0,63,30.9,116,56.9,2600
"East Lyme School District","=""0450011""",11,248,234,94.4,234,43,18.4,53,22.6,62,26.5,76,32.5,138,59.0,2655
"East Windsor School District","=""0470011""",03,79,78,98.7,78,23,29.5,21,26.9,23,29.5,11,14.1,34,43.6,2420
"East Windsor School District","=""0470011""",04,82,82,100.0,82,16,19.5,25,30.5,20,24.4,21,25.6,41,50.0,2484
"East Windsor School District","=""0470011""",05,87,87,100.0,86,35,40.7,33,38.4,11,12.8,7,8.1,18,20.9,2470
"East Windsor School District","=""0470011""",06,69,69,100.0,69,33,47.8,25,36.2,"*","*","*","*",11,15.9,2480
"East Windsor School District","=""0470011""",07,79,79,100.0,79,26,32.9,34,43.0,13,16.5,6,7.6,19,24.1,2511
"East Windsor School District","=""0470011""",08,75,75,100.0,74,32,43.2,23,31.1,13,17.6,6,8.1,19,25.7,2513
"East Windsor School District","=""0470011""",11,68,67,98.5,67,25,37.3,22,32.8,"*","*","*","*",20,29.9,2565
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",03,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,11,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",06,9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,15,14,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",11,69,54,78.3,54,45,83.3,6,11.1,"*","*","*","*","*","*",2472
"Eastford School District","=""0390011""",03,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",04,20,20,100.0,20,"*","*","*","*",11,55.0,0,0.0,11,55.0,2478
"Eastford School District","=""0390011""",05,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",06,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",07,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""",08,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""",03,103,103,100.0,103,"*","*","*","*",34,33.0,36,35.0,70,68.0,2470
"Easton School District","=""0460011""",04,114,114,100.0,114,"*","*",33,28.9,44,38.6,"*","*","*","*",2512
"Easton School District","=""0460011""",05,99,99,100.0,99,15,15.2,33,33.3,24,24.2,27,27.3,51,51.5,2528
"Easton School District","=""0460011""",06,97,97,100.0,97,12,12.4,28,28.9,31,32.0,26,26.8,57,58.8,2565
"Easton School District","=""0460011""",07,104,102,98.1,101,7,6.9,28,27.7,41,40.6,25,24.8,66,65.3,2588
"Easton School District","=""0460011""",08,118,113,95.8,113,14,12.4,24,21.2,25,22.1,50,44.2,75,66.4,2627
"Education Connection","=""2420014""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",07,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""",03,201,201,100.0,201,20,10.0,46,22.9,81,40.3,54,26.9,135,67.2,2461
"Ellington School District","=""0480011""",04,215,214,99.5,214,17,7.9,45,21.0,74,34.6,78,36.4,152,71.0,2522
"Ellington School District","=""0480011""",05,223,221,99.1,221,28,12.7,54,24.4,73,33.0,66,29.9,139,62.9,2537
"Ellington School District","=""0480011""",06,206,203,98.5,203,31,15.3,83,40.9,57,28.1,32,15.8,89,43.8,2544
"Ellington School District","=""0480011""",07,209,208,99.5,207,33,15.9,60,29.0,67,32.4,47,22.7,114,55.1,2570
"Ellington School District","=""0480011""",08,221,219,99.1,219,34,15.5,54,24.7,58,26.5,73,33.3,131,59.8,2605
"Ellington School District","=""0480011""",11,180,169,93.9,150,60,40.0,28,18.7,34,22.7,28,18.7,62,41.3,2579
"Elm City College Preparatory School District","=""2890013""",03,58,58,100.0,58,"*","*","*","*",20,34.5,21,36.2,41,70.7,2461
"Elm City College Preparatory School District","=""2890013""",04,57,57,100.0,57,"*","*",22,38.6,24,42.1,"*","*","*","*",2486
"Elm City College Preparatory School District","=""2890013""",05,57,57,100.0,57,20,35.1,22,38.6,"*","*","*","*",15,26.3,2480
"Elm City College Preparatory School District","=""2890013""",06,59,59,100.0,59,22,37.3,27,45.8,"*","*","*","*","*","*",2491
"Elm City College Preparatory School District","=""2890013""",07,58,58,100.0,58,14,24.1,17,29.3,17,29.3,10,17.2,27,46.6,2549
"Elm City College Preparatory School District","=""2890013""",08,49,49,100.0,49,11,22.4,16,32.7,14,28.6,8,16.3,22,44.9,2568
"Elm City College Preparatory School District","=""2890013""",11,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""",03,372,370,99.5,370,70,18.9,134,36.2,134,36.2,32,8.6,166,44.9,2427
"Enfield School District","=""0490011""",04,389,389,100.0,388,63,16.2,152,39.2,130,33.5,43,11.1,173,44.6,2472
"Enfield School District","=""0490011""",05,344,342,99.4,342,90,26.3,131,38.3,80,23.4,41,12.0,121,35.4,2499
"Enfield School District","=""0490011""",06,372,367,98.7,365,88,24.1,147,40.3,90,24.7,40,11.0,130,35.6,2523
"Enfield School District","=""0490011""",07,337,330,97.9,330,96,29.1,131,39.7,72,21.8,31,9.4,103,31.2,2526
"Enfield School District","=""0490011""",08,375,362,96.5,360,184,51.1,119,33.1,47,13.1,10,2.8,57,15.8,2503
"Enfield School District","=""0490011""",11,395,382,96.7,382,115,30.1,132,34.6,86,22.5,49,12.8,135,35.3,2592
"Essex School District","=""0500011""",03,54,53,98.1,53,9,17.0,9,17.0,18,34.0,17,32.1,35,66.0,2461
"Essex School District","=""0500011""",04,55,53,96.4,53,6,11.3,14,26.4,24,45.3,9,17.0,33,62.3,2492
"Essex School District","=""0500011""",05,84,82,97.6,82,11,13.4,25,30.5,16,19.5,30,36.6,46,56.1,2541
"Essex School District","=""0500011""",06,74,72,97.3,72,10,13.9,34,47.2,15,20.8,13,18.1,28,38.9,2539
"Explorations District","=""2720013""",11,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""",03,857,855,99.8,855,95,11.1,217,25.4,349,40.8,194,22.7,543,63.5,2454
"Fairfield School District","=""0510011""",04,774,767,99.1,767,71,9.3,210,27.4,304,39.6,182,23.7,486,63.4,2502
"Fairfield School District","=""0510011""",05,753,744,98.8,744,80,10.8,198,26.6,224,30.1,242,32.5,466,62.6,2543
"Fairfield School District","=""0510011""",06,804,789,98.1,789,77,9.8,206,26.1,275,34.9,231,29.3,506,64.1,2572
"Fairfield School District","=""0510011""",07,790,777,98.4,777,112,14.4,213,27.4,228,29.3,224,28.8,452,58.2,2578
"Fairfield School District","=""0510011""",08,842,820,97.4,819,156,19.0,212,25.9,199,24.3,252,30.8,451,55.1,2591
"Fairfield School District","=""0510011""",11,764,650,85.1,649,154,23.7,169,26.0,187,28.8,139,21.4,326,50.2,2621
"Farmington School District","=""0520011""",03,308,307,99.7,307,26,8.5,44,14.3,119,38.8,118,38.4,237,77.2,2477
"Farmington School District","=""0520011""",04,307,306,99.7,306,24,7.8,63,20.6,106,34.6,113,36.9,219,71.6,2521
"Farmington School District","=""0520011""",05,342,338,98.8,338,45,13.3,128,37.9,77,22.8,88,26.0,165,48.8,2526
"Farmington School District","=""0520011""",06,327,326,99.7,326,37,11.3,91,27.9,85,26.1,113,34.7,198,60.7,2575
"Farmington School District","=""0520011""",07,282,281,99.6,281,35,12.5,64,22.8,79,28.1,103,36.7,182,64.8,2602
"Farmington School District","=""0520011""",08,282,277,98.2,276,42,15.2,29,10.5,46,16.7,159,57.6,205,74.3,2646
"Farmington School District","=""0520011""",11,325,269,82.8,266,64,24.1,68,25.6,79,29.7,55,20.7,134,50.4,2622
"Franklin School District","=""0530011""",03,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",04,15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",05,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",06,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""",07,21,20,95.2,20,"*","*",8,40.0,"*","*","*","*","*","*",2535
"Franklin School District","=""0530011""",08,20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""",03,431,430,99.8,430,40,9.3,61,14.2,151,35.1,178,41.4,329,76.5,2480
"Glastonbury School District","=""0540011""",04,441,438,99.3,438,29,6.6,100,22.8,139,31.7,170,38.8,309,70.5,2524
"Glastonbury School District","=""0540011""",05,473,471,99.6,471,40,8.5,95,20.2,126,26.8,210,44.6,336,71.3,2563
"Glastonbury School District","=""0540011""",06,518,513,99.0,513,61,11.9,134,26.1,150,29.2,168,32.7,318,62.0,2569
"Glastonbury School District","=""0540011""",07,511,510,99.8,510,49,9.6,103,20.2,162,31.8,196,38.4,358,70.2,2600
"Glastonbury School District","=""0540011""",08,531,529,99.6,529,76,14.4,126,23.8,150,28.4,177,33.5,327,61.8,2605
"Glastonbury School District","=""0540011""",11,537,516,96.1,516,95,18.4,116,22.5,131,25.4,174,33.7,305,59.1,2650
"Granby School District","=""0560011""",03,133,133,100.0,133,14,10.5,31,23.3,55,41.4,33,24.8,88,66.2,2464
"Granby School District","=""0560011""",04,127,127,100.0,127,8,6.3,35,27.6,57,44.9,27,21.3,84,66.1,2507
"Granby School District","=""0560011""",05,156,153,98.1,153,16,10.5,57,37.3,33,21.6,47,30.7,80,52.3,2540
"Granby School District","=""0560011""",06,146,145,99.3,145,15,10.3,37,25.5,47,32.4,46,31.7,93,64.1,2575
"Granby School District","=""0560011""",07,161,159,98.8,159,19,11.9,49,30.8,43,27.0,48,30.2,91,57.2,2581
"Granby School District","=""0560011""",08,169,154,91.1,154,26,16.9,32,20.8,51,33.1,45,29.2,96,62.3,2599
"Granby School District","=""0560011""",11,194,138,71.1,137,24,17.5,33,24.1,56,40.9,24,17.5,80,58.4,2626
"Great Oaks Charter School District","=""2940013""",06,116,114,98.3,114,77,67.5,"*","*","*","*",0,0.0,"*","*",2423
"Greenwich School District","=""0570011""",03,660,660,100.0,660,82,12.4,114,17.3,217,32.9,247,37.4,464,70.3,2474
"Greenwich School District","=""0570011""",04,723,721,99.7,721,69,9.6,174,24.1,236,32.7,242,33.6,478,66.3,2515
"Greenwich School District","=""0570011""",05,670,669,99.9,669,113,16.9,140,20.9,156,23.3,260,38.9,416,62.2,2545
"Greenwich School District","=""0570011""",06,642,640,99.7,640,106,16.6,157,24.5,139,21.7,238,37.2,377,58.9,2569
"Greenwich School District","=""0570011""",07,632,632,100.0,632,89,14.1,143,22.6,197,31.2,203,32.1,400,63.3,2589
"Greenwich School District","=""0570011""",08,648,646,99.7,646,96,14.9,156,24.1,142,22.0,252,39.0,394,61.0,2615
"Greenwich School District","=""0570011""",11,629,613,97.5,611,114,18.7,106,17.3,155,25.4,236,38.6,391,64.0,2659
"Griswold School District","=""0580011""",03,138,136,98.6,136,33,24.3,38,27.9,44,32.4,21,15.4,65,47.8,2427
"Griswold School District","=""0580011""",04,120,120,100.0,120,28,23.3,51,42.5,34,28.3,7,5.8,41,34.2,2454
"Griswold School District","=""0580011""",05,128,128,100.0,128,32,25.0,28,21.9,43,33.6,25,19.5,68,53.1,2516
"Griswold School District","=""0580011""",06,139,136,97.8,136,35,25.7,50,36.8,38,27.9,13,9.6,51,37.5,2517
"Griswold School District","=""0580011""",07,142,138,97.2,138,31,22.5,48,34.8,32,23.2,27,19.6,59,42.8,2548
"Griswold School District","=""0580011""",08,145,143,98.6,143,50,35.0,43,30.1,23,16.1,27,18.9,50,35.0,2543
"Griswold School District","=""0580011""",11,135,130,96.3,130,57,43.8,41,31.5,26,20.0,6,4.6,32,24.6,2557
"Groton School District","=""0590011""",03,361,359,99.4,358,82,22.9,103,28.8,119,33.2,54,15.1,173,48.3,2428
"Groton School District","=""0590011""",04,336,330,98.2,330,76,23.0,110,33.3,98,29.7,46,13.9,144,43.6,2467
"Groton School District","=""0590011""",05,340,339,99.7,339,82,24.2,107,31.6,84,24.8,66,19.5,150,44.2,2510
"Groton School District","=""0590011""",06,336,335,99.7,335,121,36.1,115,34.3,"*","*","*","*",99,29.6,2503
"Groton School District","=""0590011""",07,287,285,99.3,285,80,28.1,103,36.1,62,21.8,40,14.0,102,35.8,2533
"Groton School District","=""0590011""",08,315,310,98.4,310,97,31.3,102,32.9,57,18.4,54,17.4,111,35.8,2543
"Groton School District","=""0590011""",11,251,101,40.2,101,59,58.4,26,25.7,"*","*","*","*",16,15.8,2511
"Guilford School District","=""0600011""",03,255,255,100.0,255,23,9.0,37,14.5,76,29.8,119,46.7,195,76.5,2487
"Guilford School District","=""0600011""",04,287,285,99.3,285,22,7.7,64,22.5,98,34.4,101,35.4,199,69.8,2520
"Guilford School District","=""0600011""",05,258,255,98.8,255,42,16.5,88,34.5,67,26.3,58,22.7,125,49.0,2524
"Guilford School District","=""0600011""",06,267,267,100.0,267,22,8.2,79,29.6,85,31.8,81,30.3,166,62.2,2566
"Guilford School District","=""0600011""",07,283,281,99.3,281,26,9.3,83,29.5,98,34.9,74,26.3,172,61.2,2586
"Guilford School District","=""0600011""",08,277,275,99.3,275,23,8.4,62,22.5,69,25.1,121,44.0,190,69.1,2632
"Guilford School District","=""0600011""",11,243,242,99.6,242,50,20.7,53,21.9,69,28.5,70,28.9,139,57.4,2645
"Hamden School District","=""0620011""",03,392,389,99.2,388,83,21.4,82,21.1,125,32.2,98,25.3,223,57.5,2444
"Hamden School District","=""0620011""",04,425,419,98.6,419,92,22.0,146,34.8,107,25.5,74,17.7,181,43.2,2470
"Hamden School District","=""0620011""",05,402,396,98.5,396,159,40.2,113,28.5,65,16.4,59,14.9,124,31.3,2478
"Hamden School District","=""0620011""",06,386,377,97.7,377,125,33.2,109,28.9,86,22.8,57,15.1,143,37.9,2514
"Hamden School District","=""0620011""",07,414,400,96.6,399,162,40.6,117,29.3,71,17.8,49,12.3,120,30.1,2509
"Hamden School District","=""0620011""",08,397,376,94.7,376,184,48.9,91,24.2,58,15.4,43,11.4,101,26.9,2514
"Hamden School District","=""0620011""",11,427,359,84.1,357,165,46.2,105,29.4,70,19.6,17,4.8,87,24.4,2552
"Hampton School District","=""0630011""",03,11,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",04,12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",05,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""",06,13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""",03,1645,1628,99.0,1623,905,55.8,420,25.9,230,14.2,68,4.2,298,18.4,2373
"Hartford School District","=""0640011""",04,1555,1519,97.7,1517,804,53.0,509,33.6,151,10.0,53,3.5,204,13.4,2407
"Hartford School District","=""0640011""",05,1439,1410,98.0,1407,901,64.0,324,23.0,112,8.0,70,5.0,182,12.9,2431
"Hartford School District","=""0640011""",06,1628,1590,97.7,1586,979,61.7,413,26.0,121,7.6,73,4.6,194,12.2,2442
"Hartford School District","=""0640011""",07,1542,1483,96.2,1481,906,61.2,340,23.0,148,10.0,87,5.9,235,15.9,2456
"Hartford School District","=""0640011""",08,1497,1422,95.0,1417,973,68.7,279,19.7,106,7.5,59,4.2,165,11.6,2461
"Hartford School District","=""0640011""",11,1270,882,69.4,880,610,69.3,161,18.3,82,9.3,27,3.1,109,12.4,2490
"Hartland School District","=""0650011""",03,17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",04,24,24,100.0,24,"*","*",15,62.5,"*","*","*","*","*","*",2459
"Hartland School District","=""0650011""",05,31,31,100.0,31,11,35.5,"*","*",11,35.5,"*","*","*","*",2487
"Hartland School District","=""0650011""",06,27,26,96.3,26,"*","*",8,30.8,9,34.6,"*","*","*","*",2514
"Hartland School District","=""0650011""",07,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""",08,23,23,100.0,23,"*","*",6,26.1,9,39.1,"*","*","*","*",2597
"Hebron School District","=""0670011""",03,119,119,100.0,119,27,22.7,40,33.6,41,34.5,11,9.2,52,43.7,2422
"Hebron School District","=""0670011""",04,106,106,100.0,106,14,13.2,36,34.0,41,38.7,15,14.2,56,52.8,2481
"Hebron School District","=""0670011""",05,120,120,100.0,120,25,20.8,33,27.5,38,31.7,24,20.0,62,51.7,2517
"Hebron School District","=""0670011""",06,148,147,99.3,147,18,12.2,58,39.5,47,32.0,24,16.3,71,48.3,2547
"Highville Charter School District","=""2860013""",03,40,40,100.0,40,24,60.0,11,27.5,"*","*","*","*","*","*",2361
"Highville Charter School District","=""2860013""",04,39,39,100.0,39,14,35.9,17,43.6,8,20.5,0,0.0,8,20.5,2433
"Highville Charter School District","=""2860013""",05,35,35,100.0,35,21,60.0,"*","*","*","*",0,0.0,"*","*",2448
"Highville Charter School District","=""2860013""",06,34,34,100.0,34,"*","*",17,50.0,"*","*",0,0.0,"*","*",2476
"Highville Charter School District","=""2860013""",07,32,32,100.0,32,18,56.3,"*","*","*","*",0,0.0,"*","*",2469
"Highville Charter School District","=""2860013""",08,32,32,100.0,32,18,56.3,"*","*","*","*",0,0.0,"*","*",2486
"Integrated Day Charter School District","=""2640013""",03,33,33,100.0,33,10,30.3,"*","*",11,33.3,"*","*","*","*",2416
"Integrated Day Charter School District","=""2640013""",04,33,33,100.0,33,22,66.7,"*","*","*","*",0,0.0,"*","*",2393
"Integrated Day Charter School District","=""2640013""",05,33,33,100.0,31,13,41.9,12,38.7,"*","*","*","*","*","*",2470
"Integrated Day Charter School District","=""2640013""",06,33,33,100.0,32,8,25.0,14,43.8,"*","*","*","*",10,31.3,2517
"Integrated Day Charter School District","=""2640013""",07,35,35,100.0,35,"*","*",12,34.3,10,28.6,"*","*","*","*",2532
"Integrated Day Charter School District","=""2640013""",08,31,31,100.0,31,13,41.9,"*","*","*","*",8,25.8,"*","*",2546
"Interdistrict School for Arts and Comm District","=""2650013""",06,88,88,100.0,88,50,56.8,25,28.4,13,14.8,0,0.0,13,14.8,2457
"Interdistrict School for Arts and Comm District","=""2650013""",07,84,83,98.8,82,38,46.3,25,30.5,"*","*","*","*",19,23.2,2486
"Interdistrict School for Arts and Comm District","=""2650013""",08,81,81,100.0,81,51,63.0,16,19.8,"*","*","*","*",14,17.3,2482
"Jumoke Academy District","=""2610013""",03,50,50,100.0,50,23,46.0,19,38.0,"*","*","*","*",8,16.0,2389
"Jumoke Academy District","=""2610013""",04,65,65,100.0,65,"*","*",32,49.2,9,13.8,"*","*","*","*",2435
"Jumoke Academy District","=""2610013""",05,73,73,100.0,73,38,52.1,23,31.5,"*","*","*","*",12,16.4,2453
"Jumoke Academy District","=""2610013""",06,72,72,100.0,72,30,41.7,36,50.0,"*","*","*","*","*","*",2480
"Jumoke Academy District","=""2610013""",07,83,82,98.8,82,37,45.1,33,40.2,"*","*","*","*",12,14.6,2487
"Jumoke Academy District","=""2610013""",08,76,75,98.7,75,41,54.7,"*","*",11,14.7,"*","*","*","*",2494
"Jumoke Academy District","=""2610013""",11,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
