"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"ELA","ELL",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"ELA","Non-ELL",41,2383,2442,59,"31.7%","70.0%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"Math","ELL",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"Math","Non-ELL",41,2402,2431,29,"19.5%","50.7%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"ELA","Non-ELL","*",2433,2461,28,"26.3%","49.1%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"Math","ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"Math","Non-ELL",37,2443,2446,4,"8.1%","35.8%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"ELA","Non-ELL","*",2401,2444,43,"31.3%","58.9%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"Math","Non-ELL","*",2403,2459,56,"45.1%","78.5%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"ELA","ELL",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"ELA","Non-ELL",81,2446,2501,56,"46.9%","66.2%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"Math","ELL",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"Math","Non-ELL",81,2460,2470,11,"14.8%","39.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"ELA","ELL",22,2388,2397,9,"18.2%","40.1%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"ELA","Non-ELL",195,2468,2496,29,"33.3%","54.9%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"Math","ELL",24,2373,2378,4,"29.2%","51.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"Math","Non-ELL",195,2442,2467,25,"34.4%","57.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"ELA","ELL",24,2366,2380,14,"20.8%","41.3%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"ELA","Non-ELL",304,2498,2518,21,"29.3%","49.6%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"Math","ELL",23,2336,2367,31,"34.8%","59.1%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"Math","Non-ELL",304,2466,2474,8,"25.0%","42.1%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"ELA","ELL",28,2410,2431,20,"25.0%","45.1%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"ELA","Non-ELL",398,2490,2518,28,"36.2%","56.3%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"Math","ELL",34,2379,2396,18,"38.2%","51.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"Math","Non-ELL",394,2468,2479,11,"28.2%","44.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"ELA","Non-ELL","*",2416,2489,73,"60.9%","86.5%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"Math","Non-ELL","*",2423,2461,39,"30.4%","59.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"ELA","Non-ELL","*",2492,2540,47,"43.4%","67.8%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"Math","Non-ELL","*",2482,2500,18,"20.8%","44.2%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"ELA","Non-ELL","*",2397,2469,72,"54.8%","80.9%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"Math","Non-ELL","*",2422,2480,58,"58.1%","77.4%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"ELA","Non-ELL","*",2449,2482,33,"41.2%","57.6%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"Math","Non-ELL","*",2454,2462,7,"20.6%","36.0%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"ELA","Non-ELL","*",2398,2491,93,"76.5%","95.8%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"Math","Non-ELL","*",2429,2478,49,"24.2%","71.4%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"ELA","Non-ELL","*",2453,2500,47,"40.0%","64.0%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"Math","Non-ELL","*",2448,2475,27,"34.9%","59.1%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"ELA","ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"ELA","Non-ELL",51,2382,2423,41,"29.4%","58.5%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"Math","ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"Math","Non-ELL",53,2376,2413,37,"17.0%","55.7%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"ELA","ELL",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"ELA","Non-ELL",61,2402,2474,72,"57.4%","80.9%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"Math","ELL",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"Math","Non-ELL",61,2426,2415,-11,"9.8%","24.8%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"ELA","Non-ELL","*",2443,2488,45,"37.0%","66.7%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"Math","Non-ELL","*",2425,2432,7,"21.7%","43.1%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"ELA","Non-ELL","*",2338,2398,60,"36.7%","62.9%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"Math","Non-ELL","*",2364,2424,60,"44.8%","77.8%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"ELA","Non-ELL","*",2423,2470,47,"36.4%","67.7%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"Math","Non-ELL","*",2422,2450,28,"40.6%","62.7%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"ELA","ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"ELA","Non-ELL",100,2466,2515,49,"57.0%","76.0%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"Math","ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"Math","Non-ELL",99,2445,2447,2,"23.2%","38.2%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"ELA","Non-ELL","*",2484,2503,19,"22.4%","49.8%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"Math","Non-ELL","*",2447,2441,-5,"20.0%","32.6%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"ELA","Non-ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"Math","Non-ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"ELA","Non-ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"Math","ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"Math","Non-ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"ELA","Non-ELL",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"Math","Non-ELL",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"ELA","Non-ELL",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"Math","Non-ELL",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",8,"ELA","Non-ELL",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",8,"Math","Non-ELL",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"ELA","Non-ELL","*",2425,2483,58,"41.5%","72.3%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"Math","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"Math","Non-ELL","*",2441,2480,39,"24.4%","60.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"ELA","Non-ELL","*",2474,2514,40,"29.7%","65.6%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"Math","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"Math","Non-ELL","*",2448,2495,46,"45.9%","77.3%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"ELA","Non-ELL","*",2515,2557,42,"43.9%","63.6%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"Math","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"Math","Non-ELL","*",2494,2536,41,"46.3%","78.8%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"ELA","Non-ELL","*",2562,2587,25,"36.6%","60.5%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"Math","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"Math","Non-ELL","*",2543,2556,13,"37.5%","53.9%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"ELA","Non-ELL",44,2549,2596,47,"54.5%","74.1%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"Math","Non-ELL",44,2552,2569,16,"40.9%","58.1%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"ELA","ELL",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"ELA","Non-ELL",53,2420,2480,60,"45.3%","76.3%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"Math","ELL",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"Math","Non-ELL",53,2420,2481,60,"52.8%","86.8%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"ELA","Non-ELL","*",2459,2500,41,"29.3%","63.2%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Math","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Math","Non-ELL","*",2474,2515,41,"53.4%","77.3%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"ELA","ELL",7,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"ELA","Non-ELL",45,2415,2452,37,"33.3%","59.8%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Math","ELL",7,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Math","Non-ELL",45,2405,2456,51,"44.4%","73.6%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"ELA","Non-ELL","*",2474,2493,19,"22.0%","40.6%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Math","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Math","Non-ELL","*",2437,2457,20,"19.5%","54.6%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"ELA","ELL",12,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"ELA","Non-ELL",149,2496,2534,38,"47.7%","66.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Math","ELL",15,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Math","Non-ELL",149,2475,2506,32,"42.3%","63.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"ELA","ELL",15,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"ELA","Non-ELL",173,2499,2557,59,"53.2%","77.8%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Math","ELL",17,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Math","Non-ELL",168,2486,2494,7,"25.0%","42.0%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"ELA","ELL",11,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"ELA","Non-ELL",173,2498,2539,41,"41.6%","66.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Math","ELL",13,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Math","Non-ELL",171,2463,2485,22,"39.8%","58.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"ELA","Non-ELL","*",2408,2460,53,"42.9%","67.9%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Math","ELL",6,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Math","Non-ELL",42,2406,2443,37,"28.6%","60.4%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"ELA","Non-ELL","*",2445,2490,45,"35.7%","63.4%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Math","ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Math","Non-ELL","*",2441,2459,18,"23.8%","52.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"ELA","Non-ELL","*",2543,2569,26,"47.5%","63.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Math","Non-ELL","*",2524,2544,20,"36.8%","56.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"ELA","Non-ELL","*",2533,2565,32,"44.7%","63.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Math","Non-ELL","*",2524,2582,58,"63.5%","87.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"ELA","Non-ELL","*",2574,2603,29,"48.3%","62.1%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Math","Non-ELL","*",2574,2604,30,"56.9%","72.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"ELA","Non-ELL",188,2582,2603,21,"40.4%","57.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"Math","Non-ELL",186,2579,2594,15,"38.7%","53.9%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"ELA","Non-ELL","*",2473,2526,53,"50.6%","75.3%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Math","Non-ELL","*",2463,2514,51,"50.6%","78.5%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"ELA","Non-ELL","*",2469,2524,56,"53.7%","75.6%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Math","Non-ELL","*",2457,2524,67,"63.0%","90.5%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"ELA","Non-ELL",40,2489,2559,71,"67.5%","90.8%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"Math","Non-ELL",40,2506,2560,54,"60.0%","87.7%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"ELA","Non-ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"Math","Non-ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"ELA","Non-ELL","*",2421,2472,51,"36.4%","63.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Math","Non-ELL","*",2427,2480,53,"40.9%","75.5%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"ELA","Non-ELL","*",2467,2499,32,"27.5%","54.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Math","Non-ELL","*",2482,2476,-6,"13.0%","32.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"ELA","Non-ELL","*",2495,2526,31,"36.1%","58.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Math","Non-ELL","*",2470,2487,16,"30.6%","49.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"ELA","Non-ELL","*",2511,2537,26,"28.8%","54.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Math","Non-ELL","*",2486,2502,16,"25.4%","47.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"ELA","Non-ELL","*",2568,2596,28,"40.3%","62.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Math","Non-ELL","*",2523,2563,40,"56.7%","77.1%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"Math","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"Math","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"ELA","ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"Math","ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"Math","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"ELA","Non-ELL",11,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"Math","Non-ELL",10,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"Math","Non-ELL","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"ELA","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"Math","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"ELA","Non-ELL",19,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"Math","Non-ELL",19,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"ELA","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"Math","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"ELA","Non-ELL",9,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"Math","Non-ELL",9,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"ELA","Non-ELL",15,"*","*","*","*","*"
