"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",4,"ELA","Non-High Needs",8,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",4,"Math","High Needs",21,2447,2482,35,"33.3%","62.0%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",4,"Math","Non-High Needs",8,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,"ELA","High Needs",11,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,"ELA","Non-High Needs",17,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,"Math","High Needs",11,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,"Math","Non-High Needs",17,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"ELA","High Needs",28,2386,2418,32,"25.0%","45.0%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"ELA","Non-High Needs",16,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"Math","High Needs",28,2369,2428,59,"46.4%","78.3%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"Math","Non-High Needs",16,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"ELA","High Needs",40,2424,2466,42,"42.5%","59.9%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"ELA","Non-High Needs",16,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"Math","High Needs",40,2424,2454,30,"40.0%","59.5%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"Math","Non-High Needs",16,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"ELA","High Needs",20,2420,2476,56,"40.0%","70.1%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"ELA","Non-High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"Math","High Needs",20,2428,2480,53,"50.0%","79.2%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"Math","Non-High Needs",9,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"ELA","High Needs",12,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"ELA","Non-High Needs",9,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"Math","High Needs",12,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"Math","Non-High Needs",9,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"ELA","High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"ELA","Non-High Needs",55,2487,2551,65,"65.5%","90.3%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"Math","High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"Math","Non-High Needs",55,2469,2543,74,"81.8%","100.0%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"ELA","High Needs",22,2440,2521,81,"59.1%","83.7%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"ELA","Non-High Needs",29,2507,2565,58,"44.8%","70.2%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"Math","High Needs",22,2433,2490,57,"59.1%","83.4%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"Math","Non-High Needs",29,2495,2547,52,"69.0%","89.6%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"ELA","High Needs",21,2434,2512,78,"71.4%","89.1%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"ELA","Non-High Needs",19,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"Math","High Needs",21,2427,2523,95,"90.5%","100.0%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"Math","Non-High Needs",19,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"ELA","High Needs",22,2505,2535,31,"27.3%","55.3%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"ELA","Non-High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"Math","High Needs",22,2499,2515,16,"18.2%","46.2%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"Math","Non-High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"ELA","High Needs",14,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"ELA","Non-High Needs",27,2502,2558,56,"55.6%","83.7%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"Math","High Needs",14,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"Math","Non-High Needs",27,2474,2535,61,"63.0%","87.8%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"ELA","High Needs",11,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"ELA","Non-High Needs",22,2531,2571,40,"54.5%","66.5%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"Math","High Needs",11,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"Math","Non-High Needs",22,2510,2555,45,"68.2%","87.2%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"ELA","High Needs",72,2495,2507,13,"25.0%","44.8%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"ELA","Non-High Needs",50,2543,2562,19,"44.0%","55.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"Math","High Needs",73,2485,2490,5,"21.9%","39.1%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"Math","Non-High Needs",50,2544,2553,10,"26.0%","46.5%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"ELA","High Needs",96,2470,2483,13,"32.3%","45.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"ELA","Non-High Needs",45,2547,2564,17,"26.7%","45.8%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"Math","High Needs",97,2464,2473,8,"30.9%","45.5%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"Math","Non-High Needs",45,2532,2557,25,"31.1%","53.0%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"ELA","High Needs",66,2478,2503,25,"28.8%","51.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"ELA","Non-High Needs",42,2588,2595,7,"28.6%","45.5%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"Math","High Needs",69,2474,2482,8,"27.5%","42.2%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"Math","Non-High Needs",42,2558,2550,-8,"16.7%","27.2%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"ELA","High Needs",46,2420,2474,54,"45.7%","68.2%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"ELA","Non-High Needs",232,2547,2580,33,"47.0%","67.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"Math","High Needs",47,2436,2469,33,"42.6%","67.4%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"Math","Non-High Needs",232,2538,2582,44,"62.9%","85.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"ELA","High Needs",51,2498,2536,38,"49.0%","65.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"ELA","Non-High Needs",198,2577,2609,32,"55.6%","71.9%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"Math","High Needs",51,2472,2510,38,"47.1%","68.2%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"Math","Non-High Needs",198,2540,2582,42,"52.0%","75.6%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"ELA","High Needs",15,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"ELA","Non-High Needs",44,2475,2531,56,"56.8%","76.1%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"Math","High Needs",15,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"Math","Non-High Needs",43,2482,2520,39,"44.2%","67.4%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"ELA","High Needs",9,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"ELA","Non-High Needs",51,2504,2566,63,"62.7%","86.5%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"Math","High Needs",9,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"Math","Non-High Needs",51,2504,2535,31,"43.1%","62.9%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"ELA","High Needs",43,2528,2574,47,"48.8%","63.7%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"ELA","Non-High Needs",207,2601,2641,40,"58.0%","74.5%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"Math","High Needs",43,2510,2541,32,"51.2%","68.7%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"Math","Non-High Needs",207,2581,2619,38,"56.5%","77.4%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"ELA","High Needs",50,2558,2580,21,"40.0%","56.1%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"ELA","Non-High Needs",223,2637,2664,27,"58.7%","74.0%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"Math","High Needs",50,2514,2570,56,"72.0%","84.3%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"Math","Non-High Needs",223,2603,2654,51,"75.3%","89.9%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"ELA","High Needs",10,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"ELA","Non-High Needs",55,2512,2576,64,"69.1%","90.9%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"Math","High Needs",10,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"Math","Non-High Needs",55,2511,2570,59,"69.1%","90.7%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"ELA","High Needs",13,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"ELA","Non-High Needs",52,2518,2559,41,"57.7%","76.3%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"Math","High Needs",13,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"Math","Non-High Needs",52,2521,2543,22,"40.4%","54.4%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"ELA","High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"ELA","Non-High Needs",44,2484,2524,39,"47.7%","70.4%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"Math","High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"Math","Non-High Needs",44,2484,2529,45,"36.4%","69.7%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"ELA","High Needs",19,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"ELA","Non-High Needs",51,2518,2554,36,"45.1%","64.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"Math","High Needs",19,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"Math","Non-High Needs",51,2513,2543,30,"37.3%","61.7%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"ELA","High Needs",24,2429,2454,26,"29.2%","47.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"ELA","Non-High Needs",41,2553,2576,23,"43.9%","59.9%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"Math","High Needs",24,2428,2452,24,"37.5%","48.8%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"Math","Non-High Needs",40,2533,2555,22,"42.5%","60.9%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"ELA","High Needs",38,2364,2407,43,"28.9%","62.2%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"ELA","Non-High Needs",6,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"Math","High Needs",38,2380,2439,59,"42.1%","77.0%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"Math","Non-High Needs",6,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"ELA","High Needs","*",2411,2422,12,"13.3%","36.0%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"Math","High Needs","*",2426,2420,-6,"13.3%","26.6%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"ELA","High Needs","*",2429,2483,55,"46.7%","75.1%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"Math","High Needs","*",2414,2437,23,"36.7%","50.8%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"ELA","High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"ELA","Non-High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"Math","High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"Math","Non-High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"ELA","High Needs",20,2459,2479,20,"20.0%","40.1%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"ELA","Non-High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"Math","High Needs",20,2448,2462,14,"15.0%","41.3%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"Math","Non-High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"ELA","High Needs",27,2443,2498,55,"63.0%","78.3%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"ELA","Non-High Needs",11,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"Math","High Needs",28,2390,2434,43,"50.0%","74.2%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"Math","Non-High Needs",11,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",7,"ELA","High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",7,"Math","High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",8,"ELA","High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",8,"Math","High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"ELA","High Needs",167,2499,2509,10,"28.7%","44.0%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"ELA","Non-High Needs",176,2578,2586,8,"30.7%","47.7%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"Math","High Needs",164,2477,2486,9,"30.5%","47.8%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"Math","Non-High Needs",174,2556,2570,14,"35.6%","51.9%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"ELA","High Needs",189,2507,2515,8,"25.4%","44.1%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"ELA","Non-High Needs",188,2588,2597,9,"31.4%","48.4%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"Math","High Needs",189,2464,2476,12,"32.3%","45.6%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"Math","Non-High Needs",188,2558,2563,5,"33.5%","44.2%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"ELA","High Needs",28,2403,2472,69,"57.1%","76.5%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"ELA","Non-High Needs",10,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"Math","High Needs",29,2407,2449,42,"20.7%","61.3%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"Math","Non-High Needs",10,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"ELA","High Needs",31,2411,2425,14,"12.9%","34.6%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"ELA","Non-High Needs",18,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"Math","High Needs",32,2403,2438,35,"43.8%","68.6%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"Math","Non-High Needs",18,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"ELA","High Needs",27,2457,2517,59,"51.9%","75.7%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"ELA","Non-High Needs",13,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"Math","High Needs",28,2435,2487,53,"53.6%","79.9%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"Math","Non-High Needs",13,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,"ELA","High Needs",26,2401,2444,43,"34.6%","56.4%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,"ELA","Non-High Needs",12,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,"Math","High Needs",27,2404,2448,44,"33.3%","69.4%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,"Math","Non-High Needs",12,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,"ELA","High Needs",25,2457,2468,11,"16.0%","35.8%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,"ELA","Non-High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,"Math","High Needs",24,2453,2466,13,"16.7%","41.2%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,"Math","Non-High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"ELA","High Needs",25,2467,2512,45,"52.0%","79.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"ELA","Non-High Needs",8,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"Math","High Needs",26,2455,2467,11,"15.4%","40.4%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"Math","Non-High Needs",8,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"ELA","High Needs",24,2403,2463,59,"41.7%","76.4%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"ELA","Non-High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"Math","High Needs",24,2431,2451,20,"29.2%","46.0%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"Math","Non-High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"ELA","High Needs",26,2400,2456,56,"30.8%","71.3%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"ELA","Non-High Needs",19,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"Math","High Needs",26,2421,2465,44,"57.7%","81.1%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"Math","Non-High Needs",19,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"ELA","High Needs",20,2469,2520,51,"60.0%","76.1%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"ELA","Non-High Needs",17,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"Math","High Needs",21,2448,2508,61,"71.4%","93.2%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"Math","Non-High Needs",17,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,"ELA","High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,"ELA","Non-High Needs",39,2483,2530,47,"64.1%","80.6%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,"Math","High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,"Math","Non-High Needs",39,2468,2517,49,"35.9%","74.6%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,"ELA","High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,"ELA","Non-High Needs",39,2577,2606,29,"61.5%","75.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,"Math","High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,"Math","Non-High Needs",39,2548,2575,28,"51.3%","66.4%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"ELA","High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"ELA","Non-High Needs",33,2581,2616,36,"57.6%","74.9%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"Math","High Needs",13,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"Math","Non-High Needs",32,2554,2592,38,"53.1%","78.0%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"ELA","High Needs",11,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"ELA","Non-High Needs",39,2512,2549,37,"53.8%","70.0%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"Math","High Needs",11,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"Math","Non-High Needs",39,2510,2540,30,"28.2%","56.7%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,"ELA","High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,"ELA","Non-High Needs",37,2519,2573,54,"51.4%","80.3%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,"Math","High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,"Math","Non-High Needs",37,2523,2563,40,"54.1%","78.7%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,"ELA","High Needs",17,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,"ELA","Non-High Needs",48,2568,2597,29,"47.9%","62.6%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,"Math","High Needs",17,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,"Math","Non-High Needs",48,2539,2581,41,"56.3%","75.5%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,"ELA","High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,"Math","High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,"ELA","High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,"Math","High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,"ELA","High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,"Math","High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"ELA","High Needs","*",2344,2371,27,"14.8%","45.3%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"Math","High Needs","*",2332,2391,59,"30.9%","70.6%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",5,"ELA","High Needs",55,2383,2409,27,"14.5%","43.6%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",5,"Math","High Needs",54,2392,2378,-14,"5.6%","19.8%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",6,"ELA","High Needs",38,2386,2401,15,"21.1%","43.0%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",6,"Math","High Needs",35,2411,2388,-24,"14.3%","23.9%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",7,"ELA","High Needs",28,2445,2470,24,"32.1%","51.1%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",7,"Math","High Needs",28,2404,2423,18,"39.3%","58.8%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",8,"ELA","High Needs",49,2453,2469,17,"30.6%","47.6%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",8,"Math","High Needs",49,2418,2419,1,"28.6%","44.4%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",4,"ELA","High Needs",45,2363,2400,37,"22.2%","52.7%"
