"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,211,2525,2556,31,"50.2%","70.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,209,2536,2571,35,"46.9%","66.4%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,89,2469,2537,68,"60.7%","89.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,62,2457,2511,55,"50.0%","78.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,66,2464,2489,25,"34.8%","54.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,66,2467,2506,40,"50.0%","71.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,58,2484,2503,18,"36.2%","54.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,58,2541,2591,50,"62.1%","79.7%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,107,2423,2500,77,"70.1%","96.2%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",5,106,2470,2469,-1,"12.3%","29.7%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",4,128,2426,2492,66,"62.5%","87.9%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",5,125,2484,2514,30,"36.8%","66.1%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",6,309,2500,2531,32,"40.8%","66.3%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",7,353,2524,2532,8,"22.4%","42.0%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",8,323,2526,2538,12,"30.7%","49.7%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)",4,"*","*","*","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)",5,"*","*","*","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",4,110,2438,2475,37,"25.5%","60.7%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",5,133,2471,2499,28,"29.3%","59.9%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",4,53,2462,2508,46,"43.4%","76.1%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",5,51,2495,2549,54,"68.6%","90.5%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",6,78,2542,2586,44,"62.8%","80.6%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",4,62,2481,2535,54,"61.3%","83.9%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",5,66,2519,2565,46,"57.6%","84.6%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",4,59,2460,2527,68,"61.0%","89.7%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",5,45,2530,2568,38,"55.6%","78.6%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",6,271,2543,2578,34,"51.3%","71.7%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",7,274,2577,2592,14,"38.3%","52.6%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",8,281,2582,2610,28,"50.9%","69.3%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",4,69,2433,2487,54,"47.8%","73.7%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",5,54,2507,2550,43,"57.4%","79.0%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",4,71,2452,2512,61,"49.3%","85.0%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",5,54,2506,2558,52,"66.7%","88.7%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",4,68,2420,2481,61,"45.6%","82.7%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",5,70,2452,2506,54,"67.1%","90.4%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",4,86,2462,2517,55,"58.1%","80.0%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",5,63,2496,2527,32,"39.7%","63.1%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",4,80,2450,2509,59,"55.0%","82.1%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",5,78,2506,2528,22,"33.3%","56.0%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",4,91,2459,2505,46,"38.5%","74.8%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",5,85,2512,2556,44,"55.3%","79.1%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",4,80,2460,2529,69,"57.5%","91.5%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",5,60,2519,2564,46,"66.7%","89.0%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",6,253,2554,2588,34,"45.5%","68.6%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",7,245,2580,2600,19,"44.5%","60.5%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",8,266,2590,2640,50,"67.7%","83.9%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",4,87,2466,2524,58,"54.0%","81.9%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",5,65,2516,2560,44,"64.6%","81.9%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,76,2463,2506,43,"36.8%","68.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,89,2483,2526,43,"56.2%","77.8%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,193,2531,2562,30,"43.0%","66.2%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,236,2557,2569,12,"35.6%","53.5%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,207,2569,2576,7,"33.3%","47.2%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,94,2494,2564,70,"76.6%","94.2%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,314,2575,2617,42,"65.6%","82.8%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,277,2602,2644,42,"68.2%","82.4%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,76,2458,2517,59,"53.9%","85.0%"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,71,2456,2519,63,"64.8%","88.9%"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,66,2481,2545,63,"62.1%","89.0%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,293,2520,2561,41,"57.0%","79.1%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,325,2524,2580,57,"67.7%","86.8%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",4,17,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",5,14,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",6,20,2486,2490,4,"15.0%","29.6%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",7,17,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",8,20,2530,2535,4,"35.0%","50.0%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,97,2481,2539,58,"59.8%","87.3%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,77,2510,2560,50,"59.7%","85.2%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",4,48,2478,2535,57,"62.5%","86.7%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",5,39,2529,2582,53,"74.4%","91.8%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,457,2564,2607,42,"62.1%","80.5%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,62,2503,2528,26,"29.0%","52.3%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",5,76,2552,2600,48,"73.7%","89.5%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",4,58,2484,2539,55,"58.6%","84.8%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",5,75,2520,2580,60,"72.0%","90.0%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",4,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",5,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",6,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",7,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,63,2455,2497,41,"31.7%","67.6%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",5,67,2501,2539,38,"47.8%","71.9%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",4,83,2489,2538,49,"53.0%","77.1%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",5,91,2547,2604,57,"79.1%","98.8%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,499,2571,2605,33,"51.7%","71.9%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",8,503,2599,2633,34,"58.6%","74.5%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",7,143,2576,2593,17,"39.2%","56.9%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",8,149,2583,2592,9,"42.3%","58.7%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",4,61,2477,2512,35,"37.7%","65.3%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",5,58,2520,2563,43,"46.6%","82.5%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",6,83,2557,2611,54,"71.1%","89.8%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",4,67,2451,2519,68,"70.1%","93.7%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",5,62,2493,2548,55,"62.9%","85.0%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",6,63,2515,2566,51,"61.9%","84.3%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",6,101,2386,2431,45,"55.4%","69.2%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",7,102,2428,2456,27,"34.3%","56.5%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",6,170,2540,2538,-1,"28.2%","42.6%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",7,170,2559,2580,21,"45.3%","62.4%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",8,176,2594,2609,16,"43.8%","57.2%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",4,68,2465,2510,45,"44.1%","72.8%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",5,70,2481,2532,51,"65.7%","86.2%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",6,261,2576,2615,39,"63.2%","80.1%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",7,263,2605,2637,32,"66.5%","80.5%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",8,250,2616,2663,47,"74.4%","85.9%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",4,70,2457,2502,45,"50.0%","73.2%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",5,74,2517,2552,35,"54.1%","73.4%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",4,60,2412,2452,39,"28.3%","64.3%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",5,48,2448,2488,40,"47.9%","78.1%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",4,64,2513,2571,58,"67.2%","89.3%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",5,59,2546,2580,34,"62.7%","76.7%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",4,59,2441,2498,56,"50.8%","81.6%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",5,54,2484,2515,31,"44.4%","64.2%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",4,34,2403,2453,50,"35.3%","68.3%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",5,38,2466,2511,46,"55.3%","74.5%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",4,69,2494,2547,53,"56.5%","83.2%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",5,74,2517,2568,51,"68.9%","85.3%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",4,53,2514,2546,32,"39.6%","63.9%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",5,54,2537,2579,43,"59.3%","73.1%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",4,52,2498,2564,66,"71.2%","92.5%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",5,71,2524,2575,51,"64.8%","84.3%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",4,24,2509,2578,69,"75.0%","96.5%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",5,32,2545,2563,18,"40.6%","61.0%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",4,67,2515,2549,34,"55.2%","73.4%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",5,75,2541,2582,41,"62.7%","81.9%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",6,161,2491,2532,41,"54.7%","74.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",7,158,2522,2554,33,"50.6%","68.7%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",8,175,2547,2588,41,"61.1%","76.9%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School",8,"*","*","*","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School",4,132,2428,2466,38,"32.6%","59.2%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",5,"*",2453,2511,58,"63.0%","83.2%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",6,124,2514,2548,33,"47.6%","69.0%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",7,136,2516,2549,33,"51.5%","67.9%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",8,123,2552,2596,44,"57.7%","74.4%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",6,158,2516,2541,25,"42.4%","59.5%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",7,158,2520,2573,53,"69.6%","84.3%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",8,136,2566,2578,12,"36.8%","54.1%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",4,51,2401,2452,51,"37.3%","75.7%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",5,47,2441,2483,42,"51.1%","72.3%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",4,29,2452,2493,42,"41.4%","70.0%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,28,2510,2570,60,"78.6%","93.5%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,44,2394,2450,56,"38.6%","75.7%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,56,2448,2477,29,"42.9%","61.7%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,29,2440,2497,56,"51.7%","78.5%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,21,2439,2491,53,"57.1%","86.7%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,65,2458,2529,71,"75.4%","97.5%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,51,2468,2522,54,"64.7%","86.9%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,40,2438,2533,95,"90.0%","100.0%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,32,2521,2535,14,"25.0%","47.6%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,41,2452,2511,59,"51.2%","85.3%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,33,2488,2533,44,"63.6%","83.0%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,123,2509,2516,7,"23.6%","42.1%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,142,2486,2499,14,"31.0%","47.9%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,111,2506,2508,2,"23.4%","36.5%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,279,2521,2563,42,"59.5%","82.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,249,2526,2567,41,"51.0%","74.0%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,58,2440,2487,47,"44.8%","70.6%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,60,2492,2524,32,"40.0%","62.3%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,250,2569,2606,37,"55.6%","75.9%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,273,2587,2639,52,"74.7%","88.8%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,65,2504,2561,58,"66.2%","88.6%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,65,2506,2528,21,"38.5%","52.2%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,60,2456,2500,44,"31.7%","66.4%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,70,2491,2518,28,"37.1%","58.8%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,64,2493,2516,23,"40.6%","56.3%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,44,2385,2447,62,"45.5%","80.1%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,33,2427,2422,-5,"12.1%","27.7%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,33,2422,2441,20,"33.3%","49.0%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,29,2474,2483,9,"13.8%","30.5%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,35,2463,2479,17,"20.0%","42.5%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,39,2414,2464,51,"56.4%","77.7%"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",7,"*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",8,"*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,338,2517,2529,12,"33.1%","49.9%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,377,2511,2519,8,"32.9%","44.9%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,39,2415,2456,40,"23.1%","59.3%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,50,2422,2456,34,"40.0%","66.5%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,41,2451,2500,49,"46.3%","75.8%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,39,2420,2465,45,"43.6%","73.8%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,40,2475,2487,11,"17.5%","39.5%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,34,2465,2484,18,"26.5%","48.6%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,38,2442,2462,20,"26.3%","46.6%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,45,2444,2487,44,"57.8%","79.4%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,38,2482,2528,46,"57.9%","80.9%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,53,2446,2491,45,"30.2%","68.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,55,2509,2538,29,"47.3%","65.2%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,45,2518,2543,25,"44.4%","66.6%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,50,2499,2529,30,"28.0%","56.7%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,53,2501,2541,40,"56.6%","82.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,65,2526,2565,39,"52.3%","71.9%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,9,"*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,10,"*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,8,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,56,2330,2391,61,"32.1%","71.3%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",5,54,2392,2378,-14,"5.6%","19.8%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",6,35,2411,2388,-24,"14.3%","23.9%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",7,28,2404,2423,18,"39.3%","58.8%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",8,49,2418,2419,1,"28.6%","44.4%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",4,44,2368,2417,49,"36.4%","65.5%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",5,41,2409,2441,32,"39.0%","64.3%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",6,30,2420,2428,8,"23.3%","44.3%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",7,38,2416,2435,19,"26.3%","53.4%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",8,49,2400,2428,28,"32.7%","52.1%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",4,65,2384,2430,46,"30.8%","62.0%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",5,69,2418,2460,43,"60.9%","78.8%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",6,75,2451,2496,45,"56.0%","73.2%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",7,81,2464,2498,33,"48.1%","64.8%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",4,27,2383,2447,64,"55.6%","74.4%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",5,23,2417,2433,17,"21.7%","44.3%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",6,15,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",7,15,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",8,13,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",4,33,2405,2450,45,"39.4%","68.5%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",5,32,2465,2498,33,"40.6%","67.9%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",6,40,2481,2483,2,"17.5%","37.3%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",7,29,2501,2518,17,"34.5%","48.2%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",8,29,2479,2482,3,"24.1%","36.0%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",4,44,2320,2380,60,"40.9%","73.9%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",5,41,2366,2406,40,"43.9%","70.1%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",6,48,2374,2357,-17,"14.6%","31.1%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",7,47,2377,2391,15,"27.7%","53.0%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",8,47,2378,2375,-2,"21.3%","37.5%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",4,64,2355,2384,29,"17.2%","45.3%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",5,53,2380,2433,52,"47.2%","77.1%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",6,40,2418,2431,12,"25.0%","51.0%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",7,52,2420,2417,-3,"17.3%","33.9%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",8,43,2435,2438,2,"23.3%","37.7%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",4,39,2416,2426,10,"5.1%","32.8%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",5,39,2437,2446,10,"25.6%","42.2%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",6,51,2434,2460,26,"45.1%","60.5%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",7,57,2481,2494,14,"29.8%","47.9%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",8,48,2483,2495,12,"31.3%","49.0%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",4,25,2329,2390,60,"32.0%","78.7%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",5,29,2396,2421,25,"37.9%","54.3%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",6,16,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0642411""","Clark School",7,22,2383,2427,44,"36.4%","52.6%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",8,13,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",6,68,2455,2469,13,"26.5%","48.2%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",7,88,2473,2472,-1,"23.9%","41.0%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",8,105,2476,2478,2,"27.6%","42.6%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",4,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",5,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",6,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",7,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",8,6,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School",7,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School",8,"*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",4,60,2421,2459,38,"30.0%","60.3%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",5,59,2471,2522,51,"66.1%","84.7%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",6,57,2460,2505,46,"54.4%","79.9%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",7,60,2485,2495,10,"36.7%","49.3%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",8,58,2547,2552,5,"29.3%","46.1%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School",4,79,2373,2400,27,"12.7%","48.6%"
