"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"Special Education",12,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"Non-Special Education",133,2450,2466,16,"21.8%","44.0%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"Special Education",19,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"Non-Special Education",152,2471,2492,21,"28.3%","50.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"Special Education",37,2398,2403,5,"37.8%","50.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"Non-Special Education",246,2487,2517,30,"41.5%","65.3%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"Special Education",41,2377,2381,4,"19.5%","37.4%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"Non-Special Education",246,2495,2508,13,"28.9%","45.1%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"Special Education",29,2395,2436,40,"44.8%","64.6%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"Non-Special Education",252,2501,2531,30,"42.9%","61.7%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"Non-Special Education","*",2395,2474,79,"70.0%","94.0%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"Special Education",6,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"Non-Special Education",50,2461,2520,59,"64.0%","91.3%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"Non-Special Education","*",2421,2508,87,"65.8%","91.4%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"Special Education",9,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"Non-Special Education",37,2473,2496,23,"37.8%","62.5%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"Special Education",7,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"Non-Special Education",46,2405,2475,70,"56.5%","85.3%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"Special Education",9,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"Non-Special Education",51,2483,2541,58,"64.7%","89.8%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"Special Education",16,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"Non-Special Education",148,2432,2467,36,"30.4%","59.7%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"Special Education",20,2366,2402,36,"30.0%","61.5%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"Non-Special Education",159,2485,2505,20,"30.2%","51.9%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"Non-Special Education","*",2418,2500,83,"76.1%","99.4%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"Non-Special Education","*",2462,2507,45,"52.3%","81.6%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"Non-Special Education",79,2393,2478,85,"78.5%","99.6%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"Non-Special Education",72,2476,2524,48,"58.3%","80.5%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"Non-Special Education","*",2422,2482,60,"55.3%","84.4%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"Non-Special Education","*",2498,2520,22,"16.3%","53.0%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"Special Education",36,2388,2417,29,"38.9%","57.5%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"Non-Special Education",210,2471,2502,31,"40.0%","62.3%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"Special Education",28,2405,2424,19,"28.6%","47.6%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"Non-Special Education",240,2498,2515,17,"32.9%","53.0%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"Special Education",40,2412,2449,37,"52.5%","67.4%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"Non-Special Education",256,2482,2524,42,"52.7%","68.1%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"Non-Special Education","*",2428,2485,57,"48.5%","80.8%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"Special Education",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"Non-Special Education",74,2474,2511,36,"52.7%","74.8%"
"=""0340011""","Danbury School District","=""0341011""","South Street School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School",4,"Non-Special Education","*",2389,2464,76,"57.1%","91.6%"
"=""0340011""","Danbury School District","=""0341011""","South Street School",5,"Special Education",6,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School",5,"Non-Special Education",46,2467,2501,34,"45.7%","64.7%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",4,"Non-Special Education","*",2415,2468,53,"42.9%","79.0%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",5,"Special Education",18,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",5,"Non-Special Education",65,2469,2488,19,"27.7%","48.4%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",4,"Special Education","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",4,"Non-Special Education","*",2444,2519,75,"68.4%","95.6%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",5,"Special Education",6,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",5,"Non-Special Education",53,2504,2564,60,"73.6%","89.7%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",6,"Special Education",16,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",6,"Non-Special Education",171,2510,2529,19,"30.4%","50.4%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",7,"Special Education",13,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",7,"Non-Special Education",180,2555,2564,9,"31.7%","46.4%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",8,"Special Education",10,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",8,"Non-Special Education",85,2556,2575,19,"48.2%","61.1%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",4,"Special Education",12,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",4,"Non-Special Education",74,2488,2544,55,"59.5%","84.0%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",5,"Special Education",13,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",5,"Non-Special Education",77,2540,2583,43,"72.7%","87.3%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",4,"Special Education",11,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",4,"Non-Special Education",58,2494,2543,49,"46.6%","79.6%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",5,"Special Education",6,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",5,"Non-Special Education",59,2537,2585,48,"69.5%","87.6%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",6,"Special Education",57,2463,2517,53,"56.1%","72.1%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",6,"Non-Special Education",328,2566,2637,71,"82.0%","99.4%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",7,"Special Education",54,2542,2563,21,"40.7%","61.0%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",7,"Non-Special Education",308,2624,2649,25,"60.7%","75.6%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",8,"Special Education",51,2533,2585,51,"76.5%","91.4%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",8,"Non-Special Education",305,2652,2702,50,"82.6%","93.7%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",4,"Special Education",11,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",4,"Non-Special Education",62,2489,2533,44,"48.4%","70.9%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",5,"Special Education",9,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",5,"Non-Special Education",57,2539,2588,49,"73.7%","92.5%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",4,"Special Education",9,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",4,"Non-Special Education",54,2516,2558,42,"57.4%","81.1%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",5,"Special Education",7,"*","*","*","*","*"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",5,"Non-Special Education",54,2507,2569,62,"74.1%","95.9%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",4,"Special Education","*","*","*","*","*","*"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",4,"Non-Special Education","*",2500,2556,56,"61.4%","86.3%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",5,"Special Education","*","*","*","*","*","*"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",5,"Non-Special Education","*",2546,2594,48,"71.9%","89.8%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",4,"Special Education",9,"*","*","*","*","*"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",4,"Non-Special Education",39,2454,2506,52,"48.7%","73.0%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",5,"Special Education",7,"*","*","*","*","*"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",5,"Non-Special Education",36,2530,2560,30,"41.7%","66.7%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",6,"Special Education",8,"*","*","*","*","*"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",6,"Non-Special Education",46,2525,2580,55,"60.9%","83.7%"
"=""0370011""","Derby School District","=""0370611""","Bradley School",4,"Special Education",13,"*","*","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School",4,"Non-Special Education",53,2433,2480,47,"34.0%","72.7%"
"=""0370011""","Derby School District","=""0370611""","Bradley School",5,"Special Education","*","*","*","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School",5,"Non-Special Education","*",2483,2502,19,"23.5%","51.2%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",6,"Special Education",11,"*","*","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",6,"Non-Special Education",94,2474,2488,14,"31.9%","52.3%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",7,"Special Education",16,"*","*","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",7,"Non-Special Education",86,2481,2481,1,"16.3%","32.8%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",8,"Special Education",10,"*","*","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",8,"Non-Special Education",78,2506,2503,-3,"16.7%","35.3%"
"=""0370011""","Derby School District","=""0370411""","Irving School",4,"Special Education",9,"*","*","*","*","*"
"=""0370011""","Derby School District","=""0370411""","Irving School",4,"Non-Special Education",46,2417,2451,34,"19.6%","52.2%"
"=""0370011""","Derby School District","=""0370411""","Irving School",5,"Special Education",7,"*","*","*","*","*"
"=""0370011""","Derby School District","=""0370411""","Irving School",5,"Non-Special Education",40,2434,2435,2,"20.0%","32.9%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",6,"Special Education",12,"*","*","*","*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",6,"Non-Special Education",46,2574,2594,19,"39.1%","54.4%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",7,"Special Education",6,"*","*","*","*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",7,"Non-Special Education",67,2554,2588,35,"52.2%","71.5%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",8,"Special Education","*","*","*","*","*","*"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",8,"Non-Special Education","*",2564,2593,29,"45.5%","67.2%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",4,"Special Education","*","*","*","*","*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",4,"Non-Special Education","*",2464,2517,53,"55.8%","83.1%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",5,"Special Education",9,"*","*","*","*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",5,"Non-Special Education",60,2538,2589,51,"63.3%","85.6%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",4,"Special Education",11,"*","*","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",4,"Non-Special Education",56,2485,2506,21,"19.6%","47.3%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",5,"Special Education","*","*","*","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",5,"Non-Special Education","*",2508,2550,42,"54.0%","74.4%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",6,"Special Education",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",6,"Non-Special Education",65,2528,2551,23,"32.3%","57.9%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",7,"Special Education",9,"*","*","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",7,"Non-Special Education",81,2552,2572,20,"49.4%","69.1%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",8,"Special Education",9,"*","*","*","*","*"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",8,"Non-Special Education",82,2549,2533,-16,"15.9%","28.8%"
"=""0420011""","East Hampton School District","=""0420311""","Center School",4,"Special Education",7,"*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School",4,"Non-Special Education",137,2442,2498,56,"54.0%","80.6%"
"=""0420011""","East Hampton School District","=""0420311""","Center School",5,"Special Education",10,"*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School",5,"Non-Special Education",109,2492,2525,33,"45.9%","72.9%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",6,"Special Education",14,"*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",6,"Non-Special Education",126,2526,2531,5,"19.0%","38.7%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",7,"Special Education",9,"*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",7,"Non-Special Education",106,2535,2537,1,"24.5%","38.9%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",8,"Special Education",13,"*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",8,"Non-Special Education",112,2564,2568,4,"28.6%","43.7%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",4,"Special Education",9,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",4,"Non-Special Education",44,2377,2434,57,"40.9%","76.4%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",5,"Special Education",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",5,"Non-Special Education",27,2433,2418,-15,"0.0%","12.4%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"Special Education",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"Non-Special Education",47,2393,2435,42,"29.8%","63.8%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"Special Education","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"Non-Special Education","*",2439,2437,-3,"16.7%","32.9%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"Special Education",10,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"Non-Special Education",39,2413,2438,25,"15.4%","46.0%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"Special Education",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"Non-Special Education",35,2451,2451,-0,"0.0%","30.3%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"Special Education",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"Non-Special Education",75,2413,2468,55,"45.3%","79.3%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"Special Education",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"Non-Special Education",80,2465,2473,8,"12.5%","36.5%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"Special Education",32,2357,2348,-9,"18.8%","30.7%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"Non-Special Education",187,2447,2476,28,"36.4%","61.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"Special Education",48,2364,2365,1,"20.8%","34.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"Non-Special Education",279,2473,2484,11,"26.5%","44.9%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"Special Education",60,2369,2400,31,"38.3%","54.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"Non-Special Education",368,2476,2484,8,"27.4%","43.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"Special Education","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"Non-Special Education","*",2429,2466,37,"25.5%","57.7%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"Special Education","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"Non-Special Education","*",2484,2500,16,"17.3%","40.8%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"Special Education","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"Non-Special Education","*",2426,2484,58,"56.7%","75.7%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"Special Education",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"Non-Special Education",30,2465,2475,10,"23.3%","39.7%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"Special Education","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"Non-Special Education","*",2441,2489,48,"22.6%","70.2%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"Special Education",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"Non-Special Education",39,2458,2485,27,"38.5%","62.6%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"Special Education",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"Non-Special Education",52,2390,2421,31,"11.5%","50.8%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"Special Education",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"Non-Special Education",61,2431,2417,-14,"9.8%","23.4%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"Special Education",12,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"Non-Special Education",38,2448,2452,4,"15.8%","39.9%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"Special Education","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"Non-Special Education","*",2374,2433,59,"42.9%","80.4%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"Special Education",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"Non-Special Education",26,2435,2465,30,"42.3%","66.1%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"Special Education",14,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"Non-Special Education",91,2457,2459,2,"22.0%","37.2%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"Special Education",14,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"Non-Special Education",72,2458,2454,-5,"20.8%","33.0%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"Special Education",12,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"Special Education",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"Special Education",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"Special Education",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",8,"Special Education",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"Special Education","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"Non-Special Education","*",2463,2496,33,"21.6%","57.8%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"Special Education",6,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"Non-Special Education",34,2458,2504,46,"50.0%","80.3%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"Special Education",6,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"Non-Special Education",37,2503,2549,46,"48.6%","80.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"Special Education","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"Non-Special Education","*",2545,2556,12,"37.5%","53.9%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"Special Education",6,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"Non-Special Education",38,2565,2588,22,"44.7%","64.3%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"Special Education",9,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"Non-Special Education",52,2424,2486,62,"57.7%","88.2%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Special Education",6,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Non-Special Education",55,2480,2518,38,"54.5%","77.0%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Special Education","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Non-Special Education","*",2404,2460,56,"47.9%","78.9%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Special Education",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Non-Special Education",37,2445,2468,23,"21.6%","56.0%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Special Education",14,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Non-Special Education",150,2477,2510,34,"43.3%","65.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Special Education",20,2377,2393,16,"40.0%","55.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Non-Special Education",165,2492,2500,7,"24.2%","41.8%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Special Education",28,2406,2399,-7,"17.9%","35.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Non-Special Education",156,2469,2495,27,"42.9%","60.2%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Special Education",9,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Non-Special Education",39,2420,2460,41,"28.2%","61.4%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Special Education",6,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Non-Special Education",39,2451,2471,21,"23.1%","52.5%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Special Education",14,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Non-Special Education",172,2529,2549,20,"37.8%","56.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Special Education",24,2453,2484,31,"29.2%","56.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Non-Special Education",168,2532,2593,61,"67.3%","90.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Special Education",30,2471,2498,27,"46.7%","61.7%"
