"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Not Eligible for Free/Reduced Lunch",111,"57.7%","87.7%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Eligible for Free Lunch",40,"45.0%","81.0%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Not Eligible for Free/Reduced Lunch",92,"63.0%","89.7%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Eligible for Reduced Lunch",6,"*","*"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Eligible for Free Lunch",6,"*","*"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Not Eligible for Free/Reduced Lunch",143,"51.0%","74.3%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Not Eligible for Free/Reduced Lunch",148,"45.9%","71.6%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Not Eligible for Free/Reduced Lunch",170,"47.1%","76.6%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Not Eligible for Free/Reduced Lunch",133,"63.2%","90.8%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Eligible for Free Lunch",28,"50.0%","66.8%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Not Eligible for Free/Reduced Lunch",728,"53.2%","71.5%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Eligible for Reduced Lunch",8,"*","*"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Eligible for Free Lunch",10,"*","*"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Not Eligible for Free/Reduced Lunch",142,"58.5%","82.0%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Not Eligible for Free/Reduced Lunch",158,"47.5%","74.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Eligible for Free Lunch",88,"23.9%","38.6%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Not Eligible for Free/Reduced Lunch",530,"39.6%","58.5%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Eligible for Reduced Lunch",18,"*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Not Eligible for Free/Reduced Lunch","*","77.5%","95.2%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Eligible for Free Lunch","*","48.2%","70.4%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Not Eligible for Free/Reduced Lunch",530,"68.5%","83.7%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Not Eligible for Free/Reduced Lunch",69,"55.1%","86.3%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520111""","Union School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520111""","Union School","Not Eligible for Free/Reduced Lunch",56,"67.9%","90.8%"
"=""0520011""","Farmington School District","=""0520111""","Union School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520311""","West District School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520311""","West District School","Not Eligible for Free/Reduced Lunch",59,"62.7%","88.6%"
"=""0520011""","Farmington School District","=""0520311""","West District School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Eligible for Free Lunch",59,"35.6%","64.7%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Not Eligible for Free/Reduced Lunch",551,"65.7%","85.1%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Eligible for Reduced Lunch",8,"*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Eligible for Free Lunch",13,"*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Not Eligible for Free/Reduced Lunch",75,"29.3%","50.1%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Not Eligible for Free/Reduced Lunch",158,"62.0%","87.5%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Not Eligible for Free/Reduced Lunch","*","67.4%","88.8%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Eligible for Free Lunch",33,"30.3%","46.4%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Not Eligible for Free/Reduced Lunch",418,"64.8%","83.2%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Eligible for Reduced Lunch",6,"*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Not Eligible for Free/Reduced Lunch",133,"54.1%","73.5%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Not Eligible for Free/Reduced Lunch",127,"68.5%","89.0%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Eligible for Free Lunch",37,"37.8%","66.6%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Not Eligible for Free/Reduced Lunch",86,"39.5%","70.5%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Eligible for Reduced Lunch",7,"*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Not Eligible for Free/Reduced Lunch",158,"67.7%","88.6%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Eligible for Free Lunch",64,"43.8%","64.7%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Not Eligible for Free/Reduced Lunch",918,"56.4%","74.1%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Eligible for Reduced Lunch",20,"35.0%","56.7%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Eligible for Free Lunch",24,"25.0%","50.2%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Not Eligible for Free/Reduced Lunch",258,"43.0%","59.2%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Eligible for Reduced Lunch",10,"*","*"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Eligible for Free Lunch","*","*","*"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Not Eligible for Free/Reduced Lunch",182,"57.7%","82.8%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Eligible for Reduced Lunch","*","*","*"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Eligible for Free Lunch","*","*","*"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Not Eligible for Free/Reduced Lunch",172,"68.0%","90.9%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Eligible for Reduced Lunch","*","*","*"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Eligible for Free Lunch",140,"38.6%","56.9%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Not Eligible for Free/Reduced Lunch",35,"65.7%","82.9%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Eligible for Reduced Lunch",28,"50.0%","67.1%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Eligible for Free Lunch",52,"36.5%","50.4%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Not Eligible for Free/Reduced Lunch",449,"39.9%","55.1%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Eligible for Reduced Lunch",15,"*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Not Eligible for Free/Reduced Lunch",127,"55.9%","80.4%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Eligible for Free Lunch",18,"*","*"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Not Eligible for Free/Reduced Lunch",747,"68.5%","82.6%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Eligible for Reduced Lunch",9,"*","*"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Not Eligible for Free/Reduced Lunch",133,"52.6%","74.4%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Eligible for Free Lunch",47,"42.6%","72.4%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Not Eligible for Free/Reduced Lunch",49,"30.6%","67.6%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Eligible for Reduced Lunch",12,"*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Not Eligible for Free/Reduced Lunch",118,"66.1%","84.0%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Eligible for Free Lunch","*","29.6%","58.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Not Eligible for Free/Reduced Lunch",81,"55.6%","79.4%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Eligible for Free Lunch",37,"35.1%","64.4%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Not Eligible for Free/Reduced Lunch",25,"56.0%","72.2%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Eligible for Reduced Lunch",10,"*","*"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Not Eligible for Free/Reduced Lunch",133,"61.7%","83.5%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Not Eligible for Free/Reduced Lunch","*","49.5%","68.7%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Not Eligible for Free/Reduced Lunch","*","67.5%","87.4%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Not Eligible for Free/Reduced Lunch",56,"55.4%","76.2%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Not Eligible for Free/Reduced Lunch","*","59.6%","78.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Eligible for Free Lunch",125,"49.6%","67.0%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Not Eligible for Free/Reduced Lunch",328,"58.2%","76.2%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Eligible for Reduced Lunch",41,"53.7%","71.1%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","Eligible for Reduced Lunch","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Eligible for Free Lunch",40,"27.5%","57.6%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Not Eligible for Free/Reduced Lunch",84,"33.3%","57.7%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Eligible for Reduced Lunch",8,"*","*"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Eligible for Free Lunch",178,"50.6%","69.4%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Not Eligible for Free/Reduced Lunch",290,"59.7%","78.5%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Eligible for Reduced Lunch",34,"35.3%","51.2%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Eligible for Free Lunch",97,"43.3%","60.2%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Not Eligible for Free/Reduced Lunch",313,"52.1%","67.4%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Eligible for Reduced Lunch",42,"52.4%","74.4%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Eligible for Free Lunch",58,"36.2%","67.5%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Not Eligible for Free/Reduced Lunch",33,"54.5%","85.9%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Eligible for Reduced Lunch",7,"*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Eligible for Free Lunch",10,"*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Not Eligible for Free/Reduced Lunch",32,"65.6%","89.3%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Eligible for Reduced Lunch",15,"*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Eligible for Free Lunch",59,"40.7%","66.5%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Not Eligible for Free/Reduced Lunch",33,"36.4%","67.0%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Eligible for Reduced Lunch",8,"*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Eligible for Free Lunch",18,"*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Not Eligible for Free/Reduced Lunch",22,"54.5%","81.7%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Eligible for Reduced Lunch",10,"*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Eligible for Free Lunch",21,"57.1%","82.5%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Not Eligible for Free/Reduced Lunch",89,"75.3%","96.1%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Eligible for Reduced Lunch",6,"*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Eligible for Free Lunch",27,"48.1%","70.8%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Not Eligible for Free/Reduced Lunch",33,"69.7%","87.4%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Eligible for Reduced Lunch",12,"*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Eligible for Free Lunch","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Not Eligible for Free/Reduced Lunch",58,"63.8%","88.3%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Eligible for Reduced Lunch","*","*","*"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Eligible for Free Lunch",162,"29.6%","43.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Not Eligible for Free/Reduced Lunch",157,"22.9%","41.2%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Eligible for Reduced Lunch",57,"26.3%","43.8%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Eligible for Free Lunch",38,"50.0%","75.7%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Not Eligible for Free/Reduced Lunch",482,"56.4%","79.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Eligible for Reduced Lunch",8,"*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Not Eligible for Free/Reduced Lunch","*","44.6%","69.7%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Eligible for Reduced Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Not Eligible for Free/Reduced Lunch","*","40.4%","63.2%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Eligible for Free Lunch",34,"64.7%","83.4%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Not Eligible for Free/Reduced Lunch",475,"65.9%","83.0%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Eligible for Reduced Lunch",14,"*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Not Eligible for Free/Reduced Lunch",59,"66.1%","88.1%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Eligible for Reduced Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Not Eligible for Free/Reduced Lunch",54,"40.7%","55.2%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Eligible for Free Lunch",25,"32.0%","47.5%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Not Eligible for Free/Reduced Lunch",161,"38.5%","63.9%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Eligible for Reduced Lunch",8,"*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Eligible for Free Lunch",79,"31.6%","55.4%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Not Eligible for Free/Reduced Lunch",18,"*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Eligible for Reduced Lunch",13,"*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Eligible for Free Lunch",40,"37.5%","58.3%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Not Eligible for Free/Reduced Lunch",47,"31.9%","47.5%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Eligible for Reduced Lunch",16,"*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Eligible for Free Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Eligible for Free Lunch",237,"29.5%","43.9%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Not Eligible for Free/Reduced Lunch",412,"34.7%","48.2%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Eligible for Reduced Lunch",66,"34.8%","53.2%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Eligible for Free Lunch",73,"41.1%","70.7%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Not Eligible for Free/Reduced Lunch",46,"32.6%","61.3%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Eligible for Reduced Lunch",11,"*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Eligible for Free Lunch",55,"16.4%","43.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Not Eligible for Free/Reduced Lunch",42,"45.2%","64.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Eligible for Reduced Lunch",16,"*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Eligible for Free Lunch","*","53.4%","71.1%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Not Eligible for Free/Reduced Lunch",58,"37.9%","64.8%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Eligible for Free Lunch","*","21.4%","49.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Not Eligible for Free/Reduced Lunch",124,"45.2%","70.7%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Eligible for Free Lunch",13,"*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Not Eligible for Free/Reduced Lunch",148,"45.9%","69.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Eligible for Reduced Lunch",7,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Eligible for Free Lunch","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Not Eligible for Free/Reduced Lunch",19,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Eligible for Free Lunch","*","22.4%","43.4%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Eligible for Free Lunch","*","31.7%","56.3%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Eligible for Free Lunch",182,"40.1%","62.6%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Not Eligible for Free/Reduced Lunch",102,"65.7%","82.4%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Eligible for Reduced Lunch",6,"*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Eligible for Free Lunch",68,"35.3%","58.2%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Not Eligible for Free/Reduced Lunch","*","52.4%","61.3%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Eligible for Free Lunch",83,"25.3%","47.1%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Not Eligible for Free/Reduced Lunch",61,"39.3%","59.3%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Eligible for Reduced Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Eligible for Free Lunch",221,"29.9%","52.3%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Not Eligible for Free/Reduced Lunch",6,"*","*"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Eligible for Free Lunch","*","25.2%","48.8%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Eligible for Free Lunch",140,"23.6%","44.8%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Not Eligible for Free/Reduced Lunch",75,"38.7%","55.3%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Eligible for Reduced Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Eligible for Free Lunch",105,"41.0%","63.5%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Eligible for Free Lunch",130,"26.2%","41.7%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Not Eligible for Free/Reduced Lunch",116,"28.4%","48.3%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Eligible for Reduced Lunch",15,"*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Eligible for Free Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Eligible for Free Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Eligible for Free Lunch",277,"42.6%","63.3%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Not Eligible for Free/Reduced Lunch",17,"*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Eligible for Free Lunch","*","27.5%","59.7%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Eligible for Free Lunch","*","27.1%","48.8%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Eligible for Free Lunch",333,"29.4%","48.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Not Eligible for Free/Reduced Lunch",233,"41.6%","62.6%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Eligible for Reduced Lunch",26,"26.9%","42.8%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Eligible for Free Lunch","*","39.0%","63.4%"
