"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School","Eligible for Reduced Lunch",84,"33.3%","53.8%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Eligible for Free Lunch",45,"51.1%","77.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Not Eligible for Free/Reduced Lunch",52,"50.0%","73.8%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School","Eligible for Reduced Lunch",10,"*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Eligible for Free Lunch",52,"51.9%","73.2%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School","Eligible for Reduced Lunch","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Eligible for Free Lunch",38,"52.6%","76.1%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Not Eligible for Free/Reduced Lunch",37,"56.8%","79.8%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School","Eligible for Reduced Lunch",9,"*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Eligible for Free Lunch",100,"35.0%","62.3%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Not Eligible for Free/Reduced Lunch","*","45.3%","71.6%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School","Eligible for Reduced Lunch","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Eligible for Free Lunch",56,"37.5%","68.5%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School","Not Eligible for Free/Reduced Lunch",13,"*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Eligible for Free Lunch",122,"35.2%","62.4%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Not Eligible for Free/Reduced Lunch",54,"53.7%","71.5%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages","Eligible for Reduced Lunch",16,"*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Eligible for Free Lunch",30,"20.0%","50.3%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School","Not Eligible for Free/Reduced Lunch",14,"*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Eligible for Free Lunch",45,"48.9%","71.1%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Not Eligible for Free/Reduced Lunch",145,"39.3%","66.4%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy","Eligible for Reduced Lunch",21,"42.9%","65.5%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Eligible for Free Lunch",41,"41.5%","71.3%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Not Eligible for Free/Reduced Lunch",72,"36.1%","68.7%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School","Eligible for Reduced Lunch",9,"*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Eligible for Free Lunch",39,"25.6%","46.2%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Not Eligible for Free/Reduced Lunch",47,"27.7%","54.0%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School","Eligible for Reduced Lunch",11,"*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Eligible for Free Lunch",231,"43.7%","67.7%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Not Eligible for Free/Reduced Lunch",226,"52.2%","73.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School","Eligible for Reduced Lunch",76,"42.1%","69.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Eligible for Free Lunch",46,"45.7%","72.2%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Not Eligible for Free/Reduced Lunch",38,"31.6%","59.4%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School","Eligible for Reduced Lunch",8,"*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Eligible for Free Lunch",111,"32.4%","53.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Not Eligible for Free/Reduced Lunch",647,"47.3%","63.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School","Eligible for Reduced Lunch",22,"45.5%","54.5%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Eligible for Free Lunch",10,"*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Not Eligible for Free/Reduced Lunch",68,"57.4%","81.6%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School","Eligible for Reduced Lunch",7,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Eligible for Free Lunch",8,"*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Not Eligible for Free/Reduced Lunch",41,"61.0%","84.2%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School","Eligible for Reduced Lunch",6,"*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Eligible for Free Lunch","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Not Eligible for Free/Reduced Lunch",31,"61.3%","86.7%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School","Eligible for Reduced Lunch","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School","Eligible for Free Lunch","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Eligible for Free Lunch",130,"33.1%","58.0%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Not Eligible for Free/Reduced Lunch",187,"32.6%","57.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School","Eligible for Reduced Lunch",25,"44.0%","69.7%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Eligible for Free Lunch",18,"*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education","Eligible for Reduced Lunch","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Eligible for Free Lunch",11,"*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School","Not Eligible for Free/Reduced Lunch",56,"37.5%","59.6%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Eligible for Free Lunch","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Not Eligible for Free/Reduced Lunch",273,"50.5%","69.3%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School","Eligible for Reduced Lunch","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Eligible for Free Lunch","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Not Eligible for Free/Reduced Lunch",201,"68.2%","87.0%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School","Eligible for Free Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Eligible for Free Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School","Not Eligible for Free/Reduced Lunch",54,"53.7%","76.5%"
"=""0480011""","Ellington School District","=""0480111""","Center School","Eligible for Reduced Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Eligible for Free Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School","Not Eligible for Free/Reduced Lunch","*","51.3%","83.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Eligible for Free Lunch","*","32.3%","55.9%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Not Eligible for Free/Reduced Lunch",363,"39.4%","58.1%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School","Eligible for Reduced Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Eligible for Free Lunch","*","35.0%","64.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Not Eligible for Free/Reduced Lunch",374,"50.0%","67.0%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School","Eligible for Reduced Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Eligible for Free Lunch","*","*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Not Eligible for Free/Reduced Lunch",82,"56.1%","79.8%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School","Eligible for Reduced Lunch","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Eligible for Free Lunch",215,"53.5%","76.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Not Eligible for Free/Reduced Lunch",59,"67.8%","82.1%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School","Eligible for Reduced Lunch",36,"38.9%","60.4%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Eligible for Free Lunch",69,"34.8%","59.4%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Not Eligible for Free/Reduced Lunch",131,"43.5%","67.8%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School","Eligible for Reduced Lunch",13,"*","*"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Eligible for Free Lunch",82,"48.8%","70.6%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Not Eligible for Free/Reduced Lunch",156,"55.8%","79.5%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School","Eligible for Reduced Lunch",14,"*","*"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Eligible for Free Lunch",303,"32.0%","56.6%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Not Eligible for Free/Reduced Lunch",605,"49.3%","67.4%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School","Eligible for Reduced Lunch",83,"36.1%","53.2%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)","Eligible for Reduced Lunch","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Eligible for Free Lunch",72,"47.2%","75.6%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Not Eligible for Free/Reduced Lunch",147,"52.4%","77.7%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School","Eligible for Reduced Lunch",24,"37.5%","61.9%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Eligible for Free Lunch",9,"*","*"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Not Eligible for Free/Reduced Lunch",165,"50.9%","69.8%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School","Eligible for Reduced Lunch",7,"*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School","Not Eligible for Free/Reduced Lunch","*","65.0%","85.7%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Not Eligible for Free/Reduced Lunch",99,"68.7%","89.0%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Eligible for Free Lunch",59,"39.0%","65.1%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Not Eligible for Free/Reduced Lunch",755,"46.1%","64.4%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School","Eligible for Reduced Lunch",17,"*","*"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Not Eligible for Free/Reduced Lunch",103,"65.0%","86.4%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Not Eligible for Free/Reduced Lunch",111,"55.0%","78.5%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Eligible for Free Lunch",39,"25.6%","50.3%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Not Eligible for Free/Reduced Lunch",91,"36.3%","61.1%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School","Eligible for Reduced Lunch",6,"*","*"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Eligible for Free Lunch",6,"*","*"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School","Not Eligible for Free/Reduced Lunch",143,"53.8%","76.4%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Not Eligible for Free/Reduced Lunch",148,"50.7%","72.0%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Not Eligible for Free/Reduced Lunch",170,"61.8%","81.1%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Not Eligible for Free/Reduced Lunch",133,"68.4%","91.3%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Eligible for Free Lunch",28,"42.9%","57.7%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Not Eligible for Free/Reduced Lunch",728,"43.8%","60.8%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Eligible for Reduced Lunch",8,"*","*"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Eligible for Free Lunch",10,"*","*"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Not Eligible for Free/Reduced Lunch",142,"60.6%","80.5%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Eligible for Free Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Not Eligible for Free/Reduced Lunch",158,"44.9%","70.5%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Eligible for Reduced Lunch","*","*","*"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Eligible for Free Lunch",88,"53.4%","73.1%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Not Eligible for Free/Reduced Lunch",534,"50.7%","68.3%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Eligible for Reduced Lunch",19,"*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Not Eligible for Free/Reduced Lunch","*","83.7%","100.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Eligible for Free Lunch","*","34.5%","52.8%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Not Eligible for Free/Reduced Lunch",528,"50.6%","66.8%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Not Eligible for Free/Reduced Lunch",69,"60.9%","83.8%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520111""","Union School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520111""","Union School","Not Eligible for Free/Reduced Lunch",56,"60.7%","78.5%"
"=""0520011""","Farmington School District","=""0520111""","Union School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520311""","West District School","Eligible for Free Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520311""","West District School","Not Eligible for Free/Reduced Lunch",59,"62.7%","79.6%"
"=""0520011""","Farmington School District","=""0520311""","West District School","Eligible for Reduced Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Eligible for Free Lunch",59,"40.7%","64.1%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Not Eligible for Free/Reduced Lunch",551,"53.2%","72.5%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Eligible for Reduced Lunch",8,"*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Eligible for Free Lunch",13,"*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Not Eligible for Free/Reduced Lunch",75,"38.7%","54.8%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Not Eligible for Free/Reduced Lunch",158,"53.8%","76.8%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Not Eligible for Free/Reduced Lunch","*","60.5%","81.6%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Eligible for Free Lunch",35,"48.6%","67.1%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Not Eligible for Free/Reduced Lunch",418,"61.5%","77.1%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Eligible for Reduced Lunch",6,"*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Not Eligible for Free/Reduced Lunch",133,"57.9%","75.6%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Not Eligible for Free/Reduced Lunch",127,"59.1%","80.4%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Eligible for Free Lunch",37,"27.0%","53.6%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Not Eligible for Free/Reduced Lunch",86,"40.7%","66.0%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Eligible for Reduced Lunch",7,"*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Eligible for Free Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Not Eligible for Free/Reduced Lunch",159,"64.8%","83.5%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Eligible for Free Lunch",64,"29.7%","45.2%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Not Eligible for Free/Reduced Lunch",917,"44.8%","60.0%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Eligible for Reduced Lunch",20,"25.0%","38.4%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Eligible for Free Lunch",24,"33.3%","55.5%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Not Eligible for Free/Reduced Lunch",259,"52.9%","69.9%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Eligible for Reduced Lunch",10,"*","*"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Eligible for Free Lunch","*","*","*"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Not Eligible for Free/Reduced Lunch",182,"62.6%","81.4%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Eligible for Reduced Lunch","*","*","*"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Eligible for Free Lunch","*","*","*"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Not Eligible for Free/Reduced Lunch",172,"71.5%","89.9%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Eligible for Reduced Lunch","*","*","*"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Eligible for Free Lunch",142,"38.7%","57.6%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Not Eligible for Free/Reduced Lunch",36,"50.0%","71.2%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Eligible for Reduced Lunch",28,"35.7%","57.7%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Eligible for Free Lunch",52,"38.5%","58.6%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Not Eligible for Free/Reduced Lunch",446,"41.0%","57.3%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Eligible for Reduced Lunch",15,"*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Not Eligible for Free/Reduced Lunch",123,"49.6%","72.7%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Eligible for Free Lunch",19,"*","*"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Not Eligible for Free/Reduced Lunch",738,"57.0%","72.1%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Eligible for Reduced Lunch",9,"*","*"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Not Eligible for Free/Reduced Lunch",128,"56.3%","79.8%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Eligible for Free Lunch",45,"28.9%","56.8%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Not Eligible for Free/Reduced Lunch",47,"44.7%","64.6%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Eligible for Reduced Lunch",12,"*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Not Eligible for Free/Reduced Lunch",118,"72.0%","88.1%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Eligible for Free Lunch","*","29.6%","68.1%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Not Eligible for Free/Reduced Lunch",81,"61.7%","83.0%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Eligible for Free Lunch",37,"48.6%","69.6%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Not Eligible for Free/Reduced Lunch",25,"52.0%","74.9%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Eligible for Reduced Lunch",10,"*","*"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Not Eligible for Free/Reduced Lunch",132,"62.1%","79.4%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Eligible for Reduced Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Not Eligible for Free/Reduced Lunch","*","59.2%","76.8%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Not Eligible for Free/Reduced Lunch","*","59.1%","81.3%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Not Eligible for Free/Reduced Lunch",56,"57.1%","73.7%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Eligible for Free Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Not Eligible for Free/Reduced Lunch","*","71.4%","86.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Eligible for Free Lunch",123,"46.3%","63.2%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Not Eligible for Free/Reduced Lunch",326,"59.8%","76.3%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Eligible for Reduced Lunch",41,"46.3%","61.8%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","Eligible for Reduced Lunch","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Eligible for Free Lunch",40,"42.5%","66.4%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Not Eligible for Free/Reduced Lunch",84,"38.1%","65.9%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Eligible for Reduced Lunch",8,"*","*"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Eligible for Free Lunch",178,"32.6%","54.5%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Not Eligible for Free/Reduced Lunch",290,"49.0%","68.8%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Eligible for Reduced Lunch",34,"44.1%","60.7%"
