"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Not Eligible For Lunch",158,"53.8%","76.8%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Not Eligible For Lunch","*","60.5%","81.6%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Eligible For Lunch",41,"43.9%","64.4%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Not Eligible For Lunch",418,"61.5%","77.1%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Not Eligible For Lunch","*","57.9%","75.6%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Eligible For Lunch",6,"*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Not Eligible For Lunch",127,"59.1%","80.4%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Not Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Eligible For Lunch",44,"27.3%","53.2%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Not Eligible For Lunch",86,"40.7%","66.0%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Eligible For Lunch",16,"*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Not Eligible For Lunch",159,"64.8%","83.5%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Eligible For Lunch",84,"28.6%","43.6%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Not Eligible For Lunch",917,"44.8%","60.0%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Eligible For Lunch",34,"38.2%","60.2%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Not Eligible For Lunch",259,"52.9%","69.9%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Eligible For Lunch",20,"25.0%","51.8%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Not Eligible For Lunch",182,"62.6%","81.4%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Eligible For Lunch",20,"55.0%","69.2%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Not Eligible For Lunch",172,"71.5%","89.9%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Eligible For Lunch",170,"38.2%","57.6%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Not Eligible For Lunch",36,"50.0%","71.2%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Eligible For Lunch",67,"37.3%","60.4%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Not Eligible For Lunch",446,"41.0%","57.3%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Eligible For Lunch",11,"*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Not Eligible For Lunch",123,"49.6%","72.7%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Eligible For Lunch",28,"39.3%","64.4%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Not Eligible For Lunch",738,"57.0%","72.1%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Eligible For Lunch",11,"*","*"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Not Eligible For Lunch",128,"56.3%","79.8%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Eligible For Lunch",57,"29.8%","59.1%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Not Eligible For Lunch",47,"44.7%","64.6%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Not Eligible For Lunch","*","72.0%","88.1%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Eligible For Lunch",32,"31.3%","67.7%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Not Eligible For Lunch",81,"61.7%","83.0%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Eligible For Lunch",47,"46.8%","65.4%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Not Eligible For Lunch",25,"52.0%","74.9%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Eligible For Lunch",10,"*","*"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Not Eligible For Lunch",132,"62.1%","79.4%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Not Eligible For Lunch","*","59.2%","76.8%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Not Eligible For Lunch","*","59.1%","81.3%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Not Eligible For Lunch",56,"57.1%","73.7%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Not Eligible For Lunch","*","71.4%","86.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Eligible For Lunch",164,"46.3%","62.8%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Not Eligible For Lunch",326,"59.8%","76.3%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","Eligible For Lunch","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Eligible For Lunch",48,"43.8%","66.0%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Not Eligible For Lunch",84,"38.1%","65.9%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Eligible For Lunch",212,"34.4%","55.5%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Not Eligible For Lunch",290,"49.0%","68.8%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Eligible For Lunch",136,"39.7%","57.0%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Not Eligible For Lunch",312,"42.9%","60.5%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Eligible For Lunch",64,"34.4%","57.2%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Not Eligible For Lunch",33,"51.5%","74.3%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Eligible For Lunch",26,"53.8%","79.8%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Not Eligible For Lunch",32,"43.8%","69.5%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Eligible For Lunch",67,"35.8%","54.5%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Not Eligible For Lunch",33,"30.3%","55.8%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Eligible For Lunch",28,"39.3%","72.7%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Not Eligible For Lunch",23,"43.5%","69.7%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Eligible For Lunch",27,"63.0%","84.8%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Not Eligible For Lunch",89,"57.3%","82.7%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Eligible For Lunch",39,"48.7%","71.1%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Not Eligible For Lunch",33,"60.6%","84.5%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Eligible For Lunch",16,"*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Not Eligible For Lunch",58,"53.4%","74.4%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Eligible For Lunch",214,"27.6%","45.2%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Not Eligible For Lunch",157,"35.0%","51.5%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Eligible For Lunch",45,"53.3%","69.7%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Not Eligible For Lunch",482,"50.0%","68.7%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Eligible For Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Not Eligible For Lunch","*","57.9%","78.8%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Eligible For Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Not Eligible For Lunch","*","63.2%","85.1%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Eligible For Lunch",48,"47.9%","59.0%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Not Eligible For Lunch",475,"56.6%","72.9%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Eligible For Lunch",6,"*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Not Eligible For Lunch",59,"66.1%","87.9%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Eligible For Lunch",11,"*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Not Eligible For Lunch",54,"55.6%","77.1%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Eligible For Lunch",33,"27.3%","55.1%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Not Eligible For Lunch",162,"41.4%","61.7%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Eligible For Lunch",92,"29.3%","58.5%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Not Eligible For Lunch",18,"*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Eligible For Lunch",55,"49.1%","68.2%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Not Eligible For Lunch",47,"40.4%","68.7%"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Eligible For Lunch",7,"*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Eligible For Lunch",306,"26.8%","44.1%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Not Eligible For Lunch",414,"30.7%","47.5%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Eligible For Lunch",81,"38.3%","60.2%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Not Eligible For Lunch",46,"52.2%","66.9%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Eligible For Lunch",70,"32.9%","55.6%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Not Eligible For Lunch",42,"57.1%","68.3%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Eligible For Lunch",62,"46.8%","78.0%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Not Eligible For Lunch",58,"27.6%","58.2%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Eligible For Lunch",29,"37.9%","64.6%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Not Eligible For Lunch",125,"56.8%","71.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Eligible For Lunch",20,"55.0%","72.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Not Eligible For Lunch",148,"49.3%","69.9%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Eligible For Lunch",8,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Not Eligible For Lunch",20,"55.0%","80.4%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Eligible For Lunch","*","21.4%","45.7%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Eligible For Lunch","*","36.7%","62.6%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Eligible For Lunch",188,"36.2%","58.1%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Not Eligible For Lunch",102,"40.2%","63.0%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Eligible For Lunch",73,"39.7%","61.6%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Not Eligible For Lunch",21,"52.4%","69.5%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Eligible For Lunch",102,"32.4%","53.6%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Not Eligible For Lunch",61,"44.3%","69.0%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Eligible For Lunch","*","27.0%","50.1%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Eligible For Lunch","*","25.2%","46.0%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Eligible For Lunch",160,"31.9%","54.7%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Not Eligible For Lunch",75,"41.3%","53.5%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Eligible For Lunch",101,"25.7%","51.5%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Eligible For Lunch",146,"24.7%","45.3%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Not Eligible For Lunch",115,"26.1%","45.8%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Eligible For Lunch",18,"*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Eligible For Lunch",277,"35.4%","55.8%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Not Eligible For Lunch",17,"*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Eligible For Lunch","*","32.7%","61.1%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Eligible For Lunch","*","29.0%","53.7%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Eligible For Lunch",361,"28.8%","49.1%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Not Eligible For Lunch",233,"34.8%","49.4%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Eligible For Lunch","*","32.5%","58.3%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Eligible For Lunch","*","40.0%","60.7%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Eligible For Lunch","*","33.6%","55.0%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Eligible For Lunch","*","35.3%","56.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Eligible For Lunch","*","21.5%","45.4%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Eligible For Lunch",37,"29.7%","52.6%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Not Eligible For Lunch",40,"40.0%","56.8%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Eligible For Lunch",16,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Not Eligible For Lunch",10,"*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Eligible For Lunch","*","38.8%","63.0%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Eligible For Lunch","*","28.1%","58.0%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Eligible For Lunch",324,"45.1%","67.5%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Not Eligible For Lunch",44,"40.9%","59.9%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Eligible For Lunch","*","25.5%","52.0%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Eligible For Lunch",45,"28.9%","43.7%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Not Eligible For Lunch",15,"*","*"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Eligible For Lunch","*","30.1%","54.6%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Eligible For Lunch",91,"49.5%","72.4%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Not Eligible For Lunch",99,"64.6%","81.7%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Eligible For Lunch",99,"19.2%","44.3%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Eligible For Lunch",112,"27.7%","49.9%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Eligible For Lunch",193,"21.8%","41.9%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Not Eligible For Lunch",63,"36.5%","52.8%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Eligible For Lunch",169,"28.4%","49.7%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Not Eligible For Lunch",110,"40.0%","62.2%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Eligible For Lunch","*","26.5%","50.3%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","Eligible For Lunch",119,"18.5%","37.9%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Eligible For Lunch",14,"*","*"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Not Eligible For Lunch",91,"59.3%","81.0%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Eligible For Lunch",36,"27.8%","66.4%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Not Eligible For Lunch",304,"47.0%","69.5%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Eligible For Lunch",116,"41.4%","63.4%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Not Eligible For Lunch",65,"16.9%","39.4%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Eligible For Lunch",54,"31.5%","48.6%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Not Eligible For Lunch",103,"32.0%","54.4%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Eligible For Lunch",179,"31.3%","45.5%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Not Eligible For Lunch",75,"36.0%","52.1%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Eligible For Lunch",223,"32.3%","51.9%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Not Eligible For Lunch",102,"40.2%","60.2%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Eligible For Lunch",18,"*","*"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Not Eligible For Lunch",108,"50.0%","65.0%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Eligible For Lunch",273,"47.6%","68.0%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Not Eligible For Lunch",346,"50.3%","71.3%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Eligible For Lunch",76,"50.0%","73.4%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Not Eligible For Lunch",76,"44.7%","68.9%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Eligible For Lunch",73,"34.2%","56.6%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Not Eligible For Lunch",55,"41.8%","64.4%"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Eligible For Lunch","*","*","*"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Not Eligible For Lunch","*","*","*"
"=""2450014""","Learn","=""2450814""","Learn SAILS Middle School Program","Eligible For Lunch","*","*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Eligible For Lunch",84,"41.7%","73.1%"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Not Eligible For Lunch",77,"62.3%","87.5%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Eligible For Lunch",13,"*","*"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Not Eligible For Lunch",52,"55.8%","78.8%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Eligible For Lunch",54,"42.6%","65.2%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Not Eligible For Lunch",217,"50.7%","64.2%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Eligible For Lunch",43,"32.6%","47.5%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Not Eligible For Lunch",66,"45.5%","64.0%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Eligible For Lunch",28,"50.0%","68.8%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Not Eligible For Lunch",170,"47.6%","67.8%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Eligible For Lunch",37,"16.2%","47.2%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Not Eligible For Lunch",135,"39.3%","60.0%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Eligible For Lunch",51,"29.4%","51.1%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Not Eligible For Lunch",243,"46.5%","65.0%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Eligible For Lunch",52,"34.6%","53.8%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Not Eligible For Lunch",151,"37.7%","58.3%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Eligible For Lunch",32,"62.5%","89.2%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Not Eligible For Lunch",178,"65.7%","83.0%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Eligible For Lunch",20,"35.0%","53.6%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Not Eligible For Lunch",141,"47.5%","66.0%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Eligible For Lunch",12,"*","*"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Not Eligible For Lunch",329,"36.8%","55.2%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Eligible For Lunch","*","*","*"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Not Eligible For Lunch","*","51.0%","68.4%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Eligible For Lunch","*","*","*"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Not Eligible For Lunch","*","50.0%","71.3%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Eligible For Lunch","*","*","*"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Not Eligible For Lunch","*","57.8%","75.3%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Eligible For Lunch",17,"*","*"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Not Eligible For Lunch",435,"32.4%","48.1%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Eligible For Lunch",56,"25.0%","46.3%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Not Eligible For Lunch",63,"42.9%","70.5%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Eligible For Lunch",38,"42.1%","63.6%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Not Eligible For Lunch",65,"58.5%","80.8%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Eligible For Lunch",226,"32.3%","53.5%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Not Eligible For Lunch",164,"35.4%","52.3%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Eligible For Lunch",36,"33.3%","53.8%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Not Eligible For Lunch",54,"33.3%","64.6%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Eligible For Lunch",419,"30.5%","51.3%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Not Eligible For Lunch",280,"42.1%","59.8%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Eligible For Lunch",34,"35.3%","58.8%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Not Eligible For Lunch",57,"35.1%","63.8%"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","Eligible For Lunch",6,"*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Eligible For Lunch",42,"28.6%","55.0%"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Not Eligible For Lunch",31,"41.9%","71.2%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Eligible For Lunch",54,"27.8%","52.0%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Not Eligible For Lunch",22,"31.8%","56.1%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Eligible For Lunch",96,"38.5%","63.2%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Not Eligible For Lunch",12,"*","*"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Eligible For Lunch",57,"33.3%","58.1%"
