"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Non-High Needs",15,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"High Needs",28,2422,2437,15,"25.0%","49.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Non-High Needs",17,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"High Needs",42,2480,2506,27,"31.0%","58.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Non-High Needs",144,2536,2554,18,"38.2%","56.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"High Needs",56,2478,2523,45,"39.3%","70.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Non-High Needs",136,2541,2603,62,"72.1%","92.5%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"High Needs",59,2507,2535,27,"47.5%","64.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Non-High Needs",153,2601,2631,30,"60.8%","76.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"High Needs",42,2512,2513,1,"21.4%","33.5%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"Non-High Needs",144,2599,2617,19,"43.8%","59.9%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"High Needs",24,2414,2449,35,"29.2%","60.5%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Non-High Needs",61,2481,2537,57,"57.4%","84.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"High Needs",21,2401,2467,66,"52.4%","84.9%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Non-High Needs",34,2492,2559,67,"70.6%","94.1%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"High Needs",12,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"Non-High Needs",28,2509,2567,58,"67.9%","91.3%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"High Needs","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"High Needs",35,2386,2437,51,"37.1%","68.9%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Non-High Needs",33,2468,2521,53,"42.4%","80.5%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"High Needs",37,2452,2449,-3,"8.1%","29.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Non-High Needs",36,2510,2500,-9,"16.7%","34.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"High Needs",40,2445,2454,9,"17.5%","39.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Non-High Needs",33,2500,2526,26,"45.5%","62.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"High Needs",28,2450,2468,19,"35.7%","52.9%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Non-High Needs",33,2512,2530,18,"18.2%","45.5%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"High Needs",32,2483,2522,40,"56.3%","73.5%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Non-High Needs",36,2555,2596,41,"58.3%","81.2%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"High Needs",7,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"High Needs",10,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"High Needs",7,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"Non-High Needs",12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"Non-High Needs","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"High Needs",17,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"Non-High Needs",79,2552,2598,47,"64.6%","82.7%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,"High Needs",11,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,"Non-High Needs",82,2579,2622,42,"63.4%","81.7%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,"High Needs",9,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,"Non-High Needs",85,2597,2654,56,"69.4%","86.6%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"High Needs",23,2424,2482,58,"52.2%","80.6%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"Non-High Needs",76,2488,2563,75,"71.1%","97.4%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"High Needs",14,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"Non-High Needs",99,2520,2582,62,"74.7%","94.7%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",5,"High Needs","*","*","*","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",7,"High Needs","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"High Needs",15,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"Non-High Needs",46,2469,2523,55,"45.7%","81.2%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"High Needs",8,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"Non-High Needs",34,2469,2513,44,"41.2%","70.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,"High Needs",34,2475,2496,20,"35.3%","55.6%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,"Non-High Needs",164,2561,2589,28,"45.7%","67.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"High Needs",33,2484,2511,27,"36.4%","63.2%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"Non-High Needs",168,2589,2617,28,"47.6%","65.9%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"High Needs",42,2456,2485,29,"47.6%","58.6%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"Non-High Needs",169,2542,2574,32,"50.9%","73.4%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"High Needs",31,2467,2487,20,"32.3%","48.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"Non-High Needs",178,2548,2586,38,"49.4%","69.5%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,"High Needs",14,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,"Non-High Needs",75,2486,2553,67,"61.3%","89.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,"High Needs",43,2447,2504,57,"51.2%","78.5%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,"Non-High Needs",19,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"High Needs",55,2457,2479,22,"32.7%","52.2%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"Non-High Needs",11,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"High Needs","*",2464,2501,37,"47.5%","69.2%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"Non-High Needs","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"High Needs",48,2473,2487,14,"33.3%","50.5%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"Non-High Needs",10,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,"High Needs",48,2530,2578,47,"58.3%","76.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,"Non-High Needs",10,"*","*","*","*","*"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,"High Needs",44,2403,2480,77,"65.9%","93.4%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,"Non-High Needs",63,2437,2514,77,"73.0%","98.2%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",5,"High Needs",50,2451,2453,2,"14.0%","29.1%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",5,"Non-High Needs",56,2487,2484,-3,"10.7%","30.1%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",4,"High Needs",63,2405,2469,64,"57.1%","84.0%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",4,"Non-High Needs",65,2447,2515,68,"67.7%","91.8%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",5,"High Needs",56,2459,2491,32,"33.9%","65.5%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",5,"Non-High Needs",69,2504,2533,29,"39.1%","66.6%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",6,"High Needs",149,2477,2506,28,"38.9%","64.2%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",6,"Non-High Needs",160,2520,2555,34,"42.5%","68.2%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",7,"High Needs",144,2494,2500,6,"18.8%","39.3%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",7,"Non-High Needs",209,2544,2553,9,"24.9%","43.8%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",8,"High Needs",131,2487,2500,13,"29.0%","48.7%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",8,"Non-High Needs",192,2553,2564,11,"31.8%","50.3%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)",4,"High Needs","*","*","*","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)",5,"High Needs","*","*","*","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",4,"High Needs",49,2420,2460,39,"18.4%","62.2%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",4,"Non-High Needs",61,2452,2487,35,"31.1%","59.4%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",5,"High Needs",59,2443,2469,26,"25.4%","57.5%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",5,"Non-High Needs",74,2494,2523,29,"32.4%","61.8%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",4,"High Needs",16,"*","*","*","*","*"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",4,"Non-High Needs",37,2491,2535,44,"43.2%","77.5%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",5,"High Needs",9,"*","*","*","*","*"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",5,"Non-High Needs",42,2512,2568,57,"73.8%","92.0%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",6,"High Needs",11,"*","*","*","*","*"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",6,"Non-High Needs",67,2552,2593,41,"61.2%","79.7%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",4,"High Needs",7,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",4,"Non-High Needs",55,2490,2543,53,"61.8%","84.4%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",5,"High Needs",9,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",5,"Non-High Needs",57,2535,2583,48,"59.6%","87.9%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",4,"High Needs",16,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",4,"Non-High Needs",43,2478,2543,64,"58.1%","90.2%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",5,"High Needs","*","*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",5,"Non-High Needs","*",2534,2573,40,"57.1%","81.5%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",6,"High Needs",35,2456,2483,27,"42.9%","58.7%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",6,"Non-High Needs",236,2556,2592,35,"52.5%","73.6%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",7,"High Needs",38,2495,2501,7,"31.6%","40.5%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",7,"Non-High Needs",236,2590,2606,16,"39.4%","54.5%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",8,"High Needs",55,2492,2523,31,"50.9%","69.1%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",8,"Non-High Needs",226,2604,2631,27,"50.9%","69.3%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",4,"High Needs",21,2394,2442,48,"33.3%","64.2%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",4,"Non-High Needs",48,2450,2507,57,"54.2%","77.8%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",5,"High Needs",10,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",5,"Non-High Needs",44,2518,2563,45,"61.4%","81.2%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",4,"High Needs",12,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",4,"Non-High Needs",59,2457,2521,64,"50.8%","85.9%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",5,"High Needs",12,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",5,"Non-High Needs",42,2517,2572,54,"66.7%","88.9%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",4,"High Needs",29,2390,2448,58,"34.5%","81.0%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",4,"Non-High Needs",39,2442,2506,64,"53.8%","83.9%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",5,"High Needs",32,2422,2465,43,"53.1%","81.3%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",5,"Non-High Needs",38,2477,2541,64,"78.9%","98.1%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",4,"High Needs",9,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",4,"Non-High Needs",77,2466,2527,61,"63.6%","85.8%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",5,"High Needs",15,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",5,"Non-High Needs",48,2522,2558,36,"41.7%","68.3%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",4,"High Needs",12,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",4,"Non-High Needs",68,2459,2519,60,"57.4%","84.0%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",5,"High Needs",9,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",5,"Non-High Needs",69,2512,2538,27,"36.2%","60.8%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",4,"High Needs",15,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",4,"Non-High Needs",76,2475,2523,47,"42.1%","77.8%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",5,"High Needs",7,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",5,"Non-High Needs",78,2522,2565,43,"55.1%","80.4%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",4,"High Needs",10,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",4,"Non-High Needs",70,2467,2535,69,"60.0%","91.7%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",5,"High Needs",6,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",5,"Non-High Needs",54,2525,2571,46,"66.7%","87.8%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",6,"High Needs",32,2497,2530,33,"34.4%","57.3%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",6,"Non-High Needs",221,2562,2596,34,"47.1%","70.2%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",7,"High Needs",29,2502,2501,-1,"24.1%","34.7%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",7,"Non-High Needs",216,2591,2613,22,"47.2%","63.9%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",8,"High Needs",41,2487,2534,47,"53.7%","75.1%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",8,"Non-High Needs",225,2609,2659,50,"70.2%","85.4%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",4,"High Needs",7,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",4,"Non-High Needs",80,2473,2528,55,"50.0%","79.5%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",5,"High Needs",14,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",5,"Non-High Needs",51,2527,2572,45,"66.7%","84.5%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,"High Needs",6,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,"Non-High Needs",70,2471,2513,42,"34.3%","67.5%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,"High Needs",13,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,"Non-High Needs",76,2500,2543,43,"57.9%","79.1%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,"High Needs",45,2469,2488,19,"31.1%","53.0%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,"Non-High Needs",148,2550,2584,34,"46.6%","70.2%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,"High Needs",55,2473,2477,4,"21.8%","40.3%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,"Non-High Needs",181,2582,2596,14,"39.8%","57.5%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,"High Needs",56,2496,2499,3,"25.0%","38.0%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,"Non-High Needs",151,2596,2605,9,"36.4%","50.6%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,"High Needs",12,"*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,"Non-High Needs",82,2501,2573,72,"80.5%","97.2%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,"High Needs",60,2500,2529,30,"50.0%","67.1%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,"Non-High Needs",254,2593,2637,45,"69.3%","86.5%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,"High Needs",55,2518,2546,28,"52.7%","69.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,"Non-High Needs",222,2622,2668,46,"72.1%","85.7%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,"High Needs",15,"*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,"Non-High Needs",61,2477,2535,58,"54.1%","86.9%"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,"High Needs",20,2385,2456,70,"60.0%","86.7%"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,"Non-High Needs",51,2484,2544,60,"66.7%","89.7%"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,"High Needs",13,"*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,"Non-High Needs",53,2492,2558,66,"66.0%","91.3%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,"High Needs",63,2458,2489,31,"33.3%","62.5%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,"Non-High Needs",230,2537,2581,44,"63.5%","83.7%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,"High Needs",61,2447,2484,37,"41.0%","67.8%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,"Non-High Needs",264,2541,2603,61,"73.9%","91.2%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",4,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",5,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",5,"Non-High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",6,"High Needs",7,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",6,"Non-High Needs",13,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",7,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",7,"Non-High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",8,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",8,"Non-High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,"High Needs",21,2389,2447,58,"42.9%","72.9%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,"Non-High Needs",76,2506,2564,58,"64.5%","91.3%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,"High Needs",16,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,"Non-High Needs",61,2525,2577,52,"65.6%","87.8%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",4,"High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",4,"Non-High Needs","*",2486,2544,59,"65.9%","89.3%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",5,"High Needs",6,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",5,"Non-High Needs",33,2551,2605,53,"75.8%","93.5%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,"High Needs",68,2490,2518,28,"38.2%","55.0%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,"Non-High Needs",389,2577,2622,45,"66.3%","84.9%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,"High Needs",6,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,"Non-High Needs",56,2510,2534,25,"28.6%","53.0%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",5,"High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",5,"Non-High Needs","*",2556,2603,48,"73.2%","89.7%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",4,"High Needs",11,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",4,"Non-High Needs",47,2502,2561,60,"68.1%","92.6%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",5,"High Needs",7,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",5,"Non-High Needs",68,2525,2587,62,"75.0%","92.1%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",4,"High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",5,"High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",6,"High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",7,"High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,"High Needs",23,2413,2466,54,"47.8%","76.2%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,"Non-High Needs",40,2480,2514,34,"22.5%","62.6%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",5,"High Needs",29,2464,2497,33,"31.0%","62.6%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",5,"Non-High Needs",38,2529,2571,42,"60.5%","78.9%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",4,"High Needs",16,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",4,"Non-High Needs",67,2507,2558,50,"59.7%","79.1%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",5,"High Needs",13,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",5,"Non-High Needs",78,2559,2616,58,"83.3%","100.0%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,"High Needs",76,2486,2511,25,"35.5%","60.0%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,"Non-High Needs",423,2587,2621,35,"54.6%","74.1%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",8,"High Needs",78,2493,2525,32,"47.4%","66.4%"
