"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"High Needs",40,2424,2466,42,"42.5%","59.9%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"Non-High Needs",16,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"High Needs",20,2420,2476,56,"40.0%","70.1%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"Non-High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"High Needs",12,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"Non-High Needs",9,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"Non-High Needs",55,2487,2551,65,"65.5%","90.3%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"High Needs",22,2440,2521,81,"59.1%","83.7%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"Non-High Needs",29,2507,2565,58,"44.8%","70.2%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"High Needs",21,2434,2512,78,"71.4%","89.1%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"Non-High Needs",19,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"High Needs",22,2505,2535,31,"27.3%","55.3%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"Non-High Needs",10,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"High Needs",14,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"Non-High Needs",27,2502,2558,56,"55.6%","83.7%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"High Needs",11,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"Non-High Needs",22,2531,2571,40,"54.5%","66.5%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"High Needs",72,2495,2507,13,"25.0%","44.8%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"Non-High Needs",50,2543,2562,19,"44.0%","55.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"High Needs",96,2470,2483,13,"32.3%","45.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"Non-High Needs",45,2547,2564,17,"26.7%","45.8%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"High Needs",66,2478,2503,25,"28.8%","51.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"Non-High Needs",42,2588,2595,7,"28.6%","45.5%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"High Needs",46,2420,2474,54,"45.7%","68.2%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"Non-High Needs",232,2547,2580,33,"47.0%","67.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"High Needs",51,2498,2536,38,"49.0%","65.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"Non-High Needs",198,2577,2609,32,"55.6%","71.9%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"High Needs",15,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"Non-High Needs",44,2475,2531,56,"56.8%","76.1%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"High Needs",9,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"Non-High Needs",51,2504,2566,63,"62.7%","86.5%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"High Needs",43,2528,2574,47,"48.8%","63.7%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"Non-High Needs",207,2601,2641,40,"58.0%","74.5%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"High Needs",50,2558,2580,21,"40.0%","56.1%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"Non-High Needs",223,2637,2664,27,"58.7%","74.0%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"High Needs",10,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"Non-High Needs",55,2512,2576,64,"69.1%","90.9%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"High Needs",13,"*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"Non-High Needs",52,2518,2559,41,"57.7%","76.3%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"Non-High Needs",44,2484,2524,39,"47.7%","70.4%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"High Needs",19,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"Non-High Needs",51,2518,2554,36,"45.1%","64.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"High Needs",24,2429,2454,26,"29.2%","47.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"Non-High Needs",41,2553,2576,23,"43.9%","59.9%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"High Needs",38,2364,2407,43,"28.9%","62.2%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"Non-High Needs",6,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"High Needs","*",2411,2422,12,"13.3%","36.0%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"Non-High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"High Needs","*",2429,2483,55,"46.7%","75.1%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"Non-High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"High Needs",20,2459,2479,20,"20.0%","40.1%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"Non-High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"High Needs",27,2443,2498,55,"63.0%","78.3%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"Non-High Needs",11,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",7,"High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",8,"High Needs","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"High Needs",167,2499,2509,10,"28.7%","44.0%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"Non-High Needs",176,2578,2586,8,"30.7%","47.7%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"High Needs",189,2507,2515,8,"25.4%","44.1%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"Non-High Needs",188,2588,2597,9,"31.4%","48.4%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"High Needs",28,2403,2472,69,"57.1%","76.5%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"Non-High Needs",10,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"High Needs",31,2411,2425,14,"12.9%","34.6%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"Non-High Needs",18,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"High Needs",27,2457,2517,59,"51.9%","75.7%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"Non-High Needs",13,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,"High Needs",26,2401,2444,43,"34.6%","56.4%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,"Non-High Needs",12,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,"High Needs",25,2457,2468,11,"16.0%","35.8%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,"Non-High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"High Needs",25,2467,2512,45,"52.0%","79.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"Non-High Needs",8,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"High Needs",24,2403,2463,59,"41.7%","76.4%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"Non-High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"High Needs",26,2400,2456,56,"30.8%","71.3%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"Non-High Needs",19,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"High Needs",20,2469,2520,51,"60.0%","76.1%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"Non-High Needs",17,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,"High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,"Non-High Needs",39,2483,2530,47,"64.1%","80.6%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,"High Needs",15,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,"Non-High Needs",39,2577,2606,29,"61.5%","75.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"High Needs",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"Non-High Needs",33,2581,2616,36,"57.6%","74.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"High Needs",11,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"Non-High Needs",39,2512,2549,37,"53.8%","70.0%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,"High Needs",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,"Non-High Needs",37,2519,2573,54,"51.4%","80.3%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,"High Needs",17,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,"Non-High Needs",48,2568,2597,29,"47.9%","62.6%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,"High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,"High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,"Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,"High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"High Needs","*",2344,2371,27,"14.8%","45.3%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",5,"High Needs",55,2383,2409,27,"14.5%","43.6%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",6,"High Needs",38,2386,2401,15,"21.1%","43.0%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",7,"High Needs",28,2445,2470,24,"32.1%","51.1%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",8,"High Needs",49,2453,2469,17,"30.6%","47.6%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",4,"High Needs",45,2363,2400,37,"22.2%","52.7%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",5,"High Needs",39,2381,2445,65,"48.7%","71.5%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",6,"High Needs","*",2412,2448,36,"35.7%","62.9%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",7,"High Needs","*",2434,2475,41,"32.4%","55.9%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",7,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",8,"High Needs","*",2444,2494,50,"44.7%","69.7%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",8,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",4,"High Needs",48,2360,2393,34,"27.1%","48.7%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",4,"Non-High Needs",17,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",5,"High Needs",51,2405,2459,54,"39.2%","69.3%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",5,"Non-High Needs",18,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",6,"High Needs",51,2429,2475,46,"51.0%","72.2%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",6,"Non-High Needs",24,2560,2589,30,"58.3%","77.5%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",7,"High Needs",57,2468,2477,9,"26.3%","43.3%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School",7,"Non-High Needs",24,2543,2543,0,"20.8%","43.7%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",4,"High Needs",19,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",4,"Non-High Needs",8,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",5,"High Needs","*",2419,2419,0,"15.0%","38.8%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",5,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",6,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",7,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",7,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School",8,"High Needs",13,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",4,"High Needs",17,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",4,"Non-High Needs",17,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",5,"High Needs",17,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",5,"Non-High Needs",15,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",6,"High Needs","*",2478,2494,16,"26.5%","45.5%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",7,"High Needs",20,2476,2501,26,"30.0%","54.3%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",7,"Non-High Needs",9,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",8,"High Needs",20,2441,2493,52,"55.0%","67.5%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School",8,"Non-High Needs",9,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",4,"High Needs",44,2321,2367,46,"25.0%","53.9%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",5,"High Needs","*",2337,2391,55,"41.5%","68.8%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",5,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",6,"High Needs","*",2385,2387,1,"14.3%","33.0%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",7,"High Needs","*",2406,2431,25,"26.7%","46.7%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",7,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy",8,"High Needs",44,2427,2445,18,"29.5%","49.8%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",4,"High Needs",61,2346,2359,13,"14.8%","35.7%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",5,"High Needs","*",2392,2454,62,"47.9%","68.5%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",5,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0642311""","Burr School",6,"High Needs",37,2461,2438,-23,"5.4%","20.8%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",7,"High Needs",51,2436,2463,27,"27.5%","53.3%"
"=""0640011""","Hartford School District","=""0642311""","Burr School",8,"High Needs",41,2481,2494,13,"29.3%","48.9%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",4,"High Needs","*",2379,2420,41,"28.6%","59.2%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",5,"High Needs",29,2392,2435,43,"34.5%","57.1%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",5,"Non-High Needs",10,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",6,"High Needs",35,2412,2455,43,"42.9%","63.9%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",6,"Non-High Needs",17,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",7,"High Needs",39,2463,2482,19,"28.2%","49.8%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",7,"Non-High Needs",17,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",8,"High Needs",28,2470,2481,11,"21.4%","35.4%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School",8,"Non-High Needs",21,2561,2572,12,"33.3%","46.8%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",4,"High Needs",23,2315,2362,47,"13.0%","58.1%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",5,"High Needs",29,2376,2413,37,"20.7%","42.5%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",6,"High Needs",16,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0642411""","Clark School",7,"High Needs",21,2423,2465,42,"38.1%","63.1%"
"=""0640011""","Hartford School District","=""0642411""","Clark School",8,"High Needs",12,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",6,"High Needs",35,2437,2468,31,"25.7%","50.4%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",6,"Non-High Needs",31,2502,2529,27,"35.5%","59.8%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",7,"High Needs",62,2475,2488,13,"24.2%","47.5%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",7,"Non-High Needs",28,2525,2534,9,"28.6%","46.0%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",8,"High Needs",60,2497,2505,8,"23.3%","37.7%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School",8,"Non-High Needs",45,2539,2541,2,"20.0%","39.4%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",4,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",5,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",6,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",7,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School",8,"High Needs",6,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School",7,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School",8,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",4,"High Needs","*",2424,2449,25,"15.3%","46.9%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",5,"High Needs","*",2472,2516,44,"50.0%","69.7%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",5,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",6,"High Needs","*",2469,2515,46,"48.1%","68.8%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",7,"High Needs","*",2486,2481,-5,"22.8%","34.1%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",7,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School",8,"High Needs",58,2531,2558,28,"41.4%","61.2%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School",4,"High Needs","*",2373,2398,25,"20.8%","45.9%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School",5,"High Needs",70,2374,2440,66,"45.7%","77.8%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",4,"High Needs","*",2391,2423,32,"16.9%","49.3%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",5,"High Needs",53,2400,2465,65,"50.9%","75.0%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",6,"High Needs",44,2480,2479,-1,"18.2%","35.5%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",7,"High Needs","*",2439,2468,29,"29.5%","52.4%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy",7,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",6,"High Needs",120,2449,2490,41,"40.8%","66.1%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",6,"Non-High Needs",59,2527,2544,17,"33.9%","49.4%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",7,"High Needs",144,2487,2492,6,"20.8%","37.2%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",7,"Non-High Needs",68,2555,2569,14,"29.4%","46.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",8,"High Needs",122,2489,2505,16,"26.2%","45.3%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy",8,"Non-High Needs",81,2591,2611,20,"42.0%","53.3%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",4,"High Needs","*",2374,2423,50,"32.1%","65.0%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",5,"High Needs",63,2400,2461,61,"42.9%","66.2%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",6,"High Needs","*",2408,2449,41,"35.3%","61.9%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",7,"High Needs",41,2468,2466,-2,"19.5%","34.4%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",8,"High Needs","*",2424,2449,26,"27.3%","52.5%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School",8,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School",5,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",4,"High Needs","*",2356,2415,58,"40.7%","68.7%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",5,"High Needs",51,2376,2409,33,"29.4%","50.6%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",6,"High Needs",40,2395,2462,67,"60.0%","79.6%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",7,"High Needs",39,2449,2465,16,"28.2%","43.4%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School",8,"High Needs",36,2412,2457,45,"44.4%","60.7%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",4,"High Needs","*",2349,2380,30,"25.8%","45.8%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",4,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",5,"High Needs",28,2381,2415,35,"35.7%","52.4%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",6,"High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",7,"High Needs",25,2410,2462,51,"44.0%","67.7%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School",8,"High Needs",27,2496,2527,31,"40.7%","65.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School",6,"High Needs",48,2409,2413,4,"18.8%","37.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School",7,"High Needs",68,2436,2471,35,"29.4%","52.8%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School",8,"High Needs",55,2437,2497,60,"56.4%","77.1%"
