"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","High Needs",10,"*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Non-High Needs",77,"62.3%","82.2%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","High Needs",70,"45.7%","65.8%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Non-High Needs",389,"62.5%","77.8%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","High Needs",11,"*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Non-High Needs",127,"59.1%","76.0%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","High Needs",18,"*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Non-High Needs",115,"60.9%","81.1%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","High Needs","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","High Needs",52,"25.0%","52.3%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Non-High Needs",78,"43.6%","67.9%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","High Needs",29,"48.3%","74.6%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Non-High Needs",146,"67.1%","84.6%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","High Needs",153,"32.7%","49.3%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Non-High Needs",848,"45.4%","60.3%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","High Needs",57,"36.8%","55.3%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Non-High Needs",236,"54.7%","72.0%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","High Needs",43,"37.2%","59.5%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Non-High Needs",159,"64.8%","83.6%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","High Needs",38,"63.2%","82.9%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Non-High Needs",154,"71.4%","89.0%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","High Needs",181,"39.2%","58.4%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Non-High Needs",25,"48.0%","71.7%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","High Needs",102,"32.4%","55.6%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Non-High Needs",411,"42.6%","58.3%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","High Needs",22,"27.3%","54.0%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Non-High Needs",112,"51.8%","73.9%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","High Needs",105,"33.3%","55.1%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Non-High Needs",661,"60.1%","74.5%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","High Needs",22,"45.5%","61.3%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Non-High Needs",117,"57.3%","82.0%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","High Needs",64,"29.7%","58.5%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Non-High Needs",40,"47.5%","66.6%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","High Needs",17,"*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Non-High Needs",106,"73.6%","89.6%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","High Needs",43,"39.5%","70.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Non-High Needs",70,"61.4%","83.9%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","High Needs",52,"44.2%","65.8%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Non-High Needs",20,"60.0%","76.3%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","High Needs",31,"58.1%","78.1%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Non-High Needs",111,"64.9%","80.9%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","High Needs",11,"*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Non-High Needs",96,"59.4%","77.0%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","High Needs",12,"*","*"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Non-High Needs",106,"61.3%","82.6%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","High Needs",6,"*","*"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Non-High Needs",50,"62.0%","76.6%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","High Needs",14,"*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Non-High Needs",127,"72.4%","86.7%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","High Needs",204,"47.5%","64.7%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Non-High Needs",286,"60.8%","76.8%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","High Needs","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","High Needs",55,"43.6%","64.9%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Non-High Needs",77,"37.7%","66.6%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","High Needs",238,"33.2%","54.8%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Non-High Needs",264,"51.5%","70.8%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","High Needs",169,"38.5%","57.1%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Non-High Needs",279,"44.1%","60.9%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","High Needs",66,"36.4%","58.6%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Non-High Needs",31,"48.4%","72.2%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","High Needs",33,"51.5%","74.8%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Non-High Needs",25,"44.0%","73.1%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","High Needs",68,"35.3%","53.7%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Non-High Needs",32,"31.3%","57.5%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","High Needs",32,"34.4%","68.7%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Non-High Needs",19,"*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","High Needs",32,"59.4%","82.5%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Non-High Needs",84,"58.3%","83.4%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","High Needs",43,"48.8%","71.8%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Non-High Needs",29,"62.1%","85.3%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","High Needs",25,"48.0%","77.5%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Non-High Needs",49,"55.1%","76.0%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","High Needs",234,"29.1%","47.0%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Non-High Needs",137,"33.6%","49.3%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","High Needs",97,"47.4%","66.6%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Non-High Needs",430,"50.9%","69.3%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","High Needs",15,"*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Non-High Needs",44,"56.8%","76.1%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","High Needs",9,"*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Non-High Needs",51,"62.7%","86.5%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","High Needs",93,"44.1%","59.6%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Non-High Needs",430,"58.4%","74.3%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","High Needs",10,"*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Non-High Needs",55,"69.1%","90.9%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","High Needs",13,"*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Non-High Needs",52,"57.7%","76.3%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","High Needs",59,"23.7%","50.8%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Non-High Needs",136,"45.6%","64.8%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","High Needs",98,"29.6%","58.2%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Non-High Needs",12,"*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","High Needs",62,"46.8%","65.2%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Non-High Needs",40,"42.5%","73.4%"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","High Needs",7,"*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","High Needs",356,"27.0%","44.0%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Non-High Needs",364,"31.0%","48.0%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","High Needs",86,"39.5%","61.1%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Non-High Needs",41,"51.2%","65.7%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","High Needs",76,"34.2%","57.1%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Non-High Needs",36,"58.3%","67.3%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","High Needs",70,"42.9%","74.4%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Non-High Needs",50,"30.0%","60.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","High Needs",43,"32.6%","54.1%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Non-High Needs",111,"61.3%","76.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","High Needs",44,"47.7%","70.6%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Non-High Needs",124,"50.8%","70.2%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","High Needs",10,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Non-High Needs",18,"*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","High Needs","*","21.4%","45.7%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","High Needs","*","36.7%","62.6%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","High Needs",207,"35.7%","58.1%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Non-High Needs",83,"42.2%","64.2%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","High Needs",78,"38.5%","59.5%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Non-High Needs",16,"*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","High Needs",108,"31.5%","54.0%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Non-High Needs",55,"47.3%","69.9%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","High Needs","*","27.3%","50.3%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0642311""","Burr School","High Needs","*","25.2%","46.0%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","High Needs",166,"31.3%","53.6%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Non-High Needs",69,"43.5%","56.1%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","High Needs",101,"25.7%","51.5%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","High Needs",157,"24.2%","44.4%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Non-High Needs",104,"26.9%","47.3%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","High Needs",18,"*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","High Needs",282,"35.1%","55.8%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Non-High Needs",12,"*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","High Needs","*","32.7%","61.1%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","High Needs","*","29.0%","53.7%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","High Needs",386,"28.8%","48.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Non-High Needs",208,"35.6%","50.1%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","High Needs","*","32.5%","58.3%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","High Needs","*","40.0%","60.7%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","High Needs","*","33.6%","55.0%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","High Needs",171,"35.1%","56.4%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","High Needs","*","21.5%","45.4%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","High Needs",45,"31.1%","53.6%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Non-High Needs",32,"40.6%","56.4%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","High Needs",16,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Non-High Needs",10,"*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","High Needs","*","38.7%","62.8%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","High Needs","*","28.1%","58.0%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","High Needs",331,"44.7%","67.4%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Non-High Needs",37,"43.2%","59.2%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","High Needs","*","25.6%","51.7%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","High Needs",45,"28.9%","43.7%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Non-High Needs",15,"*","*"
"=""0640011""","Hartford School District","=""0640111""","SAND School","High Needs","*","29.9%","54.9%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Non-High Needs","*","*","*"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","High Needs",102,"50.0%","73.6%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Non-High Needs",88,"65.9%","81.5%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","High Needs",99,"19.2%","44.3%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","High Needs",112,"27.7%","49.9%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","High Needs",201,"21.9%","42.0%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Non-High Needs",55,"38.2%","53.8%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","High Needs",187,"28.9%","50.4%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Non-High Needs",92,"41.3%","63.3%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","High Needs",138,"27.5%","51.2%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","High Needs",119,"18.5%","37.9%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","High Needs",26,"42.3%","67.9%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Non-High Needs",79,"62.0%","83.5%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","High Needs",64,"28.1%","61.0%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Non-High Needs",276,"48.9%","71.1%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","High Needs",123,"40.7%","63.0%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Non-High Needs",58,"15.5%","37.4%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","High Needs",64,"28.1%","47.1%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Non-High Needs",93,"34.4%","56.0%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","High Needs",192,"31.8%","46.2%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Non-High Needs",62,"35.5%","51.4%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","High Needs",228,"32.5%","52.2%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Non-High Needs",97,"40.2%","60.0%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","High Needs",26,"30.8%","48.2%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Non-High Needs",100,"52.0%","66.5%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","High Needs",308,"46.4%","67.6%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Non-High Needs",311,"51.8%","72.1%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","High Needs",85,"48.2%","71.7%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Non-High Needs",67,"46.3%","70.5%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","High Needs",80,"33.8%","55.5%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Non-High Needs",48,"43.8%","67.4%"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","High Needs","*","*","*"
"=""2450014""","Learn","=""2450814""","Learn SAILS Middle School Program","High Needs","*","*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","High Needs",89,"43.8%","75.0%"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Non-High Needs",72,"61.1%","86.1%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","High Needs",23,"65.2%","86.8%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Non-High Needs",42,"52.4%","75.4%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","High Needs",79,"44.3%","63.5%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Non-High Needs",192,"51.0%","64.8%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","High Needs",57,"35.1%","50.8%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Non-High Needs",52,"46.2%","64.7%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","High Needs",50,"44.0%","58.9%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Non-High Needs",148,"49.3%","71.0%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","High Needs",51,"21.6%","47.4%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Non-High Needs",121,"39.7%","61.4%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","High Needs",81,"33.3%","54.4%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Non-High Needs",213,"47.4%","65.7%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","High Needs",64,"32.8%","56.7%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Non-High Needs",139,"38.8%","57.4%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","High Needs",55,"52.7%","80.0%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Non-High Needs",155,"69.7%","85.3%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","High Needs",36,"33.3%","53.5%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Non-High Needs",125,"49.6%","67.6%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","High Needs",51,"21.6%","48.9%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Non-High Needs",290,"38.6%","56.2%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","High Needs",6,"*","*"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Non-High Needs",45,"55.6%","70.6%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","High Needs",12,"*","*"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Non-High Needs",59,"50.8%","70.0%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","High Needs",9,"*","*"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Non-High Needs",38,"63.2%","79.5%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","High Needs",66,"21.2%","36.6%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Non-High Needs",386,"34.2%","49.6%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","High Needs",62,"24.2%","48.0%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Non-High Needs",57,"45.6%","71.3%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","High Needs",40,"42.5%","64.7%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Non-High Needs",63,"58.7%","80.7%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","High Needs",237,"32.1%","52.8%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Non-High Needs",153,"35.9%","53.3%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","High Needs",40,"30.0%","54.5%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Non-High Needs",50,"36.0%","64.8%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","High Needs",438,"31.1%","51.5%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Non-High Needs",261,"42.1%","60.3%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","High Needs",37,"32.4%","58.3%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Non-High Needs",54,"37.0%","64.4%"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","High Needs",6,"*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","High Needs",42,"28.6%","55.0%"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Non-High Needs",31,"41.9%","71.2%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","High Needs",57,"26.3%","50.6%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Non-High Needs",19,"*","*"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","High Needs",97,"38.1%","63.2%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Non-High Needs",11,"*","*"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","High Needs",57,"33.3%","58.1%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Non-High Needs",30,"60.0%","78.8%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","High Needs",88,"21.6%","52.5%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Non-High Needs",13,"*","*"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","High Needs",16,"*","*"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Non-High Needs",31,"77.4%","92.9%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","High Needs",6,"*","*"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Non-High Needs",13,"*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","High Needs",128,"43.8%","62.9%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Non-High Needs",294,"52.4%","67.1%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","High Needs",20,"45.0%","76.0%"
"=""0780011""","Mansfield School District","=""0780511""","Southeast Elementary School","Non-High Needs",26,"50.0%","74.0%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","High Needs",37,"48.6%","73.6%"
"=""0790011""","Marlborough School District","=""0790111""","Elmer Thienes-Mary Hall Elementary School","Non-High Needs",216,"57.4%","78.0%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","High Needs",72,"30.6%","55.4%"
"=""0800011""","Meriden School District","=""0800111""","Benjamin Franklin School","Non-High Needs",36,"38.9%","58.4%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","High Needs",173,"39.9%","70.3%"
"=""0800011""","Meriden School District","=""0801111""","Casimir Pulaski School","Non-High Needs",35,"48.6%","66.4%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","High Needs",72,"27.8%","59.9%"
"=""0800011""","Meriden School District","=""0800311""","Hanover School","Non-High Needs",58,"48.3%","70.9%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","High Needs",119,"32.8%","55.0%"
"=""0800011""","Meriden School District","=""0800411""","Israel Putnam School","Non-High Needs",51,"17.6%","43.8%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","High Needs",132,"47.7%","70.9%"
"=""0800011""","Meriden School District","=""0800511""","John Barry School","Non-High Needs",16,"*","*"
"=""0800011""","Meriden School District","=""0805211""","Lincoln Middle School","High Needs",434,"44.0%","65.0%"
