"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",4,"Female",51,2496,2554,58,"64.7%","82.6%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",4,"Male",36,2470,2543,74,"61.1%","89.3%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",5,"Female",26,2532,2574,42,"61.5%","76.7%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",5,"Male",39,2520,2558,38,"48.7%","66.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,"Female",30,2462,2512,50,"53.3%","77.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,"Male",46,2465,2505,40,"34.8%","66.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,"Female",40,2500,2549,49,"45.0%","63.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,"Male",49,2495,2553,57,"53.1%","78.7%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,"Female",91,2544,2574,29,"45.1%","65.0%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,"Male",102,2535,2575,40,"53.9%","70.4%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,"Female",115,2579,2612,32,"48.7%","66.0%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,"Male",125,2556,2592,36,"52.8%","70.7%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,"Female",109,2585,2623,38,"56.0%","73.2%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,"Male",99,2570,2603,33,"48.5%","68.1%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,"Female",45,2518,2599,81,"88.9%","100.0%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,"Male",45,2487,2564,77,"71.1%","92.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,"Female",160,2592,2617,25,"43.8%","62.4%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,"Male",153,2577,2598,21,"39.2%","55.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,"Female",144,2602,2644,43,"65.3%","80.7%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,"Male",131,2589,2615,25,"49.6%","64.7%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,"Female",41,2476,2538,62,"65.9%","82.4%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,"Male",35,2432,2507,75,"54.3%","81.2%"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,"Female",38,2483,2530,47,"57.9%","75.5%"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,"Male",33,2453,2515,62,"54.5%","77.9%"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,"Female",30,2506,2553,47,"56.7%","73.4%"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,"Male",36,2476,2539,63,"63.9%","83.4%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,"Female",138,2538,2587,49,"58.7%","79.1%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,"Male",155,2525,2559,33,"46.5%","65.8%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,"Female",170,2561,2597,36,"54.1%","75.0%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,"Male",155,2545,2581,36,"49.7%","68.0%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",4,"Female",9,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",4,"Male",8,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",5,"Female",6,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",5,"Male",8,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",6,"Female",13,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",6,"Male",7,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",7,"Female","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",7,"Male","*","*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",8,"Female",8,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",8,"Male",12,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,"Female",50,2506,2555,49,"64.0%","85.6%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,"Male",47,2458,2498,41,"40.4%","65.9%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,"Female",39,2516,2558,43,"41.0%","69.6%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,"Male",38,2525,2562,38,"57.9%","74.7%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",4,"Female",25,2517,2562,45,"60.0%","79.9%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",4,"Male",23,2480,2541,61,"52.2%","79.3%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",5,"Female",18,"*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",5,"Male",21,2530,2575,46,"61.9%","83.3%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,"Female",224,2568,2605,37,"59.8%","75.8%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,"Male",235,2562,2602,40,"60.0%","76.1%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,"Female",29,2511,2563,52,"51.7%","75.4%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,"Male",33,2477,2534,56,"57.6%","80.9%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",5,"Female",39,2581,2601,20,"61.5%","70.5%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",5,"Male",37,2550,2588,39,"59.5%","78.4%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",4,"Female",24,2498,2550,52,"58.3%","76.3%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",4,"Male",34,2483,2533,51,"55.9%","79.7%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",5,"Female",40,2535,2587,52,"57.5%","80.9%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",5,"Male",35,2545,2587,42,"60.0%","82.2%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",4,"Male","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",5,"Male","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",6,"Female","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",7,"Male","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,"Female",36,2450,2483,33,"33.3%","58.3%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,"Male",27,2469,2502,33,"37.0%","62.6%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",5,"Female",32,2516,2542,26,"37.5%","56.7%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",5,"Male",35,2501,2545,44,"37.1%","68.9%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",4,"Female",44,2498,2542,44,"56.8%","72.3%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",4,"Male",40,2482,2531,49,"52.5%","78.1%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",5,"Female",55,2547,2615,68,"76.4%","94.9%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",5,"Male",36,2526,2579,53,"66.7%","83.0%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,"Female",263,2598,2609,11,"39.2%","52.2%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,"Male",235,2585,2599,14,"37.9%","52.8%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",8,"Female",258,2619,2644,25,"52.7%","68.6%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",8,"Male",245,2586,2605,20,"43.7%","60.7%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",7,"Female",68,2585,2610,25,"45.6%","61.9%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",7,"Male",75,2557,2598,40,"46.7%","69.6%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",8,"Female",71,2614,2653,39,"64.8%","79.3%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",8,"Male",79,2557,2590,33,"48.1%","64.3%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",4,"Female",30,2481,2541,60,"63.3%","87.0%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",4,"Male",31,2469,2534,64,"61.3%","84.9%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",5,"Female",29,2543,2562,19,"48.3%","60.8%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",5,"Male",29,2524,2568,44,"58.6%","78.1%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",6,"Female",43,2593,2630,37,"55.8%","78.0%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",6,"Male",40,2558,2609,51,"65.0%","80.5%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",4,"Female",35,2462,2555,94,"74.3%","93.7%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",4,"Male",32,2427,2522,95,"81.3%","95.3%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",5,"Female",30,2514,2589,75,"70.0%","93.2%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",5,"Male",32,2491,2543,52,"50.0%","75.1%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",6,"Female",29,2575,2618,43,"69.0%","78.6%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",6,"Male",34,2501,2566,65,"73.5%","89.4%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",6,"Female",47,2403,2433,30,"34.0%","50.8%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",6,"Male",54,2402,2428,26,"29.6%","50.1%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",7,"Female",57,2441,2498,57,"54.4%","71.7%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",7,"Male",48,2426,2479,54,"41.7%","66.2%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",6,"Female",82,2543,2568,25,"42.7%","59.2%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",6,"Male",86,2535,2569,34,"47.7%","68.6%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",7,"Female",81,2576,2598,22,"42.0%","58.1%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",7,"Male",88,2566,2587,21,"37.5%","56.4%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",8,"Female",80,2622,2637,15,"41.3%","55.3%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",8,"Male",96,2602,2613,11,"33.3%","49.7%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",4,"Female",36,2469,2522,53,"44.4%","70.9%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",4,"Male",31,2484,2529,45,"48.4%","68.0%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",5,"Female",36,2526,2579,53,"52.8%","76.0%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",5,"Male",31,2478,2529,51,"45.2%","66.6%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",6,"Female",128,2593,2614,21,"53.9%","68.0%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",6,"Male",130,2572,2597,25,"46.9%","66.0%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",7,"Female",126,2612,2649,37,"62.7%","74.6%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",7,"Male",133,2590,2629,39,"55.6%","73.4%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",8,"Female",114,2631,2658,27,"61.4%","74.0%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",8,"Male",135,2605,2640,35,"58.5%","75.3%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",4,"Female",28,2451,2497,45,"50.0%","72.4%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",4,"Male",38,2462,2513,51,"50.0%","73.9%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",5,"Female",44,2546,2599,53,"72.7%","91.0%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",5,"Male",29,2494,2540,46,"41.4%","72.4%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",4,"Female",29,2451,2484,33,"27.6%","53.9%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",4,"Male",30,2414,2443,30,"23.3%","50.7%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",5,"Female",25,2475,2534,59,"56.0%","80.4%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",5,"Male",20,2476,2517,41,"45.0%","65.5%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",4,"Female",34,2502,2571,69,"70.6%","91.8%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",4,"Male",30,2491,2560,69,"83.3%","98.7%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",5,"Female",34,2559,2613,54,"76.5%","94.7%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",5,"Male",25,2549,2580,30,"52.0%","60.4%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",4,"Female",26,2457,2526,69,"65.4%","87.1%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",4,"Male",33,2431,2497,66,"48.5%","77.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",5,"Female",29,2481,2529,48,"51.7%","76.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",5,"Male",25,2487,2542,55,"48.0%","74.7%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",4,"Female",21,2461,2498,37,"33.3%","55.8%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",4,"Male",13,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",5,"Female",16,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",5,"Male",22,2459,2530,71,"72.7%","88.3%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",4,"Female",31,2524,2583,60,"77.4%","91.0%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",4,"Male",38,2481,2540,60,"60.5%","76.7%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",5,"Female",40,2566,2615,49,"67.5%","80.6%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",5,"Male",33,2519,2568,49,"48.5%","74.1%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",4,"Female",24,2523,2585,61,"75.0%","85.1%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",4,"Male",29,2503,2541,38,"55.2%","68.0%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",5,"Female",30,2562,2606,43,"60.0%","84.9%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",5,"Male",24,2532,2579,47,"45.8%","69.7%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",4,"Female",25,2516,2578,62,"68.0%","92.9%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",4,"Male",25,2495,2542,47,"60.0%","79.2%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",5,"Female",38,2542,2587,46,"52.6%","74.3%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",5,"Male",30,2529,2582,53,"63.3%","85.1%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",4,"Female",10,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",4,"Male",14,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",5,"Female",15,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",5,"Male",17,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",4,"Female",31,2531,2577,45,"67.7%","82.6%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",4,"Male",35,2518,2568,50,"71.4%","87.4%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",5,"Female",31,2554,2613,59,"74.2%","88.1%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",5,"Male",44,2530,2586,56,"70.5%","87.2%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",6,"Female",85,2540,2569,29,"42.4%","60.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",6,"Male",74,2494,2522,28,"35.1%","57.3%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",7,"Female",85,2545,2600,55,"68.2%","80.2%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",7,"Male",73,2526,2573,47,"57.5%","72.1%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",8,"Female",71,2577,2626,49,"63.4%","80.2%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",8,"Male",102,2538,2592,54,"62.7%","78.6%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School",8,"Male","*","*","*","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School",4,"Female",60,2445,2487,41,"35.0%","64.8%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School",4,"Male",72,2424,2471,47,"44.4%","66.9%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",5,"Female",61,2501,2538,36,"41.0%","60.8%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",5,"Male",57,2480,2521,41,"38.6%","61.8%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",6,"Female",61,2523,2546,23,"34.4%","55.3%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",6,"Male",63,2512,2550,38,"47.6%","67.7%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",7,"Female",71,2544,2587,43,"46.5%","68.5%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",7,"Male",66,2511,2546,35,"40.9%","59.3%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",8,"Female",66,2580,2612,31,"47.0%","69.6%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",8,"Male",57,2540,2573,33,"45.6%","61.2%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",6,"Female",63,2527,2543,16,"30.2%","48.9%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",6,"Male",94,2533,2540,7,"28.7%","41.9%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",7,"Female",83,2530,2569,39,"48.2%","66.8%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",7,"Male",72,2514,2555,41,"45.8%","63.9%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",8,"Female",68,2554,2593,39,"50.0%","69.1%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",8,"Male",68,2546,2588,42,"51.5%","69.9%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",4,"Female",21,2441,2484,43,"38.1%","64.3%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",4,"Male",30,2380,2414,34,"16.7%","49.6%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",5,"Female",22,2458,2506,48,"45.5%","63.8%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",5,"Male",24,2389,2472,83,"66.7%","77.8%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",4,"Female",14,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",4,"Male",16,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,"Female",14,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,"Male",14,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"Female",29,2430,2457,28,"24.1%","45.4%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"Male",15,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"Female",25,2454,2499,45,"48.0%","66.0%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"Male",31,2447,2484,37,"38.7%","58.5%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"Female",18,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"Male",12,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"Female",9,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"Male",12,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"Female",30,2473,2544,71,"70.0%","89.1%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"Male",35,2471,2535,64,"60.0%","88.4%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"Female",24,2487,2552,65,"54.2%","82.8%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"Male",27,2471,2541,71,"48.1%","70.0%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"Female",16,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"Male",24,2432,2510,78,"66.7%","85.9%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"Female",20,2527,2557,30,"25.0%","58.1%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"Male",12,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"Female",30,2493,2547,54,"56.7%","82.1%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"Male",11,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"Female",13,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"Male",20,2520,2559,38,"55.0%","71.8%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"Female",61,2515,2525,10,"24.6%","42.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"Male",61,2514,2535,21,"41.0%","56.0%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"Female",73,2511,2527,15,"30.1%","43.7%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"Male",68,2476,2489,14,"30.9%","47.7%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"Female",61,2542,2552,10,"26.2%","49.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"Male",47,2494,2522,28,"31.9%","48.8%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"Female",134,2527,2571,44,"53.0%","74.3%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"Male",144,2525,2555,30,"41.0%","60.8%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"Female",119,2566,2597,31,"52.9%","67.9%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"Male",130,2556,2592,36,"55.4%","72.9%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"Female",22,2465,2532,68,"68.2%","87.4%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"Male",37,2431,2494,63,"54.1%","75.1%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"Female",21,2519,2565,47,"57.1%","75.2%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"Male",39,2472,2540,68,"64.1%","87.1%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"Female",122,2595,2632,37,"58.2%","74.1%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"Male",128,2582,2626,44,"54.7%","71.3%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"Female",139,2634,2664,29,"60.4%","73.1%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"Male",134,2610,2633,23,"50.0%","68.3%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"Female",33,2492,2562,69,"69.7%","91.7%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"Male",32,2516,2565,49,"59.4%","81.0%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"Female",35,2488,2539,52,"48.6%","78.0%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"Male",30,2506,2538,32,"53.3%","71.7%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"Female",31,2457,2496,39,"45.2%","71.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"Male",29,2450,2489,39,"34.5%","61.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"Female",38,2522,2556,34,"42.1%","61.9%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"Male",32,2453,2494,41,"34.4%","59.7%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"Female",40,2528,2551,23,"40.0%","57.4%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"Male",25,2473,2498,25,"36.0%","51.5%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"Female",23,2371,2412,40,"26.1%","61.9%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"Male",21,2375,2431,56,"42.9%","69.6%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"Female",14,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"Male",19,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"Female",20,2419,2480,61,"55.0%","79.1%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"Male",13,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"Female",16,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"Male",13,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"Female",13,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"Male",22,2459,2491,32,"22.7%","48.2%"
