"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",4,71,2429,2467,38,"32.4%","58.4%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",5,82,2449,2496,47,"34.1%","67.0%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",4,62,2455,2506,51,"51.6%","73.3%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",5,59,2509,2552,43,"47.5%","68.4%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",6,187,2516,2526,10,"30.5%","49.2%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",7,194,2547,2572,25,"34.5%","54.1%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",8,96,2551,2590,38,"46.9%","66.1%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",4,86,2491,2545,54,"55.8%","78.1%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",5,90,2548,2587,40,"57.8%","76.8%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",4,69,2496,2550,55,"60.9%","79.0%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",5,65,2542,2588,46,"61.5%","82.3%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",6,385,2574,2608,34,"55.6%","70.8%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",7,361,2596,2637,41,"58.4%","75.5%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",8,356,2629,2657,28,"57.0%","71.0%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",4,73,2488,2547,59,"58.9%","81.7%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",5,65,2536,2596,60,"66.2%","82.8%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",4,63,2492,2561,69,"68.3%","87.7%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",5,61,2515,2583,67,"65.6%","84.7%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",4,74,2513,2564,51,"64.9%","85.1%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",5,59,2552,2613,61,"72.9%","89.8%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",4,48,2455,2497,42,"41.7%","66.0%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",5,43,2512,2552,41,"48.8%","68.1%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",6,54,2534,2571,37,"55.6%","69.4%"
"=""0370011""","Derby School District","=""0370611""","Bradley School",4,66,2409,2463,53,"39.4%","66.1%"
"=""0370011""","Derby School District","=""0370611""","Bradley School",5,54,2475,2523,48,"40.7%","72.5%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",6,106,2492,2464,-28,"15.1%","24.8%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",7,102,2474,2503,29,"34.3%","53.3%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",8,88,2517,2541,24,"35.2%","53.4%"
"=""0370011""","Derby School District","=""0370411""","Irving School",4,55,2392,2444,53,"38.2%","68.1%"
"=""0370011""","Derby School District","=""0370411""","Irving School",5,47,2433,2466,32,"27.7%","54.8%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",6,58,2551,2551,-0,"31.0%","46.0%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",7,73,2550,2566,16,"30.1%","47.3%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",8,60,2582,2611,29,"43.3%","63.5%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",4,48,2450,2502,51,"52.1%","73.5%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",5,69,2529,2576,46,"49.3%","72.2%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",4,67,2464,2492,28,"35.8%","54.9%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",5,66,2523,2570,47,"60.6%","73.8%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",6,75,2540,2573,34,"53.3%","70.3%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",7,90,2566,2595,28,"47.8%","63.8%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",8,93,2559,2583,24,"45.2%","60.9%"
"=""0420011""","East Hampton School District","=""0420311""","Center School",4,146,2454,2491,37,"33.6%","60.1%"
"=""0420011""","East Hampton School District","=""0420311""","Center School",5,120,2497,2522,25,"36.7%","55.3%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",6,140,2537,2542,5,"29.3%","42.9%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",7,116,2529,2554,25,"33.6%","50.7%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",8,125,2570,2589,20,"40.0%","57.7%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",4,53,2340,2395,55,"34.0%","64.4%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",5,33,2387,2443,56,"36.4%","67.7%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,54,2380,2407,27,"20.4%","49.0%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,52,2415,2459,44,"32.7%","59.3%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,49,2375,2433,58,"32.7%","67.6%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,42,2421,2452,31,"26.2%","49.3%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,84,2398,2442,44,"32.1%","59.5%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,88,2440,2495,55,"45.5%","65.3%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,217,2459,2486,27,"31.8%","53.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,328,2488,2508,20,"28.7%","49.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,426,2485,2513,28,"35.4%","55.6%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,50,2410,2486,76,"60.0%","86.2%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,57,2485,2532,47,"42.1%","66.5%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,35,2393,2460,67,"51.4%","75.9%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,35,2446,2481,35,"42.9%","59.1%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,37,2393,2486,93,"75.7%","95.8%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,47,2450,2498,47,"38.3%","64.8%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,57,2380,2419,39,"28.1%","55.1%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,72,2394,2462,67,"51.4%","76.4%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,50,2439,2486,47,"38.0%","67.6%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,34,2333,2393,60,"35.3%","64.1%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,35,2418,2466,48,"37.1%","68.8%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,106,2464,2513,49,"54.7%","75.6%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,86,2483,2503,19,"22.1%","49.3%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",8,8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,42,2425,2484,59,"42.9%","73.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,40,2469,2509,41,"30.0%","65.8%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,43,2509,2552,43,"44.2%","64.1%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,42,2559,2583,25,"35.7%","59.1%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,44,2549,2596,47,"54.5%","74.1%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,61,2411,2472,62,"47.5%","76.2%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,61,2456,2498,42,"29.5%","64.1%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,52,2412,2448,36,"30.8%","57.5%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,45,2466,2487,21,"20.0%","42.0%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,161,2488,2528,39,"47.2%","67.0%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,188,2493,2550,57,"51.6%","76.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,184,2493,2535,43,"42.4%","67.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,47,2401,2455,55,"42.6%","68.6%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,45,2439,2487,48,"37.8%","65.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,187,2541,2568,27,"47.1%","63.7%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,193,2532,2563,32,"44.0%","63.1%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,212,2573,2603,29,"48.6%","62.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,188,2582,2603,21,"40.4%","57.6%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,85,2471,2525,54,"51.8%","76.1%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,55,2469,2525,56,"52.7%","75.7%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,40,2489,2559,71,"67.5%","90.8%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,67,2421,2471,50,"35.8%","63.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,73,2463,2496,33,"27.4%","55.0%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,73,2494,2526,32,"37.0%","59.1%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"*",2510,2536,26,"27.9%","54.1%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,68,2567,2593,26,"39.7%","61.7%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,9,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,11,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,19,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,9,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,15,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,96,2554,2576,22,"42.7%","61.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,92,2572,2617,46,"54.3%","74.9%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,100,2573,2618,45,"54.0%","71.2%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,100,2486,2554,68,"73.0%","90.1%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,112,2534,2591,58,"64.3%","84.4%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",8,"*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,61,2457,2512,55,"50.8%","73.7%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,42,2465,2512,48,"47.6%","79.6%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,198,2577,2603,26,"43.4%","61.1%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,201,2610,2619,10,"33.3%","54.2%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,210,2529,2569,40,"50.0%","72.1%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,209,2559,2584,25,"46.9%","61.3%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,89,2486,2539,53,"55.1%","77.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,62,2417,2516,99,"75.8%","95.8%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,66,2474,2513,38,"33.3%","60.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,66,2472,2525,53,"54.5%","75.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,58,2508,2547,39,"50.0%","69.8%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,58,2537,2594,56,"60.3%","75.5%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,107,2421,2493,72,"52.3%","81.1%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",5,106,2465,2497,32,"29.2%","50.1%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",4,128,2441,2494,53,"46.9%","69.9%"
"=""0490011""","Enfield School District","=""0491611""","Eli Whitney School",5,124,2468,2537,68,"58.1%","81.6%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",6,310,2513,2529,16,"34.2%","52.7%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",7,356,2515,2553,39,"41.9%","64.5%"
"=""0490011""","Enfield School District","=""0495211""","John F. Kennedy Middle School",8,325,2539,2582,43,"52.3%","70.7%"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)",4,"*","*","*","*","*","*"
"=""0490011""","Enfield School District","=""0490711""","Prudence Crandall - Educational Counseling Program (ECP)",5,"*","*","*","*","*","*"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",4,110,2441,2496,55,"44.5%","70.3%"
"=""0490011""","Enfield School District","=""0491511""","Prudence Crandall School",5,133,2472,2537,65,"53.4%","79.8%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",4,52,2474,2523,49,"55.8%","72.4%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",5,51,2517,2560,43,"49.0%","74.1%"
"=""0500011""","Essex School District","=""0500111""","Essex Elementary School",6,78,2584,2603,19,"50.0%","66.3%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",4,62,2487,2551,64,"69.4%","89.6%"
"=""0510011""","Fairfield School District","=""0510211""","Burr Elementary School",5,66,2523,2578,55,"60.6%","81.0%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",4,59,2453,2538,84,"76.3%","96.0%"
"=""0510011""","Fairfield School District","=""0510111""","Dwight Elementary School",5,45,2562,2603,41,"57.8%","77.9%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",6,273,2561,2583,21,"39.9%","60.3%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",7,275,2569,2603,34,"47.6%","67.2%"
"=""0510011""","Fairfield School District","=""0515211""","Fairfield Woods Middle School",8,283,2590,2620,30,"49.8%","66.0%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",4,69,2426,2499,74,"59.4%","86.1%"
"=""0510011""","Fairfield School District","=""0510411""","Holland Hill School",5,55,2509,2569,60,"67.3%","86.7%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",4,71,2448,2511,63,"56.3%","80.7%"
"=""0510011""","Fairfield School District","=""0511711""","Jennings School",5,54,2510,2557,47,"50.0%","72.8%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",4,66,2435,2464,29,"28.8%","50.2%"
"=""0510011""","Fairfield School District","=""0510611""","McKinley School",5,70,2438,2489,51,"37.1%","64.6%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",4,86,2460,2516,56,"54.7%","77.8%"
"=""0510011""","Fairfield School District","=""0510711""","Mill Hill School",5,63,2499,2549,50,"49.2%","72.4%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",4,80,2456,2507,51,"50.0%","71.6%"
"=""0510011""","Fairfield School District","=""0511611""","North Stratfield School",5,78,2527,2563,36,"47.4%","70.3%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",4,91,2457,2524,67,"69.2%","83.4%"
"=""0510011""","Fairfield School District","=""0511811""","Osborn Hill School",5,85,2512,2567,55,"52.9%","77.1%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",4,80,2472,2550,78,"67.5%","90.1%"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School",5,60,2525,2587,63,"68.3%","91.7%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",6,253,2570,2592,21,"44.3%","59.7%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",7,245,2592,2609,17,"40.4%","58.8%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School",8,266,2596,2620,24,"45.9%","62.7%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",4,87,2485,2550,65,"63.2%","85.4%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School",5,65,2525,2565,40,"53.8%","70.5%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,76,2464,2508,44,"42.1%","70.8%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,89,2498,2551,53,"49.4%","71.9%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,193,2540,2575,35,"49.7%","67.8%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,240,2567,2601,34,"50.8%","68.4%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,208,2578,2613,36,"52.4%","70.8%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,90,2502,2581,79,"80.0%","97.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,313,2585,2608,23,"41.5%","58.8%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,275,2596,2630,34,"57.8%","73.1%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,76,2456,2523,68,"60.5%","81.9%"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,71,2469,2523,54,"56.3%","76.6%"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,66,2490,2545,56,"60.6%","78.8%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,293,2531,2572,41,"52.2%","72.1%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,325,2554,2590,36,"52.0%","71.6%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",4,17,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",5,14,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",6,20,2528,2507,-21,"25.0%","32.5%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",7,17,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",8,20,2579,2611,32,"40.0%","61.2%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,97,2482,2527,45,"52.6%","76.1%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,77,2520,2560,40,"49.4%","72.1%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",4,48,2499,2552,53,"56.3%","79.6%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",5,39,2547,2597,51,"64.1%","84.1%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,459,2565,2603,39,"59.9%","75.9%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,62,2493,2548,55,"54.8%","78.3%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",5,76,2566,2595,29,"60.5%","74.3%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",4,58,2489,2540,51,"56.9%","78.3%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",5,75,2540,2587,47,"58.7%","81.5%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",4,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",5,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",6,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",7,"*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,63,2458,2491,33,"34.9%","60.1%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",5,67,2508,2543,36,"37.3%","63.1%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",4,84,2491,2537,47,"54.8%","75.1%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",5,91,2539,2601,62,"72.5%","90.2%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,498,2592,2604,12,"38.6%","52.5%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",8,503,2603,2625,22,"48.3%","64.7%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",7,143,2570,2604,33,"46.2%","66.0%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",8,150,2584,2620,36,"56.0%","71.4%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",4,61,2475,2537,62,"62.3%","85.9%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",5,58,2534,2565,31,"53.4%","69.4%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",6,83,2576,2620,44,"60.2%","79.2%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",4,67,2445,2539,94,"77.6%","94.5%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",5,62,2502,2565,63,"59.7%","83.9%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",6,63,2535,2590,55,"71.4%","84.4%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",6,101,2402,2430,28,"31.7%","50.4%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",7,105,2434,2490,56,"48.6%","69.2%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",6,168,2539,2568,30,"45.2%","64.0%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",7,169,2571,2592,22,"39.6%","57.2%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",8,176,2611,2624,13,"36.9%","52.2%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",4,67,2476,2525,49,"46.3%","69.6%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",5,67,2504,2556,52,"49.3%","71.6%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",6,258,2582,2605,23,"50.4%","67.0%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",7,259,2601,2639,38,"59.1%","74.0%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",8,249,2617,2648,31,"59.8%","74.7%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",4,66,2458,2506,49,"50.0%","73.2%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",5,73,2525,2576,51,"60.3%","83.6%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",4,59,2432,2463,31,"25.4%","52.3%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",5,45,2476,2527,51,"51.1%","73.7%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",4,64,2497,2566,69,"76.6%","95.0%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",5,59,2555,2599,44,"66.1%","80.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",4,59,2442,2510,67,"55.9%","81.6%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",5,54,2484,2535,51,"50.0%","75.5%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",4,34,2440,2475,35,"29.4%","53.2%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",5,38,2474,2541,68,"65.8%","82.6%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",4,69,2500,2560,60,"68.1%","83.1%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",5,73,2545,2593,49,"58.9%","77.6%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",4,53,2512,2561,49,"64.2%","75.7%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",5,54,2549,2594,45,"53.7%","78.1%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",4,50,2505,2560,55,"64.0%","86.1%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",5,68,2536,2585,49,"57.4%","79.1%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",4,24,2493,2591,98,"95.8%","100.0%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",5,32,2538,2562,24,"28.1%","50.5%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",4,66,2524,2572,48,"69.7%","85.1%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",5,75,2540,2597,57,"72.0%","87.6%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",6,159,2519,2547,29,"39.0%","59.0%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",7,158,2536,2587,51,"63.3%","76.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",8,173,2554,2606,52,"63.0%","79.3%"
