"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",5,"Math","Male",15,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"ELA","Female",27,2387,2432,46,"33.3%","62.7%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"ELA","Male",27,2373,2381,8,"7.4%","35.2%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"Math","Female",27,2393,2438,46,"37.0%","68.4%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"Math","Male",27,2382,2421,39,"22.2%","60.3%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"ELA","Female",26,2421,2472,52,"34.6%","66.1%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"ELA","Male",26,2410,2445,35,"30.8%","52.4%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"Math","Female",26,2426,2431,5,"19.2%","37.5%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"Math","Male",27,2435,2423,-12,"14.8%","27.4%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"ELA","Female",24,2390,2457,67,"37.5%","77.5%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"ELA","Male",25,2361,2409,49,"28.0%","58.1%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"Math","Female",24,2400,2421,20,"25.0%","41.6%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"Math","Male",25,2388,2426,37,"16.0%","57.8%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"ELA","Female",21,2425,2463,39,"33.3%","58.2%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"ELA","Male",21,2418,2441,23,"19.0%","40.4%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"Math","Female",23,2423,2423,0,"8.7%","28.7%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"Math","Male",20,2444,2452,8,"5.0%","39.2%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"ELA","Female",40,2428,2474,46,"32.5%","60.8%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"ELA","Male",44,2371,2413,42,"31.8%","58.3%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"Math","Female",39,2416,2474,58,"53.8%","83.5%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"Math","Male",44,2390,2443,53,"36.4%","73.1%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"ELA","Female",39,2454,2515,62,"46.2%","70.7%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"ELA","Male",49,2430,2479,49,"44.9%","61.0%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"Math","Female",39,2456,2466,10,"15.4%","42.6%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"Math","Male",49,2456,2463,7,"12.2%","32.9%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"ELA","Female",106,2475,2503,28,"35.8%","54.9%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"ELA","Male",111,2445,2470,25,"27.9%","52.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"Math","Female",106,2441,2474,32,"37.7%","63.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"Math","Male",113,2427,2442,14,"30.1%","50.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"ELA","Female",148,2494,2516,23,"27.0%","49.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"ELA","Male",180,2483,2501,18,"30.0%","48.6%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"Math","Female",146,2460,2468,8,"23.3%","42.7%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"Math","Male",181,2455,2465,10,"27.6%","43.7%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"ELA","Female",224,2497,2523,26,"37.9%","57.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"ELA","Male",202,2471,2501,29,"32.7%","53.6%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"Math","Female",225,2465,2473,8,"28.4%","45.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"Math","Male",203,2457,2471,14,"29.6%","44.6%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"ELA","Female",24,2423,2493,70,"50.0%","85.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"ELA","Male",26,2399,2480,81,"69.2%","87.0%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"Math","Female",24,2430,2472,43,"37.5%","67.8%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"Math","Male",26,2415,2449,34,"19.2%","51.7%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"ELA","Female",28,2496,2553,57,"60.7%","79.3%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"ELA","Male",29,2474,2512,38,"24.1%","54.2%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"Math","Female",28,2475,2494,19,"25.0%","45.1%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"Math","Male",29,2472,2486,14,"17.2%","40.9%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"ELA","Female",19,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"ELA","Male",16,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"Math","Female",19,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"Math","Male",16,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"ELA","Female",22,2450,2484,34,"40.9%","61.3%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"ELA","Male",13,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"Math","Female",23,2443,2455,12,"21.7%","43.1%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"Math","Male",13,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"ELA","Female",16,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"ELA","Male",21,2376,2465,89,"81.0%","95.7%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"Math","Female",16,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"Math","Male",20,2408,2459,51,"30.0%","72.8%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"ELA","Female",27,2459,2504,45,"44.4%","70.9%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"ELA","Male",20,2438,2489,51,"30.0%","56.5%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"Math","Female",26,2440,2474,34,"46.2%","65.7%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"Math","Male",19,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"ELA","Female",32,2386,2419,33,"25.0%","50.4%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"ELA","Male",25,2372,2419,47,"32.0%","61.1%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"Math","Female",32,2368,2408,40,"18.8%","57.8%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"Math","Male",27,2381,2412,31,"11.1%","48.7%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"ELA","Female",34,2402,2481,79,"58.8%","84.5%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"ELA","Male",38,2387,2444,57,"44.7%","69.1%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"Math","Female",34,2429,2410,-20,"11.8%","20.9%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"Math","Male",38,2414,2405,-9,"10.5%","28.4%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"ELA","Female",19,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"ELA","Male",31,2430,2477,47,"35.5%","68.3%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"Math","Female",19,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"Math","Male",31,2430,2434,4,"16.1%","39.0%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"ELA","Female",17,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"ELA","Male",17,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"Math","Female",16,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"Math","Male",17,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"ELA","Female",17,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"ELA","Male",18,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"Math","Female",16,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"Math","Male",18,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"ELA","Female",57,2471,2515,44,"49.1%","70.5%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"ELA","Male",49,2456,2510,54,"61.2%","81.5%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"Math","Female",56,2445,2443,-2,"25.0%","39.6%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"Math","Male",49,2442,2450,8,"20.4%","35.1%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"ELA","Female",42,2513,2542,29,"33.3%","63.1%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"ELA","Male",44,2455,2465,10,"11.4%","36.0%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"Math","Female",42,2465,2468,3,"26.2%","39.2%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"Math","Male",44,2429,2417,-12,"15.9%","28.1%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"ELA","Male",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"Math","Male",12,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"ELA","Male",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"Math","Male",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"ELA","Female","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"ELA","Male","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"Math","Female","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"Math","Male","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"ELA","Female","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"ELA","Male","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"Math","Female","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"Math","Male","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",8,"ELA","Male",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",8,"Math","Male",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"ELA","Female",21,2451,2516,65,"52.4%","77.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"ELA","Male",21,2399,2452,53,"33.3%","69.4%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"Math","Female",21,2464,2494,30,"19.0%","49.6%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"Math","Male",21,2418,2464,46,"28.6%","69.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"ELA","Female",22,2481,2516,35,"22.7%","66.7%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"ELA","Male",18,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"Math","Female",22,2437,2477,40,"36.4%","75.6%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"Math","Male",18,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"ELA","Female",18,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"ELA","Male",25,2500,2545,45,"44.0%","62.7%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"Math","Female",18,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"Math","Male",25,2494,2534,40,"44.0%","75.1%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"ELA","Female",22,2575,2602,27,"40.9%","65.9%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"ELA","Male",20,2541,2563,21,"30.0%","51.6%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"Math","Female",21,2548,2558,11,"28.6%","38.9%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"Math","Male",20,2535,2547,12,"45.0%","66.9%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"ELA","Female",24,2552,2603,52,"62.5%","81.5%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"ELA","Male",20,2547,2587,40,"45.0%","65.2%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"Math","Female",24,2559,2576,17,"41.7%","56.1%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"Math","Male",20,2544,2560,15,"40.0%","60.4%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"ELA","Female",36,2434,2492,58,"52.8%","77.8%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"ELA","Male",25,2377,2444,67,"40.0%","73.9%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"Math","Female",36,2423,2485,62,"50.0%","88.6%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"Math","Male",25,2410,2469,59,"56.0%","80.6%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"ELA","Female",32,2465,2512,47,"34.4%","69.1%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"ELA","Male",29,2446,2483,37,"24.1%","58.6%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Math","Female",32,2472,2515,43,"62.5%","83.9%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Math","Male",29,2471,2510,39,"48.3%","73.3%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"ELA","Female",31,2425,2463,39,"32.3%","61.5%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"ELA","Male",21,2392,2424,32,"28.6%","51.8%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Math","Female",31,2406,2461,55,"54.8%","77.1%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Math","Male",21,2390,2439,50,"28.6%","71.1%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"ELA","Female",23,2468,2493,26,"17.4%","49.1%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"ELA","Male",22,2464,2480,16,"22.7%","34.6%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Math","Female",23,2430,2451,20,"26.1%","55.5%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Math","Male",22,2437,2455,18,"13.6%","48.7%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"ELA","Female",91,2497,2539,42,"50.5%","69.2%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"ELA","Male",70,2477,2512,36,"42.9%","64.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Math","Female",93,2465,2508,43,"47.3%","71.4%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Math","Male",71,2476,2493,18,"33.8%","52.7%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"ELA","Female",86,2499,2565,66,"61.6%","82.3%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"ELA","Male",102,2487,2538,50,"43.1%","70.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Math","Female",84,2485,2491,6,"23.8%","41.7%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Math","Male",101,2476,2486,10,"27.7%","44.7%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"ELA","Female",78,2520,2567,48,"50.0%","77.4%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"ELA","Male",106,2473,2512,39,"36.8%","59.2%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Math","Female",79,2480,2502,22,"43.0%","59.5%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Math","Male",105,2444,2465,21,"36.2%","54.2%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"ELA","Female",24,2406,2459,53,"45.8%","67.9%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"ELA","Male",23,2395,2452,56,"39.1%","69.3%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Math","Female",25,2387,2425,38,"16.0%","57.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Math","Male",23,2410,2461,51,"52.2%","72.6%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"ELA","Female",24,2441,2487,46,"37.5%","64.4%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"ELA","Male",21,2436,2486,50,"38.1%","66.9%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Math","Female",24,2436,2446,10,"16.7%","41.3%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Math","Male",21,2439,2469,30,"38.1%","67.7%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"ELA","Female",100,2550,2574,24,"44.0%","60.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"ELA","Male",87,2531,2561,29,"50.6%","66.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Math","Female",100,2514,2536,22,"34.0%","54.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Math","Male",86,2533,2551,17,"39.5%","59.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"ELA","Female",86,2540,2574,34,"46.5%","65.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"ELA","Male",107,2525,2555,30,"42.1%","61.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Math","Female",86,2515,2575,60,"64.0%","88.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Math","Male",106,2528,2583,55,"61.3%","83.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"ELA","Female",91,2580,2614,34,"52.7%","66.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"ELA","Male",121,2569,2594,25,"45.5%","59.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Math","Female",91,2570,2599,29,"54.9%","69.1%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Math","Male",121,2578,2609,30,"58.7%","75.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"ELA","Female",101,2601,2631,30,"47.5%","63.5%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"ELA","Male",87,2560,2571,11,"32.2%","50.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"Math","Female",100,2585,2609,24,"47.0%","62.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"Math","Male",86,2573,2576,3,"29.1%","44.3%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"ELA","Female",39,2469,2518,49,"46.2%","71.1%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"ELA","Male",46,2474,2531,57,"56.5%","80.4%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Math","Female",39,2442,2495,53,"48.7%","80.3%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Math","Male",46,2479,2527,48,"50.0%","75.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"ELA","Female",27,2476,2537,61,"55.6%","78.2%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"ELA","Male",28,2462,2513,51,"50.0%","73.3%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Math","Female",27,2464,2525,61,"63.0%","85.9%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Math","Male",28,2451,2523,72,"64.3%","95.2%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"ELA","Female",17,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"ELA","Male",23,2484,2555,72,"65.2%","89.9%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"Math","Female",17,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"Math","Male",23,2514,2562,48,"60.9%","86.3%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"ELA","Male","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"Math","Male","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"ELA","Female",36,2425,2474,49,"30.6%","60.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"ELA","Male",31,2415,2467,52,"41.9%","67.1%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Math","Female",37,2416,2467,51,"37.8%","72.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Math","Male",31,2438,2491,53,"41.9%","76.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"ELA","Female",33,2473,2504,31,"30.3%","55.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"ELA","Male",40,2455,2489,34,"25.0%","54.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Math","Female",33,2475,2469,-6,"3.0%","26.1%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Math","Male",40,2485,2479,-6,"20.0%","36.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"ELA","Female",29,2515,2544,29,"31.0%","54.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"ELA","Male",44,2480,2514,34,"40.9%","62.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Math","Female",29,2469,2486,18,"27.6%","46.1%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Math","Male",44,2471,2487,16,"31.8%","52.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"ELA","Female",35,2506,2534,28,"28.6%","57.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"ELA","Male",26,2516,2539,23,"26.9%","49.9%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Math","Female",35,2463,2482,19,"25.7%","45.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Math","Male",26,2511,2527,17,"26.9%","53.3%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"ELA","Female",28,2604,2629,25,"39.3%","60.3%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"ELA","Male",40,2541,2568,27,"40.0%","62.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Math","Female",28,2536,2583,46,"60.7%","85.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Math","Male",40,2510,2547,36,"55.0%","72.3%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"ELA","Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"ELA","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"Math","Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"Math","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"ELA","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"Math","Male","*","*","*","*","*","*"
