"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Math","Eligible for Free Lunch",178,"50.6%","69.4%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Math","Not Eligible for Free/Reduced Lunch",290,"59.7%","78.5%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Math","Eligible for Reduced Lunch",34,"35.3%","51.2%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","ELA","Eligible for Free Lunch",95,"40.0%","54.8%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","ELA","Not Eligible for Free/Reduced Lunch",312,"42.9%","60.5%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","ELA","Eligible for Reduced Lunch",41,"39.0%","61.9%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Math","Eligible for Free Lunch",97,"43.3%","60.2%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Math","Not Eligible for Free/Reduced Lunch",313,"52.1%","67.4%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Math","Eligible for Reduced Lunch",42,"52.4%","74.4%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","ELA","Eligible for Free Lunch",58,"32.8%","56.6%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","ELA","Not Eligible for Free/Reduced Lunch",33,"51.5%","74.3%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Math","Eligible for Free Lunch",58,"36.2%","67.5%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Math","Not Eligible for Free/Reduced Lunch",33,"54.5%","85.9%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","ELA","Eligible for Free Lunch",11,"*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","ELA","Not Eligible for Free/Reduced Lunch",32,"43.8%","69.5%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","ELA","Eligible for Reduced Lunch",15,"*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Math","Eligible for Free Lunch",10,"*","*"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Math","Not Eligible for Free/Reduced Lunch",32,"65.6%","89.3%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Math","Eligible for Reduced Lunch",15,"*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","ELA","Eligible for Free Lunch",59,"37.3%","56.4%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","ELA","Not Eligible for Free/Reduced Lunch",33,"30.3%","55.8%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Math","Eligible for Free Lunch",59,"40.7%","66.5%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Math","Not Eligible for Free/Reduced Lunch",33,"36.4%","67.0%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","ELA","Eligible for Free Lunch",18,"*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","ELA","Not Eligible for Free/Reduced Lunch",23,"43.5%","69.7%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","ELA","Eligible for Reduced Lunch",10,"*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Math","Eligible for Free Lunch",18,"*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Math","Not Eligible for Free/Reduced Lunch",22,"54.5%","81.7%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Math","Eligible for Reduced Lunch",10,"*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","ELA","Eligible for Free Lunch",21,"76.2%","91.4%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","ELA","Not Eligible for Free/Reduced Lunch",89,"57.3%","82.7%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Math","Eligible for Free Lunch",21,"57.1%","82.5%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Math","Not Eligible for Free/Reduced Lunch",89,"75.3%","96.1%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Math","Eligible for Reduced Lunch",6,"*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","ELA","Eligible for Free Lunch",27,"48.1%","68.0%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","ELA","Not Eligible for Free/Reduced Lunch",33,"60.6%","84.5%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","ELA","Eligible for Reduced Lunch",12,"*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Math","Eligible for Free Lunch",27,"48.1%","70.8%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Math","Not Eligible for Free/Reduced Lunch",33,"69.7%","87.4%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Math","Eligible for Reduced Lunch",12,"*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","ELA","Eligible for Free Lunch","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","ELA","Not Eligible for Free/Reduced Lunch",58,"53.4%","74.4%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Math","Eligible for Free Lunch","*","*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Math","Not Eligible for Free/Reduced Lunch",58,"63.8%","88.3%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","ELA","Eligible for Free Lunch",158,"25.3%","43.4%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","ELA","Not Eligible for Free/Reduced Lunch",157,"35.0%","51.5%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","ELA","Eligible for Reduced Lunch",56,"33.9%","50.4%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Math","Eligible for Free Lunch",162,"29.6%","43.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Math","Not Eligible for Free/Reduced Lunch",157,"22.9%","41.2%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Math","Eligible for Reduced Lunch",57,"26.3%","43.8%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","ELA","Eligible for Free Lunch",37,"51.4%","69.8%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","ELA","Not Eligible for Free/Reduced Lunch",482,"50.0%","68.7%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Math","Eligible for Free Lunch",38,"50.0%","75.7%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Math","Not Eligible for Free/Reduced Lunch",482,"56.4%","79.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","ELA","Not Eligible for Free/Reduced Lunch","*","57.9%","78.8%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Math","Not Eligible for Free/Reduced Lunch","*","44.6%","69.7%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","ELA","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","ELA","Not Eligible for Free/Reduced Lunch","*","63.2%","85.1%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Math","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Math","Not Eligible for Free/Reduced Lunch","*","40.4%","63.2%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","ELA","Eligible for Free Lunch",34,"52.9%","66.2%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","ELA","Not Eligible for Free/Reduced Lunch",475,"56.6%","72.9%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","ELA","Eligible for Reduced Lunch",14,"*","*"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Math","Eligible for Free Lunch",34,"64.7%","83.4%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Math","Not Eligible for Free/Reduced Lunch",475,"65.9%","83.0%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Math","Eligible for Reduced Lunch",14,"*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","ELA","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","ELA","Not Eligible for Free/Reduced Lunch",59,"66.1%","87.9%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Math","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Math","Not Eligible for Free/Reduced Lunch",59,"66.1%","88.1%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","ELA","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","ELA","Not Eligible for Free/Reduced Lunch",54,"55.6%","77.1%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Math","Eligible for Free Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Math","Not Eligible for Free/Reduced Lunch",54,"40.7%","55.2%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","ELA","Eligible for Free Lunch",24,"25.0%","53.2%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","ELA","Not Eligible for Free/Reduced Lunch",162,"41.4%","61.7%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","ELA","Eligible for Reduced Lunch",9,"*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Math","Eligible for Free Lunch",25,"32.0%","47.5%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Math","Not Eligible for Free/Reduced Lunch",161,"38.5%","63.9%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","ELA","Eligible for Free Lunch",79,"25.3%","54.0%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","ELA","Not Eligible for Free/Reduced Lunch",18,"*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","ELA","Eligible for Reduced Lunch",13,"*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Math","Eligible for Free Lunch",79,"31.6%","55.4%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Math","Not Eligible for Free/Reduced Lunch",18,"*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Math","Eligible for Reduced Lunch",13,"*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","ELA","Eligible for Free Lunch",40,"50.0%","70.7%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","ELA","Not Eligible for Free/Reduced Lunch",47,"40.4%","68.7%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","ELA","Eligible for Reduced Lunch",15,"*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Math","Eligible for Free Lunch",40,"37.5%","58.3%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Math","Not Eligible for Free/Reduced Lunch",47,"31.9%","47.5%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Math","Eligible for Reduced Lunch",16,"*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","ELA","Eligible for Free Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Math","Eligible for Free Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Math","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","ELA","Eligible for Free Lunch",239,"25.5%","43.3%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","ELA","Not Eligible for Free/Reduced Lunch",414,"30.7%","47.5%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","ELA","Eligible for Reduced Lunch",67,"31.3%","47.0%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Math","Eligible for Free Lunch",237,"29.5%","43.9%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Math","Not Eligible for Free/Reduced Lunch",412,"34.7%","48.2%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Math","Eligible for Reduced Lunch",66,"34.8%","53.2%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","ELA","Eligible for Free Lunch",70,"37.1%","58.4%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","ELA","Not Eligible for Free/Reduced Lunch",46,"52.2%","66.9%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","ELA","Eligible for Reduced Lunch",11,"*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Math","Eligible for Free Lunch",73,"41.1%","70.7%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Math","Not Eligible for Free/Reduced Lunch",46,"32.6%","61.3%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Math","Eligible for Reduced Lunch",11,"*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","ELA","Eligible for Free Lunch",53,"32.1%","54.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","ELA","Not Eligible for Free/Reduced Lunch",42,"57.1%","68.3%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","ELA","Eligible for Reduced Lunch",17,"*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Math","Eligible for Free Lunch",55,"16.4%","43.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Math","Not Eligible for Free/Reduced Lunch",42,"45.2%","64.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Math","Eligible for Reduced Lunch",16,"*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","ELA","Eligible for Free Lunch","*","45.6%","77.4%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","ELA","Not Eligible for Free/Reduced Lunch",58,"27.6%","58.2%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Math","Eligible for Free Lunch","*","53.4%","71.1%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Math","Not Eligible for Free/Reduced Lunch",58,"37.9%","64.8%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","ELA","Eligible for Free Lunch","*","35.7%","63.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","ELA","Not Eligible for Free/Reduced Lunch",125,"56.8%","71.9%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Math","Eligible for Free Lunch","*","21.4%","49.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Math","Not Eligible for Free/Reduced Lunch",124,"45.2%","70.7%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","ELA","Eligible for Free Lunch",13,"*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","ELA","Not Eligible for Free/Reduced Lunch",148,"49.3%","69.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","ELA","Eligible for Reduced Lunch",7,"*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Math","Eligible for Free Lunch",13,"*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Math","Not Eligible for Free/Reduced Lunch",148,"45.9%","69.9%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","ELA","Not Eligible for Free/Reduced Lunch",20,"55.0%","80.4%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Math","Not Eligible for Free/Reduced Lunch",19,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","ELA","Eligible for Free Lunch","*","21.4%","45.7%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Math","Eligible for Free Lunch","*","22.4%","43.4%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","ELA","Eligible for Free Lunch","*","36.7%","62.6%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Math","Eligible for Free Lunch","*","31.7%","56.3%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","ELA","Eligible for Free Lunch",182,"35.7%","57.7%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","ELA","Not Eligible for Free/Reduced Lunch",102,"40.2%","63.0%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Math","Eligible for Free Lunch",182,"40.1%","62.6%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Math","Not Eligible for Free/Reduced Lunch",102,"65.7%","82.4%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Math","Eligible for Reduced Lunch",6,"*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","ELA","Eligible for Free Lunch",69,"37.7%","60.4%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","ELA","Not Eligible for Free/Reduced Lunch","*","52.4%","69.5%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Math","Eligible for Free Lunch",68,"35.3%","58.2%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Math","Not Eligible for Free/Reduced Lunch","*","52.4%","61.3%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","ELA","Eligible for Free Lunch",83,"32.5%","56.3%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","ELA","Not Eligible for Free/Reduced Lunch",61,"44.3%","69.0%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","ELA","Eligible for Reduced Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Math","Eligible for Free Lunch",83,"25.3%","47.1%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Math","Not Eligible for Free/Reduced Lunch",61,"39.3%","59.3%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Math","Eligible for Reduced Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","ELA","Eligible for Free Lunch","*","27.0%","50.1%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Math","Eligible for Free Lunch",221,"29.9%","52.3%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Math","Not Eligible for Free/Reduced Lunch",6,"*","*"
"=""0640011""","Hartford School District","=""0642311""","Burr School","ELA","Eligible for Free Lunch","*","25.2%","46.0%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Math","Eligible for Free Lunch","*","25.2%","48.8%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","ELA","Eligible for Free Lunch",142,"32.4%","55.2%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","ELA","Not Eligible for Free/Reduced Lunch",75,"41.3%","53.5%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","ELA","Eligible for Reduced Lunch",18,"*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Math","Eligible for Free Lunch",140,"23.6%","44.8%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Math","Not Eligible for Free/Reduced Lunch",75,"38.7%","55.3%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Math","Eligible for Reduced Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0642411""","Clark School","ELA","Eligible for Free Lunch",101,"25.7%","51.5%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Math","Eligible for Free Lunch",105,"41.0%","63.5%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","ELA","Eligible for Free Lunch",130,"25.4%","46.9%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","ELA","Not Eligible for Free/Reduced Lunch",115,"26.1%","45.8%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","ELA","Eligible for Reduced Lunch",16,"*","*"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Math","Eligible for Free Lunch",130,"26.2%","41.7%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Math","Not Eligible for Free/Reduced Lunch",116,"28.4%","48.3%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Math","Eligible for Reduced Lunch",15,"*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","ELA","Eligible for Free Lunch",18,"*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Math","Eligible for Free Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","ELA","Eligible for Free Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Math","Eligible for Free Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","ELA","Eligible for Free Lunch",277,"35.4%","55.8%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","ELA","Not Eligible for Free/Reduced Lunch",17,"*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Math","Eligible for Free Lunch",277,"42.6%","63.3%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Math","Not Eligible for Free/Reduced Lunch",17,"*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","ELA","Eligible for Free Lunch","*","32.7%","61.1%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Math","Eligible for Free Lunch","*","27.5%","59.7%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","ELA","Eligible for Free Lunch","*","29.0%","53.7%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Math","Eligible for Free Lunch","*","27.1%","48.8%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","ELA","Eligible for Free Lunch",335,"28.7%","49.4%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","ELA","Not Eligible for Free/Reduced Lunch",233,"34.8%","49.4%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","ELA","Eligible for Reduced Lunch",26,"30.8%","45.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Math","Eligible for Free Lunch",333,"29.4%","48.8%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Math","Not Eligible for Free/Reduced Lunch",233,"41.6%","62.6%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Math","Eligible for Reduced Lunch",26,"26.9%","42.8%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","ELA","Eligible for Free Lunch","*","32.5%","58.3%"
