"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0510011""","Fairfield School District","=""0511211""","Riverfield School","Female",67,"65.7%","90.5%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Male",381,"41.5%","56.6%"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Female",383,"45.7%","64.2%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Male",75,"54.7%","77.4%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Female",77,"63.6%","80.6%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Male",95,"44.2%","72.8%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Female",70,"48.6%","69.4%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Male",326,"51.8%","69.8%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Female",315,"50.2%","68.2%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Male",45,"71.1%","92.0%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Female",45,"88.9%","100.0%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Male",284,"44.0%","59.5%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Female",304,"53.9%","71.1%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Male",35,"54.3%","81.2%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Female",41,"65.9%","82.4%"
"=""0520011""","Farmington School District","=""0520111""","Union School","Male",33,"54.5%","77.9%"
"=""0520011""","Farmington School District","=""0520111""","Union School","Female",38,"57.9%","75.5%"
"=""0520011""","Farmington School District","=""0520311""","West District School","Male",36,"63.9%","83.4%"
"=""0520011""","Farmington School District","=""0520311""","West District School","Female",30,"56.7%","73.4%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Male",310,"48.1%","66.9%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Female",308,"56.2%","76.8%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Male",47,"38.3%","53.9%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Female",41,"31.7%","52.7%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Male",85,"48.2%","69.8%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Female",89,"53.9%","78.6%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Male",44,"56.8%","81.2%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Female",43,"62.8%","82.0%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Male",235,"60.0%","76.1%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Female",224,"59.8%","75.8%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Male",70,"58.6%","79.5%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Female",68,"57.4%","72.6%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Male",69,"58.0%","81.0%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Female",64,"57.8%","79.2%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Male","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Female","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Male",62,"37.1%","66.2%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Female",68,"35.3%","57.6%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Male",76,"59.2%","80.4%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Female",99,"67.7%","84.9%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Male",480,"40.8%","56.8%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Female",521,"45.9%","60.3%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Male",154,"47.4%","66.9%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Female",139,"55.4%","70.8%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Male",100,"62.0%","81.1%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Female",102,"55.9%","75.8%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Male",98,"68.4%","86.7%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Female",94,"71.3%","88.9%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Male",102,"35.3%","57.7%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Female",104,"45.2%","62.3%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Male",270,"39.3%","57.9%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Female",243,"42.0%","57.6%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Male",62,"46.8%","67.3%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Female",72,"48.6%","73.4%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Male",398,"53.8%","71.6%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Female",368,"59.2%","72.1%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Male",67,"46.3%","73.2%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Female",72,"63.9%","83.8%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Male",50,"32.0%","56.6%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Female",54,"40.7%","66.2%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Male",55,"69.1%","81.3%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Female",68,"73.5%","93.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Male",58,"48.3%","76.1%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Female",55,"58.2%","81.3%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Male",35,"54.3%","73.8%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Female",37,"43.2%","64.0%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Male",71,"54.9%","75.5%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Female",71,"71.8%","85.1%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Male",53,"50.9%","68.8%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Female",54,"66.7%","85.0%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Male",55,"61.8%","82.4%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Female",63,"58.7%","81.7%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Male",31,"61.3%","73.3%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Female",25,"52.0%","74.2%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Male",79,"70.9%","87.3%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Female",62,"71.0%","85.3%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Male",249,"53.0%","70.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Female",241,"57.7%","73.2%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","Male","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Male",72,"44.4%","66.9%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Female",60,"35.0%","64.8%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Male",243,"43.2%","62.5%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Female",259,"42.5%","63.8%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Male",234,"40.6%","56.8%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Female",214,"43.5%","62.3%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Male",54,"38.9%","62.2%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Female",43,"41.9%","64.0%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Male",30,"53.3%","72.4%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Female",28,"42.9%","75.9%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Male",46,"32.6%","55.0%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Female",54,"35.2%","54.9%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Male",24,"41.7%","72.5%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Female",27,"40.7%","70.4%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Male",62,"54.8%","80.4%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Female",54,"63.0%","86.3%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Male",36,"55.6%","74.9%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Female",36,"52.8%","79.6%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Male",31,"48.4%","70.8%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Female",43,"55.8%","80.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Male",176,"34.7%","50.8%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Female",195,"27.2%","45.2%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Male",274,"47.8%","66.5%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Female",253,"53.0%","71.3%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Male",37,"54.1%","75.1%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Female",22,"68.2%","87.4%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Male",39,"64.1%","87.1%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Female",21,"57.1%","75.2%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Male",262,"52.3%","69.7%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Female",261,"59.4%","73.6%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Male",32,"59.4%","81.0%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Female",33,"69.7%","91.7%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Male",30,"53.3%","71.7%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Female",35,"48.6%","78.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Male",86,"34.9%","57.7%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Female",109,"42.2%","62.8%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Male",53,"28.3%","53.5%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Female",57,"36.8%","66.1%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Male",58,"43.1%","66.9%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Female",44,"47.7%","70.4%"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Male","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Female","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Male",363,"27.3%","46.1%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Female",357,"30.8%","46.0%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Male",71,"45.1%","62.2%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Female",56,"41.1%","63.1%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Male",63,"33.3%","50.3%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Female",49,"53.1%","73.3%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Male",68,"38.2%","70.3%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Female",52,"36.5%","65.9%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Male",88,"48.9%","65.1%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Female",66,"59.1%","77.8%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Male",80,"46.3%","69.1%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Female",88,"53.4%","71.3%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Male",20,"65.0%","86.5%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Female",8,"*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Male",121,"20.7%","46.5%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Female",104,"22.1%","45.0%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Male",102,"34.3%","63.7%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Female",97,"40.2%","62.6%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Male",178,"38.8%","59.6%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Female",112,"35.7%","60.2%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Male",47,"48.9%","71.9%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Female",47,"36.2%","55.0%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Male",70,"30.0%","57.2%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Female",93,"41.9%","61.0%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Male",117,"25.6%","47.5%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Female",102,"28.4%","53.0%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Male",131,"26.0%","47.9%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Female",108,"24.1%","43.3%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Male",126,"30.2%","49.6%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Female",109,"40.4%","59.8%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Male",44,"18.2%","45.3%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Female",57,"31.6%","56.3%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Male",126,"25.4%","42.2%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Female",135,"25.2%","48.7%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Male","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Female","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Male","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Male",178,"32.6%","54.1%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Female",116,"40.5%","59.1%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Male",74,"36.5%","65.0%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Female",74,"28.4%","56.8%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Male",90,"27.8%","54.4%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Female",113,"30.1%","53.5%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Male",278,"30.9%","51.1%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Female",316,"31.3%","47.6%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Male",130,"31.5%","60.6%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Female",125,"33.6%","55.7%"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","Male","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Male",104,"36.5%","58.7%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Female",117,"42.7%","62.8%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Male",72,"36.1%","59.7%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Female",58,"31.0%","50.7%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Male",86,"33.7%","53.6%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Female",85,"36.5%","59.3%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Male",56,"21.4%","42.7%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Female",75,"22.7%","48.3%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Male",28,"28.6%","48.6%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Female",49,"38.8%","58.3%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Male",11,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Female",15,"*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Male",143,"37.1%","60.1%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Female",129,"41.9%","66.9%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Male",67,"29.9%","60.3%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Female",63,"28.6%","57.3%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Male",119,"41.2%","66.6%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Female",249,"46.2%","66.5%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Male",76,"32.9%","55.8%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Female",90,"18.9%","47.2%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Male",26,"34.6%","48.2%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Female",34,"38.2%","51.5%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Male",62,"37.1%","58.1%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Female",76,"25.0%","53.1%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Male",122,"57.4%","77.8%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Female",68,"57.4%","76.3%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Male",49,"20.4%","49.3%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Female",50,"18.0%","39.4%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Male",58,"27.6%","52.9%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Female",54,"27.8%","46.7%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Male",165,"24.8%","42.8%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Female",91,"26.4%","47.7%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Male",143,"35.7%","56.9%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Female",136,"30.1%","52.3%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Male",78,"23.1%","40.1%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Female",60,"33.3%","65.5%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","Male",47,"17.0%","32.6%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","Female",72,"19.4%","41.4%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Male",58,"55.2%","80.8%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Female",47,"59.6%","78.3%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Male",181,"44.8%","67.2%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Female",159,"45.3%","71.4%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Male",86,"27.9%","48.9%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Female",95,"36.8%","60.1%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Male",80,"36.3%","56.7%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Female",77,"27.3%","48.0%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Male",129,"33.3%","48.3%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Female",125,"32.0%","46.6%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Male",144,"29.2%","47.5%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Female",181,"39.2%","60.1%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Male",71,"46.5%","57.6%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Female",55,"49.1%","69.3%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Male",316,"49.4%","70.1%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Female",303,"48.8%","69.6%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Male",63,"39.7%","72.4%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Female",89,"52.8%","70.3%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Male",62,"37.1%","57.1%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Female",66,"37.9%","62.7%"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Male","*","*","*"
"=""2450014""","Learn","=""2450814""","Learn SAILS Middle School Program","Male","*","*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Male",74,"51.4%","79.2%"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Female",87,"51.7%","80.6%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Male",34,"58.8%","81.3%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Female",31,"54.8%","77.4%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Male",140,"43.6%","59.5%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Female",131,"55.0%","69.6%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Male",52,"40.4%","56.3%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Female",57,"40.4%","58.6%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Male",104,"42.3%","61.9%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Female",94,"54.3%","74.7%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Male",100,"35.0%","58.8%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Female",72,"33.3%","55.0%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Male",163,"39.9%","58.5%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Female",131,"48.1%","67.6%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Male",103,"35.9%","58.8%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Female",100,"38.0%","55.6%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Male",110,"69.1%","88.0%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Female",100,"61.0%","79.5%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Male",78,"48.7%","67.0%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Female",83,"43.4%","62.0%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Male",192,"31.3%","51.3%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Female",149,"42.3%","59.9%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Male",26,"46.2%","65.3%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Female",25,"56.0%","70.6%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Male",42,"57.1%","76.7%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Female",29,"41.4%","64.9%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Male",26,"57.7%","75.8%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Female",21,"57.1%","77.0%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Male",233,"29.2%","43.8%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Female",219,"35.6%","51.7%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Male",70,"28.6%","52.2%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Female",49,"42.9%","69.1%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Male",60,"43.3%","68.1%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Female",43,"65.1%","83.3%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Male",187,"29.9%","49.8%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Female",203,"36.9%","56.0%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Male",42,"26.2%","54.7%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Female",48,"39.6%","65.1%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Male",348,"33.3%","53.0%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Female",351,"37.0%","56.5%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Male",45,"42.2%","69.1%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Female",46,"28.3%","54.9%"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","Male",6,"*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Male",39,"28.2%","55.6%"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Female",34,"41.2%","69.0%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Male",37,"16.2%","37.4%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Female",39,"41.0%","68.2%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Male",64,"26.6%","51.5%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Female",44,"54.5%","79.7%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Male",44,"38.6%","63.6%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Female",43,"46.5%","67.0%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Male",55,"12.7%","46.3%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Female",46,"28.3%","56.8%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Male",21,"61.9%","82.3%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Female",26,"73.1%","93.0%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Male","*","*","*"
