"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"ELL",10,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"Non-ELL",42,2422,2487,64,"57.1%","87.5%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"ELL",6,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"Non-ELL",48,2498,2520,22,"16.7%","54.3%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"ELL",59,2404,2417,13,"28.8%","46.5%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"Non-ELL",187,2476,2512,37,"43.3%","66.4%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"ELL",52,2422,2449,26,"38.5%","56.3%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"Non-ELL",216,2504,2520,16,"31.0%","51.4%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"ELL",61,2407,2446,39,"49.2%","64.5%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"Non-ELL",235,2490,2531,42,"53.6%","68.9%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"ELL",13,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"Non-ELL",56,2437,2495,58,"51.8%","81.8%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"ELL",13,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"Non-ELL",69,2479,2514,36,"52.2%","73.5%"
"=""0340011""","Danbury School District","=""0341011""","South Street School",4,"ELL",19,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School",4,"Non-ELL",40,2400,2472,72,"57.5%","88.7%"
"=""0340011""","Danbury School District","=""0341011""","South Street School",5,"ELL",14,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School",5,"Non-ELL",38,2463,2500,37,"44.7%","67.0%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",4,"ELL",16,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",4,"Non-ELL",58,2431,2481,50,"39.7%","76.7%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",5,"ELL",13,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",5,"Non-ELL",70,2460,2481,21,"28.6%","48.8%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",4,"ELL","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",4,"Non-ELL","*",2437,2512,75,"66.1%","95.1%"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",5,"ELL",6,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341911""","Western CT Academy of International Studies Elementary Magnet School",5,"Non-ELL",53,2506,2565,59,"75.5%","89.8%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",6,"ELL",7,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",6,"Non-ELL",180,2503,2520,17,"28.9%","49.3%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",7,"ELL","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",7,"Non-ELL","*",2551,2559,8,"31.2%","45.8%"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",8,"ELL","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340311""","Westside Middle School Academy",8,"Non-ELL","*",2555,2575,21,"48.9%","62.5%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",4,"Non-ELL",86,2483,2533,50,"52.3%","79.0%"
"=""0350011""","Darien School District","=""0350211""","Hindley Elementary School",5,"Non-ELL",90,2531,2574,43,"71.1%","85.1%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",4,"ELL","*","*","*","*","*","*"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",4,"Non-ELL","*",2492,2540,48,"44.1%","77.5%"
"=""0350011""","Darien School District","=""0350711""","Holmes Elementary School",5,"Non-ELL",65,2523,2570,47,"66.2%","86.5%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",6,"Non-ELL",385,2551,2619,68,"78.2%","95.3%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",7,"Non-ELL",362,2612,2636,24,"57.7%","73.4%"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",8,"ELL","*","*","*","*","*","*"
"=""0350011""","Darien School District","=""0355111""","Middlesex Middle School",8,"Non-ELL","*",2635,2685,50,"82.0%","93.4%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",4,"Non-ELL",73,2484,2529,45,"47.9%","72.8%"
"=""0350011""","Darien School District","=""0351311""","Ox Ridge Elementary School",5,"Non-ELL",66,2525,2576,51,"72.7%","90.6%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",4,"ELL","*","*","*","*","*","*"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",4,"Non-ELL","*",2505,2548,43,"51.6%","80.0%"
"=""0350011""","Darien School District","=""0350511""","Royle Elementary School",5,"Non-ELL",61,2503,2567,63,"73.8%","94.8%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",4,"Non-ELL",74,2497,2553,56,"62.2%","86.8%"
"=""0350011""","Darien School District","=""0350611""","Tokeneke Elementary School",5,"Non-ELL",59,2545,2593,48,"71.2%","88.6%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",4,"Non-ELL",48,2436,2491,55,"52.1%","75.2%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",5,"ELL","*","*","*","*","*","*"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",5,"Non-ELL","*",2527,2546,19,"38.1%","61.0%"
"=""0360011""","Deep River School District","=""0360111""","Deep River Elementary School",6,"Non-ELL",54,2511,2563,52,"61.1%","81.5%"
"=""0370011""","Derby School District","=""0370611""","Bradley School",4,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School",4,"Non-ELL","*",2419,2463,45,"29.7%","68.3%"
"=""0370011""","Derby School District","=""0370611""","Bradley School",5,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District","=""0370611""","Bradley School",5,"Non-ELL","*",2478,2495,18,"24.1%","50.7%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",6,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",6,"Non-ELL","*",2466,2480,14,"31.7%","51.7%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",7,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",7,"Non-ELL","*",2465,2466,1,"18.2%","34.2%"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",8,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District","=""0375011""","Derby Middle School",8,"Non-ELL","*",2493,2490,-4,"16.5%","33.7%"
"=""0370011""","Derby School District","=""0370411""","Irving School",4,"Non-ELL",55,2406,2441,36,"21.8%","53.9%"
"=""0370011""","Derby School District","=""0370411""","Irving School",5,"Non-ELL",47,2423,2425,2,"19.1%","31.4%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",6,"Non-ELL",58,2551,2570,19,"41.4%","55.8%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",7,"Non-ELL",73,2544,2579,35,"50.7%","69.9%"
"=""0400011""","East Granby School District","=""0405111""","East Granby Middle School",8,"Non-ELL",60,2554,2583,29,"46.7%","67.7%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",4,"ELL","*","*","*","*","*","*"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",4,"Non-ELL","*",2459,2508,49,"51.1%","79.2%"
"=""0400011""","East Granby School District","=""0400211""","R. Dudley Seymour School",5,"Non-ELL",69,2530,2576,46,"59.4%","80.6%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",4,"Non-ELL",67,2471,2487,16,"16.4%","41.9%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",5,"Non-ELL",66,2507,2548,41,"53.0%","73.7%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",6,"Non-ELL",75,2521,2540,20,"29.3%","55.2%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",7,"Non-ELL",90,2538,2557,19,"47.8%","66.2%"
"=""0410011""","East Haddam School District","=""0415111""","Nathan Hale-Ray Middle School",8,"Non-ELL",91,2541,2524,-16,"16.5%","28.8%"
"=""0420011""","East Hampton School District","=""0420311""","Center School",4,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School",4,"Non-ELL","*",2440,2495,55,"52.1%","79.6%"
"=""0420011""","East Hampton School District","=""0420311""","Center School",5,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0420311""","Center School",5,"Non-ELL","*",2488,2519,31,"44.1%","70.1%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",6,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",6,"Non-ELL","*",2518,2523,5,"19.4%","39.0%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",7,"Non-ELL",115,2520,2524,4,"27.8%","41.8%"
"=""0420011""","East Hampton School District","=""0425111""","East Hampton Middle School",8,"Non-ELL",125,2549,2552,3,"28.8%","43.1%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",4,"ELL",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",4,"Non-ELL",45,2362,2413,52,"33.3%","71.4%"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",5,"ELL",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430911""","Anna E. Norris School",5,"Non-ELL",26,2417,2399,-18,"0.0%","12.2%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"ELL",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",4,"Non-ELL",43,2397,2442,45,"27.9%","67.3%"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430611""","Dr. Franklin H. Mayberry School",5,"Non-ELL","*",2433,2430,-3,"16.3%","31.6%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"ELL",8,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",4,"Non-ELL",41,2402,2431,29,"19.5%","50.7%"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432211""","Dr. John A. Langford School",5,"Non-ELL",37,2443,2446,4,"8.1%","35.8%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",4,"Non-ELL","*",2403,2459,56,"45.1%","78.5%"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"ELL",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431011""","Dr. Thomas S. O'Connell School",5,"Non-ELL",81,2460,2470,11,"14.8%","39.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"ELL",24,2373,2378,4,"29.2%","51.0%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",6,"Non-ELL",195,2442,2467,25,"34.4%","57.2%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"ELL",23,2336,2367,31,"34.8%","59.1%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",7,"Non-ELL",304,2466,2474,8,"25.0%","42.1%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"ELL",34,2379,2396,18,"38.2%","51.4%"
"=""0430011""","East Hartford School District","=""0435111""","East Hartford Middle School",8,"Non-ELL",394,2468,2479,11,"28.2%","44.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",4,"Non-ELL","*",2423,2461,39,"30.4%","59.4%"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432011""","Governor William Pitkin School",5,"Non-ELL","*",2482,2500,18,"20.8%","44.2%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",4,"Non-ELL","*",2422,2480,58,"58.1%","77.4%"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430511""","Hockanum School",5,"Non-ELL","*",2454,2462,7,"20.6%","36.0%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",4,"Non-ELL","*",2429,2478,49,"24.2%","71.4%"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0430411""","Joseph O. Goodwin School",5,"Non-ELL","*",2448,2475,27,"34.9%","59.1%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",4,"Non-ELL",53,2376,2413,37,"17.0%","55.7%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"ELL",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",5,"Non-ELL",61,2426,2415,-11,"9.8%","24.8%"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431811""","Robert J. O'Brien School",6,"Non-ELL","*",2425,2432,7,"21.7%","43.1%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",4,"Non-ELL","*",2364,2424,60,"44.8%","77.8%"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0431211""","Silver Lane School",5,"Non-ELL","*",2422,2450,28,"40.6%","62.7%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"ELL",6,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",6,"Non-ELL",99,2445,2447,2,"23.2%","38.2%"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0432411""","Sunset Ridge School Elementary Academy for Arts and World Languages",7,"Non-ELL","*",2447,2441,-5,"20.0%","32.6%"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",4,"Non-ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",5,"Non-ELL","*","*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",6,"Non-ELL",7,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",7,"Non-ELL",11,"*","*","*","*","*"
"=""0430011""","East Hartford School District","=""0439011""","Woodland School",8,"Non-ELL",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",4,"Non-ELL","*",2441,2480,39,"24.4%","60.0%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",5,"Non-ELL","*",2448,2495,46,"45.9%","77.3%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",6,"Non-ELL","*",2494,2536,41,"46.3%","78.8%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",7,"Non-ELL","*",2543,2556,13,"37.5%","53.9%"
"=""0440011""","East Haven School District","=""0441711""","Carbone School/East Haven Academy",8,"Non-ELL",44,2552,2569,16,"40.9%","58.1%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"ELL",8,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",4,"Non-ELL",53,2420,2481,60,"52.8%","86.8%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Non-ELL","*",2474,2515,41,"53.4%","77.3%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"ELL",7,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Non-ELL",45,2405,2456,51,"44.4%","73.6%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Non-ELL","*",2437,2457,20,"19.5%","54.6%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"ELL",15,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Non-ELL",149,2475,2506,32,"42.3%","63.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"ELL",17,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Non-ELL",168,2486,2494,7,"25.0%","42.0%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"ELL",13,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Non-ELL",171,2463,2485,22,"39.8%","58.0%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"ELL",6,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Non-ELL",42,2406,2443,37,"28.6%","60.4%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"ELL","*","*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Non-ELL","*",2441,2459,18,"23.8%","52.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Non-ELL","*",2524,2544,20,"36.8%","56.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Non-ELL","*",2524,2582,58,"63.5%","87.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Non-ELL","*",2574,2604,30,"56.9%","72.8%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"Non-ELL",186,2579,2594,15,"38.7%","53.9%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Non-ELL","*",2463,2514,51,"50.6%","78.5%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Non-ELL","*",2457,2524,67,"63.0%","90.5%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"Non-ELL",40,2506,2560,54,"60.0%","87.7%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"Non-ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Non-ELL","*",2427,2480,53,"40.9%","75.5%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Non-ELL","*",2482,2476,-6,"13.0%","32.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Non-ELL","*",2470,2487,16,"30.6%","49.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Non-ELL","*",2486,2502,16,"25.4%","47.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Non-ELL","*",2523,2563,40,"56.7%","77.1%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"Non-ELL",10,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"Non-ELL","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"Non-ELL",19,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"Non-ELL",9,"*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"Non-ELL",15,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"Non-ELL","*",2535,2579,44,"62.1%","79.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,"Non-ELL",93,2565,2608,43,"63.4%","81.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,"Non-ELL",94,2585,2641,56,"69.1%","85.9%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"Non-ELL","*",2473,2544,71,"66.0%","93.2%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"Non-ELL","*",2512,2572,59,"71.4%","90.8%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",5,"Non-ELL","*","*","*","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",7,"Non-ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"Non-ELL","*",2454,2507,53,"43.3%","80.0%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"Non-ELL","*",2453,2497,43,"39.0%","68.0%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,"Non-ELL",198,2547,2573,27,"43.9%","65.3%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"Non-ELL","*",2572,2600,28,"45.5%","65.3%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"Non-ELL","*",2526,2557,31,"50.2%","70.6%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"Non-ELL","*",2537,2573,36,"47.3%","67.0%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,"Non-ELL",89,2469,2537,68,"60.7%","89.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,"Non-ELL",62,2457,2511,55,"50.0%","78.3%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"Non-ELL","*",2467,2491,24,"34.9%","54.4%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"Non-ELL","*",2469,2509,40,"50.8%","72.1%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"Non-ELL","*",2485,2504,19,"36.8%","55.2%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,"Non-ELL",58,2541,2591,50,"62.1%","79.7%"
