"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Male",75,"62.7%","83.5%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Female",77,"54.5%","80.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Male",95,"50.5%","79.4%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Female",70,"42.9%","65.4%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Male",324,"39.8%","54.9%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Female",312,"34.3%","55.7%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Male",46,"73.9%","92.4%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Female",48,"79.2%","95.9%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Male",284,"67.6%","83.2%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Female",307,"66.1%","82.1%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Male",35,"57.1%","89.5%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Female",41,"51.2%","81.2%"
"=""0520011""","Farmington School District","=""0520111""","Union School","Male",33,"63.6%","89.2%"
"=""0520011""","Farmington School District","=""0520111""","Union School","Female",38,"65.8%","88.5%"
"=""0520011""","Farmington School District","=""0520311""","West District School","Male",36,"55.6%","88.0%"
"=""0520011""","Farmington School District","=""0520311""","West District School","Female",30,"70.0%","90.2%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Male",310,"64.2%","83.7%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Female",308,"61.0%","82.6%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Male",47,"36.2%","54.8%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Female",41,"17.1%","39.3%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Male",85,"56.5%","82.7%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Female",89,"62.9%","89.9%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Male",44,"75.0%","92.4%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Female",43,"60.5%","85.6%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Male",235,"64.7%","81.5%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Female",222,"59.5%","79.3%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Male",70,"52.9%","74.5%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Female",68,"54.4%","71.1%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Male",69,"69.6%","91.3%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Female",64,"62.5%","83.9%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Male","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Female","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Male",62,"46.8%","70.8%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Female",68,"33.8%","68.8%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Male",75,"66.7%","90.7%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Female",99,"66.7%","86.8%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Male",480,"57.1%","73.7%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Female",522,"53.4%","72.8%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Male",153,"39.2%","53.4%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Female",139,"42.4%","62.7%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Male",100,"57.0%","84.1%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Female",102,"51.0%","76.6%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Male",98,"62.2%","84.5%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Female",94,"68.1%","91.2%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Male",100,"48.0%","67.3%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Female",103,"41.7%","58.4%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Male",272,"44.1%","59.2%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Female",244,"33.6%","48.4%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Male",64,"56.3%","77.9%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Female",74,"54.1%","81.1%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Male",401,"71.1%","83.9%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Female",373,"64.6%","80.2%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Male",70,"55.7%","76.6%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Female",74,"48.6%","70.2%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Male",53,"34.0%","67.9%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Female",55,"40.0%","72.9%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Male",55,"74.5%","89.6%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Female",68,"57.4%","78.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Male",58,"39.7%","72.3%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Female",55,"56.4%","74.3%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Male",35,"40.0%","70.5%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Female",37,"51.4%","72.6%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Male",71,"57.7%","81.6%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Female",72,"68.1%","86.9%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Male",53,"49.1%","68.3%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Female",54,"50.0%","68.9%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Male",58,"75.9%","93.7%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Female",65,"60.0%","82.4%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Male",31,"61.3%","78.8%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Female",25,"48.0%","73.0%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Male",79,"67.1%","80.2%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Female",63,"49.2%","75.0%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Male",253,"54.2%","69.9%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Female",241,"57.3%","77.2%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","Male","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Male",72,"37.5%","67.5%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Female",60,"26.7%","49.2%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Male",243,"51.4%","71.4%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Female",259,"57.9%","75.3%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Male",235,"48.1%","66.1%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Female",217,"52.5%","67.0%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Male",55,"49.1%","79.7%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Female",43,"37.2%","66.8%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Male",29,"58.6%","80.6%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Female",28,"60.7%","82.5%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Male",46,"43.5%","67.2%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Female",54,"38.9%","68.4%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Male",24,"50.0%","82.1%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Female",26,"57.7%","81.8%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Male",62,"69.4%","94.0%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Female",54,"72.2%","91.5%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Male",36,"66.7%","88.2%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Female",36,"55.6%","72.1%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Male",31,"67.7%","94.4%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Female",43,"48.8%","76.9%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Male",176,"25.6%","43.2%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Female",200,"27.0%","42.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Male",274,"56.9%","77.3%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Female",254,"53.9%","79.4%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Male",37,"48.6%","75.3%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Female",21,"38.1%","62.4%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Male",39,"38.5%","63.9%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Female",21,"42.9%","59.2%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Male",262,"66.4%","84.4%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Female",261,"64.8%","81.0%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Male",32,"81.3%","94.8%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Female",33,"51.5%","82.6%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Male",30,"53.3%","66.3%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Female",35,"25.7%","40.0%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Male",86,"36.0%","60.2%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Female",108,"37.0%","60.5%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Male",53,"26.4%","45.3%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Female",57,"36.8%","64.1%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Male",59,"28.8%","53.7%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Female",44,"36.4%","50.8%"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Male","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Female","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Male",362,"33.1%","48.0%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Female",353,"32.9%","46.5%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Male",72,"40.3%","67.6%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Female",58,"32.8%","66.9%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Male",64,"32.8%","59.2%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Female",49,"24.5%","47.5%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Male",69,"44.9%","68.8%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Female",52,"51.9%","70.6%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Male",89,"34.8%","62.3%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Female",64,"48.4%","72.6%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Male",80,"38.8%","65.3%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Female",88,"53.4%","75.9%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Male",19,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Female",8,"*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Male",117,"21.4%","42.6%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Female",105,"24.8%","45.0%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Male",104,"32.7%","58.0%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Female",98,"31.6%","55.0%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Male",178,"48.3%","67.5%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Female",112,"50.9%","73.2%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Male",47,"36.2%","55.1%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Female",46,"39.1%","57.8%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Male",70,"31.4%","53.4%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Female",93,"30.1%","49.8%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Male",123,"29.3%","49.9%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Female",104,"28.8%","55.1%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Male",138,"28.3%","47.3%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Female",114,"22.8%","51.6%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Male",125,"33.6%","51.9%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Female",109,"22.9%","42.2%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Male",46,"37.0%","60.3%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Female",59,"44.1%","65.9%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Male",126,"21.4%","39.4%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Female",135,"30.4%","47.4%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Male","*","*","*"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Female","*","*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Male","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Male",178,"44.4%","63.8%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Female",116,"41.4%","64.3%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Male",76,"32.9%","66.0%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Female",75,"21.3%","53.1%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Male",107,"25.2%","47.1%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Female",134,"28.4%","49.7%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Male",276,"31.5%","50.9%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Female",316,"36.4%","56.6%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Male",131,"43.5%","64.6%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Female",127,"34.6%","62.1%"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","Male","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Male",111,"35.1%","61.7%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Female",128,"35.9%","58.7%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Male",75,"44.0%","66.4%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Female",58,"25.9%","53.5%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Male",91,"33.0%","47.4%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Female",92,"33.7%","54.9%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Male",57,"28.1%","48.2%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Female",78,"35.9%","55.0%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Male",26,"26.9%","52.1%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Female",47,"19.1%","38.0%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Male",11,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Female",15,"*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Male",141,"39.7%","61.5%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Female",132,"43.2%","66.4%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Male",69,"26.1%","51.7%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Female",66,"34.8%","62.0%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Male",119,"33.6%","54.8%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Female",248,"35.1%","61.0%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Male",76,"34.2%","60.0%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Female",88,"28.4%","49.3%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Male",27,"29.6%","54.3%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Female",34,"29.4%","53.1%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Male",64,"23.4%","47.9%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Female",73,"30.1%","49.4%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Male",121,"69.4%","85.3%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Female",68,"52.9%","75.0%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Male",51,"33.3%","55.6%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Female",50,"32.0%","64.2%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Male",60,"18.3%","41.2%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Female",54,"25.9%","41.0%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Male",166,"27.1%","45.8%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Female",91,"26.4%","46.9%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Male",142,"35.2%","61.6%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Female",135,"31.9%","61.1%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Male",81,"43.2%","65.3%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Female",61,"49.2%","74.0%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","Male",46,"19.6%","37.9%"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","Female",71,"26.8%","51.3%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Male",57,"61.4%","85.5%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Female",47,"59.6%","78.6%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Male",181,"58.0%","82.0%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Female",159,"54.7%","82.1%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Male",86,"45.3%","68.5%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Female",95,"48.4%","67.4%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Male",79,"40.5%","60.6%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Female",75,"45.3%","69.2%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Male",128,"17.2%","30.9%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Female",124,"20.2%","35.1%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Male",145,"31.7%","54.8%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Female",181,"38.1%","56.4%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Male",71,"53.5%","68.8%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Female",55,"50.9%","71.7%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Male",316,"40.2%","61.7%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Female",301,"42.5%","61.8%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Male",63,"33.3%","69.1%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Female",89,"39.3%","72.9%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Male",64,"34.4%","54.2%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Female",67,"26.9%","45.2%"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Male","*","*","*"
"=""2450014""","Learn","=""2450814""","Learn SAILS Middle School Program","Male","*","*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Male",75,"52.0%","76.4%"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Female",87,"48.3%","79.5%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Male",34,"47.1%","79.3%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Female",31,"67.7%","91.9%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Male",139,"38.1%","57.7%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Female",128,"38.3%","64.2%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Male",52,"51.9%","70.8%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Female",57,"35.1%","70.5%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Male",104,"51.0%","73.6%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Female",94,"58.5%","83.5%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Male",101,"48.5%","69.8%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Female",72,"45.8%","75.9%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Male",163,"42.3%","59.5%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Female",132,"50.0%","67.0%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Male",103,"44.7%","70.1%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Female",100,"41.0%","66.1%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Male",110,"71.8%","90.4%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Female",100,"63.0%","83.4%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Male",78,"42.3%","58.6%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Female",83,"44.6%","58.1%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Male",190,"24.7%","42.8%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Female",149,"25.5%","38.9%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Male",26,"53.8%","78.3%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Female",25,"32.0%","62.4%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Male",42,"47.6%","74.2%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Female",29,"41.4%","70.3%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Male",26,"42.3%","70.2%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Female",21,"52.4%","82.0%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Male",232,"50.0%","65.3%"
"=""0760011""","Madison School District","=""0765211""","Walter C. Polson Upper Middle School","Female",220,"54.1%","71.5%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Male",70,"27.1%","60.2%"
"=""0770011""","Manchester School District","=""0770111""","Bowers School","Female",49,"26.5%","54.2%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Male",59,"67.8%","89.4%"
"=""0770011""","Manchester School District","=""0770311""","Buckley School","Female",44,"50.0%","81.0%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Male",186,"45.2%","66.0%"
"=""0770011""","Manchester School District","=""0771711""","Elisabeth M. Bennet Academy","Female",202,"55.4%","75.1%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Male",42,"26.2%","56.2%"
"=""0770011""","Manchester School District","=""0770411""","Highland Park School","Female",48,"27.1%","45.4%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Male",349,"25.8%","43.7%"
"=""0770011""","Manchester School District","=""0775311""","Illing Middle School","Female",350,"24.9%","41.4%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Male",46,"28.3%","58.0%"
"=""0770011""","Manchester School District","=""0770611""","Keeney School","Female",46,"21.7%","46.2%"
"=""0770011""","Manchester School District","=""0779011""","Manchester Regional Academy","Male",6,"*","*"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Male",39,"20.5%","41.4%"
"=""0770011""","Manchester School District","=""0771611""","Martin School","Female",34,"14.7%","41.5%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Male",37,"37.8%","69.1%"
"=""0770011""","Manchester School District","=""0771011""","Robertson School","Female",39,"35.9%","70.3%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Male",64,"23.4%","47.8%"
"=""0770011""","Manchester School District","=""0771211""","Verplanck School","Female",44,"25.0%","55.9%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Male",45,"13.3%","43.6%"
"=""0770011""","Manchester School District","=""0771311""","Waddell School","Female",44,"34.1%","58.0%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Male",55,"34.5%","56.6%"
"=""0770011""","Manchester School District","=""0771411""","Washington School","Female",47,"23.4%","44.2%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Male",21,"76.2%","95.9%"
"=""0780011""","Mansfield School District","=""0780411""","Annie E. Vinton School","Female",26,"80.8%","95.0%"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Male","*","*","*"
"=""0780011""","Mansfield School District","=""0780211""","Dorothy C. Goodwin School","Female","*","*","*"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Male",235,"53.6%","68.5%"
"=""0780011""","Mansfield School District","=""0785111""","Mansfield Middle School School","Female",191,"48.7%","65.7%"
