"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,"ELL","*","*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",4,"Non-ELL","*",2466,2509,43,"41.3%","70.2%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,"ELL","*","*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School",5,"Non-ELL","*",2499,2553,54,"50.0%","72.3%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,"ELL","*","*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",6,"Non-ELL","*",2543,2577,34,"49.2%","67.3%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,"ELL",11,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",7,"Non-ELL",229,2572,2607,34,"51.5%","69.0%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,"ELL",8,"*","*","*","*","*"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School",8,"Non-ELL",200,2586,2620,34,"52.5%","70.4%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School",4,"Non-ELL","*",2503,2581,78,"79.8%","96.8%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",7,"Non-ELL","*",2585,2609,23,"41.7%","58.9%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School",8,"Non-ELL","*",2596,2631,34,"57.7%","72.9%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School",4,"Non-ELL","*",2461,2529,68,"61.6%","82.5%"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520111""","Union School",4,"Non-ELL","*",2471,2524,53,"55.7%","76.1%"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520311""","West District School",4,"Non-ELL","*",2493,2548,55,"59.4%","77.9%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",5,"Non-ELL","*",2534,2574,40,"52.6%","72.2%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School",6,"Non-ELL","*",2554,2591,36,"52.3%","71.9%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",4,"Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",5,"Non-ELL",14,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",6,"Non-ELL",20,2528,2507,-21,"25.0%","32.5%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",7,"Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School",8,"Non-ELL",20,2579,2611,32,"40.0%","61.2%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",4,"Non-ELL","*",2484,2529,45,"53.1%","76.0%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School",5,"Non-ELL","*",2522,2563,40,"50.0%","72.7%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",4,"Non-ELL",48,2499,2552,53,"56.3%","79.6%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School",5,"Non-ELL",39,2547,2597,51,"64.1%","84.1%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School",6,"Non-ELL","*",2566,2604,38,"59.9%","75.7%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",4,"Non-ELL","*",2494,2549,55,"55.7%","79.5%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School",5,"Non-ELL",76,2566,2595,29,"60.5%","74.3%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",4,"Non-ELL",58,2489,2540,51,"56.9%","78.3%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School",5,"Non-ELL",75,2540,2587,47,"58.7%","81.5%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",4,"Non-ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",5,"Non-ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",6,"Non-ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy",7,"Non-ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",4,"Non-ELL","*",2460,2491,32,"33.9%","59.3%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School",5,"Non-ELL",67,2508,2543,36,"37.3%","63.1%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",4,"Non-ELL",84,2491,2537,47,"54.8%","75.1%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School",5,"Non-ELL",91,2539,2601,62,"72.5%","90.2%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",7,"Non-ELL","*",2593,2605,12,"38.5%","52.5%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",8,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School",8,"Non-ELL","*",2603,2626,22,"48.5%","64.8%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",7,"Non-ELL",143,2570,2604,33,"46.2%","66.0%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School",8,"Non-ELL",150,2584,2620,36,"56.0%","71.4%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",4,"Non-ELL",61,2475,2537,62,"62.3%","85.9%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",5,"Non-ELL",58,2534,2565,31,"53.4%","69.4%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School",6,"Non-ELL",83,2576,2620,44,"60.2%","79.2%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",4,"Non-ELL",67,2445,2539,94,"77.6%","94.5%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",5,"ELL","*","*","*","*","*","*"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",5,"Non-ELL","*",2505,2567,62,"59.0%","83.5%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School",6,"Non-ELL",63,2535,2590,55,"71.4%","84.4%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",6,"ELL",21,2409,2459,50,"47.6%","62.2%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",6,"Non-ELL",80,2400,2423,23,"27.5%","47.3%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",7,"ELL",7,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School",7,"Non-ELL",98,2434,2489,55,"48.0%","69.0%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",6,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",6,"Non-ELL","*",2539,2569,29,"45.5%","63.8%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",7,"ELL",7,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",7,"Non-ELL",162,2576,2599,22,"40.7%","58.0%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",8,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School",8,"Non-ELL","*",2613,2625,13,"36.8%","52.2%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",4,"ELL",6,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",4,"Non-ELL",61,2485,2534,49,"47.5%","70.5%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",5,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School",5,"Non-ELL","*",2505,2556,51,"49.2%","71.1%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",6,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",6,"Non-ELL","*",2583,2606,23,"50.8%","67.3%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",7,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",7,"Non-ELL","*",2602,2640,38,"59.3%","74.1%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",8,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School",8,"Non-ELL","*",2618,2648,31,"59.7%","74.6%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",4,"Non-ELL",66,2458,2506,49,"50.0%","73.2%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",5,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School",5,"Non-ELL","*",2528,2579,51,"61.1%","84.5%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",4,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",4,"Non-ELL","*",2438,2467,29,"25.5%","51.2%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School",5,"Non-ELL",45,2476,2527,51,"51.1%","73.7%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",4,"Non-ELL",64,2497,2566,69,"76.6%","95.0%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee",5,"Non-ELL",59,2555,2599,44,"66.1%","80.2%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",4,"ELL",7,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",4,"Non-ELL",52,2455,2523,68,"59.6%","82.9%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",5,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School",5,"Non-ELL","*",2493,2542,48,"51.0%","74.0%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",4,"ELL",7,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",4,"Non-ELL",27,2446,2486,39,"37.0%","58.4%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",5,"ELL",7,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School",5,"Non-ELL",31,2496,2553,58,"64.5%","77.6%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",4,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",4,"Non-ELL","*",2504,2560,56,"66.7%","81.9%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School",5,"Non-ELL",73,2545,2593,49,"58.9%","77.6%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",4,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",4,"Non-ELL","*",2513,2564,50,"65.4%","77.2%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School",5,"Non-ELL",54,2549,2594,45,"53.7%","78.1%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",4,"Non-ELL",50,2505,2560,55,"64.0%","86.1%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School",5,"Non-ELL",68,2536,2585,49,"57.4%","79.1%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",4,"Non-ELL",24,2493,2591,98,"95.8%","100.0%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School",5,"Non-ELL",32,2538,2562,24,"28.1%","50.5%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",4,"Non-ELL",66,2524,2572,48,"69.7%","85.1%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",5,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School",5,"Non-ELL","*",2540,2598,57,"73.0%","88.1%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",6,"ELL",8,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",6,"Non-ELL",151,2524,2552,28,"39.1%","59.1%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",7,"ELL",9,"*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",7,"Non-ELL",149,2544,2597,53,"63.8%","77.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",8,"ELL","*","*","*","*","*","*"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School",8,"Non-ELL","*",2557,2610,53,"63.7%","80.3%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School",8,"Non-ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School",4,"Non-ELL",132,2434,2478,45,"40.2%","65.9%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",5,"ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",5,"Non-ELL","*",2491,2530,39,"40.2%","61.6%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",6,"ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",6,"Non-ELL","*",2519,2549,30,"40.7%","61.2%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",7,"Non-ELL",137,2528,2567,39,"43.8%","64.1%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School",8,"Non-ELL",123,2561,2594,32,"46.3%","65.7%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",6,"Non-ELL",157,2531,2541,10,"29.3%","44.7%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",7,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",7,"Non-ELL","*",2524,2564,40,"47.1%","65.5%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",8,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School",8,"Non-ELL","*",2551,2591,41,"50.4%","69.2%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",4,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",4,"Non-ELL","*",2410,2449,39,"27.7%","56.8%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",5,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School",5,"Non-ELL","*",2428,2493,65,"56.8%","70.7%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",4,"Non-ELL",30,2446,2497,51,"40.0%","72.7%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School",5,"Non-ELL",28,2513,2570,56,"57.1%","75.6%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",4,"Non-ELL","*",2415,2446,30,"23.3%","46.1%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School",5,"Non-ELL","*",2460,2502,42,"45.3%","64.6%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",4,"Non-ELL","*",2436,2498,62,"44.8%","74.1%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School",5,"Non-ELL",21,2423,2472,49,"38.1%","68.6%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",4,"Non-ELL",65,2472,2539,67,"64.6%","88.7%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School",5,"Non-ELL",51,2478,2546,68,"51.0%","76.0%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",4,"Non-ELL",40,2433,2525,92,"75.0%","94.1%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School",5,"Non-ELL","*",2524,2552,28,"26.7%","53.5%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",4,"Non-ELL",41,2481,2534,53,"51.2%","78.6%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School",5,"Non-ELL",33,2511,2557,46,"54.5%","73.9%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",6,"Non-ELL","*",2516,2531,15,"33.3%","49.8%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"ELL",7,"*","*","*","*","*"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",7,"Non-ELL",134,2500,2511,11,"29.9%","44.2%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School",8,"Non-ELL","*",2527,2544,17,"27.9%","48.6%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",5,"Non-ELL","*",2528,2565,37,"47.3%","67.9%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School",6,"Non-ELL","*",2562,2596,33,"54.1%","70.2%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School",4,"Non-ELL","*",2450,2513,63,"57.9%","78.6%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School",4,"Non-ELL","*",2489,2548,60,"61.0%","82.5%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",7,"Non-ELL","*",2590,2630,40,"56.5%","72.6%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School",8,"Non-ELL",273,2622,2649,26,"55.3%","70.7%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School",4,"Non-ELL",65,2504,2563,59,"64.6%","86.5%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School",4,"Non-ELL",65,2496,2539,43,"50.8%","75.1%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",4,"Non-ELL","*",2456,2495,39,"40.7%","66.4%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",5,"Non-ELL","*",2494,2531,37,"39.7%","61.1%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School",6,"Non-ELL","*",2508,2532,24,"39.1%","55.5%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",4,"Non-ELL","*",2374,2421,47,"33.3%","64.7%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",5,"Non-ELL","*",2428,2445,18,"14.3%","35.3%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620211""","Church Street School",6,"Non-ELL","*",2437,2495,58,"50.0%","77.0%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",4,"Non-ELL",29,2459,2517,59,"44.8%","75.5%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",5,"Non-ELL",35,2477,2506,29,"25.7%","49.3%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School",6,"Non-ELL","*",2481,2530,49,"61.8%","78.2%"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",7,"Non-ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center",8,"Non-ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"ELL",7,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",7,"Non-ELL",336,2542,2550,8,"29.8%","45.7%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"ELL",8,"*","*","*","*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School",8,"Non-ELL",369,2551,2559,9,"28.7%","46.3%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",4,"Non-ELL","*",2422,2487,65,"57.1%","74.6%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",5,"Non-ELL","*",2438,2459,22,"19.1%","40.5%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School",6,"Non-ELL","*",2479,2539,60,"59.5%","79.5%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",4,"Non-ELL",38,2418,2470,52,"50.0%","69.8%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",5,"Non-ELL",41,2485,2495,10,"22.0%","36.0%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School",6,"Non-ELL","*",2488,2531,44,"59.4%","80.3%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",4,"Non-ELL","*",2422,2467,45,"27.0%","64.7%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",5,"Non-ELL","*",2426,2479,53,"38.6%","71.8%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School",6,"Non-ELL","*",2502,2538,37,"43.8%","65.8%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",4,"Non-ELL",53,2452,2498,46,"60.4%","76.5%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",5,"Non-ELL",54,2536,2554,18,"48.1%","62.9%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School",6,"Non-ELL","*",2537,2576,39,"53.3%","73.5%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"ELL","*","*","*","*","*","*"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",4,"Non-ELL","*",2495,2539,44,"58.3%","74.6%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",5,"Non-ELL",53,2498,2549,51,"45.3%","72.5%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School",6,"Non-ELL",65,2547,2581,35,"49.2%","65.6%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",4,"Non-ELL",10,"*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",5,"Non-ELL",10,"*","*","*","*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School",6,"Non-ELL",8,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"ELL",13,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",4,"Non-ELL",42,2349,2374,25,"11.9%","44.7%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",5,"ELL",11,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",5,"Non-ELL",44,2390,2413,23,"11.4%","39.7%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",6,"ELL",14,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",6,"Non-ELL",24,2405,2412,7,"20.8%","38.8%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",7,"ELL","*","*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",7,"Non-ELL","*",2449,2479,29,"34.6%","54.8%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",8,"ELL",14,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy",8,"Non-ELL",35,2465,2488,23,"37.1%","52.6%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",4,"ELL",9,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",4,"Non-ELL",36,2373,2411,39,"25.0%","54.7%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",5,"ELL",10,"*","*","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",5,"Non-ELL",29,2390,2452,61,"44.8%","70.9%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School",6,"ELL","*","*","*","*","*","*"
