"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"ELA","Eligible For Lunch",26,2442,2498,56,"42.3%","73.0%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"ELA","Not Eligible For Lunch",35,2466,2498,32,"20.0%","57.5%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Math","Eligible For Lunch",26,2450,2501,52,"65.4%","91.4%"
"=""0440011""","East Haven School District","=""0441311""","Dominick H. Ferrara School",5,"Math","Not Eligible For Lunch",35,2487,2521,34,"48.6%","69.5%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"ELA","Eligible For Lunch",28,2400,2436,36,"32.1%","57.1%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"ELA","Not Eligible For Lunch",24,2425,2461,36,"29.2%","58.1%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Math","Eligible For Lunch",28,2387,2443,56,"46.4%","79.6%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",4,"Math","Not Eligible For Lunch",24,2414,2463,49,"41.7%","68.8%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"ELA","Eligible For Lunch",22,2460,2472,12,"13.6%","33.8%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"ELA","Not Eligible For Lunch",23,2471,2501,30,"26.1%","49.9%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Math","Eligible For Lunch",22,2429,2446,18,"9.1%","43.4%"
"=""0440011""","East Haven School District","=""0441011""","Grove J. Tuttle School",5,"Math","Not Eligible For Lunch",23,2438,2459,21,"30.4%","60.6%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"ELA","Eligible For Lunch",97,2469,2509,39,"45.4%","66.4%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"ELA","Not Eligible For Lunch",64,2517,2556,39,"50.0%","67.9%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Math","Eligible For Lunch",100,2463,2489,26,"34.0%","57.7%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",6,"Math","Not Eligible For Lunch",64,2481,2521,40,"53.1%","72.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"ELA","Eligible For Lunch",102,2474,2526,52,"42.2%","71.0%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"ELA","Not Eligible For Lunch",86,2515,2579,64,"62.8%","82.2%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Math","Eligible For Lunch",100,2461,2468,8,"22.0%","42.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",7,"Math","Not Eligible For Lunch",85,2502,2512,9,"30.6%","44.8%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"ELA","Eligible For Lunch",108,2491,2533,42,"42.6%","66.8%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"ELA","Not Eligible For Lunch",76,2495,2539,44,"42.1%","67.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Math","Eligible For Lunch",109,2459,2482,23,"35.8%","56.1%"
"=""0440011""","East Haven School District","=""0445111""","Joseph Melillo Middle School",8,"Math","Not Eligible For Lunch",75,2459,2479,20,"44.0%","57.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"ELA","Eligible For Lunch",28,2387,2449,62,"46.4%","73.8%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"ELA","Not Eligible For Lunch",19,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Math","Eligible For Lunch",29,2380,2431,50,"37.9%","67.6%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",4,"Math","Not Eligible For Lunch",19,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"ELA","Eligible For Lunch",26,2437,2489,52,"46.2%","71.1%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"ELA","Not Eligible For Lunch",19,"*","*","*","*","*"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Math","Eligible For Lunch",26,2426,2442,16,"23.1%","48.5%"
"=""0440011""","East Haven School District","=""0440711""","Momauguin School",5,"Math","Not Eligible For Lunch",19,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"ELA","Eligible For Lunch",27,2503,2530,28,"37.0%","55.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"ELA","Not Eligible For Lunch",160,2548,2574,26,"48.8%","65.1%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Math","Eligible For Lunch",27,2493,2522,29,"37.0%","59.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",5,"Math","Not Eligible For Lunch",159,2528,2546,18,"36.5%","56.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"ELA","Eligible For Lunch",41,2504,2531,27,"31.7%","55.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"ELA","Not Eligible For Lunch",152,2539,2572,33,"47.4%","65.2%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Math","Eligible For Lunch",40,2487,2539,52,"45.0%","74.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",6,"Math","Not Eligible For Lunch",152,2532,2590,59,"67.1%","89.1%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"ELA","Eligible For Lunch",32,2537,2549,12,"37.5%","49.4%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"ELA","Not Eligible For Lunch",180,2580,2612,32,"50.6%","64.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Math","Eligible For Lunch",32,2529,2549,20,"40.6%","59.9%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",7,"Math","Not Eligible For Lunch",180,2583,2614,31,"60.0%","75.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"ELA","Eligible For Lunch",33,2528,2553,25,"33.3%","53.3%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"ELA","Not Eligible For Lunch",155,2594,2614,20,"41.9%","58.6%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"Math","Eligible For Lunch",32,2536,2536,-0,"21.9%","34.0%"
"=""0450011""","East Lyme School District","=""0455111""","East Lyme Middle School",8,"Math","Not Eligible For Lunch",154,2588,2606,18,"42.2%","58.1%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"ELA","Eligible For Lunch",17,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"ELA","Not Eligible For Lunch",68,2488,2546,58,"57.4%","81.6%"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Math","Eligible For Lunch",17,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450111""","Flanders School",4,"Math","Not Eligible For Lunch",68,2476,2533,57,"57.4%","84.5%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"ELA","Eligible For Lunch",14,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"ELA","Not Eligible For Lunch",41,2488,2552,64,"61.0%","84.2%"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Math","Eligible For Lunch",14,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450411""","Lillie B. Haynes School",4,"Math","Not Eligible For Lunch",41,2472,2541,69,"68.3%","92.6%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"ELA","Eligible For Lunch",9,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"ELA","Not Eligible For Lunch",31,2498,2560,62,"61.3%","86.7%"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"Math","Eligible For Lunch",9,"*","*","*","*","*"
"=""0450011""","East Lyme School District","=""0450211""","Niantic Center School",4,"Math","Not Eligible For Lunch",31,2506,2560,54,"61.3%","87.9%"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0470111""","Broad Brook Elementary School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"ELA","Eligible For Lunch",31,2393,2439,46,"29.0%","61.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"ELA","Not Eligible For Lunch",36,2445,2498,54,"41.7%","64.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Math","Eligible For Lunch",31,2393,2443,51,"35.5%","67.5%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",4,"Math","Not Eligible For Lunch",37,2454,2507,53,"43.2%","80.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"ELA","Eligible For Lunch",35,2432,2472,39,"31.4%","55.1%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"ELA","Not Eligible For Lunch",38,2491,2518,27,"23.7%","54.9%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Math","Eligible For Lunch",35,2452,2449,-4,"8.6%","29.7%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",5,"Math","Not Eligible For Lunch",38,2507,2498,-8,"15.8%","33.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"ELA","Eligible For Lunch",37,2471,2501,30,"37.8%","57.8%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"ELA","Not Eligible For Lunch",36,2518,2552,34,"36.1%","60.6%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Math","Eligible For Lunch",37,2450,2459,9,"18.9%","41.0%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",6,"Math","Not Eligible For Lunch",36,2491,2515,25,"41.7%","59.1%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"ELA","Eligible For Lunch",24,2452,2502,50,"33.3%","65.0%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"ELA","Not Eligible For Lunch",37,2548,2559,10,"24.3%","46.9%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Math","Eligible For Lunch",24,2450,2464,14,"33.3%","45.2%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",7,"Math","Not Eligible For Lunch",37,2505,2526,20,"21.6%","51.3%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"ELA","Eligible For Lunch",28,2557,2583,25,"42.9%","62.3%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"ELA","Not Eligible For Lunch",40,2573,2600,27,"37.5%","61.3%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Math","Eligible For Lunch",28,2493,2530,37,"57.1%","73.4%"
"=""0470011""","East Windsor School District","=""0475411""","East Windsor Middle School",8,"Math","Not Eligible For Lunch",40,2540,2583,43,"57.5%","80.5%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",4,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",6,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",7,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2539014""","EastConn Special Education",8,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",4,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",5,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",6,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",7,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District","=""0390111""","Eastford Elementary School",8,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"ELA","Not Eligible For Lunch",88,2560,2584,24,"44.3%","63.3%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",6,"Math","Not Eligible For Lunch",88,2539,2584,45,"63.6%","81.5%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,"ELA","Not Eligible For Lunch","*",2575,2618,43,"52.3%","73.3%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",7,"Math","Not Eligible For Lunch","*",2567,2610,43,"62.9%","81.1%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,"ELA","Not Eligible For Lunch","*",2575,2620,45,"54.6%","71.2%"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0465111""","Helen Keller Middle School",8,"Math","Not Eligible For Lunch","*",2586,2643,57,"69.2%","86.1%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"ELA","Not Eligible For Lunch",92,2492,2559,67,"72.8%","90.4%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",4,"Math","Not Eligible For Lunch",91,2477,2550,73,"69.2%","95.3%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"ELA","Not Eligible For Lunch","*",2535,2592,57,"64.2%","84.1%"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District","=""0460111""","Samuel Staples Elementary School",5,"Math","Not Eligible For Lunch","*",2512,2572,60,"71.6%","91.4%"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",7,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""2420014""","EdAdvance","=""2429014""","GFLC/ACCESS School",8,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"ELA","Eligible For Lunch",7,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"ELA","Not Eligible For Lunch",54,2457,2512,56,"53.7%","76.5%"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"Math","Eligible For Lunch",7,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480111""","Center School",4,"Math","Not Eligible For Lunch",54,2457,2509,53,"42.6%","79.0%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"ELA","Not Eligible For Lunch","*",2469,2520,51,"51.3%","83.3%"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480211""","Crystal Lake School",4,"Math","Not Eligible For Lunch","*",2457,2502,46,"41.0%","69.7%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,"ELA","Eligible For Lunch",19,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,"ELA","Not Eligible For Lunch",179,2585,2610,25,"43.6%","61.5%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,"Math","Eligible For Lunch",19,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",7,"Math","Not Eligible For Lunch",179,2554,2581,27,"45.8%","66.2%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"ELA","Eligible For Lunch",17,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"ELA","Not Eligible For Lunch",184,2617,2627,10,"35.3%","54.7%"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"Math","Eligible For Lunch",17,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0485111""","Ellington Middle School",8,"Math","Not Eligible For Lunch",184,2580,2610,30,"47.3%","66.8%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"ELA","Eligible For Lunch",27,2464,2501,37,"25.9%","56.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"ELA","Not Eligible For Lunch",183,2539,2579,41,"53.6%","74.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"Math","Eligible For Lunch",27,2471,2484,13,"29.6%","42.7%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",5,"Math","Not Eligible For Lunch",184,2533,2567,34,"53.3%","74.5%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"ELA","Eligible For Lunch",18,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"ELA","Not Eligible For Lunch",191,2564,2586,22,"46.6%","59.8%"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"Math","Eligible For Lunch",18,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480711""","Windermere Intermediate School",6,"Math","Not Eligible For Lunch",191,2541,2577,36,"48.2%","68.0%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,"ELA","Eligible For Lunch",7,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,"ELA","Not Eligible For Lunch",82,2491,2546,55,"56.1%","79.8%"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,"Math","Eligible For Lunch",7,"*","*","*","*","*"
"=""0480011""","Ellington School District","=""0480611""","Windermere School",4,"Math","Not Eligible For Lunch",82,2477,2544,68,"61.0%","89.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,"ELA","Eligible For Lunch",42,2409,2517,108,"76.2%","100.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,"ELA","Not Eligible For Lunch",20,2436,2515,80,"75.0%","86.8%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,"Math","Eligible For Lunch",42,2450,2507,57,"52.4%","78.5%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",4,"Math","Not Eligible For Lunch",20,2471,2521,50,"45.0%","78.0%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"ELA","Eligible For Lunch",55,2465,2507,41,"34.5%","61.5%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"ELA","Not Eligible For Lunch",11,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"Math","Eligible For Lunch",55,2457,2479,22,"32.7%","52.2%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",5,"Math","Not Eligible For Lunch",11,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"ELA","Eligible For Lunch","*",2470,2521,51,"52.5%","74.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"Math","Eligible For Lunch","*",2464,2501,37,"47.5%","69.2%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",6,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"ELA","Eligible For Lunch",46,2496,2534,38,"45.7%","67.4%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"ELA","Not Eligible For Lunch",12,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"Math","Eligible For Lunch",46,2478,2489,11,"30.4%","47.9%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",7,"Math","Not Eligible For Lunch",12,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,"ELA","Eligible For Lunch",47,2540,2588,48,"53.2%","69.2%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,"ELA","Not Eligible For Lunch",11,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,"Math","Eligible For Lunch",47,2534,2584,49,"59.6%","77.7%"
"=""2890013""","Elm City College Preparatory School District","=""2890113""","Elm City College Preparatory School",8,"Math","Not Eligible For Lunch",11,"*","*","*","*","*"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,"ELA","Eligible For Lunch",37,2407,2480,73,"48.6%","79.2%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,"ELA","Not Eligible For Lunch",70,2429,2500,71,"54.3%","82.2%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,"Math","Eligible For Lunch",37,2410,2488,78,"70.3%","95.6%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",4,"Math","Not Eligible For Lunch",70,2430,2507,77,"70.0%","96.5%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",5,"ELA","Eligible For Lunch",45,2441,2478,37,"26.7%","48.7%"
"=""0490011""","Enfield School District","=""0491311""","Edgar H. Parkman School",5,"ELA","Not Eligible For Lunch",61,2483,2511,28,"31.1%","51.2%"
