"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0510011""","Fairfield School District","=""0515311""","Roger Ludlowe Middle School","Not Eligible For Lunch",728,"53.2%","71.5%"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Eligible For Lunch",10,"*","*"
"=""0510011""","Fairfield School District","=""0511311""","Sherman School","Not Eligible For Lunch",142,"58.5%","82.0%"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Eligible For Lunch",7,"*","*"
"=""0510011""","Fairfield School District","=""0511411""","Stratfield School","Not Eligible For Lunch",158,"47.5%","74.4%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Eligible For Lunch",106,"24.5%","39.5%"
"=""0510011""","Fairfield School District","=""0515111""","Tomlinson Middle School","Not Eligible For Lunch",530,"39.6%","58.5%"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Eligible For Lunch","*","*","*"
"=""0520011""","Farmington School District","=""0520411""","East Farms School","Not Eligible For Lunch","*","77.5%","95.2%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Eligible For Lunch",61,"52.5%","73.4%"
"=""0520011""","Farmington School District","=""0525111""","Irving A. Robbins Middle School","Not Eligible For Lunch",530,"68.5%","83.7%"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Eligible For Lunch",7,"*","*"
"=""0520011""","Farmington School District","=""0520211""","Noah Wallace School","Not Eligible For Lunch",69,"55.1%","86.3%"
"=""0520011""","Farmington School District","=""0520111""","Union School","Eligible For Lunch",15,"*","*"
"=""0520011""","Farmington School District","=""0520111""","Union School","Not Eligible For Lunch",56,"67.9%","90.8%"
"=""0520011""","Farmington School District","=""0520311""","West District School","Eligible For Lunch",7,"*","*"
"=""0520011""","Farmington School District","=""0520311""","West District School","Not Eligible For Lunch",59,"62.7%","88.6%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Eligible For Lunch",67,"37.3%","66.8%"
"=""0520011""","Farmington School District","=""0520511""","West Woods Upper Elementary School","Not Eligible For Lunch",551,"65.7%","85.1%"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Eligible For Lunch",13,"*","*"
"=""0530011""","Franklin School District","=""0530111""","Franklin Elementary School","Not Eligible For Lunch",75,"29.3%","50.1%"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Eligible For Lunch",16,"*","*"
"=""0540011""","Glastonbury School District","=""0540211""","Buttonball Lane School","Not Eligible For Lunch",158,"62.0%","87.5%"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540311""","Eastbury School","Not Eligible For Lunch","*","67.4%","88.8%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Eligible For Lunch",39,"33.3%","51.1%"
"=""0540011""","Glastonbury School District","=""0540811""","Gideon Welles School","Not Eligible For Lunch",418,"64.8%","83.2%"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540411""","Hebron Avenue School","Not Eligible For Lunch","*","54.1%","73.5%"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Eligible For Lunch",6,"*","*"
"=""0540011""","Glastonbury School District","=""0540611""","Hopewell School","Not Eligible For Lunch",127,"68.5%","89.0%"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540111""","LINKS Academy","Not Eligible For Lunch","*","*","*"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Eligible For Lunch",44,"40.9%","68.3%"
"=""0540011""","Glastonbury School District","=""0540711""","Naubuc School","Not Eligible For Lunch",86,"39.5%","70.5%"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Eligible For Lunch",16,"*","*"
"=""0540011""","Glastonbury School District","=""0540911""","Nayaug Elementary School","Not Eligible For Lunch",158,"67.7%","88.6%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Eligible For Lunch",84,"41.7%","62.8%"
"=""0540011""","Glastonbury School District","=""0545211""","Smith Middle School","Not Eligible For Lunch",918,"56.4%","74.1%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Eligible For Lunch",34,"23.5%","47.2%"
"=""0560011""","Granby School District","=""0565111""","Granby Memorial Middle School","Not Eligible For Lunch",258,"43.0%","59.2%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Eligible For Lunch",20,"20.0%","57.5%"
"=""0560011""","Granby School District","=""0560411""","Kelly Lane Primary School","Not Eligible For Lunch",182,"57.7%","82.8%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Eligible For Lunch",20,"40.0%","61.1%"
"=""0560011""","Granby School District","=""0560311""","Wells Road Intermediate School","Not Eligible For Lunch",172,"68.0%","90.9%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Eligible For Lunch",168,"40.5%","58.6%"
"=""2940013""","Great Oaks Charter School District","=""2940113""","Great Oaks Charter School","Not Eligible For Lunch",35,"65.7%","82.9%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Eligible For Lunch",67,"34.3%","47.2%"
"=""0570011""","Greenwich School District","=""0575111""","Central Middle School","Not Eligible For Lunch",449,"39.9%","55.1%"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Eligible For Lunch",11,"*","*"
"=""0570011""","Greenwich School District","=""0570211""","Cos Cob School","Not Eligible For Lunch",127,"55.9%","80.4%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Eligible For Lunch",27,"51.9%","67.7%"
"=""0570011""","Greenwich School District","=""0575211""","Eastern Middle School","Not Eligible For Lunch",747,"68.5%","82.6%"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Eligible For Lunch",11,"*","*"
"=""0570011""","Greenwich School District","=""0570411""","Glenville School","Not Eligible For Lunch",133,"52.6%","74.4%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Eligible For Lunch",59,"42.4%","72.8%"
"=""0570011""","Greenwich School District","=""0570511""","Hamilton Avenue School","Not Eligible For Lunch",49,"30.6%","67.6%"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571311""","International School At Dundee","Not Eligible For Lunch","*","66.1%","84.0%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Eligible For Lunch",32,"28.1%","57.7%"
"=""0570011""","Greenwich School District","=""0570311""","Julian Curtiss School","Not Eligible For Lunch",81,"55.6%","79.4%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Eligible For Lunch",47,"40.4%","71.3%"
"=""0570011""","Greenwich School District","=""0570611""","New Lebanon School","Not Eligible For Lunch",25,"56.0%","72.2%"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Eligible For Lunch",10,"*","*"
"=""0570011""","Greenwich School District","=""0570711""","North Mianus School","Not Eligible For Lunch",133,"61.7%","83.5%"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570811""","North Street School","Not Eligible For Lunch","*","49.5%","68.7%"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0570911""","Old Greenwich School","Not Eligible For Lunch","*","67.5%","87.4%"
"=""0570011""","Greenwich School District","=""0571111""","Parkway School","Not Eligible For Lunch",56,"55.4%","76.2%"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Eligible For Lunch","*","*","*"
"=""0570011""","Greenwich School District","=""0571011""","Riverside School","Not Eligible For Lunch","*","59.6%","78.4%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Eligible For Lunch",166,"50.6%","68.0%"
"=""0570011""","Greenwich School District","=""0575311""","Western Middle School","Not Eligible For Lunch",328,"58.2%","76.2%"
"=""0580011""","Griswold School District","=""0580111""","Griswold Alternative School","Eligible For Lunch","*","*","*"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Eligible For Lunch",48,"31.3%","61.8%"
"=""0580011""","Griswold School District","=""0580311""","Griswold Elementary School","Not Eligible For Lunch",84,"33.3%","57.7%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Eligible For Lunch",212,"48.1%","66.5%"
"=""0580011""","Griswold School District","=""0585111""","Griswold Middle School","Not Eligible For Lunch",290,"59.7%","78.5%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Eligible For Lunch",139,"46.0%","64.5%"
"=""0590011""","Groton School District","=""0595311""","Carl C. Cutler Middle School","Not Eligible For Lunch",313,"52.1%","67.4%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Eligible For Lunch",65,"38.5%","68.1%"
"=""0590011""","Groton School District","=""0592011""","Catherine Kolnaski Magnet School","Not Eligible For Lunch",33,"54.5%","85.9%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Eligible For Lunch",25,"52.0%","71.6%"
"=""0590011""","Groton School District","=""0591811""","Charles Barnum School","Not Eligible For Lunch",32,"65.6%","89.3%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Eligible For Lunch",67,"43.3%","68.2%"
"=""0590011""","Groton School District","=""0590311""","Claude Chester School","Not Eligible For Lunch",33,"36.4%","67.0%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Eligible For Lunch",28,"53.6%","82.1%"
"=""0590011""","Groton School District","=""0591711""","Mary Morrisson School","Not Eligible For Lunch",22,"54.5%","81.7%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Eligible For Lunch",27,"55.6%","81.9%"
"=""0590011""","Groton School District","=""0591911""","Northeast Academy Elementary School","Not Eligible For Lunch",89,"75.3%","96.1%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Eligible For Lunch",39,"53.8%","74.0%"
"=""0590011""","Groton School District","=""0591211""","Pleasant Valley School","Not Eligible For Lunch",33,"69.7%","87.4%"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Eligible For Lunch",16,"*","*"
"=""0590011""","Groton School District","=""0590111""","S. B. Butler School","Not Eligible For Lunch",58,"63.8%","88.3%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Eligible For Lunch",219,"28.8%","43.6%"
"=""0590011""","Groton School District","=""0595211""","West Side Middle School","Not Eligible For Lunch",157,"22.9%","41.2%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Eligible For Lunch",46,"45.7%","70.1%"
"=""0600011""","Guilford School District","=""0600711""","A. Baldwin Middle School","Not Eligible For Lunch",482,"56.4%","79.1%"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Eligible For Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600611""","A. W. Cox School","Not Eligible For Lunch","*","44.6%","69.7%"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Eligible For Lunch","*","*","*"
"=""0600011""","Guilford School District","=""0600411""","Calvin Leete School","Not Eligible For Lunch","*","40.4%","63.2%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Eligible For Lunch",48,"62.5%","78.8%"
"=""0600011""","Guilford School District","=""0605111""","E. C. Adams Middle School","Not Eligible For Lunch",475,"65.9%","83.0%"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Eligible For Lunch",6,"*","*"
"=""0600011""","Guilford School District","=""0600211""","Guilford Lakes School","Not Eligible For Lunch",59,"66.1%","88.1%"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Eligible For Lunch",11,"*","*"
"=""0600011""","Guilford School District","=""0600311""","Melissa Jones School","Not Eligible For Lunch",54,"40.7%","55.2%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Eligible For Lunch",33,"27.3%","42.9%"
"=""0620011""","Hamden School District","=""0621211""","Bear Path School","Not Eligible For Lunch",161,"38.5%","63.9%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Eligible For Lunch",92,"31.5%","53.4%"
"=""0620011""","Hamden School District","=""0620211""","Church Street School","Not Eligible For Lunch",18,"*","*"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Eligible For Lunch",56,"32.1%","56.6%"
"=""0620011""","Hamden School District","=""0620311""","Dunbar Hill School","Not Eligible For Lunch",47,"31.9%","47.5%"
"=""0620011""","Hamden School District","=""0620511""","Hamden Collaborative Learning Center","Eligible For Lunch",6,"*","*"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Eligible For Lunch",303,"30.7%","46.0%"
"=""0620011""","Hamden School District","=""0625211""","Hamden Middle School","Not Eligible For Lunch",412,"34.7%","48.2%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Eligible For Lunch",84,"39.3%","70.5%"
"=""0620011""","Hamden School District","=""0620411""","Helen Street School","Not Eligible For Lunch",46,"32.6%","61.3%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Eligible For Lunch",71,"19.7%","48.3%"
"=""0620011""","Hamden School District","=""0621111""","Ridge Hill School","Not Eligible For Lunch",42,"45.2%","64.0%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Eligible For Lunch",63,"57.1%","74.0%"
"=""0620011""","Hamden School District","=""0620111""","Shepherd Glen School","Not Eligible For Lunch",58,"37.9%","64.8%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Eligible For Lunch",29,"20.7%","49.0%"
"=""0620011""","Hamden School District","=""0621011""","Spring Glen School","Not Eligible For Lunch",124,"45.2%","70.7%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Eligible For Lunch",20,"50.0%","78.3%"
"=""0620011""","Hamden School District","=""0621411""","West Woods School","Not Eligible For Lunch",148,"45.9%","69.9%"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Eligible For Lunch",8,"*","*"
"=""0630011""","Hampton School District","=""0630111""","Hampton Elementary School","Not Eligible For Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Eligible For Lunch","*","22.4%","43.4%"
"=""0640011""","Hartford School District","=""0640711""","Asian Studies Academy","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Eligible For Lunch","*","31.7%","56.3%"
"=""0640011""","Hartford School District","=""0640411""","Batchelder School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Eligible For Lunch",188,"40.4%","62.7%"
"=""0640011""","Hartford School District","=""0643811""","Betances STEM Magnet School","Not Eligible For Lunch",102,"65.7%","82.4%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Eligible For Lunch",72,"33.3%","55.0%"
"=""0640011""","Hartford School District","=""0643511""","Breakthrough II Elementary School","Not Eligible For Lunch",21,"52.4%","61.3%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Eligible For Lunch",102,"25.5%","46.6%"
"=""0640011""","Hartford School District","=""0643311""","Breakthrough Magnet School","Not Eligible For Lunch",61,"39.3%","59.3%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Eligible For Lunch",221,"29.9%","52.3%"
"=""0640011""","Hartford School District","=""0640611""","Burns Latino Studies Academy","Not Eligible For Lunch",6,"*","*"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Eligible For Lunch","*","25.2%","48.8%"
"=""0640011""","Hartford School District","=""0642311""","Burr School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Eligible For Lunch",159,"23.9%","43.7%"
"=""0640011""","Hartford School District","=""0646911""","Capital Preparatory Magnet School","Not Eligible For Lunch",75,"38.7%","55.3%"
"=""0640011""","Hartford School District","=""0642411""","Clark School","Eligible For Lunch",105,"41.0%","63.5%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Eligible For Lunch",145,"24.1%","39.7%"
"=""0640011""","Hartford School District","=""0646411""","Classical Magnet School","Not Eligible For Lunch",116,"28.4%","48.3%"
"=""0640011""","Hartford School District","=""0645911""","EDP - M.D. Fox School","Eligible For Lunch",19,"*","*"
"=""0640011""","Hartford School District","=""0648111""","EDP - McDonough Middle School","Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Eligible For Lunch",277,"42.6%","63.3%"
"=""0640011""","Hartford School District","=""0640911""","Environmental Sciences Magnet at Hooker School","Not Eligible For Lunch",17,"*","*"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Eligible For Lunch","*","27.5%","59.7%"
"=""0640011""","Hartford School District","=""0643211""","Expeditionary Learning Academy at Moylan School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Eligible For Lunch","*","27.1%","48.8%"
"=""0640011""","Hartford School District","=""0643611""","Global Communications Academy","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Eligible For Lunch",359,"29.2%","48.3%"
"=""0640011""","Hartford School District","=""0645411""","Hartford Magnet Trinity College Academy","Not Eligible For Lunch",233,"41.6%","62.6%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Eligible For Lunch","*","39.0%","63.4%"
"=""0640011""","Hartford School District","=""0641011""","Kennelly School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0649611""","LC - Burns School","Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Eligible For Lunch","*","35.3%","59.9%"
"=""0640011""","Hartford School District","=""0640811""","M. D. Fox School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Eligible For Lunch","*","36.6%","60.5%"
"=""0640011""","Hartford School District","=""0641611""","M. L. King, Jr. School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Eligible For Lunch","*","33.0%","50.6%"
"=""0640011""","Hartford School District","=""0641211""","McDonough Middle School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Eligible For Lunch","*","32.1%","51.7%"
"=""0640011""","Hartford School District","=""0641911""","Milner School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Eligible For Lunch",36,"19.4%","42.0%"
"=""0640011""","Hartford School District","=""0643711""","Montessori Magnet School at Annie Fisher","Not Eligible For Lunch",37,"24.3%","43.9%"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Eligible For Lunch",16,"*","*"
"=""0640011""","Hartford School District","=""0640511""","Montessori Magnet at Moylan School","Not Eligible For Lunch",10,"*","*"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Eligible For Lunch","*","40.9%","63.6%"
"=""0640011""","Hartford School District","=""0641411""","Naylor/CCSU Leadership Academy","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Eligible For Lunch","*","30.8%","56.5%"
"=""0640011""","Hartford School District","=""0641511""","Parkville Community School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Eligible For Lunch",323,"35.0%","58.9%"
"=""0640011""","Hartford School District","=""0641111""","R.J. Kinsella Magnet School of Performing Arts","Not Eligible For Lunch",44,"31.8%","59.7%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Eligible For Lunch","*","32.1%","55.6%"
"=""0640011""","Hartford School District","=""0641711""","Rawson School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Eligible For Lunch",46,"23.9%","48.3%"
"=""0640011""","Hartford School District","=""0644011""","Renzulli Gifted and Talented Academy","Not Eligible For Lunch",15,"*","*"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Eligible For Lunch","*","27.4%","49.4%"
"=""0640011""","Hartford School District","=""0640111""","SAND School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Eligible For Lunch",90,"57.8%","79.0%"
"=""0640011""","Hartford School District","=""0642511""","STEM Magnet at Fisher School","Not Eligible For Lunch",99,"68.7%","84.0%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Eligible For Lunch","*","32.3%","59.0%"
"=""0640011""","Hartford School District","=""0643011""","Sanchez School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Eligible For Lunch","*","22.3%","41.1%"
"=""0640011""","Hartford School District","=""0642611""","Simpson-Waverly School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Eligible For Lunch",194,"24.7%","46.0%"
"=""0640011""","Hartford School District","=""0646511""","Sports and Medical Sciences Academy","Not Eligible For Lunch",63,"33.3%","46.7%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Eligible For Lunch",168,"36.3%","59.6%"
"=""0640011""","Hartford School District","=""0642011""","Webster Micro Society Magnet School","Not Eligible For Lunch",109,"29.4%","64.1%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Eligible For Lunch","*","45.3%","68.9%"
"=""0640011""","Hartford School District","=""0642111""","West Middle School","Not Eligible For Lunch","*","*","*"
"=""0640011""","Hartford School District","=""0642211""","Wish Museum School","Eligible For Lunch",117,"23.9%","46.1%"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Eligible For Lunch",14,"*","*"
"=""0650011""","Hartland School District","=""0650111""","Hartland School","Not Eligible For Lunch",90,"63.3%","85.5%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Eligible For Lunch",36,"55.6%","85.0%"
"=""0670011""","Hebron School District","=""0670111""","Hebron Elementary School","Not Eligible For Lunch",304,"56.6%","81.7%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Eligible For Lunch",116,"46.6%","71.1%"
"=""2860013""","Highville Charter School District","=""2860113""","Highville Charter School","Not Eligible For Lunch",65,"47.7%","62.2%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Eligible For Lunch",52,"46.2%","66.9%"
"=""2640013""","Integrated Day Charter School District","=""2640113""","Integrated Day Charter School","Not Eligible For Lunch",102,"41.2%","63.8%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Eligible For Lunch",177,"18.1%","32.5%"
"=""2650013""","Interdistrict School for Arts and Comm District","=""2655113""","Interdistrict School For Arts And Communication","Not Eligible For Lunch",75,"20.0%","34.1%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Eligible For Lunch",223,"31.8%","54.1%"
"=""2610013""","Jumoke Academy District","=""2610113""","Jumoke Academy","Not Eligible For Lunch",103,"42.7%","59.0%"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Eligible For Lunch",18,"*","*"
"=""0680011""","Kent School District","=""0680111""","Kent Center School","Not Eligible For Lunch",108,"53.7%","72.1%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Eligible For Lunch",273,"39.6%","60.8%"
"=""0690011""","Killingly School District","=""0695211""","Killingly Intermediate School","Not Eligible For Lunch",344,"42.7%","62.4%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Eligible For Lunch",76,"38.2%","72.7%"
"=""0690011""","Killingly School District","=""0690311""","Killingly Memorial School","Not Eligible For Lunch",76,"35.5%","69.9%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Eligible For Lunch",76,"27.6%","47.3%"
"=""2450014""","Learn","=""2455014""","Dual Language & Arts Magnet Middle School","Not Eligible For Lunch",55,"34.5%","52.8%"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Eligible For Lunch","*","*","*"
"=""2450014""","Learn","=""2451014""","LEARN SAILS Program at Salem","Not Eligible For Lunch","*","*","*"
"=""2450014""","Learn","=""2450814""","Learn SAILS Middle School Program","Eligible For Lunch","*","*","*"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Eligible For Lunch",84,"48.8%","75.9%"
"=""2450014""","Learn","=""2450114""","Regional Multicultural Magnet School","Not Eligible For Lunch",78,"51.3%","80.4%"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Eligible For Lunch",13,"*","*"
"=""0710011""","Lebanon School District","=""0710111""","Lebanon Elementary School","Not Eligible For Lunch",52,"57.7%","84.5%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Eligible For Lunch",51,"37.3%","56.5%"
"=""0710011""","Lebanon School District","=""0715111""","Lebanon Middle School","Not Eligible For Lunch",216,"38.4%","61.9%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Eligible For Lunch",43,"46.5%","68.6%"
"=""0720011""","Ledyard School District","=""0720411""","Gallup Hill School","Not Eligible For Lunch",66,"40.9%","71.9%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Eligible For Lunch",28,"60.7%","80.3%"
"=""0720011""","Ledyard School District","=""0720311""","Juliet W. Long School","Not Eligible For Lunch",170,"53.5%","77.9%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Eligible For Lunch",37,"40.5%","68.4%"
"=""0720011""","Ledyard School District","=""0720111""","Ledyard Center School","Not Eligible For Lunch",136,"49.3%","73.4%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Eligible For Lunch",51,"41.2%","62.9%"
"=""0720011""","Ledyard School District","=""0725111""","Ledyard Middle School","Not Eligible For Lunch",244,"46.7%","62.9%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Eligible For Lunch",52,"28.8%","50.4%"
"=""0730011""","Lisbon School District","=""0730111""","Lisbon Central School","Not Eligible For Lunch",151,"47.7%","74.2%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Eligible For Lunch",32,"53.1%","79.4%"
"=""0740011""","Litchfield School District","=""0740311""","Litchfield Intermediate School","Not Eligible For Lunch",178,"70.2%","88.5%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Eligible For Lunch",20,"45.0%","61.4%"
"=""0740011""","Litchfield School District","=""0746011""","Litchfield Middle School","Not Eligible For Lunch",141,"43.3%","57.9%"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Eligible For Lunch",12,"*","*"
"=""0760011""","Madison School District","=""0760611""","Dr. Robert H. Brown Middle School","Not Eligible For Lunch",327,"25.1%","40.6%"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Eligible For Lunch","*","*","*"
"=""0760011""","Madison School District","=""0760211""","Island Avenue Elementary School","Not Eligible For Lunch","*","44.9%","70.5%"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Eligible For Lunch","*","*","*"
"=""0760011""","Madison School District","=""0760111""","J. Milton Jeffrey Elementary School","Not Eligible For Lunch","*","44.3%","72.1%"
"=""0760011""","Madison School District","=""0760311""","Kathleen H. Ryerson Elementary School","Eligible For Lunch","*","*","*"
