"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies",7,"Not Eligible For Lunch",48,2559,2589,29,"39.6%","59.8%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies",8,"Eligible For Lunch",44,2514,2555,41,"52.3%","72.3%"
"=""2410014""","Capitol Region Education Council","=""2416114""","Metropolitan Learning Center for Global and International Studies",8,"Not Eligible For Lunch",60,2564,2583,19,"43.3%","59.5%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",4,"Eligible For Lunch",20,2375,2418,43,"30.0%","59.9%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",4,"Not Eligible For Lunch",21,2451,2489,38,"42.9%","62.9%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",5,"Eligible For Lunch",18,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",5,"Not Eligible For Lunch",25,2490,2537,48,"48.0%","72.5%"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2413114""","Montessori Magnet School",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy",4,"Eligible For Lunch",23,2434,2480,47,"39.1%","69.4%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy",4,"Not Eligible For Lunch",15,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy",5,"Eligible For Lunch",21,2404,2459,55,"33.3%","69.2%"
"=""2410014""","Capitol Region Education Council","=""2410514""","Museum Academy",5,"Not Eligible For Lunch",16,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",6,"Eligible For Lunch",18,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",6,"Not Eligible For Lunch",11,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",7,"Eligible For Lunch",37,2427,2485,58,"51.4%","77.0%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",7,"Not Eligible For Lunch",16,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",8,"Eligible For Lunch",37,2492,2518,26,"35.1%","50.7%"
"=""2410014""","Capitol Region Education Council","=""2415214""","Public Safety Academy",8,"Not Eligible For Lunch",15,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts",4,"Eligible For Lunch",32,2382,2425,43,"25.0%","61.3%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts",4,"Not Eligible For Lunch",19,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts",5,"Eligible For Lunch",34,2390,2439,49,"32.4%","64.3%"
"=""2410014""","Capitol Region Education Council","=""2410314""","Reggio Magnet School of the Arts",5,"Not Eligible For Lunch",18,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2419314""","River Street School",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2411214""","Soundbridge @ Museum Academy",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",6,"Eligible For Lunch",100,2458,2462,4,"21.0%","36.5%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",6,"Not Eligible For Lunch",109,2526,2538,12,"33.0%","50.8%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",7,"Eligible For Lunch",115,2492,2517,25,"33.0%","53.8%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",7,"Not Eligible For Lunch",101,2564,2594,30,"46.5%","64.7%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",8,"Eligible For Lunch",81,2500,2521,21,"30.9%","51.5%"
"=""2410014""","Capitol Region Education Council","=""2415014""","Two Rivers Magnet Middle School",8,"Not Eligible For Lunch",116,2585,2605,20,"40.5%","58.4%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School",4,"Eligible For Lunch",30,2396,2475,79,"56.7%","75.1%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School",4,"Not Eligible For Lunch",25,2458,2541,83,"72.0%","94.4%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School",5,"Eligible For Lunch",34,2401,2477,76,"50.0%","72.4%"
"=""2410014""","Capitol Region Education Council","=""2410214""","University of Hartford Magnet School",5,"Not Eligible For Lunch",22,2492,2545,53,"50.0%","73.1%"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",4,"Not Eligible For Lunch","*",2464,2553,89,"66.7%","90.5%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",5,"Not Eligible For Lunch","*",2534,2593,59,"66.7%","84.1%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",6,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",6,"Not Eligible For Lunch",53,2567,2606,39,"62.3%","76.7%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",7,"Eligible For Lunch",36,2530,2552,21,"38.9%","59.6%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",7,"Not Eligible For Lunch",317,2593,2611,18,"39.1%","55.3%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",8,"Eligible For Lunch",22,2530,2562,33,"45.5%","63.9%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",8,"Not Eligible For Lunch",322,2609,2628,19,"46.0%","60.7%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",4,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",4,"Not Eligible For Lunch",72,2474,2538,64,"66.7%","86.0%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",5,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",5,"Not Eligible For Lunch",80,2527,2573,46,"58.8%","82.0%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",6,"Not Eligible For Lunch","*",2567,2594,27,"49.0%","63.6%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",4,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",4,"Not Eligible For Lunch",95,2495,2546,51,"57.9%","75.0%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",5,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",5,"Not Eligible For Lunch",114,2536,2591,55,"64.9%","86.4%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",6,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",6,"Not Eligible For Lunch",124,2557,2584,27,"52.4%","65.2%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",4,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",4,"Not Eligible For Lunch",41,2463,2532,69,"78.0%","90.6%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",5,"Not Eligible For Lunch","*",2564,2614,50,"70.6%","87.9%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",6,"Not Eligible For Lunch","*",2556,2605,49,"65.4%","86.1%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",4,"Not Eligible For Lunch","*",2486,2531,45,"50.0%","67.3%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",5,"Not Eligible For Lunch","*",2546,2583,37,"53.1%","77.8%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",6,"Not Eligible For Lunch","*",2588,2609,21,"48.6%","62.9%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",4,"Eligible For Lunch",35,2416,2456,40,"25.7%","54.9%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",4,"Not Eligible For Lunch",99,2475,2520,44,"43.4%","71.0%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",5,"Eligible For Lunch",22,2445,2487,42,"36.4%","65.3%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",5,"Not Eligible For Lunch",145,2525,2564,39,"46.2%","68.6%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",6,"Eligible For Lunch",33,2519,2535,16,"33.3%","55.2%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",6,"Not Eligible For Lunch",97,2552,2581,28,"43.3%","64.2%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",7,"Eligible For Lunch",33,2512,2529,17,"21.2%","40.5%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",7,"Not Eligible For Lunch",108,2582,2596,14,"42.6%","53.4%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",8,"Eligible For Lunch",33,2538,2564,26,"30.3%","53.6%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",8,"Not Eligible For Lunch",120,2586,2622,37,"57.5%","72.3%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",4,"Eligible For Lunch",29,2408,2475,67,"55.2%","78.9%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",4,"Not Eligible For Lunch",131,2470,2528,59,"57.3%","80.1%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",5,"Eligible For Lunch",36,2443,2494,51,"38.9%","71.2%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",5,"Not Eligible For Lunch",156,2515,2567,53,"54.5%","80.4%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",6,"Eligible For Lunch",37,2489,2531,42,"48.6%","69.2%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",6,"Not Eligible For Lunch",164,2555,2588,33,"52.4%","71.4%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",7,"Eligible For Lunch",29,2546,2577,31,"27.6%","46.5%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",7,"Not Eligible For Lunch",162,2583,2605,23,"42.0%","60.8%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",8,"Eligible For Lunch",39,2561,2580,19,"28.2%","54.5%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",8,"Not Eligible For Lunch",148,2607,2632,25,"48.0%","61.5%"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",4,"Not Eligible For Lunch",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",4,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",4,"Not Eligible For Lunch",25,2453,2531,79,"72.0%","98.5%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",5,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",5,"Not Eligible For Lunch",44,2498,2534,35,"36.4%","56.8%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",6,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",6,"Not Eligible For Lunch",30,2524,2567,42,"53.3%","77.2%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",7,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",7,"Not Eligible For Lunch",38,2564,2604,40,"52.6%","67.5%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",8,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",8,"Not Eligible For Lunch",50,2589,2612,24,"38.0%","53.7%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",4,"Eligible For Lunch",17,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",4,"Not Eligible For Lunch",40,2417,2484,68,"60.0%","77.2%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",5,"Eligible For Lunch",13,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",5,"Not Eligible For Lunch",27,2490,2529,39,"29.6%","57.6%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",6,"Eligible For Lunch",13,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",6,"Not Eligible For Lunch",30,2509,2544,35,"46.7%","71.5%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",7,"Eligible For Lunch",12,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",7,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",8,"Eligible For Lunch",6,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",8,"Not Eligible For Lunch",22,2567,2602,35,"40.9%","60.0%"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",8,"Eligible For Lunch",11,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",8,"Not Eligible For Lunch",13,"*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",6,"Eligible For Lunch",27,2488,2517,30,"33.3%","59.2%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",6,"Not Eligible For Lunch",92,2543,2588,45,"52.2%","74.1%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",7,"Eligible For Lunch",28,2527,2578,51,"60.7%","78.8%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",7,"Not Eligible For Lunch",95,2568,2623,55,"65.3%","85.3%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",8,"Eligible For Lunch",23,2538,2602,64,"52.2%","78.1%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",8,"Not Eligible For Lunch",108,2578,2626,48,"60.2%","78.7%"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",4,"Eligible For Lunch",19,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",4,"Not Eligible For Lunch",99,2459,2525,66,"62.6%","82.8%"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",5,"Eligible For Lunch",17,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",5,"Not Eligible For Lunch",98,2502,2548,46,"41.8%","66.6%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",6,"Eligible For Lunch",28,2476,2529,53,"50.0%","75.6%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",6,"Not Eligible For Lunch",117,2531,2587,56,"69.2%","85.6%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",7,"Eligible For Lunch",27,2536,2558,22,"40.7%","59.0%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",7,"Not Eligible For Lunch",121,2578,2606,28,"46.3%","65.1%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",8,"Eligible For Lunch",27,2542,2580,38,"44.4%","68.2%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",8,"Not Eligible For Lunch",113,2586,2614,29,"47.8%","65.5%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"Eligible For Lunch",27,2366,2406,40,"33.3%","57.0%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",4,"Not Eligible For Lunch",118,2458,2492,35,"32.2%","58.0%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"Eligible For Lunch",30,2442,2484,42,"36.7%","63.6%"
"=""0330011""","Cromwell School District","=""0330311""","Woodside Intermediate School",5,"Not Eligible For Lunch",141,2487,2522,35,"31.9%","60.2%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"Eligible For Lunch",168,2477,2512,35,"37.5%","60.4%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",6,"Not Eligible For Lunch",114,2522,2548,27,"42.1%","60.3%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"Eligible For Lunch",156,2473,2510,37,"39.7%","62.4%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",7,"Not Eligible For Lunch",135,2521,2546,25,"31.1%","55.5%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"Eligible For Lunch",157,2502,2550,48,"52.9%","72.9%"
"=""0340011""","Danbury School District","=""0345111""","Broadview Middle School",8,"Not Eligible For Lunch",132,2531,2569,39,"50.8%","67.4%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"Eligible For Lunch",46,2396,2458,62,"52.2%","73.6%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",4,"Not Eligible For Lunch",9,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"Eligible For Lunch",40,2460,2516,56,"50.0%","71.1%"
"=""0340011""","Danbury School District","=""0341411""","Ellsworth Avenue School",5,"Not Eligible For Lunch",14,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",4,"Not Eligible For Lunch",22,2483,2536,54,"54.5%","73.5%"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341111""","Great Plain School",5,"Not Eligible For Lunch",22,2505,2516,10,"22.7%","38.1%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"Eligible For Lunch",34,2397,2463,66,"55.9%","79.8%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",4,"Not Eligible For Lunch",18,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"Eligible For Lunch",46,2452,2502,51,"45.7%","69.2%"
"=""0340011""","Danbury School District","=""0340211""","Hayestown Avenue School",5,"Not Eligible For Lunch",13,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"Eligible For Lunch",85,2391,2443,52,"35.3%","66.6%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",4,"Not Eligible For Lunch",77,2449,2506,57,"49.4%","74.1%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"Eligible For Lunch",77,2423,2477,54,"40.3%","69.8%"
"=""0340011""","Danbury School District","=""0341711""","King Street Intermediate School",5,"Not Eligible For Lunch",101,2500,2530,30,"37.6%","60.0%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"Eligible For Lunch","*",2416,2499,83,"66.7%","89.3%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"Eligible For Lunch",40,2446,2515,69,"47.5%","72.9%"
"=""0340011""","Danbury School District","=""0340611""","Morris Street School",5,"Not Eligible For Lunch",9,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"Eligible For Lunch",64,2370,2444,75,"50.0%","77.9%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",4,"Not Eligible For Lunch",22,2422,2492,70,"54.5%","77.3%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"Eligible For Lunch",58,2431,2515,84,"63.8%","93.3%"
"=""0340011""","Danbury School District","=""0340811""","Park Avenue School",5,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"Eligible For Lunch",32,2398,2440,42,"25.0%","55.3%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",4,"Not Eligible For Lunch",19,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"Eligible For Lunch",32,2455,2506,51,"34.4%","66.4%"
"=""0340011""","Danbury School District","=""0341511""","Pembroke School",5,"Not Eligible For Lunch",22,2533,2581,48,"54.5%","75.0%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"Eligible For Lunch",163,2472,2494,22,"26.4%","48.1%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",6,"Not Eligible For Lunch",71,2508,2532,24,"40.8%","54.4%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"Eligible For Lunch",177,2497,2518,21,"27.7%","50.2%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",7,"Not Eligible For Lunch",81,2534,2561,27,"43.2%","59.3%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"Eligible For Lunch",190,2489,2529,39,"39.5%","63.1%"
"=""0340011""","Danbury School District","=""0345211""","Rogers Park Middle School",8,"Not Eligible For Lunch",96,2555,2585,30,"44.8%","64.0%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"Eligible For Lunch",36,2430,2468,38,"30.6%","51.5%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",4,"Not Eligible For Lunch",32,2455,2488,33,"31.3%","55.1%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"Eligible For Lunch",55,2439,2501,62,"45.5%","76.4%"
"=""0340011""","Danbury School District","=""0341211""","Shelter Rock School",5,"Not Eligible For Lunch",28,2485,2531,47,"50.0%","72.5%"
"=""0340011""","Danbury School District","=""0341011""","South Street School",4,"Eligible For Lunch",47,2390,2463,73,"53.2%","81.1%"
"=""0340011""","Danbury School District","=""0341011""","South Street School",4,"Not Eligible For Lunch",11,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341011""","South Street School",5,"Eligible For Lunch",43,2437,2492,55,"44.2%","71.7%"
"=""0340011""","Danbury School District","=""0341011""","South Street School",5,"Not Eligible For Lunch",8,"*","*","*","*","*"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",4,"Eligible For Lunch",36,2404,2435,31,"30.6%","51.6%"
"=""0340011""","Danbury School District","=""0341611""","Stadley Rough School",4,"Not Eligible For Lunch",35,2455,2501,46,"34.3%","65.3%"
