"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0240011""","Chaplin School District","=""0240211""","Chaplin Elementary School",6,"Math","Non-Special Education",7,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",4,"ELA","Non-Special Education","*",2465,2555,90,"69.4%","90.5%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",4,"Math","Non-Special Education","*",2464,2534,71,"66.7%","91.4%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",5,"ELA","Non-Special Education","*",2534,2592,57,"66.0%","83.8%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",5,"Math","Non-Special Education","*",2515,2581,66,"85.1%","100.0%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",6,"ELA","Special Education",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",6,"ELA","Non-Special Education",54,2573,2612,39,"64.8%","79.0%"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",6,"Math","Special Education",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250111""","Chapman School",6,"Math","Non-Special Education",54,2555,2609,53,"64.8%","83.1%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",7,"ELA","Special Education",42,2476,2504,27,"35.7%","57.6%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",7,"ELA","Non-Special Education",311,2602,2619,17,"39.5%","55.5%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",7,"Math","Special Education",42,2460,2475,15,"35.7%","54.0%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",7,"Math","Non-Special Education",313,2578,2594,16,"41.2%","57.2%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",8,"ELA","Special Education",24,2500,2516,17,"37.5%","52.1%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",8,"ELA","Non-Special Education",320,2612,2632,20,"46.6%","61.5%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",8,"Math","Special Education",24,2466,2485,19,"41.7%","52.8%"
"=""0250011""","Cheshire School District","=""0255111""","Dodd Middle School",8,"Math","Non-Special Education",319,2584,2619,35,"56.4%","73.0%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",4,"ELA","Non-Special Education","*",2472,2536,64,"65.4%","84.7%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",4,"Math","Non-Special Education","*",2462,2514,52,"46.2%","75.2%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",5,"ELA","Special Education",14,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",5,"ELA","Non-Special Education",76,2537,2587,49,"63.2%","84.9%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",5,"Math","Special Education",14,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",5,"Math","Non-Special Education",76,2523,2550,27,"43.4%","66.1%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",6,"ELA","Special Education",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",6,"ELA","Non-Special Education",93,2570,2598,28,"51.6%","65.0%"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",6,"Math","Special Education",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250611""","Doolittle School",6,"Math","Non-Special Education",93,2541,2582,42,"55.9%","74.5%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",4,"ELA","Special Education",10,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",4,"ELA","Non-Special Education",96,2499,2548,49,"56.3%","74.2%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",4,"Math","Special Education",10,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",4,"Math","Non-Special Education",96,2481,2526,45,"46.9%","73.7%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",5,"ELA","Special Education",9,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",5,"ELA","Non-Special Education",116,2542,2593,51,"62.1%","84.2%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",5,"Math","Special Education",9,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",5,"Math","Non-Special Education",116,2510,2571,61,"70.7%","90.1%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",6,"ELA","Special Education",13,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",6,"ELA","Non-Special Education",123,2564,2589,26,"52.8%","64.2%"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",6,"Math","Special Education",13,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250411""","Highland School",6,"Math","Non-Special Education",123,2526,2564,38,"50.4%","70.7%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",4,"ELA","Special Education",9,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",4,"ELA","Non-Special Education",38,2470,2537,67,"76.3%","89.0%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",4,"Math","Special Education",9,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",4,"Math","Non-Special Education",38,2452,2502,49,"55.3%","79.1%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",5,"ELA","Non-Special Education","*",2566,2615,50,"70.1%","87.4%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",5,"Math","Non-Special Education","*",2540,2582,41,"61.2%","83.7%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",6,"ELA","Special Education",8,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",6,"ELA","Non-Special Education",73,2563,2612,49,"65.8%","86.8%"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",6,"Math","Special Education",8,"*","*","*","*","*"
"=""0250011""","Cheshire School District","=""0250511""","Norton School",6,"Math","Non-Special Education",73,2533,2594,61,"68.5%","91.8%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",4,"ELA","Special Education",9,"*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",4,"ELA","Non-Special Education",18,"*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",4,"Math","Special Education",9,"*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",4,"Math","Non-Special Education",18,"*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",5,"ELA","Non-Special Education",28,2556,2587,31,"50.0%","72.9%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",5,"Math","Non-Special Education",28,2535,2563,27,"46.4%","65.5%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",6,"ELA","Non-Special Education","*",2584,2608,24,"50.0%","64.2%"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0260011""","Chester School District","=""0260111""","Chester Elementary School",6,"Math","Non-Special Education","*",2521,2591,70,"76.5%","95.2%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",4,"ELA","Special Education",20,2347,2400,52,"30.0%","63.0%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",4,"ELA","Non-Special Education",114,2480,2521,42,"40.4%","67.4%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",4,"Math","Special Education",20,2341,2407,66,"50.0%","79.1%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",4,"Math","Non-Special Education",114,2454,2514,60,"53.5%","85.6%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",5,"ELA","Special Education",24,2452,2480,28,"20.8%","50.0%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",5,"ELA","Non-Special Education",143,2525,2566,41,"49.0%","71.2%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",5,"Math","Special Education",24,2457,2485,28,"50.0%","67.2%"
"=""0270011""","Clinton School District","=""0270111""","Abraham Pierson School",5,"Math","Non-Special Education",143,2521,2551,30,"49.7%","70.0%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",6,"ELA","Special Education",21,2450,2469,20,"28.6%","49.6%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",6,"ELA","Non-Special Education",109,2562,2588,26,"43.1%","64.3%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",6,"Math","Special Education",21,2444,2448,4,"28.6%","47.2%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",6,"Math","Non-Special Education",110,2553,2592,38,"50.9%","73.2%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",7,"ELA","Special Education",20,2450,2453,3,"15.0%","31.9%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",7,"ELA","Non-Special Education",121,2585,2601,16,"41.3%","53.4%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",7,"Math","Special Education",20,2401,2411,9,"30.0%","40.8%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",7,"Math","Non-Special Education",121,2560,2574,15,"37.2%","55.1%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",8,"ELA","Special Education",15,"*","*","*","*","*"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",8,"ELA","Non-Special Education",138,2586,2621,36,"55.1%","69.9%"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",8,"Math","Special Education",15,"*","*","*","*","*"
"=""0270011""","Clinton School District","=""0275111""","Jared Eliot School",8,"Math","Non-Special Education",139,2563,2603,40,"58.3%","74.4%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",4,"ELA","Special Education",14,"*","*","*","*","*"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",4,"ELA","Non-Special Education",146,2466,2526,60,"58.9%","81.0%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",4,"Math","Special Education",14,"*","*","*","*","*"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",4,"Math","Non-Special Education",146,2470,2524,54,"48.6%","82.2%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",5,"ELA","Special Education",28,2422,2475,53,"32.1%","67.1%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",5,"ELA","Non-Special Education",164,2515,2567,52,"54.9%","80.6%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",5,"Math","Special Education",28,2446,2490,45,"57.1%","76.4%"
"=""0280011""","Colchester School District","=""0280211""","Jack Jackter Intermediate School",5,"Math","Non-Special Education",165,2499,2560,60,"69.7%","90.2%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",6,"ELA","Special Education",37,2466,2496,30,"35.1%","59.4%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",6,"ELA","Non-Special Education",164,2560,2596,36,"55.5%","73.6%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",6,"Math","Special Education",37,2482,2459,-23,"8.1%","18.1%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",6,"Math","Non-Special Education",164,2556,2552,-4,"25.0%","36.1%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",7,"ELA","Special Education",21,2495,2524,30,"38.1%","52.3%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",7,"ELA","Non-Special Education",170,2587,2611,23,"40.0%","59.4%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",7,"Math","Special Education",21,2473,2472,-1,"23.8%","34.9%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",7,"Math","Non-Special Education",169,2574,2575,0,"21.9%","37.1%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",8,"ELA","Special Education",19,"*","*","*","*","*"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",8,"ELA","Non-Special Education",168,2609,2630,21,"43.5%","59.2%"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",8,"Math","Special Education",19,"*","*","*","*","*"
"=""0280011""","Colchester School District","=""0285111""","William J. Johnston Middle School",8,"Math","Non-Special Education",168,2571,2604,32,"56.5%","76.1%"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",4,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",4,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",5,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",5,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",6,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District","=""0290111""","Colebrook Consolidated School",6,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",4,"ELA","Non-Special Education","*",2442,2521,79,"74.2%","98.7%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",4,"Math","Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",4,"Math","Non-Special Education","*",2426,2494,68,"58.1%","88.3%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",5,"ELA","Non-Special Education","*",2501,2536,35,"38.3%","55.7%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",5,"Math","Non-Special Education","*",2487,2501,15,"17.0%","42.6%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",6,"ELA","Special Education",7,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",6,"ELA","Non-Special Education",29,2534,2571,37,"51.7%","70.8%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",6,"Math","Special Education",7,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",6,"Math","Non-Special Education",29,2521,2555,34,"41.4%","75.5%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",7,"ELA","Non-Special Education","*",2581,2622,40,"52.4%","69.6%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",7,"Math","Non-Special Education","*",2570,2587,17,"33.3%","51.8%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",8,"ELA","Special Education",9,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",8,"ELA","Non-Special Education",49,2600,2624,24,"40.8%","56.0%"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",8,"Math","Special Education",9,"*","*","*","*","*"
"=""0300011""","Columbia School District","=""0300111""","Horace W. Porter School",8,"Math","Non-Special Education",48,2572,2612,39,"50.0%","67.6%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",4,"ELA","Special Education",6,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",4,"ELA","Non-Special Education",51,2422,2490,69,"56.9%","78.9%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",4,"Math","Special Education",6,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",4,"Math","Non-Special Education",53,2455,2486,30,"30.2%","52.0%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",5,"ELA","Non-Special Education","*",2499,2529,30,"28.6%","52.0%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",5,"Math","Special Education","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",5,"Math","Non-Special Education","*",2486,2525,39,"45.7%","66.9%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",6,"ELA","Non-Special Education","*",2511,2552,41,"52.6%","75.4%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",6,"Math","Special Education","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",6,"Math","Non-Special Education","*",2500,2560,60,"68.4%","86.2%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",7,"ELA","Non-Special Education","*",2561,2553,-7,"20.8%","39.7%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",7,"Math","Special Education","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",7,"Math","Non-Special Education","*",2558,2559,1,"20.8%","36.1%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",8,"ELA","Special Education",6,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",8,"ELA","Non-Special Education",22,2584,2616,32,"40.9%","58.3%"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",8,"Math","Special Education",6,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2430114""","Six-Six Magnet School",8,"Math","Non-Special Education",22,2563,2577,14,"36.4%","52.4%"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",4,"ELA","Special Education",10,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",4,"Math","Special Education",9,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",5,"ELA","Special Education",10,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",5,"Math","Special Education",10,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",6,"ELA","Special Education",14,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",6,"Math","Special Education",14,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",7,"ELA","Special Education",12,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",7,"Math","Special Education",12,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",8,"ELA","Special Education",24,2452,2471,19,"16.7%","40.6%"
"=""2430014""","Cooperative Educational Services","=""2439414""","Therapeutic Day Program",8,"Math","Special Education",24,2374,2387,13,"29.2%","48.0%"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",4,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",4,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",5,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",5,"Math","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",5,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",6,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",6,"Math","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",6,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",7,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",7,"Math","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",7,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",8,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",8,"Math","Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District","=""0310111""","Cornwall Consolidated School",8,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",6,"ELA","Special Education",19,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",6,"ELA","Non-Special Education",100,2546,2590,44,"51.0%","73.9%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",6,"Math","Special Education",19,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",6,"Math","Non-Special Education",100,2525,2555,29,"46.0%","65.6%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",7,"ELA","Special Education",12,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",7,"ELA","Non-Special Education",111,2570,2624,54,"64.9%","84.4%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",7,"Math","Special Education",12,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",7,"Math","Non-Special Education",111,2548,2591,42,"61.3%","84.1%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",8,"ELA","Special Education",14,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",8,"ELA","Non-Special Education",117,2582,2629,47,"59.8%","78.1%"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",8,"Math","Special Education",13,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0325111""","Capt. Nathan Hale School",8,"Math","Non-Special Education",117,2576,2611,36,"55.6%","74.1%"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",4,"ELA","Non-Special Education",110,2460,2527,67,"63.6%","84.3%"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",4,"Math","Non-Special Education",110,2456,2524,68,"65.5%","90.3%"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",5,"ELA","Special Education",15,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",5,"ELA","Non-Special Education",100,2510,2556,47,"41.0%","69.0%"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",5,"Math","Special Education",15,"*","*","*","*","*"
"=""0320011""","Coventry School District","=""0320411""","George Hersey Robertson School",5,"Math","Non-Special Education",100,2492,2527,36,"37.0%","68.7%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",6,"ELA","Special Education",15,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",6,"ELA","Non-Special Education",130,2535,2587,52,"65.4%","82.9%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",6,"Math","Special Education",14,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",6,"Math","Non-Special Education",130,2518,2573,55,"65.4%","87.5%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",7,"ELA","Special Education",13,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",7,"ELA","Non-Special Education",135,2582,2610,27,"48.1%","66.1%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",7,"Math","Special Education",13,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",7,"Math","Non-Special Education",135,2571,2580,8,"31.9%","50.3%"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",8,"ELA","Special Education",11,"*","*","*","*","*"
"=""0330011""","Cromwell School District","=""0335111""","Cromwell Middle School",8,"ELA","Non-Special Education",129,2587,2616,29,"47.3%","65.8%"
