"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0320011""","Coventry School District",4,"Non-Special Education",110,2460,2527,67,"63.6%","84.3%"
"=""0320011""","Coventry School District",5,"Special Education",15,"*","*","*","*","*"
"=""0320011""","Coventry School District",5,"Non-Special Education",100,2510,2556,47,"41.0%","69.0%"
"=""0320011""","Coventry School District",6,"Special Education",19,"*","*","*","*","*"
"=""0320011""","Coventry School District",6,"Non-Special Education",100,2546,2590,44,"51.0%","73.9%"
"=""0320011""","Coventry School District",7,"Special Education",12,"*","*","*","*","*"
"=""0320011""","Coventry School District",7,"Non-Special Education",111,2570,2624,54,"64.9%","84.4%"
"=""0320011""","Coventry School District",8,"Special Education",14,"*","*","*","*","*"
"=""0320011""","Coventry School District",8,"Non-Special Education",117,2582,2629,47,"59.8%","78.1%"
"=""0330011""","Cromwell School District",4,"Special Education",14,"*","*","*","*","*"
"=""0330011""","Cromwell School District",4,"Non-Special Education",133,2449,2486,37,"33.1%","58.9%"
"=""0330011""","Cromwell School District",5,"Special Education",20,2367,2411,44,"25.0%","59.9%"
"=""0330011""","Cromwell School District",5,"Non-Special Education",152,2493,2528,35,"33.6%","60.8%"
"=""0330011""","Cromwell School District",6,"Special Education",16,"*","*","*","*","*"
"=""0330011""","Cromwell School District",6,"Non-Special Education",130,2535,2587,52,"65.4%","82.9%"
"=""0330011""","Cromwell School District",7,"Special Education",13,"*","*","*","*","*"
"=""0330011""","Cromwell School District",7,"Non-Special Education",135,2582,2610,27,"48.1%","66.1%"
"=""0330011""","Cromwell School District",8,"Special Education",11,"*","*","*","*","*"
"=""0330011""","Cromwell School District",8,"Non-Special Education",129,2587,2616,29,"47.3%","65.8%"
"=""0340011""","Danbury School District",4,"Special Education",63,2324,2375,51,"31.7%","57.6%"
"=""0340011""","Danbury School District",4,"Non-Special Education",692,2427,2487,59,"48.4%","73.4%"
"=""0340011""","Danbury School District",5,"Special Education",98,2376,2426,49,"33.7%","62.0%"
"=""0340011""","Danbury School District",5,"Non-Special Education",685,2477,2528,52,"45.8%","71.2%"
"=""0340011""","Danbury School District",6,"Special Education",90,2402,2428,26,"27.8%","48.9%"
"=""0340011""","Danbury School District",6,"Non-Special Education",622,2509,2532,23,"35.2%","55.0%"
"=""0340011""","Danbury School District",7,"Special Education",83,2414,2445,31,"31.3%","54.9%"
"=""0340011""","Danbury School District",7,"Non-Special Education",668,2525,2552,26,"34.7%","55.7%"
"=""0340011""","Danbury School District",8,"Special Education",85,2419,2462,43,"42.4%","61.9%"
"=""0340011""","Danbury School District",8,"Non-Special Education",590,2533,2572,40,"47.3%","67.6%"
"=""0350011""","Darien School District",4,"Special Education",47,2444,2498,55,"55.3%","73.1%"
"=""0350011""","Darien School District",4,"Non-Special Education",318,2504,2561,57,"62.3%","83.4%"
"=""0350011""","Darien School District",5,"Special Education",38,2456,2525,70,"63.2%","79.6%"
"=""0350011""","Darien School District",5,"Non-Special Education",303,2549,2601,51,"64.4%","83.1%"
"=""0350011""","Darien School District",6,"Special Education",57,2486,2526,40,"45.6%","63.5%"
"=""0350011""","Darien School District",6,"Non-Special Education",328,2589,2622,33,"57.3%","72.1%"
"=""0350011""","Darien School District",7,"Special Education",53,2530,2574,44,"49.1%","69.6%"
"=""0350011""","Darien School District",7,"Non-Special Education",308,2607,2648,41,"60.1%","76.5%"
"=""0350011""","Darien School District",8,"Special Education",51,2551,2580,28,"41.2%","62.7%"
"=""0350011""","Darien School District",8,"Non-Special Education",305,2642,2670,28,"59.7%","72.4%"
"=""0360011""","Deep River School District",4,"Special Education",9,"*","*","*","*","*"
"=""0360011""","Deep River School District",4,"Non-Special Education",39,2476,2516,40,"38.5%","64.3%"
"=""0360011""","Deep River School District",5,"Special Education",8,"*","*","*","*","*"
"=""0360011""","Deep River School District",5,"Non-Special Education",36,2522,2563,41,"52.8%","70.1%"
"=""0360011""","Deep River School District",6,"Special Education",8,"*","*","*","*","*"
"=""0360011""","Deep River School District",6,"Non-Special Education",46,2552,2587,35,"58.7%","71.5%"
"=""0370011""","Derby School District",4,"Special Education",22,2309,2367,57,"40.9%","66.0%"
"=""0370011""","Derby School District",4,"Non-Special Education",99,2422,2474,52,"38.4%","67.3%"
"=""0370011""","Derby School District",5,"Special Education",11,"*","*","*","*","*"
"=""0370011""","Derby School District",5,"Non-Special Education",90,2467,2506,39,"35.6%","64.5%"
"=""0370011""","Derby School District",6,"Special Education",11,"*","*","*","*","*"
"=""0370011""","Derby School District",6,"Non-Special Education",95,2503,2473,-31,"15.8%","24.3%"
"=""0370011""","Derby School District",7,"Special Education",17,"*","*","*","*","*"
"=""0370011""","Derby School District",7,"Non-Special Education",85,2491,2520,29,"35.3%","54.4%"
"=""0370011""","Derby School District",8,"Special Education",11,"*","*","*","*","*"
"=""0370011""","Derby School District",8,"Non-Special Education",79,2529,2556,27,"38.0%","57.6%"
"=""0400011""","East Granby School District",4,"Special Education","*","*","*","*","*","*"
"=""0400011""","East Granby School District",4,"Non-Special Education","*",2460,2515,55,"55.8%","77.6%"
"=""0400011""","East Granby School District",5,"Special Education",9,"*","*","*","*","*"
"=""0400011""","East Granby School District",5,"Non-Special Education",60,2539,2586,47,"53.3%","74.4%"
"=""0400011""","East Granby School District",6,"Special Education",14,"*","*","*","*","*"
"=""0400011""","East Granby School District",6,"Non-Special Education",46,2570,2570,0,"30.4%","45.7%"
"=""0400011""","East Granby School District",7,"Special Education",6,"*","*","*","*","*"
"=""0400011""","East Granby School District",7,"Non-Special Education",67,2559,2575,16,"29.9%","46.2%"
"=""0400011""","East Granby School District",8,"Special Education","*","*","*","*","*","*"
"=""0400011""","East Granby School District",8,"Non-Special Education","*",2596,2623,28,"43.6%","64.3%"
"=""0410011""","East Haddam School District",4,"Special Education",11,"*","*","*","*","*"
"=""0410011""","East Haddam School District",4,"Non-Special Education",56,2481,2510,29,"39.3%","58.6%"
"=""0410011""","East Haddam School District",5,"Special Education","*","*","*","*","*","*"
"=""0410011""","East Haddam School District",5,"Non-Special Education","*",2524,2572,48,"61.9%","75.5%"
"=""0410011""","East Haddam School District",6,"Special Education",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",6,"Non-Special Education",65,2549,2583,34,"55.4%","72.1%"
"=""0410011""","East Haddam School District",7,"Special Education",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",7,"Non-Special Education",81,2580,2609,29,"51.9%","65.5%"
"=""0410011""","East Haddam School District",8,"Special Education",11,"*","*","*","*","*"
"=""0410011""","East Haddam School District",8,"Non-Special Education",83,2563,2588,26,"47.0%","62.9%"
"=""0420011""","East Hampton School District",4,"Special Education",7,"*","*","*","*","*"
"=""0420011""","East Hampton School District",4,"Non-Special Education",139,2458,2494,36,"33.8%","59.3%"
"=""0420011""","East Hampton School District",5,"Special Education",11,"*","*","*","*","*"
"=""0420011""","East Hampton School District",5,"Non-Special Education",109,2505,2531,25,"37.6%","56.5%"
"=""0420011""","East Hampton School District",6,"Special Education",15,"*","*","*","*","*"
"=""0420011""","East Hampton School District",6,"Non-Special Education",126,2544,2549,5,"29.4%","43.2%"
"=""0420011""","East Hampton School District",7,"Special Education",9,"*","*","*","*","*"
"=""0420011""","East Hampton School District",7,"Non-Special Education",107,2542,2564,22,"33.6%","51.2%"
"=""0420011""","East Hampton School District",8,"Special Education",13,"*","*","*","*","*"
"=""0420011""","East Hampton School District",8,"Non-Special Education",112,2584,2602,18,"40.2%","58.2%"
"=""0430011""","East Hartford School District",4,"Special Education",72,2285,2332,48,"25.0%","56.4%"
"=""0430011""","East Hartford School District",4,"Non-Special Education",397,2392,2449,57,"41.6%","68.6%"
"=""0430011""","East Hartford School District",5,"Special Education",75,2325,2373,48,"33.3%","56.2%"
"=""0430011""","East Hartford School District",5,"Non-Special Education",402,2444,2495,51,"41.5%","66.2%"
"=""0430011""","East Hartford School District",6,"Special Education",67,2364,2401,37,"32.8%","58.2%"
"=""0430011""","East Hartford School District",6,"Non-Special Education",315,2474,2509,35,"39.7%","61.7%"
"=""0430011""","East Hartford School District",7,"Special Education",77,2400,2421,22,"20.8%","41.2%"
"=""0430011""","East Hartford School District",7,"Non-Special Education",352,2502,2521,19,"28.1%","50.3%"
"=""0430011""","East Hartford School District",8,"Special Education",71,2406,2434,27,"25.4%","48.1%"
"=""0430011""","East Hartford School District",8,"Non-Special Education",364,2497,2525,28,"36.8%","56.9%"
"=""0440011""","East Haven School District",4,"Special Education",30,2307,2361,54,"36.7%","61.5%"
"=""0440011""","East Haven School District",4,"Non-Special Education",175,2427,2480,53,"41.7%","70.3%"
"=""0440011""","East Haven School District",5,"Special Education",26,2371,2408,38,"30.8%","57.1%"
"=""0440011""","East Haven School District",5,"Non-Special Education",166,2471,2510,39,"29.5%","60.3%"
"=""0440011""","East Haven School District",6,"Special Education",20,2408,2449,41,"25.0%","56.7%"
"=""0440011""","East Haven School District",6,"Non-Special Education",184,2502,2542,40,"48.9%","67.4%"
"=""0440011""","East Haven School District",7,"Special Education",22,2389,2449,60,"50.0%","80.1%"
"=""0440011""","East Haven School District",7,"Non-Special Education",208,2517,2568,51,"48.6%","72.2%"
"=""0440011""","East Haven School District",8,"Special Education",34,2413,2462,49,"38.2%","69.1%"
"=""0440011""","East Haven School District",8,"Non-Special Education",194,2520,2562,42,"45.9%","68.2%"
"=""0450011""","East Lyme School District",4,"Special Education",26,2398,2455,57,"46.2%","70.4%"
"=""0450011""","East Lyme School District",4,"Non-Special Education",154,2487,2546,58,"57.1%","80.8%"
"=""0450011""","East Lyme School District",5,"Special Education",15,"*","*","*","*","*"
"=""0450011""","East Lyme School District",5,"Non-Special Education",173,2550,2575,25,"46.8%","63.3%"
"=""0450011""","East Lyme School District",6,"Special Education",25,2467,2478,11,"24.0%","41.9%"
"=""0450011""","East Lyme School District",6,"Non-Special Education",168,2541,2576,35,"47.0%","66.2%"
"=""0450011""","East Lyme School District",7,"Special Education",30,2482,2505,22,"40.0%","51.0%"
"=""0450011""","East Lyme School District",7,"Non-Special Education",182,2589,2619,30,"50.0%","64.2%"
"=""0450011""","East Lyme School District",8,"Special Education",17,"*","*","*","*","*"
"=""0450011""","East Lyme School District",8,"Non-Special Education",171,2596,2615,19,"41.5%","57.5%"
"=""0470011""","East Windsor School District",4,"Special Education",9,"*","*","*","*","*"
"=""0470011""","East Windsor School District",4,"Non-Special Education",59,2435,2481,46,"32.2%","60.6%"
"=""0470011""","East Windsor School District",5,"Special Education",14,"*","*","*","*","*"
"=""0470011""","East Windsor School District",5,"Non-Special Education",60,2484,2511,27,"26.7%","53.1%"
"=""0470011""","East Windsor School District",6,"Special Education",9,"*","*","*","*","*"
"=""0470011""","East Windsor School District",6,"Non-Special Education",64,2501,2542,41,"40.6%","65.3%"
"=""0470011""","East Windsor School District",7,"Special Education",9,"*","*","*","*","*"
"=""0470011""","East Windsor School District",7,"Non-Special Education",53,2520,2545,25,"28.3%","54.2%"
"=""0470011""","East Windsor School District",8,"Special Education",8,"*","*","*","*","*"
"=""0470011""","East Windsor School District",8,"Non-Special Education",60,2580,2600,20,"35.0%","58.0%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Special Education","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Special Education","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Special Education",9,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Special Education",11,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"Special Education",17,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"Non-Special Education",84,2498,2569,72,"78.6%","95.0%"
"=""0460011""","Easton School District",5,"Special Education",10,"*","*","*","*","*"
"=""0460011""","Easton School District",5,"Non-Special Education",102,2544,2600,56,"66.7%","85.3%"
"=""0460011""","Easton School District",6,"Special Education",12,"*","*","*","*","*"
"=""0460011""","Easton School District",6,"Non-Special Education",84,2571,2595,24,"45.2%","63.7%"
"=""0460011""","Easton School District",7,"Special Education",7,"*","*","*","*","*"
"=""0460011""","Easton School District",7,"Non-Special Education",85,2578,2626,48,"55.3%","76.0%"
"=""0460011""","Easton School District",8,"Special Education",7,"*","*","*","*","*"
"=""0460011""","Easton School District",8,"Non-Special Education",93,2580,2624,43,"54.8%","71.5%"
"=""2420014""","EdAdvance",8,"Special Education","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Special Education",25,2377,2420,43,"28.0%","56.8%"
"=""0480011""","Ellington School District",4,"Non-Special Education",170,2484,2538,54,"55.3%","79.8%"
"=""0480011""","Ellington School District",5,"Special Education",21,2405,2453,48,"28.6%","64.0%"
"=""0480011""","Ellington School District",5,"Non-Special Education",189,2543,2582,40,"52.4%","73.1%"
"=""0480011""","Ellington School District",6,"Special Education",19,"*","*","*","*","*"
"=""0480011""","Ellington School District",6,"Non-Special Education",190,2571,2595,24,"47.9%","62.0%"
"=""0480011""","Ellington School District",7,"Special Education",19,"*","*","*","*","*"
"=""0480011""","Ellington School District",7,"Non-Special Education",179,2587,2613,26,"44.7%","62.5%"
"=""0480011""","Ellington School District",8,"Special Education",22,2533,2514,-19,"4.5%","26.8%"
"=""0480011""","Ellington School District",8,"Non-Special Education",179,2619,2632,13,"36.9%","57.6%"
"=""2890013""","Elm City College Preparatory School District",4,"Special Education","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",4,"Non-Special Education","*",2426,2525,99,"77.2%","96.7%"
"=""2890013""","Elm City College Preparatory School District",5,"Special Education","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",5,"Non-Special Education","*",2483,2519,36,"33.9%","59.8%"
"=""2890013""","Elm City College Preparatory School District",6,"Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"Non-Special Education",60,2484,2539,55,"56.7%","79.0%"
"=""2890013""","Elm City College Preparatory School District",7,"Special Education",7,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Non-Special Education",51,2522,2564,42,"54.9%","73.4%"
"=""2890013""","Elm City College Preparatory School District",8,"Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"Non-Special Education",52,2554,2606,52,"59.6%","74.0%"
"=""0490011""","Enfield School District",4,"Special Education",40,2352,2394,42,"22.5%","57.3%"
"=""0490011""","Enfield School District",4,"Non-Special Education",310,2445,2506,61,"51.0%","75.2%"
"=""0490011""","Enfield School District",5,"Special Education",57,2390,2449,59,"40.4%","61.9%"
"=""0490011""","Enfield School District",5,"Non-Special Education",313,2482,2538,56,"49.2%","73.5%"
"=""0490011""","Enfield School District",6,"Special Education",47,2415,2443,28,"23.4%","51.4%"
"=""0490011""","Enfield School District",6,"Non-Special Education",266,2529,2543,14,"35.7%","52.6%"
"=""0490011""","Enfield School District",7,"Special Education",37,2402,2448,46,"27.0%","58.7%"
"=""0490011""","Enfield School District",7,"Non-Special Education",319,2528,2566,38,"43.6%","65.2%"
"=""0490011""","Enfield School District",8,"Special Education",36,2454,2485,31,"30.6%","54.2%"
"=""0490011""","Enfield School District",8,"Non-Special Education",289,2549,2594,44,"55.0%","72.8%"
"=""0500011""","Essex School District",4,"Special Education",10,"*","*","*","*","*"
"=""0500011""","Essex School District",4,"Non-Special Education",42,2500,2547,47,"54.8%","72.5%"
"=""0500011""","Essex School District",5,"Special Education",9,"*","*","*","*","*"
"=""0500011""","Essex School District",5,"Non-Special Education",43,2534,2579,45,"58.1%","79.4%"
"=""0500011""","Essex School District",6,"Special Education",7,"*","*","*","*","*"
"=""0500011""","Essex School District",6,"Non-Special Education",71,2596,2613,17,"52.1%","67.5%"
"=""0510011""","Fairfield School District",4,"Special Education",79,2371,2432,61,"48.1%","73.1%"
"=""0510011""","Fairfield School District",4,"Non-Special Education",750,2468,2529,61,"58.8%","80.8%"
"=""0510011""","Fairfield School District",5,"Special Education",82,2410,2460,50,"41.5%","65.1%"
"=""0510011""","Fairfield School District",5,"Non-Special Education",652,2521,2572,50,"54.9%","76.9%"
"=""0510011""","Fairfield School District",6,"Special Education",56,2453,2489,35,"37.5%","58.8%"
"=""0510011""","Fairfield School District",6,"Non-Special Education",664,2567,2591,24,"44.6%","62.3%"
"=""0510011""","Fairfield School District",7,"Special Education",75,2483,2509,26,"30.7%","56.0%"
"=""0510011""","Fairfield School District",7,"Non-Special Education",688,2585,2614,29,"48.0%","65.8%"
"=""0510011""","Fairfield School District",8,"Special Education",85,2482,2507,26,"35.3%","54.8%"
"=""0510011""","Fairfield School District",8,"Non-Special Education",673,2602,2632,30,"50.8%","67.6%"
"=""0520011""","Farmington School District",4,"Special Education",29,2379,2445,67,"55.2%","78.2%"
"=""0520011""","Farmington School District",4,"Non-Special Education",274,2491,2556,65,"66.4%","85.1%"
"=""0520011""","Farmington School District",5,"Special Education",40,2408,2461,53,"42.5%","67.9%"
"=""0520011""","Farmington School District",5,"Non-Special Education",254,2551,2590,39,"53.9%","72.9%"
"=""0520011""","Farmington School District",6,"Special Education",38,2438,2480,42,"36.8%","69.8%"
"=""0520011""","Farmington School District",6,"Non-Special Education",288,2568,2603,35,"53.8%","71.6%"
"=""0520011""","Farmington School District",7,"Special Education",35,2494,2505,11,"17.1%","38.9%"
"=""0520011""","Farmington School District",7,"Non-Special Education",279,2596,2621,25,"44.8%","61.5%"
"=""0520011""","Farmington School District",8,"Special Education",34,2499,2519,19,"35.3%","47.4%"
"=""0520011""","Farmington School District",8,"Non-Special Education",241,2609,2646,37,"61.0%","76.7%"
"=""0530011""","Franklin School District",4,"Non-Special Education",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Special Education",52,2379,2418,39,"25.0%","58.9%"
"=""0540011""","Glastonbury School District",4,"Non-Special Education",366,2499,2547,47,"55.5%","76.4%"
"=""0540011""","Glastonbury School District",5,"Special Education",37,2424,2466,42,"27.0%","58.4%"
"=""0540011""","Glastonbury School District",5,"Non-Special Education",392,2546,2590,44,"59.9%","79.2%"
"=""0540011""","Glastonbury School District",6,"Special Education",41,2467,2499,32,"43.9%","59.7%"
"=""0540011""","Glastonbury School District",6,"Non-Special Education",420,2574,2613,39,"61.4%","77.4%"
"=""0540011""","Glastonbury School District",7,"Special Education",54,2477,2502,24,"25.9%","42.3%"
"=""0540011""","Glastonbury School District",7,"Non-Special Education",449,2604,2616,11,"40.1%","53.8%"
"=""0540011""","Glastonbury School District",8,"Special Education",51,2478,2502,24,"39.2%","56.4%"
"=""0540011""","Glastonbury School District",8,"Non-Special Education",453,2617,2639,22,"49.2%","65.5%"
"=""0560011""","Granby School District",4,"Special Education",18,"*","*","*","*","*"
"=""0560011""","Granby School District",4,"Non-Special Education",110,2468,2550,81,"72.7%","92.8%"
"=""0560011""","Granby School District",5,"Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",5,"Non-Special Education",104,2528,2575,47,"58.7%","77.6%"
"=""0560011""","Granby School District",6,"Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",6,"Non-Special Education",130,2571,2618,47,"66.2%","82.3%"
"=""0560011""","Granby School District",7,"Special Education",10,"*","*","*","*","*"
"=""0560011""","Granby School District",7,"Non-Special Education",133,2581,2616,35,"48.1%","68.1%"
"=""0560011""","Granby School District",8,"Special Education",19,"*","*","*","*","*"
"=""0560011""","Granby School District",8,"Non-Special Education",131,2591,2629,38,"57.3%","73.5%"
"=""2940013""","Great Oaks Charter School District",6,"Special Education",16,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",6,"Non-Special Education",85,2416,2447,31,"32.9%","53.7%"
"=""2940013""","Great Oaks Charter School District",7,"Special Education",14,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"Non-Special Education",91,2444,2504,61,"52.7%","73.3%"
"=""0570011""","Greenwich School District",4,"Special Education",64,2362,2411,50,"37.5%","61.7%"
"=""0570011""","Greenwich School District",4,"Non-Special Education",550,2494,2548,54,"59.8%","79.3%"
"=""0570011""","Greenwich School District",5,"Special Education",78,2429,2481,51,"39.7%","64.2%"
"=""0570011""","Greenwich School District",5,"Non-Special Education",562,2536,2586,49,"59.4%","79.4%"
"=""0570011""","Greenwich School District",6,"Special Education",62,2432,2458,26,"25.8%","51.9%"
"=""0570011""","Greenwich School District",6,"Non-Special Education",525,2567,2593,26,"48.2%","65.3%"
"=""0570011""","Greenwich School District",7,"Special Education",63,2457,2493,36,"39.7%","56.1%"
"=""0570011""","Greenwich School District",7,"Non-Special Education",523,2589,2626,37,"56.4%","71.5%"
"=""0570011""","Greenwich School District",8,"Special Education",65,2491,2525,34,"36.9%","57.2%"
"=""0570011""","Greenwich School District",8,"Non-Special Education",533,2610,2641,32,"56.1%","70.9%"
"=""0580011""","Griswold School District",4,"Special Education",21,2361,2397,36,"38.1%","54.5%"
"=""0580011""","Griswold School District",4,"Non-Special Education",111,2448,2494,46,"40.5%","68.1%"
"=""0580011""","Griswold School District",5,"Special Education",16,"*","*","*","*","*"
"=""0580011""","Griswold School District",5,"Non-Special Education",102,2509,2549,40,"43.1%","63.8%"
"=""0580011""","Griswold School District",6,"Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",6,"Non-Special Education",109,2536,2563,27,"42.2%","61.7%"
"=""0580011""","Griswold School District",7,"Special Education",19,"*","*","*","*","*"
"=""0580011""","Griswold School District",7,"Non-Special Education",118,2540,2582,42,"47.5%","68.3%"
"=""0580011""","Griswold School District",8,"Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",8,"Non-Special Education",109,2577,2606,29,"46.8%","64.9%"
"=""0590011""","Groton School District",4,"Special Education",40,2331,2383,53,"35.0%","54.9%"
"=""0590011""","Groton School District",4,"Non-Special Education",263,2457,2514,57,"48.7%","76.1%"
"=""0590011""","Groton School District",5,"Special Education",41,2371,2425,54,"43.9%","62.3%"
"=""0590011""","Groton School District",5,"Non-Special Education",232,2486,2538,52,"48.3%","70.0%"
"=""0590011""","Groton School District",6,"Special Education",38,2429,2445,16,"23.7%","39.9%"
"=""0590011""","Groton School District",6,"Non-Special Education",245,2538,2550,12,"32.2%","47.9%"
"=""0590011""","Groton School District",7,"Special Education",42,2419,2460,41,"42.9%","60.8%"
"=""0590011""","Groton School District",7,"Non-Special Education",255,2523,2549,26,"38.4%","55.3%"
"=""0590011""","Groton School District",8,"Special Education",36,2397,2445,48,"38.9%","67.0%"
"=""0590011""","Groton School District",8,"Non-Special Education",211,2560,2587,27,"40.8%","59.1%"
"=""0600011""","Guilford School District",4,"Special Education",30,2360,2422,63,"46.7%","75.5%"
"=""0600011""","Guilford School District",4,"Non-Special Education",219,2501,2557,56,"60.7%","81.8%"
"=""0600011""","Guilford School District",5,"Special Education",30,2399,2457,58,"50.0%","75.0%"
"=""0600011""","Guilford School District",5,"Non-Special Education",248,2542,2576,34,"46.4%","66.3%"
"=""0600011""","Guilford School District",6,"Special Education",30,2468,2502,34,"40.0%","57.7%"
"=""0600011""","Guilford School District",6,"Non-Special Education",219,2573,2607,33,"56.2%","72.2%"
"=""0600011""","Guilford School District",7,"Special Education",30,2506,2550,44,"43.3%","59.3%"
"=""0600011""","Guilford School District",7,"Non-Special Education",222,2598,2638,41,"58.1%","74.3%"
"=""0600011""","Guilford School District",8,"Special Education",33,2532,2551,20,"36.4%","57.9%"
"=""0600011""","Guilford School District",8,"Non-Special Education",242,2634,2661,27,"57.4%","72.4%"
"=""0620011""","Hamden School District",4,"Special Education",55,2348,2384,36,"30.9%","55.5%"
"=""0620011""","Hamden School District",4,"Non-Special Education",305,2451,2500,50,"48.5%","72.6%"
"=""0620011""","Hamden School District",5,"Special Education",71,2391,2403,12,"15.5%","39.5%"
"=""0620011""","Hamden School District",5,"Non-Special Education",314,2492,2525,34,"36.6%","58.2%"
"=""0620011""","Hamden School District",6,"Special Education",74,2400,2450,50,"43.2%","65.8%"
"=""0620011""","Hamden School District",6,"Non-Special Education",286,2523,2563,41,"52.8%","71.6%"
"=""0620011""","Hamden School District",7,"Special Education",58,2451,2463,12,"25.9%","41.8%"
"=""0620011""","Hamden School District",7,"Non-Special Education",289,2555,2563,8,"30.1%","46.3%"
"=""0620011""","Hamden School District",8,"Special Education",64,2460,2470,10,"21.9%","39.8%"
"=""0620011""","Hamden School District",8,"Non-Special Education",319,2562,2571,9,"29.5%","47.5%"
"=""0630011""","Hampton School District",4,"Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0640011""","Hartford School District",4,"Special Education",272,2308,2341,33,"17.6%","48.3%"
"=""0640011""","Hartford School District",4,"Non-Special Education",1179,2388,2425,37,"28.2%","54.6%"
"=""0640011""","Hartford School District",5,"Special Education",213,2333,2370,37,"27.2%","53.5%"
"=""0640011""","Hartford School District",5,"Non-Special Education",1073,2419,2472,53,"41.4%","66.8%"
"=""0640011""","Hartford School District",6,"Special Education",214,2363,2394,31,"29.4%","52.6%"
"=""0640011""","Hartford School District",6,"Non-Special Education",1101,2467,2492,25,"34.0%","54.4%"
"=""0640011""","Hartford School District",7,"Special Education",225,2386,2408,22,"26.2%","46.4%"
"=""0640011""","Hartford School District",7,"Non-Special Education",1219,2488,2507,19,"29.4%","48.8%"
"=""0640011""","Hartford School District",8,"Special Education",232,2411,2436,25,"28.9%","48.8%"
"=""0640011""","Hartford School District",8,"Non-Special Education",1080,2508,2532,24,"35.9%","53.2%"
"=""0650011""","Hartland School District",4,"Non-Special Education",12,"*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Special Education","*","*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Non-Special Education","*",2450,2557,107,"76.2%","95.4%"
"=""0650011""","Hartland School District",6,"Special Education",9,"*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Non-Special Education",23,2540,2590,49,"52.2%","73.9%"
"=""0650011""","Hartland School District",7,"Special Education","*","*","*","*","*","*"
