"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2890013""","Elm City College Preparatory School District",5,"Math","Non-Special Education","*",2471,2496,26,"33.9%","54.9%"
"=""2890013""","Elm City College Preparatory School District",6,"ELA","Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"ELA","Non-Special Education",60,2484,2539,55,"56.7%","79.0%"
"=""2890013""","Elm City College Preparatory School District",6,"Math","Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"Math","Non-Special Education",60,2475,2520,45,"53.3%","76.6%"
"=""2890013""","Elm City College Preparatory School District",7,"ELA","Special Education",7,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"ELA","Non-Special Education",51,2522,2564,42,"54.9%","73.4%"
"=""2890013""","Elm City College Preparatory School District",7,"Math","Special Education",7,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Math","Non-Special Education",51,2502,2519,17,"35.3%","54.2%"
"=""2890013""","Elm City College Preparatory School District",8,"ELA","Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"ELA","Non-Special Education",52,2554,2606,52,"59.6%","74.0%"
"=""2890013""","Elm City College Preparatory School District",8,"Math","Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"Math","Non-Special Education",52,2558,2610,52,"65.4%","82.8%"
"=""0490011""","Enfield School District",4,"ELA","Special Education",40,2352,2394,42,"22.5%","57.3%"
"=""0490011""","Enfield School District",4,"ELA","Non-Special Education",310,2445,2506,61,"51.0%","75.2%"
"=""0490011""","Enfield School District",4,"Math","Special Education",40,2357,2412,54,"40.0%","69.7%"
"=""0490011""","Enfield School District",4,"Math","Non-Special Education",310,2438,2498,60,"54.2%","83.0%"
"=""0490011""","Enfield School District",5,"ELA","Special Education",57,2390,2449,59,"40.4%","61.9%"
"=""0490011""","Enfield School District",5,"ELA","Non-Special Education",313,2482,2538,56,"49.2%","73.5%"
"=""0490011""","Enfield School District",5,"Math","Special Education",57,2413,2429,17,"24.6%","45.7%"
"=""0490011""","Enfield School District",5,"Math","Non-Special Education",314,2486,2506,20,"27.1%","54.2%"
"=""0490011""","Enfield School District",6,"ELA","Special Education",47,2415,2443,28,"23.4%","51.4%"
"=""0490011""","Enfield School District",6,"ELA","Non-Special Education",266,2529,2543,14,"35.7%","52.6%"
"=""0490011""","Enfield School District",6,"Math","Special Education",46,2422,2432,10,"23.9%","49.6%"
"=""0490011""","Enfield School District",6,"Math","Non-Special Education",266,2512,2546,34,"43.2%","68.4%"
"=""0490011""","Enfield School District",7,"ELA","Special Education",37,2402,2448,46,"27.0%","58.7%"
"=""0490011""","Enfield School District",7,"ELA","Non-Special Education",319,2528,2566,38,"43.6%","65.2%"
"=""0490011""","Enfield School District",7,"Math","Special Education",35,2434,2442,8,"14.3%","37.1%"
"=""0490011""","Enfield School District",7,"Math","Non-Special Education",318,2533,2541,8,"23.3%","42.5%"
"=""0490011""","Enfield School District",8,"ELA","Special Education",36,2454,2485,31,"30.6%","54.2%"
"=""0490011""","Enfield School District",8,"ELA","Non-Special Education",289,2549,2594,44,"55.0%","72.8%"
"=""0490011""","Enfield School District",8,"Math","Special Education",35,2422,2435,13,"25.7%","47.5%"
"=""0490011""","Enfield School District",8,"Math","Non-Special Education",288,2539,2551,12,"31.3%","49.9%"
"=""0500011""","Essex School District",4,"ELA","Special Education",10,"*","*","*","*","*"
"=""0500011""","Essex School District",4,"ELA","Non-Special Education",42,2500,2547,47,"54.8%","72.5%"
"=""0500011""","Essex School District",4,"Math","Special Education",10,"*","*","*","*","*"
"=""0500011""","Essex School District",4,"Math","Non-Special Education",43,2484,2526,43,"41.9%","75.6%"
"=""0500011""","Essex School District",5,"ELA","Special Education",9,"*","*","*","*","*"
"=""0500011""","Essex School District",5,"ELA","Non-Special Education",43,2534,2579,45,"58.1%","79.4%"
"=""0500011""","Essex School District",5,"Math","Special Education",9,"*","*","*","*","*"
"=""0500011""","Essex School District",5,"Math","Non-Special Education",43,2510,2567,56,"74.4%","92.4%"
"=""0500011""","Essex School District",6,"ELA","Special Education",7,"*","*","*","*","*"
"=""0500011""","Essex School District",6,"ELA","Non-Special Education",71,2596,2613,17,"52.1%","67.5%"
"=""0500011""","Essex School District",6,"Math","Special Education",7,"*","*","*","*","*"
"=""0500011""","Essex School District",6,"Math","Non-Special Education",71,2551,2593,42,"60.6%","79.4%"
"=""0510011""","Fairfield School District",4,"ELA","Special Education",79,2371,2432,61,"48.1%","73.1%"
"=""0510011""","Fairfield School District",4,"ELA","Non-Special Education",750,2468,2529,61,"58.8%","80.8%"
"=""0510011""","Fairfield School District",4,"Math","Special Education",79,2383,2440,57,"44.3%","73.2%"
"=""0510011""","Fairfield School District",4,"Math","Non-Special Education",752,2462,2519,57,"51.7%","81.8%"
"=""0510011""","Fairfield School District",5,"ELA","Special Education",82,2410,2460,50,"41.5%","65.1%"
"=""0510011""","Fairfield School District",5,"ELA","Non-Special Education",652,2521,2572,50,"54.9%","76.9%"
"=""0510011""","Fairfield School District",5,"Math","Special Education",82,2415,2451,36,"47.6%","67.0%"
"=""0510011""","Fairfield School District",5,"Math","Non-Special Education",651,2513,2556,43,"56.7%","79.7%"
"=""0510011""","Fairfield School District",6,"ELA","Special Education",56,2453,2489,35,"37.5%","58.8%"
"=""0510011""","Fairfield School District",6,"ELA","Non-Special Education",664,2567,2591,24,"44.6%","62.3%"
"=""0510011""","Fairfield School District",6,"Math","Special Education",56,2449,2474,24,"26.8%","52.1%"
"=""0510011""","Fairfield School District",6,"Math","Non-Special Education",662,2552,2585,34,"48.6%","70.4%"
"=""0510011""","Fairfield School District",7,"ELA","Special Education",75,2483,2509,26,"30.7%","56.0%"
"=""0510011""","Fairfield School District",7,"ELA","Non-Special Education",688,2585,2614,29,"48.0%","65.8%"
"=""0510011""","Fairfield School District",7,"Math","Special Education",74,2468,2474,6,"28.4%","41.5%"
"=""0510011""","Fairfield School District",7,"Math","Non-Special Education",684,2582,2598,16,"40.6%","56.9%"
"=""0510011""","Fairfield School District",8,"ELA","Special Education",85,2482,2507,26,"35.3%","54.8%"
"=""0510011""","Fairfield School District",8,"ELA","Non-Special Education",673,2602,2632,30,"50.8%","67.6%"
"=""0510011""","Fairfield School District",8,"Math","Special Education",83,2453,2479,26,"43.4%","58.9%"
"=""0510011""","Fairfield School District",8,"Math","Non-Special Education",672,2597,2627,30,"53.0%","69.4%"
"=""0520011""","Farmington School District",4,"ELA","Special Education",29,2379,2445,67,"55.2%","78.2%"
"=""0520011""","Farmington School District",4,"ELA","Non-Special Education",274,2491,2556,65,"66.4%","85.1%"
"=""0520011""","Farmington School District",4,"Math","Special Education",29,2382,2437,55,"41.4%","75.0%"
"=""0520011""","Farmington School District",4,"Math","Non-Special Education",278,2483,2548,65,"67.6%","91.1%"
"=""0520011""","Farmington School District",5,"ELA","Special Education",40,2408,2461,53,"42.5%","67.9%"
"=""0520011""","Farmington School District",5,"ELA","Non-Special Education",254,2551,2590,39,"53.9%","72.9%"
"=""0520011""","Farmington School District",5,"Math","Special Education",40,2441,2469,28,"30.0%","57.9%"
"=""0520011""","Farmington School District",5,"Math","Non-Special Education",254,2532,2576,43,"61.0%","82.5%"
"=""0520011""","Farmington School District",6,"ELA","Special Education",38,2438,2480,42,"36.8%","69.8%"
"=""0520011""","Farmington School District",6,"ELA","Non-Special Education",288,2568,2603,35,"53.8%","71.6%"
"=""0520011""","Farmington School District",6,"Math","Special Education",38,2405,2438,33,"39.5%","59.4%"
"=""0520011""","Farmington School District",6,"Math","Non-Special Education",288,2539,2598,59,"71.2%","90.1%"
"=""0520011""","Farmington School District",7,"ELA","Special Education",35,2494,2505,11,"17.1%","38.9%"
"=""0520011""","Farmington School District",7,"ELA","Non-Special Education",279,2596,2621,25,"44.8%","61.5%"
"=""0520011""","Farmington School District",7,"Math","Special Education",35,2470,2494,24,"48.6%","63.3%"
"=""0520011""","Farmington School District",7,"Math","Non-Special Education",280,2588,2631,44,"67.5%","85.3%"
"=""0520011""","Farmington School District",8,"ELA","Special Education",34,2499,2519,19,"35.3%","47.4%"
"=""0520011""","Farmington School District",8,"ELA","Non-Special Education",241,2609,2646,37,"61.0%","76.7%"
"=""0520011""","Farmington School District",8,"Math","Special Education",34,2494,2516,21,"47.1%","63.5%"
"=""0520011""","Farmington School District",8,"Math","Non-Special Education",243,2616,2662,45,"71.2%","85.0%"
"=""0530011""","Franklin School District",4,"ELA","Non-Special Education",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Math","Non-Special Education",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Math","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Math","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"ELA","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Math","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"ELA","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Math","Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"ELA","Special Education",52,2379,2418,39,"25.0%","58.9%"
"=""0540011""","Glastonbury School District",4,"ELA","Non-Special Education",366,2499,2547,47,"55.5%","76.4%"
"=""0540011""","Glastonbury School District",4,"Math","Special Education",52,2386,2430,44,"26.9%","63.0%"
"=""0540011""","Glastonbury School District",4,"Math","Non-Special Education",365,2495,2543,48,"52.3%","78.2%"
"=""0540011""","Glastonbury School District",5,"ELA","Special Education",37,2424,2466,42,"27.0%","58.4%"
"=""0540011""","Glastonbury School District",5,"ELA","Non-Special Education",392,2546,2590,44,"59.9%","79.2%"
"=""0540011""","Glastonbury School District",5,"Math","Special Education",37,2430,2460,30,"32.4%","62.7%"
"=""0540011""","Glastonbury School District",5,"Math","Non-Special Education",392,2535,2588,53,"70.9%","90.3%"
"=""0540011""","Glastonbury School District",6,"ELA","Special Education",41,2467,2499,32,"43.9%","59.7%"
"=""0540011""","Glastonbury School District",6,"ELA","Non-Special Education",420,2574,2613,39,"61.4%","77.4%"
"=""0540011""","Glastonbury School District",6,"Math","Special Education",41,2469,2489,20,"36.6%","51.1%"
"=""0540011""","Glastonbury School District",6,"Math","Non-Special Education",418,2573,2617,44,"64.4%","82.9%"
"=""0540011""","Glastonbury School District",7,"ELA","Special Education",54,2477,2502,24,"25.9%","42.3%"
"=""0540011""","Glastonbury School District",7,"ELA","Non-Special Education",449,2604,2616,11,"40.1%","53.8%"
"=""0540011""","Glastonbury School District",7,"Math","Special Education",54,2447,2471,23,"24.1%","52.7%"
"=""0540011""","Glastonbury School District",7,"Math","Non-Special Education",450,2585,2619,34,"54.7%","74.0%"
"=""0540011""","Glastonbury School District",8,"ELA","Special Education",51,2478,2502,24,"39.2%","56.4%"
"=""0540011""","Glastonbury School District",8,"ELA","Non-Special Education",453,2617,2639,22,"49.2%","65.5%"
"=""0540011""","Glastonbury School District",8,"Math","Special Education",51,2462,2499,37,"51.0%","69.4%"
"=""0540011""","Glastonbury School District",8,"Math","Non-Special Education",453,2615,2648,34,"59.6%","75.1%"
"=""0560011""","Granby School District",4,"ELA","Special Education",18,"*","*","*","*","*"
"=""0560011""","Granby School District",4,"ELA","Non-Special Education",110,2468,2550,81,"72.7%","92.8%"
"=""0560011""","Granby School District",4,"Math","Special Education",18,"*","*","*","*","*"
"=""0560011""","Granby School District",4,"Math","Non-Special Education",110,2473,2525,53,"55.5%","80.8%"
"=""0560011""","Granby School District",5,"ELA","Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",5,"ELA","Non-Special Education",104,2528,2575,47,"58.7%","77.6%"
"=""0560011""","Granby School District",5,"Math","Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",5,"Math","Non-Special Education",104,2514,2562,48,"55.8%","83.7%"
"=""0560011""","Granby School District",6,"ELA","Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",6,"ELA","Non-Special Education",130,2571,2618,47,"66.2%","82.3%"
"=""0560011""","Granby School District",6,"Math","Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",6,"Math","Non-Special Education",130,2550,2604,54,"70.0%","90.0%"
"=""0560011""","Granby School District",7,"ELA","Special Education",10,"*","*","*","*","*"
"=""0560011""","Granby School District",7,"ELA","Non-Special Education",133,2581,2616,35,"48.1%","68.1%"
"=""0560011""","Granby School District",7,"Math","Special Education",10,"*","*","*","*","*"
"=""0560011""","Granby School District",7,"Math","Non-Special Education",133,2583,2602,19,"40.6%","58.9%"
"=""0560011""","Granby School District",8,"ELA","Special Education",19,"*","*","*","*","*"
"=""0560011""","Granby School District",8,"ELA","Non-Special Education",131,2591,2629,38,"57.3%","73.5%"
"=""0560011""","Granby School District",8,"Math","Special Education",19,"*","*","*","*","*"
"=""0560011""","Granby School District",8,"Math","Non-Special Education",130,2593,2603,10,"44.6%","60.1%"
"=""2940013""","Great Oaks Charter School District",6,"ELA","Special Education",16,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",6,"ELA","Non-Special Education",85,2416,2447,31,"32.9%","53.7%"
"=""2940013""","Great Oaks Charter School District",6,"Math","Special Education",16,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",6,"Math","Non-Special Education",85,2392,2441,49,"58.8%","73.5%"
"=""2940013""","Great Oaks Charter School District",7,"ELA","Special Education",14,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"ELA","Non-Special Education",91,2444,2504,61,"52.7%","73.3%"
"=""2940013""","Great Oaks Charter School District",7,"Math","Special Education",11,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"Math","Non-Special Education",91,2440,2471,31,"37.4%","59.9%"
"=""0570011""","Greenwich School District",4,"ELA","Special Education",64,2362,2411,50,"37.5%","61.7%"
"=""0570011""","Greenwich School District",4,"ELA","Non-Special Education",550,2494,2548,54,"59.8%","79.3%"
"=""0570011""","Greenwich School District",4,"Math","Special Education",64,2370,2415,45,"32.8%","61.0%"
"=""0570011""","Greenwich School District",4,"Math","Non-Special Education",559,2487,2536,49,"53.5%","79.1%"
"=""0570011""","Greenwich School District",5,"ELA","Special Education",78,2429,2481,51,"39.7%","64.2%"
"=""0570011""","Greenwich School District",5,"ELA","Non-Special Education",562,2536,2586,49,"59.4%","79.4%"
"=""0570011""","Greenwich School District",5,"Math","Special Education",78,2434,2458,24,"37.2%","58.0%"
"=""0570011""","Greenwich School District",5,"Math","Non-Special Education",573,2522,2565,44,"61.4%","80.2%"
"=""0570011""","Greenwich School District",6,"ELA","Special Education",62,2432,2458,26,"25.8%","51.9%"
"=""0570011""","Greenwich School District",6,"ELA","Non-Special Education",525,2567,2593,26,"48.2%","65.3%"
"=""0570011""","Greenwich School District",6,"Math","Special Education",63,2427,2444,17,"33.3%","54.8%"
"=""0570011""","Greenwich School District",6,"Math","Non-Special Education",531,2556,2586,29,"53.1%","69.4%"
"=""0570011""","Greenwich School District",7,"ELA","Special Education",63,2457,2493,36,"39.7%","56.1%"
"=""0570011""","Greenwich School District",7,"ELA","Non-Special Education",523,2589,2626,37,"56.4%","71.5%"
"=""0570011""","Greenwich School District",7,"Math","Special Education",63,2435,2462,27,"39.7%","60.1%"
"=""0570011""","Greenwich School District",7,"Math","Non-Special Education",528,2586,2615,29,"58.1%","73.6%"
"=""0570011""","Greenwich School District",8,"ELA","Special Education",65,2491,2525,34,"36.9%","57.2%"
"=""0570011""","Greenwich School District",8,"ELA","Non-Special Education",533,2610,2641,32,"56.1%","70.9%"
"=""0570011""","Greenwich School District",8,"Math","Special Education",65,2467,2489,23,"38.5%","52.3%"
"=""0570011""","Greenwich School District",8,"Math","Non-Special Education",536,2604,2642,38,"64.4%","77.6%"
"=""0580011""","Griswold School District",4,"ELA","Special Education",21,2361,2397,36,"38.1%","54.5%"
"=""0580011""","Griswold School District",4,"ELA","Non-Special Education",111,2448,2494,46,"40.5%","68.1%"
"=""0580011""","Griswold School District",4,"Math","Special Education",21,2350,2382,32,"14.3%","48.4%"
"=""0580011""","Griswold School District",4,"Math","Non-Special Education",111,2443,2482,40,"36.0%","61.2%"
"=""0580011""","Griswold School District",5,"ELA","Special Education",16,"*","*","*","*","*"
"=""0580011""","Griswold School District",5,"ELA","Non-Special Education",102,2509,2549,40,"43.1%","63.8%"
"=""0580011""","Griswold School District",5,"Math","Special Education",16,"*","*","*","*","*"
"=""0580011""","Griswold School District",5,"Math","Non-Special Education",103,2468,2532,63,"68.0%","86.4%"
"=""0580011""","Griswold School District",6,"ELA","Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",6,"ELA","Non-Special Education",109,2536,2563,27,"42.2%","61.7%"
"=""0580011""","Griswold School District",6,"Math","Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",6,"Math","Non-Special Education",109,2530,2565,35,"49.5%","71.1%"
"=""0580011""","Griswold School District",7,"ELA","Special Education",19,"*","*","*","*","*"
"=""0580011""","Griswold School District",7,"ELA","Non-Special Education",118,2540,2582,42,"47.5%","68.3%"
"=""0580011""","Griswold School District",7,"Math","Special Education",19,"*","*","*","*","*"
"=""0580011""","Griswold School District",7,"Math","Non-Special Education",117,2531,2564,33,"53.0%","69.4%"
"=""0580011""","Griswold School District",8,"ELA","Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",8,"ELA","Non-Special Education",109,2577,2606,29,"46.8%","64.9%"
"=""0580011""","Griswold School District",8,"Math","Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",8,"Math","Non-Special Education",109,2568,2612,44,"59.6%","74.8%"
"=""0590011""","Groton School District",4,"ELA","Special Education",40,2331,2383,53,"35.0%","54.9%"
"=""0590011""","Groton School District",4,"ELA","Non-Special Education",263,2457,2514,57,"48.7%","76.1%"
"=""0590011""","Groton School District",4,"Math","Special Education",39,2331,2392,62,"41.0%","76.4%"
"=""0590011""","Groton School District",4,"Math","Non-Special Education",263,2447,2509,62,"58.6%","86.4%"
"=""0590011""","Groton School District",5,"ELA","Special Education",41,2371,2425,54,"43.9%","62.3%"
"=""0590011""","Groton School District",5,"ELA","Non-Special Education",232,2486,2538,52,"48.3%","70.0%"
"=""0590011""","Groton School District",5,"Math","Special Education",41,2397,2431,34,"36.6%","64.7%"
"=""0590011""","Groton School District",5,"Math","Non-Special Education",234,2481,2523,42,"55.6%","75.4%"
"=""0590011""","Groton School District",6,"ELA","Special Education",38,2429,2445,16,"23.7%","39.9%"
"=""0590011""","Groton School District",6,"ELA","Non-Special Education",245,2538,2550,12,"32.2%","47.9%"
"=""0590011""","Groton School District",6,"Math","Special Education",38,2417,2425,8,"26.3%","41.4%"
"=""0590011""","Groton School District",6,"Math","Non-Special Education",247,2526,2545,19,"35.2%","53.5%"
"=""0590011""","Groton School District",7,"ELA","Special Education",42,2419,2460,41,"42.9%","60.8%"
"=""0590011""","Groton School District",7,"ELA","Non-Special Education",255,2523,2549,26,"38.4%","55.3%"
"=""0590011""","Groton School District",7,"Math","Special Education",43,2407,2426,19,"34.9%","48.4%"
"=""0590011""","Groton School District",7,"Math","Non-Special Education",258,2519,2556,36,"53.9%","69.9%"
"=""0590011""","Groton School District",8,"ELA","Special Education",36,2397,2445,48,"38.9%","67.0%"
"=""0590011""","Groton School District",8,"ELA","Non-Special Education",211,2560,2587,27,"40.8%","59.1%"
"=""0590011""","Groton School District",8,"Math","Special Education",35,2424,2430,6,"22.9%","39.0%"
"=""0590011""","Groton School District",8,"Math","Non-Special Education",214,2557,2565,8,"31.8%","46.9%"
"=""0600011""","Guilford School District",4,"ELA","Special Education",30,2360,2422,63,"46.7%","75.5%"
"=""0600011""","Guilford School District",4,"ELA","Non-Special Education",219,2501,2557,56,"60.7%","81.8%"
"=""0600011""","Guilford School District",4,"Math","Special Education",30,2363,2414,51,"33.3%","63.3%"
"=""0600011""","Guilford School District",4,"Math","Non-Special Education",218,2504,2542,38,"49.5%","69.2%"
"=""0600011""","Guilford School District",5,"ELA","Special Education",30,2399,2457,58,"50.0%","75.0%"
"=""0600011""","Guilford School District",5,"ELA","Non-Special Education",248,2542,2576,34,"46.4%","66.3%"
"=""0600011""","Guilford School District",5,"Math","Special Education",30,2417,2445,28,"40.0%","63.2%"
"=""0600011""","Guilford School District",5,"Math","Non-Special Education",249,2533,2577,44,"61.8%","84.4%"
"=""0600011""","Guilford School District",6,"ELA","Special Education",30,2468,2502,34,"40.0%","57.7%"
"=""0600011""","Guilford School District",6,"ELA","Non-Special Education",219,2573,2607,33,"56.2%","72.2%"
"=""0600011""","Guilford School District",6,"Math","Special Education",30,2439,2478,39,"43.3%","64.7%"
"=""0600011""","Guilford School District",6,"Math","Non-Special Education",219,2538,2579,41,"52.1%","75.3%"
"=""0600011""","Guilford School District",7,"ELA","Special Education",30,2506,2550,44,"43.3%","59.3%"
"=""0600011""","Guilford School District",7,"ELA","Non-Special Education",222,2598,2638,41,"58.1%","74.3%"
"=""0600011""","Guilford School District",7,"Math","Special Education",30,2481,2507,27,"50.0%","61.4%"
"=""0600011""","Guilford School District",7,"Math","Non-Special Education",222,2579,2617,38,"56.3%","77.7%"
"=""0600011""","Guilford School District",8,"ELA","Special Education",33,2532,2551,20,"36.4%","57.9%"
"=""0600011""","Guilford School District",8,"ELA","Non-Special Education",242,2634,2661,27,"57.4%","72.4%"
"=""0600011""","Guilford School District",8,"Math","Special Education",32,2484,2540,56,"68.8%","83.3%"
"=""0600011""","Guilford School District",8,"Math","Non-Special Education",242,2600,2651,51,"75.2%","89.3%"
"=""0620011""","Hamden School District",4,"ELA","Special Education",55,2348,2384,36,"30.9%","55.5%"
"=""0620011""","Hamden School District",4,"ELA","Non-Special Education",305,2451,2500,50,"48.5%","72.6%"
"=""0620011""","Hamden School District",4,"Math","Special Education",54,2358,2399,41,"25.9%","57.7%"
"=""0620011""","Hamden School District",4,"Math","Non-Special Education",308,2455,2493,38,"31.5%","62.1%"
"=""0620011""","Hamden School District",5,"ELA","Special Education",71,2391,2403,12,"15.5%","39.5%"
"=""0620011""","Hamden School District",5,"ELA","Non-Special Education",314,2492,2525,34,"36.6%","58.2%"
"=""0620011""","Hamden School District",5,"Math","Special Education",71,2394,2422,28,"33.8%","59.2%"
"=""0620011""","Hamden School District",5,"Math","Non-Special Education",315,2486,2512,26,"39.0%","60.1%"
"=""0620011""","Hamden School District",6,"ELA","Special Education",74,2400,2450,50,"43.2%","65.8%"
"=""0620011""","Hamden School District",6,"ELA","Non-Special Education",286,2523,2563,41,"52.8%","71.6%"
"=""0620011""","Hamden School District",6,"Math","Special Education",73,2386,2410,24,"38.4%","53.9%"
"=""0620011""","Hamden School District",6,"Math","Non-Special Education",288,2501,2538,36,"47.2%","69.2%"
"=""0620011""","Hamden School District",7,"ELA","Special Education",58,2451,2463,12,"25.9%","41.8%"
"=""0620011""","Hamden School District",7,"ELA","Non-Special Education",289,2555,2563,8,"30.1%","46.3%"
"=""0620011""","Hamden School District",7,"Math","Special Education",55,2426,2441,15,"40.0%","54.8%"
"=""0620011""","Hamden School District",7,"Math","Non-Special Education",287,2533,2544,11,"31.7%","49.1%"
"=""0620011""","Hamden School District",8,"ELA","Special Education",64,2460,2470,10,"21.9%","39.8%"
"=""0620011""","Hamden School District",8,"ELA","Non-Special Education",319,2562,2571,9,"29.5%","47.5%"
"=""0620011""","Hamden School District",8,"Math","Special Education",63,2408,2437,29,"42.9%","55.4%"
"=""0620011""","Hamden School District",8,"Math","Non-Special Education",319,2530,2534,5,"31.0%","42.8%"
"=""0630011""","Hampton School District",4,"ELA","Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Math","Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"ELA","Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Math","Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"ELA","Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Math","Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Math","Non-Special Education","*","*","*","*","*","*"
"=""0640011""","Hartford School District",4,"ELA","Special Education",272,2308,2341,33,"17.6%","48.3%"
"=""0640011""","Hartford School District",4,"ELA","Non-Special Education",1179,2388,2425,37,"28.2%","54.6%"
"=""0640011""","Hartford School District",4,"Math","Special Education",271,2315,2356,41,"26.2%","55.5%"
"=""0640011""","Hartford School District",4,"Math","Non-Special Education",1198,2388,2430,43,"29.8%","61.8%"
"=""0640011""","Hartford School District",5,"ELA","Special Education",213,2333,2370,37,"27.2%","53.5%"
"=""0640011""","Hartford School District",5,"ELA","Non-Special Education",1073,2419,2472,53,"41.4%","66.8%"
"=""0640011""","Hartford School District",5,"Math","Special Education",214,2349,2372,23,"35.0%","52.9%"
"=""0640011""","Hartford School District",5,"Math","Non-Special Education",1084,2423,2457,34,"42.0%","65.1%"
"=""0640011""","Hartford School District",6,"ELA","Special Education",214,2363,2394,31,"29.4%","52.6%"
"=""0640011""","Hartford School District",6,"ELA","Non-Special Education",1101,2467,2492,25,"34.0%","54.4%"
"=""0640011""","Hartford School District",6,"Math","Special Education",216,2371,2373,2,"28.2%","43.7%"
"=""0640011""","Hartford School District",6,"Math","Non-Special Education",1112,2452,2473,21,"34.3%","54.5%"
"=""0640011""","Hartford School District",7,"ELA","Special Education",225,2386,2408,22,"26.2%","46.4%"
"=""0640011""","Hartford School District",7,"ELA","Non-Special Education",1219,2488,2507,19,"29.4%","48.8%"
"=""0640011""","Hartford School District",7,"Math","Special Education",223,2344,2372,27,"38.6%","57.3%"
"=""0640011""","Hartford School District",7,"Math","Non-Special Education",1231,2462,2480,17,"34.0%","53.6%"
"=""0640011""","Hartford School District",8,"ELA","Special Education",232,2411,2436,25,"28.9%","48.8%"
"=""0640011""","Hartford School District",8,"ELA","Non-Special Education",1080,2508,2532,24,"35.9%","53.2%"
"=""0640011""","Hartford School District",8,"Math","Special Education",235,2370,2388,18,"31.5%","48.2%"
"=""0640011""","Hartford School District",8,"Math","Non-Special Education",1126,2476,2487,11,"31.8%","48.4%"
"=""0650011""","Hartland School District",4,"ELA","Non-Special Education",12,"*","*","*","*","*"
"=""0650011""","Hartland School District",4,"Math","Non-Special Education",12,"*","*","*","*","*"
"=""0650011""","Hartland School District",5,"ELA","Special Education","*","*","*","*","*","*"
