"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0320011""","Coventry School District",4,"Non-Special Education",110,2456,2524,68,"65.5%","90.3%"
"=""0320011""","Coventry School District",5,"Special Education",15,"*","*","*","*","*"
"=""0320011""","Coventry School District",5,"Non-Special Education",100,2492,2527,36,"37.0%","68.7%"
"=""0320011""","Coventry School District",6,"Special Education",19,"*","*","*","*","*"
"=""0320011""","Coventry School District",6,"Non-Special Education",100,2525,2555,29,"46.0%","65.6%"
"=""0320011""","Coventry School District",7,"Special Education",12,"*","*","*","*","*"
"=""0320011""","Coventry School District",7,"Non-Special Education",111,2548,2591,42,"61.3%","84.1%"
"=""0320011""","Coventry School District",8,"Special Education",13,"*","*","*","*","*"
"=""0320011""","Coventry School District",8,"Non-Special Education",117,2576,2611,36,"55.6%","74.1%"
"=""0330011""","Cromwell School District",4,"Special Education",14,"*","*","*","*","*"
"=""0330011""","Cromwell School District",4,"Non-Special Education",133,2450,2466,16,"21.8%","44.0%"
"=""0330011""","Cromwell School District",5,"Special Education",20,2386,2425,38,"45.0%","67.2%"
"=""0330011""","Cromwell School District",5,"Non-Special Education",152,2471,2492,21,"28.3%","50.5%"
"=""0330011""","Cromwell School District",6,"Special Education",15,"*","*","*","*","*"
"=""0330011""","Cromwell School District",6,"Non-Special Education",130,2518,2573,55,"65.4%","87.5%"
"=""0330011""","Cromwell School District",7,"Special Education",13,"*","*","*","*","*"
"=""0330011""","Cromwell School District",7,"Non-Special Education",135,2571,2580,8,"31.9%","50.3%"
"=""0330011""","Cromwell School District",8,"Special Education",11,"*","*","*","*","*"
"=""0330011""","Cromwell School District",8,"Non-Special Education",129,2562,2594,32,"46.5%","64.2%"
"=""0340011""","Danbury School District",4,"Special Education",63,2324,2382,58,"36.5%","70.5%"
"=""0340011""","Danbury School District",4,"Non-Special Education",709,2416,2481,64,"55.0%","83.5%"
"=""0340011""","Danbury School District",5,"Special Education",100,2385,2424,39,"42.0%","64.7%"
"=""0340011""","Danbury School District",5,"Non-Special Education",704,2478,2514,36,"45.5%","68.9%"
"=""0340011""","Danbury School District",6,"Special Education",90,2395,2406,11,"33.3%","50.1%"
"=""0340011""","Danbury School District",6,"Non-Special Education",636,2487,2514,27,"37.6%","59.8%"
"=""0340011""","Danbury School District",7,"Special Education",83,2399,2408,8,"24.1%","41.1%"
"=""0340011""","Danbury School District",7,"Non-Special Education",673,2513,2526,13,"30.9%","48.0%"
"=""0340011""","Danbury School District",8,"Special Education",80,2414,2455,41,"51.3%","68.8%"
"=""0340011""","Danbury School District",8,"Non-Special Education",596,2500,2534,33,"47.7%","64.2%"
"=""0350011""","Darien School District",4,"Special Education",47,2453,2495,43,"27.7%","69.6%"
"=""0350011""","Darien School District",4,"Non-Special Education",318,2497,2547,50,"55.0%","80.7%"
"=""0350011""","Darien School District",5,"Special Education",37,2455,2505,50,"59.5%","76.1%"
"=""0350011""","Darien School District",5,"Non-Special Education",304,2534,2584,50,"72.4%","90.3%"
"=""0350011""","Darien School District",6,"Special Education",57,2463,2517,53,"56.1%","72.1%"
"=""0350011""","Darien School District",6,"Non-Special Education",328,2566,2637,71,"82.0%","99.4%"
"=""0350011""","Darien School District",7,"Special Education",54,2542,2563,21,"40.7%","61.0%"
"=""0350011""","Darien School District",7,"Non-Special Education",308,2624,2649,25,"60.7%","75.6%"
"=""0350011""","Darien School District",8,"Special Education",51,2533,2585,51,"76.5%","91.4%"
"=""0350011""","Darien School District",8,"Non-Special Education",305,2652,2702,50,"82.6%","93.7%"
"=""0360011""","Deep River School District",4,"Special Education",9,"*","*","*","*","*"
"=""0360011""","Deep River School District",4,"Non-Special Education",39,2454,2506,52,"48.7%","73.0%"
"=""0360011""","Deep River School District",5,"Special Education",8,"*","*","*","*","*"
"=""0360011""","Deep River School District",5,"Non-Special Education",36,2530,2560,30,"41.7%","66.7%"
"=""0360011""","Deep River School District",6,"Special Education",8,"*","*","*","*","*"
"=""0360011""","Deep River School District",6,"Non-Special Education",46,2525,2580,55,"60.9%","83.7%"
"=""0370011""","Derby School District",4,"Special Education",22,2345,2383,38,"18.2%","54.3%"
"=""0370011""","Derby School District",4,"Non-Special Education",99,2425,2467,41,"27.3%","63.2%"
"=""0370011""","Derby School District",5,"Special Education",11,"*","*","*","*","*"
"=""0370011""","Derby School District",5,"Non-Special Education",91,2461,2473,11,"22.0%","43.2%"
"=""0370011""","Derby School District",6,"Special Education",11,"*","*","*","*","*"
"=""0370011""","Derby School District",6,"Non-Special Education",94,2474,2488,14,"31.9%","52.3%"
"=""0370011""","Derby School District",7,"Special Education",16,"*","*","*","*","*"
"=""0370011""","Derby School District",7,"Non-Special Education",86,2481,2481,1,"16.3%","32.8%"
"=""0370011""","Derby School District",8,"Special Education",11,"*","*","*","*","*"
"=""0370011""","Derby School District",8,"Non-Special Education",79,2504,2501,-3,"16.5%","34.8%"
"=""0400011""","East Granby School District",4,"Special Education","*","*","*","*","*","*"
"=""0400011""","East Granby School District",4,"Non-Special Education","*",2464,2517,53,"55.8%","83.1%"
"=""0400011""","East Granby School District",5,"Special Education",9,"*","*","*","*","*"
"=""0400011""","East Granby School District",5,"Non-Special Education",60,2538,2589,51,"63.3%","85.6%"
"=""0400011""","East Granby School District",6,"Special Education",14,"*","*","*","*","*"
"=""0400011""","East Granby School District",6,"Non-Special Education",46,2574,2594,19,"39.1%","54.4%"
"=""0400011""","East Granby School District",7,"Special Education",6,"*","*","*","*","*"
"=""0400011""","East Granby School District",7,"Non-Special Education",67,2554,2588,35,"52.2%","71.5%"
"=""0400011""","East Granby School District",8,"Special Education","*","*","*","*","*","*"
"=""0400011""","East Granby School District",8,"Non-Special Education","*",2564,2593,29,"45.5%","67.2%"
"=""0410011""","East Haddam School District",4,"Special Education",11,"*","*","*","*","*"
"=""0410011""","East Haddam School District",4,"Non-Special Education",56,2485,2506,21,"19.6%","47.3%"
"=""0410011""","East Haddam School District",5,"Special Education","*","*","*","*","*","*"
"=""0410011""","East Haddam School District",5,"Non-Special Education","*",2508,2550,42,"54.0%","74.4%"
"=""0410011""","East Haddam School District",6,"Special Education",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",6,"Non-Special Education",65,2528,2551,23,"32.3%","57.9%"
"=""0410011""","East Haddam School District",7,"Special Education",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",7,"Non-Special Education",81,2552,2572,20,"49.4%","69.1%"
"=""0410011""","East Haddam School District",8,"Special Education",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",8,"Non-Special Education",82,2549,2533,-16,"15.9%","28.8%"
"=""0420011""","East Hampton School District",4,"Special Education",7,"*","*","*","*","*"
"=""0420011""","East Hampton School District",4,"Non-Special Education",137,2442,2498,56,"54.0%","80.6%"
"=""0420011""","East Hampton School District",5,"Special Education",10,"*","*","*","*","*"
"=""0420011""","East Hampton School District",5,"Non-Special Education",109,2492,2525,33,"45.9%","72.9%"
"=""0420011""","East Hampton School District",6,"Special Education",15,"*","*","*","*","*"
"=""0420011""","East Hampton School District",6,"Non-Special Education",126,2526,2531,5,"19.0%","38.7%"
"=""0420011""","East Hampton School District",7,"Special Education",9,"*","*","*","*","*"
"=""0420011""","East Hampton School District",7,"Non-Special Education",106,2535,2537,1,"24.5%","38.9%"
"=""0420011""","East Hampton School District",8,"Special Education",13,"*","*","*","*","*"
"=""0420011""","East Hampton School District",8,"Non-Special Education",112,2564,2568,4,"28.6%","43.7%"
"=""0430011""","East Hartford School District",4,"Special Education",71,2302,2350,48,"33.8%","64.0%"
"=""0430011""","East Hartford School District",4,"Non-Special Education",398,2405,2451,46,"32.4%","66.8%"
"=""0430011""","East Hartford School District",5,"Special Education",75,2359,2364,6,"22.7%","37.7%"
"=""0430011""","East Hartford School District",5,"Non-Special Education",402,2453,2458,6,"16.9%","37.5%"
"=""0430011""","East Hartford School District",6,"Special Education",66,2351,2345,-6,"22.7%","31.9%"
"=""0430011""","East Hartford School District",6,"Non-Special Education",317,2450,2468,18,"29.7%","51.5%"
"=""0430011""","East Hartford School District",7,"Special Education",76,2356,2366,10,"28.9%","42.8%"
"=""0430011""","East Hartford School District",7,"Non-Special Education",352,2470,2478,8,"25.3%","42.4%"
"=""0430011""","East Hartford School District",8,"Special Education",70,2365,2394,29,"40.0%","55.2%"
"=""0430011""","East Hartford School District",8,"Non-Special Education",368,2476,2484,8,"27.4%","43.4%"
"=""0440011""","East Haven School District",4,"Special Education",30,2329,2380,51,"33.3%","65.3%"
"=""0440011""","East Haven School District",4,"Non-Special Education",176,2426,2476,50,"40.9%","73.3%"
"=""0440011""","East Haven School District",5,"Special Education",26,2375,2405,30,"38.5%","60.2%"
"=""0440011""","East Haven School District",5,"Non-Special Education",166,2461,2493,32,"39.2%","67.4%"
"=""0440011""","East Haven School District",6,"Special Education",20,2399,2417,18,"30.0%","50.0%"
"=""0440011""","East Haven School District",6,"Non-Special Education",187,2482,2518,36,"44.4%","68.7%"
"=""0440011""","East Haven School District",7,"Special Education",21,2379,2394,15,"38.1%","53.2%"
"=""0440011""","East Haven School District",7,"Non-Special Education",205,2503,2511,8,"26.8%","44.2%"
"=""0440011""","East Haven School District",8,"Special Education",34,2417,2408,-9,"17.6%","32.8%"
"=""0440011""","East Haven School District",8,"Non-Special Education",194,2488,2513,26,"43.3%","61.0%"
"=""0450011""","East Lyme School District",4,"Special Education",26,2389,2443,54,"42.3%","75.8%"
"=""0450011""","East Lyme School District",4,"Non-Special Education",154,2484,2541,57,"58.4%","85.2%"
"=""0450011""","East Lyme School District",5,"Special Education",15,"*","*","*","*","*"
"=""0450011""","East Lyme School District",5,"Non-Special Education",172,2529,2549,20,"37.8%","56.6%"
"=""0450011""","East Lyme School District",6,"Special Education",24,2453,2484,31,"29.2%","56.8%"
"=""0450011""","East Lyme School District",6,"Non-Special Education",168,2532,2593,61,"67.3%","90.3%"
"=""0450011""","East Lyme School District",7,"Special Education",30,2471,2498,27,"46.7%","61.7%"
"=""0450011""","East Lyme School District",7,"Non-Special Education",182,2592,2622,30,"58.8%","74.8%"
"=""0450011""","East Lyme School District",8,"Special Education",16,"*","*","*","*","*"
"=""0450011""","East Lyme School District",8,"Non-Special Education",170,2594,2609,15,"39.4%","55.0%"
"=""0470011""","East Windsor School District",4,"Special Education",9,"*","*","*","*","*"
"=""0470011""","East Windsor School District",4,"Non-Special Education",60,2435,2487,52,"40.0%","75.0%"
"=""0470011""","East Windsor School District",5,"Special Education",14,"*","*","*","*","*"
"=""0470011""","East Windsor School District",5,"Non-Special Education",60,2493,2488,-5,"13.3%","31.8%"
"=""0470011""","East Windsor School District",6,"Special Education",9,"*","*","*","*","*"
"=""0470011""","East Windsor School District",6,"Non-Special Education",64,2483,2505,21,"34.4%","55.0%"
"=""0470011""","East Windsor School District",7,"Special Education",9,"*","*","*","*","*"
"=""0470011""","East Windsor School District",7,"Non-Special Education",53,2494,2509,15,"22.6%","43.6%"
"=""0470011""","East Windsor School District",8,"Special Education",9,"*","*","*","*","*"
"=""0470011""","East Windsor School District",8,"Non-Special Education",60,2536,2574,39,"56.7%","77.4%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Special Education","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Special Education","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Special Education",7,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Special Education",10,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Non-Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Special Education","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"Special Education",17,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"Non-Special Education",83,2486,2559,73,"68.7%","95.7%"
"=""0460011""","Easton School District",5,"Special Education",10,"*","*","*","*","*"
"=""0460011""","Easton School District",5,"Non-Special Education",103,2520,2581,61,"73.8%","93.7%"
"=""0460011""","Easton School District",6,"Special Education",12,"*","*","*","*","*"
"=""0460011""","Easton School District",6,"Non-Special Education",84,2548,2593,46,"63.1%","80.5%"
"=""0460011""","Easton School District",7,"Special Education",7,"*","*","*","*","*"
"=""0460011""","Easton School District",7,"Non-Special Education",86,2577,2619,42,"64.0%","81.8%"
"=""0460011""","Easton School District",8,"Special Education",6,"*","*","*","*","*"
"=""0460011""","Easton School District",8,"Non-Special Education",88,2595,2651,56,"69.3%","86.4%"
"=""2420014""","EdAdvance",5,"Special Education","*","*","*","*","*","*"
"=""2420014""","EdAdvance",7,"Special Education","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Special Education",25,2374,2413,40,"36.0%","68.2%"
"=""0480011""","Ellington School District",4,"Non-Special Education",170,2473,2532,59,"52.9%","83.2%"
"=""0480011""","Ellington School District",5,"Special Education",21,2421,2468,47,"61.9%","72.0%"
"=""0480011""","Ellington School District",5,"Non-Special Education",190,2537,2566,29,"48.9%","70.3%"
"=""0480011""","Ellington School District",6,"Special Education",19,"*","*","*","*","*"
"=""0480011""","Ellington School District",6,"Non-Special Education",190,2548,2585,37,"48.4%","68.3%"
"=""0480011""","Ellington School District",7,"Special Education",19,"*","*","*","*","*"
"=""0480011""","Ellington School District",7,"Non-Special Education",179,2556,2583,27,"43.6%","66.3%"
"=""0480011""","Ellington School District",8,"Special Education",22,2453,2492,39,"36.4%","68.9%"
"=""0480011""","Ellington School District",8,"Non-Special Education",179,2586,2613,27,"46.9%","65.1%"
"=""2890013""","Elm City College Preparatory School District",4,"Special Education","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",4,"Non-Special Education","*",2465,2520,55,"50.9%","79.2%"
"=""2890013""","Elm City College Preparatory School District",5,"Special Education","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",5,"Non-Special Education","*",2471,2496,26,"33.9%","54.9%"
"=""2890013""","Elm City College Preparatory School District",6,"Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"Non-Special Education",60,2475,2520,45,"53.3%","76.6%"
"=""2890013""","Elm City College Preparatory School District",7,"Special Education",7,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Non-Special Education",51,2502,2519,17,"35.3%","54.2%"
"=""2890013""","Elm City College Preparatory School District",8,"Special Education",6,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"Non-Special Education",52,2558,2610,52,"65.4%","82.8%"
"=""0490011""","Enfield School District",4,"Special Education",40,2357,2412,54,"40.0%","69.7%"
"=""0490011""","Enfield School District",4,"Non-Special Education",310,2438,2498,60,"54.2%","83.0%"
"=""0490011""","Enfield School District",5,"Special Education",57,2413,2429,17,"24.6%","45.7%"
"=""0490011""","Enfield School District",5,"Non-Special Education",314,2486,2506,20,"27.1%","54.2%"
"=""0490011""","Enfield School District",6,"Special Education",46,2422,2432,10,"23.9%","49.6%"
"=""0490011""","Enfield School District",6,"Non-Special Education",266,2512,2546,34,"43.2%","68.4%"
"=""0490011""","Enfield School District",7,"Special Education",35,2434,2442,8,"14.3%","37.1%"
"=""0490011""","Enfield School District",7,"Non-Special Education",318,2533,2541,8,"23.3%","42.5%"
"=""0490011""","Enfield School District",8,"Special Education",35,2422,2435,13,"25.7%","47.5%"
"=""0490011""","Enfield School District",8,"Non-Special Education",288,2539,2551,12,"31.3%","49.9%"
"=""0500011""","Essex School District",4,"Special Education",10,"*","*","*","*","*"
"=""0500011""","Essex School District",4,"Non-Special Education",43,2484,2526,43,"41.9%","75.6%"
"=""0500011""","Essex School District",5,"Special Education",9,"*","*","*","*","*"
"=""0500011""","Essex School District",5,"Non-Special Education",43,2510,2567,56,"74.4%","92.4%"
"=""0500011""","Essex School District",6,"Special Education",7,"*","*","*","*","*"
"=""0500011""","Essex School District",6,"Non-Special Education",71,2551,2593,42,"60.6%","79.4%"
"=""0510011""","Fairfield School District",4,"Special Education",79,2383,2440,57,"44.3%","73.2%"
"=""0510011""","Fairfield School District",4,"Non-Special Education",752,2462,2519,57,"51.7%","81.8%"
"=""0510011""","Fairfield School District",5,"Special Education",82,2415,2451,36,"47.6%","67.0%"
"=""0510011""","Fairfield School District",5,"Non-Special Education",651,2513,2556,43,"56.7%","79.7%"
"=""0510011""","Fairfield School District",6,"Special Education",56,2449,2474,24,"26.8%","52.1%"
"=""0510011""","Fairfield School District",6,"Non-Special Education",662,2552,2585,34,"48.6%","70.4%"
"=""0510011""","Fairfield School District",7,"Special Education",74,2468,2474,6,"28.4%","41.5%"
"=""0510011""","Fairfield School District",7,"Non-Special Education",684,2582,2598,16,"40.6%","56.9%"
"=""0510011""","Fairfield School District",8,"Special Education",83,2453,2479,26,"43.4%","58.9%"
"=""0510011""","Fairfield School District",8,"Non-Special Education",672,2597,2627,30,"53.0%","69.4%"
"=""0520011""","Farmington School District",4,"Special Education",29,2382,2437,55,"41.4%","75.0%"
"=""0520011""","Farmington School District",4,"Non-Special Education",278,2483,2548,65,"67.6%","91.1%"
"=""0520011""","Farmington School District",5,"Special Education",40,2441,2469,28,"30.0%","57.9%"
"=""0520011""","Farmington School District",5,"Non-Special Education",254,2532,2576,43,"61.0%","82.5%"
"=""0520011""","Farmington School District",6,"Special Education",38,2405,2438,33,"39.5%","59.4%"
"=""0520011""","Farmington School District",6,"Non-Special Education",288,2539,2598,59,"71.2%","90.1%"
"=""0520011""","Farmington School District",7,"Special Education",35,2470,2494,24,"48.6%","63.3%"
"=""0520011""","Farmington School District",7,"Non-Special Education",280,2588,2631,44,"67.5%","85.3%"
"=""0520011""","Farmington School District",8,"Special Education",34,2494,2516,21,"47.1%","63.5%"
"=""0520011""","Farmington School District",8,"Non-Special Education",243,2616,2662,45,"71.2%","85.0%"
"=""0530011""","Franklin School District",4,"Non-Special Education",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Non-Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Special Education","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Special Education",52,2386,2430,44,"26.9%","63.0%"
"=""0540011""","Glastonbury School District",4,"Non-Special Education",365,2495,2543,48,"52.3%","78.2%"
"=""0540011""","Glastonbury School District",5,"Special Education",37,2430,2460,30,"32.4%","62.7%"
"=""0540011""","Glastonbury School District",5,"Non-Special Education",392,2535,2588,53,"70.9%","90.3%"
"=""0540011""","Glastonbury School District",6,"Special Education",41,2469,2489,20,"36.6%","51.1%"
"=""0540011""","Glastonbury School District",6,"Non-Special Education",418,2573,2617,44,"64.4%","82.9%"
"=""0540011""","Glastonbury School District",7,"Special Education",54,2447,2471,23,"24.1%","52.7%"
"=""0540011""","Glastonbury School District",7,"Non-Special Education",450,2585,2619,34,"54.7%","74.0%"
"=""0540011""","Glastonbury School District",8,"Special Education",51,2462,2499,37,"51.0%","69.4%"
"=""0540011""","Glastonbury School District",8,"Non-Special Education",453,2615,2648,34,"59.6%","75.1%"
"=""0560011""","Granby School District",4,"Special Education",18,"*","*","*","*","*"
"=""0560011""","Granby School District",4,"Non-Special Education",110,2473,2525,53,"55.5%","80.8%"
"=""0560011""","Granby School District",5,"Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",5,"Non-Special Education",104,2514,2562,48,"55.8%","83.7%"
"=""0560011""","Granby School District",6,"Special Education",16,"*","*","*","*","*"
"=""0560011""","Granby School District",6,"Non-Special Education",130,2550,2604,54,"70.0%","90.0%"
"=""0560011""","Granby School District",7,"Special Education",10,"*","*","*","*","*"
"=""0560011""","Granby School District",7,"Non-Special Education",133,2583,2602,19,"40.6%","58.9%"
"=""0560011""","Granby School District",8,"Special Education",19,"*","*","*","*","*"
"=""0560011""","Granby School District",8,"Non-Special Education",130,2593,2603,10,"44.6%","60.1%"
"=""2940013""","Great Oaks Charter School District",6,"Special Education",16,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",6,"Non-Special Education",85,2392,2441,49,"58.8%","73.5%"
"=""2940013""","Great Oaks Charter School District",7,"Special Education",11,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"Non-Special Education",91,2440,2471,31,"37.4%","59.9%"
"=""0570011""","Greenwich School District",4,"Special Education",64,2370,2415,45,"32.8%","61.0%"
"=""0570011""","Greenwich School District",4,"Non-Special Education",559,2487,2536,49,"53.5%","79.1%"
"=""0570011""","Greenwich School District",5,"Special Education",78,2434,2458,24,"37.2%","58.0%"
"=""0570011""","Greenwich School District",5,"Non-Special Education",573,2522,2565,44,"61.4%","80.2%"
"=""0570011""","Greenwich School District",6,"Special Education",63,2427,2444,17,"33.3%","54.8%"
"=""0570011""","Greenwich School District",6,"Non-Special Education",531,2556,2586,29,"53.1%","69.4%"
"=""0570011""","Greenwich School District",7,"Special Education",63,2435,2462,27,"39.7%","60.1%"
"=""0570011""","Greenwich School District",7,"Non-Special Education",528,2586,2615,29,"58.1%","73.6%"
"=""0570011""","Greenwich School District",8,"Special Education",65,2467,2489,23,"38.5%","52.3%"
"=""0570011""","Greenwich School District",8,"Non-Special Education",536,2604,2642,38,"64.4%","77.6%"
"=""0580011""","Griswold School District",4,"Special Education",21,2350,2382,32,"14.3%","48.4%"
"=""0580011""","Griswold School District",4,"Non-Special Education",111,2443,2482,40,"36.0%","61.2%"
"=""0580011""","Griswold School District",5,"Special Education",16,"*","*","*","*","*"
"=""0580011""","Griswold School District",5,"Non-Special Education",103,2468,2532,63,"68.0%","86.4%"
"=""0580011""","Griswold School District",6,"Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",6,"Non-Special Education",109,2530,2565,35,"49.5%","71.1%"
"=""0580011""","Griswold School District",7,"Special Education",19,"*","*","*","*","*"
"=""0580011""","Griswold School District",7,"Non-Special Education",117,2531,2564,33,"53.0%","69.4%"
"=""0580011""","Griswold School District",8,"Special Education",15,"*","*","*","*","*"
"=""0580011""","Griswold School District",8,"Non-Special Education",109,2568,2612,44,"59.6%","74.8%"
"=""0590011""","Groton School District",4,"Special Education",39,2331,2392,62,"41.0%","76.4%"
"=""0590011""","Groton School District",4,"Non-Special Education",263,2447,2509,62,"58.6%","86.4%"
"=""0590011""","Groton School District",5,"Special Education",41,2397,2431,34,"36.6%","64.7%"
"=""0590011""","Groton School District",5,"Non-Special Education",234,2481,2523,42,"55.6%","75.4%"
"=""0590011""","Groton School District",6,"Special Education",38,2417,2425,8,"26.3%","41.4%"
"=""0590011""","Groton School District",6,"Non-Special Education",247,2526,2545,19,"35.2%","53.5%"
"=""0590011""","Groton School District",7,"Special Education",43,2407,2426,19,"34.9%","48.4%"
"=""0590011""","Groton School District",7,"Non-Special Education",258,2519,2556,36,"53.9%","69.9%"
"=""0590011""","Groton School District",8,"Special Education",35,2424,2430,6,"22.9%","39.0%"
"=""0590011""","Groton School District",8,"Non-Special Education",214,2557,2565,8,"31.8%","46.9%"
"=""0600011""","Guilford School District",4,"Special Education",30,2363,2414,51,"33.3%","63.3%"
"=""0600011""","Guilford School District",4,"Non-Special Education",218,2504,2542,38,"49.5%","69.2%"
"=""0600011""","Guilford School District",5,"Special Education",30,2417,2445,28,"40.0%","63.2%"
"=""0600011""","Guilford School District",5,"Non-Special Education",249,2533,2577,44,"61.8%","84.4%"
"=""0600011""","Guilford School District",6,"Special Education",30,2439,2478,39,"43.3%","64.7%"
"=""0600011""","Guilford School District",6,"Non-Special Education",219,2538,2579,41,"52.1%","75.3%"
"=""0600011""","Guilford School District",7,"Special Education",30,2481,2507,27,"50.0%","61.4%"
"=""0600011""","Guilford School District",7,"Non-Special Education",222,2579,2617,38,"56.3%","77.7%"
"=""0600011""","Guilford School District",8,"Special Education",32,2484,2540,56,"68.8%","83.3%"
"=""0600011""","Guilford School District",8,"Non-Special Education",242,2600,2651,51,"75.2%","89.3%"
"=""0620011""","Hamden School District",4,"Special Education",54,2358,2399,41,"25.9%","57.7%"
"=""0620011""","Hamden School District",4,"Non-Special Education",308,2455,2493,38,"31.5%","62.1%"
"=""0620011""","Hamden School District",5,"Special Education",71,2394,2422,28,"33.8%","59.2%"
"=""0620011""","Hamden School District",5,"Non-Special Education",315,2486,2512,26,"39.0%","60.1%"
"=""0620011""","Hamden School District",6,"Special Education",73,2386,2410,24,"38.4%","53.9%"
"=""0620011""","Hamden School District",6,"Non-Special Education",288,2501,2538,36,"47.2%","69.2%"
"=""0620011""","Hamden School District",7,"Special Education",55,2426,2441,15,"40.0%","54.8%"
"=""0620011""","Hamden School District",7,"Non-Special Education",287,2533,2544,11,"31.7%","49.1%"
"=""0620011""","Hamden School District",8,"Special Education",63,2408,2437,29,"42.9%","55.4%"
"=""0620011""","Hamden School District",8,"Non-Special Education",319,2530,2534,5,"31.0%","42.8%"
"=""0630011""","Hampton School District",4,"Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Special Education","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0640011""","Hartford School District",4,"Special Education",271,2315,2356,41,"26.2%","55.5%"
"=""0640011""","Hartford School District",4,"Non-Special Education",1198,2388,2430,43,"29.8%","61.8%"
"=""0640011""","Hartford School District",5,"Special Education",214,2349,2372,23,"35.0%","52.9%"
"=""0640011""","Hartford School District",5,"Non-Special Education",1084,2423,2457,34,"42.0%","65.1%"
"=""0640011""","Hartford School District",6,"Special Education",216,2371,2373,2,"28.2%","43.7%"
"=""0640011""","Hartford School District",6,"Non-Special Education",1112,2452,2473,21,"34.3%","54.5%"
"=""0640011""","Hartford School District",7,"Special Education",223,2344,2372,27,"38.6%","57.3%"
"=""0640011""","Hartford School District",7,"Non-Special Education",1231,2462,2480,17,"34.0%","53.6%"
"=""0640011""","Hartford School District",8,"Special Education",235,2370,2388,18,"31.5%","48.2%"
"=""0640011""","Hartford School District",8,"Non-Special Education",1126,2476,2487,11,"31.8%","48.4%"
"=""0650011""","Hartland School District",4,"Non-Special Education",12,"*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Special Education","*","*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Non-Special Education","*",2448,2505,56,"71.4%","85.4%"
"=""0650011""","Hartland School District",6,"Special Education",8,"*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Non-Special Education",23,2526,2586,60,"69.6%","92.9%"
