"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0430011""","East Hartford School District",8,"Non-ELL",407,2487,2516,28,"35.6%","56.1%"
"=""0440011""","East Haven School District",4,"ELL",22,2356,2418,62,"45.5%","68.1%"
"=""0440011""","East Haven School District",4,"Non-ELL",183,2416,2468,52,"40.4%","69.1%"
"=""0440011""","East Haven School District",5,"ELL",13,"*","*","*","*","*"
"=""0440011""","East Haven School District",5,"Non-ELL",179,2463,2500,37,"29.6%","58.8%"
"=""0440011""","East Haven School District",6,"ELL",14,"*","*","*","*","*"
"=""0440011""","East Haven School District",6,"Non-ELL",190,2500,2539,39,"46.8%","66.2%"
"=""0440011""","East Haven School District",7,"ELL",16,"*","*","*","*","*"
"=""0440011""","East Haven School District",7,"Non-ELL",214,2511,2563,52,"50.0%","74.5%"
"=""0440011""","East Haven School District",8,"ELL",11,"*","*","*","*","*"
"=""0440011""","East Haven School District",8,"Non-ELL",217,2508,2551,42,"44.2%","67.7%"
"=""0450011""","East Lyme School District",4,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",4,"Non-ELL","*",2475,2533,58,"55.4%","78.9%"
"=""0450011""","East Lyme School District",5,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",5,"Non-ELL","*",2543,2568,26,"47.3%","63.3%"
"=""0450011""","East Lyme School District",6,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",6,"Non-ELL","*",2533,2565,32,"44.7%","63.6%"
"=""0450011""","East Lyme School District",7,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",7,"Non-ELL","*",2574,2603,29,"48.3%","62.1%"
"=""0450011""","East Lyme School District",8,"Non-ELL",188,2582,2603,21,"40.4%","57.6%"
"=""0470011""","East Windsor School District",4,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",4,"Non-ELL","*",2422,2471,50,"35.8%","62.9%"
"=""0470011""","East Windsor School District",5,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",5,"Non-ELL","*",2465,2497,32,"27.1%","53.5%"
"=""0470011""","East Windsor School District",6,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",6,"Non-ELL","*",2495,2526,31,"36.1%","58.4%"
"=""0470011""","East Windsor School District",7,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",7,"Non-ELL","*",2510,2537,26,"28.3%","55.0%"
"=""0470011""","East Windsor School District",8,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",8,"Non-ELL","*",2568,2596,28,"40.3%","62.6%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Non-ELL",11,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Non-ELL","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Non-ELL",19,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Non-ELL",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Non-ELL",15,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"Non-ELL","*",2484,2552,68,"72.7%","89.9%"
"=""0460011""","Easton School District",5,"Non-ELL",112,2534,2591,58,"64.3%","84.4%"
"=""0460011""","Easton School District",6,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",6,"Non-ELL","*",2556,2578,22,"43.2%","61.4%"
"=""0460011""","Easton School District",7,"Non-ELL",92,2572,2617,46,"54.3%","74.9%"
"=""0460011""","Easton School District",8,"Non-ELL",100,2573,2618,45,"54.0%","71.2%"
"=""2420014""","EdAdvance",8,"Non-ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Non-ELL","*",2471,2523,52,"51.3%","76.5%"
"=""0480011""","Ellington School District",5,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",5,"Non-ELL","*",2529,2570,40,"50.2%","72.2%"
"=""0480011""","Ellington School District",6,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",6,"Non-ELL","*",2560,2584,24,"46.4%","60.9%"
"=""0480011""","Ellington School District",7,"Non-ELL",198,2577,2603,26,"43.4%","61.1%"
"=""0480011""","Ellington School District",8,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",8,"Non-ELL","*",2611,2620,10,"33.5%","54.4%"
"=""2890013""","Elm City College Preparatory School District",4,"Non-ELL",62,2417,2516,99,"75.8%","95.8%"
"=""2890013""","Elm City College Preparatory School District",5,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",5,"Non-ELL","*",2479,2515,36,"31.7%","59.3%"
"=""2890013""","Elm City College Preparatory School District",6,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"Non-ELL","*",2476,2530,54,"55.7%","77.1%"
"=""2890013""","Elm City College Preparatory School District",7,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Non-ELL","*",2510,2550,40,"50.9%","71.0%"
"=""2890013""","Elm City College Preparatory School District",8,"Non-ELL",58,2537,2594,56,"60.3%","75.5%"
"=""0490011""","Enfield School District",4,"ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",4,"Non-ELL","*",2435,2494,59,"48.0%","73.6%"
"=""0490011""","Enfield School District",5,"ELL",8,"*","*","*","*","*"
"=""0490011""","Enfield School District",5,"Non-ELL",362,2470,2526,57,"48.1%","71.7%"
"=""0490011""","Enfield School District",6,"ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",6,"Non-ELL","*",2512,2528,16,"34.0%","52.5%"
"=""0490011""","Enfield School District",7,"ELL",6,"*","*","*","*","*"
"=""0490011""","Enfield School District",7,"Non-ELL",350,2517,2556,39,"42.0%","64.6%"
"=""0490011""","Enfield School District",8,"ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",8,"Non-ELL","*",2539,2582,43,"52.2%","70.6%"
"=""0500011""","Essex School District",4,"ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",4,"Non-ELL","*",2476,2525,49,"56.9%","73.1%"
"=""0500011""","Essex School District",5,"ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",5,"Non-ELL","*",2519,2562,43,"49.0%","73.7%"
"=""0500011""","Essex School District",6,"Non-ELL",78,2584,2603,19,"50.0%","66.3%"
"=""0510011""","Fairfield School District",4,"ELL",9,"*","*","*","*","*"
"=""0510011""","Fairfield School District",4,"Non-ELL",820,2460,2522,62,"58.3%","80.5%"
"=""0510011""","Fairfield School District",5,"ELL",17,"*","*","*","*","*"
"=""0510011""","Fairfield School District",5,"Non-ELL",717,2512,2563,50,"54.1%","76.0%"
"=""0510011""","Fairfield School District",6,"ELL",6,"*","*","*","*","*"
"=""0510011""","Fairfield School District",6,"Non-ELL",714,2560,2584,25,"43.8%","61.8%"
"=""0510011""","Fairfield School District",7,"ELL",16,"*","*","*","*","*"
"=""0510011""","Fairfield School District",7,"Non-ELL",747,2578,2607,28,"46.5%","64.9%"
"=""0510011""","Fairfield School District",8,"ELL",8,"*","*","*","*","*"
"=""0510011""","Fairfield School District",8,"Non-ELL",750,2591,2620,29,"49.1%","66.0%"
"=""0520011""","Farmington School District",4,"ELL",7,"*","*","*","*","*"
"=""0520011""","Farmington School District",4,"Non-ELL",296,2483,2548,65,"65.2%","84.3%"
"=""0520011""","Farmington School District",5,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",5,"Non-ELL","*",2534,2574,41,"52.8%","72.3%"
"=""0520011""","Farmington School District",6,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",6,"Non-ELL","*",2554,2590,36,"52.2%","71.7%"
"=""0520011""","Farmington School District",7,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",7,"Non-ELL","*",2585,2608,23,"41.9%","59.1%"
"=""0520011""","Farmington School District",8,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",8,"Non-ELL","*",2596,2631,34,"57.7%","72.9%"
"=""0530011""","Franklin School District",4,"Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Non-ELL",14,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Non-ELL",20,2528,2507,-21,"25.0%","32.5%"
"=""0530011""","Franklin School District",7,"Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Non-ELL",20,2579,2611,32,"40.0%","61.2%"
"=""0540011""","Glastonbury School District",4,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Non-ELL","*",2485,2531,46,"51.8%","74.3%"
"=""0540011""","Glastonbury School District",5,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",5,"Non-ELL","*",2535,2580,44,"57.2%","77.5%"
"=""0540011""","Glastonbury School District",6,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",6,"Non-ELL","*",2566,2604,38,"59.8%","75.6%"
"=""0540011""","Glastonbury School District",7,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",7,"Non-ELL","*",2592,2604,13,"38.5%","52.5%"
"=""0540011""","Glastonbury School District",8,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",8,"Non-ELL","*",2603,2626,22,"48.4%","64.6%"
"=""0560011""","Granby School District",4,"Non-ELL",128,2459,2538,79,"70.3%","90.4%"
"=""0560011""","Granby School District",5,"ELL","*","*","*","*","*","*"
"=""0560011""","Granby School District",5,"Non-ELL","*",2519,2566,47,"56.3%","76.6%"
"=""0560011""","Granby School District",6,"Non-ELL",146,2559,2607,49,"65.1%","81.5%"
"=""0560011""","Granby School District",7,"Non-ELL",143,2570,2604,33,"46.2%","66.0%"
"=""0560011""","Granby School District",8,"Non-ELL",150,2584,2620,36,"56.0%","71.4%"
"=""2940013""","Great Oaks Charter School District",6,"ELL",21,2409,2459,50,"47.6%","62.2%"
"=""2940013""","Great Oaks Charter School District",6,"Non-ELL",80,2400,2423,23,"27.5%","47.3%"
"=""2940013""","Great Oaks Charter School District",7,"ELL",7,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"Non-ELL",98,2434,2489,55,"48.0%","69.0%"
"=""0570011""","Greenwich School District",4,"ELL",28,2383,2436,53,"28.6%","60.7%"
"=""0570011""","Greenwich School District",4,"Non-ELL",586,2485,2539,54,"58.9%","78.2%"
"=""0570011""","Greenwich School District",5,"ELL",16,"*","*","*","*","*"
"=""0570011""","Greenwich School District",5,"Non-ELL",624,2527,2575,49,"57.2%","77.2%"
"=""0570011""","Greenwich School District",6,"ELL",11,"*","*","*","*","*"
"=""0570011""","Greenwich School District",6,"Non-ELL",576,2555,2581,26,"46.2%","64.1%"
"=""0570011""","Greenwich School District",7,"ELL",17,"*","*","*","*","*"
"=""0570011""","Greenwich School District",7,"Non-ELL",569,2579,2617,37,"55.2%","70.4%"
"=""0570011""","Greenwich School District",8,"ELL",8,"*","*","*","*","*"
"=""0570011""","Greenwich School District",8,"Non-ELL",590,2599,2631,32,"54.1%","69.6%"
"=""0580011""","Griswold School District",4,"Non-ELL",132,2434,2478,45,"40.2%","65.9%"
"=""0580011""","Griswold School District",5,"ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",5,"Non-ELL","*",2491,2530,39,"40.2%","61.6%"
"=""0580011""","Griswold School District",6,"ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",6,"Non-ELL","*",2519,2549,30,"40.7%","61.2%"
"=""0580011""","Griswold School District",7,"Non-ELL",137,2528,2567,39,"43.8%","64.1%"
"=""0580011""","Griswold School District",8,"Non-ELL",124,2560,2592,32,"46.0%","65.2%"
"=""0590011""","Groton School District",4,"ELL",6,"*","*","*","*","*"
"=""0590011""","Groton School District",4,"Non-ELL",297,2443,2500,57,"47.8%","73.9%"
"=""0590011""","Groton School District",5,"ELL",8,"*","*","*","*","*"
"=""0590011""","Groton School District",5,"Non-ELL",265,2472,2525,53,"48.3%","69.5%"
"=""0590011""","Groton School District",6,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District",6,"Non-ELL","*",2524,2537,13,"31.3%","47.0%"
"=""0590011""","Groton School District",7,"ELL",10,"*","*","*","*","*"
"=""0590011""","Groton School District",7,"Non-ELL",287,2513,2539,27,"39.0%","55.5%"
"=""0590011""","Groton School District",8,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District",8,"Non-ELL","*",2539,2569,29,"40.1%","59.9%"
"=""0600011""","Guilford School District",4,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",4,"Non-ELL","*",2486,2542,56,"58.5%","80.7%"
"=""0600011""","Guilford School District",5,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",5,"Non-ELL","*",2528,2565,37,"47.3%","67.9%"
"=""0600011""","Guilford School District",6,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",6,"Non-ELL","*",2562,2596,33,"54.1%","70.2%"
"=""0600011""","Guilford School District",7,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",7,"Non-ELL","*",2588,2629,40,"56.5%","72.4%"
"=""0600011""","Guilford School District",8,"Non-ELL",275,2621,2648,26,"54.9%","70.6%"
"=""0620011""","Hamden School District",4,"ELL",9,"*","*","*","*","*"
"=""0620011""","Hamden School District",4,"Non-ELL",351,2437,2484,47,"45.9%","69.7%"
"=""0620011""","Hamden School District",5,"ELL",10,"*","*","*","*","*"
"=""0620011""","Hamden School District",5,"Non-ELL",375,2477,2507,31,"33.6%","55.4%"
"=""0620011""","Hamden School District",6,"ELL",21,2386,2452,66,"52.4%","77.6%"
"=""0620011""","Hamden School District",6,"Non-ELL",339,2504,2546,41,"50.7%","70.0%"
"=""0620011""","Hamden School District",7,"ELL",7,"*","*","*","*","*"
"=""0620011""","Hamden School District",7,"Non-ELL",340,2540,2548,8,"29.4%","45.4%"
"=""0620011""","Hamden School District",8,"ELL",8,"*","*","*","*","*"
"=""0620011""","Hamden School District",8,"Non-ELL",375,2548,2557,9,"28.5%","46.3%"
"=""0630011""","Hampton School District",4,"Non-ELL",10,"*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Non-ELL",10,"*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Non-ELL",8,"*","*","*","*","*"
"=""0640011""","Hartford School District",4,"ELL",245,2317,2355,38,"22.0%","52.0%"
"=""0640011""","Hartford School District",4,"Non-ELL",1206,2385,2421,36,"27.1%","53.7%"
"=""0640011""","Hartford School District",5,"ELL",212,2347,2398,51,"35.4%","61.9%"
"=""0640011""","Hartford School District",5,"Non-ELL",1074,2416,2466,50,"39.8%","65.1%"
"=""0640011""","Hartford School District",6,"ELL",168,2377,2404,27,"28.0%","50.3%"
"=""0640011""","Hartford School District",6,"Non-ELL",1147,2461,2487,26,"34.0%","54.7%"
"=""0640011""","Hartford School District",7,"ELL",173,2404,2422,18,"22.0%","43.6%"
"=""0640011""","Hartford School District",7,"Non-ELL",1271,2481,2501,20,"29.8%","49.1%"
"=""0640011""","Hartford School District",8,"ELL",149,2399,2429,30,"32.9%","50.6%"
"=""0640011""","Hartford School District",8,"Non-ELL",1163,2503,2526,23,"34.9%","52.6%"
"=""0650011""","Hartland School District",4,"Non-ELL",12,"*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Non-ELL",22,2445,2554,109,"77.3%","96.1%"
"=""0650011""","Hartland School District",6,"Non-ELL",32,2514,2551,36,"46.9%","67.0%"
"=""0650011""","Hartland School District",7,"Non-ELL",24,2526,2585,59,"54.2%","74.9%"
"=""0650011""","Hartland School District",8,"Non-ELL",15,"*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Non-ELL",117,2439,2482,42,"35.9%","65.1%"
"=""0670011""","Hebron School District",5,"Non-ELL",105,2485,2532,47,"42.9%","69.8%"
"=""0670011""","Hebron School District",6,"Non-ELL",119,2521,2566,44,"55.5%","72.1%"
"=""2860013""","Highville Charter School District",4,"Non-ELL",40,2390,2428,39,"27.5%","51.4%"
"=""2860013""","Highville Charter School District",5,"Non-ELL",37,2427,2476,49,"37.8%","67.2%"
"=""2860013""","Highville Charter School District",6,"Non-ELL",36,2467,2489,22,"30.6%","53.7%"
"=""2860013""","Highville Charter School District",7,"Non-ELL",31,2510,2536,26,"45.2%","56.8%"
"=""2860013""","Highville Charter School District",8,"Non-ELL",37,2528,2547,20,"24.3%","45.6%"
"=""2640013""","Integrated Day Charter School District",4,"ELL","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",4,"Non-ELL","*",2434,2458,23,"14.3%","39.7%"
"=""2640013""","Integrated Day Charter School District",5,"ELL","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",5,"Non-ELL","*",2446,2460,14,"19.2%","40.5%"
"=""2640013""","Integrated Day Charter School District",6,"ELL","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",6,"Non-ELL","*",2505,2550,44,"63.3%","77.5%"
"=""2640013""","Integrated Day Charter School District",7,"Non-ELL",32,2551,2573,22,"31.3%","57.4%"
"=""2640013""","Integrated Day Charter School District",8,"Non-ELL",35,2552,2562,9,"34.3%","49.6%"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"ELL",6,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"Non-ELL",83,2490,2489,-1,"24.1%","36.2%"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"ELL",9,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"Non-ELL",75,2481,2515,34,"41.3%","59.3%"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"ELL",11,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"Non-ELL",70,2525,2548,23,"31.4%","46.4%"
"=""2610013""","Jumoke Academy District",4,"Non-ELL",59,2378,2440,62,"49.2%","73.8%"
"=""2610013""","Jumoke Academy District",5,"Non-ELL",66,2442,2463,21,"21.2%","40.2%"
"=""2610013""","Jumoke Academy District",6,"Non-ELL",50,2486,2521,35,"38.0%","60.1%"
"=""2610013""","Jumoke Academy District",7,"Non-ELL",70,2489,2519,31,"34.3%","52.3%"
"=""2610013""","Jumoke Academy District",8,"Non-ELL",80,2526,2545,18,"33.8%","50.5%"
"=""0680011""","Kent School District",4,"Non-ELL",25,2459,2528,69,"68.0%","89.0%"
"=""0680011""","Kent School District",5,"Non-ELL",24,2537,2589,52,"58.3%","72.5%"
"=""0680011""","Kent School District",6,"ELL","*","*","*","*","*","*"
"=""0680011""","Kent School District",6,"Non-ELL","*",2564,2601,38,"54.8%","71.3%"
"=""0680011""","Kent School District",7,"Non-ELL",26,2586,2593,7,"26.9%","37.6%"
"=""0680011""","Kent School District",8,"Non-ELL",19,"*","*","*","*","*"
"=""0690011""","Killingly School District",4,"ELL",8,"*","*","*","*","*"
"=""0690011""","Killingly School District",4,"Non-ELL",145,2421,2476,55,"48.3%","70.9%"
"=""0690011""","Killingly School District",5,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",5,"Non-ELL","*",2473,2522,49,"43.3%","70.4%"
"=""0690011""","Killingly School District",6,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",6,"Non-ELL","*",2513,2567,54,"61.7%","79.8%"
"=""0690011""","Killingly School District",7,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",7,"Non-ELL","*",2549,2583,34,"42.5%","62.8%"
"=""0690011""","Killingly School District",8,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",8,"Non-ELL","*",2558,2591,33,"49.7%","67.4%"
"=""2450014""","Learn",4,"ELL",13,"*","*","*","*","*"
"=""2450014""","Learn",4,"Non-ELL",69,2413,2479,65,"47.8%","78.7%"
"=""2450014""","Learn",5,"ELL",6,"*","*","*","*","*"
"=""2450014""","Learn",5,"Non-ELL",76,2499,2564,65,"57.9%","82.9%"
"=""2450014""","Learn",6,"ELL","*","*","*","*","*","*"
"=""2450014""","Learn",6,"Non-ELL","*",2512,2530,18,"22.6%","48.4%"
"=""2450014""","Learn",7,"ELL","*","*","*","*","*","*"
"=""2450014""","Learn",7,"Non-ELL","*",2501,2572,71,"59.1%","79.8%"
"=""2450014""","Learn",8,"ELL",7,"*","*","*","*","*"
"=""2450014""","Learn",8,"Non-ELL",42,2532,2545,14,"23.8%","48.3%"
"=""0710011""","Lebanon School District",4,"Non-ELL",65,2442,2509,67,"56.9%","79.4%"
"=""0710011""","Lebanon School District",5,"Non-ELL",58,2487,2571,84,"74.1%","88.8%"
"=""0710011""","Lebanon School District",6,"Non-ELL",72,2556,2567,11,"38.9%","52.3%"
"=""0710011""","Lebanon School District",7,"Non-ELL",65,2540,2583,43,"55.4%","69.4%"
"=""0710011""","Lebanon School District",8,"Non-ELL",77,2564,2584,19,"33.8%","52.2%"
"=""0720011""","Ledyard School District",4,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",4,"Non-ELL","*",2432,2495,63,"52.1%","75.2%"
"=""0720011""","Ledyard School District",5,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",5,"Non-ELL","*",2495,2517,21,"29.4%","49.3%"
"=""0720011""","Ledyard School District",6,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",6,"Non-ELL","*",2523,2555,32,"41.7%","59.8%"
"=""0720011""","Ledyard School District",7,"Non-ELL",148,2539,2561,23,"35.1%","53.4%"
"=""0720011""","Ledyard School District",8,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",8,"Non-ELL","*",2550,2586,36,"52.0%","71.9%"
"=""0730011""","Lisbon School District",4,"Non-ELL",35,2458,2504,46,"45.7%","68.1%"
"=""0730011""","Lisbon School District",5,"Non-ELL",42,2472,2521,49,"38.1%","64.6%"
"=""0730011""","Lisbon School District",6,"Non-ELL",39,2542,2542,-0,"23.1%","38.5%"
"=""0730011""","Lisbon School District",7,"ELL","*","*","*","*","*","*"
"=""0730011""","Lisbon School District",7,"Non-ELL","*",2575,2609,34,"37.5%","57.0%"
"=""0730011""","Lisbon School District",8,"Non-ELL",38,2542,2571,29,"42.1%","57.5%"
"=""0740011""","Litchfield School District",4,"Non-ELL",70,2471,2544,73,"67.1%","91.3%"
"=""0740011""","Litchfield School District",5,"Non-ELL",68,2504,2571,67,"66.2%","86.6%"
"=""0740011""","Litchfield School District",6,"Non-ELL",73,2564,2602,38,"61.6%","74.0%"
"=""0740011""","Litchfield School District",7,"Non-ELL",78,2566,2590,24,"37.2%","54.8%"
"=""0740011""","Litchfield School District",8,"Non-ELL",83,2580,2616,36,"54.2%","73.6%"
"=""0760011""","Madison School District",4,"Non-ELL",170,2481,2528,47,"52.9%","72.1%"
"=""0760011""","Madison School District",5,"ELL","*","*","*","*","*","*"
"=""0760011""","Madison School District",5,"Non-ELL","*",2534,2546,12,"32.0%","50.4%"
"=""0760011""","Madison School District",6,"Non-ELL",191,2548,2568,20,"39.3%","58.9%"
"=""0760011""","Madison School District",7,"Non-ELL",213,2567,2582,15,"35.2%","51.0%"
"=""0760011""","Madison School District",8,"Non-ELL",239,2602,2603,1,"29.7%","44.6%"
"=""0770011""","Manchester School District",4,"ELL",17,"*","*","*","*","*"
"=""0770011""","Manchester School District",4,"Non-ELL",404,2409,2447,39,"31.9%","57.4%"
"=""0770011""","Manchester School District",5,"ELL",16,"*","*","*","*","*"
"=""0770011""","Manchester School District",5,"Non-ELL",427,2436,2486,50,"39.1%","65.3%"
"=""0770011""","Manchester School District",6,"ELL",10,"*","*","*","*","*"
"=""0770011""","Manchester School District",6,"Non-ELL",380,2470,2495,24,"33.4%","52.8%"
"=""0770011""","Manchester School District",7,"ELL",15,"*","*","*","*","*"
"=""0770011""","Manchester School District",7,"Non-ELL",367,2498,2529,31,"37.6%","58.2%"
"=""0770011""","Manchester School District",8,"ELL",10,"*","*","*","*","*"
"=""0770011""","Manchester School District",8,"Non-ELL",316,2524,2545,20,"32.3%","50.0%"
"=""0780011""","Mansfield School District",4,"ELL","*","*","*","*","*","*"
"=""0780011""","Mansfield School District",4,"Non-ELL","*",2481,2535,54,"56.8%","78.8%"
"=""0780011""","Mansfield School District",5,"ELL","*","*","*","*","*","*"
"=""0780011""","Mansfield School District",5,"Non-ELL","*",2548,2577,29,"47.7%","65.1%"
"=""0780011""","Mansfield School District",6,"ELL","*","*","*","*","*","*"
"=""0780011""","Mansfield School District",6,"Non-ELL","*",2572,2591,20,"44.4%","59.8%"
"=""0780011""","Mansfield School District",7,"Non-ELL",106,2566,2608,41,"53.8%","71.6%"
"=""0780011""","Mansfield School District",8,"Non-ELL",100,2634,2653,19,"54.0%","66.6%"
"=""0790011""","Marlborough School District",4,"Non-ELL",93,2465,2508,43,"45.2%","71.8%"
"=""0790011""","Marlborough School District",5,"Non-ELL",91,2513,2563,50,"61.5%","80.0%"
"=""0790011""","Marlborough School District",6,"Non-ELL",69,2557,2605,48,"63.8%","81.5%"
"=""0800011""","Meriden School District",4,"ELL",71,2323,2371,48,"29.6%","58.0%"
"=""0800011""","Meriden School District",4,"Non-ELL",531,2408,2457,49,"39.5%","64.4%"
"=""0800011""","Meriden School District",5,"ELL",70,2350,2421,72,"37.1%","74.5%"
"=""0800011""","Meriden School District",5,"Non-ELL",533,2450,2493,43,"37.9%","62.7%"
"=""0800011""","Meriden School District",6,"ELL",40,2382,2427,44,"30.0%","59.6%"
"=""0800011""","Meriden School District",6,"Non-ELL",350,2480,2513,33,"42.0%","60.9%"
"=""0800011""","Meriden School District",7,"ELL",44,2390,2440,50,"36.4%","65.5%"
"=""0800011""","Meriden School District",7,"Non-ELL",382,2504,2541,37,"44.5%","63.6%"
"=""0800011""","Meriden School District",8,"ELL",45,2418,2445,27,"26.7%","49.1%"
"=""0800011""","Meriden School District",8,"Non-ELL",384,2524,2550,26,"38.0%","55.6%"
"=""0830011""","Middletown School District",4,"ELL","*","*","*","*","*","*"
"=""0830011""","Middletown School District",4,"Non-ELL","*",2440,2480,40,"36.4%","61.0%"
"=""0830011""","Middletown School District",5,"ELL",8,"*","*","*","*","*"
"=""0830011""","Middletown School District",5,"Non-ELL",326,2465,2502,37,"35.9%","60.7%"
"=""0830011""","Middletown School District",6,"ELL","*","*","*","*","*","*"
"=""0830011""","Middletown School District",6,"Non-ELL","*",2503,2534,31,"42.4%","60.4%"
"=""0830011""","Middletown School District",7,"ELL",9,"*","*","*","*","*"
"=""0830011""","Middletown School District",7,"Non-ELL",335,2535,2553,18,"39.4%","54.1%"
"=""0830011""","Middletown School District",8,"ELL","*","*","*","*","*","*"
"=""0830011""","Middletown School District",8,"Non-ELL","*",2538,2561,23,"37.1%","57.6%"
"=""0840011""","Milford School District",4,"ELL",11,"*","*","*","*","*"
"=""0840011""","Milford School District",4,"Non-ELL",381,2435,2500,66,"51.7%","77.8%"
"=""0840011""","Milford School District",5,"ELL",6,"*","*","*","*","*"
"=""0840011""","Milford School District",5,"Non-ELL",430,2488,2541,53,"48.4%","71.7%"
