"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0340011""","Danbury School District",4,"ELA","Non-High Needs",263,2465,2520,56,"51.3%","74.9%"
"=""0340011""","Danbury School District",4,"Math","High Needs",506,2387,2452,65,"52.8%","82.5%"
"=""0340011""","Danbury School District",4,"Math","Non-High Needs",266,2450,2511,61,"54.9%","82.4%"
"=""0340011""","Danbury School District",5,"ELA","High Needs",503,2438,2496,58,"43.9%","72.0%"
"=""0340011""","Danbury School District",5,"ELA","Non-High Needs",280,2511,2550,39,"45.0%","66.6%"
"=""0340011""","Danbury School District",5,"Math","High Needs",523,2446,2484,38,"44.2%","68.1%"
"=""0340011""","Danbury School District",5,"Math","Non-High Needs",281,2506,2540,34,"46.6%","68.8%"
"=""0340011""","Danbury School District",6,"ELA","High Needs",467,2474,2498,24,"31.3%","52.3%"
"=""0340011""","Danbury School District",6,"ELA","Non-High Needs",245,2538,2559,21,"40.0%","58.0%"
"=""0340011""","Danbury School District",6,"Math","High Needs",482,2457,2479,23,"34.9%","55.8%"
"=""0340011""","Danbury School District",6,"Math","Non-High Needs",244,2513,2543,30,"41.4%","64.3%"
"=""0340011""","Danbury School District",7,"ELA","High Needs",455,2486,2513,28,"32.7%","55.1%"
"=""0340011""","Danbury School District",7,"ELA","Non-High Needs",296,2555,2581,26,"36.8%","56.5%"
"=""0340011""","Danbury School District",7,"Math","High Needs",461,2473,2486,13,"29.7%","47.4%"
"=""0340011""","Danbury School District",7,"Math","Non-High Needs",295,2542,2554,12,"30.8%","47.0%"
"=""0340011""","Danbury School District",8,"ELA","High Needs",414,2492,2534,42,"44.2%","65.9%"
"=""0340011""","Danbury School District",8,"ELA","Non-High Needs",261,2560,2597,37,"50.6%","68.5%"
"=""0340011""","Danbury School District",8,"Math","High Needs",419,2465,2499,35,"46.3%","63.3%"
"=""0340011""","Danbury School District",8,"Math","Non-High Needs",257,2532,2565,33,"51.0%","67.1%"
"=""0350011""","Darien School District",4,"ELA","High Needs",53,2442,2501,59,"56.6%","74.3%"
"=""0350011""","Darien School District",4,"ELA","Non-High Needs",312,2505,2562,57,"62.2%","83.4%"
"=""0350011""","Darien School District",4,"Math","High Needs",53,2452,2495,43,"24.5%","70.1%"
"=""0350011""","Darien School District",4,"Math","Non-High Needs",312,2498,2548,50,"56.1%","80.8%"
"=""0350011""","Darien School District",5,"ELA","High Needs",47,2467,2528,61,"55.3%","74.5%"
"=""0350011""","Darien School District",5,"ELA","Non-High Needs",294,2550,2603,52,"65.6%","84.0%"
"=""0350011""","Darien School District",5,"Math","High Needs",46,2461,2513,52,"65.2%","80.7%"
"=""0350011""","Darien School District",5,"Math","Non-High Needs",295,2536,2585,49,"71.9%","90.1%"
"=""0350011""","Darien School District",6,"ELA","High Needs",62,2489,2528,39,"43.5%","63.6%"
"=""0350011""","Darien School District",6,"ELA","Non-High Needs",323,2590,2623,33,"57.9%","72.2%"
"=""0350011""","Darien School District",6,"Math","High Needs",62,2468,2522,54,"58.1%","73.4%"
"=""0350011""","Darien School District",6,"Math","Non-High Needs",323,2567,2638,71,"82.0%","99.6%"
"=""0350011""","Darien School District",7,"ELA","High Needs",58,2536,2576,40,"44.8%","65.7%"
"=""0350011""","Darien School District",7,"ELA","Non-High Needs",303,2607,2649,41,"61.1%","77.3%"
"=""0350011""","Darien School District",7,"Math","High Needs",59,2545,2565,20,"39.0%","59.4%"
"=""0350011""","Darien School District",7,"Math","Non-High Needs",303,2625,2650,25,"61.4%","76.2%"
"=""0350011""","Darien School District",8,"ELA","High Needs",57,2558,2583,26,"38.6%","59.6%"
"=""0350011""","Darien School District",8,"ELA","Non-High Needs",299,2643,2671,28,"60.5%","73.2%"
"=""0350011""","Darien School District",8,"Math","High Needs",57,2543,2598,55,"77.2%","93.0%"
"=""0350011""","Darien School District",8,"Math","Non-High Needs",299,2652,2702,49,"82.6%","93.4%"
"=""0360011""","Deep River School District",4,"ELA","High Needs",18,"*","*","*","*","*"
"=""0360011""","Deep River School District",4,"ELA","Non-High Needs",30,2479,2523,44,"50.0%","67.9%"
"=""0360011""","Deep River School District",4,"Math","High Needs",18,"*","*","*","*","*"
"=""0360011""","Deep River School District",4,"Math","Non-High Needs",30,2459,2512,53,"53.3%","73.4%"
"=""0360011""","Deep River School District",5,"ELA","High Needs",13,"*","*","*","*","*"
"=""0360011""","Deep River School District",5,"ELA","Non-High Needs",31,2520,2566,47,"58.1%","75.6%"
"=""0360011""","Deep River School District",5,"Math","High Needs",13,"*","*","*","*","*"
"=""0360011""","Deep River School District",5,"Math","Non-High Needs",31,2531,2562,31,"45.2%","67.8%"
"=""0360011""","Deep River School District",6,"ELA","High Needs",14,"*","*","*","*","*"
"=""0360011""","Deep River School District",6,"ELA","Non-High Needs",40,2553,2589,36,"60.0%","72.7%"
"=""0360011""","Deep River School District",6,"Math","High Needs",14,"*","*","*","*","*"
"=""0360011""","Deep River School District",6,"Math","Non-High Needs",40,2525,2582,57,"62.5%","86.0%"
"=""0370011""","Derby School District",4,"ELA","High Needs",77,2386,2426,41,"27.3%","57.0%"
"=""0370011""","Derby School District",4,"ELA","Non-High Needs",44,2428,2503,75,"59.1%","84.6%"
"=""0370011""","Derby School District",4,"Math","High Needs",77,2396,2434,38,"23.4%","56.2%"
"=""0370011""","Derby School District",4,"Math","Non-High Needs",44,2437,2482,45,"29.5%","70.9%"
"=""0370011""","Derby School District",5,"ELA","High Needs",67,2440,2480,40,"31.3%","60.5%"
"=""0370011""","Derby School District",5,"ELA","Non-High Needs",34,2486,2528,42,"41.2%","71.8%"
"=""0370011""","Derby School District",5,"Math","High Needs",68,2438,2442,4,"17.6%","33.5%"
"=""0370011""","Derby School District",5,"Math","Non-High Needs",34,2482,2504,22,"29.4%","57.0%"
"=""0370011""","Derby School District",6,"ELA","High Needs",59,2475,2447,-29,"11.9%","24.3%"
"=""0370011""","Derby School District",6,"ELA","Non-High Needs",47,2514,2487,-27,"19.1%","25.5%"
"=""0370011""","Derby School District",6,"Math","High Needs",58,2453,2459,5,"29.3%","43.2%"
"=""0370011""","Derby School District",6,"Math","Non-High Needs",47,2479,2503,24,"34.0%","61.0%"
"=""0370011""","Derby School District",7,"ELA","High Needs",61,2455,2478,23,"32.8%","49.2%"
"=""0370011""","Derby School District",7,"ELA","Non-High Needs",41,2503,2540,37,"36.6%","59.4%"
"=""0370011""","Derby School District",7,"Math","High Needs",61,2446,2443,-3,"14.8%","30.4%"
"=""0370011""","Derby School District",7,"Math","Non-High Needs",41,2493,2496,3,"22.0%","38.8%"
"=""0370011""","Derby School District",8,"ELA","High Needs",57,2497,2523,27,"33.3%","52.1%"
"=""0370011""","Derby School District",8,"ELA","Non-High Needs",33,2545,2566,21,"36.4%","55.8%"
"=""0370011""","Derby School District",8,"Math","High Needs",58,2473,2469,-4,"12.1%","29.7%"
"=""0370011""","Derby School District",8,"Math","Non-High Needs",32,2518,2514,-3,"25.0%","41.1%"
"=""0400011""","East Granby School District",4,"ELA","High Needs",11,"*","*","*","*","*"
"=""0400011""","East Granby School District",4,"ELA","Non-High Needs",37,2471,2523,53,"56.8%","78.3%"
"=""0400011""","East Granby School District",4,"Math","High Needs",11,"*","*","*","*","*"
"=""0400011""","East Granby School District",4,"Math","Non-High Needs",37,2472,2522,50,"54.1%","83.1%"
"=""0400011""","East Granby School District",5,"ELA","High Needs",17,"*","*","*","*","*"
"=""0400011""","East Granby School District",5,"ELA","Non-High Needs",52,2544,2596,52,"57.7%","80.9%"
"=""0400011""","East Granby School District",5,"Math","High Needs",17,"*","*","*","*","*"
"=""0400011""","East Granby School District",5,"Math","Non-High Needs",52,2546,2594,48,"61.5%","83.7%"
"=""0400011""","East Granby School District",6,"ELA","High Needs",19,"*","*","*","*","*"
"=""0400011""","East Granby School District",6,"ELA","Non-High Needs",41,2576,2577,0,"34.1%","47.9%"
"=""0400011""","East Granby School District",6,"Math","High Needs",19,"*","*","*","*","*"
"=""0400011""","East Granby School District",6,"Math","Non-High Needs",41,2582,2600,19,"39.0%","54.2%"
"=""0400011""","East Granby School District",7,"ELA","High Needs",13,"*","*","*","*","*"
"=""0400011""","East Granby School District",7,"ELA","Non-High Needs",60,2562,2581,19,"31.7%","48.6%"
"=""0400011""","East Granby School District",7,"Math","High Needs",13,"*","*","*","*","*"
"=""0400011""","East Granby School District",7,"Math","Non-High Needs",60,2562,2598,35,"51.7%","71.4%"
"=""0400011""","East Granby School District",8,"ELA","High Needs",15,"*","*","*","*","*"
"=""0400011""","East Granby School District",8,"ELA","Non-High Needs",45,2609,2636,27,"46.7%","64.1%"
"=""0400011""","East Granby School District",8,"Math","High Needs",15,"*","*","*","*","*"
"=""0400011""","East Granby School District",8,"Math","Non-High Needs",45,2579,2615,36,"53.3%","74.9%"
"=""0410011""","East Haddam School District",4,"ELA","High Needs",23,2417,2449,32,"26.1%","48.3%"
"=""0410011""","East Haddam School District",4,"ELA","Non-High Needs",44,2489,2515,26,"40.9%","58.3%"
"=""0410011""","East Haddam School District",4,"Math","High Needs",23,2444,2450,7,"8.7%","29.8%"
"=""0410011""","East Haddam School District",4,"Math","Non-High Needs",44,2485,2506,21,"20.5%","48.2%"
"=""0410011""","East Haddam School District",5,"ELA","High Needs",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",5,"ELA","Non-High Needs",57,2527,2574,47,"61.4%","74.7%"
"=""0410011""","East Haddam School District",5,"Math","High Needs",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",5,"Math","Non-High Needs",57,2512,2554,43,"54.4%","73.7%"
"=""0410011""","East Haddam School District",6,"ELA","High Needs",19,"*","*","*","*","*"
"=""0410011""","East Haddam School District",6,"ELA","Non-High Needs",56,2548,2587,39,"58.9%","76.7%"
"=""0410011""","East Haddam School District",6,"Math","High Needs",19,"*","*","*","*","*"
"=""0410011""","East Haddam School District",6,"Math","Non-High Needs",56,2528,2555,26,"32.1%","59.3%"
"=""0410011""","East Haddam School District",7,"ELA","High Needs",16,"*","*","*","*","*"
"=""0410011""","East Haddam School District",7,"ELA","Non-High Needs",75,2582,2613,31,"54.7%","66.9%"
"=""0410011""","East Haddam School District",7,"Math","High Needs",16,"*","*","*","*","*"
"=""0410011""","East Haddam School District",7,"Math","Non-High Needs",75,2555,2577,21,"52.0%","71.7%"
"=""0410011""","East Haddam School District",8,"ELA","High Needs",23,2519,2544,25,"34.8%","53.0%"
"=""0410011""","East Haddam School District",8,"ELA","Non-High Needs",71,2570,2593,24,"47.9%","62.6%"
"=""0410011""","East Haddam School District",8,"Math","High Needs",22,2462,2452,-11,"22.7%","34.4%"
"=""0410011""","East Haddam School District",8,"Math","Non-High Needs",70,2563,2544,-19,"14.3%","26.6%"
"=""0420011""","East Hampton School District",4,"ELA","High Needs",23,2403,2444,41,"21.7%","56.7%"
"=""0420011""","East Hampton School District",4,"ELA","Non-High Needs",123,2464,2500,37,"35.8%","60.7%"
"=""0420011""","East Hampton School District",4,"Math","High Needs",23,2408,2466,57,"52.2%","78.9%"
"=""0420011""","East Hampton School District",4,"Math","Non-High Needs",121,2446,2501,55,"52.9%","80.2%"
"=""0420011""","East Hampton School District",5,"ELA","High Needs",27,2449,2464,15,"18.5%","37.9%"
"=""0420011""","East Hampton School District",5,"ELA","Non-High Needs",93,2511,2539,28,"41.9%","60.3%"
"=""0420011""","East Hampton School District",5,"Math","High Needs",26,2455,2475,20,"26.9%","56.1%"
"=""0420011""","East Hampton School District",5,"Math","Non-High Needs",93,2496,2530,34,"48.4%","74.1%"
"=""0420011""","East Hampton School District",6,"ELA","High Needs",31,2479,2484,5,"25.8%","39.5%"
"=""0420011""","East Hampton School District",6,"ELA","Non-High Needs",110,2553,2557,4,"30.0%","43.4%"
"=""0420011""","East Hampton School District",6,"Math","High Needs",31,2455,2458,4,"19.4%","37.6%"
"=""0420011""","East Hampton School District",6,"Math","Non-High Needs",110,2534,2539,5,"19.1%","38.9%"
"=""0420011""","East Hampton School District",7,"ELA","High Needs",24,2456,2492,36,"33.3%","50.7%"
"=""0420011""","East Hampton School District",7,"ELA","Non-High Needs",92,2548,2570,22,"33.7%","50.7%"
"=""0420011""","East Hampton School District",7,"Math","High Needs",24,2445,2450,5,"25.0%","36.7%"
"=""0420011""","East Hampton School District",7,"Math","Non-High Needs",91,2539,2544,4,"28.6%","43.1%"
"=""0420011""","East Hampton School District",8,"ELA","High Needs",27,2500,2520,21,"37.0%","58.4%"
"=""0420011""","East Hampton School District",8,"ELA","Non-High Needs",98,2589,2608,19,"40.8%","57.5%"
"=""0420011""","East Hampton School District",8,"Math","High Needs",27,2482,2491,9,"29.6%","47.8%"
"=""0420011""","East Hampton School District",8,"Math","Non-High Needs",98,2567,2569,2,"28.6%","41.8%"
"=""0430011""","East Hartford School District",4,"ELA","High Needs",343,2363,2417,54,"37.0%","64.6%"
"=""0430011""","East Hartford School District",4,"ELA","Non-High Needs",126,2410,2469,59,"44.4%","72.5%"
"=""0430011""","East Hartford School District",4,"Math","High Needs",344,2378,2423,44,"30.2%","64.2%"
"=""0430011""","East Hartford School District",4,"Math","Non-High Needs",125,2421,2471,50,"39.2%","72.3%"
"=""0430011""","East Hartford School District",5,"ELA","High Needs",317,2403,2453,50,"36.0%","62.3%"
"=""0430011""","East Hartford School District",5,"ELA","Non-High Needs",160,2470,2521,51,"48.8%","69.3%"
"=""0430011""","East Hartford School District",5,"Math","High Needs",317,2420,2426,5,"19.2%","37.0%"
"=""0430011""","East Hartford School District",5,"Math","Non-High Needs",160,2473,2479,7,"15.0%","38.7%"
"=""0430011""","East Hartford School District",6,"ELA","High Needs",288,2441,2475,34,"35.8%","59.4%"
"=""0430011""","East Hartford School District",6,"ELA","Non-High Needs",94,2499,2536,37,"46.8%","66.2%"
"=""0430011""","East Hartford School District",6,"Math","High Needs",289,2422,2433,11,"28.0%","46.3%"
"=""0430011""","East Hartford School District",6,"Math","Non-High Needs",94,2468,2489,21,"29.8%","53.7%"
"=""0430011""","East Hartford School District",7,"ELA","High Needs",314,2467,2487,20,"24.5%","46.4%"
"=""0430011""","East Hartford School District",7,"ELA","Non-High Needs",115,2530,2549,18,"33.0%","54.8%"
"=""0430011""","East Hartford School District",7,"Math","High Needs",312,2432,2440,8,"26.6%","42.2%"
"=""0430011""","East Hartford School District",7,"Math","Non-High Needs",116,2498,2507,9,"24.1%","43.1%"
"=""0430011""","East Hartford School District",8,"ELA","High Needs",317,2469,2499,29,"35.0%","56.3%"
"=""0430011""","East Hartford School District",8,"ELA","Non-High Needs",118,2518,2542,24,"34.7%","53.1%"
"=""0430011""","East Hartford School District",8,"Math","High Needs",320,2445,2458,14,"32.2%","48.0%"
"=""0430011""","East Hartford School District",8,"Math","Non-High Needs",118,2496,2501,5,"22.0%","38.0%"
"=""0440011""","East Haven School District",4,"ELA","High Needs",113,2383,2436,54,"39.8%","67.0%"
"=""0440011""","East Haven School District",4,"ELA","Non-High Needs",92,2443,2495,52,"42.4%","71.4%"
"=""0440011""","East Haven School District",4,"Math","High Needs",114,2386,2439,53,"42.1%","72.9%"
"=""0440011""","East Haven School District",4,"Math","Non-High Needs",92,2444,2489,45,"37.0%","71.3%"
"=""0440011""","East Haven School District",5,"ELA","High Needs",105,2437,2478,40,"33.3%","61.1%"
"=""0440011""","East Haven School District",5,"ELA","Non-High Needs",87,2481,2518,37,"25.3%","58.4%"
"=""0440011""","East Haven School District",5,"Math","High Needs",105,2429,2460,30,"37.1%","63.4%"
"=""0440011""","East Haven School District",5,"Math","Non-High Needs",87,2473,2507,34,"41.4%","70.2%"
"=""0440011""","East Haven School District",6,"ELA","High Needs",118,2470,2509,39,"44.1%","64.9%"
"=""0440011""","East Haven School District",6,"ELA","Non-High Needs",86,2524,2565,41,"50.0%","68.3%"
"=""0440011""","East Haven School District",6,"Math","High Needs",121,2460,2490,30,"37.2%","61.6%"
"=""0440011""","East Haven School District",6,"Math","Non-High Needs",86,2493,2533,41,"51.2%","74.3%"
"=""0440011""","East Haven School District",7,"ELA","High Needs",125,2475,2526,52,"44.8%","72.8%"
"=""0440011""","East Haven School District",7,"ELA","Non-High Needs",105,2541,2592,51,"53.3%","73.3%"
"=""0440011""","East Haven School District",7,"Math","High Needs",123,2460,2472,11,"28.5%","46.4%"
"=""0440011""","East Haven School District",7,"Math","Non-High Needs",103,2528,2534,6,"27.2%","43.3%"
"=""0440011""","East Haven School District",8,"ELA","High Needs",141,2487,2531,44,"43.3%","68.0%"
"=""0440011""","East Haven School District",8,"ELA","Non-High Needs",87,2530,2572,42,"47.1%","68.9%"
"=""0440011""","East Haven School District",8,"Math","High Needs",143,2462,2479,17,"35.0%","52.4%"
"=""0440011""","East Haven School District",8,"Math","Non-High Needs",85,2502,2529,27,"47.1%","64.2%"
"=""0450011""","East Lyme School District",4,"ELA","High Needs",57,2426,2478,53,"42.1%","68.6%"
"=""0450011""","East Lyme School District",4,"ELA","Non-High Needs",123,2497,2558,60,"61.8%","84.2%"
"=""0450011""","East Lyme School District",4,"Math","High Needs",57,2427,2475,48,"40.4%","73.4%"
"=""0450011""","East Lyme School District",4,"Math","Non-High Needs",123,2490,2550,60,"63.4%","88.6%"
"=""0450011""","East Lyme School District",5,"ELA","High Needs",43,2481,2510,29,"37.2%","58.0%"
"=""0450011""","East Lyme School District",5,"ELA","Non-High Needs",145,2559,2584,26,"49.7%","65.0%"
"=""0450011""","East Lyme School District",5,"Math","High Needs",43,2477,2503,26,"30.2%","57.4%"
"=""0450011""","East Lyme School District",5,"Math","Non-High Needs",144,2536,2554,18,"38.2%","56.3%"
"=""0450011""","East Lyme School District",6,"ELA","High Needs",57,2494,2517,23,"28.1%","51.3%"
"=""0450011""","East Lyme School District",6,"ELA","Non-High Needs",136,2548,2583,35,"50.7%","68.0%"
"=""0450011""","East Lyme School District",6,"Math","High Needs",56,2478,2523,45,"39.3%","70.6%"
"=""0450011""","East Lyme School District",6,"Math","Non-High Needs",136,2541,2603,62,"72.1%","92.5%"
"=""0450011""","East Lyme School District",7,"ELA","High Needs",59,2509,2532,23,"40.7%","52.8%"
"=""0450011""","East Lyme School District",7,"ELA","Non-High Needs",153,2598,2630,31,"51.6%","66.0%"
"=""0450011""","East Lyme School District",7,"Math","High Needs",59,2507,2535,27,"47.5%","64.3%"
"=""0450011""","East Lyme School District",7,"Math","Non-High Needs",153,2601,2631,30,"60.8%","76.3%"
"=""0450011""","East Lyme School District",8,"ELA","High Needs",43,2515,2541,26,"30.2%","53.8%"
"=""0450011""","East Lyme School District",8,"ELA","Non-High Needs",145,2602,2622,19,"43.4%","58.8%"
"=""0450011""","East Lyme School District",8,"Math","High Needs",42,2512,2513,1,"21.4%","33.5%"
"=""0450011""","East Lyme School District",8,"Math","Non-High Needs",144,2599,2617,19,"43.8%","59.9%"
"=""0470011""","East Windsor School District",4,"ELA","High Needs",35,2386,2435,49,"31.4%","62.6%"
"=""0470011""","East Windsor School District",4,"ELA","Non-High Needs",33,2458,2508,50,"39.4%","62.3%"
"=""0470011""","East Windsor School District",4,"Math","High Needs",36,2384,2435,52,"36.1%","69.2%"
"=""0470011""","East Windsor School District",4,"Math","Non-High Needs",33,2468,2521,53,"42.4%","80.5%"
"=""0470011""","East Windsor School District",5,"ELA","High Needs",38,2430,2468,37,"28.9%","52.7%"
"=""0470011""","East Windsor School District",5,"ELA","Non-High Needs",36,2494,2522,28,"25.0%","56.1%"
"=""0470011""","East Windsor School District",5,"Math","High Needs",38,2450,2448,-2,"7.9%","30.4%"
"=""0470011""","East Windsor School District",5,"Math","Non-High Needs",36,2510,2500,-9,"16.7%","34.4%"
"=""0470011""","East Windsor School District",6,"ELA","High Needs",40,2470,2495,25,"35.0%","53.4%"
"=""0470011""","East Windsor School District",6,"ELA","Non-High Needs",33,2524,2564,41,"39.4%","66.1%"
"=""0470011""","East Windsor School District",6,"Math","High Needs",40,2445,2454,9,"17.5%","39.8%"
"=""0470011""","East Windsor School District",6,"Math","Non-High Needs",33,2500,2526,26,"45.5%","62.2%"
"=""0470011""","East Windsor School District",7,"ELA","High Needs",29,2456,2499,43,"27.6%","60.6%"
"=""0470011""","East Windsor School District",7,"ELA","Non-High Needs",33,2557,2568,11,"27.3%","48.8%"
"=""0470011""","East Windsor School District",7,"Math","High Needs",29,2447,2468,21,"37.9%","54.9%"
"=""0470011""","East Windsor School District",7,"Math","Non-High Needs",33,2512,2530,18,"18.2%","45.5%"
"=""0470011""","East Windsor School District",8,"ELA","High Needs",32,2542,2579,36,"46.9%","66.7%"
"=""0470011""","East Windsor School District",8,"ELA","Non-High Needs",36,2589,2606,18,"33.3%","57.3%"
"=""0470011""","East Windsor School District",8,"Math","High Needs",33,2476,2515,39,"54.5%","71.8%"
"=""0470011""","East Windsor School District",8,"Math","Non-High Needs",36,2555,2596,41,"58.3%","81.2%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"ELA","High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Math","High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"ELA","High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Math","High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"ELA","High Needs",9,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Math","High Needs",7,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"ELA","High Needs",11,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Math","High Needs",10,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"ELA","High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Math","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"ELA","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Math","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"ELA","High Needs",7,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"ELA","Non-High Needs",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Math","High Needs",7,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Math","Non-High Needs",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"ELA","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Math","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"ELA","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Math","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"ELA","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"ELA","Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Math","High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Math","Non-High Needs","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"ELA","High Needs",24,2423,2494,71,"62.5%","79.1%"
"=""0460011""","Easton School District",4,"ELA","Non-High Needs",77,2502,2571,69,"76.6%","93.8%"
"=""0460011""","Easton School District",4,"Math","High Needs",24,2422,2482,61,"54.2%","81.8%"
"=""0460011""","Easton School District",4,"Math","Non-High Needs",76,2488,2563,75,"71.1%","97.4%"
"=""0460011""","Easton School District",5,"ELA","High Needs",13,"*","*","*","*","*"
"=""0460011""","Easton School District",5,"ELA","Non-High Needs",99,2545,2601,56,"66.7%","85.1%"
"=""0460011""","Easton School District",5,"Math","High Needs",14,"*","*","*","*","*"
"=""0460011""","Easton School District",5,"Math","Non-High Needs",99,2520,2582,62,"74.7%","94.7%"
"=""0460011""","Easton School District",6,"ELA","High Needs",17,"*","*","*","*","*"
"=""0460011""","Easton School District",6,"ELA","Non-High Needs",79,2576,2600,24,"45.6%","64.1%"
"=""0460011""","Easton School District",6,"Math","High Needs",17,"*","*","*","*","*"
"=""0460011""","Easton School District",6,"Math","Non-High Needs",79,2552,2598,47,"64.6%","82.7%"
"=""0460011""","Easton School District",7,"ELA","High Needs",11,"*","*","*","*","*"
"=""0460011""","Easton School District",7,"ELA","Non-High Needs",81,2582,2628,46,"53.1%","74.3%"
"=""0460011""","Easton School District",7,"Math","High Needs",11,"*","*","*","*","*"
"=""0460011""","Easton School District",7,"Math","Non-High Needs",82,2579,2622,42,"63.4%","81.7%"
"=""0460011""","Easton School District",8,"ELA","High Needs",10,"*","*","*","*","*"
"=""0460011""","Easton School District",8,"ELA","Non-High Needs",90,2582,2625,43,"55.6%","71.5%"
"=""0460011""","Easton School District",8,"Math","High Needs",9,"*","*","*","*","*"
"=""0460011""","Easton School District",8,"Math","Non-High Needs",85,2597,2654,56,"69.4%","86.6%"
"=""2420014""","EdAdvance",5,"Math","High Needs","*","*","*","*","*","*"
"=""2420014""","EdAdvance",7,"Math","High Needs","*","*","*","*","*","*"
"=""2420014""","EdAdvance",8,"ELA","High Needs","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"ELA","High Needs",39,2402,2445,43,"30.8%","55.3%"
"=""0480011""","Ellington School District",4,"ELA","Non-High Needs",156,2488,2543,55,"57.1%","82.2%"
"=""0480011""","Ellington School District",4,"Math","High Needs",39,2389,2439,49,"43.6%","74.8%"
"=""0480011""","Ellington School District",4,"Math","Non-High Needs",156,2478,2536,59,"52.6%","82.9%"
"=""0480011""","Ellington School District",5,"ELA","High Needs",41,2450,2490,40,"29.3%","61.4%"
"=""0480011""","Ellington School District",5,"ELA","Non-High Needs",169,2548,2589,40,"55.0%","74.8%"
"=""0480011""","Ellington School District",5,"Math","High Needs",42,2456,2485,29,"47.6%","58.6%"
"=""0480011""","Ellington School District",5,"Math","Non-High Needs",169,2542,2574,32,"50.9%","73.4%"
"=""0480011""","Ellington School District",6,"ELA","High Needs",31,2488,2522,35,"38.7%","63.6%"
"=""0480011""","Ellington School District",6,"ELA","Non-High Needs",178,2571,2594,23,"48.3%","60.9%"
"=""0480011""","Ellington School District",6,"Math","High Needs",31,2467,2487,20,"32.3%","48.5%"
"=""0480011""","Ellington School District",6,"Math","Non-High Needs",178,2548,2586,38,"49.4%","69.5%"
"=""0480011""","Ellington School District",7,"ELA","High Needs",34,2502,2527,25,"38.2%","52.7%"
"=""0480011""","Ellington School District",7,"ELA","Non-High Needs",164,2593,2619,26,"44.5%","62.8%"
"=""0480011""","Ellington School District",7,"Math","High Needs",34,2475,2496,20,"35.3%","55.6%"
"=""0480011""","Ellington School District",7,"Math","Non-High Needs",164,2561,2589,28,"45.7%","67.3%"
"=""0480011""","Ellington School District",8,"ELA","High Needs",33,2546,2531,-15,"9.1%","33.8%"
"=""0480011""","Ellington School District",8,"ELA","Non-High Needs",168,2622,2637,15,"38.1%","58.2%"
"=""0480011""","Ellington School District",8,"Math","High Needs",33,2484,2511,27,"36.4%","63.2%"
"=""0480011""","Ellington School District",8,"Math","Non-High Needs",168,2589,2617,28,"47.6%","65.9%"
