"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0180011""","Brookfield School District",8,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"ELA","Not Eligible for Free/Reduced Lunch",50,2469,2538,68,"68.0%","85.5%"
"=""0190011""","Brooklyn School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"Math","Not Eligible for Free/Reduced Lunch",50,2446,2508,61,"58.0%","85.7%"
"=""0190011""","Brooklyn School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",5,"ELA","Not Eligible for Free/Reduced Lunch",75,2522,2553,31,"36.0%","59.6%"
"=""0190011""","Brooklyn School District",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",5,"Math","Not Eligible for Free/Reduced Lunch",75,2508,2513,5,"17.3%","35.5%"
"=""0190011""","Brooklyn School District",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",6,"ELA","Eligible for Free Lunch","*",2463,2530,67,"56.5%","84.6%"
"=""0190011""","Brooklyn School District",6,"ELA","Not Eligible for Free/Reduced Lunch",48,2548,2613,65,"72.9%","90.6%"
"=""0190011""","Brooklyn School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",6,"Math","Eligible for Free Lunch","*",2431,2484,53,"63.6%","75.6%"
"=""0190011""","Brooklyn School District",6,"Math","Not Eligible for Free/Reduced Lunch",48,2509,2566,57,"60.4%","88.4%"
"=""0190011""","Brooklyn School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"ELA","Eligible for Free Lunch",13,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"ELA","Not Eligible for Free/Reduced Lunch",57,2591,2608,17,"42.1%","56.9%"
"=""0190011""","Brooklyn School District",7,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"Math","Eligible for Free Lunch",13,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"Math","Not Eligible for Free/Reduced Lunch",57,2548,2558,10,"35.1%","50.1%"
"=""0190011""","Brooklyn School District",7,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",8,"ELA","Eligible for Free Lunch",26,2519,2572,54,"53.8%","76.8%"
"=""0190011""","Brooklyn School District",8,"ELA","Not Eligible for Free/Reduced Lunch",70,2595,2622,27,"50.0%","64.9%"
"=""0190011""","Brooklyn School District",8,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",8,"Math","Eligible for Free Lunch",26,2463,2489,26,"42.3%","58.2%"
"=""0190011""","Brooklyn School District",8,"Math","Not Eligible for Free/Reduced Lunch",70,2538,2561,23,"40.0%","56.2%"
"=""0190011""","Brooklyn School District",8,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0210011""","Canaan School District",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"ELA","Not Eligible for Free/Reduced Lunch",10,"*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Math","Not Eligible for Free/Reduced Lunch",10,"*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"ELA","Not Eligible for Free/Reduced Lunch",28,2455,2503,49,"42.9%","75.6%"
"=""0220011""","Canterbury School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Math","Not Eligible for Free/Reduced Lunch",28,2433,2489,56,"46.4%","81.7%"
"=""0220011""","Canterbury School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",5,"ELA","Not Eligible for Free/Reduced Lunch",32,2476,2521,45,"40.6%","67.5%"
"=""0220011""","Canterbury School District",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",5,"Math","Not Eligible for Free/Reduced Lunch",32,2465,2477,11,"28.1%","47.9%"
"=""0220011""","Canterbury School District",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"ELA","Not Eligible for Free/Reduced Lunch",24,2490,2546,56,"54.2%","72.3%"
"=""0220011""","Canterbury School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"Math","Not Eligible for Free/Reduced Lunch",24,2494,2531,37,"41.7%","64.8%"
"=""0220011""","Canterbury School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",7,"ELA","Eligible for Free Lunch",14,"*","*","*","*","*"
"=""0220011""","Canterbury School District",7,"ELA","Not Eligible for Free/Reduced Lunch",50,2514,2562,48,"50.0%","75.7%"
"=""0220011""","Canterbury School District",7,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0220011""","Canterbury School District",7,"Math","Eligible for Free Lunch",14,"*","*","*","*","*"
"=""0220011""","Canterbury School District",7,"Math","Not Eligible for Free/Reduced Lunch",50,2484,2535,50,"62.0%","84.6%"
"=""0220011""","Canterbury School District",7,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0220011""","Canterbury School District",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",8,"ELA","Not Eligible for Free/Reduced Lunch",42,2577,2581,4,"21.4%","36.7%"
"=""0220011""","Canterbury School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",8,"Math","Not Eligible for Free/Reduced Lunch",42,2552,2578,26,"45.2%","66.2%"
"=""0220011""","Canterbury School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",4,"ELA","Not Eligible for Free/Reduced Lunch",93,2490,2532,42,"50.5%","69.9%"
"=""0230011""","Canton School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",4,"Math","Not Eligible for Free/Reduced Lunch",93,2485,2523,38,"40.9%","66.9%"
"=""0230011""","Canton School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",5,"ELA","Not Eligible for Free/Reduced Lunch",115,2515,2563,48,"53.0%","75.2%"
"=""0230011""","Canton School District",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",5,"Math","Not Eligible for Free/Reduced Lunch",115,2500,2543,43,"56.5%","77.5%"
"=""0230011""","Canton School District",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",6,"ELA","Not Eligible for Free/Reduced Lunch",117,2549,2592,43,"58.1%","76.9%"
"=""0230011""","Canton School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",6,"Math","Not Eligible for Free/Reduced Lunch",117,2533,2590,58,"59.0%","83.2%"
"=""0230011""","Canton School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",7,"ELA","Not Eligible for Free/Reduced Lunch",116,2585,2614,29,"50.0%","67.8%"
"=""0230011""","Canton School District",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",7,"Math","Not Eligible for Free/Reduced Lunch",116,2561,2591,30,"57.8%","74.4%"
"=""0230011""","Canton School District",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",8,"ELA","Not Eligible for Free/Reduced Lunch",119,2592,2626,34,"55.5%","72.8%"
"=""0230011""","Canton School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0230011""","Canton School District",8,"Math","Not Eligible for Free/Reduced Lunch",119,2567,2612,46,"65.5%","83.2%"
"=""0230011""","Canton School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"ELA","Eligible for Free Lunch",15,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Math","Eligible for Free Lunch",15,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"ELA","Eligible for Free Lunch",17,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"ELA","Not Eligible for Free/Reduced Lunch",9,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Math","Eligible for Free Lunch",17,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Math","Not Eligible for Free/Reduced Lunch",9,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"ELA","Not Eligible for Free/Reduced Lunch",16,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Math","Eligible for Free Lunch",13,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Math","Not Eligible for Free/Reduced Lunch",16,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",4,"ELA","Eligible for Free Lunch",156,2380,2429,49,"32.1%","63.0%"
"=""2410014""","Capitol Region Education Council",4,"ELA","Not Eligible for Free/Reduced Lunch",168,2461,2517,56,"56.0%","79.2%"
"=""2410014""","Capitol Region Education Council",4,"ELA","Eligible for Reduced Lunch",23,2399,2462,62,"26.1%","75.5%"
"=""2410014""","Capitol Region Education Council",4,"Math","Eligible for Free Lunch",157,2385,2437,53,"39.5%","72.3%"
"=""2410014""","Capitol Region Education Council",4,"Math","Not Eligible for Free/Reduced Lunch",171,2463,2513,50,"43.9%","74.8%"
"=""2410014""","Capitol Region Education Council",4,"Math","Eligible for Reduced Lunch",23,2415,2462,48,"34.8%","71.6%"
"=""2410014""","Capitol Region Education Council",5,"ELA","Eligible for Free Lunch",148,2404,2463,59,"41.2%","71.3%"
"=""2410014""","Capitol Region Education Council",5,"ELA","Not Eligible for Free/Reduced Lunch",145,2497,2546,49,"52.4%","71.9%"
"=""2410014""","Capitol Region Education Council",5,"ELA","Eligible for Reduced Lunch",19,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",5,"Math","Eligible for Free Lunch",147,2417,2451,34,"44.9%","65.6%"
"=""2410014""","Capitol Region Education Council",5,"Math","Not Eligible for Free/Reduced Lunch",147,2487,2532,45,"57.1%","78.5%"
"=""2410014""","Capitol Region Education Council",5,"Math","Eligible for Reduced Lunch",19,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",6,"ELA","Eligible for Free Lunch",250,2456,2478,22,"30.8%","48.4%"
"=""2410014""","Capitol Region Education Council",6,"ELA","Not Eligible for Free/Reduced Lunch",280,2521,2542,21,"36.8%","56.9%"
"=""2410014""","Capitol Region Education Council",6,"ELA","Eligible for Reduced Lunch",56,2481,2510,29,"39.3%","57.7%"
"=""2410014""","Capitol Region Education Council",6,"Math","Eligible for Free Lunch",248,2438,2449,10,"27.4%","46.6%"
"=""2410014""","Capitol Region Education Council",6,"Math","Not Eligible for Free/Reduced Lunch",276,2505,2523,17,"32.6%","52.0%"
"=""2410014""","Capitol Region Education Council",6,"Math","Eligible for Reduced Lunch",57,2459,2480,21,"26.3%","49.5%"
"=""2410014""","Capitol Region Education Council",7,"ELA","Eligible for Free Lunch",325,2477,2514,36,"36.6%","58.9%"
"=""2410014""","Capitol Region Education Council",7,"ELA","Not Eligible for Free/Reduced Lunch",286,2550,2579,29,"40.6%","60.5%"
"=""2410014""","Capitol Region Education Council",7,"ELA","Eligible for Reduced Lunch",61,2509,2543,34,"39.3%","67.7%"
"=""2410014""","Capitol Region Education Council",7,"Math","Eligible for Free Lunch",320,2463,2474,11,"25.6%","44.9%"
"=""2410014""","Capitol Region Education Council",7,"Math","Not Eligible for Free/Reduced Lunch",282,2527,2549,22,"40.8%","60.6%"
"=""2410014""","Capitol Region Education Council",7,"Math","Eligible for Reduced Lunch",61,2495,2507,13,"31.1%","51.5%"
"=""2410014""","Capitol Region Education Council",8,"ELA","Eligible for Free Lunch",242,2501,2527,27,"38.4%","58.0%"
"=""2410014""","Capitol Region Education Council",8,"ELA","Not Eligible for Free/Reduced Lunch",323,2581,2605,23,"43.7%","59.7%"
"=""2410014""","Capitol Region Education Council",8,"ELA","Eligible for Reduced Lunch",57,2512,2554,42,"45.6%","66.1%"
"=""2410014""","Capitol Region Education Council",8,"Math","Eligible for Free Lunch",227,2479,2502,23,"36.1%","56.2%"
"=""2410014""","Capitol Region Education Council",8,"Math","Not Eligible for Free/Reduced Lunch",320,2561,2583,22,"45.6%","62.9%"
"=""2410014""","Capitol Region Education Council",8,"Math","Eligible for Reduced Lunch",57,2494,2501,7,"33.3%","44.7%"
"=""0240011""","Chaplin School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"ELA","Eligible for Free Lunch",7,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Math","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"ELA","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Math","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"ELA","Eligible for Free Lunch",27,2384,2462,79,"55.6%","81.2%"
"=""0250011""","Cheshire School District",4,"ELA","Not Eligible for Free/Reduced Lunch",245,2479,2542,64,"64.9%","83.0%"
"=""0250011""","Cheshire School District",4,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"Math","Eligible for Free Lunch",27,2402,2455,52,"37.0%","72.1%"
"=""0250011""","Cheshire School District",4,"Math","Not Eligible for Free/Reduced Lunch",245,2465,2517,53,"52.2%","78.1%"
"=""0250011""","Cheshire School District",4,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District",5,"ELA","Eligible for Free Lunch",21,2461,2495,34,"23.8%","53.2%"
"=""0250011""","Cheshire School District",5,"ELA","Not Eligible for Free/Reduced Lunch",310,2539,2592,52,"64.8%","85.2%"
"=""0250011""","Cheshire School District",5,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District",5,"Math","Eligible for Free Lunch",21,2455,2492,37,"38.1%","61.3%"
"=""0250011""","Cheshire School District",5,"Math","Not Eligible for Free/Reduced Lunch",310,2517,2566,49,"63.2%","84.5%"
"=""0250011""","Cheshire School District",5,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0250011""","Cheshire School District",6,"ELA","Eligible for Free Lunch","*",2508,2534,27,"40.9%","55.3%"
"=""0250011""","Cheshire School District",6,"ELA","Not Eligible for Free/Reduced Lunch",351,2561,2595,34,"55.8%","71.1%"
"=""0250011""","Cheshire School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",6,"Math","Eligible for Free Lunch","*",2482,2516,34,"36.4%","69.3%"
"=""0250011""","Cheshire School District",6,"Math","Not Eligible for Free/Reduced Lunch",351,2533,2578,45,"57.8%","76.8%"
"=""0250011""","Cheshire School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",7,"ELA","Eligible for Free Lunch",25,2537,2549,12,"36.0%","53.4%"
"=""0250011""","Cheshire School District",7,"ELA","Not Eligible for Free/Reduced Lunch",317,2593,2611,18,"39.1%","55.3%"
"=""0250011""","Cheshire School District",7,"ELA","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0250011""","Cheshire School District",7,"Math","Eligible for Free Lunch",26,2519,2533,14,"30.8%","48.2%"
"=""0250011""","Cheshire School District",7,"Math","Not Eligible for Free/Reduced Lunch",318,2569,2585,16,"41.2%","57.2%"
"=""0250011""","Cheshire School District",7,"Math","Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0250011""","Cheshire School District",8,"ELA","Eligible for Free Lunch","*",2521,2554,33,"45.0%","64.8%"
"=""0250011""","Cheshire School District",8,"ELA","Not Eligible for Free/Reduced Lunch",322,2609,2628,19,"46.0%","60.7%"
"=""0250011""","Cheshire School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",8,"Math","Not Eligible for Free/Reduced Lunch",322,2580,2616,36,"56.8%","73.5%"
"=""0250011""","Cheshire School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",4,"ELA","Not Eligible for Free/Reduced Lunch","*",2486,2531,45,"50.0%","67.3%"
"=""0260011""","Chester School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",4,"Math","Not Eligible for Free/Reduced Lunch","*",2491,2525,34,"33.3%","61.5%"
"=""0260011""","Chester School District",5,"ELA","Not Eligible for Free/Reduced Lunch","*",2546,2583,37,"53.1%","77.8%"
"=""0260011""","Chester School District",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",5,"Math","Not Eligible for Free/Reduced Lunch","*",2536,2559,23,"43.8%","60.5%"
"=""0260011""","Chester School District",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",6,"ELA","Not Eligible for Free/Reduced Lunch","*",2588,2609,21,"48.6%","62.9%"
"=""0260011""","Chester School District",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",6,"Math","Not Eligible for Free/Reduced Lunch","*",2517,2588,70,"81.1%","97.6%"
"=""0260011""","Chester School District",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0270011""","Clinton School District",4,"ELA","Eligible for Free Lunch",25,2422,2457,35,"12.0%","45.6%"
"=""0270011""","Clinton School District",4,"ELA","Not Eligible for Free/Reduced Lunch",99,2475,2520,44,"43.4%","71.0%"
"=""0270011""","Clinton School District",4,"ELA","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0270011""","Clinton School District",4,"Math","Eligible for Free Lunch",25,2403,2462,59,"48.0%","84.0%"
"=""0270011""","Clinton School District",4,"Math","Not Eligible for Free/Reduced Lunch",99,2449,2510,60,"52.5%","85.1%"
"=""0270011""","Clinton School District",4,"Math","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0270011""","Clinton School District",5,"ELA","Eligible for Free Lunch",14,"*","*","*","*","*"
"=""0270011""","Clinton School District",5,"ELA","Not Eligible for Free/Reduced Lunch",145,2525,2564,39,"46.2%","68.6%"
"=""0270011""","Clinton School District",5,"ELA","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0270011""","Clinton School District",5,"Math","Eligible for Free Lunch",14,"*","*","*","*","*"
"=""0270011""","Clinton School District",5,"Math","Not Eligible for Free/Reduced Lunch",145,2519,2548,29,"51.0%","69.6%"
"=""0270011""","Clinton School District",5,"Math","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0270011""","Clinton School District",6,"ELA","Eligible for Free Lunch",27,2511,2525,13,"29.6%","52.5%"
"=""0270011""","Clinton School District",6,"ELA","Not Eligible for Free/Reduced Lunch",97,2552,2581,28,"43.3%","64.2%"
"=""0270011""","Clinton School District",6,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0270011""","Clinton School District",6,"Math","Eligible for Free Lunch",27,2503,2534,32,"44.4%","61.0%"
"=""0270011""","Clinton School District",6,"Math","Not Eligible for Free/Reduced Lunch",98,2545,2578,33,"48.0%","71.4%"
"=""0270011""","Clinton School District",6,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0270011""","Clinton School District",7,"ELA","Eligible for Free Lunch",25,2500,2519,19,"16.0%","38.8%"
"=""0270011""","Clinton School District",7,"ELA","Not Eligible for Free/Reduced Lunch",108,2582,2596,14,"42.6%","53.4%"
"=""0270011""","Clinton School District",7,"ELA","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0270011""","Clinton School District",7,"Math","Eligible for Free Lunch",25,2469,2492,23,"44.0%","59.8%"
"=""0270011""","Clinton School District",7,"Math","Not Eligible for Free/Reduced Lunch",108,2554,2566,12,"34.3%","52.2%"
"=""0270011""","Clinton School District",7,"Math","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0270011""","Clinton School District",8,"ELA","Eligible for Free Lunch","*",2537,2567,30,"32.1%","55.8%"
"=""0270011""","Clinton School District",8,"ELA","Not Eligible for Free/Reduced Lunch",120,2586,2622,37,"57.5%","72.3%"
"=""0270011""","Clinton School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0270011""","Clinton School District",8,"Math","Eligible for Free Lunch","*",2498,2530,31,"46.4%","67.6%"
"=""0270011""","Clinton School District",8,"Math","Not Eligible for Free/Reduced Lunch",121,2563,2602,40,"57.0%","73.0%"
"=""0270011""","Clinton School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0280011""","Colchester School District",4,"ELA","Eligible for Free Lunch",22,2401,2475,74,"59.1%","84.6%"
"=""0280011""","Colchester School District",4,"ELA","Not Eligible for Free/Reduced Lunch",132,2468,2527,58,"56.8%","79.7%"
"=""0280011""","Colchester School District",4,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0280011""","Colchester School District",4,"Math","Eligible for Free Lunch",22,2419,2475,55,"40.9%","80.0%"
"=""0280011""","Colchester School District",4,"Math","Not Eligible for Free/Reduced Lunch",132,2468,2523,55,"49.2%","82.2%"
"=""0280011""","Colchester School District",4,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0280011""","Colchester School District",5,"ELA","Eligible for Free Lunch",28,2437,2494,56,"39.3%","71.3%"
"=""0280011""","Colchester School District",5,"ELA","Not Eligible for Free/Reduced Lunch",156,2515,2567,53,"54.5%","80.4%"
