"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0430011""","East Hartford School District",6,"Non-ELL",349,2437,2452,15,"28.9%","48.8%"
"=""0430011""","East Hartford School District",7,"ELL",25,2340,2373,32,"36.0%","61.3%"
"=""0430011""","East Hartford School District",7,"Non-ELL",403,2457,2463,7,"25.3%","41.3%"
"=""0430011""","East Hartford School District",8,"ELL",34,2379,2396,18,"38.2%","51.4%"
"=""0430011""","East Hartford School District",8,"Non-ELL",404,2465,2476,11,"28.7%","44.8%"
"=""0440011""","East Haven School District",4,"ELL",23,2370,2440,70,"52.2%","81.7%"
"=""0440011""","East Haven School District",4,"Non-ELL",183,2417,2464,47,"38.3%","71.0%"
"=""0440011""","East Haven School District",5,"ELL",13,"*","*","*","*","*"
"=""0440011""","East Haven School District",5,"Non-ELL",179,2453,2485,32,"37.4%","66.4%"
"=""0440011""","East Haven School District",6,"ELL",17,"*","*","*","*","*"
"=""0440011""","East Haven School District",6,"Non-ELL",190,2479,2513,34,"43.2%","67.1%"
"=""0440011""","East Haven School District",7,"ELL",18,"*","*","*","*","*"
"=""0440011""","East Haven School District",7,"Non-ELL",208,2497,2506,8,"27.4%","44.3%"
"=""0440011""","East Haven School District",8,"ELL",13,"*","*","*","*","*"
"=""0440011""","East Haven School District",8,"Non-ELL",215,2481,2502,21,"40.0%","58.0%"
"=""0450011""","East Lyme School District",4,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",4,"Non-ELL","*",2471,2527,57,"56.5%","84.2%"
"=""0450011""","East Lyme School District",5,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",5,"Non-ELL","*",2523,2543,20,"36.6%","56.5%"
"=""0450011""","East Lyme School District",6,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",6,"Non-ELL","*",2524,2582,58,"63.5%","87.0%"
"=""0450011""","East Lyme School District",7,"ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",7,"Non-ELL","*",2574,2604,30,"56.9%","72.8%"
"=""0450011""","East Lyme School District",8,"Non-ELL",186,2579,2594,15,"38.7%","53.9%"
"=""0470011""","East Windsor School District",4,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",4,"Non-ELL","*",2425,2478,53,"40.3%","75.6%"
"=""0470011""","East Windsor School District",5,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",5,"Non-ELL","*",2481,2475,-5,"12.9%","33.1%"
"=""0470011""","East Windsor School District",6,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",6,"Non-ELL","*",2470,2487,16,"30.6%","49.6%"
"=""0470011""","East Windsor School District",7,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",7,"Non-ELL","*",2484,2502,18,"26.7%","48.7%"
"=""0470011""","East Windsor School District",8,"ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",8,"Non-ELL","*",2519,2558,40,"55.9%","76.2%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Non-ELL",10,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Non-ELL","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Non-ELL",19,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Non-ELL",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Non-ELL",15,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"Non-ELL","*",2472,2543,72,"66.3%","93.4%"
"=""0460011""","Easton School District",5,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",5,"Non-ELL","*",2512,2572,59,"71.4%","90.8%"
"=""0460011""","Easton School District",6,"ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",6,"Non-ELL","*",2535,2579,44,"62.1%","79.1%"
"=""0460011""","Easton School District",7,"Non-ELL",93,2565,2608,43,"63.4%","81.1%"
"=""0460011""","Easton School District",8,"Non-ELL",94,2585,2641,56,"69.1%","85.9%"
"=""2420014""","EdAdvance",5,"Non-ELL","*","*","*","*","*","*"
"=""2420014""","EdAdvance",7,"Non-ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Non-ELL","*",2460,2516,56,"50.3%","81.0%"
"=""0480011""","Ellington School District",5,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",5,"Non-ELL","*",2526,2557,31,"50.2%","70.6%"
"=""0480011""","Ellington School District",6,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",6,"Non-ELL","*",2537,2573,36,"47.3%","67.0%"
"=""0480011""","Ellington School District",7,"Non-ELL",198,2547,2573,27,"43.9%","65.3%"
"=""0480011""","Ellington School District",8,"ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",8,"Non-ELL","*",2572,2600,28,"45.5%","65.3%"
"=""2890013""","Elm City College Preparatory School District",4,"Non-ELL",62,2457,2511,55,"50.0%","78.3%"
"=""2890013""","Elm City College Preparatory School District",5,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",5,"Non-ELL","*",2467,2491,24,"34.9%","54.4%"
"=""2890013""","Elm City College Preparatory School District",6,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"Non-ELL","*",2469,2509,40,"50.8%","72.1%"
"=""2890013""","Elm City College Preparatory School District",7,"ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Non-ELL","*",2485,2504,19,"36.8%","55.2%"
"=""2890013""","Elm City College Preparatory School District",8,"Non-ELL",58,2541,2591,50,"62.1%","79.7%"
"=""0490011""","Enfield School District",4,"ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",4,"Non-ELL","*",2429,2489,60,"52.6%","81.5%"
"=""0490011""","Enfield School District",5,"ELL",9,"*","*","*","*","*"
"=""0490011""","Enfield School District",5,"Non-ELL",362,2476,2496,20,"27.1%","53.4%"
"=""0490011""","Enfield School District",6,"ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",6,"Non-ELL","*",2499,2529,30,"40.5%","65.7%"
"=""0490011""","Enfield School District",7,"ELL",6,"*","*","*","*","*"
"=""0490011""","Enfield School District",7,"Non-ELL",347,2525,2533,8,"22.5%","42.2%"
"=""0490011""","Enfield School District",8,"ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",8,"Non-ELL","*",2526,2538,12,"30.7%","49.8%"
"=""0500011""","Essex School District",4,"ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",4,"Non-ELL","*",2468,2514,47,"45.1%","77.7%"
"=""0500011""","Essex School District",5,"ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",5,"Non-ELL","*",2497,2550,52,"68.6%","89.4%"
"=""0500011""","Essex School District",6,"Non-ELL",78,2542,2586,44,"62.8%","80.6%"
"=""0510011""","Fairfield School District",4,"ELL",10,"*","*","*","*","*"
"=""0510011""","Fairfield School District",4,"Non-ELL",821,2456,2513,57,"51.4%","81.3%"
"=""0510011""","Fairfield School District",5,"ELL",17,"*","*","*","*","*"
"=""0510011""","Fairfield School District",5,"Non-ELL",716,2504,2546,42,"55.9%","78.5%"
"=""0510011""","Fairfield School District",6,"ELL",6,"*","*","*","*","*"
"=""0510011""","Fairfield School District",6,"Non-ELL",712,2544,2577,33,"47.1%","69.3%"
"=""0510011""","Fairfield School District",7,"ELL",16,"*","*","*","*","*"
"=""0510011""","Fairfield School District",7,"Non-ELL",742,2573,2589,15,"39.9%","55.7%"
"=""0510011""","Fairfield School District",8,"ELL",8,"*","*","*","*","*"
"=""0510011""","Fairfield School District",8,"Non-ELL",747,2583,2613,30,"51.9%","68.4%"
"=""0520011""","Farmington School District",4,"ELL",9,"*","*","*","*","*"
"=""0520011""","Farmington School District",4,"Non-ELL",298,2476,2539,63,"64.8%","89.4%"
"=""0520011""","Farmington School District",5,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",5,"Non-ELL","*",2522,2563,42,"57.2%","79.7%"
"=""0520011""","Farmington School District",6,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",6,"Non-ELL","*",2523,2580,56,"67.6%","86.4%"
"=""0520011""","Farmington School District",7,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",7,"Non-ELL","*",2576,2617,41,"65.4%","82.6%"
"=""0520011""","Farmington School District",8,"ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",8,"Non-ELL","*",2603,2645,42,"68.4%","82.6%"
"=""0530011""","Franklin School District",4,"Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Non-ELL",14,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Non-ELL",20,2486,2490,4,"15.0%","29.6%"
"=""0530011""","Franklin School District",7,"Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Non-ELL",20,2530,2535,4,"35.0%","50.0%"
"=""0540011""","Glastonbury School District",4,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Non-ELL","*",2482,2529,48,"48.8%","76.0%"
"=""0540011""","Glastonbury School District",5,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",5,"Non-ELL","*",2527,2578,51,"67.5%","87.9%"
"=""0540011""","Glastonbury School District",6,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",6,"Non-ELL","*",2564,2606,42,"62.1%","80.4%"
"=""0540011""","Glastonbury School District",7,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",7,"Non-ELL","*",2571,2604,33,"51.3%","71.7%"
"=""0540011""","Glastonbury School District",8,"ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",8,"Non-ELL","*",2600,2634,34,"58.8%","74.4%"
"=""0560011""","Granby School District",4,"Non-ELL",128,2463,2516,52,"54.7%","80.2%"
"=""0560011""","Granby School District",5,"ELL","*","*","*","*","*","*"
"=""0560011""","Granby School District",5,"Non-ELL","*",2507,2556,49,"54.6%","83.5%"
"=""0560011""","Granby School District",6,"Non-ELL",146,2539,2592,52,"67.1%","87.4%"
"=""0560011""","Granby School District",7,"Non-ELL",143,2576,2593,17,"39.2%","56.9%"
"=""0560011""","Granby School District",8,"Non-ELL",149,2583,2592,9,"42.3%","58.7%"
"=""2940013""","Great Oaks Charter School District",6,"ELL",21,2415,2480,65,"66.7%","83.2%"
"=""2940013""","Great Oaks Charter School District",6,"Non-ELL",80,2378,2418,40,"52.5%","65.5%"
"=""2940013""","Great Oaks Charter School District",7,"ELL",7,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"Non-ELL",95,2428,2455,26,"34.7%","56.7%"
"=""0570011""","Greenwich School District",4,"ELL",34,2397,2462,65,"58.8%","84.9%"
"=""0570011""","Greenwich School District",4,"Non-ELL",589,2480,2527,47,"50.9%","76.8%"
"=""0570011""","Greenwich School District",5,"ELL",26,2443,2496,53,"57.7%","77.7%"
"=""0570011""","Greenwich School District",5,"Non-ELL",625,2514,2555,41,"58.6%","77.5%"
"=""0570011""","Greenwich School District",6,"ELL",16,"*","*","*","*","*"
"=""0570011""","Greenwich School District",6,"Non-ELL",578,2545,2573,28,"50.7%","67.7%"
"=""0570011""","Greenwich School District",7,"ELL",21,2453,2494,40,"52.4%","73.4%"
"=""0570011""","Greenwich School District",7,"Non-ELL",570,2574,2602,29,"56.3%","72.1%"
"=""0570011""","Greenwich School District",8,"ELL",10,"*","*","*","*","*"
"=""0570011""","Greenwich School District",8,"Non-ELL",591,2591,2628,36,"62.1%","75.3%"
"=""0580011""","Griswold School District",4,"Non-ELL",132,2428,2466,38,"32.6%","59.2%"
"=""0580011""","Griswold School District",5,"ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",5,"Non-ELL","*",2453,2510,57,"62.7%","83.0%"
"=""0580011""","Griswold School District",6,"ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",6,"Non-ELL","*",2515,2549,34,"48.0%","69.2%"
"=""0580011""","Griswold School District",7,"Non-ELL",136,2516,2549,33,"51.5%","67.9%"
"=""0580011""","Griswold School District",8,"Non-ELL",124,2551,2594,43,"57.3%","73.8%"
"=""0590011""","Groton School District",4,"ELL",7,"*","*","*","*","*"
"=""0590011""","Groton School District",4,"Non-ELL",295,2434,2496,62,"56.6%","85.3%"
"=""0590011""","Groton School District",5,"ELL",10,"*","*","*","*","*"
"=""0590011""","Groton School District",5,"Non-ELL",265,2473,2513,40,"52.5%","73.7%"
"=""0590011""","Groton School District",6,"ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District",6,"Non-ELL","*",2513,2531,18,"34.5%","52.0%"
"=""0590011""","Groton School District",7,"ELL",12,"*","*","*","*","*"
"=""0590011""","Groton School District",7,"Non-ELL",289,2506,2540,34,"51.2%","67.3%"
"=""0590011""","Groton School District",8,"ELL",6,"*","*","*","*","*"
"=""0590011""","Groton School District",8,"Non-ELL",243,2542,2549,7,"30.5%","45.8%"
"=""0600011""","Guilford School District",4,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",4,"Non-ELL","*",2488,2528,39,"47.3%","68.2%"
"=""0600011""","Guilford School District",5,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",5,"Non-ELL","*",2523,2565,42,"60.0%","82.2%"
"=""0600011""","Guilford School District",6,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",6,"Non-ELL","*",2527,2568,41,"50.8%","74.1%"
"=""0600011""","Guilford School District",7,"ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",7,"Non-ELL","*",2568,2605,37,"55.6%","75.7%"
"=""0600011""","Guilford School District",8,"Non-ELL",274,2586,2638,52,"74.5%","88.6%"
"=""0620011""","Hamden School District",4,"ELL",12,"*","*","*","*","*"
"=""0620011""","Hamden School District",4,"Non-ELL",350,2442,2481,39,"30.9%","61.3%"
"=""0620011""","Hamden School District",5,"ELL",11,"*","*","*","*","*"
"=""0620011""","Hamden School District",5,"Non-ELL",375,2472,2499,27,"38.4%","60.4%"
"=""0620011""","Hamden School District",6,"ELL",24,2380,2435,56,"70.8%","87.9%"
"=""0620011""","Hamden School District",6,"Non-ELL",337,2485,2517,32,"43.6%","64.6%"
"=""0620011""","Hamden School District",7,"ELL",8,"*","*","*","*","*"
"=""0620011""","Hamden School District",7,"Non-ELL",334,2517,2529,12,"33.2%","50.2%"
"=""0620011""","Hamden School District",8,"ELL",9,"*","*","*","*","*"
"=""0620011""","Hamden School District",8,"Non-ELL",373,2512,2521,8,"32.7%","44.7%"
"=""0630011""","Hampton School District",4,"Non-ELL",9,"*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Non-ELL",10,"*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Non-ELL",8,"*","*","*","*","*"
"=""0640011""","Hartford School District",4,"ELL",268,2328,2377,48,"28.4%","63.1%"
"=""0640011""","Hartford School District",4,"Non-ELL",1201,2385,2426,41,"29.3%","60.1%"
"=""0640011""","Hartford School District",5,"ELL",237,2370,2401,31,"38.0%","63.0%"
"=""0640011""","Hartford School District",5,"Non-ELL",1061,2420,2453,33,"41.5%","63.1%"
"=""0640011""","Hartford School District",6,"ELL",191,2384,2387,3,"28.3%","42.2%"
"=""0640011""","Hartford School District",6,"Non-ELL",1137,2448,2468,20,"34.1%","54.5%"
"=""0640011""","Hartford School District",7,"ELL",188,2371,2394,22,"35.6%","52.1%"
"=""0640011""","Hartford School District",7,"Non-ELL",1266,2455,2473,18,"34.6%","54.5%"
"=""0640011""","Hartford School District",8,"ELL",175,2372,2397,24,"37.1%","56.1%"
"=""0640011""","Hartford School District",8,"Non-ELL",1186,2470,2480,10,"30.9%","47.2%"
"=""0650011""","Hartland School District",4,"Non-ELL",12,"*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Non-ELL",22,2448,2503,55,"68.2%","85.7%"
"=""0650011""","Hartland School District",6,"Non-ELL",31,2498,2553,55,"64.5%","85.2%"
"=""0650011""","Hartland School District",7,"Non-ELL",24,2519,2566,46,"54.2%","75.9%"
"=""0650011""","Hartland School District",8,"Non-ELL",15,"*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Non-ELL",117,2419,2494,75,"59.8%","90.3%"
"=""0670011""","Hebron School District",5,"Non-ELL",106,2480,2521,41,"46.2%","73.9%"
"=""0670011""","Hebron School District",6,"Non-ELL",119,2511,2562,51,"63.0%","81.6%"
"=""2860013""","Highville Charter School District",4,"Non-ELL",40,2364,2429,66,"47.5%","80.4%"
"=""2860013""","Highville Charter School District",5,"Non-ELL",37,2435,2447,12,"27.0%","43.4%"
"=""2860013""","Highville Charter School District",6,"Non-ELL",36,2437,2459,22,"41.7%","59.4%"
"=""2860013""","Highville Charter School District",7,"Non-ELL",31,2478,2507,29,"48.4%","67.4%"
"=""2860013""","Highville Charter School District",8,"Non-ELL",37,2467,2544,77,"70.3%","87.6%"
"=""2640013""","Integrated Day Charter School District",4,"ELL","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",4,"Non-ELL","*",2426,2456,30,"21.4%","55.1%"
"=""2640013""","Integrated Day Charter School District",5,"ELL","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",5,"Non-ELL","*",2395,2441,46,"48.0%","75.2%"
"=""2640013""","Integrated Day Charter School District",6,"ELL","*","*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",6,"Non-ELL","*",2461,2521,60,"75.9%","93.1%"
"=""2640013""","Integrated Day Charter School District",7,"Non-ELL",31,2515,2544,29,"45.2%","65.0%"
"=""2640013""","Integrated Day Charter School District",8,"Non-ELL",35,2532,2529,-3,"25.7%","37.1%"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"ELL",6,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",6,"Non-ELL",83,2467,2438,-29,"6.0%","15.6%"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"ELL",9,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",7,"Non-ELL",74,2467,2484,18,"28.4%","49.3%"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"ELL",10,"*","*","*","*","*"
"=""2650013""","Interdistrict School for Arts and Comm District",8,"Non-ELL",70,2496,2488,-8,"21.4%","32.6%"
"=""2610013""","Jumoke Academy District",4,"Non-ELL",59,2386,2446,60,"49.2%","79.3%"
"=""2610013""","Jumoke Academy District",5,"Non-ELL",66,2436,2446,9,"15.2%","40.5%"
"=""2610013""","Jumoke Academy District",6,"Non-ELL",50,2448,2484,36,"50.0%","66.5%"
"=""2610013""","Jumoke Academy District",7,"Non-ELL",70,2483,2490,8,"28.6%","43.8%"
"=""2610013""","Jumoke Academy District",8,"Non-ELL",81,2481,2500,20,"38.3%","54.4%"
"=""0680011""","Kent School District",4,"Non-ELL",25,2443,2508,65,"64.0%","88.0%"
"=""0680011""","Kent School District",5,"Non-ELL",24,2513,2569,56,"58.3%","83.2%"
"=""0680011""","Kent School District",6,"ELL","*","*","*","*","*","*"
"=""0680011""","Kent School District",6,"Non-ELL","*",2544,2602,58,"80.6%","91.4%"
"=""0680011""","Kent School District",7,"Non-ELL",26,2554,2564,10,"26.9%","41.9%"
"=""0680011""","Kent School District",8,"Non-ELL",19,"*","*","*","*","*"
"=""0690011""","Killingly School District",4,"ELL",8,"*","*","*","*","*"
"=""0690011""","Killingly School District",4,"Non-ELL",145,2422,2472,50,"36.6%","70.2%"
"=""0690011""","Killingly School District",5,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",5,"Non-ELL","*",2457,2487,29,"37.6%","58.6%"
"=""0690011""","Killingly School District",6,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",6,"Non-ELL","*",2481,2538,58,"63.5%","85.6%"
"=""0690011""","Killingly School District",7,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",7,"Non-ELL","*",2527,2544,16,"34.6%","51.5%"
"=""0690011""","Killingly School District",8,"ELL","*","*","*","*","*","*"
"=""0690011""","Killingly School District",8,"Non-ELL","*",2516,2532,15,"31.8%","53.7%"
"=""2450014""","Learn",4,"ELL",13,"*","*","*","*","*"
"=""2450014""","Learn",4,"Non-ELL",70,2401,2471,69,"58.6%","86.8%"
"=""2450014""","Learn",5,"ELL",6,"*","*","*","*","*"
"=""2450014""","Learn",5,"Non-ELL",76,2478,2510,33,"40.8%","68.2%"
"=""2450014""","Learn",6,"ELL","*","*","*","*","*","*"
"=""2450014""","Learn",6,"Non-ELL","*",2478,2480,2,"15.2%","36.6%"
"=""2450014""","Learn",7,"ELL","*","*","*","*","*","*"
"=""2450014""","Learn",7,"Non-ELL","*",2470,2507,36,"45.5%","65.6%"
"=""2450014""","Learn",8,"ELL",7,"*","*","*","*","*"
"=""2450014""","Learn",8,"Non-ELL",42,2474,2489,15,"31.0%","50.1%"
"=""0710011""","Lebanon School District",4,"Non-ELL",65,2440,2509,69,"56.9%","85.3%"
"=""0710011""","Lebanon School District",5,"Non-ELL",56,2489,2539,51,"55.4%","82.4%"
"=""0710011""","Lebanon School District",6,"Non-ELL",72,2538,2563,25,"33.3%","63.8%"
"=""0710011""","Lebanon School District",7,"Non-ELL",64,2554,2547,-7,"12.5%","30.4%"
"=""0710011""","Lebanon School District",8,"Non-ELL",76,2550,2582,32,"51.3%","67.0%"
"=""0720011""","Ledyard School District",4,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",4,"Non-ELL","*",2421,2487,65,"52.4%","83.5%"
"=""0720011""","Ledyard School District",5,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",5,"Non-ELL","*",2475,2516,40,"50.3%","70.8%"
"=""0720011""","Ledyard School District",6,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",6,"Non-ELL","*",2508,2544,36,"46.8%","69.6%"
"=""0720011""","Ledyard School District",7,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",7,"Non-ELL","*",2532,2552,20,"37.2%","56.2%"
"=""0720011""","Ledyard School District",8,"ELL","*","*","*","*","*","*"
"=""0720011""","Ledyard School District",8,"Non-ELL","*",2548,2583,35,"54.1%","70.2%"
"=""0730011""","Lisbon School District",4,"Non-ELL",35,2417,2459,43,"25.7%","59.0%"
"=""0730011""","Lisbon School District",5,"Non-ELL",42,2446,2466,21,"26.2%","48.7%"
"=""0730011""","Lisbon School District",6,"Non-ELL",39,2471,2505,34,"41.0%","69.6%"
"=""0730011""","Lisbon School District",7,"ELL","*","*","*","*","*","*"
"=""0730011""","Lisbon School District",7,"Non-ELL","*",2526,2566,40,"50.0%","74.5%"
"=""0730011""","Lisbon School District",8,"Non-ELL",38,2499,2565,66,"71.1%","90.4%"
"=""0740011""","Litchfield School District",4,"Non-ELL",70,2474,2543,68,"71.4%","93.6%"
"=""0740011""","Litchfield School District",5,"Non-ELL",68,2507,2568,61,"77.9%","96.0%"
"=""0740011""","Litchfield School District",6,"Non-ELL",73,2543,2579,36,"54.8%","72.9%"
"=""0740011""","Litchfield School District",7,"Non-ELL",78,2564,2585,21,"48.7%","65.1%"
"=""0740011""","Litchfield School District",8,"Non-ELL",83,2584,2595,11,"38.6%","52.0%"
"=""0760011""","Madison School District",4,"Non-ELL",170,2487,2526,40,"44.7%","72.6%"
"=""0760011""","Madison School District",5,"ELL","*","*","*","*","*","*"
"=""0760011""","Madison School District",5,"Non-ELL","*",2530,2545,15,"28.4%","49.8%"
"=""0760011""","Madison School District",6,"Non-ELL",191,2541,2544,3,"22.5%","34.5%"
"=""0760011""","Madison School District",7,"Non-ELL",211,2534,2574,40,"59.2%","78.3%"
"=""0760011""","Madison School District",8,"Non-ELL",241,2600,2612,13,"45.6%","59.6%"
"=""0770011""","Manchester School District",4,"ELL",17,"*","*","*","*","*"
"=""0770011""","Manchester School District",4,"Non-ELL",405,2409,2446,37,"27.4%","57.5%"
"=""0770011""","Manchester School District",5,"ELL",20,2401,2419,18,"25.0%","48.3%"
"=""0770011""","Manchester School District",5,"Non-ELL",426,2449,2474,25,"33.8%","57.0%"
"=""0770011""","Manchester School District",6,"ELL",10,"*","*","*","*","*"
"=""0770011""","Manchester School District",6,"Non-ELL",377,2470,2507,38,"50.1%","70.2%"
"=""0770011""","Manchester School District",7,"ELL",15,"*","*","*","*","*"
"=""0770011""","Manchester School District",7,"Non-ELL",368,2493,2499,6,"27.4%","44.5%"
"=""0770011""","Manchester School District",8,"ELL",12,"*","*","*","*","*"
"=""0770011""","Manchester School District",8,"Non-ELL",314,2503,2504,1,"23.9%","41.6%"
"=""0780011""","Mansfield School District",4,"ELL","*","*","*","*","*","*"
"=""0780011""","Mansfield School District",4,"Non-ELL","*",2479,2537,58,"63.1%","84.6%"
"=""0780011""","Mansfield School District",5,"ELL","*","*","*","*","*","*"
"=""0780011""","Mansfield School District",5,"Non-ELL","*",2543,2555,12,"38.0%","52.5%"
"=""0780011""","Mansfield School District",6,"ELL","*","*","*","*","*","*"
"=""0780011""","Mansfield School District",6,"Non-ELL","*",2557,2586,29,"46.8%","63.8%"
"=""0780011""","Mansfield School District",7,"ELL","*","*","*","*","*","*"
"=""0780011""","Mansfield School District",7,"Non-ELL","*",2558,2602,44,"64.2%","82.3%"
"=""0780011""","Mansfield School District",8,"Non-ELL",100,2640,2655,15,"55.0%","69.0%"
"=""0790011""","Marlborough School District",4,"Non-ELL",93,2475,2519,44,"41.9%","73.0%"
"=""0790011""","Marlborough School District",5,"Non-ELL",90,2527,2576,49,"63.3%","87.2%"
"=""0790011""","Marlborough School District",6,"Non-ELL",69,2540,2607,67,"81.2%","94.9%"
"=""0800011""","Meriden School District",4,"ELL",83,2344,2397,53,"37.3%","67.9%"
"=""0800011""","Meriden School District",4,"Non-ELL",528,2401,2456,55,"41.5%","72.2%"
"=""0800011""","Meriden School District",5,"ELL",69,2375,2414,39,"40.6%","64.1%"
"=""0800011""","Meriden School District",5,"Non-ELL",529,2440,2477,37,"42.5%","69.4%"
"=""0800011""","Meriden School District",6,"ELL",45,2376,2370,-6,"22.2%","39.0%"
"=""0800011""","Meriden School District",6,"Non-ELL",343,2456,2478,22,"35.6%","55.2%"
"=""0800011""","Meriden School District",7,"ELL",50,2363,2408,45,"44.0%","64.3%"
"=""0800011""","Meriden School District",7,"Non-ELL",377,2470,2509,39,"48.5%","69.5%"
"=""0800011""","Meriden School District",8,"ELL",48,2370,2414,44,"45.8%","64.4%"
"=""0800011""","Meriden School District",8,"Non-ELL",377,2474,2486,12,"33.2%","49.6%"
"=""0830011""","Middletown School District",4,"ELL",6,"*","*","*","*","*"
"=""0830011""","Middletown School District",4,"Non-ELL",334,2434,2482,47,"43.1%","71.2%"
"=""0830011""","Middletown School District",5,"ELL",9,"*","*","*","*","*"
"=""0830011""","Middletown School District",5,"Non-ELL",325,2461,2490,29,"38.5%","60.7%"
"=""0830011""","Middletown School District",6,"ELL","*","*","*","*","*","*"
