"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0320011""","Coventry School District",5,"High Needs",28,2436,2483,48,"21.4%","63.2%"
"=""0320011""","Coventry School District",5,"Non-High Needs",87,2514,2560,47,"44.8%","68.7%"
"=""0320011""","Coventry School District",6,"High Needs",35,2487,2520,34,"37.1%","60.4%"
"=""0320011""","Coventry School District",6,"Non-High Needs",84,2549,2594,45,"52.4%","75.1%"
"=""0320011""","Coventry School District",7,"High Needs",35,2510,2565,55,"62.9%","82.6%"
"=""0320011""","Coventry School District",7,"Non-High Needs",88,2577,2632,54,"64.8%","84.3%"
"=""0320011""","Coventry School District",8,"High Needs",31,2521,2585,64,"48.4%","78.3%"
"=""0320011""","Coventry School District",8,"Non-High Needs",100,2586,2633,47,"62.0%","78.7%"
"=""0330011""","Cromwell School District",4,"High Needs",38,2366,2406,40,"31.6%","55.9%"
"=""0330011""","Cromwell School District",4,"Non-High Needs",109,2464,2499,35,"33.0%","58.8%"
"=""0330011""","Cromwell School District",5,"High Needs",47,2420,2461,41,"31.9%","61.5%"
"=""0330011""","Cromwell School District",5,"Non-High Needs",125,2500,2534,34,"32.8%","60.4%"
"=""0330011""","Cromwell School District",6,"High Needs",41,2454,2518,64,"61.0%","81.7%"
"=""0330011""","Cromwell School District",6,"Non-High Needs",105,2547,2598,52,"67.6%","84.6%"
"=""0330011""","Cromwell School District",7,"High Needs",36,2513,2537,24,"36.1%","54.6%"
"=""0330011""","Cromwell School District",7,"Non-High Needs",112,2589,2617,28,"48.2%","67.0%"
"=""0330011""","Cromwell School District",8,"High Needs",35,2526,2566,40,"42.9%","67.7%"
"=""0330011""","Cromwell School District",8,"Non-High Needs",105,2594,2621,27,"48.6%","65.5%"
"=""0340011""","Danbury School District",4,"High Needs",492,2394,2454,60,"44.7%","70.6%"
"=""0340011""","Danbury School District",4,"Non-High Needs",263,2465,2520,56,"51.3%","74.9%"
"=""0340011""","Danbury School District",5,"High Needs",503,2438,2496,58,"43.9%","72.0%"
"=""0340011""","Danbury School District",5,"Non-High Needs",280,2511,2550,39,"45.0%","66.6%"
"=""0340011""","Danbury School District",6,"High Needs",467,2474,2498,24,"31.3%","52.3%"
"=""0340011""","Danbury School District",6,"Non-High Needs",245,2538,2559,21,"40.0%","58.0%"
"=""0340011""","Danbury School District",7,"High Needs",455,2486,2513,28,"32.7%","55.1%"
"=""0340011""","Danbury School District",7,"Non-High Needs",296,2555,2581,26,"36.8%","56.5%"
"=""0340011""","Danbury School District",8,"High Needs",414,2492,2534,42,"44.2%","65.9%"
"=""0340011""","Danbury School District",8,"Non-High Needs",261,2560,2597,37,"50.6%","68.5%"
"=""0350011""","Darien School District",4,"High Needs",53,2442,2501,59,"56.6%","74.3%"
"=""0350011""","Darien School District",4,"Non-High Needs",312,2505,2562,57,"62.2%","83.4%"
"=""0350011""","Darien School District",5,"High Needs",47,2467,2528,61,"55.3%","74.5%"
"=""0350011""","Darien School District",5,"Non-High Needs",294,2550,2603,52,"65.6%","84.0%"
"=""0350011""","Darien School District",6,"High Needs",62,2489,2528,39,"43.5%","63.6%"
"=""0350011""","Darien School District",6,"Non-High Needs",323,2590,2623,33,"57.9%","72.2%"
"=""0350011""","Darien School District",7,"High Needs",58,2536,2576,40,"44.8%","65.7%"
"=""0350011""","Darien School District",7,"Non-High Needs",303,2607,2649,41,"61.1%","77.3%"
"=""0350011""","Darien School District",8,"High Needs",57,2558,2583,26,"38.6%","59.6%"
"=""0350011""","Darien School District",8,"Non-High Needs",299,2643,2671,28,"60.5%","73.2%"
"=""0360011""","Deep River School District",4,"High Needs",18,"*","*","*","*","*"
"=""0360011""","Deep River School District",4,"Non-High Needs",30,2479,2523,44,"50.0%","67.9%"
"=""0360011""","Deep River School District",5,"High Needs",13,"*","*","*","*","*"
"=""0360011""","Deep River School District",5,"Non-High Needs",31,2520,2566,47,"58.1%","75.6%"
"=""0360011""","Deep River School District",6,"High Needs",14,"*","*","*","*","*"
"=""0360011""","Deep River School District",6,"Non-High Needs",40,2553,2589,36,"60.0%","72.7%"
"=""0370011""","Derby School District",4,"High Needs",77,2386,2426,41,"27.3%","57.0%"
"=""0370011""","Derby School District",4,"Non-High Needs",44,2428,2503,75,"59.1%","84.6%"
"=""0370011""","Derby School District",5,"High Needs",67,2440,2480,40,"31.3%","60.5%"
"=""0370011""","Derby School District",5,"Non-High Needs",34,2486,2528,42,"41.2%","71.8%"
"=""0370011""","Derby School District",6,"High Needs",59,2475,2447,-29,"11.9%","24.3%"
"=""0370011""","Derby School District",6,"Non-High Needs",47,2514,2487,-27,"19.1%","25.5%"
"=""0370011""","Derby School District",7,"High Needs",61,2455,2478,23,"32.8%","49.2%"
"=""0370011""","Derby School District",7,"Non-High Needs",41,2503,2540,37,"36.6%","59.4%"
"=""0370011""","Derby School District",8,"High Needs",57,2497,2523,27,"33.3%","52.1%"
"=""0370011""","Derby School District",8,"Non-High Needs",33,2545,2566,21,"36.4%","55.8%"
"=""0400011""","East Granby School District",4,"High Needs",11,"*","*","*","*","*"
"=""0400011""","East Granby School District",4,"Non-High Needs",37,2471,2523,53,"56.8%","78.3%"
"=""0400011""","East Granby School District",5,"High Needs",17,"*","*","*","*","*"
"=""0400011""","East Granby School District",5,"Non-High Needs",52,2544,2596,52,"57.7%","80.9%"
"=""0400011""","East Granby School District",6,"High Needs",19,"*","*","*","*","*"
"=""0400011""","East Granby School District",6,"Non-High Needs",41,2576,2577,0,"34.1%","47.9%"
"=""0400011""","East Granby School District",7,"High Needs",13,"*","*","*","*","*"
"=""0400011""","East Granby School District",7,"Non-High Needs",60,2562,2581,19,"31.7%","48.6%"
"=""0400011""","East Granby School District",8,"High Needs",15,"*","*","*","*","*"
"=""0400011""","East Granby School District",8,"Non-High Needs",45,2609,2636,27,"46.7%","64.1%"
"=""0410011""","East Haddam School District",4,"High Needs",23,2417,2449,32,"26.1%","48.3%"
"=""0410011""","East Haddam School District",4,"Non-High Needs",44,2489,2515,26,"40.9%","58.3%"
"=""0410011""","East Haddam School District",5,"High Needs",10,"*","*","*","*","*"
"=""0410011""","East Haddam School District",5,"Non-High Needs",57,2527,2574,47,"61.4%","74.7%"
"=""0410011""","East Haddam School District",6,"High Needs",19,"*","*","*","*","*"
"=""0410011""","East Haddam School District",6,"Non-High Needs",56,2548,2587,39,"58.9%","76.7%"
"=""0410011""","East Haddam School District",7,"High Needs",16,"*","*","*","*","*"
"=""0410011""","East Haddam School District",7,"Non-High Needs",75,2582,2613,31,"54.7%","66.9%"
"=""0410011""","East Haddam School District",8,"High Needs",23,2519,2544,25,"34.8%","53.0%"
"=""0410011""","East Haddam School District",8,"Non-High Needs",71,2570,2593,24,"47.9%","62.6%"
"=""0420011""","East Hampton School District",4,"High Needs",23,2403,2444,41,"21.7%","56.7%"
"=""0420011""","East Hampton School District",4,"Non-High Needs",123,2464,2500,37,"35.8%","60.7%"
"=""0420011""","East Hampton School District",5,"High Needs",27,2449,2464,15,"18.5%","37.9%"
"=""0420011""","East Hampton School District",5,"Non-High Needs",93,2511,2539,28,"41.9%","60.3%"
"=""0420011""","East Hampton School District",6,"High Needs",31,2479,2484,5,"25.8%","39.5%"
"=""0420011""","East Hampton School District",6,"Non-High Needs",110,2553,2557,4,"30.0%","43.4%"
"=""0420011""","East Hampton School District",7,"High Needs",24,2456,2492,36,"33.3%","50.7%"
"=""0420011""","East Hampton School District",7,"Non-High Needs",92,2548,2570,22,"33.7%","50.7%"
"=""0420011""","East Hampton School District",8,"High Needs",27,2500,2520,21,"37.0%","58.4%"
"=""0420011""","East Hampton School District",8,"Non-High Needs",98,2589,2608,19,"40.8%","57.5%"
"=""0430011""","East Hartford School District",4,"High Needs",343,2363,2417,54,"37.0%","64.6%"
"=""0430011""","East Hartford School District",4,"Non-High Needs",126,2410,2469,59,"44.4%","72.5%"
"=""0430011""","East Hartford School District",5,"High Needs",317,2403,2453,50,"36.0%","62.3%"
"=""0430011""","East Hartford School District",5,"Non-High Needs",160,2470,2521,51,"48.8%","69.3%"
"=""0430011""","East Hartford School District",6,"High Needs",288,2441,2475,34,"35.8%","59.4%"
"=""0430011""","East Hartford School District",6,"Non-High Needs",94,2499,2536,37,"46.8%","66.2%"
"=""0430011""","East Hartford School District",7,"High Needs",314,2467,2487,20,"24.5%","46.4%"
"=""0430011""","East Hartford School District",7,"Non-High Needs",115,2530,2549,18,"33.0%","54.8%"
"=""0430011""","East Hartford School District",8,"High Needs",317,2469,2499,29,"35.0%","56.3%"
"=""0430011""","East Hartford School District",8,"Non-High Needs",118,2518,2542,24,"34.7%","53.1%"
"=""0440011""","East Haven School District",4,"High Needs",113,2383,2436,54,"39.8%","67.0%"
"=""0440011""","East Haven School District",4,"Non-High Needs",92,2443,2495,52,"42.4%","71.4%"
"=""0440011""","East Haven School District",5,"High Needs",105,2437,2478,40,"33.3%","61.1%"
"=""0440011""","East Haven School District",5,"Non-High Needs",87,2481,2518,37,"25.3%","58.4%"
"=""0440011""","East Haven School District",6,"High Needs",118,2470,2509,39,"44.1%","64.9%"
"=""0440011""","East Haven School District",6,"Non-High Needs",86,2524,2565,41,"50.0%","68.3%"
"=""0440011""","East Haven School District",7,"High Needs",125,2475,2526,52,"44.8%","72.8%"
"=""0440011""","East Haven School District",7,"Non-High Needs",105,2541,2592,51,"53.3%","73.3%"
"=""0440011""","East Haven School District",8,"High Needs",141,2487,2531,44,"43.3%","68.0%"
"=""0440011""","East Haven School District",8,"Non-High Needs",87,2530,2572,42,"47.1%","68.9%"
"=""0450011""","East Lyme School District",4,"High Needs",57,2426,2478,53,"42.1%","68.6%"
"=""0450011""","East Lyme School District",4,"Non-High Needs",123,2497,2558,60,"61.8%","84.2%"
"=""0450011""","East Lyme School District",5,"High Needs",43,2481,2510,29,"37.2%","58.0%"
"=""0450011""","East Lyme School District",5,"Non-High Needs",145,2559,2584,26,"49.7%","65.0%"
"=""0450011""","East Lyme School District",6,"High Needs",57,2494,2517,23,"28.1%","51.3%"
"=""0450011""","East Lyme School District",6,"Non-High Needs",136,2548,2583,35,"50.7%","68.0%"
"=""0450011""","East Lyme School District",7,"High Needs",59,2509,2532,23,"40.7%","52.8%"
"=""0450011""","East Lyme School District",7,"Non-High Needs",153,2598,2630,31,"51.6%","66.0%"
"=""0450011""","East Lyme School District",8,"High Needs",43,2515,2541,26,"30.2%","53.8%"
"=""0450011""","East Lyme School District",8,"Non-High Needs",145,2602,2622,19,"43.4%","58.8%"
"=""0470011""","East Windsor School District",4,"High Needs",35,2386,2435,49,"31.4%","62.6%"
"=""0470011""","East Windsor School District",4,"Non-High Needs",33,2458,2508,50,"39.4%","62.3%"
"=""0470011""","East Windsor School District",5,"High Needs",38,2430,2468,37,"28.9%","52.7%"
"=""0470011""","East Windsor School District",5,"Non-High Needs",36,2494,2522,28,"25.0%","56.1%"
"=""0470011""","East Windsor School District",6,"High Needs",40,2470,2495,25,"35.0%","53.4%"
"=""0470011""","East Windsor School District",6,"Non-High Needs",33,2524,2564,41,"39.4%","66.1%"
"=""0470011""","East Windsor School District",7,"High Needs",29,2456,2499,43,"27.6%","60.6%"
"=""0470011""","East Windsor School District",7,"Non-High Needs",33,2557,2568,11,"27.3%","48.8%"
"=""0470011""","East Windsor School District",8,"High Needs",32,2542,2579,36,"46.9%","66.7%"
"=""0470011""","East Windsor School District",8,"Non-High Needs",36,2589,2606,18,"33.3%","57.3%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"High Needs","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"High Needs",9,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"High Needs",11,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"High Needs",7,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Non-High Needs",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Non-High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"High Needs","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Non-High Needs","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"High Needs",24,2423,2494,71,"62.5%","79.1%"
"=""0460011""","Easton School District",4,"Non-High Needs",77,2502,2571,69,"76.6%","93.8%"
"=""0460011""","Easton School District",5,"High Needs",13,"*","*","*","*","*"
"=""0460011""","Easton School District",5,"Non-High Needs",99,2545,2601,56,"66.7%","85.1%"
"=""0460011""","Easton School District",6,"High Needs",17,"*","*","*","*","*"
"=""0460011""","Easton School District",6,"Non-High Needs",79,2576,2600,24,"45.6%","64.1%"
"=""0460011""","Easton School District",7,"High Needs",11,"*","*","*","*","*"
"=""0460011""","Easton School District",7,"Non-High Needs",81,2582,2628,46,"53.1%","74.3%"
"=""0460011""","Easton School District",8,"High Needs",10,"*","*","*","*","*"
"=""0460011""","Easton School District",8,"Non-High Needs",90,2582,2625,43,"55.6%","71.5%"
"=""2420014""","EdAdvance",8,"High Needs","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"High Needs",39,2402,2445,43,"30.8%","55.3%"
"=""0480011""","Ellington School District",4,"Non-High Needs",156,2488,2543,55,"57.1%","82.2%"
"=""0480011""","Ellington School District",5,"High Needs",41,2450,2490,40,"29.3%","61.4%"
"=""0480011""","Ellington School District",5,"Non-High Needs",169,2548,2589,40,"55.0%","74.8%"
"=""0480011""","Ellington School District",6,"High Needs",31,2488,2522,35,"38.7%","63.6%"
"=""0480011""","Ellington School District",6,"Non-High Needs",178,2571,2594,23,"48.3%","60.9%"
"=""0480011""","Ellington School District",7,"High Needs",34,2502,2527,25,"38.2%","52.7%"
"=""0480011""","Ellington School District",7,"Non-High Needs",164,2593,2619,26,"44.5%","62.8%"
"=""0480011""","Ellington School District",8,"High Needs",33,2546,2531,-15,"9.1%","33.8%"
"=""0480011""","Ellington School District",8,"Non-High Needs",168,2622,2637,15,"38.1%","58.2%"
"=""2890013""","Elm City College Preparatory School District",4,"High Needs",43,2408,2514,105,"74.4%","97.9%"
"=""2890013""","Elm City College Preparatory School District",4,"Non-High Needs",19,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",5,"High Needs",55,2465,2507,41,"34.5%","61.5%"
"=""2890013""","Elm City College Preparatory School District",5,"Non-High Needs",11,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"High Needs","*",2470,2521,51,"52.5%","74.9%"
"=""2890013""","Elm City College Preparatory School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"High Needs",48,2495,2529,34,"43.8%","65.1%"
"=""2890013""","Elm City College Preparatory School District",7,"Non-High Needs",10,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"High Needs",48,2537,2584,47,"52.1%","68.3%"
"=""2890013""","Elm City College Preparatory School District",8,"Non-High Needs",10,"*","*","*","*","*"
"=""0490011""","Enfield School District",4,"High Needs",160,2413,2468,56,"41.9%","69.0%"
"=""0490011""","Enfield School District",4,"Non-High Needs",190,2452,2514,62,"52.6%","76.7%"
"=""0490011""","Enfield School District",5,"High Needs",169,2437,2494,58,"40.8%","66.2%"
"=""0490011""","Enfield School District",5,"Non-High Needs",201,2494,2550,56,"53.7%","76.4%"
"=""0490011""","Enfield School District",6,"High Needs",153,2481,2500,19,"30.7%","51.9%"
"=""0490011""","Enfield School District",6,"Non-High Needs",160,2541,2554,13,"36.9%","53.0%"
"=""0490011""","Enfield School District",7,"High Needs",146,2479,2514,36,"31.5%","58.4%"
"=""0490011""","Enfield School District",7,"Non-High Needs",210,2540,2580,41,"49.0%","68.8%"
"=""0490011""","Enfield School District",8,"High Needs",131,2508,2541,33,"36.6%","58.2%"
"=""0490011""","Enfield School District",8,"Non-High Needs",194,2559,2610,50,"62.9%","79.2%"
"=""0500011""","Essex School District",4,"High Needs",15,"*","*","*","*","*"
"=""0500011""","Essex School District",4,"Non-High Needs",37,2499,2547,48,"54.1%","72.4%"
"=""0500011""","Essex School District",5,"High Needs",10,"*","*","*","*","*"
"=""0500011""","Essex School District",5,"Non-High Needs",42,2535,2580,46,"59.5%","80.7%"
"=""0500011""","Essex School District",6,"High Needs",11,"*","*","*","*","*"
"=""0500011""","Essex School District",6,"Non-High Needs",67,2596,2612,16,"50.7%","66.1%"
"=""0510011""","Fairfield School District",4,"High Needs",144,2387,2445,58,"45.1%","71.1%"
"=""0510011""","Fairfield School District",4,"Non-High Needs",685,2474,2536,62,"60.4%","82.0%"
"=""0510011""","Fairfield School District",5,"High Needs",134,2431,2481,50,"44.0%","67.7%"
"=""0510011""","Fairfield School District",5,"Non-High Needs",600,2527,2577,50,"55.5%","77.4%"
"=""0510011""","Fairfield School District",6,"High Needs",113,2476,2514,38,"43.4%","64.5%"
"=""0510011""","Fairfield School District",6,"Non-High Needs",607,2574,2596,23,"44.2%","61.6%"
"=""0510011""","Fairfield School District",7,"High Needs",126,2492,2524,32,"37.3%","60.4%"
"=""0510011""","Fairfield School District",7,"Non-High Needs",637,2592,2620,28,"48.0%","65.7%"
"=""0510011""","Fairfield School District",8,"High Needs",155,2513,2542,29,"41.9%","61.1%"
"=""0510011""","Fairfield School District",8,"Non-High Needs",603,2608,2637,30,"50.9%","67.5%"
"=""0520011""","Farmington School District",4,"High Needs",58,2406,2465,59,"48.3%","74.3%"
"=""0520011""","Farmington School District",4,"Non-High Needs",245,2498,2564,67,"69.4%","86.9%"
"=""0520011""","Farmington School District",5,"High Needs",64,2447,2495,47,"42.2%","65.4%"
"=""0520011""","Farmington School District",5,"Non-High Needs",230,2555,2594,39,"55.2%","74.1%"
"=""0520011""","Farmington School District",6,"High Needs",62,2467,2513,46,"45.2%","72.1%"
"=""0520011""","Farmington School District",6,"Non-High Needs",264,2573,2607,33,"53.4%","71.3%"
"=""0520011""","Farmington School District",7,"High Needs",59,2521,2537,17,"28.8%","48.1%"
"=""0520011""","Farmington School District",7,"Non-High Needs",255,2599,2624,25,"44.7%","61.5%"
"=""0520011""","Farmington School District",8,"High Needs",54,2525,2546,21,"38.9%","53.0%"
"=""0520011""","Farmington School District",8,"Non-High Needs",221,2613,2651,38,"62.4%","78.0%"
"=""0530011""","Franklin School District",4,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Non-High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Non-High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"High Needs",7,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Non-High Needs",13,"*","*","*","*","*"
"=""0530011""","Franklin School District",7,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Non-High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"High Needs","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Non-High Needs","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"High Needs",84,2405,2445,40,"31.0%","60.2%"
"=""0540011""","Glastonbury School District",4,"Non-High Needs",334,2504,2552,48,"56.9%","77.7%"
"=""0540011""","Glastonbury School District",5,"High Needs",80,2460,2505,45,"33.8%","63.6%"
"=""0540011""","Glastonbury School District",5,"Non-High Needs",349,2552,2596,44,"62.5%","80.6%"
"=""0540011""","Glastonbury School District",6,"High Needs",72,2491,2528,37,"45.8%","65.3%"
"=""0540011""","Glastonbury School District",6,"Non-High Needs",389,2579,2617,38,"62.5%","77.8%"
"=""0540011""","Glastonbury School District",7,"High Needs",80,2506,2528,21,"28.8%","44.4%"
"=""0540011""","Glastonbury School District",7,"Non-High Needs",423,2607,2618,11,"40.4%","54.1%"
"=""0540011""","Glastonbury School District",8,"High Needs",79,2518,2536,18,"36.7%","54.1%"
"=""0540011""","Glastonbury School District",8,"Non-High Needs",425,2618,2642,23,"50.4%","66.6%"
"=""0560011""","Granby School District",4,"High Needs",25,2403,2463,59,"52.0%","70.2%"
"=""0560011""","Granby School District",4,"Non-High Needs",103,2473,2557,84,"74.8%","95.3%"
"=""0560011""","Granby School District",5,"High Needs",29,2459,2501,42,"37.9%","64.0%"
"=""0560011""","Granby School District",5,"Non-High Needs",91,2536,2586,50,"62.6%","81.0%"
"=""0560011""","Granby School District",6,"High Needs",27,2476,2536,60,"59.3%","77.6%"
"=""0560011""","Granby School District",6,"Non-High Needs",119,2577,2623,46,"66.4%","82.3%"
"=""0560011""","Granby School District",7,"High Needs",26,2492,2518,27,"26.9%","52.2%"
"=""0560011""","Granby School District",7,"Non-High Needs",117,2588,2623,35,"50.4%","69.0%"
"=""0560011""","Granby School District",8,"High Needs",31,2554,2573,19,"45.2%","57.8%"
"=""0560011""","Granby School District",8,"Non-High Needs",119,2592,2632,40,"58.8%","75.0%"
"=""2940013""","Great Oaks Charter School District",6,"High Needs",90,2399,2427,28,"30.0%","49.8%"
"=""2940013""","Great Oaks Charter School District",6,"Non-High Needs",11,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"High Needs",91,2431,2485,54,"48.4%","66.8%"
"=""2940013""","Great Oaks Charter School District",7,"Non-High Needs",14,"*","*","*","*","*"
"=""0570011""","Greenwich School District",4,"High Needs",141,2404,2451,47,"36.9%","61.3%"
"=""0570011""","Greenwich School District",4,"Non-High Needs",473,2503,2559,56,"63.6%","82.2%"
"=""0570011""","Greenwich School District",5,"High Needs",156,2454,2509,55,"46.2%","71.4%"
"=""0570011""","Greenwich School District",5,"Non-High Needs",484,2546,2594,48,"60.5%","79.5%"
"=""0570011""","Greenwich School District",6,"High Needs",142,2478,2509,30,"33.1%","57.2%"
"=""0570011""","Greenwich School District",6,"Non-High Needs",445,2576,2601,25,"49.9%","66.0%"
"=""0570011""","Greenwich School District",7,"High Needs",135,2492,2533,41,"45.2%","62.0%"
"=""0570011""","Greenwich School District",7,"Non-High Needs",451,2599,2635,36,"57.4%","72.1%"
"=""0570011""","Greenwich School District",8,"High Needs",135,2515,2551,36,"42.2%","60.5%"
"=""0570011""","Greenwich School District",8,"Non-High Needs",463,2621,2651,31,"57.5%","72.0%"
"=""0580011""","Griswold School District",4,"High Needs",55,2406,2454,48,"43.6%","64.9%"
"=""0580011""","Griswold School District",4,"Non-High Needs",77,2454,2496,42,"37.7%","66.6%"
"=""0580011""","Griswold School District",5,"High Needs",57,2453,2485,32,"24.6%","50.9%"
"=""0580011""","Griswold School District",5,"Non-High Needs",61,2527,2572,45,"54.1%","71.1%"
"=""0580011""","Griswold School District",6,"High Needs",59,2478,2510,32,"33.9%","54.9%"
"=""0580011""","Griswold School District",6,"Non-High Needs",65,2553,2582,29,"47.7%","67.7%"
"=""0580011""","Griswold School District",7,"High Needs",67,2493,2527,34,"35.8%","53.8%"
"=""0580011""","Griswold School District",7,"Non-High Needs",70,2562,2606,44,"51.4%","73.9%"
"=""0580011""","Griswold School District",8,"High Needs",56,2525,2553,28,"37.5%","58.7%"
"=""0580011""","Griswold School District",8,"Non-High Needs",68,2589,2625,35,"52.9%","70.5%"
"=""0590011""","Groton School District",4,"High Needs",150,2408,2459,51,"39.3%","65.5%"
"=""0590011""","Groton School District",4,"Non-High Needs",153,2472,2534,62,"54.2%","81.0%"
"=""0590011""","Groton School District",5,"High Needs",156,2440,2494,54,"46.8%","68.0%"
"=""0590011""","Groton School District",5,"Non-High Needs",117,2507,2557,50,"48.7%","70.0%"
"=""0590011""","Groton School District",6,"High Needs",137,2489,2503,13,"27.0%","43.9%"
"=""0590011""","Groton School District",6,"Non-High Needs",146,2555,2567,12,"34.9%","49.6%"
"=""0590011""","Groton School District",7,"High Needs",159,2475,2498,23,"33.3%","49.5%"
"=""0590011""","Groton School District",7,"Non-High Needs",138,2547,2581,35,"45.7%","63.6%"
"=""0590011""","Groton School District",8,"High Needs",115,2485,2520,35,"39.1%","62.2%"
"=""0590011""","Groton School District",8,"Non-High Needs",132,2581,2606,25,"41.7%","58.5%"
"=""0600011""","Guilford School District",4,"High Needs",47,2400,2459,59,"46.8%","73.5%"
"=""0600011""","Guilford School District",4,"Non-High Needs",202,2503,2559,56,"61.9%","82.8%"
"=""0600011""","Guilford School District",5,"High Needs",46,2420,2474,54,"45.7%","68.2%"
"=""0600011""","Guilford School District",5,"Non-High Needs",232,2547,2580,33,"47.0%","67.1%"
"=""0600011""","Guilford School District",6,"High Needs",51,2498,2536,38,"49.0%","65.1%"
"=""0600011""","Guilford School District",6,"Non-High Needs",198,2577,2609,32,"55.6%","71.9%"
"=""0600011""","Guilford School District",7,"High Needs",45,2520,2568,47,"48.9%","63.3%"
"=""0600011""","Guilford School District",7,"Non-High Needs",207,2601,2641,40,"58.0%","74.5%"
"=""0600011""","Guilford School District",8,"High Needs",52,2556,2577,22,"38.5%","56.1%"
"=""0600011""","Guilford School District",8,"Non-High Needs",223,2637,2664,27,"58.7%","74.0%"
"=""0620011""","Hamden School District",4,"High Needs",181,2390,2440,50,"39.8%","66.5%"
"=""0620011""","Hamden School District",4,"Non-High Needs",179,2481,2525,45,"52.0%","73.4%"
"=""0620011""","Hamden School District",5,"High Needs",187,2426,2448,22,"19.3%","43.7%"
"=""0620011""","Hamden School District",5,"Non-High Needs",198,2518,2555,36,"45.5%","65.2%"
"=""0620011""","Hamden School District",6,"High Needs",186,2448,2498,50,"49.5%","72.1%"
"=""0620011""","Hamden School District",6,"Non-High Needs",174,2550,2585,35,"52.3%","68.7%"
"=""0620011""","Hamden School District",7,"High Needs",171,2496,2506,9,"28.1%","43.4%"
"=""0620011""","Hamden School District",7,"Non-High Needs",176,2578,2586,8,"30.7%","47.7%"
"=""0620011""","Hamden School District",8,"High Needs",195,2504,2513,9,"25.1%","44.1%"
"=""0620011""","Hamden School District",8,"Non-High Needs",188,2588,2597,9,"31.4%","48.4%"
"=""0630011""","Hampton School District",4,"High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Non-High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"High Needs","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""0640011""","Hartford School District",4,"High Needs",1334,2366,2401,35,"24.4%","52.0%"
"=""0640011""","Hartford School District",4,"Non-High Needs",117,2459,2504,45,"47.0%","69.9%"
"=""0640011""","Hartford School District",5,"High Needs",1150,2396,2445,49,"36.8%","63.1%"
"=""0640011""","Hartford School District",5,"Non-High Needs",136,2480,2540,60,"58.1%","77.3%"
"=""0640011""","Hartford School District",6,"High Needs",1086,2435,2460,26,"31.2%","52.9%"
"=""0640011""","Hartford School District",6,"Non-High Needs",229,2525,2550,26,"42.8%","60.0%"
"=""0640011""","Hartford School District",7,"High Needs",1220,2458,2478,20,"28.2%","48.0%"
"=""0640011""","Hartford School District",7,"Non-High Needs",224,2547,2566,19,"32.6%","50.5%"
