"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0330011""","Cromwell School District",4,"Female",63,2447,2485,38,"34.9%","62.1%"
"=""0330011""","Cromwell School District",4,"Male",84,2432,2468,35,"31.0%","55.1%"
"=""0330011""","Cromwell School District",5,"Female",89,2482,2517,35,"25.8%","57.9%"
"=""0330011""","Cromwell School District",5,"Male",83,2474,2511,37,"39.8%","63.7%"
"=""0330011""","Cromwell School District",6,"Female",72,2552,2606,54,"72.2%","88.2%"
"=""0330011""","Cromwell School District",6,"Male",74,2491,2547,56,"59.5%","79.6%"
"=""0330011""","Cromwell School District",7,"Female",66,2580,2609,29,"53.0%","71.0%"
"=""0330011""","Cromwell School District",7,"Male",82,2563,2588,26,"39.0%","58.4%"
"=""0330011""","Cromwell School District",8,"Female",69,2600,2634,34,"53.6%","71.2%"
"=""0330011""","Cromwell School District",8,"Male",71,2555,2582,27,"40.8%","61.0%"
"=""0340011""","Danbury School District",4,"Female",389,2422,2481,59,"47.3%","72.8%"
"=""0340011""","Danbury School District",4,"Male",366,2415,2473,58,"46.7%","71.4%"
"=""0340011""","Danbury School District",5,"Female",398,2471,2524,53,"43.0%","70.6%"
"=""0340011""","Danbury School District",5,"Male",385,2457,2507,50,"45.7%","69.5%"
"=""0340011""","Danbury School District",6,"Female",354,2505,2528,23,"36.2%","55.9%"
"=""0340011""","Danbury School District",6,"Male",358,2487,2510,23,"32.4%","52.5%"
"=""0340011""","Danbury School District",7,"Female",364,2522,2551,29,"34.3%","56.7%"
"=""0340011""","Danbury School District",7,"Male",387,2504,2530,25,"34.4%","54.6%"
"=""0340011""","Danbury School District",8,"Female",349,2534,2572,38,"46.4%","66.5%"
"=""0340011""","Danbury School District",8,"Male",326,2501,2543,42,"46.9%","67.4%"
"=""0350011""","Darien School District",4,"Female",197,2508,2563,55,"63.5%","82.6%"
"=""0350011""","Darien School District",4,"Male",168,2482,2541,59,"58.9%","81.4%"
"=""0350011""","Darien School District",5,"Female",166,2559,2616,56,"68.7%","87.3%"
"=""0350011""","Darien School District",5,"Male",175,2520,2570,51,"60.0%","78.3%"
"=""0350011""","Darien School District",6,"Female",176,2588,2616,28,"55.1%","70.3%"
"=""0350011""","Darien School District",6,"Male",209,2562,2601,39,"56.0%","71.3%"
"=""0350011""","Darien School District",7,"Female",162,2599,2641,42,"60.5%","77.4%"
"=""0350011""","Darien School District",7,"Male",199,2593,2633,40,"56.8%","73.9%"
"=""0350011""","Darien School District",8,"Female",173,2633,2661,29,"58.4%","71.1%"
"=""0350011""","Darien School District",8,"Male",183,2626,2653,27,"55.7%","70.9%"
"=""0360011""","Deep River School District",4,"Female",25,2482,2539,57,"56.0%","81.0%"
"=""0360011""","Deep River School District",4,"Male",23,2425,2451,26,"26.1%","49.6%"
"=""0360011""","Deep River School District",5,"Female",23,2538,2578,40,"60.9%","71.8%"
"=""0360011""","Deep River School District",5,"Male",21,2477,2516,39,"33.3%","61.2%"
"=""0360011""","Deep River School District",6,"Female",28,2555,2585,29,"50.0%","65.9%"
"=""0360011""","Deep River School District",6,"Male",26,2511,2557,46,"61.5%","73.1%"
"=""0370011""","Derby School District",4,"Female",67,2412,2458,47,"38.8%","63.2%"
"=""0370011""","Derby School District",4,"Male",54,2388,2449,61,"38.9%","71.8%"
"=""0370011""","Derby School District",5,"Female",47,2443,2486,43,"38.3%","66.0%"
"=""0370011""","Derby School District",5,"Male",54,2466,2505,39,"31.5%","62.8%"
"=""0370011""","Derby School District",6,"Female",51,2513,2509,-4,"27.5%","39.8%"
"=""0370011""","Derby School District",6,"Male",55,2473,2423,-50,"3.6%","10.9%"
"=""0370011""","Derby School District",7,"Female",46,2487,2522,35,"34.8%","58.8%"
"=""0370011""","Derby School District",7,"Male",56,2464,2488,24,"33.9%","48.8%"
"=""0370011""","Derby School District",8,"Female",43,2530,2565,35,"46.5%","63.6%"
"=""0370011""","Derby School District",8,"Male",47,2500,2515,15,"23.4%","44.1%"
"=""0400011""","East Granby School District",4,"Female",20,2462,2509,47,"55.0%","72.3%"
"=""0400011""","East Granby School District",4,"Male",28,2442,2496,54,"50.0%","74.3%"
"=""0400011""","East Granby School District",5,"Female",32,2553,2600,46,"56.3%","75.1%"
"=""0400011""","East Granby School District",5,"Male",37,2509,2555,46,"43.2%","69.7%"
"=""0400011""","East Granby School District",6,"Female",21,2575,2569,-6,"28.6%","39.4%"
"=""0400011""","East Granby School District",6,"Male",39,2527,2533,6,"33.3%","50.1%"
"=""0400011""","East Granby School District",7,"Female",41,2547,2568,21,"24.4%","48.2%"
"=""0400011""","East Granby School District",7,"Male",32,2554,2563,9,"37.5%","46.1%"
"=""0400011""","East Granby School District",8,"Female",38,2618,2646,28,"47.4%","64.6%"
"=""0400011""","East Granby School District",8,"Male",22,2522,2552,31,"36.4%","61.7%"
"=""0410011""","East Haddam School District",4,"Female",34,2457,2499,41,"44.1%","62.8%"
"=""0410011""","East Haddam School District",4,"Male",33,2471,2486,15,"27.3%","46.7%"
"=""0410011""","East Haddam School District",5,"Female",34,2527,2572,45,"61.8%","73.9%"
"=""0410011""","East Haddam School District",5,"Male",33,2514,2562,49,"57.6%","71.7%"
"=""0410011""","East Haddam School District",6,"Female",32,2559,2591,32,"53.1%","72.7%"
"=""0410011""","East Haddam School District",6,"Male",43,2525,2560,35,"53.5%","68.6%"
"=""0410011""","East Haddam School District",7,"Female",39,2564,2611,47,"66.7%","79.3%"
"=""0410011""","East Haddam School District",7,"Male",52,2564,2579,16,"34.6%","53.0%"
"=""0410011""","East Haddam School District",8,"Female",42,2560,2599,39,"54.8%","69.8%"
"=""0410011""","East Haddam School District",8,"Male",52,2555,2567,12,"36.5%","52.5%"
"=""0420011""","East Hampton School District",4,"Female",72,2464,2493,29,"27.8%","54.0%"
"=""0420011""","East Hampton School District",4,"Male",74,2444,2490,45,"39.2%","66.0%"
"=""0420011""","East Hampton School District",5,"Female",55,2516,2549,33,"47.3%","65.9%"
"=""0420011""","East Hampton School District",5,"Male",65,2481,2500,19,"27.7%","46.4%"
"=""0420011""","East Hampton School District",6,"Female",63,2541,2539,-2,"22.2%","36.6%"
"=""0420011""","East Hampton School District",6,"Male",78,2533,2542,9,"34.6%","47.4%"
"=""0420011""","East Hampton School District",7,"Female",54,2542,2576,34,"37.0%","55.5%"
"=""0420011""","East Hampton School District",7,"Male",62,2519,2535,16,"30.6%","46.5%"
"=""0420011""","East Hampton School District",8,"Female",54,2603,2631,28,"53.7%","71.9%"
"=""0420011""","East Hampton School District",8,"Male",71,2545,2558,13,"29.6%","46.9%"
"=""0430011""","East Hartford School District",4,"Female",230,2395,2450,55,"38.3%","67.3%"
"=""0430011""","East Hartford School District",4,"Male",239,2357,2412,55,"39.7%","66.1%"
"=""0430011""","East Hartford School District",5,"Female",234,2440,2493,53,"44.9%","70.2%"
"=""0430011""","East Hartford School District",5,"Male",243,2412,2459,47,"35.8%","59.2%"
"=""0430011""","East Hartford School District",6,"Female",183,2471,2506,35,"40.4%","60.7%"
"=""0430011""","East Hartford School District",6,"Male",199,2440,2476,35,"36.7%","61.4%"
"=""0430011""","East Hartford School District",7,"Female",193,2497,2521,24,"28.5%","52.7%"
"=""0430011""","East Hartford School District",7,"Male",236,2473,2489,16,"25.4%","45.3%"
"=""0430011""","East Hartford School District",8,"Female",224,2497,2523,26,"37.9%","57.4%"
"=""0430011""","East Hartford School District",8,"Male",211,2467,2496,29,"31.8%","53.4%"
"=""0440011""","East Haven School District",4,"Female",113,2427,2480,53,"46.0%","71.3%"
"=""0440011""","East Haven School District",4,"Male",92,2389,2441,52,"34.8%","66.1%"
"=""0440011""","East Haven School District",5,"Female",102,2464,2504,40,"29.4%","63.4%"
"=""0440011""","East Haven School District",5,"Male",90,2449,2486,37,"30.0%","55.9%"
"=""0440011""","East Haven School District",6,"Female",109,2501,2543,42,"49.5%","68.6%"
"=""0440011""","East Haven School District",6,"Male",95,2483,2521,38,"43.2%","63.8%"
"=""0440011""","East Haven School District",7,"Female",108,2514,2573,58,"57.4%","78.9%"
"=""0440011""","East Haven School District",7,"Male",122,2496,2542,45,"41.0%","67.7%"
"=""0440011""","East Haven School District",8,"Female",102,2527,2576,49,"52.9%","78.4%"
"=""0440011""","East Haven School District",8,"Male",126,2485,2524,39,"38.1%","60.2%"
"=""0450011""","East Lyme School District",4,"Female",83,2477,2534,57,"54.2%","77.7%"
"=""0450011""","East Lyme School District",4,"Male",97,2473,2532,59,"56.7%","80.6%"
"=""0450011""","East Lyme School District",5,"Female",100,2550,2574,24,"44.0%","60.9%"
"=""0450011""","East Lyme School District",5,"Male",88,2531,2560,29,"50.0%","66.2%"
"=""0450011""","East Lyme School District",6,"Female",86,2540,2574,34,"46.5%","65.4%"
"=""0450011""","East Lyme School District",6,"Male",107,2525,2555,30,"42.1%","61.2%"
"=""0450011""","East Lyme School District",7,"Female",91,2580,2614,34,"52.7%","66.3%"
"=""0450011""","East Lyme School District",7,"Male",121,2569,2594,25,"45.5%","59.3%"
"=""0450011""","East Lyme School District",8,"Female",101,2601,2631,30,"47.5%","63.5%"
"=""0450011""","East Lyme School District",8,"Male",87,2560,2571,11,"32.2%","50.9%"
"=""0470011""","East Windsor School District",4,"Female",36,2425,2474,49,"30.6%","60.2%"
"=""0470011""","East Windsor School District",4,"Male",32,2416,2466,50,"40.6%","65.0%"
"=""0470011""","East Windsor School District",5,"Female",34,2469,2500,31,"29.4%","53.8%"
"=""0470011""","East Windsor School District",5,"Male",40,2455,2489,34,"25.0%","54.8%"
"=""0470011""","East Windsor School District",6,"Female",29,2515,2544,29,"31.0%","54.4%"
"=""0470011""","East Windsor School District",6,"Male",44,2480,2514,34,"40.9%","62.2%"
"=""0470011""","East Windsor School District",7,"Female",35,2506,2534,28,"28.6%","57.2%"
"=""0470011""","East Windsor School District",7,"Male",27,2514,2538,23,"25.9%","50.7%"
"=""0470011""","East Windsor School District",8,"Female",28,2604,2629,25,"39.3%","60.3%"
"=""0470011""","East Windsor School District",8,"Male",40,2541,2568,27,"40.0%","62.7%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Male",9,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Female",10,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Male",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Female",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Male",6,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"Female",46,2498,2563,65,"76.1%","89.9%"
"=""0460011""","Easton School District",4,"Male",55,2471,2544,73,"70.9%","90.5%"
"=""0460011""","Easton School District",5,"Female",57,2538,2594,56,"66.7%","84.1%"
"=""0460011""","Easton School District",5,"Male",55,2530,2589,60,"61.8%","84.7%"
"=""0460011""","Easton School District",6,"Female",47,2578,2594,17,"36.2%","56.7%"
"=""0460011""","Easton School District",6,"Male",49,2531,2558,27,"49.0%","65.3%"
"=""0460011""","Easton School District",7,"Female",46,2594,2627,33,"50.0%","72.9%"
"=""0460011""","Easton School District",7,"Male",46,2549,2608,58,"58.7%","76.8%"
"=""0460011""","Easton School District",8,"Female",39,2592,2626,35,"48.7%","67.5%"
"=""0460011""","Easton School District",8,"Male",61,2562,2613,52,"57.4%","73.5%"
"=""2420014""","EdAdvance",8,"Male","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Female",95,2484,2531,47,"52.6%","72.9%"
"=""0480011""","Ellington School District",4,"Male",100,2458,2516,58,"51.0%","80.6%"
"=""0480011""","Ellington School District",5,"Female",102,2544,2589,45,"56.9%","80.2%"
"=""0480011""","Ellington School District",5,"Male",108,2515,2551,36,"43.5%","64.6%"
"=""0480011""","Ellington School District",6,"Female",112,2564,2594,30,"52.7%","67.2%"
"=""0480011""","Ellington School District",6,"Male",97,2554,2572,18,"40.2%","54.5%"
"=""0480011""","Ellington School District",7,"Female",89,2581,2616,35,"51.7%","70.1%"
"=""0480011""","Ellington School District",7,"Male",109,2574,2592,18,"36.7%","53.6%"
"=""0480011""","Ellington School District",8,"Female",92,2621,2636,15,"37.0%","58.3%"
"=""0480011""","Ellington School District",8,"Male",109,2600,2606,6,"30.3%","50.7%"
"=""2890013""","Elm City College Preparatory School District",4,"Female",32,2408,2517,109,"84.4%","100.0%"
"=""2890013""","Elm City College Preparatory School District",4,"Male",30,2428,2515,88,"66.7%","89.1%"
"=""2890013""","Elm City College Preparatory School District",5,"Female",37,2492,2528,35,"35.1%","60.6%"
"=""2890013""","Elm City College Preparatory School District",5,"Male",29,2452,2493,42,"31.0%","59.8%"
"=""2890013""","Elm City College Preparatory School District",6,"Female",44,2478,2536,58,"59.1%","81.9%"
"=""2890013""","Elm City College Preparatory School District",6,"Male",22,2461,2502,42,"45.5%","63.7%"
"=""2890013""","Elm City College Preparatory School District",7,"Female",39,2520,2564,44,"51.3%","75.1%"
"=""2890013""","Elm City College Preparatory School District",7,"Male",19,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"Female",33,2545,2590,45,"48.5%","68.2%"
"=""2890013""","Elm City College Preparatory School District",8,"Male",25,2528,2599,71,"76.0%","85.0%"
"=""0490011""","Enfield School District",4,"Female",191,2445,2507,62,"51.8%","75.7%"
"=""0490011""","Enfield School District",4,"Male",159,2421,2476,56,"42.8%","70.1%"
"=""0490011""","Enfield School District",5,"Female",177,2481,2541,61,"54.2%","75.9%"
"=""0490011""","Enfield School District",5,"Male",193,2456,2509,53,"42.0%","68.0%"
"=""0490011""","Enfield School District",6,"Female",162,2515,2531,16,"33.3%","51.1%"
"=""0490011""","Enfield School District",6,"Male",151,2508,2525,16,"34.4%","53.9%"
"=""0490011""","Enfield School District",7,"Female",177,2526,2562,36,"39.0%","64.1%"
"=""0490011""","Enfield School District",7,"Male",179,2503,2545,42,"44.7%","64.9%"
"=""0490011""","Enfield School District",8,"Female",160,2555,2601,47,"58.1%","75.4%"
"=""0490011""","Enfield School District",8,"Male",165,2524,2563,39,"46.7%","66.3%"
"=""0500011""","Essex School District",4,"Female",21,2489,2546,57,"66.7%","84.5%"
"=""0500011""","Essex School District",4,"Male",31,2464,2508,43,"48.4%","64.3%"
"=""0500011""","Essex School District",5,"Female",30,2517,2559,42,"50.0%","74.3%"
"=""0500011""","Essex School District",5,"Male",22,2516,2560,44,"45.5%","72.7%"
"=""0500011""","Essex School District",6,"Female",38,2586,2600,14,"44.7%","62.2%"
"=""0500011""","Essex School District",6,"Male",40,2583,2606,23,"55.0%","70.2%"
"=""0510011""","Fairfield School District",4,"Female",410,2470,2530,60,"60.7%","81.4%"
"=""0510011""","Fairfield School District",4,"Male",419,2448,2510,62,"54.9%","78.8%"
"=""0510011""","Fairfield School District",5,"Female",362,2515,2566,51,"55.0%","76.8%"
"=""0510011""","Fairfield School District",5,"Male",372,2503,2553,49,"51.9%","74.5%"
"=""0510011""","Fairfield School District",6,"Female",349,2569,2591,22,"41.8%","62.0%"
"=""0510011""","Fairfield School District",6,"Male",371,2548,2576,27,"46.1%","62.0%"
"=""0510011""","Fairfield School District",7,"Female",364,2584,2615,32,"48.4%","67.7%"
"=""0510011""","Fairfield School District",7,"Male",399,2568,2593,26,"44.4%","62.2%"
"=""0510011""","Fairfield School District",8,"Female",386,2599,2633,33,"53.6%","70.4%"
"=""0510011""","Fairfield School District",8,"Male",372,2577,2603,25,"44.4%","61.8%"
"=""0520011""","Farmington School District",4,"Female",154,2496,2557,61,"68.8%","84.6%"
"=""0520011""","Farmington School District",4,"Male",149,2464,2534,70,"61.7%","84.3%"
"=""0520011""","Farmington School District",5,"Female",138,2538,2587,49,"58.7%","79.1%"
"=""0520011""","Farmington School District",5,"Male",156,2526,2559,34,"46.8%","66.1%"
"=""0520011""","Farmington School District",6,"Female",170,2561,2597,36,"54.1%","75.0%"
"=""0520011""","Farmington School District",6,"Male",156,2544,2580,36,"49.4%","67.5%"
"=""0520011""","Farmington School District",7,"Female",160,2592,2617,25,"43.8%","62.4%"
"=""0520011""","Farmington School District",7,"Male",154,2577,2598,22,"39.6%","55.4%"
"=""0520011""","Farmington School District",8,"Female",144,2602,2644,43,"65.3%","80.7%"
"=""0520011""","Farmington School District",8,"Male",131,2589,2615,25,"49.6%","64.7%"
"=""0530011""","Franklin School District",4,"Female",9,"*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Male",8,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Female",6,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Male",8,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Female",13,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Male",7,"*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Female","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Male","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Female",8,"*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Male",12,"*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Female",210,2496,2541,46,"54.3%","74.7%"
"=""0540011""","Glastonbury School District",4,"Male",208,2473,2520,47,"49.0%","73.7%"
"=""0540011""","Glastonbury School District",5,"Female",223,2542,2588,45,"57.8%","77.4%"
"=""0540011""","Glastonbury School District",5,"Male",206,2527,2570,43,"56.3%","77.4%"
"=""0540011""","Glastonbury School District",6,"Female",225,2569,2605,37,"60.0%","75.9%"
"=""0540011""","Glastonbury School District",6,"Male",236,2561,2601,40,"59.7%","75.8%"
"=""0540011""","Glastonbury School District",7,"Female",265,2598,2608,11,"38.9%","52.1%"
"=""0540011""","Glastonbury School District",7,"Male",238,2583,2598,15,"38.2%","53.1%"
"=""0540011""","Glastonbury School District",8,"Female",258,2619,2644,25,"52.7%","68.6%"
"=""0540011""","Glastonbury School District",8,"Male",246,2586,2605,19,"43.5%","60.5%"
"=""0560011""","Granby School District",4,"Female",65,2470,2549,78,"69.2%","90.6%"
"=""0560011""","Granby School District",4,"Male",63,2448,2528,80,"71.4%","90.2%"
"=""0560011""","Granby School District",5,"Female",59,2528,2576,47,"59.3%","77.3%"
"=""0560011""","Granby School District",5,"Male",61,2507,2555,48,"54.1%","76.5%"
"=""0560011""","Granby School District",6,"Female",72,2586,2625,40,"61.1%","78.3%"
"=""0560011""","Granby School District",6,"Male",74,2532,2589,58,"68.9%","84.6%"
"=""0560011""","Granby School District",7,"Female",68,2585,2610,25,"45.6%","61.9%"
"=""0560011""","Granby School District",7,"Male",75,2557,2598,40,"46.7%","69.6%"
"=""0560011""","Granby School District",8,"Female",71,2614,2653,39,"64.8%","79.3%"
"=""0560011""","Granby School District",8,"Male",79,2557,2590,33,"48.1%","64.3%"
"=""2940013""","Great Oaks Charter School District",6,"Female",47,2403,2433,30,"34.0%","50.8%"
"=""2940013""","Great Oaks Charter School District",6,"Male",54,2402,2428,26,"29.6%","50.1%"
"=""2940013""","Great Oaks Charter School District",7,"Female",57,2441,2498,57,"54.4%","71.7%"
"=""2940013""","Great Oaks Charter School District",7,"Male",48,2426,2479,54,"41.7%","66.2%"
"=""0570011""","Greenwich School District",4,"Female",297,2490,2544,54,"58.9%","79.0%"
"=""0570011""","Greenwich School District",4,"Male",317,2472,2524,53,"56.2%","75.9%"
"=""0570011""","Greenwich School District",5,"Female",339,2536,2586,51,"61.1%","81.3%"
"=""0570011""","Greenwich School District",5,"Male",301,2510,2558,48,"52.5%","73.3%"
"=""0570011""","Greenwich School District",6,"Female",296,2563,2588,25,"47.3%","63.2%"
"=""0570011""","Greenwich School District",6,"Male",291,2541,2570,28,"44.3%","64.7%"
"=""0570011""","Greenwich School District",7,"Female",292,2583,2621,38,"58.6%","71.7%"
"=""0570011""","Greenwich School District",7,"Male",294,2567,2602,36,"50.7%","68.0%"
"=""0570011""","Greenwich School District",8,"Female",265,2614,2643,30,"55.8%","70.0%"
"=""0570011""","Greenwich School District",8,"Male",333,2584,2617,34,"52.6%","68.9%"
"=""0580011""","Griswold School District",4,"Female",60,2445,2487,41,"35.0%","64.8%"
"=""0580011""","Griswold School District",4,"Male",72,2424,2471,47,"44.4%","66.9%"
"=""0580011""","Griswold School District",5,"Female",61,2501,2538,36,"41.0%","60.8%"
"=""0580011""","Griswold School District",5,"Male",57,2480,2521,41,"38.6%","61.8%"
"=""0580011""","Griswold School District",6,"Female",61,2523,2546,23,"34.4%","55.3%"
"=""0580011""","Griswold School District",6,"Male",63,2512,2550,38,"47.6%","67.7%"
"=""0580011""","Griswold School District",7,"Female",71,2544,2587,43,"46.5%","68.5%"
"=""0580011""","Griswold School District",7,"Male",66,2511,2546,35,"40.9%","59.3%"
"=""0580011""","Griswold School District",8,"Female",66,2580,2612,31,"47.0%","69.6%"
"=""0580011""","Griswold School District",8,"Male",58,2538,2570,33,"44.8%","60.2%"
"=""0590011""","Groton School District",4,"Female",160,2457,2514,56,"50.0%","75.3%"
"=""0590011""","Groton School District",4,"Male",143,2422,2478,56,"43.4%","71.1%"
"=""0590011""","Groton School District",5,"Female",131,2481,2532,51,"46.6%","70.7%"
"=""0590011""","Groton School District",5,"Male",142,2458,2511,53,"48.6%","67.1%"
"=""0590011""","Groton School District",6,"Female",127,2520,2532,13,"27.6%","45.6%"
"=""0590011""","Groton School District",6,"Male",156,2526,2539,13,"34.0%","47.8%"
"=""0590011""","Groton School District",7,"Female",157,2520,2548,28,"39.5%","56.1%"
"=""0590011""","Groton School District",7,"Male",140,2495,2523,28,"38.6%","56.0%"
"=""0590011""","Groton School District",8,"Female",132,2546,2570,24,"37.9%","59.3%"
"=""0590011""","Groton School District",8,"Male",115,2525,2561,36,"43.5%","61.3%"
"=""0600011""","Guilford School District",4,"Female",111,2490,2549,59,"60.4%","83.4%"
"=""0600011""","Guilford School District",4,"Male",138,2479,2533,55,"58.0%","79.1%"
"=""0600011""","Guilford School District",5,"Female",134,2527,2571,44,"53.0%","74.3%"
"=""0600011""","Guilford School District",5,"Male",144,2525,2555,30,"41.0%","60.8%"
"=""0600011""","Guilford School District",6,"Female",119,2566,2597,31,"52.9%","67.9%"
"=""0600011""","Guilford School District",6,"Male",130,2556,2592,36,"55.4%","72.9%"
"=""0600011""","Guilford School District",7,"Female",122,2595,2632,37,"58.2%","74.1%"
"=""0600011""","Guilford School District",7,"Male",130,2579,2623,45,"54.6%","71.0%"
"=""0600011""","Guilford School District",8,"Female",140,2633,2663,29,"60.0%","73.2%"
"=""0600011""","Guilford School District",8,"Male",135,2609,2632,23,"49.6%","68.0%"
"=""0620011""","Hamden School District",4,"Female",173,2440,2488,47,"46.8%","72.0%"
"=""0620011""","Hamden School District",4,"Male",187,2430,2478,48,"44.9%","68.1%"
"=""0620011""","Hamden School District",5,"Female",174,2494,2531,37,"42.5%","63.5%"
"=""0620011""","Hamden School District",5,"Male",211,2456,2480,24,"24.6%","47.5%"
"=""0620011""","Hamden School District",6,"Female",180,2506,2546,40,"49.4%","69.4%"
"=""0620011""","Hamden School District",6,"Male",180,2489,2535,46,"52.2%","71.5%"
"=""0620011""","Hamden School District",7,"Female",174,2566,2575,9,"32.2%","47.4%"
"=""0620011""","Hamden School District",7,"Male",173,2509,2518,8,"26.6%","43.7%"
"=""0620011""","Hamden School District",8,"Female",185,2557,2564,7,"29.2%","44.9%"
"=""0620011""","Hamden School District",8,"Male",198,2534,2545,11,"27.3%","47.4%"
"=""0630011""","Hampton School District",4,"Female","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Male","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Female","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Male","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Female","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Male","*","*","*","*","*","*"
"=""0640011""","Hartford School District",4,"Female",719,2381,2416,36,"27.4%","54.0%"
"=""0640011""","Hartford School District",4,"Male",732,2366,2403,37,"25.1%","52.8%"
"=""0640011""","Hartford School District",5,"Female",646,2414,2467,52,"41.8%","67.1%"
"=""0640011""","Hartford School District",5,"Male",640,2395,2443,48,"36.3%","62.1%"
"=""0640011""","Hartford School District",6,"Female",647,2463,2485,23,"31.5%","52.3%"
"=""0640011""","Hartford School District",6,"Male",668,2438,2467,29,"34.9%","55.9%"
"=""0640011""","Hartford School District",7,"Female",700,2488,2505,17,"27.1%","46.1%"
"=""0640011""","Hartford School District",7,"Male",744,2456,2479,23,"30.5%","50.5%"
"=""0640011""","Hartford School District",8,"Female",635,2500,2528,28,"38.4%","56.1%"
"=""0640011""","Hartford School District",8,"Male",677,2483,2502,20,"31.2%","49.0%"
"=""0650011""","Hartland School District",4,"Female","*","*","*","*","*","*"
"=""0650011""","Hartland School District",4,"Male","*","*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Female",9,"*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Male",13,"*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Female",17,"*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Male",15,"*","*","*","*","*"
"=""0650011""","Hartland School District",7,"Female",11,"*","*","*","*","*"
"=""0650011""","Hartland School District",7,"Male",13,"*","*","*","*","*"
"=""0650011""","Hartland School District",8,"Female",8,"*","*","*","*","*"
"=""0650011""","Hartland School District",8,"Male",7,"*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Female",56,2439,2483,44,"30.4%","64.8%"
"=""0670011""","Hebron School District",4,"Male",61,2440,2481,41,"41.0%","65.4%"
"=""0670011""","Hebron School District",5,"Female",52,2508,2554,46,"44.2%","72.1%"
"=""0670011""","Hebron School District",5,"Male",53,2462,2511,49,"41.5%","67.6%"
"=""0670011""","Hebron School District",6,"Female",51,2549,2595,47,"62.7%","78.0%"
"=""0670011""","Hebron School District",6,"Male",68,2501,2543,42,"50.0%","67.7%"
"=""2860013""","Highville Charter School District",4,"Female",20,2419,2455,36,"25.0%","53.3%"
"=""2860013""","Highville Charter School District",4,"Male",20,2360,2402,42,"30.0%","49.6%"
"=""2860013""","Highville Charter School District",5,"Female",20,2443,2506,63,"50.0%","79.7%"
"=""2860013""","Highville Charter School District",5,"Male",17,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",6,"Female",15,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",6,"Male",21,2472,2478,5,"14.3%","44.2%"
"=""2860013""","Highville Charter School District",7,"Female",19,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",7,"Male",12,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",8,"Female",21,2537,2551,15,"19.0%","46.6%"
"=""2860013""","Highville Charter School District",8,"Male",16,"*","*","*","*","*"
"=""2640013""","Integrated Day Charter School District",4,"Female",14,"*","*","*","*","*"
