"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0330011""","Cromwell School District",4,"Female",63,2442,2455,12,"14.3%","40.5%"
"=""0330011""","Cromwell School District",4,"Male",84,2437,2459,22,"25.0%","46.8%"
"=""0330011""","Cromwell School District",5,"Female",89,2454,2474,21,"23.6%","46.4%"
"=""0330011""","Cromwell School District",5,"Male",83,2470,2494,24,"37.3%","58.9%"
"=""0330011""","Cromwell School District",6,"Female",72,2517,2575,58,"69.4%","90.6%"
"=""0330011""","Cromwell School District",6,"Male",73,2495,2542,47,"57.5%","80.0%"
"=""0330011""","Cromwell School District",7,"Female",66,2548,2556,8,"25.8%","43.6%"
"=""0330011""","Cromwell School District",7,"Male",82,2564,2574,10,"34.1%","54.3%"
"=""0330011""","Cromwell School District",8,"Female",69,2564,2600,37,"49.3%","65.1%"
"=""0330011""","Cromwell School District",8,"Male",71,2542,2573,31,"45.1%","65.7%"
"=""0340011""","Danbury School District",4,"Female",396,2405,2468,63,"52.5%","82.7%"
"=""0340011""","Danbury School District",4,"Male",376,2413,2477,64,"54.5%","82.3%"
"=""0340011""","Danbury School District",5,"Female",407,2466,2500,34,"43.0%","66.2%"
"=""0340011""","Danbury School District",5,"Male",397,2468,2507,39,"47.1%","70.5%"
"=""0340011""","Danbury School District",6,"Female",361,2475,2504,29,"38.8%","60.0%"
"=""0340011""","Danbury School District",6,"Male",365,2477,2498,21,"35.3%","57.3%"
"=""0340011""","Danbury School District",7,"Female",369,2498,2510,12,"26.8%","45.3%"
"=""0340011""","Danbury School District",7,"Male",387,2502,2516,13,"33.3%","49.2%"
"=""0340011""","Danbury School District",8,"Female",349,2489,2525,36,"49.9%","65.7%"
"=""0340011""","Danbury School District",8,"Male",327,2491,2524,33,"46.2%","63.7%"
"=""0350011""","Darien School District",4,"Female",197,2495,2538,42,"47.2%","74.3%"
"=""0350011""","Darien School District",4,"Male",168,2486,2543,56,"56.5%","85.0%"
"=""0350011""","Darien School District",5,"Female",166,2528,2579,50,"68.1%","88.7%"
"=""0350011""","Darien School District",5,"Male",175,2523,2573,49,"73.7%","88.9%"
"=""0350011""","Darien School District",6,"Female",176,2543,2617,73,"80.1%","97.5%"
"=""0350011""","Darien School District",6,"Male",209,2557,2621,64,"76.6%","93.5%"
"=""0350011""","Darien School District",7,"Female",162,2604,2626,22,"50.6%","68.8%"
"=""0350011""","Darien School District",7,"Male",200,2619,2645,26,"63.5%","77.2%"
"=""0350011""","Darien School District",8,"Female",173,2629,2676,48,"79.8%","91.7%"
"=""0350011""","Darien School District",8,"Male",183,2641,2693,52,"83.6%","95.0%"
"=""0360011""","Deep River School District",4,"Female",25,2453,2512,60,"64.0%","79.9%"
"=""0360011""","Deep River School District",4,"Male",23,2418,2468,50,"39.1%","70.0%"
"=""0360011""","Deep River School District",5,"Female",23,2537,2567,30,"43.5%","69.7%"
"=""0360011""","Deep River School District",5,"Male",21,2506,2514,8,"28.6%","50.0%"
"=""0360011""","Deep River School District",6,"Female",28,2512,2567,55,"57.1%","81.2%"
"=""0360011""","Deep River School District",6,"Male",26,2509,2559,50,"65.4%","81.8%"
"=""0370011""","Derby School District",4,"Female",67,2410,2451,41,"23.9%","60.5%"
"=""0370011""","Derby School District",4,"Male",54,2412,2452,40,"27.8%","62.9%"
"=""0370011""","Derby School District",5,"Female",48,2441,2441,1,"16.7%","30.4%"
"=""0370011""","Derby School District",5,"Male",54,2463,2481,18,"25.9%","51.0%"
"=""0370011""","Derby School District",6,"Female",51,2474,2509,35,"43.1%","66.5%"
"=""0370011""","Derby School District",6,"Male",54,2456,2449,-7,"20.4%","36.7%"
"=""0370011""","Derby School District",7,"Female",45,2477,2477,-0,"11.1%","30.1%"
"=""0370011""","Derby School District",7,"Male",57,2455,2455,-0,"22.8%","36.7%"
"=""0370011""","Derby School District",8,"Female",43,2500,2493,-7,"14.0%","32.3%"
"=""0370011""","Derby School District",8,"Male",47,2479,2478,-1,"19.1%","35.1%"
"=""0400011""","East Granby School District",4,"Female",20,2438,2497,59,"60.0%","86.0%"
"=""0400011""","East Granby School District",4,"Male",28,2472,2515,43,"46.4%","75.4%"
"=""0400011""","East Granby School District",5,"Female",32,2538,2583,45,"62.5%","84.1%"
"=""0400011""","East Granby School District",5,"Male",37,2523,2570,46,"56.8%","77.6%"
"=""0400011""","East Granby School District",6,"Female",21,2569,2596,27,"52.4%","64.4%"
"=""0400011""","East Granby School District",6,"Male",39,2530,2544,14,"35.9%","51.1%"
"=""0400011""","East Granby School District",7,"Female",41,2530,2561,31,"46.3%","68.5%"
"=""0400011""","East Granby School District",7,"Male",32,2563,2601,39,"56.3%","71.6%"
"=""0400011""","East Granby School District",8,"Female",38,2574,2619,46,"63.2%","84.0%"
"=""0400011""","East Granby School District",8,"Male",22,2521,2522,1,"18.2%","39.5%"
"=""0410011""","East Haddam School District",4,"Female",34,2465,2478,13,"11.8%","35.6%"
"=""0410011""","East Haddam School District",4,"Male",33,2477,2496,19,"21.2%","48.3%"
"=""0410011""","East Haddam School District",5,"Female",34,2495,2531,36,"47.1%","69.1%"
"=""0410011""","East Haddam School District",5,"Male",33,2515,2561,46,"57.6%","77.9%"
"=""0410011""","East Haddam School District",6,"Female",32,2525,2549,24,"34.4%","59.6%"
"=""0410011""","East Haddam School District",6,"Male",43,2517,2534,17,"25.6%","51.9%"
"=""0410011""","East Haddam School District",7,"Female",39,2527,2558,31,"51.3%","72.2%"
"=""0410011""","East Haddam School District",7,"Male",52,2541,2552,11,"46.2%","62.5%"
"=""0410011""","East Haddam School District",8,"Female",41,2525,2508,-18,"9.8%","25.5%"
"=""0410011""","East Haddam School District",8,"Male",51,2550,2533,-17,"21.6%","30.9%"
"=""0420011""","East Hampton School District",4,"Female",71,2434,2486,52,"47.9%","76.7%"
"=""0420011""","East Hampton School District",4,"Male",73,2445,2504,59,"57.5%","83.2%"
"=""0420011""","East Hampton School District",5,"Female",55,2490,2526,36,"45.5%","75.1%"
"=""0420011""","East Hampton School District",5,"Male",64,2484,2511,27,"42.2%","65.9%"
"=""0420011""","East Hampton School District",6,"Female",63,2508,2514,6,"17.5%","40.3%"
"=""0420011""","East Hampton School District",6,"Male",78,2523,2527,3,"20.5%","37.2%"
"=""0420011""","East Hampton School District",7,"Female",54,2536,2528,-8,"16.7%","31.0%"
"=""0420011""","East Hampton School District",7,"Male",61,2505,2521,15,"37.7%","51.3%"
"=""0420011""","East Hampton School District",8,"Female",54,2566,2584,18,"33.3%","49.6%"
"=""0420011""","East Hampton School District",8,"Male",71,2536,2528,-8,"25.4%","38.2%"
"=""0430011""","East Hartford School District",4,"Female",228,2400,2449,49,"38.2%","70.2%"
"=""0430011""","East Hartford School District",4,"Male",241,2380,2424,43,"27.4%","62.7%"
"=""0430011""","East Hartford School District",5,"Female",235,2440,2449,8,"21.3%","40.9%"
"=""0430011""","East Hartford School District",5,"Male",242,2436,2439,3,"14.5%","34.3%"
"=""0430011""","East Hartford School District",6,"Female",182,2440,2458,18,"32.4%","53.2%"
"=""0430011""","East Hartford School District",6,"Male",201,2427,2437,9,"24.9%","43.4%"
"=""0430011""","East Hartford School District",7,"Female",191,2459,2467,8,"24.6%","42.6%"
"=""0430011""","East Hartford School District",7,"Male",237,2442,2451,9,"27.0%","42.4%"
"=""0430011""","East Hartford School District",8,"Female",225,2465,2473,8,"28.4%","45.2%"
"=""0430011""","East Hartford School District",8,"Male",213,2452,2466,14,"30.5%","45.4%"
"=""0440011""","East Haven School District",4,"Female",114,2417,2466,49,"38.6%","71.6%"
"=""0440011""","East Haven School District",4,"Male",92,2406,2456,51,"41.3%","72.9%"
"=""0440011""","East Haven School District",5,"Female",102,2447,2477,30,"38.2%","65.9%"
"=""0440011""","East Haven School District",5,"Male",90,2452,2486,35,"40.0%","67.0%"
"=""0440011""","East Haven School District",6,"Female",111,2468,2512,44,"48.6%","74.0%"
"=""0440011""","East Haven School District",6,"Male",96,2480,2504,23,"36.5%","58.6%"
"=""0440011""","East Haven School District",7,"Female",105,2497,2504,7,"24.8%","41.1%"
"=""0440011""","East Haven School District",7,"Male",121,2486,2496,10,"30.6%","48.4%"
"=""0440011""","East Haven School District",8,"Female",103,2498,2519,21,"42.7%","58.7%"
"=""0440011""","East Haven School District",8,"Male",125,2460,2480,20,"36.8%","55.2%"
"=""0450011""","East Lyme School District",4,"Female",83,2460,2517,57,"55.4%","84.0%"
"=""0450011""","East Lyme School District",4,"Male",97,2479,2534,55,"56.7%","83.6%"
"=""0450011""","East Lyme School District",5,"Female",100,2514,2536,22,"34.0%","54.2%"
"=""0450011""","East Lyme School District",5,"Male",87,2532,2549,17,"39.1%","59.3%"
"=""0450011""","East Lyme School District",6,"Female",86,2515,2575,60,"64.0%","88.8%"
"=""0450011""","East Lyme School District",6,"Male",106,2528,2583,55,"61.3%","83.9%"
"=""0450011""","East Lyme School District",7,"Female",91,2570,2599,29,"54.9%","69.1%"
"=""0450011""","East Lyme School District",7,"Male",121,2578,2609,30,"58.7%","75.9%"
"=""0450011""","East Lyme School District",8,"Female",100,2585,2609,24,"47.0%","62.2%"
"=""0450011""","East Lyme School District",8,"Male",86,2573,2576,3,"29.1%","44.3%"
"=""0470011""","East Windsor School District",4,"Female",37,2416,2467,51,"37.8%","72.8%"
"=""0470011""","East Windsor School District",4,"Male",32,2434,2487,53,"40.6%","76.7%"
"=""0470011""","East Windsor School District",5,"Female",34,2472,2467,-5,"2.9%","27.4%"
"=""0470011""","East Windsor School District",5,"Male",40,2485,2479,-6,"20.0%","36.6%"
"=""0470011""","East Windsor School District",6,"Female",29,2469,2486,18,"27.6%","46.1%"
"=""0470011""","East Windsor School District",6,"Male",44,2471,2487,16,"31.8%","52.4%"
"=""0470011""","East Windsor School District",7,"Female",35,2463,2482,19,"25.7%","45.6%"
"=""0470011""","East Windsor School District",7,"Male",27,2506,2525,19,"29.6%","55.4%"
"=""0470011""","East Windsor School District",8,"Female",28,2536,2583,46,"60.7%","85.2%"
"=""0470011""","East Windsor School District",8,"Male",41,2504,2540,36,"53.7%","71.0%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Male",7,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Female",10,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Male",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Female",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Male",6,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"Female",45,2464,2540,76,"68.9%","94.5%"
"=""0460011""","Easton School District",4,"Male",55,2479,2546,68,"65.5%","93.0%"
"=""0460011""","Easton School District",5,"Female",57,2505,2565,61,"75.4%","88.9%"
"=""0460011""","Easton School District",5,"Male",56,2519,2577,57,"66.1%","92.3%"
"=""0460011""","Easton School District",6,"Female",47,2530,2579,49,"66.0%","84.3%"
"=""0460011""","Easton School District",6,"Male",49,2536,2575,39,"57.1%","72.5%"
"=""0460011""","Easton School District",7,"Female",47,2566,2610,44,"66.0%","86.7%"
"=""0460011""","Easton School District",7,"Male",46,2564,2605,42,"60.9%","75.4%"
"=""0460011""","Easton School District",8,"Female",36,2586,2648,62,"75.0%","89.0%"
"=""0460011""","Easton School District",8,"Male",58,2584,2637,53,"65.5%","84.0%"
"=""2420014""","EdAdvance",5,"Male","*","*","*","*","*","*"
"=""2420014""","EdAdvance",7,"Male","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Female",95,2462,2516,54,"45.3%","76.9%"
"=""0480011""","Ellington School District",4,"Male",100,2458,2517,59,"56.0%","85.4%"
"=""0480011""","Ellington School District",5,"Female",103,2524,2555,31,"47.6%","68.9%"
"=""0480011""","Ellington School District",5,"Male",108,2526,2557,31,"52.8%","72.0%"
"=""0480011""","Ellington School District",6,"Female",112,2533,2568,35,"48.2%","68.9%"
"=""0480011""","Ellington School District",6,"Male",97,2540,2575,35,"45.4%","63.5%"
"=""0480011""","Ellington School District",7,"Female",89,2544,2567,24,"36.0%","61.0%"
"=""0480011""","Ellington School District",7,"Male",109,2549,2578,29,"50.5%","68.7%"
"=""0480011""","Ellington School District",8,"Female",92,2579,2612,33,"53.3%","70.1%"
"=""0480011""","Ellington School District",8,"Male",109,2565,2589,24,"39.4%","61.6%"
"=""2890013""","Elm City College Preparatory School District",4,"Female",32,2439,2501,62,"53.1%","83.1%"
"=""2890013""","Elm City College Preparatory School District",4,"Male",30,2475,2522,47,"46.7%","73.2%"
"=""2890013""","Elm City College Preparatory School District",5,"Female",37,2473,2502,29,"37.8%","60.9%"
"=""2890013""","Elm City College Preparatory School District",5,"Male",29,2453,2472,20,"31.0%","47.4%"
"=""2890013""","Elm City College Preparatory School District",6,"Female",44,2466,2509,43,"47.7%","72.2%"
"=""2890013""","Elm City College Preparatory School District",6,"Male",22,2467,2500,33,"54.5%","69.5%"
"=""2890013""","Elm City College Preparatory School District",7,"Female",39,2491,2511,20,"35.9%","58.7%"
"=""2890013""","Elm City College Preparatory School District",7,"Male",19,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"Female",33,2554,2609,55,"69.7%","88.4%"
"=""2890013""","Elm City College Preparatory School District",8,"Male",25,2523,2566,43,"52.0%","68.3%"
"=""0490011""","Enfield School District",4,"Female",191,2428,2488,60,"51.3%","81.6%"
"=""0490011""","Enfield School District",4,"Male",159,2429,2488,59,"54.1%","81.3%"
"=""0490011""","Enfield School District",5,"Female",177,2472,2492,20,"24.9%","51.3%"
"=""0490011""","Enfield School District",5,"Male",194,2477,2497,20,"28.4%","54.3%"
"=""0490011""","Enfield School District",6,"Female",162,2488,2523,35,"44.4%","70.6%"
"=""0490011""","Enfield School District",6,"Male",150,2511,2535,24,"36.0%","60.3%"
"=""0490011""","Enfield School District",7,"Female",174,2524,2529,5,"21.3%","39.9%"
"=""0490011""","Enfield School District",7,"Male",179,2523,2535,11,"23.5%","44.0%"
"=""0490011""","Enfield School District",8,"Female",158,2530,2548,18,"32.3%","53.5%"
"=""0490011""","Enfield School District",8,"Male",165,2522,2529,7,"29.1%","46.0%"
"=""0500011""","Essex School District",4,"Female",21,2469,2512,43,"28.6%","75.3%"
"=""0500011""","Essex School District",4,"Male",32,2457,2505,48,"53.1%","76.6%"
"=""0500011""","Essex School District",5,"Female",30,2486,2539,53,"60.0%","87.5%"
"=""0500011""","Essex School District",5,"Male",22,2508,2558,51,"77.3%","90.6%"
"=""0500011""","Essex School District",6,"Female",38,2521,2578,57,"68.4%","90.7%"
"=""0500011""","Essex School District",6,"Male",40,2561,2594,33,"57.5%","71.0%"
"=""0510011""","Fairfield School District",4,"Female",410,2455,2510,55,"50.5%","78.9%"
"=""0510011""","Fairfield School District",4,"Male",421,2455,2514,58,"51.5%","83.1%"
"=""0510011""","Fairfield School District",5,"Female",362,2495,2537,42,"52.2%","75.6%"
"=""0510011""","Fairfield School District",5,"Male",371,2509,2551,42,"59.0%","80.9%"
"=""0510011""","Fairfield School District",6,"Female",348,2535,2571,37,"49.4%","73.0%"
"=""0510011""","Fairfield School District",6,"Male",370,2552,2581,29,"44.6%","65.2%"
"=""0510011""","Fairfield School District",7,"Female",360,2572,2588,17,"37.5%","56.3%"
"=""0510011""","Fairfield School District",7,"Male",398,2571,2584,14,"41.2%","54.5%"
"=""0510011""","Fairfield School District",8,"Female",386,2578,2612,34,"53.6%","72.0%"
"=""0510011""","Fairfield School District",8,"Male",369,2584,2609,26,"50.1%","64.4%"
"=""0520011""","Farmington School District",4,"Female",157,2474,2536,62,"66.9%","89.2%"
"=""0520011""","Farmington School District",4,"Male",150,2473,2540,66,"63.3%","90.0%"
"=""0520011""","Farmington School District",5,"Female",138,2514,2559,44,"56.5%","81.7%"
"=""0520011""","Farmington School District",5,"Male",156,2525,2563,39,"57.1%","76.9%"
"=""0520011""","Farmington School District",6,"Female",170,2521,2575,54,"64.7%","83.3%"
"=""0520011""","Farmington School District",6,"Male",156,2526,2584,59,"70.5%","90.1%"
"=""0520011""","Farmington School District",7,"Female",161,2572,2613,40,"64.6%","82.1%"
"=""0520011""","Farmington School District",7,"Male",154,2577,2620,43,"66.2%","83.6%"
"=""0520011""","Farmington School District",8,"Female",146,2594,2639,45,"67.8%","82.1%"
"=""0520011""","Farmington School District",8,"Male",131,2610,2649,39,"68.7%","82.7%"
"=""0530011""","Franklin School District",4,"Female",9,"*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Male",8,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Female",6,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Male",8,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Female",13,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Male",7,"*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Female","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Male","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Female",8,"*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Male",12,"*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Female",210,2480,2528,48,"45.7%","74.7%"
"=""0540011""","Glastonbury School District",4,"Male",207,2482,2530,48,"52.7%","77.9%"
"=""0540011""","Glastonbury School District",5,"Female",223,2523,2574,51,"68.2%","87.8%"
"=""0540011""","Glastonbury School District",5,"Male",206,2529,2581,52,"67.0%","88.1%"
"=""0540011""","Glastonbury School District",6,"Female",223,2559,2598,39,"59.2%","78.9%"
"=""0540011""","Glastonbury School District",6,"Male",236,2569,2612,44,"64.4%","81.2%"
"=""0540011""","Glastonbury School District",7,"Female",266,2566,2596,30,"45.5%","68.7%"
"=""0540011""","Glastonbury School District",7,"Male",238,2574,2610,36,"58.0%","75.2%"
"=""0540011""","Glastonbury School District",8,"Female",258,2598,2636,38,"61.2%","76.9%"
"=""0540011""","Glastonbury School District",8,"Male",246,2600,2630,30,"56.1%","72.1%"
"=""0560011""","Granby School District",4,"Female",65,2467,2515,48,"49.2%","74.5%"
"=""0560011""","Granby School District",4,"Male",63,2459,2516,57,"60.3%","86.0%"
"=""0560011""","Granby School District",5,"Female",59,2506,2556,49,"50.8%","80.5%"
"=""0560011""","Granby School District",5,"Male",61,2506,2555,49,"59.0%","86.9%"
"=""0560011""","Granby School District",6,"Female",72,2545,2603,58,"75.0%","94.3%"
"=""0560011""","Granby School District",6,"Male",74,2534,2580,47,"59.5%","80.7%"
"=""0560011""","Granby School District",7,"Female",68,2570,2592,21,"33.8%","58.3%"
"=""0560011""","Granby School District",7,"Male",75,2580,2594,14,"44.0%","55.6%"
"=""0560011""","Granby School District",8,"Female",71,2593,2615,22,"50.7%","66.9%"
"=""0560011""","Granby School District",8,"Male",78,2573,2571,-2,"34.6%","51.3%"
"=""2940013""","Great Oaks Charter School District",6,"Female",47,2383,2425,42,"53.2%","64.4%"
"=""2940013""","Great Oaks Charter School District",6,"Male",54,2388,2435,47,"57.4%","73.3%"
"=""2940013""","Great Oaks Charter School District",7,"Female",56,2425,2450,25,"32.1%","53.3%"
"=""2940013""","Great Oaks Charter School District",7,"Male",46,2432,2462,30,"37.0%","60.2%"
"=""0570011""","Greenwich School District",4,"Female",300,2471,2520,49,"50.3%","75.7%"
"=""0570011""","Greenwich School District",4,"Male",323,2479,2527,47,"52.3%","78.6%"
"=""0570011""","Greenwich School District",5,"Female",345,2508,2549,41,"56.8%","77.4%"
"=""0570011""","Greenwich School District",5,"Male",306,2515,2556,41,"60.5%","77.7%"
"=""0570011""","Greenwich School District",6,"Female",299,2537,2567,30,"49.5%","66.9%"
"=""0570011""","Greenwich School District",6,"Male",295,2548,2575,26,"52.5%","68.8%"
"=""0570011""","Greenwich School District",7,"Female",294,2561,2591,30,"53.1%","70.4%"
"=""0570011""","Greenwich School District",7,"Male",297,2578,2606,28,"59.3%","73.8%"
"=""0570011""","Greenwich School District",8,"Female",266,2587,2625,38,"59.4%","74.1%"
"=""0570011""","Greenwich School District",8,"Male",335,2591,2626,35,"63.3%","75.4%"
"=""0580011""","Griswold School District",4,"Female",60,2429,2460,31,"26.7%","49.2%"
"=""0580011""","Griswold School District",4,"Male",72,2427,2472,45,"37.5%","67.5%"
"=""0580011""","Griswold School District",5,"Female",61,2447,2504,56,"62.3%","80.6%"
"=""0580011""","Griswold School District",5,"Male",58,2459,2519,60,"63.8%","85.9%"
"=""0580011""","Griswold School District",6,"Female",61,2501,2536,34,"49.2%","69.3%"
"=""0580011""","Griswold School District",6,"Male",63,2527,2560,33,"46.0%","68.7%"
"=""0580011""","Griswold School District",7,"Female",71,2524,2561,37,"57.7%","71.3%"
"=""0580011""","Griswold School District",7,"Male",65,2507,2535,27,"44.6%","64.1%"
"=""0580011""","Griswold School District",8,"Female",66,2558,2604,46,"62.1%","80.0%"
"=""0580011""","Griswold School District",8,"Male",58,2543,2583,40,"51.7%","66.8%"
"=""0590011""","Groton School District",4,"Female",160,2436,2497,61,"55.0%","83.4%"
"=""0590011""","Groton School District",4,"Male",142,2427,2491,63,"57.7%","87.0%"
"=""0590011""","Groton School District",5,"Female",131,2467,2503,36,"47.3%","66.9%"
"=""0590011""","Groton School District",5,"Male",144,2469,2515,46,"57.6%","80.0%"
"=""0590011""","Groton School District",6,"Female",128,2498,2517,19,"35.9%","51.5%"
"=""0590011""","Groton School District",6,"Male",157,2523,2539,16,"32.5%","52.2%"
"=""0590011""","Groton School District",7,"Female",161,2506,2538,31,"50.3%","64.9%"
"=""0590011""","Groton School District",7,"Male",140,2500,2537,37,"52.1%","69.1%"
"=""0590011""","Groton School District",8,"Female",134,2535,2544,9,"30.6%","44.9%"
"=""0590011""","Groton School District",8,"Male",115,2543,2548,6,"30.4%","46.8%"
"=""0600011""","Guilford School District",4,"Female",110,2488,2521,34,"39.1%","60.7%"
"=""0600011""","Guilford School District",4,"Male",138,2486,2530,44,"54.3%","74.7%"
"=""0600011""","Guilford School District",5,"Female",135,2508,2555,46,"57.8%","83.6%"
"=""0600011""","Guilford School District",5,"Male",144,2533,2571,38,"61.1%","80.7%"
"=""0600011""","Guilford School District",6,"Female",119,2515,2556,41,"49.6%","74.6%"
"=""0600011""","Guilford School District",6,"Male",130,2537,2578,41,"52.3%","73.5%"
"=""0600011""","Guilford School District",7,"Female",122,2559,2592,33,"52.5%","70.8%"
"=""0600011""","Guilford School District",7,"Male",130,2574,2615,41,"58.5%","80.4%"
"=""0600011""","Guilford School District",8,"Female",139,2591,2642,52,"75.5%","89.8%"
"=""0600011""","Guilford School District",8,"Male",135,2582,2633,51,"73.3%","87.4%"
"=""0620011""","Hamden School District",4,"Female",173,2437,2477,40,"31.8%","62.5%"
"=""0620011""","Hamden School District",4,"Male",189,2443,2480,37,"29.6%","60.5%"
"=""0620011""","Hamden School District",5,"Female",174,2477,2505,28,"41.4%","62.1%"
"=""0620011""","Hamden School District",5,"Male",212,2463,2488,25,"35.4%","58.2%"
"=""0620011""","Hamden School District",6,"Female",179,2474,2509,36,"48.6%","68.1%"
"=""0620011""","Hamden School District",6,"Male",182,2483,2514,32,"42.3%","64.1%"
"=""0620011""","Hamden School District",7,"Female",170,2532,2542,10,"32.4%","48.8%"
"=""0620011""","Hamden School District",7,"Male",172,2500,2513,14,"33.7%","51.1%"
"=""0620011""","Hamden School District",8,"Female",185,2513,2521,8,"34.1%","45.0%"
"=""0620011""","Hamden School District",8,"Male",197,2507,2516,9,"32.0%","44.8%"
"=""0630011""","Hampton School District",4,"Female","*","*","*","*","*","*"
"=""0630011""","Hampton School District",4,"Male","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Female","*","*","*","*","*","*"
"=""0630011""","Hampton School District",5,"Male","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Female","*","*","*","*","*","*"
"=""0630011""","Hampton School District",6,"Male","*","*","*","*","*","*"
"=""0640011""","Hartford School District",4,"Female",726,2374,2416,43,"28.0%","60.7%"
"=""0640011""","Hartford School District",4,"Male",743,2375,2417,42,"30.3%","60.6%"
"=""0640011""","Hartford School District",5,"Female",651,2414,2443,30,"38.7%","61.3%"
"=""0640011""","Hartford School District",5,"Male",647,2408,2443,35,"43.0%","65.0%"
"=""0640011""","Hartford School District",6,"Female",657,2437,2457,19,"30.1%","51.3%"
"=""0640011""","Hartford School District",6,"Male",671,2441,2457,16,"36.4%","54.1%"
"=""0640011""","Hartford School District",7,"Female",706,2448,2467,19,"34.3%","54.2%"
"=""0640011""","Hartford School District",7,"Male",748,2441,2459,18,"35.2%","54.1%"
"=""0640011""","Hartford School District",8,"Female",659,2456,2476,19,"35.2%","52.2%"
"=""0640011""","Hartford School District",8,"Male",702,2459,2464,5,"28.5%","44.7%"
"=""0650011""","Hartland School District",4,"Female","*","*","*","*","*","*"
"=""0650011""","Hartland School District",4,"Male","*","*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Female",9,"*","*","*","*","*"
"=""0650011""","Hartland School District",5,"Male",13,"*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Female",17,"*","*","*","*","*"
"=""0650011""","Hartland School District",6,"Male",14,"*","*","*","*","*"
"=""0650011""","Hartland School District",7,"Female",11,"*","*","*","*","*"
"=""0650011""","Hartland School District",7,"Male",13,"*","*","*","*","*"
"=""0650011""","Hartland School District",8,"Female",8,"*","*","*","*","*"
"=""0650011""","Hartland School District",8,"Male",7,"*","*","*","*","*"
"=""0670011""","Hebron School District",4,"Female",56,2411,2486,75,"55.4%","89.3%"
"=""0670011""","Hebron School District",4,"Male",61,2427,2502,75,"63.9%","91.2%"
"=""0670011""","Hebron School District",5,"Female",52,2485,2521,36,"42.3%","71.2%"
"=""0670011""","Hebron School District",5,"Male",54,2476,2521,45,"50.0%","76.5%"
"=""0670011""","Hebron School District",6,"Female",51,2511,2566,54,"66.7%","85.2%"
"=""0670011""","Hebron School District",6,"Male",68,2511,2559,48,"60.3%","78.9%"
"=""2860013""","Highville Charter School District",4,"Female",20,2379,2440,60,"50.0%","81.5%"
"=""2860013""","Highville Charter School District",4,"Male",20,2348,2419,71,"45.0%","79.3%"
"=""2860013""","Highville Charter School District",5,"Female",20,2445,2457,13,"25.0%","40.4%"
"=""2860013""","Highville Charter School District",5,"Male",17,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",6,"Female",15,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",6,"Male",21,2442,2464,23,"38.1%","61.3%"
"=""2860013""","Highville Charter School District",7,"Female",19,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",7,"Male",12,"*","*","*","*","*"
"=""2860013""","Highville Charter School District",8,"Female",21,2463,2545,83,"71.4%","88.4%"
"=""2860013""","Highville Charter School District",8,"Male",16,"*","*","*","*","*"
