"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0300011""","Columbia School District",7,"Not Eligible For Lunch",39,2550,2571,21,"30.8%","51.6%"
"=""0300011""","Columbia School District",8,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0300011""","Columbia School District",8,"Not Eligible For Lunch",49,2561,2601,40,"53.1%","70.5%"
"=""2430014""","Cooperative Educational Services",4,"Eligible For Lunch",23,2405,2434,29,"21.7%","52.7%"
"=""2430014""","Cooperative Educational Services",4,"Not Eligible For Lunch",45,2442,2474,31,"31.1%","52.1%"
"=""2430014""","Cooperative Educational Services",5,"Eligible For Lunch",21,2404,2434,31,"38.1%","55.1%"
"=""2430014""","Cooperative Educational Services",5,"Not Eligible For Lunch",29,2467,2512,45,"55.2%","77.5%"
"=""2430014""","Cooperative Educational Services",6,"Eligible For Lunch",17,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",6,"Not Eligible For Lunch",40,2484,2517,33,"45.0%","66.3%"
"=""2430014""","Cooperative Educational Services",7,"Eligible For Lunch",17,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",7,"Not Eligible For Lunch",24,2506,2526,20,"37.5%","59.1%"
"=""2430014""","Cooperative Educational Services",8,"Eligible For Lunch",17,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",8,"Not Eligible For Lunch",35,2481,2498,16,"37.1%","50.9%"
"=""0310011""","Cornwall School District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0320011""","Coventry School District",4,"Eligible For Lunch",19,"*","*","*","*","*"
"=""0320011""","Coventry School District",4,"Not Eligible For Lunch",99,2453,2522,69,"66.7%","92.1%"
"=""0320011""","Coventry School District",5,"Eligible For Lunch",17,"*","*","*","*","*"
"=""0320011""","Coventry School District",5,"Not Eligible For Lunch",98,2485,2519,34,"34.7%","65.6%"
"=""0320011""","Coventry School District",6,"Eligible For Lunch",27,2491,2497,6,"25.9%","46.5%"
"=""0320011""","Coventry School District",6,"Not Eligible For Lunch",92,2520,2551,30,"47.8%","66.4%"
"=""0320011""","Coventry School District",7,"Eligible For Lunch",28,2508,2555,46,"53.6%","85.5%"
"=""0320011""","Coventry School District",7,"Not Eligible For Lunch",95,2545,2587,42,"61.1%","82.7%"
"=""0320011""","Coventry School District",8,"Eligible For Lunch",23,2541,2576,34,"52.2%","78.5%"
"=""0320011""","Coventry School District",8,"Not Eligible For Lunch",107,2571,2606,35,"56.1%","73.4%"
"=""0330011""","Cromwell School District",4,"Eligible For Lunch",27,2373,2407,34,"25.9%","59.0%"
"=""0330011""","Cromwell School District",4,"Not Eligible For Lunch",120,2454,2468,14,"19.2%","40.8%"
"=""0330011""","Cromwell School District",5,"Eligible For Lunch",31,2421,2440,19,"32.3%","53.3%"
"=""0330011""","Cromwell School District",5,"Not Eligible For Lunch",141,2471,2494,23,"29.8%","52.2%"
"=""0330011""","Cromwell School District",6,"Eligible For Lunch",28,2456,2492,36,"57.1%","75.6%"
"=""0330011""","Cromwell School District",6,"Not Eligible For Lunch",117,2518,2574,57,"65.0%","87.6%"
"=""0330011""","Cromwell School District",7,"Eligible For Lunch",27,2513,2528,15,"25.9%","43.9%"
"=""0330011""","Cromwell School District",7,"Not Eligible For Lunch",121,2566,2574,8,"31.4%","50.7%"
"=""0330011""","Cromwell School District",8,"Eligible For Lunch",27,2502,2536,35,"44.4%","61.6%"
"=""0330011""","Cromwell School District",8,"Not Eligible For Lunch",113,2565,2598,34,"47.8%","66.3%"
"=""0340011""","Danbury School District",4,"Eligible For Lunch",470,2389,2455,66,"54.5%","83.5%"
"=""0340011""","Danbury School District",4,"Not Eligible For Lunch",302,2440,2499,59,"52.0%","80.8%"
"=""0340011""","Danbury School District",5,"Eligible For Lunch",481,2447,2485,38,"44.7%","68.4%"
"=""0340011""","Danbury School District",5,"Not Eligible For Lunch",323,2496,2530,34,"45.5%","68.2%"
"=""0340011""","Danbury School District",6,"Eligible For Lunch",435,2462,2484,22,"34.9%","55.2%"
"=""0340011""","Danbury School District",6,"Not Eligible For Lunch",291,2496,2526,29,"40.2%","63.7%"
"=""0340011""","Danbury School District",7,"Eligible For Lunch",418,2480,2491,12,"28.2%","46.0%"
"=""0340011""","Danbury School District",7,"Not Eligible For Lunch",338,2526,2539,14,"32.5%","48.8%"
"=""0340011""","Danbury School District",8,"Eligible For Lunch",377,2467,2501,34,"45.6%","62.3%"
"=""0340011""","Danbury School District",8,"Not Eligible For Lunch",299,2519,2554,35,"51.2%","67.8%"
"=""0350011""","Darien School District",4,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0350011""","Darien School District",4,"Not Eligible For Lunch",359,2492,2541,49,"52.4%","79.4%"
"=""0350011""","Darien School District",5,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0350011""","Darien School District",5,"Not Eligible For Lunch",332,2527,2576,49,"70.5%","88.5%"
"=""0350011""","Darien School District",6,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0350011""","Darien School District",6,"Not Eligible For Lunch",373,2554,2623,69,"79.1%","96.6%"
"=""0350011""","Darien School District",7,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0350011""","Darien School District",7,"Not Eligible For Lunch",354,2615,2639,24,"58.5%","74.1%"
"=""0350011""","Darien School District",8,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0350011""","Darien School District",8,"Not Eligible For Lunch",348,2636,2686,49,"81.3%","93.0%"
"=""0360011""","Deep River School District",4,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0360011""","Deep River School District",4,"Not Eligible For Lunch",36,2443,2497,55,"55.6%","75.3%"
"=""0360011""","Deep River School District",5,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0360011""","Deep River School District",5,"Not Eligible For Lunch",38,2522,2542,20,"39.5%","62.0%"
"=""0360011""","Deep River School District",6,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0360011""","Deep River School District",6,"Not Eligible For Lunch",48,2509,2563,54,"62.5%","83.1%"
"=""0370011""","Derby School District",4,"Eligible For Lunch",71,2399,2437,37,"23.9%","55.8%"
"=""0370011""","Derby School District",4,"Not Eligible For Lunch",50,2427,2472,45,"28.0%","69.8%"
"=""0370011""","Derby School District",5,"Eligible For Lunch",65,2439,2444,5,"18.5%","34.8%"
"=""0370011""","Derby School District",5,"Not Eligible For Lunch",37,2475,2495,20,"27.0%","52.6%"
"=""0370011""","Derby School District",6,"Eligible For Lunch",55,2456,2461,4,"29.1%","42.9%"
"=""0370011""","Derby School District",6,"Not Eligible For Lunch",50,2474,2498,23,"34.0%","60.3%"
"=""0370011""","Derby School District",7,"Eligible For Lunch",54,2452,2450,-2,"14.8%","30.0%"
"=""0370011""","Derby School District",7,"Not Eligible For Lunch",48,2480,2481,2,"20.8%","38.0%"
"=""0370011""","Derby School District",8,"Eligible For Lunch",50,2487,2484,-3,"10.0%","30.2%"
"=""0370011""","Derby School District",8,"Not Eligible For Lunch",40,2491,2487,-4,"25.0%","38.1%"
"=""0400011""","East Granby School District",4,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0400011""","East Granby School District",4,"Not Eligible For Lunch",42,2465,2516,50,"52.4%","81.9%"
"=""0400011""","East Granby School District",5,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0400011""","East Granby School District",5,"Not Eligible For Lunch",58,2539,2585,46,"60.3%","80.9%"
"=""0400011""","East Granby School District",6,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0400011""","East Granby School District",6,"Not Eligible For Lunch",49,2564,2584,20,"40.8%","54.9%"
"=""0400011""","East Granby School District",7,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0400011""","East Granby School District",7,"Not Eligible For Lunch",63,2557,2593,35,"50.8%","71.2%"
"=""0400011""","East Granby School District",8,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0400011""","East Granby School District",8,"Not Eligible For Lunch",48,2575,2613,38,"56.3%","77.1%"
"=""0410011""","East Haddam School District",4,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0410011""","East Haddam School District",4,"Not Eligible For Lunch",52,2470,2488,18,"17.3%","43.2%"
"=""0410011""","East Haddam School District",5,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0410011""","East Haddam School District",5,"Not Eligible For Lunch",61,2508,2550,41,"52.5%","72.8%"
"=""0410011""","East Haddam School District",6,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0410011""","East Haddam School District",6,"Not Eligible For Lunch",63,2522,2545,23,"28.6%","55.6%"
"=""0410011""","East Haddam School District",7,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0410011""","East Haddam School District",7,"Not Eligible For Lunch",82,2542,2562,21,"51.2%","70.0%"
"=""0410011""","East Haddam School District",8,"Eligible For Lunch",13,"*","*","*","*","*"
"=""0410011""","East Haddam School District",8,"Not Eligible For Lunch",79,2550,2531,-19,"15.2%","26.8%"
"=""0420011""","East Hampton School District",4,"Eligible For Lunch",16,"*","*","*","*","*"
"=""0420011""","East Hampton School District",4,"Not Eligible For Lunch",128,2443,2498,54,"52.3%","79.8%"
"=""0420011""","East Hampton School District",5,"Eligible For Lunch",17,"*","*","*","*","*"
"=""0420011""","East Hampton School District",5,"Not Eligible For Lunch",102,2491,2523,31,"46.1%","71.3%"
"=""0420011""","East Hampton School District",6,"Eligible For Lunch",20,2460,2461,0,"20.0%","36.5%"
"=""0420011""","East Hampton School District",6,"Not Eligible For Lunch",121,2526,2531,5,"19.0%","38.9%"
"=""0420011""","East Hampton School District",7,"Eligible For Lunch",19,"*","*","*","*","*"
"=""0420011""","East Hampton School District",7,"Not Eligible For Lunch",96,2529,2535,6,"31.3%","45.3%"
"=""0420011""","East Hampton School District",8,"Eligible For Lunch",18,"*","*","*","*","*"
"=""0420011""","East Hampton School District",8,"Not Eligible For Lunch",107,2556,2556,-0,"27.1%","39.8%"
"=""0430011""","East Hartford School District",4,"Eligible For Lunch",322,2383,2427,44,"30.1%","64.3%"
"=""0430011""","East Hartford School District",4,"Not Eligible For Lunch",147,2405,2455,50,"38.1%","70.7%"
"=""0430011""","East Hartford School District",5,"Eligible For Lunch",290,2424,2430,7,"19.3%","37.9%"
"=""0430011""","East Hartford School District",5,"Not Eligible For Lunch",187,2460,2464,4,"15.5%","37.0%"
"=""0430011""","East Hartford School District",6,"Eligible For Lunch",268,2428,2442,14,"28.0%","47.1%"
"=""0430011""","East Hartford School District",6,"Not Eligible For Lunch",115,2444,2458,14,"29.6%","50.3%"
"=""0430011""","East Hartford School District",7,"Eligible For Lunch",299,2436,2444,8,"26.8%","42.4%"
"=""0430011""","East Hartford School District",7,"Not Eligible For Lunch",129,2482,2491,10,"24.0%","42.6%"
"=""0430011""","East Hartford School District",8,"Eligible For Lunch",299,2449,2462,12,"31.8%","47.6%"
"=""0430011""","East Hartford School District",8,"Not Eligible For Lunch",139,2478,2486,9,"24.5%","40.5%"
"=""0440011""","East Haven School District",4,"Eligible For Lunch",98,2395,2447,53,"42.9%","73.3%"
"=""0440011""","East Haven School District",4,"Not Eligible For Lunch",108,2427,2474,47,"37.0%","71.1%"
"=""0440011""","East Haven School District",5,"Eligible For Lunch",88,2435,2468,33,"37.5%","65.1%"
"=""0440011""","East Haven School District",5,"Not Eligible For Lunch",104,2461,2492,32,"40.4%","67.6%"
"=""0440011""","East Haven School District",6,"Eligible For Lunch",113,2464,2495,31,"38.1%","62.5%"
"=""0440011""","East Haven School District",6,"Not Eligible For Lunch",94,2485,2523,38,"48.9%","72.1%"
"=""0440011""","East Haven School District",7,"Eligible For Lunch",109,2468,2476,9,"24.8%","43.9%"
"=""0440011""","East Haven School District",7,"Not Eligible For Lunch",117,2513,2522,9,"30.8%","46.1%"
"=""0440011""","East Haven School District",8,"Eligible For Lunch",126,2469,2490,21,"36.5%","55.5%"
"=""0440011""","East Haven School District",8,"Not Eligible For Lunch",102,2487,2507,19,"43.1%","58.3%"
"=""0450011""","East Lyme School District",4,"Eligible For Lunch",40,2432,2475,42,"37.5%","70.6%"
"=""0450011""","East Lyme School District",4,"Not Eligible For Lunch",140,2481,2541,60,"61.4%","87.6%"
"=""0450011""","East Lyme School District",5,"Eligible For Lunch",27,2493,2522,29,"37.0%","59.3%"
"=""0450011""","East Lyme School District",5,"Not Eligible For Lunch",160,2527,2545,18,"36.3%","56.1%"
"=""0450011""","East Lyme School District",6,"Eligible For Lunch",40,2487,2539,52,"45.0%","74.9%"
"=""0450011""","East Lyme School District",6,"Not Eligible For Lunch",152,2532,2590,59,"67.1%","89.1%"
"=""0450011""","East Lyme School District",7,"Eligible For Lunch",32,2529,2549,20,"40.6%","59.9%"
"=""0450011""","East Lyme School District",7,"Not Eligible For Lunch",180,2583,2614,31,"60.0%","75.3%"
"=""0450011""","East Lyme School District",8,"Eligible For Lunch",32,2536,2536,-0,"21.9%","34.0%"
"=""0450011""","East Lyme School District",8,"Not Eligible For Lunch",154,2588,2606,18,"42.2%","58.1%"
"=""0470011""","East Windsor School District",4,"Eligible For Lunch",32,2390,2441,51,"34.4%","68.0%"
"=""0470011""","East Windsor School District",4,"Not Eligible For Lunch",37,2454,2507,53,"43.2%","80.4%"
"=""0470011""","East Windsor School District",5,"Eligible For Lunch",36,2450,2447,-3,"8.3%","30.8%"
"=""0470011""","East Windsor School District",5,"Not Eligible For Lunch",38,2507,2498,-8,"15.8%","33.8%"
"=""0470011""","East Windsor School District",6,"Eligible For Lunch",37,2450,2459,9,"18.9%","41.0%"
"=""0470011""","East Windsor School District",6,"Not Eligible For Lunch",36,2491,2515,25,"41.7%","59.1%"
"=""0470011""","East Windsor School District",7,"Eligible For Lunch",24,2450,2464,14,"33.3%","45.2%"
"=""0470011""","East Windsor School District",7,"Not Eligible For Lunch",38,2502,2524,22,"23.7%","52.9%"
"=""0470011""","East Windsor School District",8,"Eligible For Lunch",28,2493,2530,37,"57.1%","73.4%"
"=""0470011""","East Windsor School District",8,"Not Eligible For Lunch",41,2533,2575,42,"56.1%","79.0%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"Not Eligible For Lunch",92,2476,2549,73,"69.6%","95.4%"
"=""0460011""","Easton School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District",5,"Not Eligible For Lunch","*",2512,2572,60,"71.6%","91.4%"
"=""0460011""","Easton School District",6,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0460011""","Easton School District",6,"Not Eligible For Lunch",88,2539,2584,45,"63.6%","81.5%"
"=""0460011""","Easton School District",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District",7,"Not Eligible For Lunch","*",2567,2610,43,"62.9%","81.1%"
"=""0460011""","Easton School District",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0460011""","Easton School District",8,"Not Eligible For Lunch","*",2586,2643,57,"69.2%","86.1%"
"=""2420014""","EdAdvance",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""2420014""","EdAdvance",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Eligible For Lunch",18,"*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Not Eligible For Lunch",177,2466,2523,57,"50.8%","81.3%"
"=""0480011""","Ellington School District",5,"Eligible For Lunch",27,2471,2484,13,"29.6%","42.7%"
"=""0480011""","Ellington School District",5,"Not Eligible For Lunch",184,2533,2567,34,"53.3%","74.5%"
"=""0480011""","Ellington School District",6,"Eligible For Lunch",18,"*","*","*","*","*"
"=""0480011""","Ellington School District",6,"Not Eligible For Lunch",191,2541,2577,36,"48.2%","68.0%"
"=""0480011""","Ellington School District",7,"Eligible For Lunch",19,"*","*","*","*","*"
"=""0480011""","Ellington School District",7,"Not Eligible For Lunch",179,2554,2581,27,"45.8%","66.2%"
"=""0480011""","Ellington School District",8,"Eligible For Lunch",17,"*","*","*","*","*"
"=""0480011""","Ellington School District",8,"Not Eligible For Lunch",184,2580,2610,30,"47.3%","66.8%"
"=""2890013""","Elm City College Preparatory School District",4,"Eligible For Lunch",42,2450,2507,57,"52.4%","78.5%"
"=""2890013""","Elm City College Preparatory School District",4,"Not Eligible For Lunch",20,2471,2521,50,"45.0%","78.0%"
"=""2890013""","Elm City College Preparatory School District",5,"Eligible For Lunch",55,2457,2479,22,"32.7%","52.2%"
"=""2890013""","Elm City College Preparatory School District",5,"Not Eligible For Lunch",11,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"Eligible For Lunch","*",2464,2501,37,"47.5%","69.2%"
"=""2890013""","Elm City College Preparatory School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Eligible For Lunch",46,2478,2489,11,"30.4%","47.9%"
"=""2890013""","Elm City College Preparatory School District",7,"Not Eligible For Lunch",12,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"Eligible For Lunch",47,2534,2584,49,"59.6%","77.7%"
"=""2890013""","Elm City College Preparatory School District",8,"Not Eligible For Lunch",11,"*","*","*","*","*"
"=""0490011""","Enfield School District",4,"Eligible For Lunch",142,2414,2473,59,"47.2%","79.7%"
"=""0490011""","Enfield School District",4,"Not Eligible For Lunch",208,2439,2499,60,"56.3%","82.7%"
"=""0490011""","Enfield School District",5,"Eligible For Lunch",141,2454,2474,20,"24.1%","50.4%"
"=""0490011""","Enfield School District",5,"Not Eligible For Lunch",230,2487,2507,20,"28.3%","54.4%"
"=""0490011""","Enfield School District",6,"Eligible For Lunch",135,2479,2507,27,"40.7%","64.8%"
"=""0490011""","Enfield School District",6,"Not Eligible For Lunch",177,2514,2546,32,"40.1%","66.3%"
"=""0490011""","Enfield School District",7,"Eligible For Lunch",135,2498,2503,6,"18.5%","39.5%"
"=""0490011""","Enfield School District",7,"Not Eligible For Lunch",218,2540,2549,9,"24.8%","43.5%"
"=""0490011""","Enfield School District",8,"Eligible For Lunch",117,2492,2506,14,"29.1%","49.1%"
"=""0490011""","Enfield School District",8,"Not Eligible For Lunch",206,2545,2556,11,"31.6%","50.0%"
"=""0500011""","Essex School District",4,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0500011""","Essex School District",4,"Not Eligible For Lunch",47,2465,2509,44,"40.4%","74.4%"
"=""0500011""","Essex School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0500011""","Essex School District",5,"Not Eligible For Lunch","*",2502,2554,52,"66.7%","88.1%"
"=""0500011""","Essex School District",6,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0500011""","Essex School District",6,"Not Eligible For Lunch",72,2545,2588,43,"63.9%","81.7%"
"=""0510011""","Fairfield School District",4,"Eligible For Lunch",73,2407,2459,53,"39.7%","77.9%"
"=""0510011""","Fairfield School District",4,"Not Eligible For Lunch",758,2460,2517,57,"52.1%","81.3%"
"=""0510011""","Fairfield School District",5,"Eligible For Lunch",67,2449,2474,25,"40.3%","59.6%"
"=""0510011""","Fairfield School District",5,"Not Eligible For Lunch",666,2507,2551,44,"57.2%","80.2%"
"=""0510011""","Fairfield School District",6,"Eligible For Lunch",64,2480,2505,25,"37.5%","54.0%"
"=""0510011""","Fairfield School District",6,"Not Eligible For Lunch",654,2550,2583,34,"47.9%","70.5%"
"=""0510011""","Fairfield School District",7,"Eligible For Lunch",66,2487,2480,-7,"18.2%","30.0%"
"=""0510011""","Fairfield School District",7,"Not Eligible For Lunch",692,2579,2596,17,"41.5%","57.8%"
"=""0510011""","Fairfield School District",8,"Eligible For Lunch",90,2509,2531,21,"42.2%","59.0%"
"=""0510011""","Fairfield School District",8,"Not Eligible For Lunch",665,2591,2622,31,"53.2%","69.5%"
"=""0520011""","Farmington School District",4,"Eligible For Lunch",34,2412,2469,57,"52.9%","80.9%"
"=""0520011""","Farmington School District",4,"Not Eligible For Lunch",273,2481,2546,65,"66.7%","90.6%"
"=""0520011""","Farmington School District",5,"Eligible For Lunch",31,2466,2501,34,"35.5%","67.9%"
"=""0520011""","Farmington School District",5,"Not Eligible For Lunch",263,2526,2568,42,"59.3%","80.5%"
"=""0520011""","Farmington School District",6,"Eligible For Lunch",36,2473,2507,34,"38.9%","65.9%"
"=""0520011""","Farmington School District",6,"Not Eligible For Lunch",290,2529,2588,59,"71.0%","89.1%"
"=""0520011""","Farmington School District",7,"Eligible For Lunch",30,2522,2554,32,"50.0%","71.5%"
"=""0520011""","Farmington School District",7,"Not Eligible For Lunch",285,2580,2623,43,"67.0%","84.0%"
"=""0520011""","Farmington School District",8,"Eligible For Lunch",31,2522,2555,33,"54.8%","75.4%"
"=""0520011""","Farmington School District",8,"Not Eligible For Lunch",246,2612,2655,43,"69.9%","83.3%"
"=""0530011""","Franklin School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0530011""","Franklin School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0530011""","Franklin School District",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Eligible For Lunch",42,2420,2465,45,"38.1%","66.6%"
"=""0540011""","Glastonbury School District",4,"Not Eligible For Lunch",375,2488,2536,48,"50.4%","77.3%"
"=""0540011""","Glastonbury School District",5,"Eligible For Lunch",50,2472,2518,46,"46.0%","77.4%"
"=""0540011""","Glastonbury School District",5,"Not Eligible For Lunch",379,2533,2585,52,"70.4%","89.3%"
"=""0540011""","Glastonbury School District",6,"Eligible For Lunch",39,2492,2516,24,"33.3%","51.1%"
"=""0540011""","Glastonbury School District",6,"Not Eligible For Lunch",420,2571,2614,43,"64.5%","82.8%"
"=""0540011""","Glastonbury School District",7,"Eligible For Lunch",44,2482,2508,25,"40.9%","65.2%"
"=""0540011""","Glastonbury School District",7,"Not Eligible For Lunch",460,2578,2612,34,"52.4%","72.4%"
"=""0540011""","Glastonbury School District",8,"Eligible For Lunch",42,2516,2543,27,"42.9%","60.0%"
"=""0540011""","Glastonbury School District",8,"Not Eligible For Lunch",462,2607,2642,35,"60.2%","75.9%"
"=""0560011""","Granby School District",4,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0560011""","Granby School District",4,"Not Eligible For Lunch",117,2467,2519,52,"56.4%","80.4%"
"=""0560011""","Granby School District",5,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0560011""","Granby School District",5,"Not Eligible For Lunch",106,2510,2563,53,"59.4%","88.9%"
"=""0560011""","Granby School District",6,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0560011""","Granby School District",6,"Not Eligible For Lunch",131,2547,2601,54,"71.0%","90.7%"
"=""0560011""","Granby School District",7,"Eligible For Lunch",19,"*","*","*","*","*"
"=""0560011""","Granby School District",7,"Not Eligible For Lunch",124,2585,2601,17,"41.9%","58.6%"
"=""0560011""","Granby School District",8,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0560011""","Granby School District",8,"Not Eligible For Lunch",134,2584,2596,12,"44.0%","59.8%"
"=""2940013""","Great Oaks Charter School District",6,"Eligible For Lunch",85,2385,2425,40,"51.8%","65.7%"
"=""2940013""","Great Oaks Charter School District",6,"Not Eligible For Lunch",16,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"Eligible For Lunch",83,2423,2445,22,"28.9%","51.4%"
"=""2940013""","Great Oaks Charter School District",7,"Not Eligible For Lunch",19,"*","*","*","*","*"
"=""0570011""","Greenwich School District",4,"Eligible For Lunch",94,2398,2446,48,"37.2%","70.1%"
"=""0570011""","Greenwich School District",4,"Not Eligible For Lunch",529,2489,2537,48,"53.9%","78.5%"
"=""0570011""","Greenwich School District",5,"Eligible For Lunch",91,2457,2492,35,"47.3%","69.1%"
"=""0570011""","Greenwich School District",5,"Not Eligible For Lunch",560,2520,2562,42,"60.4%","78.9%"
"=""0570011""","Greenwich School District",6,"Eligible For Lunch",94,2459,2486,27,"43.6%","62.1%"
"=""0570011""","Greenwich School District",6,"Not Eligible For Lunch",500,2558,2587,28,"52.4%","69.0%"
"=""0570011""","Greenwich School District",7,"Eligible For Lunch",83,2500,2527,27,"47.0%","64.2%"
"=""0570011""","Greenwich School District",7,"Not Eligible For Lunch",508,2581,2610,29,"57.7%","73.4%"
"=""0570011""","Greenwich School District",8,"Eligible For Lunch",84,2500,2527,27,"50.0%","62.2%"
"=""0570011""","Greenwich School District",8,"Not Eligible For Lunch",517,2604,2641,38,"63.4%","76.9%"
"=""0580011""","Griswold School District",4,"Eligible For Lunch",48,2408,2452,44,"31.3%","61.8%"
"=""0580011""","Griswold School District",4,"Not Eligible For Lunch",84,2439,2475,35,"33.3%","57.7%"
"=""0580011""","Griswold School District",5,"Eligible For Lunch",53,2430,2473,43,"50.9%","72.1%"
"=""0580011""","Griswold School District",5,"Not Eligible For Lunch",66,2471,2542,70,"72.7%","92.1%"
