"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0440011""","East Haven School District",8,"Math","Non-ELL",215,2481,2502,21,"40.0%","58.0%"
"=""0450011""","East Lyme School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",4,"ELA","Non-ELL","*",2475,2533,58,"55.4%","78.9%"
"=""0450011""","East Lyme School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",4,"Math","Non-ELL","*",2471,2527,57,"56.5%","84.2%"
"=""0450011""","East Lyme School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",5,"ELA","Non-ELL","*",2543,2568,26,"47.3%","63.3%"
"=""0450011""","East Lyme School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",5,"Math","Non-ELL","*",2523,2543,20,"36.6%","56.5%"
"=""0450011""","East Lyme School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",6,"ELA","Non-ELL","*",2533,2565,32,"44.7%","63.6%"
"=""0450011""","East Lyme School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",6,"Math","Non-ELL","*",2524,2582,58,"63.5%","87.0%"
"=""0450011""","East Lyme School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",7,"ELA","Non-ELL","*",2574,2603,29,"48.3%","62.1%"
"=""0450011""","East Lyme School District",7,"Math","ELL","*","*","*","*","*","*"
"=""0450011""","East Lyme School District",7,"Math","Non-ELL","*",2574,2604,30,"56.9%","72.8%"
"=""0450011""","East Lyme School District",8,"ELA","Non-ELL",188,2582,2603,21,"40.4%","57.6%"
"=""0450011""","East Lyme School District",8,"Math","Non-ELL",186,2579,2594,15,"38.7%","53.9%"
"=""0470011""","East Windsor School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",4,"ELA","Non-ELL","*",2422,2471,50,"35.8%","62.9%"
"=""0470011""","East Windsor School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",4,"Math","Non-ELL","*",2425,2478,53,"40.3%","75.6%"
"=""0470011""","East Windsor School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",5,"ELA","Non-ELL","*",2465,2497,32,"27.1%","53.5%"
"=""0470011""","East Windsor School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",5,"Math","Non-ELL","*",2481,2475,-5,"12.9%","33.1%"
"=""0470011""","East Windsor School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",6,"ELA","Non-ELL","*",2495,2526,31,"36.1%","58.4%"
"=""0470011""","East Windsor School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",6,"Math","Non-ELL","*",2470,2487,16,"30.6%","49.6%"
"=""0470011""","East Windsor School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",7,"ELA","Non-ELL","*",2510,2537,26,"28.3%","55.0%"
"=""0470011""","East Windsor School District",7,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",7,"Math","Non-ELL","*",2484,2502,18,"26.7%","48.7%"
"=""0470011""","East Windsor School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",8,"ELA","Non-ELL","*",2568,2596,28,"40.3%","62.6%"
"=""0470011""","East Windsor School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0470011""","East Windsor School District",8,"Math","Non-ELL","*",2519,2558,40,"55.9%","76.2%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Math","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Math","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"ELA","ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Math","ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Math","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"ELA","Non-ELL",11,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Math","Non-ELL",10,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"ELA","Non-ELL","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Math","Non-ELL","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"ELA","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Math","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"ELA","Non-ELL",19,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Math","Non-ELL",19,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"ELA","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Math","Non-ELL",12,"*","*","*","*","*"
"=""0390011""","Eastford School District",7,"ELA","Non-ELL",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Math","Non-ELL",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"ELA","Non-ELL",15,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Math","Non-ELL",15,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"ELA","Non-ELL","*",2484,2552,68,"72.7%","89.9%"
"=""0460011""","Easton School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",4,"Math","Non-ELL","*",2472,2543,72,"66.3%","93.4%"
"=""0460011""","Easton School District",5,"ELA","Non-ELL",112,2534,2591,58,"64.3%","84.4%"
"=""0460011""","Easton School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",5,"Math","Non-ELL","*",2512,2572,59,"71.4%","90.8%"
"=""0460011""","Easton School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",6,"ELA","Non-ELL","*",2556,2578,22,"43.2%","61.4%"
"=""0460011""","Easton School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0460011""","Easton School District",6,"Math","Non-ELL","*",2535,2579,44,"62.1%","79.1%"
"=""0460011""","Easton School District",7,"ELA","Non-ELL",92,2572,2617,46,"54.3%","74.9%"
"=""0460011""","Easton School District",7,"Math","Non-ELL",93,2565,2608,43,"63.4%","81.1%"
"=""0460011""","Easton School District",8,"ELA","Non-ELL",100,2573,2618,45,"54.0%","71.2%"
"=""0460011""","Easton School District",8,"Math","Non-ELL",94,2585,2641,56,"69.1%","85.9%"
"=""2420014""","EdAdvance",5,"Math","Non-ELL","*","*","*","*","*","*"
"=""2420014""","EdAdvance",7,"Math","Non-ELL","*","*","*","*","*","*"
"=""2420014""","EdAdvance",8,"ELA","Non-ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"ELA","Non-ELL","*",2471,2523,52,"51.3%","76.5%"
"=""0480011""","Ellington School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"Math","Non-ELL","*",2460,2516,56,"50.3%","81.0%"
"=""0480011""","Ellington School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",5,"ELA","Non-ELL","*",2529,2570,40,"50.2%","72.2%"
"=""0480011""","Ellington School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",5,"Math","Non-ELL","*",2526,2557,31,"50.2%","70.6%"
"=""0480011""","Ellington School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",6,"ELA","Non-ELL","*",2560,2584,24,"46.4%","60.9%"
"=""0480011""","Ellington School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",6,"Math","Non-ELL","*",2537,2573,36,"47.3%","67.0%"
"=""0480011""","Ellington School District",7,"ELA","Non-ELL",198,2577,2603,26,"43.4%","61.1%"
"=""0480011""","Ellington School District",7,"Math","Non-ELL",198,2547,2573,27,"43.9%","65.3%"
"=""0480011""","Ellington School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",8,"ELA","Non-ELL","*",2611,2620,10,"33.5%","54.4%"
"=""0480011""","Ellington School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0480011""","Ellington School District",8,"Math","Non-ELL","*",2572,2600,28,"45.5%","65.3%"
"=""2890013""","Elm City College Preparatory School District",4,"ELA","Non-ELL",62,2417,2516,99,"75.8%","95.8%"
"=""2890013""","Elm City College Preparatory School District",4,"Math","Non-ELL",62,2457,2511,55,"50.0%","78.3%"
"=""2890013""","Elm City College Preparatory School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",5,"ELA","Non-ELL","*",2479,2515,36,"31.7%","59.3%"
"=""2890013""","Elm City College Preparatory School District",5,"Math","ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",5,"Math","Non-ELL","*",2467,2491,24,"34.9%","54.4%"
"=""2890013""","Elm City College Preparatory School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"ELA","Non-ELL","*",2476,2530,54,"55.7%","77.1%"
"=""2890013""","Elm City College Preparatory School District",6,"Math","ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",6,"Math","Non-ELL","*",2469,2509,40,"50.8%","72.1%"
"=""2890013""","Elm City College Preparatory School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"ELA","Non-ELL","*",2510,2550,40,"50.9%","71.0%"
"=""2890013""","Elm City College Preparatory School District",7,"Math","ELL","*","*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Math","Non-ELL","*",2485,2504,19,"36.8%","55.2%"
"=""2890013""","Elm City College Preparatory School District",8,"ELA","Non-ELL",58,2537,2594,56,"60.3%","75.5%"
"=""2890013""","Elm City College Preparatory School District",8,"Math","Non-ELL",58,2541,2591,50,"62.1%","79.7%"
"=""0490011""","Enfield School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",4,"ELA","Non-ELL","*",2435,2494,59,"48.0%","73.6%"
"=""0490011""","Enfield School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",4,"Math","Non-ELL","*",2429,2489,60,"52.6%","81.5%"
"=""0490011""","Enfield School District",5,"ELA","ELL",8,"*","*","*","*","*"
"=""0490011""","Enfield School District",5,"ELA","Non-ELL",362,2470,2526,57,"48.1%","71.7%"
"=""0490011""","Enfield School District",5,"Math","ELL",9,"*","*","*","*","*"
"=""0490011""","Enfield School District",5,"Math","Non-ELL",362,2476,2496,20,"27.1%","53.4%"
"=""0490011""","Enfield School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",6,"ELA","Non-ELL","*",2512,2528,16,"34.0%","52.5%"
"=""0490011""","Enfield School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",6,"Math","Non-ELL","*",2499,2529,30,"40.5%","65.7%"
"=""0490011""","Enfield School District",7,"ELA","ELL",6,"*","*","*","*","*"
"=""0490011""","Enfield School District",7,"ELA","Non-ELL",350,2517,2556,39,"42.0%","64.6%"
"=""0490011""","Enfield School District",7,"Math","ELL",6,"*","*","*","*","*"
"=""0490011""","Enfield School District",7,"Math","Non-ELL",347,2525,2533,8,"22.5%","42.2%"
"=""0490011""","Enfield School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",8,"ELA","Non-ELL","*",2539,2582,43,"52.2%","70.6%"
"=""0490011""","Enfield School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0490011""","Enfield School District",8,"Math","Non-ELL","*",2526,2538,12,"30.7%","49.8%"
"=""0500011""","Essex School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",4,"ELA","Non-ELL","*",2476,2525,49,"56.9%","73.1%"
"=""0500011""","Essex School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",4,"Math","Non-ELL","*",2468,2514,47,"45.1%","77.7%"
"=""0500011""","Essex School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",5,"ELA","Non-ELL","*",2519,2562,43,"49.0%","73.7%"
"=""0500011""","Essex School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0500011""","Essex School District",5,"Math","Non-ELL","*",2497,2550,52,"68.6%","89.4%"
"=""0500011""","Essex School District",6,"ELA","Non-ELL",78,2584,2603,19,"50.0%","66.3%"
"=""0500011""","Essex School District",6,"Math","Non-ELL",78,2542,2586,44,"62.8%","80.6%"
"=""0510011""","Fairfield School District",4,"ELA","ELL",9,"*","*","*","*","*"
"=""0510011""","Fairfield School District",4,"ELA","Non-ELL",820,2460,2522,62,"58.3%","80.5%"
"=""0510011""","Fairfield School District",4,"Math","ELL",10,"*","*","*","*","*"
"=""0510011""","Fairfield School District",4,"Math","Non-ELL",821,2456,2513,57,"51.4%","81.3%"
"=""0510011""","Fairfield School District",5,"ELA","ELL",17,"*","*","*","*","*"
"=""0510011""","Fairfield School District",5,"ELA","Non-ELL",717,2512,2563,50,"54.1%","76.0%"
"=""0510011""","Fairfield School District",5,"Math","ELL",17,"*","*","*","*","*"
"=""0510011""","Fairfield School District",5,"Math","Non-ELL",716,2504,2546,42,"55.9%","78.5%"
"=""0510011""","Fairfield School District",6,"ELA","ELL",6,"*","*","*","*","*"
"=""0510011""","Fairfield School District",6,"ELA","Non-ELL",714,2560,2584,25,"43.8%","61.8%"
"=""0510011""","Fairfield School District",6,"Math","ELL",6,"*","*","*","*","*"
"=""0510011""","Fairfield School District",6,"Math","Non-ELL",712,2544,2577,33,"47.1%","69.3%"
"=""0510011""","Fairfield School District",7,"ELA","ELL",16,"*","*","*","*","*"
"=""0510011""","Fairfield School District",7,"ELA","Non-ELL",747,2578,2607,28,"46.5%","64.9%"
"=""0510011""","Fairfield School District",7,"Math","ELL",16,"*","*","*","*","*"
"=""0510011""","Fairfield School District",7,"Math","Non-ELL",742,2573,2589,15,"39.9%","55.7%"
"=""0510011""","Fairfield School District",8,"ELA","ELL",8,"*","*","*","*","*"
"=""0510011""","Fairfield School District",8,"ELA","Non-ELL",750,2591,2620,29,"49.1%","66.0%"
"=""0510011""","Fairfield School District",8,"Math","ELL",8,"*","*","*","*","*"
"=""0510011""","Fairfield School District",8,"Math","Non-ELL",747,2583,2613,30,"51.9%","68.4%"
"=""0520011""","Farmington School District",4,"ELA","ELL",7,"*","*","*","*","*"
"=""0520011""","Farmington School District",4,"ELA","Non-ELL",296,2483,2548,65,"65.2%","84.3%"
"=""0520011""","Farmington School District",4,"Math","ELL",9,"*","*","*","*","*"
"=""0520011""","Farmington School District",4,"Math","Non-ELL",298,2476,2539,63,"64.8%","89.4%"
"=""0520011""","Farmington School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",5,"ELA","Non-ELL","*",2534,2574,41,"52.8%","72.3%"
"=""0520011""","Farmington School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",5,"Math","Non-ELL","*",2522,2563,42,"57.2%","79.7%"
"=""0520011""","Farmington School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",6,"ELA","Non-ELL","*",2554,2590,36,"52.2%","71.7%"
"=""0520011""","Farmington School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",6,"Math","Non-ELL","*",2523,2580,56,"67.6%","86.4%"
"=""0520011""","Farmington School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",7,"ELA","Non-ELL","*",2585,2608,23,"41.9%","59.1%"
"=""0520011""","Farmington School District",7,"Math","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",7,"Math","Non-ELL","*",2576,2617,41,"65.4%","82.6%"
"=""0520011""","Farmington School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",8,"ELA","Non-ELL","*",2596,2631,34,"57.7%","72.9%"
"=""0520011""","Farmington School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0520011""","Farmington School District",8,"Math","Non-ELL","*",2603,2645,42,"68.4%","82.6%"
"=""0530011""","Franklin School District",4,"ELA","Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Math","Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"ELA","Non-ELL",14,"*","*","*","*","*"
"=""0530011""","Franklin School District",5,"Math","Non-ELL",14,"*","*","*","*","*"
"=""0530011""","Franklin School District",6,"ELA","Non-ELL",20,2528,2507,-21,"25.0%","32.5%"
"=""0530011""","Franklin School District",6,"Math","Non-ELL",20,2486,2490,4,"15.0%","29.6%"
"=""0530011""","Franklin School District",7,"ELA","Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",7,"Math","Non-ELL",17,"*","*","*","*","*"
"=""0530011""","Franklin School District",8,"ELA","Non-ELL",20,2579,2611,32,"40.0%","61.2%"
"=""0530011""","Franklin School District",8,"Math","Non-ELL",20,2530,2535,4,"35.0%","50.0%"
"=""0540011""","Glastonbury School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"ELA","Non-ELL","*",2485,2531,46,"51.8%","74.3%"
"=""0540011""","Glastonbury School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",4,"Math","Non-ELL","*",2482,2529,48,"48.8%","76.0%"
"=""0540011""","Glastonbury School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",5,"ELA","Non-ELL","*",2535,2580,44,"57.2%","77.5%"
"=""0540011""","Glastonbury School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",5,"Math","Non-ELL","*",2527,2578,51,"67.5%","87.9%"
"=""0540011""","Glastonbury School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",6,"ELA","Non-ELL","*",2566,2604,38,"59.8%","75.6%"
"=""0540011""","Glastonbury School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",6,"Math","Non-ELL","*",2564,2606,42,"62.1%","80.4%"
"=""0540011""","Glastonbury School District",7,"ELA","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",7,"ELA","Non-ELL","*",2592,2604,13,"38.5%","52.5%"
"=""0540011""","Glastonbury School District",7,"Math","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",7,"Math","Non-ELL","*",2571,2604,33,"51.3%","71.7%"
"=""0540011""","Glastonbury School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",8,"ELA","Non-ELL","*",2603,2626,22,"48.4%","64.6%"
"=""0540011""","Glastonbury School District",8,"Math","ELL","*","*","*","*","*","*"
"=""0540011""","Glastonbury School District",8,"Math","Non-ELL","*",2600,2634,34,"58.8%","74.4%"
"=""0560011""","Granby School District",4,"ELA","Non-ELL",128,2459,2538,79,"70.3%","90.4%"
"=""0560011""","Granby School District",4,"Math","Non-ELL",128,2463,2516,52,"54.7%","80.2%"
"=""0560011""","Granby School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0560011""","Granby School District",5,"ELA","Non-ELL","*",2519,2566,47,"56.3%","76.6%"
"=""0560011""","Granby School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0560011""","Granby School District",5,"Math","Non-ELL","*",2507,2556,49,"54.6%","83.5%"
"=""0560011""","Granby School District",6,"ELA","Non-ELL",146,2559,2607,49,"65.1%","81.5%"
"=""0560011""","Granby School District",6,"Math","Non-ELL",146,2539,2592,52,"67.1%","87.4%"
"=""0560011""","Granby School District",7,"ELA","Non-ELL",143,2570,2604,33,"46.2%","66.0%"
"=""0560011""","Granby School District",7,"Math","Non-ELL",143,2576,2593,17,"39.2%","56.9%"
"=""0560011""","Granby School District",8,"ELA","Non-ELL",150,2584,2620,36,"56.0%","71.4%"
"=""0560011""","Granby School District",8,"Math","Non-ELL",149,2583,2592,9,"42.3%","58.7%"
"=""2940013""","Great Oaks Charter School District",6,"ELA","ELL",21,2409,2459,50,"47.6%","62.2%"
"=""2940013""","Great Oaks Charter School District",6,"ELA","Non-ELL",80,2400,2423,23,"27.5%","47.3%"
"=""2940013""","Great Oaks Charter School District",6,"Math","ELL",21,2415,2480,65,"66.7%","83.2%"
"=""2940013""","Great Oaks Charter School District",6,"Math","Non-ELL",80,2378,2418,40,"52.5%","65.5%"
"=""2940013""","Great Oaks Charter School District",7,"ELA","ELL",7,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"ELA","Non-ELL",98,2434,2489,55,"48.0%","69.0%"
"=""2940013""","Great Oaks Charter School District",7,"Math","ELL",7,"*","*","*","*","*"
"=""2940013""","Great Oaks Charter School District",7,"Math","Non-ELL",95,2428,2455,26,"34.7%","56.7%"
"=""0570011""","Greenwich School District",4,"ELA","ELL",28,2383,2436,53,"28.6%","60.7%"
"=""0570011""","Greenwich School District",4,"ELA","Non-ELL",586,2485,2539,54,"58.9%","78.2%"
"=""0570011""","Greenwich School District",4,"Math","ELL",34,2397,2462,65,"58.8%","84.9%"
"=""0570011""","Greenwich School District",4,"Math","Non-ELL",589,2480,2527,47,"50.9%","76.8%"
"=""0570011""","Greenwich School District",5,"ELA","ELL",16,"*","*","*","*","*"
"=""0570011""","Greenwich School District",5,"ELA","Non-ELL",624,2527,2575,49,"57.2%","77.2%"
"=""0570011""","Greenwich School District",5,"Math","ELL",26,2443,2496,53,"57.7%","77.7%"
"=""0570011""","Greenwich School District",5,"Math","Non-ELL",625,2514,2555,41,"58.6%","77.5%"
"=""0570011""","Greenwich School District",6,"ELA","ELL",11,"*","*","*","*","*"
"=""0570011""","Greenwich School District",6,"ELA","Non-ELL",576,2555,2581,26,"46.2%","64.1%"
"=""0570011""","Greenwich School District",6,"Math","ELL",16,"*","*","*","*","*"
"=""0570011""","Greenwich School District",6,"Math","Non-ELL",578,2545,2573,28,"50.7%","67.7%"
"=""0570011""","Greenwich School District",7,"ELA","ELL",17,"*","*","*","*","*"
"=""0570011""","Greenwich School District",7,"ELA","Non-ELL",569,2579,2617,37,"55.2%","70.4%"
"=""0570011""","Greenwich School District",7,"Math","ELL",21,2453,2494,40,"52.4%","73.4%"
"=""0570011""","Greenwich School District",7,"Math","Non-ELL",570,2574,2602,29,"56.3%","72.1%"
"=""0570011""","Greenwich School District",8,"ELA","ELL",8,"*","*","*","*","*"
"=""0570011""","Greenwich School District",8,"ELA","Non-ELL",590,2599,2631,32,"54.1%","69.6%"
"=""0570011""","Greenwich School District",8,"Math","ELL",10,"*","*","*","*","*"
"=""0570011""","Greenwich School District",8,"Math","Non-ELL",591,2591,2628,36,"62.1%","75.3%"
"=""0580011""","Griswold School District",4,"ELA","Non-ELL",132,2434,2478,45,"40.2%","65.9%"
"=""0580011""","Griswold School District",4,"Math","Non-ELL",132,2428,2466,38,"32.6%","59.2%"
"=""0580011""","Griswold School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",5,"ELA","Non-ELL","*",2491,2530,39,"40.2%","61.6%"
"=""0580011""","Griswold School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",5,"Math","Non-ELL","*",2453,2510,57,"62.7%","83.0%"
"=""0580011""","Griswold School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",6,"ELA","Non-ELL","*",2519,2549,30,"40.7%","61.2%"
"=""0580011""","Griswold School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0580011""","Griswold School District",6,"Math","Non-ELL","*",2515,2549,34,"48.0%","69.2%"
"=""0580011""","Griswold School District",7,"ELA","Non-ELL",137,2528,2567,39,"43.8%","64.1%"
"=""0580011""","Griswold School District",7,"Math","Non-ELL",136,2516,2549,33,"51.5%","67.9%"
"=""0580011""","Griswold School District",8,"ELA","Non-ELL",124,2560,2592,32,"46.0%","65.2%"
"=""0580011""","Griswold School District",8,"Math","Non-ELL",124,2551,2594,43,"57.3%","73.8%"
"=""0590011""","Groton School District",4,"ELA","ELL",6,"*","*","*","*","*"
"=""0590011""","Groton School District",4,"ELA","Non-ELL",297,2443,2500,57,"47.8%","73.9%"
"=""0590011""","Groton School District",4,"Math","ELL",7,"*","*","*","*","*"
"=""0590011""","Groton School District",4,"Math","Non-ELL",295,2434,2496,62,"56.6%","85.3%"
"=""0590011""","Groton School District",5,"ELA","ELL",8,"*","*","*","*","*"
"=""0590011""","Groton School District",5,"ELA","Non-ELL",265,2472,2525,53,"48.3%","69.5%"
"=""0590011""","Groton School District",5,"Math","ELL",10,"*","*","*","*","*"
"=""0590011""","Groton School District",5,"Math","Non-ELL",265,2473,2513,40,"52.5%","73.7%"
"=""0590011""","Groton School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District",6,"ELA","Non-ELL","*",2524,2537,13,"31.3%","47.0%"
"=""0590011""","Groton School District",6,"Math","ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District",6,"Math","Non-ELL","*",2513,2531,18,"34.5%","52.0%"
"=""0590011""","Groton School District",7,"ELA","ELL",10,"*","*","*","*","*"
"=""0590011""","Groton School District",7,"ELA","Non-ELL",287,2513,2539,27,"39.0%","55.5%"
"=""0590011""","Groton School District",7,"Math","ELL",12,"*","*","*","*","*"
"=""0590011""","Groton School District",7,"Math","Non-ELL",289,2506,2540,34,"51.2%","67.3%"
"=""0590011""","Groton School District",8,"ELA","ELL","*","*","*","*","*","*"
"=""0590011""","Groton School District",8,"ELA","Non-ELL","*",2539,2569,29,"40.1%","59.9%"
"=""0590011""","Groton School District",8,"Math","ELL",6,"*","*","*","*","*"
"=""0590011""","Groton School District",8,"Math","Non-ELL",243,2542,2549,7,"30.5%","45.8%"
"=""0600011""","Guilford School District",4,"ELA","ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",4,"ELA","Non-ELL","*",2486,2542,56,"58.5%","80.7%"
"=""0600011""","Guilford School District",4,"Math","ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",4,"Math","Non-ELL","*",2488,2528,39,"47.3%","68.2%"
"=""0600011""","Guilford School District",5,"ELA","ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",5,"ELA","Non-ELL","*",2528,2565,37,"47.3%","67.9%"
"=""0600011""","Guilford School District",5,"Math","ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",5,"Math","Non-ELL","*",2523,2565,42,"60.0%","82.2%"
"=""0600011""","Guilford School District",6,"ELA","ELL","*","*","*","*","*","*"
"=""0600011""","Guilford School District",6,"ELA","Non-ELL","*",2562,2596,33,"54.1%","70.2%"
"=""0600011""","Guilford School District",6,"Math","ELL","*","*","*","*","*","*"
