"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0400011""","East Granby School District",8,"ELA","Male",22,2522,2552,31,"36.4%","61.7%"
"=""0400011""","East Granby School District",8,"Math","Female",38,2574,2619,46,"63.2%","84.0%"
"=""0400011""","East Granby School District",8,"Math","Male",22,2521,2522,1,"18.2%","39.5%"
"=""0410011""","East Haddam School District",4,"ELA","Female",34,2457,2499,41,"44.1%","62.8%"
"=""0410011""","East Haddam School District",4,"ELA","Male",33,2471,2486,15,"27.3%","46.7%"
"=""0410011""","East Haddam School District",4,"Math","Female",34,2465,2478,13,"11.8%","35.6%"
"=""0410011""","East Haddam School District",4,"Math","Male",33,2477,2496,19,"21.2%","48.3%"
"=""0410011""","East Haddam School District",5,"ELA","Female",34,2527,2572,45,"61.8%","73.9%"
"=""0410011""","East Haddam School District",5,"ELA","Male",33,2514,2562,49,"57.6%","71.7%"
"=""0410011""","East Haddam School District",5,"Math","Female",34,2495,2531,36,"47.1%","69.1%"
"=""0410011""","East Haddam School District",5,"Math","Male",33,2515,2561,46,"57.6%","77.9%"
"=""0410011""","East Haddam School District",6,"ELA","Female",32,2559,2591,32,"53.1%","72.7%"
"=""0410011""","East Haddam School District",6,"ELA","Male",43,2525,2560,35,"53.5%","68.6%"
"=""0410011""","East Haddam School District",6,"Math","Female",32,2525,2549,24,"34.4%","59.6%"
"=""0410011""","East Haddam School District",6,"Math","Male",43,2517,2534,17,"25.6%","51.9%"
"=""0410011""","East Haddam School District",7,"ELA","Female",39,2564,2611,47,"66.7%","79.3%"
"=""0410011""","East Haddam School District",7,"ELA","Male",52,2564,2579,16,"34.6%","53.0%"
"=""0410011""","East Haddam School District",7,"Math","Female",39,2527,2558,31,"51.3%","72.2%"
"=""0410011""","East Haddam School District",7,"Math","Male",52,2541,2552,11,"46.2%","62.5%"
"=""0410011""","East Haddam School District",8,"ELA","Female",42,2560,2599,39,"54.8%","69.8%"
"=""0410011""","East Haddam School District",8,"ELA","Male",52,2555,2567,12,"36.5%","52.5%"
"=""0410011""","East Haddam School District",8,"Math","Female",41,2525,2508,-18,"9.8%","25.5%"
"=""0410011""","East Haddam School District",8,"Math","Male",51,2550,2533,-17,"21.6%","30.9%"
"=""0420011""","East Hampton School District",4,"ELA","Female",72,2464,2493,29,"27.8%","54.0%"
"=""0420011""","East Hampton School District",4,"ELA","Male",74,2444,2490,45,"39.2%","66.0%"
"=""0420011""","East Hampton School District",4,"Math","Female",71,2434,2486,52,"47.9%","76.7%"
"=""0420011""","East Hampton School District",4,"Math","Male",73,2445,2504,59,"57.5%","83.2%"
"=""0420011""","East Hampton School District",5,"ELA","Female",55,2516,2549,33,"47.3%","65.9%"
"=""0420011""","East Hampton School District",5,"ELA","Male",65,2481,2500,19,"27.7%","46.4%"
"=""0420011""","East Hampton School District",5,"Math","Female",55,2490,2526,36,"45.5%","75.1%"
"=""0420011""","East Hampton School District",5,"Math","Male",64,2484,2511,27,"42.2%","65.9%"
"=""0420011""","East Hampton School District",6,"ELA","Female",63,2541,2539,-2,"22.2%","36.6%"
"=""0420011""","East Hampton School District",6,"ELA","Male",78,2533,2542,9,"34.6%","47.4%"
"=""0420011""","East Hampton School District",6,"Math","Female",63,2508,2514,6,"17.5%","40.3%"
"=""0420011""","East Hampton School District",6,"Math","Male",78,2523,2527,3,"20.5%","37.2%"
"=""0420011""","East Hampton School District",7,"ELA","Female",54,2542,2576,34,"37.0%","55.5%"
"=""0420011""","East Hampton School District",7,"ELA","Male",62,2519,2535,16,"30.6%","46.5%"
"=""0420011""","East Hampton School District",7,"Math","Female",54,2536,2528,-8,"16.7%","31.0%"
"=""0420011""","East Hampton School District",7,"Math","Male",61,2505,2521,15,"37.7%","51.3%"
"=""0420011""","East Hampton School District",8,"ELA","Female",54,2603,2631,28,"53.7%","71.9%"
"=""0420011""","East Hampton School District",8,"ELA","Male",71,2545,2558,13,"29.6%","46.9%"
"=""0420011""","East Hampton School District",8,"Math","Female",54,2566,2584,18,"33.3%","49.6%"
"=""0420011""","East Hampton School District",8,"Math","Male",71,2536,2528,-8,"25.4%","38.2%"
"=""0430011""","East Hartford School District",4,"ELA","Female",230,2395,2450,55,"38.3%","67.3%"
"=""0430011""","East Hartford School District",4,"ELA","Male",239,2357,2412,55,"39.7%","66.1%"
"=""0430011""","East Hartford School District",4,"Math","Female",228,2400,2449,49,"38.2%","70.2%"
"=""0430011""","East Hartford School District",4,"Math","Male",241,2380,2424,43,"27.4%","62.7%"
"=""0430011""","East Hartford School District",5,"ELA","Female",234,2440,2493,53,"44.9%","70.2%"
"=""0430011""","East Hartford School District",5,"ELA","Male",243,2412,2459,47,"35.8%","59.2%"
"=""0430011""","East Hartford School District",5,"Math","Female",235,2440,2449,8,"21.3%","40.9%"
"=""0430011""","East Hartford School District",5,"Math","Male",242,2436,2439,3,"14.5%","34.3%"
"=""0430011""","East Hartford School District",6,"ELA","Female",183,2471,2506,35,"40.4%","60.7%"
"=""0430011""","East Hartford School District",6,"ELA","Male",199,2440,2476,35,"36.7%","61.4%"
"=""0430011""","East Hartford School District",6,"Math","Female",182,2440,2458,18,"32.4%","53.2%"
"=""0430011""","East Hartford School District",6,"Math","Male",201,2427,2437,9,"24.9%","43.4%"
"=""0430011""","East Hartford School District",7,"ELA","Female",193,2497,2521,24,"28.5%","52.7%"
"=""0430011""","East Hartford School District",7,"ELA","Male",236,2473,2489,16,"25.4%","45.3%"
"=""0430011""","East Hartford School District",7,"Math","Female",191,2459,2467,8,"24.6%","42.6%"
"=""0430011""","East Hartford School District",7,"Math","Male",237,2442,2451,9,"27.0%","42.4%"
"=""0430011""","East Hartford School District",8,"ELA","Female",224,2497,2523,26,"37.9%","57.4%"
"=""0430011""","East Hartford School District",8,"ELA","Male",211,2467,2496,29,"31.8%","53.4%"
"=""0430011""","East Hartford School District",8,"Math","Female",225,2465,2473,8,"28.4%","45.2%"
"=""0430011""","East Hartford School District",8,"Math","Male",213,2452,2466,14,"30.5%","45.4%"
"=""0440011""","East Haven School District",4,"ELA","Female",113,2427,2480,53,"46.0%","71.3%"
"=""0440011""","East Haven School District",4,"ELA","Male",92,2389,2441,52,"34.8%","66.1%"
"=""0440011""","East Haven School District",4,"Math","Female",114,2417,2466,49,"38.6%","71.6%"
"=""0440011""","East Haven School District",4,"Math","Male",92,2406,2456,51,"41.3%","72.9%"
"=""0440011""","East Haven School District",5,"ELA","Female",102,2464,2504,40,"29.4%","63.4%"
"=""0440011""","East Haven School District",5,"ELA","Male",90,2449,2486,37,"30.0%","55.9%"
"=""0440011""","East Haven School District",5,"Math","Female",102,2447,2477,30,"38.2%","65.9%"
"=""0440011""","East Haven School District",5,"Math","Male",90,2452,2486,35,"40.0%","67.0%"
"=""0440011""","East Haven School District",6,"ELA","Female",109,2501,2543,42,"49.5%","68.6%"
"=""0440011""","East Haven School District",6,"ELA","Male",95,2483,2521,38,"43.2%","63.8%"
"=""0440011""","East Haven School District",6,"Math","Female",111,2468,2512,44,"48.6%","74.0%"
"=""0440011""","East Haven School District",6,"Math","Male",96,2480,2504,23,"36.5%","58.6%"
"=""0440011""","East Haven School District",7,"ELA","Female",108,2514,2573,58,"57.4%","78.9%"
"=""0440011""","East Haven School District",7,"ELA","Male",122,2496,2542,45,"41.0%","67.7%"
"=""0440011""","East Haven School District",7,"Math","Female",105,2497,2504,7,"24.8%","41.1%"
"=""0440011""","East Haven School District",7,"Math","Male",121,2486,2496,10,"30.6%","48.4%"
"=""0440011""","East Haven School District",8,"ELA","Female",102,2527,2576,49,"52.9%","78.4%"
"=""0440011""","East Haven School District",8,"ELA","Male",126,2485,2524,39,"38.1%","60.2%"
"=""0440011""","East Haven School District",8,"Math","Female",103,2498,2519,21,"42.7%","58.7%"
"=""0440011""","East Haven School District",8,"Math","Male",125,2460,2480,20,"36.8%","55.2%"
"=""0450011""","East Lyme School District",4,"ELA","Female",83,2477,2534,57,"54.2%","77.7%"
"=""0450011""","East Lyme School District",4,"ELA","Male",97,2473,2532,59,"56.7%","80.6%"
"=""0450011""","East Lyme School District",4,"Math","Female",83,2460,2517,57,"55.4%","84.0%"
"=""0450011""","East Lyme School District",4,"Math","Male",97,2479,2534,55,"56.7%","83.6%"
"=""0450011""","East Lyme School District",5,"ELA","Female",100,2550,2574,24,"44.0%","60.9%"
"=""0450011""","East Lyme School District",5,"ELA","Male",88,2531,2560,29,"50.0%","66.2%"
"=""0450011""","East Lyme School District",5,"Math","Female",100,2514,2536,22,"34.0%","54.2%"
"=""0450011""","East Lyme School District",5,"Math","Male",87,2532,2549,17,"39.1%","59.3%"
"=""0450011""","East Lyme School District",6,"ELA","Female",86,2540,2574,34,"46.5%","65.4%"
"=""0450011""","East Lyme School District",6,"ELA","Male",107,2525,2555,30,"42.1%","61.2%"
"=""0450011""","East Lyme School District",6,"Math","Female",86,2515,2575,60,"64.0%","88.8%"
"=""0450011""","East Lyme School District",6,"Math","Male",106,2528,2583,55,"61.3%","83.9%"
"=""0450011""","East Lyme School District",7,"ELA","Female",91,2580,2614,34,"52.7%","66.3%"
"=""0450011""","East Lyme School District",7,"ELA","Male",121,2569,2594,25,"45.5%","59.3%"
"=""0450011""","East Lyme School District",7,"Math","Female",91,2570,2599,29,"54.9%","69.1%"
"=""0450011""","East Lyme School District",7,"Math","Male",121,2578,2609,30,"58.7%","75.9%"
"=""0450011""","East Lyme School District",8,"ELA","Female",101,2601,2631,30,"47.5%","63.5%"
"=""0450011""","East Lyme School District",8,"ELA","Male",87,2560,2571,11,"32.2%","50.9%"
"=""0450011""","East Lyme School District",8,"Math","Female",100,2585,2609,24,"47.0%","62.2%"
"=""0450011""","East Lyme School District",8,"Math","Male",86,2573,2576,3,"29.1%","44.3%"
"=""0470011""","East Windsor School District",4,"ELA","Female",36,2425,2474,49,"30.6%","60.2%"
"=""0470011""","East Windsor School District",4,"ELA","Male",32,2416,2466,50,"40.6%","65.0%"
"=""0470011""","East Windsor School District",4,"Math","Female",37,2416,2467,51,"37.8%","72.8%"
"=""0470011""","East Windsor School District",4,"Math","Male",32,2434,2487,53,"40.6%","76.7%"
"=""0470011""","East Windsor School District",5,"ELA","Female",34,2469,2500,31,"29.4%","53.8%"
"=""0470011""","East Windsor School District",5,"ELA","Male",40,2455,2489,34,"25.0%","54.8%"
"=""0470011""","East Windsor School District",5,"Math","Female",34,2472,2467,-5,"2.9%","27.4%"
"=""0470011""","East Windsor School District",5,"Math","Male",40,2485,2479,-6,"20.0%","36.6%"
"=""0470011""","East Windsor School District",6,"ELA","Female",29,2515,2544,29,"31.0%","54.4%"
"=""0470011""","East Windsor School District",6,"ELA","Male",44,2480,2514,34,"40.9%","62.2%"
"=""0470011""","East Windsor School District",6,"Math","Female",29,2469,2486,18,"27.6%","46.1%"
"=""0470011""","East Windsor School District",6,"Math","Male",44,2471,2487,16,"31.8%","52.4%"
"=""0470011""","East Windsor School District",7,"ELA","Female",35,2506,2534,28,"28.6%","57.2%"
"=""0470011""","East Windsor School District",7,"ELA","Male",27,2514,2538,23,"25.9%","50.7%"
"=""0470011""","East Windsor School District",7,"Math","Female",35,2463,2482,19,"25.7%","45.6%"
"=""0470011""","East Windsor School District",7,"Math","Male",27,2506,2525,19,"29.6%","55.4%"
"=""0470011""","East Windsor School District",8,"ELA","Female",28,2604,2629,25,"39.3%","60.3%"
"=""0470011""","East Windsor School District",8,"ELA","Male",40,2541,2568,27,"40.0%","62.7%"
"=""0470011""","East Windsor School District",8,"Math","Female",28,2536,2583,46,"60.7%","85.2%"
"=""0470011""","East Windsor School District",8,"Math","Male",41,2504,2540,36,"53.7%","71.0%"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"ELA","Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"ELA","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Math","Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",4,"Math","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"ELA","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",5,"Math","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"ELA","Male",9,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",6,"Math","Male",7,"*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"ELA","Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"ELA","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Math","Female","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",7,"Math","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"ELA","Male","*","*","*","*","*","*"
"=""2530014""","Eastern Connecticut Regional Educational Service Center (EASTCONN)",8,"Math","Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"ELA","Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"ELA","Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Math","Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",4,"Math","Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",5,"ELA","Female",10,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"ELA","Male",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Math","Female",10,"*","*","*","*","*"
"=""0390011""","Eastford School District",5,"Math","Male",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",6,"ELA","Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"ELA","Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Math","Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",6,"Math","Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"ELA","Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"ELA","Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Math","Female","*","*","*","*","*","*"
"=""0390011""","Eastford School District",7,"Math","Male","*","*","*","*","*","*"
"=""0390011""","Eastford School District",8,"ELA","Female",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"ELA","Male",6,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Math","Female",9,"*","*","*","*","*"
"=""0390011""","Eastford School District",8,"Math","Male",6,"*","*","*","*","*"
"=""0460011""","Easton School District",4,"ELA","Female",46,2498,2563,65,"76.1%","89.9%"
"=""0460011""","Easton School District",4,"ELA","Male",55,2471,2544,73,"70.9%","90.5%"
"=""0460011""","Easton School District",4,"Math","Female",45,2464,2540,76,"68.9%","94.5%"
"=""0460011""","Easton School District",4,"Math","Male",55,2479,2546,68,"65.5%","93.0%"
"=""0460011""","Easton School District",5,"ELA","Female",57,2538,2594,56,"66.7%","84.1%"
"=""0460011""","Easton School District",5,"ELA","Male",55,2530,2589,60,"61.8%","84.7%"
"=""0460011""","Easton School District",5,"Math","Female",57,2505,2565,61,"75.4%","88.9%"
"=""0460011""","Easton School District",5,"Math","Male",56,2519,2577,57,"66.1%","92.3%"
"=""0460011""","Easton School District",6,"ELA","Female",47,2578,2594,17,"36.2%","56.7%"
"=""0460011""","Easton School District",6,"ELA","Male",49,2531,2558,27,"49.0%","65.3%"
"=""0460011""","Easton School District",6,"Math","Female",47,2530,2579,49,"66.0%","84.3%"
"=""0460011""","Easton School District",6,"Math","Male",49,2536,2575,39,"57.1%","72.5%"
"=""0460011""","Easton School District",7,"ELA","Female",46,2594,2627,33,"50.0%","72.9%"
"=""0460011""","Easton School District",7,"ELA","Male",46,2549,2608,58,"58.7%","76.8%"
"=""0460011""","Easton School District",7,"Math","Female",47,2566,2610,44,"66.0%","86.7%"
"=""0460011""","Easton School District",7,"Math","Male",46,2564,2605,42,"60.9%","75.4%"
"=""0460011""","Easton School District",8,"ELA","Female",39,2592,2626,35,"48.7%","67.5%"
"=""0460011""","Easton School District",8,"ELA","Male",61,2562,2613,52,"57.4%","73.5%"
"=""0460011""","Easton School District",8,"Math","Female",36,2586,2648,62,"75.0%","89.0%"
"=""0460011""","Easton School District",8,"Math","Male",58,2584,2637,53,"65.5%","84.0%"
"=""2420014""","EdAdvance",5,"Math","Male","*","*","*","*","*","*"
"=""2420014""","EdAdvance",7,"Math","Male","*","*","*","*","*","*"
"=""2420014""","EdAdvance",8,"ELA","Male","*","*","*","*","*","*"
"=""0480011""","Ellington School District",4,"ELA","Female",95,2484,2531,47,"52.6%","72.9%"
"=""0480011""","Ellington School District",4,"ELA","Male",100,2458,2516,58,"51.0%","80.6%"
"=""0480011""","Ellington School District",4,"Math","Female",95,2462,2516,54,"45.3%","76.9%"
"=""0480011""","Ellington School District",4,"Math","Male",100,2458,2517,59,"56.0%","85.4%"
"=""0480011""","Ellington School District",5,"ELA","Female",102,2544,2589,45,"56.9%","80.2%"
"=""0480011""","Ellington School District",5,"ELA","Male",108,2515,2551,36,"43.5%","64.6%"
"=""0480011""","Ellington School District",5,"Math","Female",103,2524,2555,31,"47.6%","68.9%"
"=""0480011""","Ellington School District",5,"Math","Male",108,2526,2557,31,"52.8%","72.0%"
"=""0480011""","Ellington School District",6,"ELA","Female",112,2564,2594,30,"52.7%","67.2%"
"=""0480011""","Ellington School District",6,"ELA","Male",97,2554,2572,18,"40.2%","54.5%"
"=""0480011""","Ellington School District",6,"Math","Female",112,2533,2568,35,"48.2%","68.9%"
"=""0480011""","Ellington School District",6,"Math","Male",97,2540,2575,35,"45.4%","63.5%"
"=""0480011""","Ellington School District",7,"ELA","Female",89,2581,2616,35,"51.7%","70.1%"
"=""0480011""","Ellington School District",7,"ELA","Male",109,2574,2592,18,"36.7%","53.6%"
"=""0480011""","Ellington School District",7,"Math","Female",89,2544,2567,24,"36.0%","61.0%"
"=""0480011""","Ellington School District",7,"Math","Male",109,2549,2578,29,"50.5%","68.7%"
"=""0480011""","Ellington School District",8,"ELA","Female",92,2621,2636,15,"37.0%","58.3%"
"=""0480011""","Ellington School District",8,"ELA","Male",109,2600,2606,6,"30.3%","50.7%"
"=""0480011""","Ellington School District",8,"Math","Female",92,2579,2612,33,"53.3%","70.1%"
"=""0480011""","Ellington School District",8,"Math","Male",109,2565,2589,24,"39.4%","61.6%"
"=""2890013""","Elm City College Preparatory School District",4,"ELA","Female",32,2408,2517,109,"84.4%","100.0%"
"=""2890013""","Elm City College Preparatory School District",4,"ELA","Male",30,2428,2515,88,"66.7%","89.1%"
"=""2890013""","Elm City College Preparatory School District",4,"Math","Female",32,2439,2501,62,"53.1%","83.1%"
"=""2890013""","Elm City College Preparatory School District",4,"Math","Male",30,2475,2522,47,"46.7%","73.2%"
"=""2890013""","Elm City College Preparatory School District",5,"ELA","Female",37,2492,2528,35,"35.1%","60.6%"
"=""2890013""","Elm City College Preparatory School District",5,"ELA","Male",29,2452,2493,42,"31.0%","59.8%"
"=""2890013""","Elm City College Preparatory School District",5,"Math","Female",37,2473,2502,29,"37.8%","60.9%"
"=""2890013""","Elm City College Preparatory School District",5,"Math","Male",29,2453,2472,20,"31.0%","47.4%"
"=""2890013""","Elm City College Preparatory School District",6,"ELA","Female",44,2478,2536,58,"59.1%","81.9%"
"=""2890013""","Elm City College Preparatory School District",6,"ELA","Male",22,2461,2502,42,"45.5%","63.7%"
"=""2890013""","Elm City College Preparatory School District",6,"Math","Female",44,2466,2509,43,"47.7%","72.2%"
"=""2890013""","Elm City College Preparatory School District",6,"Math","Male",22,2467,2500,33,"54.5%","69.5%"
"=""2890013""","Elm City College Preparatory School District",7,"ELA","Female",39,2520,2564,44,"51.3%","75.1%"
"=""2890013""","Elm City College Preparatory School District",7,"ELA","Male",19,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",7,"Math","Female",39,2491,2511,20,"35.9%","58.7%"
"=""2890013""","Elm City College Preparatory School District",7,"Math","Male",19,"*","*","*","*","*"
"=""2890013""","Elm City College Preparatory School District",8,"ELA","Female",33,2545,2590,45,"48.5%","68.2%"
"=""2890013""","Elm City College Preparatory School District",8,"ELA","Male",25,2528,2599,71,"76.0%","85.0%"
"=""2890013""","Elm City College Preparatory School District",8,"Math","Female",33,2554,2609,55,"69.7%","88.4%"
"=""2890013""","Elm City College Preparatory School District",8,"Math","Male",25,2523,2566,43,"52.0%","68.3%"
"=""0490011""","Enfield School District",4,"ELA","Female",191,2445,2507,62,"51.8%","75.7%"
"=""0490011""","Enfield School District",4,"ELA","Male",159,2421,2476,56,"42.8%","70.1%"
"=""0490011""","Enfield School District",4,"Math","Female",191,2428,2488,60,"51.3%","81.6%"
"=""0490011""","Enfield School District",4,"Math","Male",159,2429,2488,59,"54.1%","81.3%"
"=""0490011""","Enfield School District",5,"ELA","Female",177,2481,2541,61,"54.2%","75.9%"
"=""0490011""","Enfield School District",5,"ELA","Male",193,2456,2509,53,"42.0%","68.0%"
"=""0490011""","Enfield School District",5,"Math","Female",177,2472,2492,20,"24.9%","51.3%"
"=""0490011""","Enfield School District",5,"Math","Male",194,2477,2497,20,"28.4%","54.3%"
"=""0490011""","Enfield School District",6,"ELA","Female",162,2515,2531,16,"33.3%","51.1%"
"=""0490011""","Enfield School District",6,"ELA","Male",151,2508,2525,16,"34.4%","53.9%"
"=""0490011""","Enfield School District",6,"Math","Female",162,2488,2523,35,"44.4%","70.6%"
"=""0490011""","Enfield School District",6,"Math","Male",150,2511,2535,24,"36.0%","60.3%"
"=""0490011""","Enfield School District",7,"ELA","Female",177,2526,2562,36,"39.0%","64.1%"
"=""0490011""","Enfield School District",7,"ELA","Male",179,2503,2545,42,"44.7%","64.9%"
"=""0490011""","Enfield School District",7,"Math","Female",174,2524,2529,5,"21.3%","39.9%"
"=""0490011""","Enfield School District",7,"Math","Male",179,2523,2535,11,"23.5%","44.0%"
"=""0490011""","Enfield School District",8,"ELA","Female",160,2555,2601,47,"58.1%","75.4%"
"=""0490011""","Enfield School District",8,"ELA","Male",165,2524,2563,39,"46.7%","66.3%"
"=""0490011""","Enfield School District",8,"Math","Female",158,2530,2548,18,"32.3%","53.5%"
"=""0490011""","Enfield School District",8,"Math","Male",165,2522,2529,7,"29.1%","46.0%"
"=""0500011""","Essex School District",4,"ELA","Female",21,2489,2546,57,"66.7%","84.5%"
"=""0500011""","Essex School District",4,"ELA","Male",31,2464,2508,43,"48.4%","64.3%"
"=""0500011""","Essex School District",4,"Math","Female",21,2469,2512,43,"28.6%","75.3%"
"=""0500011""","Essex School District",4,"Math","Male",32,2457,2505,48,"53.1%","76.6%"
"=""0500011""","Essex School District",5,"ELA","Female",30,2517,2559,42,"50.0%","74.3%"
"=""0500011""","Essex School District",5,"ELA","Male",22,2516,2560,44,"45.5%","72.7%"
"=""0500011""","Essex School District",5,"Math","Female",30,2486,2539,53,"60.0%","87.5%"
"=""0500011""","Essex School District",5,"Math","Male",22,2508,2558,51,"77.3%","90.6%"
"=""0500011""","Essex School District",6,"ELA","Female",38,2586,2600,14,"44.7%","62.2%"
"=""0500011""","Essex School District",6,"ELA","Male",40,2583,2606,23,"55.0%","70.2%"
"=""0500011""","Essex School District",6,"Math","Female",38,2521,2578,57,"68.4%","90.7%"
"=""0500011""","Essex School District",6,"Math","Male",40,2561,2594,33,"57.5%","71.0%"
"=""0510011""","Fairfield School District",4,"ELA","Female",410,2470,2530,60,"60.7%","81.4%"
"=""0510011""","Fairfield School District",4,"ELA","Male",419,2448,2510,62,"54.9%","78.8%"
"=""0510011""","Fairfield School District",4,"Math","Female",410,2455,2510,55,"50.5%","78.9%"
"=""0510011""","Fairfield School District",4,"Math","Male",421,2455,2514,58,"51.5%","83.1%"
"=""0510011""","Fairfield School District",5,"ELA","Female",362,2515,2566,51,"55.0%","76.8%"
"=""0510011""","Fairfield School District",5,"ELA","Male",372,2503,2553,49,"51.9%","74.5%"
"=""0510011""","Fairfield School District",5,"Math","Female",362,2495,2537,42,"52.2%","75.6%"
"=""0510011""","Fairfield School District",5,"Math","Male",371,2509,2551,42,"59.0%","80.9%"
"=""0510011""","Fairfield School District",6,"ELA","Female",349,2569,2591,22,"41.8%","62.0%"
"=""0510011""","Fairfield School District",6,"ELA","Male",371,2548,2576,27,"46.1%","62.0%"
"=""0510011""","Fairfield School District",6,"Math","Female",348,2535,2571,37,"49.4%","73.0%"
"=""0510011""","Fairfield School District",6,"Math","Male",370,2552,2581,29,"44.6%","65.2%"
"=""0510011""","Fairfield School District",7,"ELA","Female",364,2584,2615,32,"48.4%","67.7%"
"=""0510011""","Fairfield School District",7,"ELA","Male",399,2568,2593,26,"44.4%","62.2%"
"=""0510011""","Fairfield School District",7,"Math","Female",360,2572,2588,17,"37.5%","56.3%"
"=""0510011""","Fairfield School District",7,"Math","Male",398,2571,2584,14,"41.2%","54.5%"
"=""0510011""","Fairfield School District",8,"ELA","Female",386,2599,2633,33,"53.6%","70.4%"
"=""0510011""","Fairfield School District",8,"ELA","Male",372,2577,2603,25,"44.4%","61.8%"
"=""0510011""","Fairfield School District",8,"Math","Female",386,2578,2612,34,"53.6%","72.0%"
"=""0510011""","Fairfield School District",8,"Math","Male",369,2584,2609,26,"50.1%","64.4%"
"=""0520011""","Farmington School District",4,"ELA","Female",154,2496,2557,61,"68.8%","84.6%"
"=""0520011""","Farmington School District",4,"ELA","Male",149,2464,2534,70,"61.7%","84.3%"
"=""0520011""","Farmington School District",4,"Math","Female",157,2474,2536,62,"66.9%","89.2%"
"=""0520011""","Farmington School District",4,"Math","Male",150,2473,2540,66,"63.3%","90.0%"
"=""0520011""","Farmington School District",5,"ELA","Female",138,2538,2587,49,"58.7%","79.1%"
"=""0520011""","Farmington School District",5,"ELA","Male",156,2526,2559,34,"46.8%","66.1%"
"=""0520011""","Farmington School District",5,"Math","Female",138,2514,2559,44,"56.5%","81.7%"
"=""0520011""","Farmington School District",5,"Math","Male",156,2525,2563,39,"57.1%","76.9%"
"=""0520011""","Farmington School District",6,"ELA","Female",170,2561,2597,36,"54.1%","75.0%"
"=""0520011""","Farmington School District",6,"ELA","Male",156,2544,2580,36,"49.4%","67.5%"
"=""0520011""","Farmington School District",6,"Math","Female",170,2521,2575,54,"64.7%","83.3%"
"=""0520011""","Farmington School District",6,"Math","Male",156,2526,2584,59,"70.5%","90.1%"
"=""0520011""","Farmington School District",7,"ELA","Female",160,2592,2617,25,"43.8%","62.4%"
"=""0520011""","Farmington School District",7,"ELA","Male",154,2577,2598,22,"39.6%","55.4%"
"=""0520011""","Farmington School District",7,"Math","Female",161,2572,2613,40,"64.6%","82.1%"
"=""0520011""","Farmington School District",7,"Math","Male",154,2577,2620,43,"66.2%","83.6%"
"=""0520011""","Farmington School District",8,"ELA","Female",144,2602,2644,43,"65.3%","80.7%"
"=""0520011""","Farmington School District",8,"ELA","Male",131,2589,2615,25,"49.6%","64.7%"
"=""0520011""","Farmington School District",8,"Math","Female",146,2594,2639,45,"67.8%","82.1%"
"=""0520011""","Farmington School District",8,"Math","Male",131,2610,2649,39,"68.7%","82.7%"
"=""0530011""","Franklin School District",4,"ELA","Female",9,"*","*","*","*","*"
"=""0530011""","Franklin School District",4,"ELA","Male",8,"*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Math","Female",9,"*","*","*","*","*"
"=""0530011""","Franklin School District",4,"Math","Male",8,"*","*","*","*","*"
