"Five-Year Graduation Rates, 2010-11"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",,"Non-Graduates",,,
"Watertown School District","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Watertown School District","Not Eligible For Lunch",218,199,91.3,"*","*",15,6.9
"West Hartford School District","Eligible For Free Lunch",102,82,80.4,"*","*","*","*"
"West Hartford School District","Eligible For Reduced Lunch",29,22,75.9,"*","*","*","*"
"West Hartford School District","Not Eligible For Lunch",698,668,95.7,11,1.6,19,2.7
"West Haven School District","Eligible For Free Lunch",161,96,59.6,"*","*",63,39.1
"West Haven School District","Eligible For Reduced Lunch",40,30,75.0,"*","*",10,25.0
"West Haven School District","Not Eligible For Lunch",257,201,78.2,"*","*",52,20.2
"Westbrook School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Westbrook School District","Not Eligible For Lunch",71,68,95.8,"*","*","*","*"
"Weston School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Weston School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Westport School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Westport School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Westport School District","Not Eligible For Lunch",465,453,97.4,7,1.5,"*","*"
"Wethersfield School District","Eligible For Free Lunch",28,24,85.7,"*","*","*","*"
"Wethersfield School District","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Wethersfield School District","Not Eligible For Lunch",266,249,93.6,"*","*",13,4.9
"Wilton School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Wilton School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Windham School District","Eligible For Free Lunch",130,67,51.5,"*","*",58,44.6
"Windham School District","Eligible For Reduced Lunch",13,11,84.6,"*","*","*","*"
"Windham School District","Not Eligible For Lunch",117,100,85.5,"*","*","*","*"
"Windsor Locks School District","Eligible For Free Lunch",18,11,61.1,"*","*",6,33.3
"Windsor Locks School District","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Windsor Locks School District","Not Eligible For Lunch",109,100,91.7,6,5.5,"*","*"
"Windsor School District","Eligible For Free Lunch",66,50,75.8,"*","*","*","*"
"Windsor School District","Eligible For Reduced Lunch",31,28,90.3,"*","*","*","*"
"Windsor School District","Not Eligible For Lunch",255,228,89.4,6,2.4,21,8.2
"Wolcott School District","Eligible For Free Lunch",21,18,85.7,"*","*","*","*"
"Wolcott School District","Eligible For Reduced Lunch",17,15,88.2,"*","*","*","*"
"Wolcott School District","Not Eligible For Lunch",188,181,96.3,"*","*",6,3.2
"Woodstock Academy District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Woodstock Academy District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Woodstock Academy District","Not Eligible For Lunch",287,272,94.8,"*","*",15,5.2

