"Five-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",,"Non-Graduates",,,
"Unified School District #2","Eligible For Free Lunch",26,7,26.9,"*","*","*","*"
"Unified School District #2","Not Eligible For Lunch",8,6,75.0,"*","*","*","*"
"Vernon School District","Eligible For Free Lunch",74,57,77.0,"*","*",17,23.0
"Vernon School District","Eligible For Reduced Lunch",17,15,88.2,"*","*","*","*"
"Vernon School District","Not Eligible For Lunch",171,153,89.5,"*","*","*","*"
"Wallingford School District","Eligible For Free Lunch",60,47,78.3,"*","*","*","*"
"Wallingford School District","Eligible For Reduced Lunch",18,17,94.4,"*","*","*","*"
"Wallingford School District","Not Eligible For Lunch",459,435,94.8,7,1.5,17,3.7
"Waterbury School District","Eligible For Free Lunch",890,556,62.5,9,1.0,325,36.5
"Waterbury School District","Eligible For Reduced Lunch",163,131,80.4,"*","*",30,18.4
"Waterbury School District","Not Eligible For Lunch",211,159,75.4,"*","*",49,23.2
"Waterford School District","Eligible For Free Lunch",26,20,76.9,"*","*","*","*"
"Waterford School District","Eligible For Reduced Lunch",16,14,87.5,"*","*","*","*"
"Waterford School District","Not Eligible For Lunch",200,190,95.0,"*","*",8,4.0
"Watertown School District","Eligible For Free Lunch",31,23,74.2,"*","*",7,22.6
"Watertown School District","Eligible For Reduced Lunch",26,24,92.3,"*","*","*","*"
"Watertown School District","Not Eligible For Lunch",177,169,95.5,"*","*","*","*"
"West Hartford School District","Eligible For Free Lunch",135,117,86.7,"*","*",18,13.3
"West Hartford School District","Eligible For Reduced Lunch",37,34,91.9,"*","*","*","*"
"West Hartford School District","Not Eligible For Lunch",580,567,97.8,"*","*","*","*"
"West Haven School District","Eligible For Free Lunch",175,118,67.4,"*","*",56,32.0
"West Haven School District","Eligible For Reduced Lunch",66,50,75.8,"*","*",14,21.2
"West Haven School District","Not Eligible For Lunch",146,122,83.6,"*","*",23,15.8
"Westbrook School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Westbrook School District","Not Eligible For Lunch",70,68,97.1,"*","*","*","*"
"Weston School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Weston School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Weston School District","Not Eligible For Lunch",182,181,99.5,"*","*","*","*"
"Westport School District","Eligible For Free Lunch",11,"*","*","*","*","*","*"
"Westport School District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Westport School District","Not Eligible For Lunch",411,405,98.5,"*","*","*","*"
"Wethersfield School District","Eligible For Free Lunch",27,24,88.9,"*","*","*","*"
"Wethersfield School District","Eligible For Reduced Lunch",27,21,77.8,"*","*","*","*"
"Wethersfield School District","Not Eligible For Lunch",237,223,94.1,"*","*",10,4.2
"Wilton School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Wilton School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Windham School District","Eligible For Free Lunch",101,66,65.3,"*","*",33,32.7
"Windham School District","Eligible For Reduced Lunch",30,27,90.0,"*","*","*","*"
"Windham School District","Not Eligible For Lunch",52,46,88.5,"*","*","*","*"
"Windsor Locks School District","Eligible For Free Lunch",30,23,76.7,"*","*","*","*"
"Windsor Locks School District","Eligible For Reduced Lunch",21,20,95.2,"*","*","*","*"
"Windsor Locks School District","Not Eligible For Lunch",97,94,96.9,"*","*","*","*"
"Windsor School District","Eligible For Free Lunch",67,51,76.1,"*","*",14,20.9
"Windsor School District","Eligible For Reduced Lunch",37,35,94.6,"*","*","*","*"
"Windsor School District","Not Eligible For Lunch",215,199,92.6,"*","*","*","*"
"Wolcott School District","Eligible For Free Lunch",28,25,89.3,"*","*","*","*"
"Wolcott School District","Eligible For Reduced Lunch",32,30,93.8,"*","*","*","*"
"Wolcott School District","Not Eligible For Lunch",159,153,96.2,"*","*","*","*"
"Woodstock Academy District","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"Woodstock Academy District","Eligible For Reduced Lunch",30,"*","*","*","*","*","*"
"Woodstock Academy District","Not Eligible For Lunch",250,245,98.0,"*","*","*","*"

