"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs"

"",,,"Graduates",,"Non-Graduates",,,
"Elm City College Preparatory School District","Non-High Needs","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Non-Hispanic",18,16,88.9,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education",20,18,90.0,"*","*","*","*"
"Elm City College Preparatory School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Special Education","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","ELL","*","*","*","*","*","*","*"
"Enfield School District","All Students",426,376,88.3,"*","*",45,10.6
"Enfield School District","Black",22,19,86.4,"*","*","*","*"
"Enfield School District","Eligible For Free Lunch",102,74,72.5,"*","*",24,23.5
"Enfield School District","Eligible For Lunch",140,107,76.4,"*","*",29,20.7
"Enfield School District","Eligible For Reduced Lunch",38,33,86.8,"*","*","*","*"
"Enfield School District","Female",192,173,90.1,"*","*",18,9.4
"Enfield School District","High Needs",175,135,77.1,"*","*",35,20.0
"Enfield School District","Hispanic",30,25,83.3,"*","*","*","*"
"Enfield School District","Male",234,203,86.8,"*","*",27,11.5
"Enfield School District","Non-ELL",423,375,88.7,"*","*",44,10.4
"Enfield School District","Non-High Needs",251,241,96.0,"*","*",10,4.0
"Enfield School District","Non-Hispanic",396,351,88.6,"*","*",41,10.4
"Enfield School District","Non-Special Education",364,332,91.2,"*","*",32,8.8
"Enfield School District","Not Eligible For Lunch",286,269,94.1,"*","*",16,5.6
"Enfield School District","Special Education",62,44,71.0,"*","*",13,21.0
"Enfield School District","Asian","*","*","*","*","*","*","*"
"Enfield School District","ELL","*","*","*","*","*","*","*"
"Enfield School District","Two or More Races",11,9,81.8,"*","*","*","*"
"Enfield School District","White",361,321,88.9,"*","*",37,10.2
"Explorations District","All Students",26,21,80.8,"*","*","*","*"
"Explorations District","Eligible For Free Lunch",14,11,78.6,"*","*","*","*"
"Explorations District","Eligible For Lunch",15,12,80.0,"*","*","*","*"
"Explorations District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Explorations District","Female",9,8,88.9,"*","*","*","*"
"Explorations District","High Needs",21,17,81.0,"*","*","*","*"
"Explorations District","Hispanic","*","*","*","*","*","*","*"
"Explorations District","Male",17,13,76.5,"*","*","*","*"
"Explorations District","Non-ELL",26,21,80.8,"*","*","*","*"
"Explorations District","Non-High Needs","*","*","*","*","*","*","*"
"Explorations District","Non-Hispanic",25,21,84.0,"*","*","*","*"
"Explorations District","Non-Special Education",17,13,76.5,"*","*","*","*"
"Explorations District","Not Eligible For Lunch",11,9,81.8,"*","*","*","*"
"Explorations District","Special Education",9,8,88.9,"*","*","*","*"
"Explorations District","White",25,21,84.0,"*","*","*","*"
"Fairfield School District","All Students",727,694,95.5,12,1.7,21,2.9
"Fairfield School District","Black",23,20,87.0,"*","*","*","*"
"Fairfield School District","Eligible For Free Lunch",83,72,86.7,"*","*",8,9.6
"Fairfield School District","Eligible For Lunch",103,91,88.3,"*","*",9,8.7
"Fairfield School District","Eligible For Reduced Lunch",20,19,95.0,"*","*","*","*"
"Fairfield School District","Female",371,362,97.6,"*","*","*","*"
"Fairfield School District","High Needs",169,143,84.6,12,7.1,14,8.3
"Fairfield School District","Hispanic",58,56,96.6,"*","*","*","*"
"Fairfield School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Fairfield School District","Male",356,332,93.3,8,2.2,16,4.5
"Fairfield School District","Non-ELL",716,684,95.5,11,1.5,21,2.9
"Fairfield School District","Non-High Needs",558,551,98.7,"*","*",7,1.3
"Fairfield School District","Non-Hispanic",669,638,95.4,12,1.8,19,2.8
"Fairfield School District","Non-Special Education",647,632,97.7,"*","*",14,2.2
"Fairfield School District","Not Eligible For Lunch",624,603,96.6,9,1.4,12,1.9
"Fairfield School District","Special Education",80,62,77.5,11,13.8,7,8.8
"Fairfield School District","Asian",40,40,100.0,"*","*","*","*"
"Fairfield School District","ELL",11,10,90.9,"*","*","*","*"
"Fairfield School District","Two or More Races",20,19,95.0,"*","*","*","*"
"Fairfield School District","White",584,557,95.4,10,1.7,17,2.9
"Fairfield School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Farmington School District","All Students",340,333,97.9,"*","*","*","*"
"Farmington School District","Black",16,15,93.8,"*","*","*","*"
"Farmington School District","Eligible For Free Lunch",29,26,89.7,"*","*","*","*"
"Farmington School District","Eligible For Lunch",32,29,90.6,"*","*","*","*"
"Farmington School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Farmington School District","Female",154,149,96.8,"*","*","*","*"
"Farmington School District","High Needs",65,58,89.2,"*","*","*","*"
"Farmington School District","Hispanic",25,23,92.0,"*","*","*","*"
"Farmington School District","Male",186,184,98.9,"*","*","*","*"
"Farmington School District","Non-ELL",338,331,97.9,"*","*","*","*"
"Farmington School District","Non-High Needs",275,275,100.0,"*","*","*","*"
"Farmington School District","Non-Hispanic",315,310,98.4,"*","*","*","*"
"Farmington School District","Non-Special Education",300,300,100.0,"*","*","*","*"
"Farmington School District","Not Eligible For Lunch",308,304,98.7,"*","*","*","*"
"Farmington School District","Special Education",40,33,82.5,"*","*","*","*"
"Farmington School District","Asian",39,38,97.4,"*","*","*","*"
"Farmington School District","ELL","*","*","*","*","*","*","*"
"Farmington School District","White",260,257,98.8,"*","*","*","*"
"Glastonbury School District","All Students",584,566,96.9,12,2.1,6,1.0
"Glastonbury School District","Black",18,18,100.0,"*","*","*","*"
"Glastonbury School District","Eligible For Free Lunch",43,42,97.7,"*","*","*","*"
"Glastonbury School District","Eligible For Lunch",63,60,95.2,"*","*","*","*"
"Glastonbury School District","Eligible For Reduced Lunch",20,18,90.0,"*","*","*","*"
"Glastonbury School District","Female",309,298,96.4,7,2.3,"*","*"
"Glastonbury School District","High Needs",124,107,86.3,12,9.7,"*","*"
"Glastonbury School District","Hispanic",46,45,97.8,"*","*","*","*"
"Glastonbury School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Glastonbury School District","Male",275,268,97.5,"*","*","*","*"
"Glastonbury School District","Non-ELL",581,563,96.9,12,2.1,6,1.0
"Glastonbury School District","Non-High Needs",460,459,99.8,"*","*","*","*"
"Glastonbury School District","Non-Hispanic",538,521,96.8,12,2.2,"*","*"
"Glastonbury School District","Non-Special Education",516,514,99.6,"*","*","*","*"
"Glastonbury School District","Not Eligible For Lunch",521,506,97.1,10,1.9,"*","*"
"Glastonbury School District","Special Education",68,52,76.5,12,17.6,"*","*"
"Glastonbury School District","Asian",51,50,98.0,"*","*","*","*"
"Glastonbury School District","ELL","*","*","*","*","*","*","*"
"Glastonbury School District","Two or More Races",9,9,100.0,"*","*","*","*"
"Glastonbury School District","White",456,440,96.5,11,2.4,"*","*"
"Granby School District","All Students",201,194,96.5,"*","*","*","*"
"Granby School District","Black","*","*","*","*","*","*","*"
"Granby School District","Eligible For Free Lunch",11,9,81.8,"*","*","*","*"
"Granby School District","Eligible For Lunch",17,14,82.4,"*","*","*","*"
"Granby School District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Granby School District","Female",101,98,97.0,"*","*","*","*"
"Granby School District","High Needs",37,32,86.5,"*","*","*","*"
"Granby School District","Hispanic",8,7,87.5,"*","*","*","*"
"Granby School District","Male",100,96,96.0,"*","*","*","*"
"Granby School District","Non-ELL",200,193,96.5,"*","*","*","*"
"Granby School District","Non-High Needs",164,162,98.8,"*","*","*","*"
"Granby School District","Non-Hispanic",193,187,96.9,"*","*","*","*"
"Granby School District","Non-Special Education",180,176,97.8,"*","*","*","*"
"Granby School District","Not Eligible For Lunch",184,180,97.8,"*","*","*","*"
"Granby School District","Special Education",21,18,85.7,"*","*","*","*"
"Granby School District","Asian","*","*","*","*","*","*","*"
"Granby School District","ELL","*","*","*","*","*","*","*"
"Granby School District","Two or More Races","*","*","*","*","*","*","*"
"Granby School District","White",185,179,96.8,"*","*","*","*"
"Greenwich School District","All Students",667,651,97.6,6,0.9,10,1.5
"Greenwich School District","Black",20,19,95.0,"*","*","*","*"
"Greenwich School District","Eligible For Free Lunch",93,86,92.5,"*","*","*","*"
"Greenwich School District","Eligible For Lunch",121,113,93.4,"*","*","*","*"
"Greenwich School District","Eligible For Reduced Lunch",28,27,96.4,"*","*","*","*"
"Greenwich School District","Female",333,324,97.3,"*","*",6,1.8
"Greenwich School District","High Needs",200,189,94.5,6,3.0,"*","*"
"Greenwich School District","Hispanic",129,124,96.1,"*","*","*","*"
"Greenwich School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Greenwich School District","Male",334,327,97.9,"*","*","*","*"
"Greenwich School District","Non-ELL",641,628,98.0,"*","*",9,1.4
"Greenwich School District","Non-High Needs",467,462,98.9,"*","*","*","*"
"Greenwich School District","Non-Hispanic",538,527,98.0,"*","*",6,1.1
"Greenwich School District","Non-Special Education",583,573,98.3,"*","*",8,1.4
"Greenwich School District","Not Eligible For Lunch",546,538,98.5,"*","*","*","*"
"Greenwich School District","Special Education",84,78,92.9,"*","*","*","*"
"Greenwich School District","Asian",42,41,97.6,"*","*","*","*"
"Greenwich School District","ELL",26,23,88.5,"*","*","*","*"
"Greenwich School District","Two or More Races",14,14,100.0,"*","*","*","*"
"Greenwich School District","White",459,450,98.0,"*","*","*","*"
"Greenwich School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Griswold School District","All Students",170,149,87.6,"*","*",18,10.6
"Griswold School District","Black","*","*","*","*","*","*","*"
"Griswold School District","Eligible For Free Lunch",55,44,80.0,"*","*",9,16.4
"Griswold School District","Eligible For Lunch",73,59,80.8,"*","*",12,16.4
"Griswold School District","Eligible For Reduced Lunch",18,15,83.3,"*","*","*","*"
"Griswold School District","Female",86,80,93.0,"*","*",6,7.0
"Griswold School District","High Needs",88,70,79.5,"*","*",15,17.0
"Griswold School District","Hispanic",6,"*","*","*","*","*","*"
"Griswold School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Griswold School District","Male",84,69,82.1,"*","*",12,14.3
"Griswold School District","Non-ELL",170,149,87.6,"*","*",18,10.6
"Griswold School District","Non-High Needs",82,79,96.3,"*","*","*","*"
"Griswold School District","Non-Hispanic",164,145,88.4,"*","*",16,9.8
"Griswold School District","Non-Special Education",141,129,91.5,"*","*",11,7.8
"Griswold School District","Not Eligible For Lunch",97,90,92.8,"*","*",6,6.2
"Griswold School District","Special Education",29,20,69.0,"*","*",7,24.1
"Griswold School District","Two or More Races","*","*","*","*","*","*","*"
"Griswold School District","White",155,138,89.0,"*","*",14,9.0
"Groton School District","All Students",317,271,85.5,6,1.9,40,12.6
"Groton School District","Black",44,39,88.6,"*","*","*","*"
"Groton School District","Eligible For Free Lunch",104,81,77.9,"*","*",20,19.2
"Groton School District","Eligible For Lunch",149,118,79.2,"*","*",28,18.8
"Groton School District","Eligible For Reduced Lunch",45,37,82.2,"*","*",8,17.8
"Groton School District","Female",153,138,90.2,"*","*",14,9.2
"Groton School District","High Needs",170,133,78.2,6,3.5,31,18.2
"Groton School District","Hispanic",53,38,71.7,"*","*",14,26.4
"Groton School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Groton School District","Male",164,133,81.1,"*","*",26,15.9
"Groton School District","Non-ELL",306,264,86.3,"*","*",37,12.1
"Groton School District","Non-High Needs",147,138,93.9,"*","*",9,6.1
"Groton School District","Non-Hispanic",264,233,88.3,"*","*",26,9.8
"Groton School District","Non-Special Education",275,241,87.6,"*","*",34,12.4
"Groton School District","Not Eligible For Lunch",168,153,91.1,"*","*",12,7.1
"Groton School District","Special Education",42,30,71.4,6,14.3,6,14.3
"Groton School District","Asian",24,23,95.8,"*","*","*","*"
"Groton School District","ELL",11,7,63.6,"*","*","*","*"
"Groton School District","Two or More Races",8,7,87.5,"*","*","*","*"
"Groton School District","White",179,158,88.3,"*","*",18,10.1
"Groton School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Guilford School District","All Students",284,270,95.1,"*","*",9,3.2
"Guilford School District","Black","*","*","*","*","*","*","*"
"Guilford School District","Eligible For Free Lunch",25,21,84.0,"*","*","*","*"
"Guilford School District","Eligible For Lunch",41,35,85.4,"*","*","*","*"
"Guilford School District","Eligible For Reduced Lunch",16,14,87.5,"*","*","*","*"
"Guilford School District","Female",143,142,99.3,"*","*","*","*"
"Guilford School District","High Needs",69,58,84.1,"*","*",6,8.7
"Guilford School District","Hispanic",12,12,100.0,"*","*","*","*"
"Guilford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Guilford School District","Male",141,128,90.8,"*","*",9,6.4
"Guilford School District","Non-ELL",283,269,95.1,"*","*",9,3.2
"Guilford School District","Non-High Needs",215,212,98.6,"*","*","*","*"
"Guilford School District","Non-Hispanic",272,258,94.9,"*","*",9,3.3
"Guilford School District","Non-Special Education",253,247,97.6,"*","*",6,2.4
"Guilford School District","Not Eligible For Lunch",243,235,96.7,"*","*","*","*"
"Guilford School District","Special Education",31,23,74.2,"*","*","*","*"
"Guilford School District","Asian",8,8,100.0,"*","*","*","*"
"Guilford School District","ELL","*","*","*","*","*","*","*"
"Guilford School District","Two or More Races","*","*","*","*","*","*","*"
"Guilford School District","White",259,246,95.0,"*","*",8,3.1
"Hamden School District","All Students",457,418,91.5,17,3.7,22,4.8
"Hamden School District","Black",164,145,88.4,9,5.5,10,6.1
"Hamden School District","Eligible For Free Lunch",129,102,79.1,10,7.8,17,13.2
"Hamden School District","Eligible For Lunch",188,159,84.6,11,5.9,18,9.6
"Hamden School District","Eligible For Reduced Lunch",59,57,96.6,"*","*","*","*"
"Hamden School District","Female",212,201,94.8,"*","*",6,2.8
"Hamden School District","High Needs",228,192,84.2,17,7.5,19,8.3
"Hamden School District","Hispanic",64,58,90.6,"*","*","*","*"
"Hamden School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Hamden School District","Male",245,217,88.6,12,4.9,16,6.5
"Hamden School District","Non-ELL",446,408,91.5,17,3.8,21,4.7
"Hamden School District","Non-High Needs",229,226,98.7,"*","*","*","*"
"Hamden School District","Non-Hispanic",393,360,91.6,15,3.8,18,4.6
"Hamden School District","Non-Special Education",393,377,95.9,"*","*",14,3.6
"Hamden School District","Not Eligible For Lunch",269,259,96.3,6,2.2,"*","*"
"Hamden School District","Special Education",64,41,64.1,15,23.4,8,12.5
"Hamden School District","Asian",27,26,96.3,"*","*","*","*"
"Hamden School District","ELL",11,10,90.9,"*","*","*","*"
"Hamden School District","Two or More Races","*","*","*","*","*","*","*"
"Hamden School District","White",196,183,93.4,6,3.1,7,3.6
"Hartford School District","All Students",1350,1048,77.6,64,4.7,238,17.6
"Hartford School District","Black",487,400,82.1,30,6.2,57,11.7
"Hartford School District","Eligible For Free Lunch",1134,850,75.0,58,5.1,226,19.9
"Hartford School District","Eligible For Lunch",1206,917,76.0,60,5.0,229,19.0
"Hartford School District","Eligible For Reduced Lunch",72,67,93.1,"*","*","*","*"
"Hartford School District","Female",660,531,80.5,20,3.0,109,16.5
"Hartford School District","High Needs",1239,941,75.9,64,5.2,234,18.9
"Hartford School District","Hispanic",575,398,69.2,28,4.9,149,25.9
"Hartford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Hartford School District","Male",690,517,74.9,44,6.4,129,18.7
"Hartford School District","Non-ELL",1169,930,79.6,56,4.8,183,15.7
"Hartford School District","Non-High Needs",111,107,96.4,"*","*","*","*"
"Hartford School District","Non-Hispanic",775,650,83.9,36,4.6,89,11.5
"Hartford School District","Non-Special Education",1119,908,81.1,28,2.5,183,16.4
"Hartford School District","Not Eligible For Lunch",144,131,91.0,"*","*",9,6.3
"Hartford School District","Special Education",231,140,60.6,36,15.6,55,23.8
"Hartford School District","Asian",50,46,92.0,"*","*","*","*"
"Hartford School District","ELL",181,118,65.2,8,4.4,55,30.4
"Hartford School District","Two or More Races",103,85,82.5,"*","*",17,16.5
"Hartford School District","White",129,116,89.9,"*","*",9,7.0
"Hartford School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Killingly School District","All Students",217,183,84.3,"*","*",30,13.8
"Killingly School District","Black",7,"*","*","*","*","*","*"
"Killingly School District","Eligible For Free Lunch",69,49,71.0,"*","*",20,29.0
"Killingly School District","Eligible For Lunch",93,70,75.3,"*","*",23,24.7
"Killingly School District","Eligible For Reduced Lunch",24,21,87.5,"*","*","*","*"
"Killingly School District","Female",110,99,90.0,"*","*",10,9.1
"Killingly School District","High Needs",115,86,74.8,"*","*",26,22.6
"Killingly School District","Hispanic",6,"*","*","*","*","*","*"
"Killingly School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Killingly School District","Male",107,84,78.5,"*","*",20,18.7
"Killingly School District","Non-ELL",213,180,84.5,"*","*",29,13.6
"Killingly School District","Non-High Needs",102,97,95.1,"*","*","*","*"
"Killingly School District","Non-Hispanic",211,179,84.8,"*","*",28,13.3
"Killingly School District","Non-Special Education",184,159,86.4,"*","*",24,13.0
"Killingly School District","Not Eligible For Lunch",124,113,91.1,"*","*",7,5.6
"Killingly School District","Special Education",33,24,72.7,"*","*",6,18.2
"Killingly School District","Asian",9,8,88.9,"*","*","*","*"
"Killingly School District","ELL","*","*","*","*","*","*","*"
"Killingly School District","Two or More Races",10,9,90.0,"*","*","*","*"
"Killingly School District","White",181,157,86.7,"*","*",21,11.6
"Learn","All Students",153,144,94.1,"*","*",7,4.6
"Learn","Black",41,40,97.6,"*","*","*","*"
"Learn","Eligible For Free Lunch",56,50,89.3,"*","*","*","*"
"Learn","Eligible For Lunch",83,76,91.6,"*","*",6,7.2
"Learn","Eligible For Reduced Lunch",27,26,96.3,"*","*","*","*"
"Learn","Female",91,84,92.3,"*","*","*","*"
"Learn","High Needs",93,84,90.3,"*","*",7,7.5
"Learn","Hispanic",37,31,83.8,"*","*","*","*"
"Learn","Male",62,60,96.8,"*","*","*","*"
"Learn","Non-ELL",151,142,94.0,"*","*",7,4.6
"Learn","Non-High Needs",60,60,100.0,"*","*","*","*"
"Learn","Non-Hispanic",116,113,97.4,"*","*","*","*"
"Learn","Non-Special Education",138,132,95.7,"*","*","*","*"
"Learn","Not Eligible For Lunch",70,68,97.1,"*","*","*","*"
"Learn","Special Education",15,12,80.0,"*","*","*","*"
"Learn","Asian","*","*","*","*","*","*","*"
"Learn","ELL","*","*","*","*","*","*","*"
"Learn","Two or More Races",8,8,100.0,"*","*","*","*"
"Learn","White",66,64,97.0,"*","*","*","*"
"Lebanon School District","All Students",105,99,94.3,"*","*","*","*"
"Lebanon School District","Eligible For Free Lunch",16,15,93.8,"*","*","*","*"
"Lebanon School District","Eligible For Lunch",20,19,95.0,"*","*","*","*"
"Lebanon School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Lebanon School District","Female",63,61,96.8,"*","*","*","*"
"Lebanon School District","High Needs",27,24,88.9,"*","*","*","*"
"Lebanon School District","Hispanic","*","*","*","*","*","*","*"
"Lebanon School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Lebanon School District","Male",42,38,90.5,"*","*","*","*"
"Lebanon School District","Non-ELL",105,99,94.3,"*","*","*","*"
"Lebanon School District","Non-High Needs",78,75,96.2,"*","*","*","*"
"Lebanon School District","Non-Hispanic",102,96,94.1,"*","*","*","*"
"Lebanon School District","Non-Special Education",95,92,96.8,"*","*","*","*"
"Lebanon School District","Not Eligible For Lunch",85,80,94.1,"*","*","*","*"
"Lebanon School District","Special Education",10,7,70.0,"*","*","*","*"
"Lebanon School District","Asian","*","*","*","*","*","*","*"
"Lebanon School District","White",97,91,93.8,"*","*","*","*"
"Ledyard School District","All Students",244,233,95.5,"*","*",6,2.5
"Ledyard School District","Black",15,14,93.3,"*","*","*","*"
"Ledyard School District","Eligible For Free Lunch",42,37,88.1,"*","*","*","*"
"Ledyard School District","Eligible For Lunch",58,53,91.4,"*","*","*","*"
"Ledyard School District","Eligible For Reduced Lunch",16,16,100.0,"*","*","*","*"
"Ledyard School District","Female",121,118,97.5,"*","*","*","*"
"Ledyard School District","High Needs",94,85,90.4,"*","*","*","*"
"Ledyard School District","Hispanic",20,18,90.0,"*","*","*","*"
"Ledyard School District","Indian or Alaska Native",8,8,100.0,"*","*","*","*"
"Ledyard School District","Male",123,115,93.5,"*","*","*","*"
"Ledyard School District","Non-ELL",242,231,95.5,"*","*",6,2.5
"Ledyard School District","Non-High Needs",150,148,98.7,"*","*","*","*"
"Ledyard School District","Non-Hispanic",224,215,96.0,"*","*",6,2.7
"Ledyard School District","Non-Special Education",201,197,98.0,"*","*","*","*"
"Ledyard School District","Not Eligible For Lunch",186,180,96.8,"*","*","*","*"
"Ledyard School District","Special Education",43,36,83.7,"*","*","*","*"
"Ledyard School District","Asian",13,13,100.0,"*","*","*","*"
"Ledyard School District","ELL","*","*","*","*","*","*","*"
"Ledyard School District","Two or More Races","*","*","*","*","*","*","*"
"Ledyard School District","White",186,178,95.7,"*","*",6,3.2
"Lisbon School District","All Students","*","*","*","*","*","*","*"
"Lisbon School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Lisbon School District","Eligible For Lunch","*","*","*","*","*","*","*"
"Lisbon School District","Female","*","*","*","*","*","*","*"
"Lisbon School District","High Needs","*","*","*","*","*","*","*"
"Lisbon School District","Hispanic","*","*","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*","*","*"
"Lisbon School District","Non-ELL","*","*","*","*","*","*","*"
"Lisbon School District","Non-High Needs","*","*","*","*","*","*","*"
"Lisbon School District","Non-Hispanic","*","*","*","*","*","*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*","*","*"
"Lisbon School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*","*","*"
"Lisbon School District","White","*","*","*","*","*","*","*"
"Litchfield School District","All Students",68,64,94.1,"*","*","*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Eligible For Lunch",7,7,100.0,"*","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Female",34,33,97.1,"*","*","*","*"
"Litchfield School District","High Needs",8,7,87.5,"*","*","*","*"
"Litchfield School District","Hispanic","*","*","*","*","*","*","*"
"Litchfield School District","Male",34,31,91.2,"*","*","*","*"
"Litchfield School District","Non-ELL",68,64,94.1,"*","*","*","*"
"Litchfield School District","Non-High Needs",60,57,95.0,"*","*","*","*"
"Litchfield School District","Non-Hispanic",67,63,94.0,"*","*","*","*"
"Litchfield School District","Non-Special Education",66,63,95.5,"*","*","*","*"
"Litchfield School District","Not Eligible For Lunch",61,57,93.4,"*","*","*","*"
"Litchfield School District","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Asian","*","*","*","*","*","*","*"
"Litchfield School District","White",64,61,95.3,"*","*","*","*"
"Madison School District","All Students",320,314,98.1,"*","*","*","*"
"Madison School District","Black","*","*","*","*","*","*","*"
"Madison School District","Eligible For Free Lunch",15,15,100.0,"*","*","*","*"
"Madison School District","Eligible For Lunch",24,24,100.0,"*","*","*","*"
"Madison School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Madison School District","Female",166,164,98.8,"*","*","*","*"
"Madison School District","High Needs",58,54,93.1,"*","*","*","*"
"Madison School District","Hispanic",9,9,100.0,"*","*","*","*"
"Madison School District","Male",154,150,97.4,"*","*","*","*"
"Madison School District","Non-ELL",317,311,98.1,"*","*","*","*"
"Madison School District","Non-High Needs",262,260,99.2,"*","*","*","*"
"Madison School District","Non-Hispanic",311,305,98.1,"*","*","*","*"
"Madison School District","Non-Special Education",283,281,99.3,"*","*","*","*"
"Madison School District","Not Eligible For Lunch",296,290,98.0,"*","*","*","*"
"Madison School District","Special Education",37,33,89.2,"*","*","*","*"
"Madison School District","Asian",9,9,100.0,"*","*","*","*"
"Madison School District","ELL","*","*","*","*","*","*","*"
"Madison School District","Two or More Races",6,6,100.0,"*","*","*","*"
"Madison School District","White",291,285,97.9,"*","*","*","*"
"Manchester School District","All Students",454,388,85.5,16,3.5,50,11.0
"Manchester School District","Black",102,82,80.4,"*","*",17,16.7
"Manchester School District","Eligible For Free Lunch",193,149,77.2,"*","*",41,21.2
"Manchester School District","Eligible For Lunch",250,200,80.0,"*","*",45,18.0
"Manchester School District","Eligible For Reduced Lunch",57,51,89.5,"*","*","*","*"
"Manchester School District","Female",224,195,87.1,9,4.0,20,8.9
"Manchester School District","High Needs",281,218,77.6,16,5.7,47,16.7
"Manchester School District","Hispanic",72,58,80.6,"*","*",13,18.1
"Manchester School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Manchester School District","Male",230,193,83.9,7,3.0,30,13.0
"Manchester School District","Non-ELL",441,378,85.7,16,3.6,47,10.7
"Manchester School District","Non-High Needs",173,170,98.3,"*","*","*","*"
"Manchester School District","Non-Hispanic",382,330,86.4,15,3.9,37,9.7
"Manchester School District","Non-Special Education",378,339,89.7,"*","*",38,10.1
"Manchester School District","Not Eligible For Lunch",204,188,92.2,11,5.4,"*","*"
"Manchester School District","Special Education",76,49,64.5,15,19.7,12,15.8
"Manchester School District","Asian",29,26,89.7,"*","*","*","*"
"Manchester School District","ELL",13,10,76.9,"*","*","*","*"
"Manchester School District","Two or More Races","*","*","*","*","*","*","*"
"Manchester School District","White",236,209,88.6,9,3.8,18,7.6
"Meriden School District","All Students",606,488,80.5,13,2.1,105,17.3
"Meriden School District","Black",92,75,81.5,"*","*",16,17.4
"Meriden School District","Eligible For Free Lunch",333,245,73.6,6,1.8,82,24.6
"Meriden School District","Eligible For Lunch",406,312,76.8,7,1.7,87,21.4
"Meriden School District","Eligible For Reduced Lunch",73,67,91.8,"*","*","*","*"
"Meriden School District","Female",284,237,83.5,"*","*",43,15.1
"Meriden School District","High Needs",439,332,75.6,12,2.7,95,21.6
"Meriden School District","Hispanic",267,196,73.4,7,2.6,64,24.0
"Meriden School District","Male",322,251,78.0,9,2.8,62,19.3
"Meriden School District","Non-ELL",546,451,82.6,11,2.0,84,15.4
"Meriden School District","Non-High Needs",167,156,93.4,"*","*",10,6.0
"Meriden School District","Non-Hispanic",339,292,86.1,6,1.8,41,12.1
"Meriden School District","Non-Special Education",507,439,86.6,"*","*",67,13.2
"Meriden School District","Not Eligible For Lunch",200,176,88.0,6,3.0,18,9.0
"Meriden School District","Special Education",99,49,49.5,12,12.1,38,38.4
"Meriden School District","Asian",15,14,93.3,"*","*","*","*"
"Meriden School District","ELL",60,37,61.7,"*","*",21,35.0
"Meriden School District","Two or More Races","*","*","*","*","*","*","*"
"Meriden School District","White",221,195,88.2,"*","*",21,9.5
"Meriden School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Middletown School District","All Students",329,285,86.6,16,4.9,28,8.5
"Middletown School District","Black",70,62,88.6,"*","*","*","*"
"Middletown School District","Eligible For Free Lunch",125,95,76.0,7,5.6,23,18.4
"Middletown School District","Eligible For Lunch",146,114,78.1,7,4.8,25,17.1
"Middletown School District","Eligible For Reduced Lunch",21,19,90.5,"*","*","*","*"
"Middletown School District","Female",168,153,91.1,"*","*",13,7.7
"Middletown School District","High Needs",171,131,76.6,15,8.8,25,14.6
"Middletown School District","Hispanic",45,33,73.3,"*","*",9,20.0
"Middletown School District","Male",161,132,82.0,14,8.7,15,9.3
"Middletown School District","Non-ELL",325,281,86.5,16,4.9,28,8.6
"Middletown School District","Non-High Needs",158,154,97.5,"*","*","*","*"
"Middletown School District","Non-Hispanic",284,252,88.7,13,4.6,19,6.7
"Middletown School District","Non-Special Education",279,255,91.4,"*","*",22,7.9
"Middletown School District","Not Eligible For Lunch",183,171,93.4,9,4.9,"*","*"
"Middletown School District","Special Education",50,30,60.0,14,28.0,6,12.0
"Middletown School District","Asian",15,14,93.3,"*","*","*","*"
