"Five-Year Graduation Rates, 2010-11"
"All Districts, Race/Ethnicity"

"",,,"Graduates",,"Non-Graduates",,,
"Stonington School District","White",195,185,94.9,"*","*","*","*"
"Stratford School District","Black",146,126,86.3,"*","*",15,10.3
"Stratford School District","Hispanic",112,99,88.4,"*","*",12,10.7
"Stratford School District","Asian","*","*","*","*","*","*","*"
"Stratford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Stratford School District","White",306,279,91.2,7,2.3,20,6.5
"Suffield School District","Black","*","*","*","*","*","*","*"
"Suffield School District","Hispanic","*","*","*","*","*","*","*"
"Suffield School District","Asian","*","*","*","*","*","*","*"
"Suffield School District","White",205,198,96.6,"*","*","*","*"
"The Bridge Academy District","Black",18,17,94.4,"*","*","*","*"
"The Bridge Academy District","Hispanic","*","*","*","*","*","*","*"
"The Bridge Academy District","Indian or Alaska Native","*","*","*","*","*","*","*"
"The Gilbert School District","Black","*","*","*","*","*","*","*"
"The Gilbert School District","Hispanic","*","*","*","*","*","*","*"
"The Gilbert School District","Asian","*","*","*","*","*","*","*"
"The Gilbert School District","White",66,54,81.8,"*","*",9,13.6
"Thomaston School District","Hispanic","*","*","*","*","*","*","*"
"Thomaston School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Thomaston School District","White",99,92,92.9,"*","*","*","*"
"Thompson School District","Hispanic","*","*","*","*","*","*","*"
"Thompson School District","White","*","*","*","*","*","*","*"
"Tolland School District","Black","*","*","*","*","*","*","*"
"Tolland School District","Hispanic","*","*","*","*","*","*","*"
"Tolland School District","Asian","*","*","*","*","*","*","*"
"Tolland School District","White",217,204,94.0,12,5.5,"*","*"
"Torrington School District","Black",17,14,82.4,"*","*","*","*"
"Torrington School District","Hispanic",36,22,61.1,"*","*",13,36.1
"Torrington School District","Asian","*","*","*","*","*","*","*"
"Torrington School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Torrington School District","White",225,187,83.1,"*","*",35,15.6
"Trumbull School District","Black",32,32,100.0,"*","*","*","*"
"Trumbull School District","Hispanic",29,28,96.6,"*","*","*","*"
"Trumbull School District","Asian",25,25,100.0,"*","*","*","*"
"Trumbull School District","White",416,411,98.8,"*","*","*","*"
"Unified School District #1","Black",300,6,2.0,22,7.3,268,89.3
"Unified School District #1","Hispanic",192,"*","*",7,3.6,180,93.8
"Unified School District #1","Asian","*","*","*","*","*","*","*"
"Unified School District #1","Indian or Alaska Native","*","*","*","*","*","*","*"
"Unified School District #1","White",134,"*","*","*","*",125,93.3
"Unified School District #2","Black",16,9,56.3,"*","*","*","*"
"Unified School District #2","Hispanic",10,"*","*","*","*","*","*"
"Unified School District #2","Asian","*","*","*","*","*","*","*"
"Unified School District #2","Indian or Alaska Native","*","*","*","*","*","*","*"
"Unified School District #2","White",10,"*","*","*","*","*","*"
"Vernon School District","Black",34,27,79.4,"*","*",7,20.6
"Vernon School District","Hispanic",21,16,76.2,"*","*","*","*"
"Vernon School District","Asian","*","*","*","*","*","*","*"
"Vernon School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Vernon School District","White",219,187,85.4,"*","*",29,13.2
"Wallingford School District","Black",12,10,83.3,"*","*","*","*"
"Wallingford School District","Hispanic",51,40,78.4,"*","*",11,21.6
"Wallingford School District","Asian",19,17,89.5,"*","*","*","*"
"Wallingford School District","White",479,434,90.6,10,2.1,35,7.3
"Waterbury School District","Black",366,271,74.0,"*","*",90,24.6
"Waterbury School District","Hispanic",521,301,57.8,"*","*",215,41.3
"Waterbury School District","Asian",24,"*","*","*","*","*","*"
"Waterbury School District","Indian or Alaska Native",8,"*","*","*","*","*","*"
"Waterbury School District","White",384,296,77.1,"*","*",84,21.9
"Waterford School District","Black","*","*","*","*","*","*","*"
"Waterford School District","Hispanic",20,15,75.0,"*","*","*","*"
"Waterford School District","Asian",15,15,100.0,"*","*","*","*"
"Waterford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Waterford School District","White",221,207,93.7,"*","*",12,5.4
"Watertown School District","Black","*","*","*","*","*","*","*"
"Watertown School District","Hispanic",6,"*","*","*","*","*","*"
"Watertown School District","Asian","*","*","*","*","*","*","*"
"Watertown School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Watertown School District","White",230,210,91.3,"*","*",16,7.0
"West Hartford School District","Black",93,78,83.9,"*","*",13,14.0
"West Hartford School District","Hispanic",121,99,81.8,"*","*",18,14.9
"West Hartford School District","Asian","*","*","*","*","*","*","*"
"West Hartford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"West Hartford School District","White",551,533,96.7,8,1.5,10,1.8
"West Haven School District","Black",113,76,67.3,"*","*",37,32.7
"West Haven School District","Hispanic",97,61,62.9,"*","*",36,37.1
"West Haven School District","Asian","*","*","*","*","*","*","*"
"West Haven School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"West Haven School District","White",230,173,75.2,6,2.6,51,22.2
"Westbrook School District","Hispanic","*","*","*","*","*","*","*"
"Westbrook School District","Asian","*","*","*","*","*","*","*"
"Westbrook School District","White",72,68,94.4,"*","*","*","*"
"Weston School District","Black","*","*","*","*","*","*","*"
"Weston School District","Hispanic","*","*","*","*","*","*","*"
"Weston School District","Asian",10,10,100.0,"*","*","*","*"
"Weston School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Weston School District","White",177,175,98.9,"*","*","*","*"
"Westport School District","Black","*","*","*","*","*","*","*"
"Westport School District","Hispanic","*","*","*","*","*","*","*"
"Westport School District","Asian",18,18,100.0,"*","*","*","*"
"Westport School District","White",443,432,97.5,6,1.4,"*","*"
"Wethersfield School District","Black",16,16,100.0,"*","*","*","*"
"Wethersfield School District","Hispanic",38,30,78.9,"*","*",7,18.4
"Wethersfield School District","Asian","*","*","*","*","*","*","*"
"Wethersfield School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Wethersfield School District","White",238,224,94.1,"*","*",11,4.6
"Wilton School District","Black","*","*","*","*","*","*","*"
"Wilton School District","Hispanic","*","*","*","*","*","*","*"
"Wilton School District","Asian",12,12,100.0,"*","*","*","*"
"Wilton School District","White",290,287,99.0,"*","*","*","*"
"Windham School District","Black",20,18,90.0,"*","*","*","*"
"Windham School District","Hispanic",134,74,55.2,8,6.0,52,38.8
"Windham School District","Asian","*","*","*","*","*","*","*"
"Windham School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Windham School District","White",102,82,80.4,"*","*",19,18.6
"Windsor Locks School District","Black",17,13,76.5,"*","*","*","*"
"Windsor Locks School District","Hispanic","*","*","*","*","*","*","*"
"Windsor Locks School District","Asian","*","*","*","*","*","*","*"
"Windsor Locks School District","White",102,90,88.2,6,5.9,6,5.9
"Windsor School District","Black",187,160,85.6,6,3.2,21,11.2
"Windsor School District","Hispanic",39,32,82.1,"*","*",7,17.9
"Windsor School District","Asian","*","*","*","*","*","*","*"
"Windsor School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Windsor School District","White",111,101,91.0,"*","*",7,6.3
"Wolcott School District","Black","*","*","*","*","*","*","*"
"Wolcott School District","Hispanic",6,6,100.0,"*","*","*","*"
"Wolcott School District","Asian","*","*","*","*","*","*","*"
"Wolcott School District","White",213,201,94.4,"*","*",11,5.2
"Woodstock Academy District","Black","*","*","*","*","*","*","*"
"Woodstock Academy District","Hispanic",7,7,100.0,"*","*","*","*"
"Woodstock Academy District","Asian","*","*","*","*","*","*","*"
"Woodstock Academy District","White",285,271,95.1,"*","*",14,4.9

