"College Entrance and Persistence, 2009-10"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Male",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Female",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Male",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Female",42.9,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Male",*,*
"Explorations District","=""2720013""","Explorations","Female",*,*
"Explorations District","=""2720013""","Explorations","Male",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Female",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Male",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Female",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Male",*,*
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Male",*,*
"Unified School District #1","=""3360015""","New Haven Correctional Center","Male",*,*
"Unified School District #1","=""3360015""","York Correctional Institution","Female",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","Female",*,*
"Unified School District #2","=""3470015""","Children's Place School","Female",*,*
"Unified School District #2","=""3470015""","Children's Place School","Male",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Male",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Female",62.3,79.1
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Male",47.7,61.3
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Female",56.6,79.7
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Male",40.8,72.5
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Female",51.4,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Male",33.3,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Female",48.5,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Male",29.4,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Female",57.6,70.6
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Male",39.7,62.1
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Female",41.0,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Male",31.9,72.7
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Female",51.5,88.2
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Male",43.3,74.4
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Female",32.3,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Male",28.4,74.1
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Female",53.3,87.5
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Male",36.2,76.5
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Female",60.0,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Male",38.3,63.4
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Female",57.7,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Male",33.8,65.2
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Female",57.4,87.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Male",43.8,75.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Female",55.7,82.4
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Male",43.5,76.6
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Female",50.0,80.0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Male",27.4,69.6
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Female",51.5,70.6
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Male",37.4,73.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Female",64.4,72.4
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Male",45.5,80.0
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Female",75.4,87.9
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Male",70.3,85.5
"The Gilbert School District","=""9020022""","The Gilbert School","Female",80.6,76.0
"The Gilbert School District","=""9020022""","The Gilbert School","Male",77.8,68.6
"Woodstock Academy District","=""9030022""","Woodstock Academy","Female",87.4,89.0
"Woodstock Academy District","=""9030022""","Woodstock Academy","Male",76.1,90.2

