"College Entrance and Persistence, 2008-09"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Stamford Academy District","=""2820013""","Stamford Academy","Male",*,*
"Unified School District #1","=""3360015""","Hartford Correctional Center","Male",*,*
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Male",*,*
"Unified School District #1","=""3360015""","New Haven Correctional Center","Male",*,*
"Unified School District #1","=""3360015""","York Correctional Institution","Female",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","Female",*,*
"Unified School District #2","=""3470015""","Children's Place School","Male",*,*
"Unified School District #2","=""3470015""","High Meadows","Male",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Male",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Female",55.6,80.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Male",32.7,*
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Female",60.6,82.5
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Male",37.5,76.7
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Female",43.6,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Male",31.4,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Female",52.5,62.5
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Male",29.4,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Female",58.2,75.0
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Male",31.3,76.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Female",48.6,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Male",24.1,*
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Female",54.3,68.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Male",42.2,63.2
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Female",45.9,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Male",21.8,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Female",26.9,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Male",29.7,59.1
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Female",*,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Male",33.0,71.1
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","Female",*,*
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","Male",*,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Female",56.5,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Male",20.4,*
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Female",59.6,82.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Male",37.9,83.3
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Female",51.5,67.6
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Male",40.7,80.0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Female",48.5,*
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Male",34.9,71.1
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Female",52.7,72.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Male",39.0,51.2
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Female",61.9,*
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Male",38.7,65.5
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Female",80.3,87.5
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Male",67.3,80.1
"The Gilbert School District","=""9020022""","The Gilbert School","Female",75.0,95.8
"The Gilbert School District","=""9020022""","The Gilbert School","Male",68.4,76.9
"Woodstock Academy District","=""9030022""","Woodstock Academy","Female",85.8,90.4
"Woodstock Academy District","=""9030022""","Woodstock Academy","Male",74.7,89.8

