"College Entrance and Persistence, 2007-08"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Male",26.3,69.2
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Female",24.2,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Male",19.4,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Female",27.5,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Male",30.2,80.8
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Female",*,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Male",35.2,89.5
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","Female",*,*
"Connecticut Technical High School System","=""9000016""","J. M. Wright Technical High School","Male",21.2,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Female",*,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Male",*,*
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Female",44.4,62.5
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Male",37.0,64.9
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Female",36.5,*
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Male",26.1,82.9
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Female",40.0,*
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Male",29.2,71.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Female",48.4,90.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Male",36.8,85.7
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Female",66.7,92.3
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Male",38.0,88.9
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Female",74.2,90.5
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Male",73.1,82.7
"The Gilbert School District","=""9020022""","The Gilbert School","Female",83.3,90.0
"The Gilbert School District","=""9020022""","The Gilbert School","Male",72.5,86.2
"Woodstock Academy District","=""9030022""","Woodstock Academy","Female",85.1,89.2
"Woodstock Academy District","=""9030022""","Woodstock Academy","Male",65.0,87.5

