"College Entrance and Persistence, 2013-14"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Female",*,*
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Male",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Female",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Female",83.9,76.9
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Male",*,*
"Capitol Region Education Council","=""2410014""","Integrated Program Models","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","Female",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","Male",*,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","Female",*,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","Male",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Female",89.6,86.0
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Male",79.5,88.6
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Female",*,*
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Male",76.0,*
"Capitol Region Education Council","=""2410014""","River Street School","Female",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Male",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","Female",*,*
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","Female",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Female",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","Male",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","Female",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","Male",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Female",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Male",*,*
"Learn","=""2450014""","Connecticut River Academy","Female",72.3,82.4
"Learn","=""2450014""","Connecticut River Academy","Male",69.0,86.2
"Learn","=""2450014""","Learn Special Education","Male",*,*
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","Female",*,*
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","Male",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Female",65.2,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Female",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Male",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Female",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Male",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Female",86.4,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Male",*,*
"Explorations District","=""2720013""","Explorations","Female",*,*
"Explorations District","=""2720013""","Explorations","Male",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Female",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Male",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Female",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Male",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Female",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Male",*,*
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","Male",*,*
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Garner Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Male",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","Male",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Female",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Male",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Female",75.3,60.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Male",43.5,67.6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Female",59.8,88.5
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Male",49.4,82.9
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Female",63.9,56.4
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Male",32.5,60.0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Female",38.1,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Male",28.6,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Female",51.1,70.8
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Male",33.3,60.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Female",52.6,65.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Male",43.5,73.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Female",64.4,78.9
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Male",33.6,63.2
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Female",*,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Male",24.7,68.2
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Female",57.7,90.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Male",46.0,82.5
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Female",68.8,69.7
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Male",42.1,80.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Female",59.7,73.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Male",31.5,67.9
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Female",67.4,93.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Male",38.1,73.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Female",66.2,90.7
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Male",45.0,85.7
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Female",65.9,81.5
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Male",29.8,71.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Female",68.8,86.8
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Male",47.6,77.6
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Female",73.8,87.1
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Male",25.6,63.6
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Female",73.0,91.6
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Male",66.4,82.9
"The Gilbert School District","=""9020022""","The Gilbert School","Female",76.9,66.7
"The Gilbert School District","=""9020022""","The Gilbert School","Male",55.3,90.5
"Woodstock Academy District","=""9030022""","Woodstock Academy","Female",84.8,94.3
"Woodstock Academy District","=""9030022""","Woodstock Academy","Male",70.7,86.9

