"Incident Counts, 2009-10"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,0,"*",8,38,33,"*","*",7,145
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,0,"*",0,"*","*",0,0,0,"*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,"*",0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""","*",0,"*","*","*",48,"*",0,0,15
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",0,0,"*",0,0,0,0,0,0,0
"Explorations District","=""2720013""","Explorations","=""2726113""",0,"*",0,0,"*","*","*",0,6,10
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",0,0,0,0,0,0,0,"*",0,0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,14,"*","*",19,"*",0,22,77
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","*","*","*",13,8,17,0,"*",19,56
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,"*",0,"*","*","*",0,"*",0
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,0,0,0,0,"*",0,0,0,"*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,0,"*",0,"*",0,"*",0,0,0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","*",8,30,"*",29,18,"*","*",0,115
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","*","*","*","*",7,0,"*",0,"*",7
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,0,"*","*",0,0,0,0,0,"*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",0,0,0,0,"*",0,0,0,0,0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*",0,0,0,"*",17,"*",0,19,129
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,"*","*",22,0,0,0,0,6
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,0,0,0,"*","*",0,0,0,0
"Farmington School District","=""0520011""","Union School","=""0520111""",0,"*",0,0,0,0,0,0,0,0
"Farmington School District","=""0520011""","West District School","=""0520311""",0,"*","*",0,0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,"*",0,0,"*","*",0,0,"*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",0,"*","*",0,"*",0,0,0,0,0
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,0,0,0,0,0,0,"*",0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,"*",26,6,13,17,"*",0,71,86
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,0,0,0,"*","*",0,0,0,"*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,"*","*",0,"*","*","*","*","*","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,0,0,0,"*",0,0,0,0,0
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,"*",9,"*",6,0,"*",6,34
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,6,0,"*","*",0,0,0,"*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,"*",0,"*","*","*",0,"*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,0,"*",0,"*","*",0,0,0,0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,"*",0,0,0,"*","*","*",0,"*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,0,"*",0,0,"*",0,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,"*","*",7,"*",32,"*","*",53,137
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,0,"*",0,0,0,"*",0,0,"*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,0,0,0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,0,0,0,0,"*",0,0,0,0
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",0,0,"*",0,0,0,0,0,0,0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,"*",7,"*","*",7,0,0,"*",9
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",0,0,"*",0,0,0,0,"*",0,"*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,"*",32,"*",31,15,"*","*",13,299
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*",0,"*",6,"*",7,"*","*","*",115
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,8,0,7,11,0,"*",0,26
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",0,0,"*","*",33,13,"*","*",0,60
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,0,"*","*",33,13,"*","*",0,60
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,0,0,0,0,0,0,"*",0,"*"
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,"*","*",8,0,"*",0,0,61
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",0,0,0,0,"*","*",0,"*",0,"*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,"*",0,"*",0,0,"*",0,10
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","*","*",22,8,25,25,9,"*",33,311
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",0,0,"*",0,"*","*",0,0,0,"*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","*","*",8,"*",8,16,0,0,0,41
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,0,"*","*","*","*",0,0,"*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","*",0,"*","*","*","*","*","*",0,9
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*",0,17,6,16,15,"*","*",15,47
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,0,7,"*","*","*",0,0,0,12
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,0,0,0,"*","*",0,0,0,7
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,0,"*",0,0,6,"*","*",0,9
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*","*",40,16,118,39,"*","*",13,1112
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,"*",27,9,126,29,7,"*",12,362
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",0,"*","*",0,"*","*",0,0,0,7
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,0,"*","*",10,7,"*",0,0,"*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,0,"*",0,6,11,0,"*",0,7
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,0,"*","*","*",9,"*",0,0,9
"Hamden School District","=""0620011""","West Woods School","=""0621411""","*",0,"*","*",0,"*",0,0,0,"*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,0,"*",0,0,"*","*",0,0,"*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",0,"*","*","*",21,33,6,"*",0,26
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",0,"*",6,0,11,37,"*","*",0,14
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",0,0,"*",0,6,"*",0,0,0,8
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",0,0,0,0,"*","*","*",0,0,"*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*","*",18,"*","*",62,9,"*",7,202
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",0,0,12,"*",34,18,"*","*","*",910
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",0,0,"*",0,25,"*","*","*",0,40
"Hartford School District","=""0640011""","Burr School","=""0642311""",0,"*",29,6,34,54,7,"*",0,148
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,"*","*",6,29,14,"*",0,0,42
"Hartford School District","=""0640011""","Clark School","=""0642411""",0,"*",26,6,93,38,"*","*",0,126
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,0,12,"*",77,8,6,"*",0,278
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","*",0,0,7,"*",32,"*","*","*",341
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","*","*","*","*","*",32,"*","*",0,30
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","*","*",41,8,64,88,17,7,"*",497
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,"*",12,0,38,62,"*","*",0,73
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",0,0,"*","*",6,12,"*","*","*",19
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",0,9,12,11,"*",71,12,"*",0,126
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",0,6,21,"*",47,76,"*",6,"*",96
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",0,"*",16,"*",11,24,"*","*","*",249
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","*","*",18,"*",42,19,"*","*",6,159
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,"*",18,"*",6,39,"*","*","*",24
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,"*","*",0,25,6,"*","*",7,446
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,11,6,15,31,53,15,"*",10,75
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,11,"*","*",20,"*","*",0,17
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""","*",0,21,"*",32,65,0,"*",0,120
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",0,8,6,6,44,44,12,"*",9,194
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""","*","*",14,"*",19,73,"*","*",0,76
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,"*",19,"*",35,18,"*","*",7,238
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","*",11,14,"*",12,152,18,10,"*",277
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","*",10,21,"*",33,67,"*",7,0,161
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",0,9,60,8,35,140,17,11,0,161
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",0,0,"*","*",12,13,"*","*",0,16
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","*",0,16,0,24,49,0,6,"*",211
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",0,"*",16,"*",18,24,"*",6,"*",39
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,"*","*","*","*","*",0,"*","*",9
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",0,0,"*","*",16,24,"*",11,0,26
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,"*","*","*",11,14,"*",0,"*",117
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",0,0,"*","*","*",22,6,0,0,171
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","*",8,34,9,9,75,8,"*",10,85
"Hartford School District","=""0640011""","SAND School","=""0640111""",0,"*","*",0,10,26,"*",0,0,76
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",0,"*","*","*",7,22,0,"*",0,48
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","*",6,15,7,58,38,0,"*",0,115
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,7,11,"*",95,112,7,14,0,277
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",0,7,22,"*","*",53,"*","*",0,166
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,"*",13,0,55,24,"*","*","*",137
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",0,"*","*","*",6,12,"*","*","*",45
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",0,0,0,0,"*",16,"*","*","*",94
"Hartford School District","=""0640011""","West Middle School","=""0642111""","*",13,188,14,148,388,23,15,"*",368
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,0,"*",0,0,0,0,0,0,"*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,"*",0,0,0,0,0,0,"*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,0,0,"*","*",0,0,0,0,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",0,"*","*","*",7,16,0,"*",0,14
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",0,0,0,0,"*",0,0,0,0,"*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*",0,6,"*",0,18,0,"*",0,"*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","*","*",14,"*",21,10,7,"*",18,519
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,11,14,"*",22,40,"*","*","*",85
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,0,"*",6,"*",6,"*",0,0,"*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*",0,0,0,0,0,0,0,6,0
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,0,0,0,0,"*",0,0,0,0
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,0,0,0,0,10,0,0,0,12
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*",0,"*","*","*",7,"*","*",0,"*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,"*","*","*","*",13,0,"*",8,89
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",0,0,0,0,0,"*",0,"*",0,0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,"*",0,0,0,0,"*",0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*",10,"*",7,18,"*","*",13,84
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,9,"*","*",0,24,"*","*",0,6
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,"*","*",0,0,0,0
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,0,"*",0,0,10,0,0,0,0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,"*",12,0,0,"*",0,"*",11,44
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,0,"*","*","*",0,0,0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,"*",7,7,8,"*","*",0,26,88
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*","*","*","*",6,"*",0,0,0,"*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",0,0,0,0,"*",0,0,0,0,0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,"*","*",0,"*","*","*",0,0,22
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,"*",7,"*",7,"*","*",0,0,"*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""",0,0,0,"*","*","*",0,0,0,0
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","*",0,25,9,93,7,"*","*",0,97
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",0,0,"*",0,"*",0,0,0,0,"*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","*","*",15,"*",78,7,"*","*","*",351
"Manchester School District","=""0770011""","Keeney School","=""0770611""",0,0,"*",0,0,"*",0,0,0,0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",0,"*",41,7,70,18,"*",9,18,517
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",17,0,23,"*",0,"*",6,73
"Manchester School District","=""0770011""","Martin School","=""0771611""","*",0,"*","*",10,0,0,0,0,8
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""","*",0,"*","*",7,15,"*",0,0,7
"Manchester School District","=""0770011""","Robertson School","=""0771011""","*",0,0,"*",6,0,0,0,0,16
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",0,0,6,0,33,"*",0,0,0,78
"Manchester School District","=""0770011""","Waddell School","=""0771311""","*",0,"*","*",7,0,0,0,0,23
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,0,0,0,7,0,0,0,0,0
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",0,0,0,0,0,"*",0,0,0,0
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",0,0,0,0,0,"*",0,0,0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,"*","*","*","*","*",0,"*",0,19
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",0,0,0,0,0,"*",0,0,0,0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,0,"*","*",0,0,0,0,0,"*"
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",0,0,"*",0,17,0,"*",0,0,"*"
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,0,16,7,51,"*","*","*",0,26
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",0,"*",26,12,53,7,"*","*",9,1261
"Meriden School District","=""0800011""","Hanover School","=""0800311""",0,0,"*","*",10,"*",0,0,0,12
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","*",0,59,23,191,"*",8,6,0,191
"Meriden School District","=""0800011""","John Barry School","=""0800511""",0,0,"*","*",63,0,"*","*",0,13
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",0,7,45,15,122,"*","*",15,6,443
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","*","*",38,"*",214,"*","*",7,9,1150
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",0,0,10,"*",13,"*",0,"*",0,9
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,0,"*",0,6,"*","*","*",0,9
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",0,13,63,12,215,0,"*",9,0,749
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,0,0,0,"*",0,0,0,0,"*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","*",0,19,8,21,52,8,"*",0,89
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,0,"*",0,0,"*",0,0,0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,0,0,0,0,"*",0,0,0,9
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",0,"*",21,12,79,30,"*",10,23,629
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,0,"*","*",7,14,0,0,0,45
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,0,"*",0,"*","*",0,0,0,"*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,0,0,0,0,0,0,0,0,"*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",8,10,50,9,28,55,7,"*","*",219
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,"*",0,0,"*",0,0,0,"*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,0,"*",0,"*",0,0,0,0,15
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","*","*","*","*","*",12,0,0,"*",18
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",0,0,"*","*","*",6,0,"*",0,"*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*",0,9,0,13,18,0,"*",19,229
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*",11,10,"*",6,12,"*",0,16,127
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,0,"*",0,"*",0,0,0,0,0
"Milford School District","=""0840011""","Meadowside School","=""0840711""","*",0,"*",0,0,0,0,0,0,0
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",0,0,"*",0,0,"*",0,0,0,"*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",0,0,"*",0,0,0,0,0,0,"*"
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",0,"*","*",0,0,0,0,0,0,0
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,"*","*","*",11,10,0,"*",0,43
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",0,0,"*",0,"*","*",0,0,0,"*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",0,0,"*",0,14,0,0,0,0,35
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,"*",0,"*","*","*","*","*",12,50
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",0,0,0,0,0,0,0,0,0,"*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,0,"*",0,"*",8,0,0,0,"*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*","*",18,"*",13,23,"*",0,"*",75
"Montville School District","=""0860011""","Mohegan School","=""0860111""",0,0,0,0,"*","*",0,0,0,"*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","*","*",18,"*",37,12,"*","*","*",278
"Montville School District","=""0860011""","Oakdale School","=""0860511""",0,0,0,0,0,"*",0,0,0,"*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,"*",7,0,"*","*",0,0,0,61
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",0,0,"*",0,"*","*","*",0,0,"*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*",7,47,13,41,54,11,"*","*",418
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,"*",9,"*",27,29,"*",0,0,18
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",0,"*",6,"*",27,18,0,"*",0,6
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",0,0,10,"*",28,"*","*",0,0,176
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,0,0,0,0,0,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","*","*","*",0,0,6,0,"*","*",0
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","*","*",24,16,51,25,0,"*",34,291
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,"*","*",0,"*",0,0,0,0,"*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""","*",0,7,6,42,"*","*",0,0,72
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",0,0,"*",0,0,"*",0,"*","*",18
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","*","*",20,"*",6,6,"*",0,6,61
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""",0,0,"*","*","*",12,"*",0,0,"*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,"*","*","*",7,6,0,"*",0,19
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",0,"*",25,"*",44,33,"*",0,"*",43
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","*","*","*","*",26,12,0,"*",0,9
"New Britain School District","=""0890011""","Holmes School","=""0890611""","*","*",14,15,24,62,"*","*",0,23
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,"*","*",0,"*",0,0,0,0,"*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",0,0,"*","*","*",6,"*","*",0,9
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",0,"*",22,"*",29,21,"*","*",0,23
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",6,12,89,27,309,146,21,20,59,3506
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*","*","*",0,"*","*",0,0,0,7
"New Britain School District","=""0890011""","Northend School","=""0890911""","*",0,"*",0,9,57,"*","*",0,15
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","*",8,33,13,96,86,6,7,"*",44
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","*",18,66,12,107,92,13,"*",6,16
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",0,"*",37,"*",9,114,13,"*","*",165
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","*",12,116,"*",28,252,18,"*",0,45
"New Britain School District","=""0890011""","Smith School","=""0891311""",0,0,8,10,101,19,"*","*",0,0
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,6,20,14,85,19,"*","*",0,28
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,"*","*","*","*","*",0,0,"*",22
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,"*","*",0,"*","*","*",0,0,"*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",0,0,0,0,0,0,0,0,0,"*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,"*","*",0,0,0,0,0,11
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,9,11,10,"*",14,"*","*",31,146
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*",0,"*",9,0,11,0,"*",0,14
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,0,"*",0,0,0,0,0,0,"*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,0,0,"*",10,36,0,"*",0,35
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",0,0,"*",0,14,21,"*","*","*",25
"New Haven School District","=""0930011""","Beecher School","=""0930311""",0,0,13,0,"*",19,0,0,0,56
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",0,0,11,"*",26,29,0,0,0,41
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,"*",0,"*",24,0,"*",0,68
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",0,"*",8,0,"*",23,"*","*",0,23
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*",11,"*",20,50,"*","*","*",42
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",0,0,"*",0,0,0,0,0,"*",7
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",0,0,0,0,0,"*","*",0,0,8
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,0,"*",0,"*",9,"*",0,0,36
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",0,0,"*",0,8,20,"*","*",0,51
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",0,0,"*",7,17,29,"*","*",0,58
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,0,6,"*",8,12,"*","*","*",42
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","*",0,"*","*",11,31,"*","*",0,50
