"Incident Counts, 2010-11"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,"*",6,7,"*",14,"*","*",24,75
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,0,"*",9,"*",12,"*",0,9,34
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,"*","*",0,0,9,0,0,0,14
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,0,0,0,0,0,"*",0,0,0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,0,"*",0,0,0,0,0,0,0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","*",10,41,8,32,25,"*","*",0,82
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,"*",0,"*",0,"*",0,0,"*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,0,0,"*",0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,"*","*","*",11,24,0,"*",14,53
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","*",0,"*","*",7,7,0,0,"*",20
"Farmington School District","=""0520011""","Union School","=""0520111""",0,0,"*",0,0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","West District School","=""0520311""",0,"*",0,0,0,0,0,0,0,"*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,"*","*",0,0,0,"*",0,0,"*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","*",0,0,"*",0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,9,7,"*",17,"*","*",42,57
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,0,0,0,"*",0,0,0,0,0
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,0,0,0,"*",0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,0,"*",0,0,0,0,0,0,0
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,6,"*",0,"*","*",0,0,"*",8
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,"*",7,"*","*",6,"*",0,17,46
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","*","*","*","*",0,"*",0,0,0,0
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,"*",0,0,0,0,0,0,0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,"*",0,"*",0,0,"*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,0,"*",0,"*","*",0,0,0,"*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,"*","*","*",0,"*",0,0,0,"*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,0,"*",0,"*","*",0,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","*","*",11,13,24,42,"*",8,121,190
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,0,0,0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,0,"*",0,"*",0,0,0,0,"*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",0,0,0,0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","*","*",6,0,"*","*","*","*","*",9
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",0,0,"*","*",0,"*","*",0,0,6
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,19,"*",23,6,"*","*",15,405
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,"*",7,13,12,"*","*","*",84
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,"*",0,"*",6,"*","*",0,36
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",0,"*","*",6,29,18,"*","*",0,69
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,"*","*",6,29,18,"*","*",0,69
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,0,0,0,0,0,0,"*",0,0
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,0,23,"*","*","*","*",0,0,19
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",0,0,0,"*",6,"*",0,0,0,"*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,"*",0,0,"*",0,"*",0,6
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,0,"*",0,"*",0,0,0,0,"*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","*","*",31,12,35,26,"*","*",39,326
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",0,0,"*",0,"*","*",0,"*",0,0
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,16,"*",21,24,0,0,"*",45
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,"*",0,"*","*",0,"*",0,"*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,"*","*","*","*",0,"*","*",13
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*","*",15,"*",10,14,"*",0,8,84
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",0,"*",0,0,0,0,0,0,0,0
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,0,0,0,0,0,0,"*",0,0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,0,"*",0,"*","*","*","*",0,"*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,"*","*",0,0,12,"*",0,0,"*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,0,"*",0,13,"*",0,0,0,0
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,9,40,13,123,27,8,"*",19,1194
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",0,"*",20,"*",94,29,"*","*",6,299
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",0,0,"*",0,"*","*",0,0,0,"*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,0,0,0,13,20,"*",0,0,6
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,0,6,0,0,32,"*","*",0,13
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,0,"*","*",0,"*",0,"*",0,7
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,0,0,0,"*","*",0,0,0,"*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,0,"*",0,0,"*","*",0,0,"*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",0,"*","*","*",7,43,"*","*",0,31
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*",0,6,0,11,33,8,0,"*",23
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*",0,"*",0,0,"*",0,0,0,"*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*","*",11,0,"*",27,0,0,"*",99
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","*",0,10,0,29,"*","*","*","*",807
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","*",0,15,0,52,78,"*",9,"*",173
"Hartford School District","=""0640011""","Burr School","=""0642311""",9,0,23,"*",13,94,27,"*",0,166
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,"*","*","*",19,17,0,"*",0,16
"Hartford School District","=""0640011""","Clark School","=""0642411""",0,0,"*",0,"*",25,0,"*",0,10
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,"*",10,8,62,"*","*",0,6,236
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",0,12,13,"*","*",28,"*","*",0,41
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","*","*",9,"*",0,"*",0,0,0,24
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","*","*",15,0,37,94,19,"*",8,292
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,0,"*",0,"*",15,0,0,0,14
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",0,0,0,0,"*","*",0,"*",0,6
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","*","*",16,"*",20,18,0,"*",6,53
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",0,"*",12,"*",16,34,"*","*","*",85
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",0,"*","*","*",8,41,0,"*","*",764
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",0,0,11,0,20,24,"*",0,6,180
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",0,"*",18,0,"*",24,"*","*",12,43
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","*","*",0,0,16,15,"*","*",7,116
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,20,"*",51,49,8,"*",0,114
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,0,"*",0,"*",11,"*","*",0,"*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","*",0,22,0,16,34,"*","*",0,52
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",0,0,10,"*",11,53,"*","*",0,47
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,23,"*","*",61,11,"*","*",394
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","*","*",19,"*","*",62,"*","*",9,227
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","*",6,15,"*",10,55,0,"*",0,45
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",21,"*",47,15,46,178,11,"*","*",322
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",0,"*",9,"*",10,41,0,"*",0,32
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",0,0,8,0,58,35,18,"*","*",90
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",0,0,0,0,"*","*",0,0,0,"*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",0,12,"*","*",0,50,0,"*",0,36
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,"*",0,0,9,0,"*","*",9
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",0,0,0,0,"*",40,0,"*",0,"*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,"*",8,10,9,"*","*","*",127
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","*","*",11,"*",9,87,"*","*",0,74
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","*",0,"*",0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","SAND School","=""0640111""","*","*",8,0,14,15,0,"*",0,44
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","*",0,18,"*",7,20,"*",0,0,16
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","*",12,15,"*",18,56,0,"*",0,59
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""","*","*","*",0,7,30,"*",0,"*",48
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,0,"*",0,"*",86,"*","*",0,17
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","*",0,19,"*","*",52,"*",0,"*",56
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","*","*",40,11,65,66,6,"*","*",576
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","*",6,"*",6,"*",26,"*","*",6,52
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",0,0,0,0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","West Middle School","=""0642111""",0,6,86,7,33,364,16,10,0,56
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,"*",0,"*","*",0,0,0,0
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,0,"*",0,"*","*",0,"*",0,6
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",0,6,"*",0,6,9,0,"*",0,13
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,"*","*",34,"*",0,"*",0,6
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*","*","*","*",0,28,0,"*",0,"*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,"*",20,"*",8,11,8,"*",58,480
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,6,34,14,89,14,9,7,"*",228
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,"*",8,"*","*",17,0,"*",0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","*",0,"*","*","*",9,"*","*","*","*"
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*",0,0,"*","*","*",0,"*",0,"*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,0,"*",0,0,6,"*",0,0,"*"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",0,0,0,0,0,"*",0,0,0,"*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","*","*","*","*","*",10,0,0,0,12
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","*","*","*","*",6,8,"*",0,7,83
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",0,0,"*",0,"*",0,0,0,0,0
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,"*","*",0,"*",0,0,0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,"*",11,"*",9,12,"*",0,7,48
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,"*","*","*","*",8,0,"*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,0,0,0,0,"*",6
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,0,"*","*","*",10,0,0,0,"*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*",0,"*","*","*",8,0,0,10,48
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,"*",0,"*",9,0,"*",0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,0,"*",7,"*","*","*",0,14,102
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,"*","*",7,"*",0,0,0,"*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",0,0,0,0,"*",0,0,"*",0,"*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,0,"*","*","*",0,0,0,"*",8
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,0,11,0,19,0,0,"*",0,7
"Manchester School District","=""0770011""","Buckley School","=""0770311""",0,0,0,0,0,0,0,0,0,"*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","*","*",18,6,55,"*","*",0,0,156
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",0,0,"*",0,0,0,0,"*",0,"*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",0,"*",39,10,42,8,"*","*","*",234
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",0,"*",47,15,102,28,6,8,11,410
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,"*",30,"*",38,"*",0,"*",6,156
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,0,0,0,0,0,0,0,0,"*"
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",0,0,"*",0,"*",14,"*",0,"*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","*",0,"*",0,0,0,0,0,0,16
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","*",0,"*","*",27,"*",0,6,0,30
"Manchester School District","=""0770011""","Waddell School","=""0771311""","*",0,6,"*",23,0,"*",0,0,23
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,0,0,"*",0,0,0,0,0,11
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",0,0,0,0,0,0,0,0,0,"*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,0,"*",0,"*","*",0,"*",0,12
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",0,0,"*",0,0,0,0,0,0,0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","*",0,0,0,0,"*",0,0,0,10
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",0,0,"*",0,"*","*",0,"*",0,"*"
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,"*","*",6,44,"*","*","*",0,22
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","*",9,38,7,91,21,"*",7,24,1113
"Meriden School District","=""0800011""","Hanover School","=""0800311""",0,0,"*","*",12,"*",0,"*",0,6
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,0,22,11,117,0,8,"*",0,130
"Meriden School District","=""0800011""","John Barry School","=""0800511""",0,0,"*","*",38,0,"*",7,0,27
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","*","*",38,11,201,6,9,17,"*",640
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",0,0,0,0,"*",0,0,0,0,"*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","*","*",21,"*",160,6,0,10,28,1041
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",0,0,11,0,21,"*",0,0,0,11
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,0,"*",0,6,"*",0,0,0,"*"
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","*","*",57,7,269,0,6,9,"*",933
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,0,"*","*","*","*",0,"*",0,41
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","*","*",16,"*",19,15,"*","*",0,55
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,0,0,0,0,6,0,0,0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,0,"*",0,0,"*",0,"*",0,8
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",0,"*",28,8,100,28,"*",9,17,400
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,0,"*",0,"*","*",0,0,0,14
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,0,"*",0,0,8,0,0,0,0
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,0,0,0,0,"*",0,0,0,"*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",0,"*",35,"*",40,26,0,0,0,182
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,"*",0,"*","*",0,0,0,9
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,0,6,0,"*",7,0,"*",0,"*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,"*","*","*","*",10,"*","*",0,18
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*",0,7,"*","*",19,0,"*",10,107
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",0,"*","*","*","*","*","*",0,"*",69
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,0,0,0,0,0,0,"*",0,0
"Milford School District","=""0840011""","Meadowside School","=""0840711""",0,"*","*",0,0,"*",0,"*",0,"*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",0,0,0,0,0,"*",0,0,0,0
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",0,0,0,"*",0,0,0,"*",0,"*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","*","*","*",0,9,6,0,"*",0,14
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",0,0,"*",0,9,0,0,"*",0,"*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",0,0,"*",0,0,0,0,0,0,0
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","*",0,0,0,0,"*",0,"*","*",14
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,"*","*",9,0,"*","*","*",9,65
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",0,0,"*",0,0,0,0,0,0,0
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",0,0,0,0,"*",0,0,0,0,"*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,0,"*",0,0,"*",0,"*",0,"*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*","*",19,"*",18,51,"*","*","*",51
"Montville School District","=""0860011""","Mohegan School","=""0860111""",0,0,"*",0,"*","*",0,"*",0,0
"Montville School District","=""0860011""","Montville High School","=""0866111""",0,"*",29,"*",22,12,6,"*",10,312
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,"*","*","*","*","*",0,7,67
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,0,"*",0,"*","*",0,"*",0,"*"
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",0,0,0,0,0,6,0,0,0,7
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",0,14,20,"*",60,68,"*","*","*",919
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,0,6,0,23,15,0,"*",0,6
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",0,0,"*",14,39,38,"*",6,0,30
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,0,0,0,0,"*",0,0,0,0
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",0,0,"*",0,0,8,0,0,0,"*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","*","*",32,12,44,31,"*","*",34,371
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,0,0,0,"*",0,"*",0,0,"*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""","*",0,12,"*",32,59,"*",0,0,55
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",0,0,0,0,"*",0,0,0,0,0
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","*",0,"*",0,12,"*",0,0,0,12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,0,"*","*","*",15,0,"*",0,0
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",0,"*",14,"*",66,14,"*","*","*",6
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",0,"*",6,0,32,14,"*",0,0,"*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""",0,"*",6,15,36,42,"*","*",0,"*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,0,"*",0,"*",0,"*",0,"*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",0,0,"*","*",17,10,0,0,0,7
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","*",6,35,9,43,84,"*",9,16,621
"New Britain School District","=""0890011""","Northend School","=""0890911""","*",9,"*","*",8,41,0,0,0,7
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",0,"*",14,"*",40,116,"*","*","*",50
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","*",18,49,"*",45,93,9,"*","*",83
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","*","*",42,"*",30,124,"*","*","*",92
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",0,"*",10,8,140,92,"*","*",0,13
"New Britain School District","=""0890011""","Smith School","=""0891311""","*","*",46,"*",182,60,19,"*",0,23
"New Britain School District","=""0890011""","Vance School","=""0891511""","*","*","*","*",18,86,"*","*",0,9
"New Canaan School District","=""0900011""","East School","=""0900411""",0,0,"*",0,0,0,0,0,0,"*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","*",0,7,0,0,0,0,0,14,21
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","*",0,"*",0,0,"*","*",0,0,"*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",0,0,0,0,0,"*",0,"*",0,"*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,"*",0,0,0,0,0,0,"*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","*",0,8,"*","*",8,"*",0,48,175
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*","*","*","*","*",8,"*","*","*",19
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,"*",0,0,"*","*",0,0,0,0
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,0,"*","*",21,26,0,6,"*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",0,0,14,0,7,14,0,"*","*",10
"New Haven School District","=""0930011""","Beecher School","=""0930311""",0,"*",14,"*",18,21,"*","*",0,120
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",0,0,"*",0,21,15,"*","*",0,29
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,"*",0,6,9,0,"*",0,59
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",0,0,"*",0,9,26,"*","*",0,14
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*",16,0,12,32,"*",0,0,"*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,0,"*",0,7,15,"*",0,0,58
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",0,0,"*",0,"*","*",0,0,0,0
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",0,0,"*","*",13,17,0,"*",0,0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,"*","*","*",12,13,0,0,"*",41
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,"*","*",0,"*",0,0,"*",0,"*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",0,"*",14,"*",12,36,"*","*",0,"*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",0,"*","*",0,8,20,"*",0,0,"*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","*","*",0,0,11,28,"*",0,0,17
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,0,"*",0,"*",19,"*","*",0,37
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","*",0,8,"*",10,7,0,"*","*",52
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",0,"*",11,"*",38,19,"*",0,0,43
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",0,"*",6,"*",8,22,0,"*","*",15
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",0,7,31,7,12,16,0,"*","*",83
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",0,"*",16,"*",42,30,"*",8,12,359
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,0,"*",0,6,"*",0,0,0,6
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,"*","*",0,9,24,"*","*",0,"*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","*","*",12,"*",26,60,"*","*","*",39
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","*","*",21,0,28,89,"*","*",0,25
