"Incident Counts, 2013-14"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,0,0,0,0,"*",0,0,0,11
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,"*",16,"*",63,9,0,"*","*",286
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,0,"*",0,"*",0,0,0,0,"*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","*",0,"*","*",10,"*",0,0,0,18
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",0,0,"*",0,0,0,"*","*",0,0
"Explorations District","=""2720013""","Explorations","=""2726113""",0,0,0,0,"*",0,0,0,9,29
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,0,6,"*",6,"*","*","*",31,77
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","*","*","*",12,12,0,"*","*",42,34
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,"*",7,"*","*",10,0,"*",13
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,0,"*",0,0,0,0,"*",0,0
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",0,0,0,0,0,0,0,"*",0,0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,0,"*","*","*","*",0,"*",0,0
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,0,"*",7,"*","*","*",0,"*",28
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,0,0,"*",0,0,0,0,0,0
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,"*",0,0,0,0,0,0,0,"*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,"*","*",7,8,"*",6,"*",0,6
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,0,"*",0,0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,"*",0,"*","*","*",6,14,18
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,"*","*",6,9,0,"*",0,"*"
"Farmington School District","=""0520011""","Union School","=""0520111""",0,0,"*",0,0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","West District School","=""0520311""",0,0,0,0,0,"*",0,0,0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,"*",0,"*","*",6,0,0,0,7
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",0,0,"*",0,"*",6,0,0,0,"*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,0,0,"*","*",0,0,0,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,"*",11,10,"*",13,0,"*",27,79
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,0,0,0,0,"*",0,0,0,0
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",0,0,0,0,0,"*",0,0,"*",9
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,0,0,0,0,"*",0,0,0,"*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,"*",11,"*","*",9,0,0,"*",11
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,0,"*",0,"*","*",0,0,0,"*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,"*","*",0,"*",6,0,"*","*",18
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,"*","*",0,6,"*",0,0,0,13
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",0,0,"*",0,7,12,"*",0,0,"*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,"*","*",0,0,0,"*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,"*","*",0,"*","*","*",0,8
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,0,0,0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,7,"*","*",23,"*","*",78,68
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","*",0,"*","*","*",0,0,0,0,"*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,0,"*",0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,0,0,0,"*",0,0,0,0,"*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",0,0,0,0,"*","*",6,0,0,"*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",0,0,"*",0,0,0,0,0,0,0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,8,"*",6,9,0,0,0,14
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",0,0,0,0,0,0,0,0,0,"*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","*","*",21,"*",14,"*","*","*",31,237
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,"*",6,7,9,9,0,7,"*",30
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,"*",9,0,9,"*",0,"*",0,31
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,0,"*",0,9,11,"*",0,0,29
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,0,"*","*",0,0,0,"*",0,0
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",0,0,"*",0,"*","*",0,0,0,43
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",0,0,0,"*",9,0,0,"*",0,7
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,"*",0,0,0,0,0,0,"*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,0,"*",0,0,0,0,0,0,"*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","*","*",36,10,16,25,"*","*",6,382
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",0,0,"*","*","*",0,0,0,0,0
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,"*",12,"*",39,"*",0,"*",0,86
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,"*","*",0,"*","*","*",0,0,"*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,0,"*",0,"*",0,0,0,0,0
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,0,"*",0,"*","*",0,0,0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,"*",0,0,6,0,"*",0,"*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*",0,14,0,6,7,0,"*",10,112
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,0,0,0,"*",0,0,0,0,0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,0,6,"*","*",16,0,0,0,15
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,0,7,"*",15,8,0,"*",0,25
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,0,"*",0,"*",18,0,0,0,"*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*","*",28,11,69,35,"*","*","*",650
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",7,"*",39,"*",102,25,"*",6,14,189
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","*",0,"*",0,"*","*","*",0,0,"*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","*",0,"*","*",15,14,0,0,0,"*"
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,"*","*","*","*",11,0,0,0,15
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,0,"*",0,14,10,"*","*",0,"*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,0,"*",0,"*","*",0,0,0,"*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,0,"*",0,0,0,0,0,0,0
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","*","*",34,"*",18,104,"*","*",0,108
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",9,"*",10,"*",45,156,6,"*","*",151
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",0,0,"*",0,"*",9,0,0,0,"*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",0,0,0,0,0,"*",0,0,0,"*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,7,"*","*",20,"*","*",0,34
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",0,0,7,"*",22,14,0,7,0,110
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","*","*",19,10,28,136,"*","*","*",428
"Hartford School District","=""0640011""","Burr School","=""0642311""","*",0,14,0,25,53,"*","*","*",66
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,"*",6,10,18,53,"*","*","*",57
"Hartford School District","=""0640011""","Clark School","=""0642411""","*","*",17,"*",30,119,17,0,0,166
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","*","*",9,10,83,23,7,0,"*",297
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",8,0,0,6,13,12,0,0,8,30
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",0,"*","*",0,8,30,0,"*",0,19
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,0,"*",0,0,14,"*",0,0,8
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","*",17,"*","*",7,9,"*",0,"*",13
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",0,0,"*","*","*",15,"*",0,0,9
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","*","*",14,7,18,52,"*","*","*",75
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,"*","*","*","*",36,"*","*","*",45
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",0,0,6,0,28,12,"*",0,7,143
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",0,"*",13,9,24,55,"*","*","*",491
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","*","*",20,6,51,58,6,"*",6,251
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,8,"*",15,18,0,"*","*",136
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","*","*",17,"*",22,66,"*","*","*",152
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",7,0,11,23,0,"*",0,"*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","*","*",24,7,27,47,"*",6,8,151
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","*","*",16,"*",24,34,"*","*","*",729
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","*",24,18,7,13,72,11,7,"*",144
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",15,"*",30,7,38,102,0,"*","*",155
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","*",16,49,16,55,162,18,"*",0,40
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","*",7,15,0,13,89,"*","*","*",147
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","*","*",14,"*",41,148,"*","*","*",192
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",0,0,"*",0,"*",29,"*",0,0,"*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",0,0,0,0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",0,15,14,"*","*",57,"*","*",0,36
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",0,9,11,0,11,59,"*",8,0,17
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","*","*",10,12,18,24,"*","*",6,58
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",0,8,14,"*",11,20,0,0,"*",23
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",0,0,"*",0,"*","*",0,0,0,"*"
"Hartford School District","=""0640011""","SAND School","=""0640111""","*","*",30,"*",24,191,19,0,"*",110
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","*","*",6,7,10,39,"*","*",0,63
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",0,0,13,0,"*",30,"*",0,"*",12
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","*",7,"*","*",11,21,0,0,0,43
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,13,16,0,6,45,0,0,0,19
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","*",0,12,0,"*",107,"*",0,"*",130
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,8,41,"*",68,72,11,6,"*",688
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","*","*","*","*",7,7,"*",0,"*",35
"Hartford School District","=""0640011""","West Middle School","=""0642111""",8,0,19,8,50,194,18,10,0,43
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,0,"*",0,0,0,0,0,0,8
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",0,0,"*",0,0,0,0,0,0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,"*",0,0,0,0,0
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",0,0,7,"*","*",11,"*",0,0,"*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,0,"*",0,"*","*",0,0,0,21
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*",0,"*",0,"*",16,0,"*",0,37
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",0,"*",13,"*",8,59,"*",0,0,71
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,"*","*",0,0,"*",0,0,0,8
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","*",7,19,6,8,7,"*","*",50,286
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,"*",14,6,78,"*",7,6,"*",87
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,0,"*",0,0,7,0,0,0,9
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,0,13,"*","*",17,0,0,0,70
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,"*","*","*","*",0,"*",0,6
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,"*",6,"*","*",7,0,"*","*",18
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","*",0,"*","*","*",39,0,0,0,9
"Learn","=""2450014""","The Friendship School","=""2450214""",0,0,0,0,0,"*",0,0,0,0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,"*",0,0,"*",0,0,0,"*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,"*",0,0,0,"*","*","*",0,11
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,0,0,0,0,"*",0,0,0,"*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",0,"*","*","*",0,6,0,"*",0,8
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,"*",0,"*",9,0,0,0,8
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,0,"*","*",7,"*",0,0,0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*",0,9,"*",13,12,"*",0,11,53
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,0,7,"*","*","*",0,0,"*",10
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,0,"*",0,0,"*",0,0,0,0
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,0,"*","*","*",6,0,"*",14,31
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,"*",0,0,0,0,0,0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,0,"*",0,"*","*",0,"*",8,55
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,0,"*","*",0,0,0,0,0
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",0,0,0,0,0,0,0,0,0,"*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,0,"*",0,0,0,0,0,0,9
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,0,"*","*","*","*",0,0,0,"*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""",0,0,"*",0,7,0,"*",0,0,34
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","*",0,7,0,17,0,0,"*",0,6
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",0,0,"*",0,0,14,0,0,0,0
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","*",7,61,8,138,19,12,12,"*",190
"Manchester School District","=""0770011""","Keeney School","=""0770611""",6,0,"*",0,13,"*","*","*",0,16
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","*",15,24,10,82,"*",12,"*",14,347
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",41,"*",56,"*","*","*","*",126
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,0,"*",0,0,0,0,0,0,0
"Manchester School District","=""0770011""","Martin School","=""0771611""","*",0,"*",0,0,12,0,"*",0,"*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""",13,"*","*",0,13,0,0,0,0,"*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",0,0,"*",0,"*",6,"*",0,0,31
"Manchester School District","=""0770011""","Waddell School","=""0771311""",0,"*",8,0,"*",0,0,0,0,10
"Manchester School District","=""0770011""","Washington School","=""0771411""",26,0,11,"*",10,11,6,0,0,47
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",0,0,0,0,0,0,0,0,0,"*"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",0,0,"*",0,"*",0,0,0,0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,0,0,0,0,"*",0,0,0,11
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",0,0,"*",0,0,"*",0,"*",0,0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,"*",0,0,0,"*",0,0,0,0
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",0,0,"*","*","*",6,"*",8,0,9
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,0,"*",0,"*","*",0,"*",0,6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","*","*",10,9,39,10,"*","*",20,496
"Meriden School District","=""0800011""","Hanover School","=""0800311""",0,0,0,0,7,"*",0,0,0,14
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,0,0,0,0,0,0,"*",0,"*"
"Meriden School District","=""0800011""","John Barry School","=""0800511""",0,0,"*",0,40,11,"*",0,0,23
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",0,11,6,12,36,7,"*","*","*",239
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",0,0,0,0,0,0,0,"*",0,20
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,"*",27,8,47,"*","*","*",12,471
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",0,"*",9,"*",12,"*",0,"*",0,27
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,0,"*",0,0,0,"*",0,0,"*"
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","*",6,24,10,25,8,"*","*","*",501
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","*",0,0,0,"*",11,0,0,"*",0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,0,"*",0,"*",16,0,"*",0,7
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","*",0,8,0,13,28,"*","*",0,59
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,0,12,0,0,9,"*",0,0,"*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",0,0,"*",0,0,0,0,0,0,"*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",0,0,0,0,"*",0,0,0,0,"*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,"*","*","*",0,6,0,"*",0,18
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","*",0,22,9,45,16,"*",6,8,137
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,0,"*",0,11,"*",0,0,0,11
"Middletown School District","=""0830011""","Snow School","=""0831111""","*","*","*",0,7,"*",0,0,0,8
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,0,0,0,"*",0,0,0,0,"*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,0,"*","*","*",0,0,0,0,"*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","*","*",15,"*",26,35,"*",6,"*",72
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,0,0,0,"*",0,0,0,0
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,0,8,"*",10,"*",0,"*",0,"*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,"*","*",0,"*","*",0,"*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*","*",10,"*",9,11,"*","*",20,425
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",0,"*",12,"*","*","*","*","*",10,98
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,0,"*",0,0,0,0,0,0,"*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""",0,0,0,0,"*",0,0,0,0,0
"Milford School District","=""0840011""","Meadowside School","=""0840711""",0,0,"*",0,"*",0,0,0,0,0
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",0,0,0,0,"*","*",0,"*",0,"*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",0,0,"*","*",0,"*",0,0,0,"*"
"Milford School District","=""0840011""","The Academy","=""0840311""",0,0,0,0,0,0,0,0,"*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,"*","*",0,15,9,"*",0,0,20
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",0,0,"*","*",0,0,0,0,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,0,0,0,"*",6,"*","*",8,49
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",0,0,0,0,"*",0,0,0,0,"*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,0,"*",0,"*",6,0,"*",0,"*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",0,0,15,0,14,11,0,"*",0,25
"Montville School District","=""0860011""","Montville High School","=""0866111""",0,"*",13,"*",7,9,"*","*","*",50
"Montville School District","=""0860011""","Oakdale School","=""0860511""","*",0,"*",0,0,0,0,"*",0,"*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,0,0,"*",6,"*",0,0,19
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,0,0,0,"*",0,0,0,0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",14,"*",19,"*",46,0,0,"*",0,107
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,"*","*",0,"*",13,0,0,0,"*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",0,0,"*",0,14,17,0,"*",0,22
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,"*","*",0,9,0,0,"*",0,0
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",0,0,"*",0,"*",9,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","*","*",32,"*",25,38,9,"*",71,337
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,0,0,"*","*","*","*",0,0,"*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""",0,0,"*",0,"*",0,0,0,0,8
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","*",0,20,9,25,76,0,0,0,76
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","*",0,12,0,11,12,"*","*","*",9
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,0,"*",0,"*",52,"*","*",0,9
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","*",6,29,18,49,140,"*","*","*",208
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","*",9,28,9,161,13,"*",0,"*",24
"New Britain School District","=""0890011""","Holmes School","=""0890611""","*",0,10,"*","*",24,"*",0,0,7
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,"*",0,0,"*",0,0,0,"*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",0,0,"*",0,"*",0,0,0,0,0
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",0,"*",14,"*",30,33,"*",0,0,37
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","*",0,64,13,71,103,7,14,45,3714
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",0,0,14,0,"*",6,"*",0,0,"*"
"New Britain School District","=""0890011""","Northend School","=""0890911""",0,"*","*","*",34,0,"*",0,0,24
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",0,"*",25,14,79,32,"*",0,6,106
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","*","*",17,"*",56,41,15,"*","*",510
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",0,"*",21,0,40,48,"*","*","*",99
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",0,7,22,"*",214,18,"*","*","*",68
"New Britain School District","=""0890011""","Smith School","=""0891311""","*","*",22,"*",55,32,6,"*",0,22
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,0,27,10,50,21,"*","*",0,41
"New Canaan School District","=""0900011""","East School","=""0900411""",0,0,0,0,0,0,0,0,0,"*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,0,"*","*",0,"*",0,0,10,"*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,0,"*",0,"*","*",0,0,0,0
"New Canaan School District","=""0900011""","West School","=""0900311""",0,0,0,0,0,0,0,"*",0,"*"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",0,0,0,0,0,"*",0,0,0,"*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,"*","*",33,"*","*","*",0,"*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,0,"*","*",13,7,"*",0,12,146
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",0,0,0,0,"*",0,0,0,0,15
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,"*","*",0,"*",6,0,"*",0,"*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",0,0,0,0,0,"*",0,0,0,"*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",0,0,0,0,0,"*",0,0,0,"*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",0,"*","*",0,"*",16,0,"*",0,9
