"Incident Counts, 2012-13"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,0,"*",0,0,"*",0,"*",0,0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,"*","*","*",13,0,0,16,31
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",0,0,0,0,"*","*",0,"*",0,"*"
"Farmington School District","=""0520011""","Union School","=""0520111""",0,0,"*","*","*","*",0,0,0,"*"
"Farmington School District","=""0520011""","West District School","=""0520311""",0,0,0,0,0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,"*",0,"*","*",0,0,0,0
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",0,0,"*",0,0,0,0,0,0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,"*",0,"*","*",0,0,0,"*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,"*",20,"*",0,10,"*",0,27,67
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,0,0,0,"*","*",0,0,0,"*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,"*","*",7,"*","*","*",0,9
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,0,"*",0,6,"*",0,0,0,"*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,7,0,"*",0,"*","*",6,14
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,"*",0,11,0,0,0,0,10
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",0,0,0,0,8,"*",0,0,0,"*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,"*","*","*","*","*","*",0,11
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,0,"*",0,"*",0,0,0,"*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,0,0,0,"*",0,0,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,0,14,"*",14,28,"*",11,76,84
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,0,0,0,"*",0,"*","*",0,0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,0,0,0,"*","*",0,0,0,"*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,0,0,0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","*",0,11,"*","*",11,"*","*","*",12
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",0,0,"*",0,0,"*",0,0,0,"*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","*",6,11,"*",18,"*",0,0,9,285
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,11,"*",20,8,0,"*","*",28
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,"*",11,"*",11,"*",0,"*","*",76
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",0,0,9,0,27,13,"*","*",0,37
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,0,9,0,27,13,"*","*",0,37
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,0,0,0,"*",0,0,"*",0,0
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",0,0,0,"*",13,"*",0,"*","*",7
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,0,0,0,0,0,0,0,8
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,0,"*",0,"*","*",0,"*",0,8
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","*",7,27,"*",28,17,"*","*",19,273
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",0,0,"*",0,"*",0,0,"*",0,"*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,0,16,"*",48,9,0,"*","*",63
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,"*","*",0,"*",0,0,0,0,"*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,"*","*",0,"*","*",0,"*",0,"*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,"*","*",0,13,"*",0,"*","*",19
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,"*","*","*",10,7,0,"*",7,89
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",0,0,0,0,"*",0,0,0,0,0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,0,"*","*","*",0,0,0,0,"*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,0,9,0,9,8,"*",0,0,9
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,0,6,0,"*","*",0,0,0,"*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*","*",40,17,97,51,"*",6,10,824
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",7,"*",21,7,100,11,"*",6,"*",270
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",0,0,"*",0,"*","*","*",0,0,0
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,"*","*","*",8,11,0,"*",0,8
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,0,"*",0,0,"*",0,0,0,7
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,"*","*",0,"*",23,0,"*",0,11
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,0,0,0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",0,"*",19,"*",16,124,6,"*",0,206
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","*","*",21,0,47,100,"*",0,"*",80
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",0,0,0,0,"*","*","*",0,0,0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","*",0,"*",0,0,"*",0,0,0,"*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*",0,"*","*","*",16,"*","*","*",71
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","*",0,10,6,18,8,"*","*","*",90
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","*",7,56,7,71,291,10,"*",0,466
"Hartford School District","=""0640011""","Burr School","=""0642311""",0,"*",9,"*",30,55,0,0,0,74
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*","*",6,10,16,35,"*",0,"*",29
"Hartford School District","=""0640011""","Clark School","=""0642411""",6,"*","*","*",12,39,"*","*","*",25
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","*","*",8,10,43,9,10,"*","*",320
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","*",0,11,"*",7,50,0,"*",7,404
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",0,"*",6,0,"*",17,"*","*","*",19
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,"*","*","*","*",9,0,"*",0,49
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,0,0,0,"*","*",0,"*",0,0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","*",10,17,6,12,23,"*","*",0,50
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",0,0,0,"*",35,39,"*","*",0,12
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",0,0,"*",0,"*",15,"*","*",0,14
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,"*","*","*",26,25,"*",0,0,119
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","*","*",9,"*",25,7,"*","*",11,100
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",0,0,8,9,10,24,"*",0,0,442
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","*","*",17,"*",66,32,"*","*",6,479
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",0,0,"*","*",12,22,0,"*",0,75
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","*","*",28,9,36,49,"*","*","*",99
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,"*",32,"*",12,50,6,"*","*",10
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",0,0,11,"*",27,32,"*","*",11,47
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","*","*",37,6,30,37,13,"*","*",597
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",0,"*",26,"*",28,46,"*",10,0,181
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",0,9,31,7,21,147,"*",7,8,89
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",10,12,89,13,76,186,26,13,"*",39
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","*",6,28,0,6,57,7,"*","*",139
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",0,9,170,6,48,207,"*",6,0,301
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",0,0,8,"*",7,36,"*","*",0,9
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",0,13,11,"*",0,42,0,9,"*",24
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",0,"*",9,"*",13,88,"*",0,0,43
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,14,"*",11,21,"*",0,9,61
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","*","*",28,8,16,52,"*","*",0,82
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""","*",0,"*",0,0,8,0,0,0,"*"
"Hartford School District","=""0640011""","SAND School","=""0640111""",12,"*",19,0,69,122,13,"*",0,52
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",0,"*",28,"*",18,33,6,"*",0,79
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",0,"*","*","*",7,16,"*","*","*","*"
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","*","*",17,7,22,34,"*",6,"*",77
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,"*",14,"*",7,53,"*","*",0,21
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","*","*",12,0,"*",18,"*",0,"*",31
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","*",0,37,9,66,33,9,"*","*",614
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",0,"*",9,"*","*",8,0,"*",9,50
"Hartford School District","=""0640011""","West Middle School","=""0642111""","*","*",47,"*",53,239,11,13,"*",51
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,0,"*",0,0,"*",0,0,0,0
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",0,0,0,0,"*",0,0,"*",0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,"*",0,"*",0,0,0,0,0
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",0,"*","*",0,0,"*",0,0,0,"*"
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,0,"*",0,"*",9,0,0,0,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",12,"*","*",15,"*",0,0,22
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",0,0,8,"*","*",20,0,0,0,49
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,0,"*",0,0,"*",0,"*",0,"*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","*",6,25,9,34,"*",7,"*",43,413
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,6,26,10,112,"*",7,"*","*",152
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,0,"*",0,"*","*","*",0,0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,"*",6,"*",10,33,0,0,7,190
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,"*",0,0,8,"*",0,"*",0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,0,"*","*",0,0,0,"*",0,"*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,0,"*",0,0,31,0,0,0,8
"Learn","=""2450014""","The Friendship School","=""2450214""",0,0,0,0,0,6,0,0,0,"*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",0,0,0,"*",0,0,0,0,0,0
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",0,0,"*",0,"*","*",0,0,0,"*"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,"*","*","*",8,0,0,0,8
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,"*",0,0,0,"*","*","*","*",24
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",0,0,"*","*","*",9,"*",0,0,"*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,"*","*",0,"*",0,0,0,"*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,0,"*",0,21,"*",0,0,0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*",13,"*","*",7,0,0,14,39
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,"*",7,"*","*",7,0,0,0,7
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,0,0,0,0,0,0,0,0,14
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,"*","*","*",0,"*",0,"*",0,"*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,"*",13,0,"*","*","*",0,7,45
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,"*",0,"*","*",0,0,0,0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,0,"*",0,"*","*","*","*",50,80
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,0,0,12,0,0,0,0,"*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",0,0,"*",0,"*",0,0,0,0,0
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,0,0,0,0,0,0,"*",0,0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,0,0,"*","*",0,"*",0,0,18
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,0,"*",0,6,0,0,0,0,0
"Manchester School District","=""0770011""","Buckley School","=""0770311""",0,0,0,0,"*",0,0,"*",0,20
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",0,0,7,0,9,"*","*","*","*",11
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",0,0,"*",0,"*",0,0,0,0,"*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",0,"*",58,12,117,6,7,"*","*",263
"Manchester School District","=""0770011""","Keeney School","=""0770611""",6,0,"*",0,"*","*",0,"*",0,"*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","*","*",30,"*",69,19,6,9,33,460
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,"*",44,"*",72,0,0,"*","*",71
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,0,"*",0,"*","*",0,0,0,0
"Manchester School District","=""0770011""","Robertson School","=""0771011""","*","*",10,0,"*",0,"*","*",0,11
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","*","*","*",0,24,10,0,"*",0,29
"Manchester School District","=""0770011""","Waddell School","=""0771311""",7,0,0,"*",8,"*","*",0,0,22
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,0,"*",0,"*",10,"*","*",0,86
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",0,0,0,0,0,"*",0,0,0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,0,"*","*",0,"*",0,"*","*",14
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",0,0,"*",0,"*",0,0,0,0,0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,0,"*",0,0,"*",0,0,0,6
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",0,"*","*","*",9,0,"*","*",0,16
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,0,0,"*",11,0,0,"*","*",19
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","*","*",42,10,67,"*","*","*",29,782
"Meriden School District","=""0800011""","Hanover School","=""0800311""",0,0,"*",0,"*","*",0,0,0,"*"
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,0,"*","*",10,"*",6,0,0,43
"Meriden School District","=""0800011""","John Barry School","=""0800511""",0,0,"*",0,12,0,0,0,"*",14
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","*",9,20,6,66,7,7,"*","*",301
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",0,0,"*","*","*",0,0,"*",0,15
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,"*",75,7,111,6,8,10,21,747
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",0,0,7,"*",17,"*","*",0,0,11
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,0,0,"*",0,"*",0,0,0,16
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","*",9,48,7,53,0,11,"*","*",654
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,0,6,6,"*",20,0,"*",0,19
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",0,0,11,6,24,30,0,"*",0,75
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,0,0,0,"*",13,"*",0,0,9
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",0,0,"*",0,"*",0,"*",0,"*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,0,"*",0,0,9,0,0,0,67
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",0,"*",31,6,82,18,"*",9,15,229
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,0,0,0,9,"*",0,0,0,15
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,0,0,0,0,"*",0,0,0,0
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,0,"*",0,0,"*",0,"*",0,9
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,0,0,0,"*",0,0,0,0,0
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","*",0,40,8,14,82,6,"*",0,107
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,"*",0,0,0,0,0,0,"*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,"*","*",0,6,"*",0,0,0,18
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,0,"*",0,10,"*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*","*",29,8,15,20,"*","*",16,479
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*",7,14,0,6,"*","*","*",16,141
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,0,0,0,0,0,0,0,0,"*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""",0,0,"*",0,0,0,0,0,0,0
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",0,0,"*",0,"*","*",0,0,0,"*"
"Milford School District","=""0840011""","The Academy","=""0840311""",0,0,"*",0,0,0,0,0,0,9
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,0,"*","*",7,12,0,0,"*",19
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",0,"*","*","*","*",6,0,"*",0,12
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,0,"*","*","*",6,"*",0,17,16
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",0,0,"*",0,0,0,0,0,0,6
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,0,0,0,0,"*",0,"*",0,"*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*","*",23,"*",7,28,0,"*","*",64
"Montville School District","=""0860011""","Mohegan School","=""0860111""",0,0,0,0,"*",0,0,"*",0,"*"
"Montville School District","=""0860011""","Montville High School","=""0866111""",0,0,13,"*",14,8,"*",0,6,116
"Montville School District","=""0860011""","Oakdale School","=""0860511""",0,0,0,0,0,"*",0,0,0,"*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,"*",0,"*","*",0,0,"*",32
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,0,"*",0,0,0,0,0,0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",0,"*","*","*",24,32,0,"*","*",98
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,0,"*",0,11,"*",0,"*",0,7
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","*","*",11,7,16,24,"*","*",0,26
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,0,0,"*",12,0,0,0,0,"*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",0,"*",13,0,"*",26,0,"*",0,8
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",0,"*",17,9,29,22,7,"*",17,291
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,0,0,"*","*",0,0,0,0,"*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""",0,0,"*",0,"*","*",0,0,0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",0,0,14,"*",30,64,"*",0,0,40
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,0,"*","*",7,"*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,"*","*","*",0,51,"*",11,0,21
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","*","*",12,16,36,69,0,"*","*",42
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",0,"*",8,0,"*",19,0,"*",0,"*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""",0,"*","*",6,12,9,"*",0,0,6
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,"*",0,0,0,0,0,0,"*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",0,0,"*","*",8,0,0,"*",0,0
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","*","*",12,"*",36,47,"*","*",0,31
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",7,"*",72,7,89,128,7,8,25,5431
"New Britain School District","=""0890011""","Northend School","=""0890911""","*",0,10,"*",15,6,"*",0,0,23
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","*",12,50,17,225,15,6,"*","*",160
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","*",6,30,"*",31,105,7,"*","*",84
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","*",7,45,7,82,43,6,"*","*",67
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",0,11,25,25,311,18,"*","*","*",170
"New Britain School District","=""0890011""","Smith School","=""0891311""",7,11,21,22,58,51,11,8,0,41
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,0,15,11,127,49,"*","*",0,51
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",0,0,"*",0,"*","*",0,"*",0,0
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,"*","*",23,"*","*",0,0,"*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,"*",16,"*","*",7,"*",0,36,186
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",0,"*",7,0,"*",6,0,0,0,13
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,0,0,"*","*",0,0,0,0,"*"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",0,0,0,0,0,0,0,0,0,"*"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",0,0,0,0,0,0,0,0,0,"*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*","*","*",0,6,21,0,"*",0,"*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",0,0,"*","*",6,26,0,0,"*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""",0,8,6,"*",24,31,0,0,0,12
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",0,0,0,"*","*","*",0,0,0,"*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,0,0,0,0,0,"*",0,"*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","*","*",7,"*",20,69,"*","*",0,"*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*","*","*",12,25,0,"*",0,6
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","*",0,"*","*",7,34,"*",0,0,38
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","*",0,"*",0,6,21,"*",0,0,27
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","*","*","*","*",14,13,0,"*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,"*","*","*","*",22,"*","*",0,17
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,0,"*",0,"*",6,0,"*",0,"*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",0,0,0,0,0,"*",0,0,0,"*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","*","*",19,"*",15,44,"*","*",0,51
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",0,"*",0,"*","*",42,"*","*",0,8
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",0,"*",14,"*",11,34,"*","*",0,"*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",0,0,"*",0,9,14,0,"*",0,12
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","*",0,"*","*","*",9,0,0,10,9
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","*","*",0,"*",6,0,0,0,0,13
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",0,"*",7,8,11,49,"*","*","*",54
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",0,"*",10,"*",12,27,"*","*",0,61
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",0,"*",11,"*",34,21,"*","*",0,110
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",0,"*","*",0,15,17,0,"*",0,"*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",0,0,0,0,0,"*",0,"*",0,0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",0,0,"*",0,8,10,0,0,"*",0
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","*",11,15,"*",17,45,"*","*",0,49
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",0,0,0,0,"*",12,"*",0,0,17
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",0,"*","*",0,18,13,"*","*",0,33
