"Incident Counts, 2011-12"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Explorations District","=""2720013""","Explorations","=""2726113""",0,0,0,0,0,0,"*",0,6,34
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","*","*",9,18,"*",14,"*","*",7,64
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,"*","*",7,"*","*",0,0,18,41
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,10,"*",0,"*",0,"*","*",21
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,0,"*",0,0,0,0,0,0,0
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,0,0,0,"*",0,0,0,0,"*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","*",11,31,9,26,21,8,0,"*",42
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,"*","*","*","*",20,0,"*","*",6
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,0,0,"*",0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,"*",0,"*",15,0,"*",16,6
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","*",0,"*",0,"*",6,"*",0,0,7
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,0,0,0,0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","Union School","=""0520111""",0,0,13,0,0,6,0,0,0,"*"
"Farmington School District","=""0520011""","West District School","=""0520311""",0,0,0,0,0,"*",0,0,0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,"*",0,"*",0,0,0,0,"*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",0,0,0,0,0,"*",0,"*",0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,0,"*",0,"*","*",0,0,0,9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,0,10,"*","*",11,"*","*",40,84
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,0,"*",0,"*",0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,"*",7,"*",0,"*","*",0,0,19
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,0,0,0,"*",0,0,"*",0,"*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,0,6,"*","*","*",0,"*",9,34
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,6,0,"*","*",0,0,0,"*"
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",0,0,"*",0,"*","*",0,0,0,"*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,"*",0,"*",0,0,0,0,0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,"*","*","*",0,0,0,0,8
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,0,"*",0,0,"*",0,0,0,"*"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,"*",0,"*",0,0,0,0,14
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,0,0,0,"*",0,0,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","*","*","*",16,21,40,"*","*",144,118
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,0,0,0,0,"*",0,0,0,0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,0,"*",0,0,0,0,0,0,0
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,0,"*",0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,"*","*",0,"*","*",0,0,7,11
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",0,0,0,0,0,0,0,0,0,"*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","*",0,10,"*",16,11,"*","*",22,365
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","*","*",20,"*",33,"*","*",0,"*",98
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,9,"*","*","*","*",0,0,40
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",0,0,10,"*",61,10,"*","*",0,55
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,0,10,"*",61,10,"*","*",0,55
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,0,"*",0,"*",0,0,0,0,0
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",0,"*","*",8,27,28,"*","*",0,46
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",0,0,"*","*",7,"*",0,"*",0,"*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,"*",0,0,0,0,"*",0,"*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,0,0,0,"*","*",0,0,0,"*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,"*",49,15,37,25,10,"*",22,337
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",0,0,"*",0,7,"*",0,0,0,0
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","*",0,9,"*",13,17,0,0,0,47
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,0,"*",0,"*",0,0,"*",0,"*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,0,"*",0,0,"*","*",0,0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,"*","*",0,6,6,"*","*","*",20
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,"*","*",11,"*",8,"*","*",7,185
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,0,"*",0,0,0,0,0,0,"*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""","*","*",11,"*",9,27,"*",0,0,"*"
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,0,"*","*","*",0,0,"*",0,26
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,"*",40,14,77,37,"*","*",28,731
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","*","*",29,8,63,28,"*",10,0,275
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",0,0,0,0,"*",0,"*",0,0,"*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,0,6,"*",8,18,0,"*",0,8
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","*",0,"*","*","*","*",0,0,0,9
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,0,6,0,0,11,0,"*",0,6
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,0,"*",0,0,0,0,0,0,"*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,0,"*","*",0,"*",0,"*",0,"*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","*",6,7,8,8,162,11,0,0,117
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",10,"*",13,"*",24,120,0,31,"*",72
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",0,0,"*",0,0,"*",0,0,0,"*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",0,"*",0,0,0,"*",0,"*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*",0,"*","*","*",19,8,"*","*",185
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",0,"*","*","*",7,12,"*",0,6,111
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",0,"*",13,0,25,149,20,"*",0,106
"Hartford School District","=""0640011""","Burr School","=""0642311""","*","*",14,"*",7,65,"*",9,"*",67
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*","*","*",6,10,6,"*","*",0,18
"Hartford School District","=""0640011""","Clark School","=""0642411""","*",0,"*",0,"*",54,"*","*","*",14
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","*",0,19,"*",28,11,"*","*","*",305
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","*",0,23,"*",7,63,"*","*",6,243
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",0,0,"*",0,"*",7,"*",0,0,6
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",0,7,9,"*",6,63,19,0,6,233
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,0,0,0,0,"*","*","*",0,0
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",0,"*","*",0,"*",13,"*","*",0,"*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",0,"*",6,"*",7,32,"*","*",0,18
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",0,0,"*",0,0,25,0,0,0,13
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",0,0,"*",0,"*",29,"*","*",0,13
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","*","*",7,"*",17,24,0,"*",0,428
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",0,"*",6,7,"*",8,0,0,"*",153
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""","*","*","*","*",0,13,"*","*",6,21
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","*",0,8,"*",14,25,0,"*",9,81
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,"*",20,"*",86,54,14,"*",0,116
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*",0,9,0,"*",39,6,"*",0,17
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","*",0,6,7,12,39,"*","*",6,50
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""","*",0,0,0,0,"*",0,0,0,"*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,87,15,26,196,37,"*",11,690
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","*",10,21,9,15,118,"*",17,"*",261
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",6,"*",9,"*",13,120,"*","*",0,79
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","*","*",45,"*",12,192,22,"*",0,226
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","*","*",31,"*","*",173,10,12,"*",228
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",0,0,"*","*","*",94,7,"*","*",62
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",0,0,"*",0,"*",0,0,0,0,"*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",0,0,8,"*","*",22,0,"*",0,15
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,"*",0,0,"*","*",0,0,"*",17
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",0,"*","*","*",6,20,0,"*",0,11
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,0,"*","*",12,"*","*","*","*",114
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",0,"*",15,"*","*",33,"*","*","*",34
"Hartford School District","=""0640011""","SAND School","=""0640111""","*","*",48,"*",37,99,"*","*",0,150
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","*","*",14,"*",26,59,"*","*",0,85
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",10,"*",16,"*",15,30,0,"*",0,76
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",0,"*","*","*","*",11,"*",0,0,26
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,"*",18,"*",6,229,8,6,"*",75
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","*","*",13,"*","*",51,7,"*",0,50
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","*","*",12,"*",50,35,12,"*","*",487
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","*","*",11,"*","*",21,"*",6,8,93
"Hartford School District","=""0640011""","West Middle School","=""0642111""",0,9,68,10,16,193,7,21,"*",89
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,0,"*",0,0,0,0,0,0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,12,0,"*","*",0,0,0,0
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",0,0,0,0,"*","*",0,0,0,10
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,0,7,0,"*",10,0,"*",0,10
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",51,"*",11,31,"*","*","*",70
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",0,0,0,0,"*",0,0,0,0,25
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,0,"*","*",0,"*",0,"*",0,"*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",0,"*",28,"*",16,6,0,"*",19,224
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,8,37,7,113,"*","*","*",7,141
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,0,0,0,"*",0,0,0,0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",0,"*","*","*","*",11,"*","*","*",59
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,0,0,"*","*",0,0,0,"*"
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,0,0,0,0,"*",0,0,0,0
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","*",0,7,0,0,"*",0,0,"*",8
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,"*","*",0,"*",34,0,0,0,9
"Learn","=""2450014""","The Friendship School","=""2450214""",0,0,0,0,0,"*",0,0,0,0
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","*",0,"*",0,0,8,0,"*",0,0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,"*","*","*","*",14,"*",0,0,8
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,"*","*","*","*",0,0,8,27
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",0,0,"*",0,"*","*",0,0,0,"*"
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,"*","*","*","*","*",0,0,0,8
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,0,0,0,0,0,0,0,0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",0,"*",24,"*",8,"*","*",0,13,56
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","*","*",11,6,"*",10,"*",0,12,15
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",0,"*",0,"*","*","*",0,"*","*",10
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,0,0,"*",0,7,"*",0,0,"*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",0,"*",9,0,"*",7,"*",0,"*",79
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,"*",0,0,"*",0,0,0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","*",0,15,"*",6,"*",0,0,14,97
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,"*",0,"*",0,"*","*",0,"*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",0,0,"*",0,0,0,0,0,0,0
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,"*","*","*",11,"*","*",0,0,"*"
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,0,"*",0,"*",0,0,"*",0,"*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""",0,0,"*",0,0,0,"*","*",0,20
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",0,0,"*","*",38,"*","*","*",0,97
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","*",0,37,"*",74,11,"*","*","*",289
"Manchester School District","=""0770011""","Keeney School","=""0770611""",0,0,"*","*","*",0,0,0,0,6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","*","*",61,10,55,12,"*","*",26,538
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",44,"*",35,"*","*","*",9,127
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,"*","*",0,"*","*",0,0,0,"*"
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",0,0,11,"*",12,6,"*",0,0,9
"Manchester School District","=""0770011""","Robertson School","=""0771011""","*","*","*",0,7,0,0,"*",0,25
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",0,0,"*","*",28,17,0,0,0,59
"Manchester School District","=""0770011""","Waddell School","=""0771311""",6,"*","*","*","*",0,"*",0,0,15
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,0,0,0,"*",0,0,0,0,32
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",0,0,0,0,0,"*","*",0,0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,0,6,"*",0,"*",0,0,"*",17
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,0,0,0,0,0,0,0,0,9
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",0,"*",0,"*",10,0,"*",0,"*",10
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,0,"*","*",6,0,"*","*","*",7
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","*","*",53,9,63,"*",10,"*",21,1059
"Meriden School District","=""0800011""","Hanover School","=""0800311""",0,0,"*",0,8,0,0,0,0,21
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","*",0,20,8,27,0,"*","*",0,188
"Meriden School District","=""0800011""","John Barry School","=""0800511""",0,0,"*",0,41,"*",0,"*",0,19
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","*",8,32,"*",41,"*","*","*",0,316
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",0,0,0,0,10,0,0,0,0,"*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,"*",54,10,100,"*","*",19,13,835
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",0,0,9,0,7,"*","*","*",0,"*"
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,0,"*",0,8,0,0,0,0,11
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",0,11,52,9,81,"*",10,8,"*",842
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",0,0,"*",0,0,"*","*",0,0,"*"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","*",0,9,0,8,15,"*","*",0,45
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","*","*",6,6,6,35,"*","*",0,31
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,0,"*",0,0,"*",0,0,0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,0,"*","*",0,"*",0,0,0,20
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","*",0,15,"*",59,38,"*","*",14,268
"Middletown School District","=""0830011""","Moody School","=""0831211""","*",0,0,0,"*","*",0,0,0,7
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,0,"*",0,0,"*",0,0,0,"*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""","*",0,"*",0,0,"*",0,0,0,0
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,0,0,0,0,"*",0,0,0,0
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","*","*",31,9,12,37,"*","*",0,114
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,0,0,"*",0,0,0,0,0
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,"*","*","*",7,"*",0,0,0,10
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,"*","*",0,"*",13,0,"*","*",19
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*",0,20,0,7,30,7,0,12,396
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*","*",9,0,"*",12,"*",0,6,162
"Milford School District","=""0840011""","Meadowside School","=""0840711""",0,"*","*","*","*","*",0,"*",0,"*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",0,0,0,0,0,"*",0,"*",0,0
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,"*",7,0,"*",0,0,"*",0,16
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",0,0,0,0,0,0,"*",0,0,"*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",0,"*","*","*",7,"*",0,0,"*",7
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,0,"*","*","*","*","*","*","*",20
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",0,0,0,0,0,0,0,0,0,"*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",0,0,"*",0,0,"*",0,0,0,"*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,0,"*","*","*","*",0,"*",0,"*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*",0,30,"*",15,58,"*","*",10,86
"Montville School District","=""0860011""","Mohegan School","=""0860111""",0,0,0,0,"*","*",0,0,0,"*"
"Montville School District","=""0860011""","Montville High School","=""0866111""",0,"*",28,0,23,15,6,"*",18,571
"Montville School District","=""0860011""","Oakdale School","=""0860511""",0,0,0,0,"*","*",0,0,0,"*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,0,0,"*",0,0,0,"*",102
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",0,0,0,0,"*","*","*","*",0,6
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*","*",15,"*",46,38,"*","*","*",442
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,0,11,0,7,10,0,0,0,9
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","*",0,10,10,25,29,"*","*","*",24
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,0,0,0,"*",0,0,"*",0,"*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","*","*","*",0,"*",11,0,"*",0,8
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","*","*",35,6,23,16,6,"*",38,428
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",0,0,"*",0,0,0,0,0,0,"*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","*",0,"*",0,"*","*",0,0,0,"*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""",0,0,0,0,"*",0,0,0,0,0
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",0,0,9,6,19,28,"*",0,0,33
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,0,"*",0,6,7,0,"*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",0,0,6,"*","*","*",0,"*",0,12
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","*","*",29,6,62,38,0,0,0,57
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",0,"*",6,0,"*",49,0,0,0,"*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""",0,0,"*","*",6,17,0,0,0,"*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,"*",0,"*",7,0,0,0,"*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",0,0,7,"*",9,"*",0,"*",0,0
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","*",0,"*","*",34,"*",0,0,0,7
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",0,"*",64,13,86,128,6,10,23,3133
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",0,0,0,0,"*","*",0,0,0,"*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","*","*",6,9,20,50,6,"*",0,13
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",6,19,42,15,184,33,"*","*","*",177
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","*",12,49,7,68,169,17,7,"*",82
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","*","*",22,9,68,48,"*","*","*",42
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","*",12,24,12,333,22,8,"*","*",189
"New Britain School District","=""0890011""","Smith School","=""0891311""","*","*",30,15,107,39,17,"*",0,18
"New Britain School District","=""0890011""","Vance School","=""0891511""","*",8,15,"*",99,59,"*","*",0,22
"New Canaan School District","=""0900011""","East School","=""0900411""",0,0,0,0,0,0,0,0,0,"*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,0,11,6,"*","*",0,0,6,"*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","*","*",7,0,0,"*",0,0,"*","*"
"New Canaan School District","=""0900011""","South School","=""0900211""","*",0,"*",0,0,0,0,0,0,0
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","*",0,"*",0,"*",0,0,"*",0,"*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,"*","*",8,"*",0,0,0,"*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,"*",13,"*",13,13,9,"*",40,180
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","*","*","*","*","*",11,0,0,0,7
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,0,0,0,0,"*",0,"*",0,0
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*","*",13,"*","*",42,0,"*",0,16
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",0,"*",26,0,47,53,"*","*",0,43
"New Haven School District","=""0930011""","Beecher School","=""0930311""",0,6,20,"*","*",56,0,"*","*",17
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",0,"*",6,0,21,14,"*","*",0,31
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",0,0,0,"*","*",7,0,0,0,31
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",0,"*","*","*",22,44,0,"*","*",16
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",0,"*",8,"*",14,27,0,"*",0,10
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",0,0,0,0,0,"*",0,0,0,"*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",0,"*",7,"*",19,78,"*","*",0,154
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","*",0,"*",0,"*",6,0,"*",0,7
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",0,0,23,"*",13,32,0,"*",0,15
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,"*","*","*",13,17,"*","*","*",35
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",0,0,"*",0,"*",13,"*",0,0,7
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",0,"*",15,"*",16,35,0,0,0,30
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*",0,"*",0,9,43,0,"*",0,9
