"Incident Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""",0,0,0,0,"*","*",0,0,0,"*"
"Ellington School District","=""0480011""","Center School","=""0480111""",0,0,"*",0,9,"*",0,0,0,6
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,0,0,0,0,"*",0,0,0,0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,"*",14,"*",16,11,"*","*",10,88
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,"*",9,0,10,"*","*",0,0,12
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,7,"*","*",0,"*",0,0,15
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,0,"*","*",6,7,"*",0,0,13
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",0,"*",6,"*",59,40,"*",0,9,247
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,"*","*",0,"*",0,0,0,0,10
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,"*","*",8,"*",0,0,0,9
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,"*","*","*",27,7,0,"*",32,215
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,0,0,0,"*",0,0,0,0,"*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,"*",14,"*",16,16,"*","*",14,274
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",0,"*",8,"*",23,39,0,"*",6,200
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,0,0,0,"*","*",0,0,0,0
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",0,0,0,0,0,"*",0,0,0,0
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,"*",0,0,8,0,0,0,"*"
"Explorations District","=""2720013""","Explorations","=""2726113""",0,0,0,0,"*",0,"*",0,10,14
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,"*","*","*",6,"*",0,0,31,52
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,"*","*",8,21,"*",9,0,30,38
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,10,"*",0,"*",0,"*",0,7
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,"*",7,"*","*",0,"*",0,0,11
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,0,"*","*",27,"*",0,"*",0,33
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",0,0,"*","*","*","*","*",0,9,15
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,0,"*",0,0,8,0,0,0,0
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",0,0,"*",0,0,"*",0,"*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","*","*","*","*",8,8,0,"*","*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","*",0,"*",0,"*","*",0,0,0,9
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,0,"*",0,0,"*",0,0,0,"*"
"Farmington School District","=""0520011""","Union School","=""0520111""",0,0,"*","*",0,"*",0,0,0,0
"Farmington School District","=""0520011""","West District School","=""0520311""",0,0,"*",0,0,0,0,0,0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,"*","*",0,0,0,"*",0,"*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",0,"*","*",0,"*","*",0,0,0,"*"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,0,"*",0,0,0,0,0,0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,"*","*","*","*","*",0,0,0,8
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,"*","*","*","*",9,"*",0,17,45
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,0,0,0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,0,"*",0,0,0,0,0,0,0
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,"*","*","*","*",0,0,0,6
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,0,"*",0,"*","*",0,0,0,"*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,"*","*",0,"*",7,0,"*","*",35
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,"*","*","*",19,"*","*","*",0,11
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",0,"*",0,0,0,"*",0,"*",0,0
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,"*",0,"*","*",0,0,0,0
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",0,0,18,0,81,0,"*",0,0,148
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""",0,0,"*","*","*",0,"*","*","*",6
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,"*","*",0,"*",0,0,0,0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,"*",0,0,0,"*",0,"*",0,0
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,0,0,0,0,"*",0,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",0,0,0,0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,"*",11,"*",13,16,"*","*",56,37
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,0,0,0,"*","*",0,0,0,"*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,0,0,"*","*","*",0,"*",0,"*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,0,0,0,"*","*",0,0,0,"*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",0,0,"*",0,"*",0,0,0,0,0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",0,0,"*",0,"*",0,0,"*",0,7
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",0,0,"*",0,0,0,0,0,0,"*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",0,0,0,0,0,0,0,0,0,"*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,0,13,"*",13,"*","*","*","*",112
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,8,0,28,0,0,"*","*",20
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,11,"*",6,"*",0,"*",0,45
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",0,0,"*",0,7,"*","*",0,0,"*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,0,"*",0,"*","*","*",0,"*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",0,0,0,0,0,0,0,0,0,35
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",0,0,"*",0,"*",0,0,"*",0,"*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","*",0,6,0,"*","*",0,0,0,70
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,"*",0,0,0,0,0,0,"*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",0,0,"*",0,"*",0,0,0,0,0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,"*",23,"*",48,18,"*","*",6,435
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",0,0,0,0,"*","*",0,0,0,"*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""",0,0,0,0,0,"*",0,0,0,11
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","*","*",13,"*",40,11,0,0,0,73
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,"*",0,0,"*","*",0,0,0,"*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,0,0,0,0,"*",0,0,0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,10,"*",0,"*","*","*","*",0,9
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","*",0,17,"*","*","*","*","*",8,31
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","*",0,0,0,0,"*",0,0,0,0
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,0,"*","*","*",9,0,"*",0,12
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,"*",10,"*",16,23,"*","*",0,12
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,0,"*",0,"*",19,0,"*",0,"*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",0,"*","*","*",13,13,"*","*","*",36
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",0,"*",12,"*",66,18,0,"*","*",235
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","*",0,24,"*",113,20,7,"*",6,165
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",0,0,"*",0,7,20,0,0,0,"*"
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",0,0,"*",0,6,"*",0,0,0,6
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",0,0,"*",0,12,9,"*",0,0,11
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,0,"*",0,7,8,0,0,0,10
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,0,0,0,11,0,0,0,0,"*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",0,0,0,"*",0,0,0,0,0,"*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",6,"*",7,0,24,55,0,"*","*",56
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",0,0,0,0,0,"*",0,0,0,0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",0,"*",10,7,13,54,0,"*","*",95
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",0,0,0,0,"*","*",0,"*",0,"*"
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",0,0,0,0,0,"*",0,0,0,0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","*",0,"*",0,"*",8,"*","*","*",94
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",0,0,0,"*",22,6,"*",0,9,114
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","*",8,12,9,54,141,"*",9,"*",378
"Hartford School District","=""0640011""","Burr School","=""0642311""",0,8,12,"*",20,119,7,"*",0,236
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",0,"*",8,"*","*",26,0,0,0,21
"Hartford School District","=""0640011""","Clark School","=""0642411""",0,"*",11,0,23,34,"*","*",0,90
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",0,11,24,11,91,68,6,"*",8,408
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",11,"*",36,16,36,51,"*","*","*",117
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",0,"*","*",0,8,25,0,0,0,15
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,0,0,0,0,6,0,"*",0,"*"
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""",0,0,0,0,0,"*",0,0,0,0
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,0,0,0,"*","*",0,"*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""",0,"*","*","*",6,"*",0,0,0,"*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""",0,0,"*",0,"*",39,"*",0,0,11
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""",0,0,0,0,0,"*",0,0,0,"*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",0,0,"*","*","*",10,"*","*","*","*"
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",0,0,7,0,0,"*",0,0,0,0
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","*","*",7,"*",18,84,"*","*","*",50
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",6,0,35,"*",60,122,"*",9,"*",205
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",0,0,7,"*",9,8,0,"*","*",44
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","*","*",16,"*",29,15,0,"*",0,100
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","*",0,"*",0,39,58,"*","*","*",258
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","*",0,"*","*",28,10,0,8,12,25
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,0,16,"*",33,46,"*","*",9,124
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","*","*",10,"*",13,31,"*","*",8,67
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,0,8,"*",9,17,"*","*","*",110
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",0,9,34,"*",23,58,"*",0,"*",143
"Hartford School District","=""0640011""","LC - Burns","=""0649611""",0,0,"*",0,"*",8,0,"*",0,19
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","*","*",9,0,25,54,"*","*",0,52
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",0,6,35,"*",27,104,"*","*",0,23
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","*","*","*","*",33,43,6,"*","*",86
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","*",0,11,0,49,65,"*","*",0,77
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","*","*","*",0,"*",10,0,0,0,"*"
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",0,0,"*","*",0,0,"*","*",0,"*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",0,"*",10,0,8,31,"*",6,0,13
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","*",8,19,"*",25,75,"*",11,0,47
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","*",0,8,"*",25,36,"*","*",7,145
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",0,"*",13,"*",11,21,0,0,0,64
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",0,0,0,"*","*",0,0,0,0,0
"Hartford School District","=""0640011""","SAND School","=""0640111""",0,"*",6,"*","*",61,0,"*",0,16
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","*","*",7,8,12,37,"*","*",0,43
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",0,"*",13,8,39,38,"*","*",0,70
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","*",0,"*",0,"*",6,0,"*",0,22
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",0,25,28,"*",9,117,"*",6,0,42
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","*",0,"*",0,13,85,"*",0,0,52
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",0,0,28,"*",57,30,6,0,"*",344
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","*",0,7,"*","*",18,"*",0,"*",61
"Hartford School District","=""0640011""","West Middle School","=""0642111""","*","*",7,0,8,83,"*","*",0,36
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,0,"*",0,"*",0,0,0,0,"*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",0,0,"*",0,"*",0,0,0,0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,"*","*",0,"*",0,"*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*","*",18,"*",82,64,"*","*","*",89
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,0,"*","*","*","*",0,"*",0,9
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*",6,"*","*",7,21,0,0,0,37
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""","*",0,6,"*",12,52,"*",0,0,64
"Kent School District","=""0680011""","Kent Center School","=""0680111""",0,0,0,0,0,0,0,0,0,"*"
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",0,0,0,0,"*",0,0,0,0,11
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","*",0,0,0,"*",11,"*",0,0,8
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","*",13,16,"*",10,0,0,"*",10,187
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",0,6,10,"*",41,"*","*","*","*",84
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","*",0,"*",0,0,"*","*","*",0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","*","*",13,"*",19,30,0,"*",14,72
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,"*",0,7,27,"*",0,0,13
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,"*","*","*","*",0,"*",0,7,15
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","*",0,"*",0,"*",18,0,0,0,"*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",0,0,"*","*",0,"*",0,0,0,0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,"*",0,0,0,"*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,"*",0,0,"*",0,"*","*",8,29
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",0,"*","*","*","*",14,"*",0,0,16
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,0,"*",0,"*","*",0,0,0,0
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","*",0,0,"*",9,"*",0,0,0,7
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*",9,8,9,9,0,"*",6,47
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",0,"*",11,0,"*","*",0,"*","*",10
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,0,"*",0,"*","*",0,0,0,"*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*","*",6,0,"*",0,"*",0,8,23
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,"*",8,0,"*","*",0,"*",0,"*"
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""",0,"*","*","*",6,"*",0,0,0,7
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,0,"*",0,0,"*","*",0,13,23
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","*",0,"*",0,7,0,0,0,0,7
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",0,0,"*",0,0,0,0,0,0,"*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,0,"*",0,"*",0,"*",0,0,10
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",0,0,18,0,18,"*",0,0,"*",49
"Manchester School District","=""0770011""","Buckley School","=""0770311""",0,0,18,"*",61,7,9,"*",0,0
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",0,"*",41,6,119,65,9,0,0,34
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",0,"*",30,"*",6,7,"*","*",0,"*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",0,"*",32,11,59,27,11,"*","*",64
"Manchester School District","=""0770011""","Keeney School","=""0770611""",0,0,0,0,"*","*",0,0,0,"*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","*","*",47,13,58,8,"*","*",20,418
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",0,"*",51,"*",19,9,"*",0,"*",86
"Manchester School District","=""0770011""","Martin School","=""0771611""",0,0,"*",0,"*",16,0,"*",0,"*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""",0,0,0,0,0,0,0,"*",0,0
"Manchester School District","=""0770011""","Robertson School","=""0771011""","*",0,"*",0,"*","*","*",0,0,6
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",0,0,"*",0,"*","*",0,"*",0,"*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""",0,"*","*",0,42,8,0,"*",0,"*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","*","*",7,0,12,13,"*",0,0,63
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",0,0,"*",0,0,0,0,0,0,0
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,0,"*","*",0,0,0,"*",0,42
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,0,"*",0,"*",0,0,0,0,"*"
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",0,0,0,0,"*",0,0,"*",0,"*"
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","*",0,"*",0,0,0,0,0,0,6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",0,"*",15,"*",29,22,0,"*",12,239
"Meriden School District","=""0800011""","Hanover School","=""0800311""",0,0,0,"*","*","*",0,0,0,0
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,0,"*",0,0,0,0,0,0,0
"Meriden School District","=""0800011""","John Barry School","=""0800511""",0,"*","*",0,0,"*",0,"*",0,"*"
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",0,"*","*",7,49,"*","*","*","*",126
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",0,0,0,0,0,"*",0,0,0,16
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,"*",23,"*",29,9,"*","*",27,264
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",0,0,"*",0,"*",6,0,0,0,17
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",0,0,0,0,0,0,0,0,0,"*"
"Meriden School District","=""0800011""","STEPS-Meriden School District","=""0801211""",0,"*","*",0,"*","*",0,"*",0,9
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",0,0,0,0,0,"*",0,0,0,0
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",0,0,8,"*",6,"*",7,"*","*",27
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","*","*",14,7,35,7,"*","*","*",161
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",0,"*","*","*",21,"*","*",0,"*",14
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",0,0,0,0,0,0,0,0,0,"*"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,0,"*","*",9,13,0,0,0,18
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","*",0,11,0,19,15,"*","*","*",68
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",0,"*",0,"*","*","*","*","*","*",16
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",0,0,0,0,0,"*",0,0,"*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""",0,0,0,0,"*","*",0,0,0,11
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,0,0,0,0,"*",0,"*",0,9
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","*","*",18,"*",46,28,"*","*",7,214
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,0,"*",0,"*",0,0,0,0,8
"Middletown School District","=""0830011""","OASIS","=""0830311""",0,0,9,0,6,"*",0,0,0,30
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,0,"*","*","*","*","*","*",0,"*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,0,0,0,"*",0,0,0,0,"*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""",0,0,"*",0,0,0,0,0,0,"*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,0,"*",0,"*","*",0,0,0,6
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","*",7,22,9,51,19,"*","*","*",97
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,0,0,0,0,0,0,0,"*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",0,0,"*",0,"*","*",0,"*",0,20
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,6,13,0,12,"*",0,0,0,14
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",0,0,0,"*",0,0,0,"*",0,0
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","*","*",15,6,"*",10,9,"*",20,374
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",0,"*",10,"*","*",7,"*",0,"*",183
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,0,0,0,"*",0,0,0,0,0
"Milford School District","=""0840011""","Mathewson School","=""0841711""",0,0,"*",0,0,0,0,0,0,"*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",0,"*",0,0,0,0,0,0,0,8
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",0,"*","*",0,0,"*",0,"*",0,7
"Milford School District","=""0840011""","The Academy","=""0840311""",0,"*","*",0,"*","*","*",0,"*",14
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,"*",9,"*","*",6,"*",0,0,41
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",0,0,0,0,0,0,0,0,0,"*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",0,"*",6,0,7,6,0,"*","*",9
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""",0,0,"*",0,"*","*",0,0,"*",6
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,"*","*",0,"*","*",0,0,7,22
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,0,0,0,0,"*",0,0,0,0
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",0,"*",16,0,"*",12,0,0,0,9
"Montville School District","=""0860011""","Mohegan School","=""0860111""",0,0,0,0,"*","*",0,0,0,0
"Montville School District","=""0860011""","Montville High School","=""0866111""",0,"*",15,"*",16,12,"*",0,9,63
"Montville School District","=""0860011""","Oakdale School","=""0860511""",0,"*",0,0,0,0,0,0,0,0
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",0,0,0,"*","*",0,0,0,"*",7
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",0,0,"*",0,6,0,0,0,0,0
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","*","*",12,"*",22,7,"*","*","*",75
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",0,0,6,"*",8,"*",0,0,0,"*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","*",0,"*",0,"*","*",0,0,"*",7
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","*",0,"*",0,12,19,0,"*",0,13
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",0,0,"*",0,"*","*",0,"*",0,"*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",0,"*",0,0,0,"*",0,0,0,9
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","*","*",26,13,24,45,"*","*",21,250
