"Incident Counts, 2014-15"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,0,"*","*",25,6,"*",0,0,10
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",0,"*","*","*",32,0,0,"*","*",278
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,"*",11,"*",0,0,"*","*",0,18
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,0,"*","*",0,0,0,0,9
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,11,"*",12,9,"*","*",19,182
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,0,0,0,"*",0,0,0,0,"*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,"*","*",9,23,"*","*",20,236
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",0,0,"*",0,"*",0,"*",0,0,"*"
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,0,0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,0,0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","*","*",9,"*",60,22,"*","*","*",348
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,0,0,0,"*",0,0,0,0,0
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",0,0,"*",0,"*",9,0,0,0,"*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,"*",0,7,10,"*","*",0,10
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",0,0,"*",0,0,0,0,0,0,0
"Explorations District","=""2720013""","Explorations","=""2726113""","*",0,"*",0,0,0,0,0,"*",13
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",0,"*","*","*",6,"*","*","*",15,37
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,"*",6,"*",12,6,"*",0,23,31
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,"*","*",0,0,0,0,0,0,10
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,0,"*",0,"*","*",0,0,0,0
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",0,0,0,0,0,0,0,0,0,"*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",0,"*","*","*","*",0,"*","*","*",18
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",0,0,"*",0,0,0,0,0,0,0
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",0,0,0,0,0,0,0,0,0,"*"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,"*","*",0,"*",20,0,"*",0,16
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",0,0,0,0,0,0,0,0,0,"*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",0,0,0,"*",0,6,0,0,0,"*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",0,0,0,0,0,0,0,"*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",0,0,"*","*",6,6,0,"*","*",7
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","*","*","*",0,"*","*",0,"*",0,7
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",0,0,0,0,"*","*",0,0,0,0
"Farmington School District","=""0520011""","Union School","=""0520111""",0,0,"*",0,0,"*",0,0,0,0
"Farmington School District","=""0520011""","West District School","=""0520311""",0,0,"*",0,0,0,0,0,0,0
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",0,0,0,"*",0,0,"*",0,0,"*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",0,0,0,"*","*","*",0,0,0,"*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",0,0,0,0,0,"*",0,0,0,0
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",0,0,"*",0,0,0,0,0,0,0
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",0,"*","*","*","*","*",0,0,0,11
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",0,"*",14,"*",6,8,0,0,19,57
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",0,0,"*",0,"*",0,0,0,0,"*"
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",0,0,"*",0,0,0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",0,0,0,0,"*",0,0,0,0,0
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",0,0,"*",0,"*",0,0,0,0,"*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",0,0,"*",0,"*",0,"*","*",0,"*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",0,0,0,0,"*",0,0,0,0,"*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",0,"*",7,"*",13,"*","*","*","*",23
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",0,0,0,0,6,"*",0,0,"*",7
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",0,0,0,0,"*","*",0,"*",0,"*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",0,0,0,0,"*","*",0,0,0,0
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",0,7,7,0,66,11,"*","*",0,61
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""",0,0,"*","*","*","*",0,"*","*",25
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",0,0,"*","*",0,"*","*","*","*","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",0,0,0,0,"*",0,0,0,0,0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",0,0,"*",0,0,"*",0,0,0,"*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",0,0,"*",0,"*","*",0,0,0,0
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",0,"*",23,7,6,16,"*","*",54,30
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",0,0,0,0,"*","*",0,0,0,0
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",0,0,0,0,"*",0,0,0,0,"*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",0,0,0,0,"*",6,0,0,0,0
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",0,0,"*",0,0,0,0,0,0,"*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","*",0,6,"*","*",7,"*","*",0,14
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",0,0,"*",0,0,0,0,0,0,"*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",0,0,"*",0,0,0,0,0,0,"*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",0,"*",6,"*",9,"*",0,"*",7,206
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",0,0,9,"*",16,9,"*","*",0,26
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",0,0,19,6,7,6,0,"*",0,69
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","*",0,"*",0,13,"*","*","*",0,31
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",0,0,"*",0,"*","*","*",0,0,"*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",0,0,0,0,"*","*",0,0,0,30
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",0,0,"*",0,"*","*",0,"*",0,9
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","*",0,"*",0,"*","*",0,"*","*",41
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",0,0,"*",0,0,0,0,0,0,0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",0,"*",36,"*",35,14,"*","*",9,331
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",0,0,"*",0,"*",0,0,0,0,"*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",0,"*",11,8,41,14,0,"*",0,115
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",0,"*","*",0,0,"*",0,0,0,0
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",0,0,0,0,"*",0,0,0,0,0
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",0,0,"*",0,0,0,0,0,0,0
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",0,0,"*","*",8,"*","*",0,0,7
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",0,"*",11,"*",0,10,0,"*","*",51
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",0,0,0,0,"*",0,0,0,0,0
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",0,0,0,0,0,0,0,0,0,"*"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",0,"*","*","*","*",15,0,"*",0,"*"
"Hamden School District","=""0620011""","Church Street School","=""0620211""",0,0,"*","*","*",25,0,"*",0,38
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",0,0,12,0,"*",18,0,0,0,9
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",0,0,"*","*",11,20,"*","*",0,32
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","*","*",15,"*",29,17,"*","*",7,269
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","*","*",25,10,87,20,6,6,7,132
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","*",0,"*",0,7,25,"*",0,0,15
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","*",0,0,"*","*",10,"*","*","*",11
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","*",0,"*","*","*","*",0,0,0,11
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",0,0,8,"*",21,14,"*",0,0,"*"
"Hamden School District","=""0620011""","West Woods School","=""0621411""",0,0,0,0,"*","*","*",0,0,"*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","*","*","*","*","*",69,0,0,0,96
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",0,0,"*",0,0,0,0,0,0,0
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",0,0,"*",7,30,32,"*","*",0,154
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",0,0,0,0,"*","*",0,0,0,7
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",0,"*",0,0,0,"*",0,0,0,0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",0,0,"*","*","*",19,0,"*","*",59
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",0,"*","*",0,22,32,0,"*","*",124
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","*",8,26,"*",52,200,"*","*",6,231
"Hartford School District","=""0640011""","Burr School","=""0642311""","*","*",38,"*",30,98,14,"*",0,214
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",0,0,"*","*","*","*",0,0,"*",16
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","*","*","*",15,23,45,"*","*",0,32
"Hartford School District","=""0640011""","Clark School","=""0642411""",0,"*","*","*",8,58,"*","*","*",49
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",8,0,21,8,98,23,8,"*",7,601
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","*","*",9,6,40,47,0,"*","*",77
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","*","*",8,0,8,42,"*","*","*",30
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",0,0,0,0,0,12,0,0,0,7
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""",0,0,"*",0,0,8,0,0,0,"*"
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,0,"*",0,"*",0,0,0,0,0
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""",0,0,"*",0,8,7,"*","*","*",14
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""","*","*","*","*",15,40,7,0,"*",15
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","*",0,"*",0,"*","*",0,0,0,"*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",0,0,"*","*","*",7,0,"*",0,7
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",0,0,"*","*",0,6,0,0,0,"*"
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","*","*",13,"*",6,91,"*","*","*",61
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""","*","*",19,15,25,100,"*",12,7,176
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",0,0,"*",0,20,"*",0,"*",8,131
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","*",0,18,"*",17,31,9,"*","*",296
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","*",0,9,11,47,40,0,0,"*",326
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","*","*",18,"*",30,27,"*","*","*",215
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",0,"*",27,"*",30,50,"*","*","*",201
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",8,"*",25,10,13,37,"*","*",13,87
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",0,"*",8,"*",9,18,"*","*",0,127
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",0,"*",18,"*",13,63,"*","*","*",190
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",8,"*",13,"*",40,72,9,6,"*",108
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","*",6,32,6,59,181,23,"*","*",79
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",0,0,0,0,0,0,0,0,0,"*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",0,"*",7,"*",27,55,6,"*",0,68
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","*","*","*",0,47,90,"*","*",0,117
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",0,0,8,0,6,18,0,0,0,14
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",0,0,0,0,0,"*",0,"*",0,0
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",0,0,"*",0,0,"*",0,"*","*","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","*","*",18,"*",7,34,"*","*",0,40
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",0,0,"*","*",0,6,0,"*","*",10
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",0,"*",8,7,13,94,0,10,0,40
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",0,"*",11,0,21,16,"*",0,13,96
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","*","*",0,"*",7,7,0,0,"*",32
"Hartford School District","=""0640011""","SAND School","=""0640111""","*",8,22,"*",6,184,24,"*",0,80
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","*","*",7,"*",19,27,"*",0,0,62
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""","*","*",10,"*",25,41,6,"*","*",20
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",0,"*",6,"*","*",12,"*",0,0,39
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","*","*",14,"*",6,73,"*","*",6,54
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",0,0,"*","*",11,61,"*","*",0,43
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","*",0,25,"*",69,25,"*","*",14,294
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",0,0,"*","*","*","*","*","*","*",33
"Hartford School District","=""0640011""","West Middle School","=""0642111""","*",0,"*","*",9,63,8,"*",0,19
"Hartland School District","=""0650011""","Hartland School","=""0650111""",0,0,"*",0,0,0,0,0,0,"*"
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",0,0,"*",0,"*",0,0,0,0,0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",0,0,0,0,0,"*",0,0,0,"*"
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*",0,0,0,10,12,0,0,0,7
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",0,0,0,0,0,0,0,0,0,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""","*","*",21,"*",19,20,0,"*",0,45
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",0,0,"*","*",7,51,"*","*",0,105
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",0,0,0,0,"*",0,0,0,"*",11
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",0,0,"*","*",0,16,0,0,0,"*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",15,11,"*","*",11,"*","*","*",26,224
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","*",6,26,6,33,"*","*",0,0,89
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",0,0,0,0,"*","*","*","*",0,"*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","*","*",7,6,9,16,0,"*","*",35
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",0,0,"*",0,"*",12,0,"*","*","*"
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""",0,0,0,0,0,0,0,0,0,"*"
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""",0,0,"*",0,"*",0,0,0,0,"*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",0,"*","*","*",0,"*",0,"*","*",9
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",0,"*",7,0,"*",23,0,0,0,11
"Learn","=""2450014""","The Friendship School","=""2450214""",0,0,0,0,0,"*",0,0,0,0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",0,0,0,0,0,0,0,"*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",0,0,"*","*","*",7,0,"*",11,16
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",0,0,0,0,0,"*",0,0,0,"*"
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",0,"*","*","*",0,7,0,"*",0,7
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",0,"*","*",0,"*","*","*",0,0,"*"
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",0,"*","*",0,"*","*",0,0,0,"*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","*","*",9,0,16,"*","*","*",11,67
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","*","*","*","*",15,16,0,"*","*",16
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",0,0,"*",0,0,7,0,0,0,"*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","*","*",12,0,11,9,6,0,"*",43
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",0,0,"*",0,0,0,0,"*",0,"*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",0,"*","*","*",6,6,"*",0,14,66
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",0,0,0,"*","*",0,0,0,0,0
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",0,0,0,0,0,"*",0,0,0,0
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",0,0,"*",0,"*","*",0,0,0,"*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",0,"*","*",0,"*",0,0,"*","*",7
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",0,"*","*","*",9,"*","*",0,"*",31
"Manchester School District","=""0770011""","Bowers School","=""0770111""",0,0,0,0,0,0,0,0,0,"*"
"Manchester School District","=""0770011""","Buckley School","=""0770311""",0,0,"*",0,27,"*",0,"*",0,18
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","*","*",12,"*",28,9,"*",0,0,13
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",0,0,7,"*",0,50,0,"*",0,0
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","*","*",34,"*",63,6,7,"*","*",105
"Manchester School District","=""0770011""","Keeney School","=""0770611""",0,0,0,0,"*","*",0,0,0,6
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","*","*",20,"*",70,10,0,"*",20,317
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","*","*",52,"*",29,9,0,"*","*",82
"Manchester School District","=""0770011""","Martin School","=""0771611""","*",0,"*",6,6,8,0,0,0,11
"Manchester School District","=""0770011""","New Horizons","=""0770711""",0,0,0,0,0,"*",0,0,0,"*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""",11,0,"*","*",14,"*",0,0,0,6
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",0,0,"*",0,7,0,0,0,0,"*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""",0,0,"*",0,7,"*",0,0,0,10
"Manchester School District","=""0770011""","Washington School","=""0771411""",0,"*","*",0,"*","*","*",0,0,55
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",0,0,0,"*",0,0,0,0,0,"*"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",0,"*","*",0,"*","*",0,"*",0,30
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,0,"*",0,0,0,0,0,0,"*"
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",0,"*",0,0,"*","*",0,"*",0,10
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",0,0,"*",0,"*","*","*","*",0,11
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","*","*",31,9,35,16,"*",8,21,425
"Meriden School District","=""0800011""","Hanover School","=""0800311""",0,0,0,0,0,"*",0,"*",0,25
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",0,0,0,0,0,0,0,0,0,6
"Meriden School District","=""0800011""","John Barry School","=""0800511""",0,0,"*","*",6,0,"*","*",0,"*"
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",0,"*",11,10,37,8,0,"*",6,184
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",0,0,0,0,"*",0,0,0,0,16
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",0,"*",28,"*",35,"*","*",15,24,410
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",0,"*","*",0,"*","*","*",0,0,"*"
"Meriden School District","=""0800011""","STEPS-Meriden School District","=""0801211""",0,"*","*",0,"*",0,0,0,0,7
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","*","*","*","*",0,"*",0,"*",0,6
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""",0,"*","*",0,"*","*","*",0,"*",21
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","*",0,39,8,34,6,"*","*","*",476
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",0,0,"*","*",8,10,0,0,0,6
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",0,0,0,0,0,0,"*",0,"*","*"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",0,0,0,0,0,11,0,"*",0,12
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""",0,0,0,0,0,"*",0,0,0,"*"
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""",0,0,0,0,0,0,0,0,0,12
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",8,"*",9,14,24,63,"*","*","*",109
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",0,0,"*",0,0,0,0,"*",0,0
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""",0,0,"*","*",6,0,0,0,0,29
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",0,0,"*",0,9,0,0,0,"*",8
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""",0,0,0,0,0,"*",0,0,0,0
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",0,0,0,0,0,"*",0,0,0,11
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",0,"*",10,6,67,6,"*","*",13,124
"Middletown School District","=""0830011""","Moody School","=""0831211""",0,0,0,0,"*",0,0,0,0,"*"
"Middletown School District","=""0830011""","OASIS","=""0830311""",0,0,"*",0,0,"*",0,0,0,24
"Middletown School District","=""0830011""","Snow School","=""0831111""",0,"*",0,0,7,"*",0,"*",0,6
"Middletown School District","=""0830011""","Spencer School","=""0830111""",0,0,0,0,"*",0,0,"*",0,"*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""",0,0,0,0,"*",0,0,0,0,"*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""",0,0,0,0,0,0,0,0,0,"*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",0,"*",19,"*",22,24,0,"*",0,51
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",0,0,"*",0,0,0,"*",0,0,0
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","*","*",6,0,11,"*",0,0,0,11
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",0,"*","*","*","*","*",0,0,"*",7
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",0,0,0,"*",0,"*",0,0,0,"*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",0,"*",13,"*","*",6,"*",0,"*",372
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","*","*","*","*","*","*","*",0,22,107
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",0,0,0,0,"*",0,0,0,0,0
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",0,0,"*",0,0,"*",0,0,0,"*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",0,0,"*",0,0,"*",0,0,0,"*"
"Milford School District","=""0840011""","The Academy","=""0840311""",0,"*","*",0,"*","*",0,0,7,41
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",0,"*","*",0,19,11,0,0,0,15
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",0,0,0,0,"*","*",0,0,0,6
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""",0,"*","*",0,0,0,0,0,6,"*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",0,0,"*","*","*","*",0,"*",8,36
"Monroe School District","=""0850011""","REAL","=""0850411""",0,0,0,0,0,0,0,0,"*",0
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",0,0,"*",0,0,"*",0,0,0,0
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",0,0,"*",0,0,9,0,0,"*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","*",0,14,0,"*",9,"*","*",0,9
"Montville School District","=""0860011""","Mohegan School","=""0860111""",0,0,"*",0,0,"*",0,0,0,0
