"Four-Year Graduation Rates, 2010-11"
"All Districts, All Schools, Special Education Status"

"",,,,"Graduates",,"Non-Graduates",,,
"The Bridge Academy District","The Bridge Academy","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Non-Special Education",63,"*","*","*","*","*","*"
"The Gilbert School District","The Gilbert School","Special Education",7,"*","*","*","*","*","*"
"Thomaston School District","Thomaston High School","Non-Special Education",79,75,94.9,"*","*","*","*"
"Thomaston School District","Thomaston High School","Special Education",24,20,83.3,"*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-Special Education","*","*","*","*","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Special Education","*","*","*","*","*","*","*"
"Tolland School District","Tolland High School","Non-Special Education",208,195,93.8,"*","*","*","*"
"Tolland School District","Tolland High School","Special Education",14,11,78.6,"*","*","*","*"
"Torrington School District","Torrington High School","Non-Special Education",250,202,80.8,13,5.2,35,14.0
"Torrington School District","Torrington High School","Special Education",28,15,53.6,6,21.4,7,25.0
"Trumbull School District","Trumbull High School","Non-Special Education",467,459,98.3,"*","*","*","*"
"Trumbull School District","Trumbull High School","Special Education",35,33,94.3,"*","*","*","*"
"Vernon School District","Rockville High School","Non-Special Education",259,220,84.9,"*","*","*","*"
"Vernon School District","Rockville High School","Special Education",27,17,63.0,"*","*","*","*"
"Wallingford School District","Lyman Hall High School","Non-Special Education",264,236,89.4,9,3.4,19,7.2
"Wallingford School District","Lyman Hall High School","Special Education",36,28,77.8,"*","*","*","*"
"Wallingford School District","Mark T. Sheehan High School","Non-Special Education",229,204,89.1,7,3.1,18,7.9
"Wallingford School District","Mark T. Sheehan High School","Special Education",26,18,69.2,"*","*","*","*"
"Waterbury School District","Crosby High School","Non-Special Education",383,243,63.4,14,3.7,126,32.9
"Waterbury School District","Crosby High School","Special Education",39,14,35.9,11,28.2,14,35.9
"Waterbury School District","John F. Kennedy High School","Non-Special Education",314,238,75.8,"*","*",71,22.6
"Waterbury School District","John F. Kennedy High School","Special Education",45,23,51.1,"*","*",17,37.8
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-Special Education",108,104,96.3,"*","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Special Education",8,8,100.0,"*","*","*","*"
"Waterbury School District","Wilby High School","Non-Special Education",286,181,63.3,9,3.1,96,33.6
"Waterbury School District","Wilby High School","Special Education",54,31,57.4,9,16.7,14,25.9
"Waterford School District","Waterford High School","Non-Special Education",254,236,92.9,"*","*","*","*"
"Waterford School District","Waterford High School","Special Education",16,12,75.0,"*","*","*","*"
"Watertown School District","Watertown High School","Non-Special Education",217,200,92.2,8,3.7,"*","*"
"Watertown School District","Watertown High School","Special Education",29,16,55.2,9,31.0,"*","*"
"West Hartford School District","Conard High School","Non-Special Education",363,330,90.9,8,2.2,25,6.9
"West Hartford School District","Conard High School","Special Education",44,30,68.2,9,20.5,"*","*"
"West Hartford School District","Hall High School","Non-Special Education",361,349,96.7,6,1.7,6,1.7
"West Hartford School District","Hall High School","Special Education",45,37,82.2,6,13.3,"*","*"
"West Haven School District","West Haven High School","Non-Special Education",416,291,70.0,"*","*",102,24.5
"West Haven School District","West Haven High School","Special Education",35,22,62.9,"*","*",10,28.6
"Westbrook School District","Westbrook High School","Non-Special Education",68,"*","*","*","*","*","*"
"Westbrook School District","Westbrook High School","Special Education",7,"*","*","*","*","*","*"
"Weston School District","Weston High School","Non-Special Education",181,180,99.4,"*","*","*","*"
"Weston School District","Weston High School","Special Education",11,11,100.0,"*","*","*","*"
"Westport School District","Staples High School","Non-Special Education",418,413,98.8,"*","*","*","*"
"Westport School District","Staples High School","Special Education",45,42,93.3,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-Special Education",281,264,94.0,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Special Education",20,13,65.0,"*","*","*","*"
"Wilton School District","Wilton High School","Non-Special Education",279,276,98.9,"*","*","*","*"
"Wilton School District","Wilton High School","Special Education",24,23,95.8,"*","*","*","*"
"Windham School District","Windham High School","Non-Special Education",214,138,64.5,31,14.5,45,21.0
"Windham School District","Windham High School","Special Education",39,20,51.3,10,25.6,9,23.1
"Windsor Locks School District","Windsor Locks High School","Non-Special Education",122,107,87.7,"*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Special Education",12,8,66.7,"*","*","*","*"
"Windsor School District","Windsor High School","Non-Special Education",308,264,85.7,16,5.2,"*","*"
"Windsor School District","Windsor High School","Special Education",40,29,72.5,7,17.5,"*","*"
"Wolcott School District","Wolcott High School","Non-Special Education",207,195,94.2,"*","*","*","*"
"Wolcott School District","Wolcott High School","Special Education",17,14,82.4,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-Special Education",275,260,94.5,"*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Special Education",24,22,91.7,"*","*","*","*"

