"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, English Learner Status"

"",,,,"Graduates",,"Non-Graduates",,,
"Waterford School District","Waterford High School","Non-ELL","*","*","*","*","*","*","*"
"Watertown School District","Watertown High School","ELL","*","*","*","*","*","*","*"
"Watertown School District","Watertown High School","Non-ELL","*","*","*","*","*","*","*"
"West Hartford School District","Conard High School","ELL",24,19,79.2,"*","*","*","*"
"West Hartford School District","Conard High School","Non-ELL",396,379,95.7,"*","*",14,3.5
"West Hartford School District","Hall High School","ELL",18,12,66.7,"*","*","*","*"
"West Hartford School District","Hall High School","Non-ELL",373,360,96.5,"*","*",10,2.7
"West Haven School District","West Haven High School","ELL",27,15,55.6,"*","*",10,37.0
"West Haven School District","West Haven High School","Non-ELL",404,290,71.8,"*","*",85,21.0
"Westbrook School District","Westbrook High School","Non-ELL",77,74,96.1,"*","*","*","*"
"Weston School District","Weston High School","Non-ELL",206,205,99.5,"*","*","*","*"
"Westport School District","Staples High School","ELL","*","*","*","*","*","*","*"
"Westport School District","Staples High School","Non-ELL","*","*","*","*","*","*","*"
"Wethersfield School District","Wethersfield High School","ELL",11,8,72.7,"*","*","*","*"
"Wethersfield School District","Wethersfield High School","Non-ELL",253,234,92.5,"*","*","*","*"
"Wilton School District","Wilton High School","ELL","*","*","*","*","*","*","*"
"Wilton School District","Wilton High School","Non-ELL","*","*","*","*","*","*","*"
"Windham School District","Windham High School","ELL",39,23,59.0,6,15.4,10,25.6
"Windham School District","Windham High School","Non-ELL",154,124,80.5,12,7.8,18,11.7
"Windsor Locks School District","Windsor Locks High School","ELL","*","*","*","*","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Non-ELL","*","*","*","*","*","*","*"
"Windsor School District","Windsor High School","ELL",6,"*","*","*","*","*","*"
"Windsor School District","Windsor High School","Non-ELL",347,"*","*","*","*","*","*"
"Wolcott School District","Wolcott High School","Non-ELL",220,207,94.1,6,2.7,7,3.2
"Woodstock Academy District","Woodstock Academy","ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-ELL","*","*","*","*","*","*","*"

