"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2009-10"

"",,,,"Special Education Status",,
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",319,28,347
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",326,28,354
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",557,74,631
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",386,31,417
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",684,90,774
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",275,21,296
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2312,376,2688
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",352,58,410
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",343,28,371
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",307,36,343
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",192,27,219
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",420,35,455
"Greenwich School District","=""0570011""","North Street School","=""0570811""",445,41,486
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",401,44,445
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",294,25,319
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",474,28,502
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",423,67,490
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",797,116,913
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",651,89,740
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",350,57,407
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",311,39,350
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",381,49,430
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",381,49,430
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",332,48,380
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",347,41,388
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",356,53,409
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",288,50,338
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",379,58,437
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",272,40,312
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1190,116,1306
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",311,51,362
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",233,43,276
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",476,68,544
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",297,24,321
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",312,20,332
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",548,71,619
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",1005,110,1115
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",382,51,433
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",317,30,347
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",41,55,96
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",415,42,457
"Hamden School District","=""0620011""","Church Street School","=""0620211""",361,50,411
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",300,26,326
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1722,250,1972
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",752,129,881
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",264,35,299
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",284,30,314
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",290,23,313
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",318,40,358
"Hamden School District","=""0620011""","West Woods School","=""0621411""",467,45,512
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",125,18,143
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",292,36,328
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",292,36,328
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",501,67,568
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",313,32,345
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",121,8,129
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",121,8,129
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",325,27,352
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",486,84,570
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",612,154,766
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",486,84,570
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",513,71,584
"Hartford School District","=""0640011""","Burr School","=""0642311""",516,109,625
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",264,12,276
"Hartford School District","=""0640011""","Clark School","=""0642411""",359,57,416
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",673,40,713
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",182,83,265
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",182,83,265
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",613,89,702
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",368,67,435
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",313,32,345
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",310,35,345
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",310,35,345
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",530,80,610
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",354,72,426
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",341,35,376
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",307,71,378
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",337,57,394
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",307,71,378
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",290,83,373
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",295,76,371
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",337,57,394
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",556,55,611
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",35
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""","*","*",75
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",156,41,197
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",156,41,197
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",341,35,376
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",130,35,165
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",718,77,795
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",566,52,618
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",707,94,801
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",707,94,801
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",440,72,512
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",440,72,512
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",320,38,358
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",320,38,358
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",354,46,400
"Hartford School District","=""0640011""","Milner School","=""0641911""",354,46,400
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","*","*",149
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""","*","*",149
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",613,89,702
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",573,46,619
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",75,15,90
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",451,63,514
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",315,36,351
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",199,44,243
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",566,52,618
"Hartford School District","=""0640011""","Rawson School","=""0641711""",657,77,734
"Hartford School District","=""0640011""","SAND School","=""0640111""",361,52,413
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",207,46,253
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",207,46,253
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",448,45,493
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",657,77,734
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",388,49,437
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",562,40,602
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",347,15,362
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",347,15,362
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",272,63,335
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",573,46,619
"Hartford School District","=""0640011""","West Middle School","=""0642111""",620,78,698
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",354,72,426
"Hartland School District","=""0650011""","Hartland School","=""0650111""",212,15,227
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",430,74,504
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",598,70,668
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""","*","*",303
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",304,26,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",158,24,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",424,10,434
"Kent School District","=""0680011""","Kent Center School","=""0680111""",237,45,282
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",59,39,98
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",423,79,502
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",707,82,789
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",684,106,790
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",456,46,502
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","*","*",67
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,33,33
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",494,30,524
"Learn","=""2450014""","The Friendship School","=""2450214""",410,87,497
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",418,76,494
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",362,42,404
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",501,48,549
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",194,25,219
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",281,67,348
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",284,31,315
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",373,32,405
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",812,114,926
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",390,58,448
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",14,8,22
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",488,57,545
"Litchfield School District","=""0740011""","Center School","=""0740211""",303,41,344
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",519,49,568
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",257,32,289
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1127,137,1264
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",536,51,587
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",298,19,317
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",509,39,548
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",285,26,311
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",13,16,29
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",543,65,608
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""",232,28,260
"Manchester School District","=""0770011""","Bowers School","=""0770111""",375,56,431
"Manchester School District","=""0770011""","Buckley School","=""0770311""",280,65,345
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",413,39,452
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",252,26,278
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",825,124,949
"Manchester School District","=""0770011""","Keeney School","=""0770611""",349,52,401
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1751,227,1978
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",150,35,185
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",21,77,98
"Manchester School District","=""0770011""","Martin School","=""0771611""",226,34,260
"Manchester School District","=""0770011""","Robertson School","=""0771011""",292,43,335
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",242,49,291
"Manchester School District","=""0770011""","Waddell School","=""0771311""",266,45,311
"Manchester School District","=""0770011""","Washington School","=""0771411""",265,45,310
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",244,30,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",177,19,196
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",472,91,563
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",211,27,238
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",620,49,669
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",565,45,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",358,100,458
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",598,82,680
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1070,158,1228
"Meriden School District","=""0800011""","Hanover School","=""0800311""",453,100,553
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",497,47,544
"Meriden School District","=""0800011""","John Barry School","=""0800511""",453,69,522
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",637,105,742
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",932,182,1114
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",480,46,526
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",446,65,511
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",763,110,873
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",286,36,322
"Middletown School District","=""0830011""","DEAL Program","=""0839011""",0,16,16
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",285,22,307
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",328,41,369
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",325,21,346
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",182,29,211
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1178,146,1324
"Middletown School District","=""0830011""","Moody School","=""0831211""",397,41,438
"Middletown School District","=""0830011""","Snow School","=""0831111""",305,48,353
"Middletown School District","=""0830011""","Spencer School","=""0830111""",348,31,379
"Middletown School District","=""0830011""","Wesley School","=""0831411""",346,26,372
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",658,86,744
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",258,44,302
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",488,72,560
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",519,65,584
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",310,49,359
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",845,161,1006
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",906,146,1052
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",296,32,328
"Milford School District","=""0840011""","Mathewson School","=""0841711""",451,37,488
"Milford School District","=""0840011""","Meadowside School","=""0840711""",328,30,358
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",420,49,469
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",351,63,414
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",260,30,290
"Milford School District","=""0840011""","Simon Lake School","=""0841411""",330,29,359
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",478,82,560
"Monroe School District","=""0850011""","Chalk Hill School","=""0850611""",511,66,577
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",476,54,530
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",616,61,677
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1203,99,1302
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",301,57,358
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",408,42,450
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",339,25,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",603,56,659
"Montville School District","=""0860011""","Mohegan School","=""0860111""",371,41,412
"Montville School District","=""0860011""","Montville High School","=""0866111""",716,76,792
"Montville School District","=""0860011""","Oakdale School","=""0860511""",385,56,441
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",21
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",215,12,227
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""",269,15,284
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",399,72,471
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",336,52,388
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",94,10,104
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",301,67,368
"Naugatuck School District","=""0880011""","Hillside Middle School","=""0885211""",271,35,306
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",299,21,320
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",392,67,459
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1251,183,1434
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",222,24,246
"Naugatuck School District","=""0880011""","Western School","=""0880711""",253,21,274
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",341,19,360
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""",341,19,360
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",341,19,360
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",15,6,21
"New Britain School District","=""0890011""","Behavior Support Program","=""0899311""","*","*",12
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",380,95,475
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",760,34,794
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",393,129,522
"New Britain School District","=""0890011""","Holmes School","=""0890611""",395,73,468
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*","*",155
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",370,53,423
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",556,55,611
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2321,438,2759
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",10,26,36
"New Britain School District","=""0890011""","Northend School","=""0890911""",255,41,296
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",542,107,649
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",382,60,442
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",614,102,716
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",628,83,711
"New Britain School District","=""0890011""","Smith School","=""0891311""",530,81,611
"New Britain School District","=""0890011""","Vance School","=""0891511""",474,49,523
"New Canaan School District","=""0900011""","East School","=""0900411""",485,54,539
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1150,137,1287
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1066,152,1218
"New Canaan School District","=""0900011""","South School","=""0900211""",487,54,541
"New Canaan School District","=""0900011""","West School","=""0900311""",425,67,492
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",548,101,649
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",574,63,637
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",920,100,1020
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",655,68,723
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",328,33,361
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",145,9,154
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",0,6,6
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",90,20,110
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",427,32,459
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",489,44,533
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",473,52,525
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",474,30,504
"New Haven School District","=""0930011""","Beecher School","=""0930311""",437,41,478
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",442,54,496
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",430,43,473
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",377,70,447
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",388,77,465
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",392,35,427
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",124,26,150
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",361,22,383
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",392,63,455
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",392,35,427
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",594,41,635
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",505,36,541
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",170,22,192
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",378,35,413
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","*","*",47
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",106,12,118
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",424,79,503
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",143,15,158
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",537,82,619
"New Haven School District","=""0930011""","Headstart","=""0938011""",415,26,441
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",237,37,274
"New Haven School District","=""0930011""","Helene Grant Headstart","=""0938311""",237,37,274
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",277,50,327
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",325,40,365
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",676,23,699
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",170,22,192
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",826,122,948
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",493,39,532
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",524,64,588
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",139,37,176
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",438,37,475
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",293,24,317
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",539,57,596
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",166,18,184
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",219,20,239
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",26,0,26
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",158,32,190
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",487,49,536
"New Haven School District","=""0930011""","Sound School","=""0936711""",283,45,328
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",259,8,267
"New Haven School District","=""0930011""","Truman School","=""0932911""",482,67,549
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",13,21,34
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",206,24,230
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",414,47,461
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1425,195,1620
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",403,30,433
"New London School District","=""0950011""","Jennings School","=""0950311""",506,38,544
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",526,84,610
"New London School District","=""0950011""","Harbor School","=""0950211""",247,41,288
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",245,28,273
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",245,28,273
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","*","*",22
"New London School District","=""0950011""","New London High School","=""0956111""",796,139,935
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",89,14,103
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",176,48,224
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",374,75,449
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""",377,72,449
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",377,72,449
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,7,7
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1415,151,1566
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",472,62,534
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",910,176,1086
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",651,123,774
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",393,52,445
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",269,39,308
"Newington School District","=""0940011""","John Paterson School","=""0940811""",416,74,490
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",645,83,728
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",555,78,633
"Newington School District","=""0940011""","Newington High School","=""0946111""",1328,140,1468
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",346,49,395
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",394,26,420
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",342,33,375
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",450,45,495
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1605,126,1731
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",822,74,896
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",39,48,87
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",806,55,861
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",567,58,625
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",122,15,137
