"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2012-13"

"",,,,"Special Education Status",,
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",416,18,434
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",713,69,782
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",382,25,407
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",2345,332,2677
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",350,59,409
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",341,28,369
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",321,23,344
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",224,37,261
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",416,49,465
"Greenwich School District","=""0570011""","North Street School","=""0570811""",388,26,414
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",387,38,425
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",256,16,272
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",469,13,482
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",429,75,504
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",649,100,749
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",541,83,624
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",512,73,585
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",398,64,462
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",333,51,384
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",333,51,384
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",336,65,401
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",300,50,350
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",295,68,363
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",363,40,403
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",305,35,340
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",1023,160,1183
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",290,62,352
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",420,86,506
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",516,50,566
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",299,33,332
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",272,20,292
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",518,74,592
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",963,107,1070
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",326,36,362
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",330,18,348
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",38,62,100
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",421,42,463
"Hamden School District","=""0620011""","Church Street School","=""0620211""",345,25,370
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",260,48,308
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",1588,214,1802
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",777,122,899
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",259,29,288
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",296,38,334
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",298,38,336
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",401,28,429
"Hamden School District","=""0620011""","West Woods School","=""0621411""",420,41,461
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",96,20,116
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",481,75,556
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",481,75,556
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",427,93,520
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",285,38,323
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",79,8,87
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",194,28,222
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",194,28,222
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",305,50,355
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",319,88,407
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",473,113,586
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",319,88,407
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",508,90,598
"Hartford School District","=""0640011""","Burr School","=""0642311""",605,124,729
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",618,56,674
"Hartford School District","=""0640011""","Clark School","=""0642411""",301,78,379
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",652,49,701
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",188,56,244
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",188,56,244
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",631,92,723
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",46,11,57
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",285,38,323
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",519,51,570
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",519,51,570
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",598,104,702
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",320,72,392
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",353,67,420
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",247,27,274
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",247,27,274
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",338,100,438
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",405,84,489
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",338,100,438
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",450,83,533
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",405,84,489
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",728,92,820
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""",0,40,40
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",308,65,373
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",308,65,373
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",353,67,420
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",165,30,195
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",612,91,703
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",679,81,760
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",447,86,533
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",447,86,533
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",314,68,382
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",314,68,382
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",311,74,385
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",311,74,385
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",323,50,373
"Hartford School District","=""0640011""","Milner School","=""0641911""",323,50,373
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",267,12,279
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",267,12,279
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",631,92,723
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",573,53,626
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",92,18,110
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",454,110,564
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",276,53,329
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",679,81,760
"Hartford School District","=""0640011""","Rawson School","=""0641711""",507,65,572
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",115,6,121
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",115,6,121
"Hartford School District","=""0640011""","SAND School","=""0640111""",406,78,484
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",311,45,356
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",79,8,87
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",311,45,356
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",423,71,494
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",507,65,572
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",250,76,326
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",642,50,692
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",366,37,403
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",366,37,403
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",573,53,626
"Hartford School District","=""0640011""","West Middle School","=""0642111""",553,82,635
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",320,72,392
"Hartland School District","=""0650011""","Hartland School","=""0650111""",189,25,214
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",293,59,352
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",525,59,584
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",331,10,341
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",298,32,330
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",160,31,191
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",561,28,589
"Kent School District","=""0680011""","Kent Center School","=""0680111""",239,32,271
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",61,26,87
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",406,59,465
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",783,110,893
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",692,99,791
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",378,58,436
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",283,38,321
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",95,11,106
"Learn","=""2450014""","Learn Special Education","=""2459014""",0,28,28
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",162,16,178
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",490,59,549
"Learn","=""2450014""","The Friendship School","=""2450214""",433,80,513
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","*","*",33
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",373,65,438
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",310,58,368
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",379,44,423
"Ledyard School District","=""0720011""","Gales Ferry School","=""0720211""",195,30,225
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",291,64,355
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",251,33,284
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",381,37,418
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",825,136,961
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",301,47,348
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",12,9,21
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",366,56,422
"Litchfield School District","=""0740011""","Center School","=""0740211""",247,33,280
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",455,43,498
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",223,28,251
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",1125,130,1255
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",481,52,533
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",238,28,266
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",425,37,462
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",196,28,224
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""",24,24,48
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",533,58,591
"Manchester School District","=""0770011""","Bowers School","=""0770111""",355,52,407
"Manchester School District","=""0770011""","Buckley School","=""0770311""",254,78,332
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",344,62,406
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",248,16,264
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",668,128,796
"Manchester School District","=""0770011""","Keeney School","=""0770611""",302,44,346
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",1474,219,1693
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""",171,21,192
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",19,61,80
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""",0,14,14
"Manchester School District","=""0770011""","Martin School","=""0771611""",268,22,290
"Manchester School District","=""0770011""","Robertson School","=""0771011""",325,30,355
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",292,38,330
"Manchester School District","=""0770011""","Waddell School","=""0771311""",310,42,352
"Manchester School District","=""0770011""","Washington School","=""0771411""",343,36,379
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",248,26,274
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",204,17,221
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",486,84,570
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",230,22,252
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",575,64,639
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",552,58,610
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",363,137,500
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",523,71,594
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",1035,182,1217
"Meriden School District","=""0800011""","Hanover School","=""0800311""",500,69,569
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",491,73,564
"Meriden School District","=""0800011""","John Barry School","=""0800511""",421,58,479
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",647,108,755
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",968,206,1174
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",422,78,500
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",369,59,428
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",662,121,783
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",276,29,305
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",289,38,327
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",296,37,333
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",307,20,327
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",234,28,262
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",1141,166,1307
"Middletown School District","=""0830011""","Moody School","=""0831211""",273,17,290
"Middletown School District","=""0830011""","Snow School","=""0831111""",296,66,362
"Middletown School District","=""0830011""","Spencer School","=""0830111""",321,25,346
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*",14
"Middletown School District","=""0830011""","Wesley School","=""0831411""",299,30,329
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",601,77,678
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",242,27,269
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",423,69,492
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",544,70,614
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",379,21,400
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",861,140,1001
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",857,143,1000
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",287,20,307
"Milford School District","=""0840011""","Mathewson School","=""0841711""",368,38,406
"Milford School District","=""0840011""","Meadowside School","=""0840711""",391,56,447
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",330,65,395
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",318,38,356
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",347,45,392
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",490,74,564
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",476,47,523
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",754,99,853
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",1105,122,1227
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",319,51,370
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",456,47,503
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",321,43,364
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",526,71,597
"Montville School District","=""0860011""","Mohegan School","=""0860111""",332,36,368
"Montville School District","=""0860011""","Montville High School","=""0866111""",654,67,721
"Montville School District","=""0860011""","Oakdale School","=""0860511""",322,51,373
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",23
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",230,17,247
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",0,20,20
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",594,109,703
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",209,43,252
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",106,13,119
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",361,53,414
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",322,31,353
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",465,56,521
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",1095,204,1299
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",254,17,271
"Naugatuck School District","=""0880011""","Western School","=""0880711""",251,29,280
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",370,29,399
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""",370,29,399
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",370,29,399
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",15,33,48
"New Britain School District","=""0890011""","CLIMB","=""0899411""",0,13,13
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",471,93,564
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",824,77,901
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",415,164,579
"New Britain School District","=""0890011""","Holmes School","=""0890611""",360,48,408
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",169,0,169
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",427,55,482
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",681,73,754
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",2154,376,2530
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",10,37,47
"New Britain School District","=""0890011""","Northend School","=""0890911""","*","*",155
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",409,108,517
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",363,64,427
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",590,136,726
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",458,98,556
"New Britain School District","=""0890011""","Smith School","=""0891311""",615,117,732
"New Britain School District","=""0890011""","Vance School","=""0891511""",549,74,623
"New Canaan School District","=""0900011""","East School","=""0900411""",526,39,565
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1141,134,1275
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1158,130,1288
"New Canaan School District","=""0900011""","South School","=""0900211""",519,35,554
"New Canaan School District","=""0900011""","West School","=""0900311""",478,53,531
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",457,78,535
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",538,61,599
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",922,88,1010
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",595,59,654
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",308,35,343
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",98,12,110
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",102,10,112
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",410,39,449
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",502,55,557
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",446,67,513
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",504,50,554
"New Haven School District","=""0930011""","Beecher School","=""0930311""",456,30,486
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",484,77,561
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",448,40,488
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",443,73,516
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",321,84,405
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",372,81,453
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",410,57,467
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",467,58,525
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",489,78,567
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",410,57,467
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",568,57,625
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",588,50,638
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",160,37,197
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",467,44,511
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",17,24,41
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","*","*",46
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",102,15,117
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",347,87,434
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",361,26,387
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",615,90,705
"New Haven School District","=""0930011""","Headstart","=""0938011""",327,7,334
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",241,40,281
"New Haven School District","=""0930011""","Helene Grant Headstart","=""0938311""",241,40,281
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",189,52,241
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",419,44,463
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",659,39,698
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",160,37,197
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",820,156,976
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",446,62,508
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",487,50,537
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",321,84,405
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",518,62,580
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",350,34,384
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",501,45,546
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",361,23,384
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",257,30,287
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*",25
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",253,12,265
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",80,33,113
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",543,53,596
"New Haven School District","=""0930011""","Sound School","=""0936711""",283,51,334
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",453,24,477
"New Haven School District","=""0930011""","Truman School","=""0932911""",439,57,496
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",189,37,226
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",366,44,410
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1162,196,1358
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",382,31,413
"New London School District","=""0950011""","Jennings School","=""0950311""",484,46,530
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",488,105,593
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",394,72,466
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",394,72,466
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,18,18
"New London School District","=""0950011""","New London High School","=""0956111""",761,172,933
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",419,109,528
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",402,62,464
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""",389,53,442
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",389,53,442
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,11,11
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1327,153,1480
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",437,44,481
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",866,165,1031
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",602,112,714
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",427,44,471
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",258,46,304
"Newington School District","=""0940011""","John Paterson School","=""0940811""",373,76,449
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",622,83,705
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",509,68,577
"Newington School District","=""0940011""","Newington High School","=""0946111""",1265,157,1422
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",345,49,394
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",341,20,361
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",306,33,339
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",406,45,451
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1648,112,1760
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",830,62,892
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",23,33,56
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",765,54,819
"Newtown School District","=""0970011""","STARR","=""0979011""",0,"*","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",423,31,454
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",99,17,116
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,"*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",394,47,441
