"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"Trend"

"",,,,"Special Education Status",,
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",2549,380,2929
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",2834,484,3318
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",4023,604,4627
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",2595,367,2962
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",1053,260,1313
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",1053,260,1313
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",2949,425,3374
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",1791,506,2297
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",136,1683,1819
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",2507,184,2691
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",1878,258,2136
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",2760,440,3200
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",1797,261,2058
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",8414,1013,9427
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",1826,215,2041
"East Haven School District","=""0440011""","Hays School","=""0441911""",420,75,495
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",4939,736,5675
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",1623,305,1928
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",1621,209,1830
"East Haven School District","=""0440011""","Pathways","=""0449011""",19,243,262
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",764,108,872
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",30,27,57
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",10077,1374,11451
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",7487,1130,8617
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",3264,378,3642
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""",245,235,480
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",2965,394,3359
"East Lyme School District","=""0450011""","Medically Fragile Program (WAVES)","=""0450711""",0,"*","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",1902,167,2069
"East Lyme School District","=""0450011""","Post High School Transition Program","=""0450511""",0,45,45
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",4561,661,5222
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",3081,583,3664
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",3124,600,3724
"East Windsor School District","=""0470011""","East Windsor Transition Program","=""0470411""",0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ACT Magnet School (Arts at the Capitol Theater) - Full Time","=""2536014""",943,139,1082
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",943,139,1082
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","*","*",801
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""","*","*",801
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",926,134,1060
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",1379,255,1634
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",3320,306,3626
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",6075,622,6697
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""",1879,48,1927
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",6,252,258
"Education Connection","=""2420014""","Education Connection Headstart","=""2428014""",1879,48,1927
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",6,252,258
"Ellington School District","=""0480011""","Center School","=""0480111""",3594,518,4112
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",1953,179,2132
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",7002,822,7824
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",3712,451,4163
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",3353,442,3795
"Ellington School District","=""0480011""","Windermere School","=""0480611""",4219,425,4644
"Ellington School District","=""0480011""","Windermere School Program for Alternative Learning K-4","=""0480311""",0,"*","*"
"Elm City College Preparatory School","=""2810013""","Elm City College Preparatory School","=""2810113""",936,49,985
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",4718,306,5024
"Elm City Montessori School District","=""2910013""","Elm City Montessori School","=""2910113""",313,10,323
"Enfield School District","=""0490011""","EPS Integrated Pre-Kindergarten","=""0492211""",31,45,76
"Enfield School District","=""0490011""","EPS PK STEAM Academy","=""0491011""",80,6,86
"Enfield School District","=""0490011""","Edgar H. Parkman - Autism Spectrum Disorder (ASD)","=""0490511""",0,15,15
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",3036,404,3440
"Enfield School District","=""0490011""","Eli Whitney - Intermediate Adaptive Learning (IAL)","=""0491411""",0,"*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",3349,665,4014
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",7540,1043,8583
"Enfield School District","=""0490011""","Enfield Street - Autism Spectrum Disorder (ASD)","=""0490311""",0,22,22
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",2765,359,3124
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",0,95,95
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",8189,1113,9302
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",933,124,1057
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",2998,640,3638
"Enfield School District","=""0490011""","Head Start Program","=""0498011""",947,93,1040
"Enfield School District","=""0490011""","Henry Barnard - Educational Counseling Program (ECP)","=""0490611""",0,12,12
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",3383,477,3860
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",9043,1352,10395
"Enfield School District","=""0490011""","Nathan Hale - Primary Adaptive Learning (PAL)","=""0490811""",0,18,18
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",2048,370,2418
"Enfield School District","=""0490011""","Prudence Crandall - Educational Counseling Program (ECP)","=""0490711""",0,19,19
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",3572,538,4110
"Enfield School District","=""0490011""","Stowe - Early Learning Center (SELC)","=""0491011""",80,6,86
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",958,218,1176
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",4477,684,5161
"Explorations District","=""2720013""","Explorations","=""2726113""",584,249,833
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""",3992,361,4353
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""",2802,356,3158
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""",337,885,1222
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""",13333,1536,14869
"Fairfield School District","=""0510011""","Fairfield School/Community Partnership","=""0510511""",0,18,18
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",12394,1424,13818
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",6995,788,7783
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",3377,345,3722
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",2988,403,3391
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",4075,432,4507
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",3959,440,4399
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",4176,418,4594
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",4706,452,5158
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",3834,492,4326
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",7954,950,8904
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",4318,297,4615
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",4409,421,4830
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",6522,829,7351
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",34,53,87
"Farmington School District","=""0520011""","East Farms School","=""0520411""",4081,353,4434
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",18,12,30
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""",524,267,791
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",11680,1299,12979
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",5717,680,6397
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",3162,297,3459
"Farmington School District","=""0520011""","Union School","=""0520111""",2756,311,3067
"Farmington School District","=""0520011""","West District School","=""0520311""",3029,331,3360
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",5663,721,6384
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",1751,234,1985
"Glastonbury School District","=""0540011""","Alternate Program","=""0541311""",0,"*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",4579,499,5078
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",2749,286,3035
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",4691,452,5143
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",19050,2033,21083
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",4362,292,4654
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",4227,429,4656
"Glastonbury School District","=""0540011""","LINKS Academy","=""0540111""",0,97,97
"Glastonbury School District","=""0540011""","LINKS Transition","=""0541411""",0,48,48
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",0,97,97
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",0,48,48
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",3823,537,4360
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",5575,609,6184
"Glastonbury School District","=""0540011""","PRIDE-Hebron Avenue","=""0541111""",0,"*","*"
"Glastonbury School District","=""0540011""","PRIDE-Nayaug","=""0541211""",0,8,8
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""",26,52,78
"Glastonbury School District","=""0540011""","PreK-Nayaug","=""0541011""",21,38,59
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",9646,1005,10651
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",3479,337,3816
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",6726,570,7296
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",3250,306,3556
"Granby School District","=""0560011""","Kelly Lane Intermediate School","=""0560411""",2974,329,3303
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",2974,329,3303
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",2904,322,3226
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",566,111,677
"Greenwich School District","=""0570011""","Alternative High School Programs","=""0571411""",47,53,100
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",5495,661,6156
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",0,22,22
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",3997,261,4258
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",7072,781,7853
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",3495,291,3786
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",47,53,100
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",22962,3398,26360
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",3380,564,3944
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",3456,268,3724
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",3157,295,3452
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",2144,346,2490
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",4242,414,4656
"Greenwich School District","=""0570011""","North Street School","=""0570811""",4064,330,4394
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",3975,372,4347
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",2606,249,2855
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",4768,212,4980
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",4361,750,5111
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",6,36,42
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",6973,997,7970
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",5699,890,6589
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",4512,700,5212
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",3656,522,4178
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""",3211,506,3717
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",3211,506,3717
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",3237,622,3859
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",3046,483,3529
"Groton School District","=""0590011""","Colonel Ledyard School","=""0590411""",123,16,139
"Groton School District","=""0590011""","Eastern Point School","=""0590511""",434,64,498
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""",1822,292,2114
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",2883,709,3592
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",0,46,46
"Groton School District","=""0590011""","Noank School","=""0590911""",215,25,240
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",3255,428,3683
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",2861,378,3239
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",10783,1351,12134
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",2653,600,3253
"Groton School District","=""0590011""","Transition Academy","=""0591011""",0,9,9
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","*","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",3080,640,3720
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""",5050,664,5714
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""",2911,263,3174
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""",2756,215,2971
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""",5089,678,5767
"Guilford School District","=""0600011""","Guilford High School","=""0606111""",9909,1161,11070
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""",3333,448,3781
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""",3174,226,3400
"Hamden School District","=""0620011""","Alice Peck Learning Center","=""0628011""",493,640,1133
"Hamden School District","=""0620011""","Bear Path School","=""0621211""",4071,509,4580
"Hamden School District","=""0620011""","Church Street School","=""0620211""",3243,472,3715
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""",2743,408,3151
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""",45,141,186
"Hamden School District","=""0620011""","Hamden High School","=""0626111""",16170,2358,18528
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""",7369,1293,8662
"Hamden School District","=""0620011""","Hamden Transition Academy","=""0629011""",0,"*","*"
"Hamden School District","=""0620011""","Hamden Transition Academy @ SCSU (AACPB)","=""0620611""",0,11,11
"Hamden School District","=""0620011""","Helen Street School","=""0620411""",2745,364,3109
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""",2883,363,3246
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""",2935,319,3254
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""",3634,336,3970
"Hamden School District","=""0620011""","West Woods School","=""0621411""",4162,478,4640
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""",1072,190,1262
"Hartford School District","=""0640011""","Great Path Academy at MCC","=""0647911""",1205,114,1319
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""",4397,645,5042
"Hartford School District","=""0640011""","Asian Studies Academy at Bellizzi School","=""0640711""",4397,645,5042
"Hartford School District","=""0640011""","Autism Program - Burr School","=""0648611""",0,18,18
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""",0,18,18
"Hartford School District","=""0640011""","Autism Program - Dr. James H Naylor / CCSU","=""0645711""",7,50,57
"Hartford School District","=""0640011""","Autism Program - Environmental Sciences Magnet School at Mary M Hooker","=""0644311""",0,18,18
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","*","*",24
"Hartford School District","=""0640011""","Autism Program - Hooker School","=""0644311""",0,18,18
"Hartford School District","=""0640011""","Autism Program - Naylor School","=""0645711""",7,50,57
"Hartford School District","=""0640011""","Autism Program - Rawson School","=""0644411""",0,102,102
"Hartford School District","=""0640011""","Autism Program - Sarah J. Rawson Elementary School","=""0644411""",0,102,102
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly","=""0649311""",0,25,25
"Hartford School District","=""0640011""","Autism Program - Simpson-Waverly School","=""0649311""",0,25,25
"Hartford School District","=""0640011""","Autism Program-Burr School","=""0648611""",0,18,18
"Hartford School District","=""0640011""","Barnard-Brown School","=""0640311""",284,49,333
"Hartford School District","=""0640011""","Batchelder School","=""0640411""",4532,739,5271
"Hartford School District","=""0640011""","Betances Early Reading Lab Magnet School","=""0642811""",2997,283,3280
"Hartford School District","=""0640011""","Betances STEM Magnet School","=""0643811""",1042,155,1197
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""",1611,271,1882
"Hartford School District","=""0640011""","Breakthrough II Magnet School","=""0643511""",1611,271,1882
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""",3098,410,3508
"Hartford School District","=""0640011""","Bulkeley High School","=""0647111""",3080,603,3683
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""",5611,1295,6906
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""",3080,603,3683
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""",4893,754,5647
"Hartford School District","=""0640011""","Burr School","=""0642311""",5483,1039,6522
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",138,22,160
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",4467,435,4902
"Hartford School District","=""0640011""","Clark School","=""0642411""",2865,566,3431
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",6282,488,6770
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",1715,579,2294
"Hartford School District","=""0640011""","Culinary Arts Academy at Weaver High School","=""0646011""",1715,579,2294
"Hartford School District","=""0640011""","DDP - Simpson-Waverly","=""0649411""",0,14,14
"Hartford School District","=""0640011""","DDP - Simpson-Waverly School","=""0649411""",0,14,14
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",5838,800,6638
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""",1484,322,1806
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",2997,283,3280
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""",0,25,25
"Hartford School District","=""0640011""","EDP - Bulkeley High School","=""0648311""",0,31,31
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","*","*",79
"Hartford School District","=""0640011""","EDP - HPHS Engineering and Green Technology Academy","=""0648211""","*","*",79
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""",0,97,97
"Hartford School District","=""0640011""","EDP - M.D. Fox School","=""0645911""",0,97,97
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""",0,14,14
"Hartford School District","=""0640011""","EDP - West Middle School","=""0644611""",0,15,15
"Hartford School District","=""0640011""","Early Childhood Development Center (ECDC)","=""0644111""",0,47,47
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",4276,508,4784
"Hartford School District","=""0640011""","Environmental Sciences Magnet at Hooker School","=""0640911""",4276,508,4784
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",5252,824,6076
"Hartford School District","=""0640011""","Fox Middle School","=""0645111""",488,136,624
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",3242,662,3904
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",3621,563,4184
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",1205,114,1319
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",2422,657,3079
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",2671,569,3240
"Hartford School District","=""0640011""","HPHS Engineering and Green Technology Academy","=""0647211""",2422,657,3079
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""",715,197,912
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",2671,558,3229
"Hartford School District","=""0640011""","HPHS Nursing and Health Sciences Academy","=""0647511""",2671,569,3240
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",7076,862,7938
"Hartford School District","=""0640011""","Hartford PreKindergarten Magnet School","=""0641311""",541,23,564
"Hartford School District","=""0640011""","Hartford Public High School","=""0646211""",2506,602,3108
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","*","*",305
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""",9,183,192
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",1854,361,2215
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""",1854,361,2215
"Hartford School District","=""0640011""","High Step Transition","=""0648411""",0,43,43
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""",3621,563,4184
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",1390,304,1694
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",6322,771,7093
"Hartford School District","=""0640011""","Kinsella Magnet School of Performing Arts","=""0641111""",6578,764,7342
"Hartford School District","=""0640011""","LC - Breakthrough II","=""0649511""",0,10,10
"Hartford School District","=""0640011""","LC - Breakthrough II School","=""0649511""",0,10,10
"Hartford School District","=""0640011""","LC - Burns","=""0649611""",0,11,11
"Hartford School District","=""0640011""","LC - Burns School","=""0649611""",0,11,11
"Hartford School District","=""0640011""","LC - Moylan","=""0649811""",0,10,10
"Hartford School District","=""0640011""","LC - Moylan School","=""0649811""",0,10,10
"Hartford School District","=""0640011""","Little Owls Learning Center","=""0648011""",29,0,29
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",5872,833,6705
"Hartford School District","=""0640011""","M. D. Fox School","=""0640811""",5872,833,6705
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",3535,645,4180
"Hartford School District","=""0640011""","M. L. King, Jr. School","=""0641611""",3535,645,4180
"Hartford School District","=""0640011""","MDP - Batchelder School","=""0644811""",0,48,48
"Hartford School District","=""0640011""","MDP - Bulkeley High School","=""0645011""","*","*",62
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""",0,98,98
"Hartford School District","=""0640011""","MDP - Moylan School","=""0648511""",0,22,22
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",2907,585,3492
"Hartford School District","=""0640011""","McDonough Middle School","=""0641211""",2907,585,3492
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",3235,481,3716
"Hartford School District","=""0640011""","Milner School","=""0641911""",3235,481,3716
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",2146,111,2257
"Hartford School District","=""0640011""","Montessori Magnet at Fisher School","=""0643711""",2146,111,2257
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",869,64,933
"Hartford School District","=""0640011""","Naylor/CCSU Leadership Academy","=""0641411""",5838,800,6638
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",39,12,51
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",5725,570,6295
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",559,106,665
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",4648,796,5444
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",3092,556,3648
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""",1091,295,1386
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",6578,764,7342
"Hartford School District","=""0640011""","Rawson School","=""0641711""",4732,568,5300
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",712,12,724
"Hartford School District","=""0640011""","Renzulli Gifted and Talented Academy","=""0644011""",712,12,724
"Hartford School District","=""0640011""","SAND School","=""0640111""",3581,675,4256
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",3186,483,3669
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",1042,155,1197
"Hartford School District","=""0640011""","STEM Magnet at Fisher School","=""0642511""",3186,483,3669
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",4325,584,4909
"Hartford School District","=""0640011""","Sarah J Rawson Middle Grades Academy","=""0645611""",330,60,390
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",4732,568,5300
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",2789,594,3383
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",5885,514,6399
"Hartford School District","=""0640011""","Twain School","=""0641811""",255,27,282
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",3674,268,3942
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",3674,268,3942
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",2110,509,2619
"Hartford School District","=""0640011""","Webster Micro Society Magnet School","=""0642011""",5725,570,6295
"Hartford School District","=""0640011""","West Middle School","=""0642111""",5103,699,5802
"Hartford School District","=""0640011""","Wish Museum School","=""0642211""",3242,662,3904
"Hartland School District","=""0650011""","Hartland School","=""0650111""",1917,225,2142
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""",3394,566,3960
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",5163,632,5795
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",3471,115,3586
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",3027,276,3303
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",1846,312,2158
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",5357,274,5631
"Kent School District","=""0680011""","Kent Center School","=""0680111""",2314,343,2657
"Kent School District","=""0680011""","LEAPSS","=""0680211""",0,"*","*"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""",665,356,1021
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""","*","*",54
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",3819,614,4433
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",7251,966,8217
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",6697,1017,7714
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",4297,531,4828
"Killingly School District","=""0690011""","Sunrise Community School","=""0690411""","*","*",47
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",2078,322,2400
