"District","District Code","School","School Code","Grade","Count","%"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","K","N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","K","N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","K","N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","K","N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","K","N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","K","N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",06,"*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",07,"*","*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""",08,8,2.9
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","K","N/A","N/A"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","Sherman School","=""0511311""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","K","N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",01,"N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",02,"N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",03,"N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",04,"N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""",05,"N/A","N/A"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",06,10,4.8
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",07,16,6.3
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",08,11,4.9
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",09,"N/A","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",10,"*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",11,"*","*"
"Fairfield School District","=""0510011""","Walter Fitzgerald Campus","=""0510311""",12,"*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","K","N/A","N/A"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",01,"*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",02,"*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",03,"*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""",04,"N/A","N/A"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",10,"*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",11,"*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""",12,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",09,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",10,"*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",11,9,2.9
"Farmington School District","=""0520011""","Farmington High School","=""0526111""",12,8,2.5
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",07,"*","*"
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""",08,"*","*"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","K","N/A","N/A"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",01,"N/A","N/A"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",02,"*","*"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",03,"N/A","N/A"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""",04,"N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""","K","N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""",01,"*","*"
"Farmington School District","=""0520011""","Union School","=""0520111""",02,"N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""",03,"N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""",04,"N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""","K","N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""",01,"N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""",02,"N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""",03,"N/A","N/A"
"Farmington School District","=""0520011""","West District School","=""0520311""",04,"*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",05,"*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""",06,"*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","K","N/A","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",01,"N/A","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",02,"N/A","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",03,"N/A","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",04,"N/A","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",05,"*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",06,"*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",07,"*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""",08,"*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","K","N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",01,"N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",02,"N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",03,"N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",04,"N/A","N/A"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""",05,"N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","K","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",01,"N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",02,"N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",03,"N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",04,"N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""",05,"*","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""",06,9,1.9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",09,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",10,19,3.9
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",11,"*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""",12,14,2.6
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","K","N/A","N/A"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",01,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",02,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",03,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",04,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""",05,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","K","N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",01,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",02,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",03,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",04,"N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""",05,"*","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","K","N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",02,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",04,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",05,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",06,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",07,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",09,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",10,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",11,"N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""",12,"N/A","*"
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""",12,"N/A","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","K","N/A","N/A"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",01,"N/A","N/A"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",02,"N/A","N/A"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",03,"N/A","N/A"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",04,"N/A","N/A"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""",05,"N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","K","N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",01,"N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",02,"N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",03,"N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",04,"N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""",05,"N/A","N/A"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",07,"*","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""",08,"*","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","K","N/A","N/A"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",01,"*","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""",02,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",09,7,3.9
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",10,9,5.3
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",11,8,5.1
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""",12,9,4.8
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",07,10,6.6
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""",08,9,5.7
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",03,"N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",04,"*","*"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",05,"N/A","N/A"
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""",06,"N/A","N/A"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",03,"*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",04,"*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",05,"*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""",06,"*","*"
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",06,40,37.0
"Great Oaks Charter School District","=""2940013""","Great Oaks Charter School","=""2940113""",07,33,30.0
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",06,"*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",07,"*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""",08,"*","*"
"Greenwich School District","=""0570011""","Community Connections","=""0571211""",12,"N/A","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","K","N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",04,"N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",06,"N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",07,"N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""",08,"*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","K","N/A","N/A"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",02,"*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",03,"*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",04,"N/A","N/A"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",09,"*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",10,"*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",11,"*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""",12,7,"*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",09,13,1.9
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",10,13,2.1
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",11,14,2.2
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""",12,11,1.8
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","K","N/A","N/A"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",04,"*","*"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","K","N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",04,"N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","K","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",01,"*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",02,"*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",04,"*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""",05,"*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","K","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",01,"*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",03,"*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",04,"*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","K","N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",04,"N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","K","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",04,"N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","K","N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",04,"*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","K","N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",04,"N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","K","N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",01,"N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",02,"N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",03,"N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",04,"N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""",05,"N/A","N/A"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",06,"*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",07,"*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""",08,"*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",08,"*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",09,"*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",10,"N/A","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",11,"N/A","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""",12,"N/A","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","K","N/A","N/A"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",01,"*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",02,"N/A","N/A"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",03,"N/A","N/A"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""",04,"N/A","N/A"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",09,25,17.4
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",10,16,10.5
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",11,13,9.9
"Griswold School District","=""0580011""","Griswold High School","=""0586211""",12,20,14.4
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",05,"*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",06,"*","*"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",07,16,10.7
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""",08,12,8.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",06,16,8.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",07,16,9.2
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""",08,7,4.8
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","K","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",01,"N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",02,"N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",03,"*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",04,"*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""",05,"*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","K","N/A","N/A"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",01,"*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",02,"*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",03,"*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",04,"*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""",05,"*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","K",8,13.8
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",01,"*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",02,"*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",03,"N/A","N/A"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",04,"N/A","N/A"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""",05,8,12.7
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","K","N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",01,"N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",02,"N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",03,"N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",04,"*","*"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""",05,"*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",09,6,"*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",10,"*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",11,7,"*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""",12,"*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","K","N/A","N/A"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",01,"N/A","N/A"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",02,"N/A","N/A"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",03,"*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",04,"N/A","N/A"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""",05,"*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","K","N/A","N/A"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",01,"N/A","N/A"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",02,"N/A","N/A"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",03,"N/A","N/A"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",04,"*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""",05,"N/A","N/A"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",09,73,23.0
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",10,25,9.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",11,26,10.2
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""",12,38,15.0
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","K","N/A","N/A"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",01,"N/A","N/A"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",02,"N/A","N/A"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",03,"*","*"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",04,"N/A","N/A"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""",05,"*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""",09,"*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""",10,"*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""",11,"N/A","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""",06,12,8.5
