"District","District Code","School","School Code","Grade","Count","%"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",03,"*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",04,"*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","K","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",01,"*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",02,"*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",05,18,26.5
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",03,10,14.9
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",04,13,28.9
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","K","N/A","N/A"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",01,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",02,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",05,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",03,"N/A","N/A"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",04,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",08,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",09,317,54.1
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",10,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",11,164,36.8
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",12,163,34.0
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",07,"*","*"
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",08,186,41.2
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",09,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","K","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",01,6,10.3
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",02,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",05,"N/A","N/A"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",03,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",04,10,16.4
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","K","*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",01,"N/A","N/A"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",02,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",05,8,14.5
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",03,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",04,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","K","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",01,"N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",02,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",05,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",03,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",04,"*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","K",8,12.5
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",01,"*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",02,"*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",05,8,10.8
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",03,8,11.1
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",04,12,16.4
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","K","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",01,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",02,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",05,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",03,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",04,"*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",08,"*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",09,16,44.4
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",10,21,46.7
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",11,22,55.0
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",12,"*","*"
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",06,117,24.2
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","K","N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",01,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",02,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",05,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",06,"*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",03,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",07,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",08,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",09,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",10,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",11,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",12,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",04,"N/A","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",05,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",06,"N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",03,"N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",07,"N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",08,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",04,"N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",01,"N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",02,"N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",05,"N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",06,"*","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",03,"N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",04,"*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",01,"N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",02,"N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",05,"*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",06,"*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",03,"*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",04,"*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",01,"*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",02,"*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",05,"N/A","N/A"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",06,"*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",03,"*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",04,"N/A","N/A"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",09,63,27.4
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",10,48,23.8
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",11,39,14.2
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",12,61,24.8
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",01,"*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",02,"*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",05,"*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",06,"*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",03,"*","*"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",04,"*","*"
"East Haven School District","=""0440011""","Hays School","=""0441911""","K","N/A","N/A"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",06,"*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",07,"*","*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",08,88,35.1
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",01,"N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",02,"N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",05,"*","*"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",06,"N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",03,"N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",04,"*","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","K","N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""",06,"N/A","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",07,"N/A","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",08,"N/A","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",09,"N/A","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",10,"N/A","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",11,"N/A","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",12,"N/A","*"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",01,"*","*"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",02,"N/A","N/A"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",05,"N/A","N/A"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",06,"N/A","N/A"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",03,"N/A","N/A"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",04,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",09,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",10,18,6.2
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",11,"*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",12,22,7.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",05,7,3.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",06,11,5.3
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",07,17,8.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",08,12,5.3
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","K","N/A","N/A"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",01,"N/A","N/A"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",02,"N/A","N/A"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",03,"N/A","N/A"
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",04,"N/A","N/A"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","K","N/A","N/A"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",01,"N/A","N/A"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",02,"N/A","N/A"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",03,"N/A","N/A"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",04,"N/A","N/A"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","K","N/A","N/A"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",01,"N/A","N/A"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",02,"N/A","N/A"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",03,"N/A","N/A"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",04,"N/A","N/A"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","K","*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",01,"N/A","N/A"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",02,"*","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",03,10,9.5
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",04,6,5.2
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",05,"*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",09,18,19.1
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",10,23,23.7
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",11,17,18.9
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",12,"*","*"
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",05,14,14.4
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",06,23,23.5
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",07,19,20.2
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",08,16,14.5
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",12,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",09,"N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",10,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",11,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",01,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",02,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",05,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",06,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",03,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",07,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",08,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",09,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",10,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",11,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",12,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","=""2539014""",04,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",10,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",11,"*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","K","N/A","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",01,"N/A","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",02,"N/A","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",05,"N/A","N/A"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",06,"*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",03,"N/A","N/A"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",07,"N/A","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",08,"N/A","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",04,"*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",06,"*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",07,"*","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",08,6,4.8
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","K","N/A","N/A"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",01,"N/A","N/A"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",02,"N/A","N/A"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",05,"N/A","N/A"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",03,"N/A","N/A"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",04,"N/A","N/A"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",02,"N/A","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",05,"*","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",06,"N/A","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",03,"N/A","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",07,"*","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",08,"*","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",09,"*","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",10,"*","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",11,"*","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",12,"*","*"
"EdAdvance","=""2420014""","The ACCESS School at The Danuta M. Thibodeau Education Center","=""2429014""",04,"N/A","*"
"Ellington School District","=""0480011""","Center School","=""0480111""","K","N/A","N/A"
"Ellington School District","=""0480011""","Center School","=""0480111""",01,"N/A","N/A"
"Ellington School District","=""0480011""","Center School","=""0480111""",02,"N/A","N/A"
"Ellington School District","=""0480011""","Center School","=""0480111""",03,"*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",04,"*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","K","N/A","N/A"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",01,"N/A","N/A"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",02,"*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",03,"*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",04,"N/A","N/A"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",09,29,13.4
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",10,19,9.8
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",11,19,10.7
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",12,22,11.5
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",07,"*","*"
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",08,"*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",05,10,4.3
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",06,12,6.2
"Ellington School District","=""0480011""","Windermere School","=""0480611""","K","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""",01,"N/A","N/A"
"Ellington School District","=""0480011""","Windermere School","=""0480611""",02,"*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""",03,"*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""",04,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","K","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",01,8,12.9
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",02,12,22.2
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",05,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",06,9,15.3
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",03,12,21.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",07,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",08,"*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",09,16,59.3
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",10,11,47.8
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",04,14,29.2
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","K","N/A","N/A"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",01,"*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",02,"N/A","N/A"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",05,"N/A","N/A"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",06,"*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",03,"N/A","N/A"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",04,"N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","K","N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",01,"N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",02,"N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",05,"N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",06,"N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",03,"N/A","N/A"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",04,"*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",09,32,16.4
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",10,16,8.3
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",11,19,8.3
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",12,22,11.0
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","K","*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",01,"*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",02,"N/A","N/A"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",05,"*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",06,"*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",03,"*","*"
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",04,"*","*"
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""",12,"N/A","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",09,44,14.2
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",10,30,9.9
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",11,48,17.0
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",12,33,12.8
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""","K","N/A","N/A"
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",01,"*","*"
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",02,"N/A","N/A"
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",05,"*","*"
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",06,"*","*"
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",03,"*","*"
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",04,"*","*"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","K","N/A","N/A"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",01,"N/A","N/A"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",02,"N/A","N/A"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",05,"*","*"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",06,"*","*"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",03,"*","*"
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",04,"*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","K","N/A","N/A"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",01,"N/A","N/A"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",02,"*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",05,"*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",06,"*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",03,"*","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",04,"*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",07,56,13.2
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""",08,73,15.9
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","K","N/A","N/A"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",01,"N/A","N/A"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",02,"N/A","N/A"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",05,"*","*"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",06,"*","*"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",03,"N/A","N/A"
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",04,"*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","K","N/A","N/A"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",01,"N/A","N/A"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",02,"*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",05,"N/A","N/A"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",06,"*","*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",03,"N/A","N/A"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",04,"N/A","N/A"
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""","K",8,15.1
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",01,8,17.0
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",02,"*","*"
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",05,7,20.0
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",06,6,18.8
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",03,"*","*"
"Enfield School District","=""0490011""","Thomas G. Alcorn School","=""0491711""",04,"*","*"
