"District","District Code","School","School Code","Grade","Count","%"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",06,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",07,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",08,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""",09,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",07,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",11,"*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",12,"N/A","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",05,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",04,"*","*"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",10,30,37.5
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",11,42,48.3
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",12,55,49.1
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",09,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",10,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",11,"*","*"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",12,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""","K","N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",11,"N/A","*"
"Capitol Region Education Council","=""2410014""","IPM @ Plainville High School","=""2419414""",12,"N/A","*"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","International Magnet School for Global Citizenship","=""2410414""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",06,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",07,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",08,6,"*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",09,6,"*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",10,7,"*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",11,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",12,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",07,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",09,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",10,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",11,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",12,"N/A","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",06,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",07,9,7.8
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",08,17,15.6
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",09,"*","*"
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",10,9,10.1
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",11,6,8.5
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",12,"*","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",05,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",04,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",06,18,34.6
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",07,27,40.3
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",08,16,41.0
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",09,37,50.7
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",10,"*","*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""",11,"*","*"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""","K","N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",01,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",03,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",05,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",07,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",04,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street Early Learning Center (Site 2)","=""2419514""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""","K","N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",01,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",03,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",05,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",06,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",07,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",04,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",11,"N/A","*"
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",12,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""","K","N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",01,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",02,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",05,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",07,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",04,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",08,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",09,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",10,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",11,"N/A","*"
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",12,"N/A","*"
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",06,33,14.7
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",07,44,19.3
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",08,45,23.7
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",05,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",04,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","K","N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",01,"*","*"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",02,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",03,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",05,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",06,"N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",04,"N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""","K","N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",01,"N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""","Charter School for Young Children on Asylum Hill  Inc.","=""2870113""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",01,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",03,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",05,"N/A","N/A"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",06,"*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",04,"N/A","N/A"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",09,11,2.9
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",10,19,5.2
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",11,22,5.4
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",12,29,8.0
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","K","N/A","N/A"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",07,11,2.9
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",08,"*","*"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""",09,"*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",01,"N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",03,"N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",05,"N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",06,"N/A","N/A"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",04,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",01,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",03,"*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",05,"*","*"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",06,"N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""",04,"N/A","N/A"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",09,"*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",10,"*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",11,"*","*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",12,"*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",01,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",03,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",05,"*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",06,"N/A","N/A"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",04,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","K","N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",01,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",02,"*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",03,"*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",05,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",06,"N/A","N/A"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",04,"N/A","N/A"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",05,"*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",04,"*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",06,"*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",07,"*","*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",08,14,7.9
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","K","*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",01,"*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",02,"N/A","N/A"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",03,"N/A","N/A"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",09,26,17.7
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",10,14,10.0
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",11,21,16.7
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",12,31,21.5
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",09,16,6.5
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",10,28,11.2
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",11,20,8.3
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",12,35,13.7
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","K","N/A","N/A"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",01,"*","*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",02,"*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",03,"*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",05,"*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",04,"N/A","N/A"
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",06,8,3.6
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",07,12,5.0
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",08,18,7.3
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","K","N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",01,"N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",02,"*","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",03,"N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",05,"N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",06,"N/A","*"
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",04,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","K","N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",01,"N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",02,"N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",03,"N/A","N/A"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",05,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",06,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",07,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",04,"*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",08,"N/A","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",09,8,16.0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",10,6,15.0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",11,"N/A","N/A"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",12,"N/A","N/A"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",09,53,24.9
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",10,74,37.8
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",11,58,34.1
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",12,31,22.1
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",09,53,22.1
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",10,35,15.7
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",11,43,20.2
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",12,37,20.1
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",09,40,22.2
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",10,47,30.1
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",11,36,26.7
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",12,26,26.0
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",09,91,56.9
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",10,78,57.4
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",11,61,47.7
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",12,"*","*"
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Not Available","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",09,32,22.9
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",10,47,28.3
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",11,35,23.5
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",12,22,18.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",09,30,20.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",10,39,28.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",11,31,23.3
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",12,34,29.8
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",09,32,15.5
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",10,41,21.1
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",11,34,16.4
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",12,57,31.7
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",09,29,20.3
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",10,16,12.1
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",11,24,18.3
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",12,25,21.6
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",09,21,12.6
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",10,31,19.7
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",11,50,30.9
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",12,57,37.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",09,38,20.9
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",10,44,23.5
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",11,37,24.8
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",12,31,23.3
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",09,23,12.2
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",10,30,17.2
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",11,34,21.4
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",12,21,19.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",09,32,18.9
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",10,25,13.9
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",11,33,19.2
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",12,50,27.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",09,56,23.8
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",10,57,25.8
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",11,73,34.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",12,81,42.0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",09,52,29.7
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",10,39,24.7
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",11,58,42.3
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",12,45,35.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",09,12,5.7
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",10,21,10.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",11,25,14.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",12,25,17.1
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",09,29,18.4
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",10,31,21.1
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",11,31,21.8
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",12,16,13.3
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",06,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",07,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",08,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",09,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",10,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",11,"N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",12,"N/A","N/A"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","K","N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",01,"N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",02,"N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",03,"N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",05,"N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",06,"N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",07,"N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",04,"N/A","*"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""",08,"N/A","*"
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",12,"*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","K","N/A","N/A"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",01,"N/A","N/A"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",02,"*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",03,"*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",05,6,17.1
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",06,"*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",07,"*","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",04,"*","*"
