"District","District Code","School","School Code","Grade","Count","%"
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",04,11,8.5
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",05,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",09,16,10.7
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",10,13,9.2
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",11,12,9.2
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",12,25,19.1
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",06,18,12.8
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",07,37,22.0
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",08,9,5.7
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","K","*","*"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",01,"N/A","N/A"
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",02,"*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",03,"*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",04,"*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",05,"*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",09,7,29.2
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",10,10,45.5
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",11,11,47.8
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",12,10,40.0
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",06,11,3.1
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",07,25,6.9
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",08,17,4.4
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",09,259,31.0
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",10,131,18.8
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",11,109,16.4
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",12,101,14.5
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","K","N/A","N/A"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",01,"N/A","N/A"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",02,"*","*"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",04,"N/A","N/A"
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",05,"*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","K","N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",01,"N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",02,"N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",04,"*","*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",05,"N/A","N/A"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","K","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",01,"N/A","N/A"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",02,"N/A","N/A"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",04,"N/A","N/A"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",05,"N/A","N/A"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",04,"*","*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",05,"*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","K","*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",01,"N/A","N/A"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",02,"N/A","N/A"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",03,"*","*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","K","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",01,"*","*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",02,"*","*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","K","N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",01,"*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",02,"N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",04,"*","*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",05,"*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","K","*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",01,"*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",02,"*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",04,"*","*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",05,"N/A","N/A"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","K","N/A","N/A"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",01,"N/A","N/A"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",02,"N/A","N/A"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",04,"N/A","N/A"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",05,"*","*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",06,44,10.3
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",07,76,18.4
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",08,78,20.0
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","K","N/A","N/A"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",01,"N/A","N/A"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",02,"N/A","N/A"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",04,"N/A","N/A"
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",05,"N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""","K","N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""",01,"N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""",02,"N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""",03,"N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""",04,"N/A","N/A"
"Danbury School District","=""0340011""","South Street School","=""0341011""",05,"N/A","N/A"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","K","N/A","N/A"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",01,"*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",02,"*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",03,8,10.0
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",04,"*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",05,"*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","K","N/A","N/A"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",01,"N/A","N/A"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",02,"N/A","N/A"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",03,"N/A","N/A"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",04,"N/A","N/A"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",05,"N/A","N/A"
"Darien School District","=""0350011""","Darien High School","=""0356111""",09,8,2.3
"Darien School District","=""0350011""","Darien High School","=""0356111""",10,10,2.9
"Darien School District","=""0350011""","Darien High School","=""0356111""",11,13,4.0
"Darien School District","=""0350011""","Darien High School","=""0356111""",12,33,10.0
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","K","N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",01,"N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",02,"N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",03,"N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",04,"N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",05,"N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","K","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",01,"*","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",02,"N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",03,"N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",04,"N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",05,"N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",06,"N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",07,"*","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",08,"N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","K","N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",01,"N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",02,"N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",03,"N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",04,"N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",05,"N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","K","N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",01,"N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",02,"N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",03,"*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",04,"N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",05,"N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","K","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",01,"N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",02,"N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",03,"N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",04,"N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""",05,"N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","K","N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",01,"N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",02,"*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",03,"N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",04,"N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",05,"N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",06,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""",10,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""",11,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","=""3370215""",12,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""",11,"N/A","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","K","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",01,"N/A","N/A"
"Derby School District","=""0370011""","Bradley School","=""0370611""",02,"*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",03,"*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",04,"*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",05,"N/A","N/A"
"Derby School District","=""0370011""","Derby High School","=""0376111""",09,23,22.1
"Derby School District","=""0370011""","Derby High School","=""0376111""",10,19,19.2
"Derby School District","=""0370011""","Derby High School","=""0376111""",11,12,13.5
"Derby School District","=""0370011""","Derby High School","=""0376111""",12,21,20.4
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",06,23,22.5
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",07,15,11.9
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",08,37,29.1
"Derby School District","=""0370011""","Irving School","=""0370411""","K","*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""",01,7,10.3
"Derby School District","=""0370011""","Irving School","=""0370411""",02,"*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""",03,6,12.8
"Derby School District","=""0370011""","Irving School","=""0370411""",04,"*","*"
"Derby School District","=""0370011""","Irving School","=""0370411""",05,"*","*"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","K","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",01,"N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",02,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",09,6,10.7
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",10,6,8.0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",11,"*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",12,"*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",06,"*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",07,"*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",08,"*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",03,"N/A","N/A"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",04,"*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",05,"*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","K","N/A","N/A"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",01,"N/A","N/A"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",02,"N/A","N/A"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",03,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",09,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",10,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",11,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",12,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",04,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",05,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",06,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",07,"N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",08,"N/A","N/A"
"East Hampton School District","=""0420011""","Center School","=""0420311""",04,"*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""",05,"*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",09,11,8.5
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",10,10,6.9
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",11,9,7.2
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",12,8,6.7
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",06,6,4.3
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",07,7,4.5
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",08,9,7.0
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","K","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",01,"N/A","N/A"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",02,"*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",03,"N/A","N/A"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",09,"*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",10,"*","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",12,"N/A","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","K","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",01,"*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",02,"*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",03,"*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",04,"*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",05,9,20.9
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",06,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",09,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",10,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",11,"N/A","N/A"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",12,"N/A","N/A"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","K","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",01,"*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",02,"*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",03,"*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",04,"*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",05,7,13.2
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","K","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",01,"*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",02,12,15.0
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",03,17,27.9
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",04,"*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",05,"*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",06,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","K","N/A","N/A"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",01,"N/A","N/A"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",02,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",03,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",04,"*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",05,7,9.0
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",06,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",09,231,44.6
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",10,142,32.9
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",11,163,38.4
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",12,93,26.5
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",06,37,23.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",07,126,24.2
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",08,138,30.8
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","K","*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",01,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",02,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",03,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",04,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",05,"*","*"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",06,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","K","N/A","N/A"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",01,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",02,"N/A","N/A"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",03,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",04,"*","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",05,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","K","N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",01,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",02,"*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",03,"N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",04,"N/A","N/A"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",05,8,17.0
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",06,"*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","K","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",01,"*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",02,"N/A","N/A"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",03,9,14.3
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",04,10,14.1
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",05,14,16.7
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",06,10,12.2
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","K","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",01,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",02,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",03,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",04,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",05,"*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",06,"*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",09,8,"*"
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",10,21,51.2
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",11,22,52.4
"East Hartford School District","=""0430011""","Stevens Alternate High School","=""0436411""",12,13,27.1
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",04,12,19.0
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",05,16,16.0
"East Hartford School District","=""0430011""","Sunset Ridge Middle School","=""0432411""",06,13,14.9
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",01,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",02,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",03,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",04,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",05,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",06,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",07,"N/A","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",08,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",09,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",10,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",11,"N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",12,"N/A","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",03,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",04,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",05,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",06,"N/A","N/A"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",07,"*","*"
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",08,"*","*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""","K","N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",01,"N/A","N/A"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",02,"N/A","N/A"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""","K","*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",01,"*","*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",02,"*","*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",03,"N/A","N/A"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",04,"N/A","N/A"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",05,"N/A","N/A"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",07,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",09,32,13.1
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",10,34,15.6
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",11,"*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",12,29,12.6
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",03,"N/A","N/A"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",04,"N/A","N/A"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",05,"N/A","N/A"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",06,26,13.5
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",07,26,14.4
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",08,44,21.8
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",03,"N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",04,"N/A","N/A"
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",05,"N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","K","N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",01,"N/A","N/A"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""",02,"N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""",07,"N/A","*"
"East Haven School District","=""0440011""","Pathways","=""0449011""",08,"N/A","*"
